"pld0044","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Often","2018","Full Time","middle vocational","167","0.046474230006996","0.040116878444049","0.052831581569943"
"Often","2018","Full Time","vocational + Abi","45","0.0441896209224805","0.031189167980446","0.057190073864515"
"Often","2018","Full Time","higher vocational","18","","",""
"Often","2018","Full Time","higher education","117","0.042658051317279","0.0354242541436909","0.0498918484908671"
"Often","2018","Part Time","in school","13","","",""
"Often","2018","Part Time","inadequately","13","","",""
"Often","2018","Part Time","general elemantary","37","0.0495285995955157","0.0341836653395086","0.0648735338515228"
"Often","2018","Part Time","middle vocational","135","0.0398010530164556","0.0332357668155464","0.0463663392173648"
"Often","2018","Part Time","vocational + Abi","34","0.0887803222106817","0.0687036926715451","0.108856951749818"
"Often","2018","Part Time","higher vocational","7","","",""
"Often","2018","Part Time","higher education","77","0.0651029968393174","0.0536677193443974","0.0765382743342374"
"Often","2018","Not Working","in school","49","0.178414182994415","0.133489280427497","0.223339085561334"
"Often","2018","Not Working","inadequately","12","","",""
"Often","2018","Not Working","general elemantary","42","0.0214971280039474","0.013408294694373","0.0295859613135218"
"Often","2018","Not Working","middle vocational","112","0.02094051296301","0.016418798335758","0.025462227590262"
"Often","2018","Not Working","vocational + Abi","19","","",""
"Often","2018","Not Working","higher vocational","4","","",""
"Often","2018","Not Working","higher education","36","0.020302067274449","0.0132560288338972","0.0273481057150008"
"Sometimes","2018","Full Time","in school","1","","",""
"Sometimes","2018","Full Time","inadequately","19","","",""
"Sometimes","2018","Full Time","general elemantary","177","0.304528221761438","0.26939168826217","0.339664755260705"
"Sometimes","2018","Full Time","middle vocational","711","0.177402660242754","0.165866065842656","0.188939254642853"
"Sometimes","2018","Full Time","vocational + Abi","202","0.217822209221342","0.191711642752891","0.243932775689792"
"Sometimes","2018","Full Time","higher vocational","102","0.144763588595737","0.11948025209907","0.170046925092405"
"Sometimes","2018","Full Time","higher education","610","0.233148500873827","0.218012741112323","0.248284260635332"
"Sometimes","2018","Part Time","in school","33","0.35603276783231","0.240513881582176","0.471551654082445"
"Sometimes","2018","Part Time","inadequately","27","","",""
"Sometimes","2018","Part Time","general elemantary","167","0.18683493373374","0.159268163994878","0.214401703472602"
"Sometimes","2018","Part Time","middle vocational","576","0.173901769888488","0.161172789537514","0.186630750239463"
"Sometimes","2018","Part Time","vocational + Abi","123","0.174318472420554","0.147539192679686","0.201097752161422"
"Sometimes","2018","Part Time","higher vocational","36","0.150934033270435","0.110889502539764","0.190978564001106"
"Sometimes","2018","Part Time","higher education","364","0.214879863577105","0.195841472149101","0.233918255005108"
"Sometimes","2018","Not Working","in school","104","0.329601238062031","0.274443428843942","0.384759047280119"
"Sometimes","2018","Not Working","inadequately","52","0.261376553930763","0.208574340131714","0.314178767729811"
"Sometimes","2018","Not Working","general elemantary","167","0.115774472560803","0.0979300482223035","0.133618896899302"
"Sometimes","2018","Not Working","middle vocational","400","0.0920574823585626","0.082927631661309","0.101187333055816"
"Sometimes","2018","Not Working","vocational + Abi","50","0.0963365658023878","0.0665924456990168","0.126080685905759"
"Sometimes","2018","Not Working","higher vocational","33","0.0743023446287115","0.0486331793865317","0.0999715098708913"
"Sometimes","2018","Not Working","higher education","190","0.129961280216635","0.113161443454885","0.146761116978386"
"Rarely","2018","Full Time","in school","","","",""
"Rarely","2018","Full Time","inadequately","27","","",""
"Rarely","2018","Full Time","general elemantary","205","0.286818611686222","0.25228762016174","0.321349603210704"
"Rarely","2018","Full Time","middle vocational","1497","0.367460179604525","0.352900460823707","0.382019898385342"
"Rarely","2018","Full Time","vocational + Abi","369","0.419501228368115","0.388285049146974","0.450717407589256"
"Rarely","2018","Full Time","higher vocational","294","0.404143082815322","0.368881630885205","0.43940453474544"
"Rarely","2018","Full Time","higher education","1254","0.406203107384181","0.388622945992246","0.423783268776116"
"Rarely","2018","Part Time","in school","9","","",""
"Rarely","2018","Part Time","inadequately","33","0.218044407545057","0.146230302655217","0.289858512434897"
"Rarely","2018","Part Time","general elemantary","229","0.315304646939847","0.282443602941579","0.348165690938115"
"Rarely","2018","Part Time","middle vocational","1107","0.333038063000031","0.317210165466366","0.348865960533696"
"Rarely","2018","Part Time","vocational + Abi","298","0.353264273168508","0.319525119261392","0.387003427075625"
"Rarely","2018","Part Time","higher vocational","129","0.396510937927854","0.341791555040852","0.451230320814856"
"Rarely","2018","Part Time","higher education","738","0.391575168283129","0.368950856832437","0.414199479733822"
"Rarely","2018","Not Working","in school","61","0.22238434457436","0.17358875245766","0.27117993669106"
"Rarely","2018","Not Working","inadequately","41","0.137449416443167","0.0960712721692148","0.178827560717119"
"Rarely","2018","Not Working","general elemantary","288","0.226150327504911","0.202818888561893","0.24948176644793"
"Rarely","2018","Not Working","middle vocational","905","0.230822816299561","0.217516510003775","0.244129122595348"
"Rarely","2018","Not Working","vocational + Abi","105","0.28584544761142","0.240298011474112","0.331392883748729"
"Rarely","2018","Not Working","higher vocational","97","0.226824140176763","0.185835861117766","0.267812419235759"
"Rarely","2018","Not Working","higher education","462","0.313137934166488","0.289967648511243","0.336308219821734"
"Never","2018","Full Time","in school","","","",""
"Never","2018","Full Time","inadequately","35","0.441292769691236","0.336954407213661","0.545631132168811"
"Never","2018","Full Time","general elemantary","218","0.318917801823115","0.283334640528133","0.354500963118098"
"Never","2018","Full Time","middle vocational","1803","0.403140255653556","0.388326399013454","0.417954112293659"
"Never","2018","Full Time","vocational + Abi","340","0.315172373109233","0.285783889259789","0.344560856958678"
"Never","2018","Full Time","higher vocational","325","0.410830600234285","0.375478672036669","0.446182528431901"
"Never","2018","Full Time","higher education","1004","0.313693566739591","0.297084542542037","0.330302590937145"
"Never","2018","Part Time","in school","9","","",""
"Never","2018","Part Time","inadequately","52","0.385153691336867","0.300519363809778","0.469788018863955"
"Never","2018","Part Time","general elemantary","319","0.426985964379524","0.392002975610993","0.461968953148055"
"Never","2018","Part Time","middle vocational","1556","0.44609352466755","0.429399657638022","0.462787391697077"
"Never","2018","Part Time","vocational + Abi","307","0.376561767389114","0.342361009522317","0.410762525255912"
"Never","2018","Part Time","higher vocational","135","0.440957670517875","0.385418460184899","0.496496880850852"
"Never","2018","Part Time","higher education","602","0.325906205615466","0.304180653936703","0.347631757294228"
"Never","2018","Not Working","in school","50","0.196589073627633","0.149955945961983","0.243222201293282"
"Never","2018","Not Working","inadequately","151","0.560456960253694","0.50081126436898","0.620102656138407"
"Never","2018","Not Working","general elemantary","724","0.631187858625845","0.604278922040426","0.658096795211265"
"Never","2018","Not Working","middle vocational","2417","0.652636415345161","0.637600400458367","0.667672430231955"
"Never","2018","Not Working","vocational + Abi","202","0.559665054658927","0.509620380862435","0.609709728455419"
"Never","2018","Not Working","higher vocational","267","0.68738116663635","0.642009755363574","0.732752577909125"
"Never","2018","Not Working","higher education","844","0.53327133039438","0.508346332027161","0.5581963287616"
