"pld0044","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Sometimes","2006","Saxony","Couple + C. LE and GT 16","","","",""
"Sometimes","2006","Saxony-Anhalt","1-pers.-HH","","","",""
"Sometimes","2006","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Sometimes","2006","Saxony-Anhalt","Single parent ","","","",""
"Sometimes","2006","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Sometimes","2006","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Sometimes","2006","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Sometimes","2006","Thuringia","1-pers.-HH","","","",""
"Sometimes","2006","Thuringia","(Married) couple without C. ","","","",""
"Sometimes","2006","Thuringia","Single parent ","","","",""
"Sometimes","2006","Thuringia","Couple + C. LE 16 ","","","",""
"Sometimes","2006","Thuringia","Couple + C. GT 16 ","","","",""
"Sometimes","2006","Thuringia","Couple + C. LE and GT 16","","","",""
"Rarely","2006","Schleswig-Holstein","1-pers.-HH","","","",""
"Rarely","2006","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Rarely","2006","Schleswig-Holstein","Single parent ","","","",""
"Rarely","2006","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Rarely","2006","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Rarely","2006","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Rarely","2006","Hamburg","1-pers.-HH","","","",""
"Rarely","2006","Hamburg","(Married) couple without C. ","","","",""
"Rarely","2006","Hamburg","Single parent ","","","",""
"Rarely","2006","Hamburg","Couple + C. LE 16 ","","","",""
"Rarely","2006","Hamburg","Couple + C. GT 16 ","","","",""
"Rarely","2006","Hamburg","Couple + C. LE and GT 16","","","",""
"Rarely","2006","Lower Saxony","1-pers.-HH","","","",""
"Rarely","2006","Lower Saxony","(Married) couple without C. ","","","",""
"Rarely","2006","Lower Saxony","Single parent ","","","",""
"Rarely","2006","Lower Saxony","Couple + C. LE 16 ","","","",""
"Rarely","2006","Lower Saxony","Couple + C. GT 16 ","","","",""
"Rarely","2006","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Rarely","2006","Bremen","1-pers.-HH","","","",""
"Rarely","2006","Bremen","(Married) couple without C. ","","","",""
"Rarely","2006","Bremen","Single parent ","","","",""
"Rarely","2006","Bremen","Couple + C. LE 16 ","","","",""
"Rarely","2006","Bremen","Couple + C. GT 16 ","","","",""
"Rarely","2006","Bremen","Couple + C. LE and GT 16","","","",""
"Rarely","2006","North Rhine-Westphalia","1-pers.-HH","","","",""
"Rarely","2006","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Rarely","2006","North Rhine-Westphalia","Single parent ","","","",""
"Rarely","2006","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Rarely","2006","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Rarely","2006","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Rarely","2006","Hesse","1-pers.-HH","","","",""
"Rarely","2006","Hesse","(Married) couple without C. ","","","",""
"Rarely","2006","Hesse","Single parent ","","","",""
"Rarely","2006","Hesse","Couple + C. LE 16 ","","","",""
"Rarely","2006","Hesse","Couple + C. GT 16 ","","","",""
"Rarely","2006","Hesse","Couple + C. LE and GT 16","","","",""
"Rarely","2006","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Rarely","2006","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Rarely","2006","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Rarely","2006","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Rarely","2006","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Rarely","2006","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Rarely","2006","Baden-Württemberg","1-pers.-HH","","","",""
"Rarely","2006","Baden-Württemberg","(Married) couple without C. ","","","",""
"Rarely","2006","Baden-Württemberg","Single parent ","","","",""
"Rarely","2006","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Rarely","2006","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Rarely","2006","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Rarely","2006","Bavaria","1-pers.-HH","","","",""
"Rarely","2006","Bavaria","(Married) couple without C. ","","","",""
"Rarely","2006","Bavaria","Single parent ","","","",""
"Rarely","2006","Bavaria","Couple + C. LE 16 ","","","",""
"Rarely","2006","Bavaria","Couple + C. GT 16 ","","","",""
"Rarely","2006","Bavaria","Couple + C. LE and GT 16","","","",""
"Rarely","2006","Berlin","1-pers.-HH","","","",""
"Rarely","2006","Berlin","(Married) couple without C. ","","","",""
"Rarely","2006","Berlin","Single parent ","","","",""
"Rarely","2006","Berlin","Couple + C. LE 16 ","","","",""
"Rarely","2006","Berlin","Couple + C. GT 16 ","","","",""
"Rarely","2006","Berlin","Couple + C. LE and GT 16","","","",""
"Rarely","2006","Brandenburg","1-pers.-HH","","","",""
"Rarely","2006","Brandenburg","(Married) couple without C. ","","","",""
"Rarely","2006","Brandenburg","Single parent ","","","",""
"Rarely","2006","Brandenburg","Couple + C. LE 16 ","","","",""
"Rarely","2006","Brandenburg","Couple + C. GT 16 ","","","",""
"Rarely","2006","Brandenburg","Couple + C. LE and GT 16","","","",""
"Rarely","2006","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Rarely","2006","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Rarely","2006","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Rarely","2006","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Rarely","2006","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Rarely","2006","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Rarely","2006","Saxony","1-pers.-HH","","","",""
"Rarely","2006","Saxony","(Married) couple without C. ","","","",""
"Rarely","2006","Saxony","Single parent ","","","",""
"Rarely","2006","Saxony","Couple + C. LE 16 ","","","",""
"Rarely","2006","Saxony","Couple + C. GT 16 ","","","",""
"Rarely","2006","Saxony","Couple + C. LE and GT 16","","","",""
"Rarely","2006","Saxony-Anhalt","1-pers.-HH","","","",""
"Rarely","2006","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Rarely","2006","Saxony-Anhalt","Single parent ","","","",""
"Rarely","2006","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Rarely","2006","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Rarely","2006","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Rarely","2006","Thuringia","1-pers.-HH","","","",""
"Rarely","2006","Thuringia","(Married) couple without C. ","","","",""
"Rarely","2006","Thuringia","Single parent ","","","",""
"Rarely","2006","Thuringia","Couple + C. LE 16 ","","","",""
"Rarely","2006","Thuringia","Couple + C. GT 16 ","","","",""
"Rarely","2006","Thuringia","Couple + C. LE and GT 16","","","",""
"Never","2006","Schleswig-Holstein","1-pers.-HH","","","",""
"Never","2006","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Never","2006","Schleswig-Holstein","Single parent ","","","",""
"Never","2006","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Never","2006","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Never","2006","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Never","2006","Hamburg","1-pers.-HH","","","",""
"Never","2006","Hamburg","(Married) couple without C. ","","","",""
"Never","2006","Hamburg","Single parent ","","","",""
"Never","2006","Hamburg","Couple + C. LE 16 ","","","",""
"Never","2006","Hamburg","Couple + C. GT 16 ","","","",""
"Never","2006","Hamburg","Couple + C. LE and GT 16","","","",""
"Never","2006","Lower Saxony","1-pers.-HH","","","",""
"Never","2006","Lower Saxony","(Married) couple without C. ","","","",""
"Never","2006","Lower Saxony","Single parent ","","","",""
"Never","2006","Lower Saxony","Couple + C. LE 16 ","","","",""
"Never","2006","Lower Saxony","Couple + C. GT 16 ","","","",""
"Never","2006","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Never","2006","Bremen","1-pers.-HH","","","",""
"Never","2006","Bremen","(Married) couple without C. ","","","",""
"Never","2006","Bremen","Single parent ","","","",""
"Never","2006","Bremen","Couple + C. LE 16 ","","","",""
"Never","2006","Bremen","Couple + C. GT 16 ","","","",""
"Never","2006","Bremen","Couple + C. LE and GT 16","","","",""
"Never","2006","North Rhine-Westphalia","1-pers.-HH","","","",""
"Never","2006","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Never","2006","North Rhine-Westphalia","Single parent ","","","",""
"Never","2006","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Never","2006","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Never","2006","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Never","2006","Hesse","1-pers.-HH","","","",""
"Never","2006","Hesse","(Married) couple without C. ","","","",""
"Never","2006","Hesse","Single parent ","","","",""
"Never","2006","Hesse","Couple + C. LE 16 ","","","",""
"Never","2006","Hesse","Couple + C. GT 16 ","","","",""
"Never","2006","Hesse","Couple + C. LE and GT 16","","","",""
"Never","2006","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Never","2006","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Never","2006","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Never","2006","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Never","2006","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Never","2006","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Never","2006","Baden-Württemberg","1-pers.-HH","","","",""
"Never","2006","Baden-Württemberg","(Married) couple without C. ","","","",""
"Never","2006","Baden-Württemberg","Single parent ","","","",""
"Never","2006","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Never","2006","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Never","2006","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Never","2006","Bavaria","1-pers.-HH","","","",""
"Never","2006","Bavaria","(Married) couple without C. ","","","",""
"Never","2006","Bavaria","Single parent ","","","",""
"Never","2006","Bavaria","Couple + C. LE 16 ","","","",""
"Never","2006","Bavaria","Couple + C. GT 16 ","","","",""
"Never","2006","Bavaria","Couple + C. LE and GT 16","","","",""
"Never","2006","Berlin","1-pers.-HH","","","",""
"Never","2006","Berlin","(Married) couple without C. ","","","",""
"Never","2006","Berlin","Single parent ","","","",""
"Never","2006","Berlin","Couple + C. LE 16 ","","","",""
"Never","2006","Berlin","Couple + C. GT 16 ","","","",""
"Never","2006","Berlin","Couple + C. LE and GT 16","","","",""
"Never","2006","Brandenburg","1-pers.-HH","","","",""
"Never","2006","Brandenburg","(Married) couple without C. ","","","",""
"Never","2006","Brandenburg","Single parent ","","","",""
"Never","2006","Brandenburg","Couple + C. LE 16 ","","","",""
"Never","2006","Brandenburg","Couple + C. GT 16 ","","","",""
"Never","2006","Brandenburg","Couple + C. LE and GT 16","","","",""
"Never","2006","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Never","2006","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Never","2006","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Never","2006","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Never","2006","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Never","2006","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Never","2006","Saxony","1-pers.-HH","","","",""
"Never","2006","Saxony","(Married) couple without C. ","","","",""
"Never","2006","Saxony","Single parent ","","","",""
"Never","2006","Saxony","Couple + C. LE 16 ","","","",""
"Never","2006","Saxony","Couple + C. GT 16 ","","","",""
"Never","2006","Saxony","Couple + C. LE and GT 16","","","",""
"Never","2006","Saxony-Anhalt","1-pers.-HH","","","",""
"Never","2006","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Never","2006","Saxony-Anhalt","Single parent ","","","",""
"Never","2006","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Never","2006","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Never","2006","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Never","2006","Thuringia","1-pers.-HH","","","",""
"Never","2006","Thuringia","(Married) couple without C. ","","","",""
"Never","2006","Thuringia","Single parent ","","","",""
"Never","2006","Thuringia","Couple + C. LE 16 ","","","",""
"Never","2006","Thuringia","Couple + C. GT 16 ","","","",""
"Never","2006","Thuringia","Couple + C. LE and GT 16","","","",""
"Very often","2007","Schleswig-Holstein","1-pers.-HH","","","",""
"Very often","2007","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Very often","2007","Schleswig-Holstein","Single parent ","","","",""
"Very often","2007","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Very often","2007","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Very often","2007","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Very often","2007","Hamburg","1-pers.-HH","","","",""
"Very often","2007","Hamburg","(Married) couple without C. ","","","",""
"Very often","2007","Hamburg","Single parent ","","","",""
"Very often","2007","Hamburg","Couple + C. LE 16 ","","","",""
"Very often","2007","Hamburg","Couple + C. GT 16 ","","","",""
"Very often","2007","Hamburg","Couple + C. LE and GT 16","","","",""
"Very often","2007","Lower Saxony","1-pers.-HH","","","",""
"Very often","2007","Lower Saxony","(Married) couple without C. ","","","",""
"Very often","2007","Lower Saxony","Single parent ","","","",""
"Very often","2007","Lower Saxony","Couple + C. LE 16 ","","","",""
"Very often","2007","Lower Saxony","Couple + C. GT 16 ","","","",""
"Very often","2007","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Very often","2007","Bremen","1-pers.-HH","","","",""
"Very often","2007","Bremen","(Married) couple without C. ","","","",""
"Very often","2007","Bremen","Single parent ","","","",""
"Very often","2007","Bremen","Couple + C. LE 16 ","","","",""
"Very often","2007","Bremen","Couple + C. GT 16 ","","","",""
"Very often","2007","Bremen","Couple + C. LE and GT 16","","","",""
"Very often","2007","North Rhine-Westphalia","1-pers.-HH","","","",""
"Very often","2007","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Very often","2007","North Rhine-Westphalia","Single parent ","","","",""
"Very often","2007","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Very often","2007","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Very often","2007","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Very often","2007","Hesse","1-pers.-HH","","","",""
"Very often","2007","Hesse","(Married) couple without C. ","","","",""
"Very often","2007","Hesse","Single parent ","","","",""
"Very often","2007","Hesse","Couple + C. LE 16 ","","","",""
"Very often","2007","Hesse","Couple + C. GT 16 ","","","",""
"Very often","2007","Hesse","Couple + C. LE and GT 16","","","",""
"Very often","2007","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Very often","2007","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Very often","2007","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Very often","2007","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Very often","2007","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Very often","2007","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Very often","2007","Baden-Württemberg","1-pers.-HH","","","",""
"Very often","2007","Baden-Württemberg","(Married) couple without C. ","","","",""
"Very often","2007","Baden-Württemberg","Single parent ","","","",""
"Very often","2007","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Very often","2007","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Very often","2007","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Very often","2007","Bavaria","1-pers.-HH","","","",""
"Very often","2007","Bavaria","(Married) couple without C. ","","","",""
"Very often","2007","Bavaria","Single parent ","","","",""
"Very often","2007","Bavaria","Couple + C. LE 16 ","","","",""
"Very often","2007","Bavaria","Couple + C. GT 16 ","","","",""
"Very often","2007","Bavaria","Couple + C. LE and GT 16","","","",""
"Very often","2007","Berlin","1-pers.-HH","","","",""
"Very often","2007","Berlin","(Married) couple without C. ","","","",""
