"pgfamstd","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Married","1998","Single parent ","direct migration background","2","","","","1"
"Married","1998","Single parent ","indirect migration background","","","","","1"
"Married","1998","Couple + C. LE 16 ","no migration background","2163","0.920577201462747","0.90975924646056","0.931395156464935","1"
"Married","1998","Couple + C. LE 16 ","direct migration background","599","0.958173229814042","0.942465805426674","0.973880654201411","1"
"Married","1998","Couple + C. LE 16 ","indirect migration background","78","0.895727571889083","0.831508920735521","0.959946223042645","1"
"Married","1998","Couple + C. GT 16 ","no migration background","1141","0.617159205435888","0.595331488604731","0.638986922267045","1"
"Married","1998","Couple + C. LE and GT 16","no migration background","546","0.615969926707793","0.583670011239743","0.648269842175843","1"
"Married","1998","Couple + C. LE and GT 16","indirect migration background","6","","","","1"
"Married","1998","Couple + C. LE and GT 16","direct migration background","216","0.746103008325952","0.69428369917936","0.797922317472544","1"
"Married","1998","Couple + C. GT 16 ","direct migration background","370","0.744082233108802","0.704376813789036","0.783787652428567","1"
"Married","1998","Couple + C. GT 16 ","indirect migration background","8","","","","1"
"Married, but separated","1998","1-pers.-HH","no migration background","74","0.0469291840730424","0.0361509380792323","0.0577074300668526","2"
"Married, but separated","1998","1-pers.-HH","direct migration background","28","","","","2"
"Married, but separated","1998","1-pers.-HH","indirect migration background","2","","","","2"
"Married, but separated","1998","(Married) couple without C. ","no migration background","25","","","","2"
"Married, but separated","1998","(Married) couple without C. ","direct migration background","7","","","","2"
"Married, but separated","1998","(Married) couple without C. ","indirect migration background","","","","","2"
"Married, but separated","1998","Single parent ","no migration background","77","0.139758114742221","0.111167553801278","0.168348675683165","2"
"Married, but separated","1998","Single parent ","direct migration background","16","","","","2"
"Married, but separated","1998","Single parent ","indirect migration background","4","","","","2"
"Married, but separated","1998","Couple + C. LE 16 ","no migration background","27","","","","2"
"Married, but separated","1998","Couple + C. GT 16 ","no migration background","5","","","","2"
"Married, but separated","1998","Couple + C. GT 16 ","direct migration background","5","","","","2"
"Married, but separated","1998","Couple + C. LE and GT 16","direct migration background","5","","","","2"
"Married, but separated","1998","Couple + C. LE and GT 16","indirect migration background","1","","","","2"
"Married, but separated","1998","Couple + C. LE 16 ","direct migration background","10","","","","2"
"Married, but separated","1998","Couple + C. LE 16 ","indirect migration background","2","","","","2"
"Married, but separated","1998","Couple + C. GT 16 ","indirect migration background","2","","","","2"
"Married, but separated","1998","Couple + C. LE and GT 16","no migration background","6","","","","2"
"Single","1998","1-pers.-HH","direct migration background","64","0.315207957812796","0.248971800644088","0.381444114981504","3"
"Single","1998","1-pers.-HH","no migration background","612","0.379189950423514","0.354462930274173","0.403916970572855","3"
"Single","1998","1-pers.-HH","indirect migration background","45","0.799603450514016","0.691834760032584","0.907372140995448","3"
"Single","1998","(Married) couple without C. ","no migration background","508","0.107667438098649","0.097385411410764","0.117949464786535","3"
"Single","1998","(Married) couple without C. ","direct migration background","32","0.0440210223607538","0.0276880204734545","0.0603540242480532","3"
"Single","1998","(Married) couple without C. ","indirect migration background","29","","","","3"
"Single","1998","Single parent ","no migration background","241","0.411189887248396","0.370617299345071","0.451762475151721","3"
"Single","1998","Single parent ","direct migration background","25","","","","3"
"Single","1998","Single parent ","indirect migration background","37","0.83245782512874","0.723342681535577","0.941572968721903","3"
"Single","1998","Couple + C. LE 16 ","no migration background","143","0.0468317989171333","0.0383790559513019","0.0552845418829648","3"
"Single","1998","Couple + C. LE 16 ","direct migration background","9","","","","3"
"Single","1998","Couple + C. LE 16 ","indirect migration background","7","","","","3"
"Single","1998","Couple + C. GT 16 ","no migration background","729","0.370890316381327","0.349198968811026","0.392581663951629","3"
"Single","1998","Couple + C. GT 16 ","direct migration background","83","0.212474123873172","0.175254280556045","0.2496939671903","3"
"Single","1998","Couple + C. LE and GT 16","direct migration background","49","0.226097548566612","0.176294665620519","0.275900431512705","3"
"Single","1998","Couple + C. LE and GT 16","indirect migration background","108","0.972338445024683","0.942364342073953","1.00231254797541","3"
"Single","1998","Couple + C. GT 16 ","indirect migration background","185","0.94479235342598","0.912900278196408","0.976684428655553","3"
"Single","1998","Couple + C. LE and GT 16","no migration background","302","0.366063901432851","0.334071988668027","0.398055814197675","3"
"Widowed","1998","1-pers.-HH","direct migration background","67","0.402619158322854","0.332700988376108","0.4725373282696","5"
"Widowed","1998","1-pers.-HH","no migration background","530","0.40353530404476","0.378532014877005","0.428538593212514","5"
"Widowed","1998","1-pers.-HH","indirect migration background","1","","","","5"
"Widowed","1998","(Married) couple without C. ","no migration background","70","0.0235215366679167","0.0184942072134745","0.0285488661223589","5"
"Widowed","1998","(Married) couple without C. ","direct migration background","9","","","","5"
"Widowed","1998","(Married) couple without C. ","indirect migration background","","","","","5"
"Widowed","1998","Single parent ","no migration background","91","0.148827293084642","0.119479597663881","0.178174988505403","5"
"Widowed","1998","Single parent ","direct migration background","27","","","","5"
"Widowed","1998","Single parent ","indirect migration background","1","","","","5"
"Widowed","1998","Couple + C. LE 16 ","no migration background","3","","","","5"
"Widowed","1998","Couple + C. GT 16 ","no migration background","1","","","","5"
"Widowed","1998","Couple + C. GT 16 ","direct migration background","","","","","5"
"Widowed","1998","Couple + C. LE 16 ","direct migration background","1","","","","5"
"Widowed","1998","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Widowed","1998","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Widowed","1998","Couple + C. LE and GT 16","no migration background","6","","","","5"
"Widowed","1998","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Widowed","1998","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Divorced","1999","1-pers.-HH","indirect migration background","8","","","","4"
"Divorced","1999","(Married) couple without C. ","no migration background","144","0.0385186427337872","0.0321238452057726","0.0449134402618018","4"
"Divorced","1999","(Married) couple without C. ","direct migration background","17","","","","4"
"Divorced","1999","1-pers.-HH","direct migration background","31","0.179296847148656","0.120765907509475","0.237827786787837","4"
"Divorced","1999","1-pers.-HH","no migration background","256","0.171846531625979","0.152280183086654","0.191412880165303","4"
"Divorced","1999","(Married) couple without C. ","indirect migration background","3","","","","4"
"Divorced","1999","Single parent ","no migration background","150","0.305482949659925","0.267367451160355","0.343598448159495","4"
"Divorced","1999","Single parent ","direct migration background","34","0.33127582585753","0.239934693903401","0.422616957811658","4"
"Divorced","1999","Single parent ","indirect migration background","4","","","","4"
"Divorced","1999","Couple + C. LE 16 ","no migration background","94","0.0430410633027494","0.0348321212141442","0.0512500053913547","4"
"Divorced","1999","Couple + C. LE 16 ","direct migration background","6","","","","4"
"Divorced","1999","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Divorced","1999","Couple + C. GT 16 ","no migration background","40","0.0196344660080159","0.0133512387662795","0.0259176932497524","4"
"Divorced","1999","Couple + C. GT 16 ","direct migration background","3","","","","4"
"Divorced","1999","Couple + C. GT 16 ","indirect migration background","2","","","","4"
"Divorced","1999","Couple + C. LE and GT 16","direct migration background","1","","","","4"
"Divorced","1999","Couple + C. LE and GT 16","indirect migration background","","","","","4"
