"pgfamstd","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Married, but separated","2006","16-34 y.","middle vocational","27","","","","2"
"Married, but separated","2006","16-34 y.","vocational + Abi","3","","","","2"
"Married, but separated","2006","66 and older","middle vocational","33","0.0160543933151081","0.010936778807662","0.0211720078225541","2"
"Married, but separated","2006","66 and older","vocational + Abi","1","","","","2"
"Married, but separated","2006","66 and older","higher vocational","2","","","","2"
"Married, but separated","2006","35-65 y.","higher vocational","39","0.0435242159888628","0.031757383610779","0.0552910483669466","2"
"Married, but separated","2006","35-65 y.","middle vocational","181","0.0335747823793039","0.0291529861342399","0.037996578624368","2"
"Married, but separated","2006","35-65 y.","vocational + Abi","19","","","","2"
"Married, but separated","2006","66 and older","higher education","22","","","","2"
"Married, but separated","2006","66 and older","inadequately","1","","","","2"
"Married, but separated","2006","16-34 y.","higher education","5","","","","2"
"Married, but separated","2006","66 and older","general elemantary","13","","","","2"
"Married, but separated","2006","16-34 y.","in school","","","","","2"
"Married, but separated","2006","16-34 y.","inadequately","1","","","","2"
"Single","2006","16-34 y.","middle vocational","1688","0.692190974791686","0.673712432213635","0.710669517369736","3"
"Single","2006","35-65 y.","general elemantary","44","0.0718380771565472","0.0545499915802479","0.0891261627328465","3"
"Single","2006","16-34 y.","higher education","392","0.685311756744693","0.647321126792799","0.723302386696587","3"
"Single","2006","16-34 y.","in school","629","0.998452522216622","0.995383120463371","1.00152192396987","3"
"Single","2006","16-34 y.","general elemantary","701","0.807999356587325","0.781551825082532","0.834446888092119","3"
"Single","2006","16-34 y.","vocational + Abi","295","0.637493231496265","0.593175785660984","0.681810677331546","3"
"Single","2006","16-34 y.","higher vocational","89","0.540842221755805","0.469797232009787","0.611887211501824","3"
"Single","2006","35-65 y.","in school","1","","","","3"
"Single","2006","35-65 y.","inadequately","18","","","","3"
"Single","2006","35-65 y.","middle vocational","567","0.119052585672307","0.11110285518957","0.127002316155044","3"
"Single","2006","35-65 y.","vocational + Abi","100","0.203211051234403","0.172371750003755","0.234050352465052","3"
"Single","2006","35-65 y.","higher vocational","109","0.136730047716836","0.116916493210658","0.156543602223014","3"
"Single","2006","35-65 y.","higher education","366","0.186488741852564","0.172997699040293","0.199979784664835","3"
"Single","2006","66 and older","in school","","","","","3"
"Single","2006","66 and older","inadequately","1","","","","3"
"Single","2006","66 and older","general elemantary","23","","","","3"
"Single","2006","66 and older","middle vocational","84","0.0480358814439214","0.0393286869414335","0.0567430759464093","3"
"Single","2006","66 and older","vocational + Abi","2","","","","3"
"Single","2006","66 and older","higher vocational","15","","","","3"
"Single","2006","66 and older","higher education","30","0.0730819689841955","0.0550801618944567","0.0910837760739344","3"
"Single","2006","16-34 y.","inadequately","42","0.720080217652603","0.605521189400004","0.834639245905202","3"
"Widowed","2006","16-34 y.","in school","","","","","5"
"Widowed","2006","16-34 y.","inadequately","","","","","5"
"Widowed","2006","16-34 y.","general elemantary","1","","","","5"
"Widowed","2006","16-34 y.","middle vocational","3","","","","5"
"Widowed","2006","16-34 y.","vocational + Abi","","","","","5"
"Widowed","2006","16-34 y.","higher vocational","","","","","5"
"Widowed","2006","16-34 y.","higher education","1","","","","5"
"Widowed","2006","35-65 y.","in school","1","","","","5"
"Widowed","2006","35-65 y.","inadequately","5","","","","5"
"Widowed","2006","35-65 y.","general elemantary","42","0.0445812168680314","0.0307636833452099","0.0583987503908528","5"
"Widowed","2006","35-65 y.","middle vocational","199","0.030933822312654","0.0266836992251668","0.0351839454001411","5"
"Widowed","2006","66 and older","higher education","106","0.16232526473405","0.136820513797778","0.187830015670322","5"
"Widowed","2006","35-65 y.","vocational + Abi","7","","","","5"
"Widowed","2006","35-65 y.","higher vocational","23","","","","5"
"Widowed","2006","35-65 y.","higher education","52","0.0159750681491088","0.0116323480567891","0.0203177882414284","5"
"Widowed","2006","66 and older","in school","3","","","","5"
"Widowed","2006","66 and older","inadequately","18","","","","5"
"Widowed","2006","66 and older","general elemantary","354","0.500417963935886","0.466443213093167","0.534392714778606","5"
"Widowed","2006","66 and older","middle vocational","576","0.313075821736541","0.294193115352413","0.33195852812067","5"
"Widowed","2006","66 and older","vocational + Abi","26","","","","5"
"Widowed","2006","66 and older","higher vocational","58","0.202363036265643","0.15771152877325","0.247014543758036","5"
"Divorced","2007","16-34 y.","general elemantary","16","","","","4"
"Divorced","2007","16-34 y.","middle vocational","35","0.0135692644400223","0.00872598789930951","0.0184125409807352","4"
"Divorced","2007","16-34 y.","vocational + Abi","9","","","","4"
"Divorced","2007","16-34 y.","higher vocational","2","","","","4"
"Divorced","2007","16-34 y.","higher education","4","","","","4"
"Divorced","2007","35-65 y.","in school","","","","","4"
"Divorced","2007","35-65 y.","inadequately","9","","","","4"
"Divorced","2007","35-65 y.","general elemantary","89","0.137956237287906","0.113275803619263","0.162636670956548","4"
"Divorced","2007","35-65 y.","middle vocational","715","0.147006835734215","0.137939537879283","0.156074133589147","4"
"Divorced","2007","35-65 y.","vocational + Abi","54","0.107138517971773","0.0829293880102196","0.131347647933326","4"
"Divorced","2007","35-65 y.","higher vocational","101","0.121671656214195","0.102102420829724","0.141240891598667","4"
"Divorced","2007","66 and older","in school","","","","","4"
"Divorced","2007","66 and older","inadequately","3","","","","4"
"Divorced","2007","66 and older","general elemantary","37","0.0558562815839117","0.0396465446631141","0.0720660185047093","4"
"Divorced","2007","66 and older","middle vocational","108","0.0584225145245715","0.0487953404904443","0.0680496885586986","4"
"Divorced","2007","66 and older","vocational + Abi","10","","","","4"
"Divorced","2007","66 and older","higher vocational","19","","","","4"
"Divorced","2007","35-65 y.","higher education","268","0.115914037950073","0.104483575796003","0.127344500104142","4"
"Divorced","2007","66 and older","higher education","48","0.0856141791699303","0.0664520514630365","0.104776306876824","4"
"Divorced","2007","16-34 y.","inadequately","","","","","4"
"Divorced","2007","16-34 y.","in school","","","","","4"
"Married","2007","16-34 y.","general elemantary","102","0.148591543521361","0.12303349737306","0.174149589669662","1"
"Married","2007","16-34 y.","middle vocational","528","0.237104743594361","0.219300218474287","0.254909268714436","1"
"Married","2007","16-34 y.","vocational + Abi","138","0.323480592085388","0.279109675698589","0.367851508472187","1"
"Married","2007","16-34 y.","higher vocational","66","0.379421721704154","0.302533156646358","0.45631028676195","1"
"Married","2007","16-34 y.","higher education","178","0.297621659906108","0.259651859355056","0.33559146045716","1"
"Married","2007","35-65 y.","in school","","","","","1"
"Married","2007","35-65 y.","inadequately","80","0.720226724371819","0.63634072587835","0.804112722865288","1"
"Married","2007","35-65 y.","general elemantary","545","0.680498785128952","0.647127925562207","0.713869644695697","1"
"Married","2007","35-65 y.","middle vocational","4237","0.655168256935496","0.642997533757989","0.667338980113004","1"
"Married","2007","35-65 y.","vocational + Abi","447","0.658069739873404","0.620940244271084","0.695199235475723","1"
"Married","2007","35-65 y.","higher vocational","817","0.686189660517641","0.658411312947939","0.713968008087343","1"
"Married","2007","35-65 y.","higher education","2250","0.64380707700203","0.626708142782037","0.660906011222023","1"
"Married","2007","66 and older","in school","","","","","1"
"Married","2007","66 and older","inadequately","32","0.507569458966706","0.374226084190296","0.640912833743116","1"
"Married","2007","66 and older","general elemantary","391","0.420373142153461","0.385530375457378","0.455215908849543","1"
"Married","2007","66 and older","middle vocational","1518","0.584220128628808","0.563989906293695","0.604450350963921","1"
"Married","2007","66 and older","vocational + Abi","74","0.505564859904371","0.415355792743844","0.595773927064898","1"
"Married","2007","66 and older","higher vocational","227","0.674872757226145","0.622812593976405","0.726932920475886","1"
"Married","2007","66 and older","higher education","614","0.657325152049495","0.624821109353794","0.689829194745197","1"
"Married","2007","16-34 y.","in school","1","","","","1"
"Married","2007","16-34 y.","inadequately","17","","","","1"
"Married, but separated","2007","35-65 y.","higher education","87","0.0312914343035827","0.0250747640740381","0.0375081045331273","2"
"Married, but separated","2007","35-65 y.","higher vocational","37","0.0397608285194427","0.0280640000740673","0.0514576569648181","2"
"Married, but separated","2007","66 and older","in school","","","","","2"
"Married, but separated","2007","16-34 y.","vocational + Abi","4","","","","2"
"Married, but separated","2007","16-34 y.","middle vocational","14","","","","2"
"Married, but separated","2007","35-65 y.","middle vocational","163","0.0344767205756142","0.0298049587754839","0.0391484823757444","2"
"Married, but separated","2007","35-65 y.","vocational + Abi","26","","","","2"
"Married, but separated","2007","66 and older","inadequately","2","","","","2"
"Married, but separated","2007","16-34 y.","general elemantary","4","","","","2"
"Married, but separated","2007","66 and older","higher education","19","","","","2"
"Married, but separated","2007","66 and older","middle vocational","39","0.0180795954314496","0.0126105294371939","0.0235486614257053","2"
"Married, but separated","2007","66 and older","vocational + Abi","1","","","","2"
"Married, but separated","2007","66 and older","higher vocational","2","","","","2"
"Married, but separated","2007","35-65 y.","inadequately","3","","","","2"
"Married, but separated","2007","35-65 y.","general elemantary","33","0.0510128310143502","0.0352662111830916","0.0667594508456087","2"
"Married, but separated","2007","66 and older","general elemantary","13","","","","2"
"Married, but separated","2007","16-34 y.","higher vocational","4","","","","2"
"Married, but separated","2007","35-65 y.","in school","","","","","2"
"Married, but separated","2007","16-34 y.","higher education","7","","","","2"
"Married, but separated","2007","16-34 y.","in school","","","","","2"
"Married, but separated","2007","16-34 y.","inadequately","","","","","2"
"Single","2007","16-34 y.","middle vocational","1610","0.731902714585257","0.713358830522991","0.750446598647523","3"
"Single","2007","16-34 y.","in school","627","0.98703655877629","0.978189578887913","0.995883538664666","3"
"Single","2007","16-34 y.","general elemantary","621","0.806016009368356","0.777603054470964","0.834428964265749","3"
"Single","2007","16-34 y.","vocational + Abi","276","0.643280858899383","0.597845111666314","0.688716606132453","3"
