"pgfamstd","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Married, but separated","2016","no migration background","Rural Area","160","0.021125747149889","0.0177495146178074","0.0245019796819707","2"
"Married, but separated","2016","direct migration background","Urban Area","401","0.0424639436274026","0.0375987877727809","0.0473290994820244","2"
"Married, but separated","2016","direct migration background","Rural Area","195","0.0424808066593341","0.0348034211501567","0.0501581921685114","2"
"Married, but separated","2016","indirect migration background","Rural Area","11","","","","2"
"Married, but separated","2016","indirect migration background","Urban Area","29","","","","2"
"Single","2016","no migration background","Urban Area","2936","0.307029944743567","0.298524165088864","0.31553572439827","3"
"Single","2016","no migration background","Rural Area","1602","0.268116268596915","0.25771597764823","0.278516559545601","3"
"Single","2016","direct migration background","Urban Area","1532","0.21220576096278","0.202340830867476","0.222070691058083","3"
"Single","2016","direct migration background","Rural Area","652","0.205334941328504","0.189958114792902","0.220711767864106","3"
"Single","2016","indirect migration background","Urban Area","775","0.675645178835427","0.650636250563651","0.700654107107204","3"
"Single","2016","indirect migration background","Rural Area","191","0.635069707514487","0.58344108784342","0.686698327185555","3"
"Widowed","2016","no migration background","Urban Area","731","0.0899801114846603","0.0847033771187418","0.0952568458505787","5"
"Widowed","2016","no migration background","Rural Area","471","0.0903898473577628","0.0836577508245195","0.0971219438910061","5"
"Widowed","2016","direct migration background","Urban Area","147","0.042913991786559","0.0380242720510614","0.0478037115220566","5"
"Widowed","2016","direct migration background","Rural Area","59","0.0538299205314646","0.0452390000009599","0.0624208410619693","5"
"Widowed","2016","indirect migration background","Urban Area","9","","","","5"
"Widowed","2016","indirect migration background","Rural Area","4","","","","5"
"Divorced","2017","no migration background","Urban Area","1242","0.10527300072956","0.0999105938284321","0.110635407630688","4"
"Divorced","2017","no migration background","Rural Area","767","0.109480480528483","0.102654089278207","0.11630687177876","4"
"Divorced","2017","direct migration background","Rural Area","128","0.093897666846537","0.0831434686242169","0.104651865068857","4"
"Divorced","2017","direct migration background","Urban Area","346","0.0897827038717801","0.0833012940640443","0.096264113679516","4"
"Divorced","2017","indirect migration background","Rural Area","14","","","","4"
"Divorced","2017","indirect migration background","Urban Area","63","0.038852001701307","0.0290662539479501","0.048637749454664","4"
"Married","2017","no migration background","Urban Area","6889","0.47491990719977","0.466194635560224","0.483645178839315","1"
"Married","2017","direct migration background","Urban Area","4600","0.614295711388152","0.603259587287238","0.625331835489065","1"
"Married","2017","no migration background","Rural Area","4601","0.506871326157372","0.495941076121999","0.517801576192746","1"
"Married","2017","direct migration background","Rural Area","1776","0.611174276463316","0.593201215798232","0.629147337128399","1"
"Married","2017","indirect migration background","Urban Area","529","0.266206122109478","0.243824670735627","0.288587573483329","1"
"Married","2017","indirect migration background","Rural Area","116","0.275057342412962","0.227239592474396","0.322875092351528","1"
"Married, but separated","2017","no migration background","Urban Area","294","0.023021557310733","0.0204011679198275","0.0256419467016385","2"
"Married, but separated","2017","no migration background","Rural Area","175","0.0216408315952347","0.0184596589509046","0.0248220042395647","2"
"Married, but separated","2017","direct migration background","Urban Area","470","0.0476823262241999","0.0428509568789262","0.0525136955694737","2"
"Married, but separated","2017","direct migration background","Rural Area","162","0.0344864188936679","0.0277587399914532","0.0412140977958826","2"
"Married, but separated","2017","indirect migration background","Urban Area","35","0.0284699692189905","0.0200479971280071","0.0368919413099738","2"
"Married, but separated","2017","indirect migration background","Rural Area","12","","","","2"
"Single","2017","no migration background","Urban Area","3421","0.307012292389167","0.298953005041852","0.315071579736483","3"
"Single","2017","no migration background","Rural Area","1998","0.273178873259346","0.263437090674058","0.282920655844635","3"
"Single","2017","direct migration background","Urban Area","1879","0.206670585893284","0.197490077888059","0.215851093898509","3"
"Single","2017","indirect migration background","Urban Area","862","0.659872192542364","0.635881478856047","0.68386290622868","3"
"Single","2017","direct migration background","Rural Area","696","0.206385468744805","0.191464178579011","0.221306758910599","3"
"Single","2017","indirect migration background","Rural Area","189","0.658610247092312","0.607833465553257","0.709387028631368","3"
"Widowed","2017","no migration background","Urban Area","737","0.08977324237077","0.0847786017223092","0.0947678830192309","5"
"Widowed","2017","no migration background","Rural Area","496","0.0888284884595634","0.0826086757242446","0.0950483011948822","5"
"Widowed","2017","direct migration background","Urban Area","178","0.0415686726225842","0.0370431975336185","0.04609414771155","5"
"Widowed","2017","direct migration background","Rural Area","64","0.054056169051675","0.0457190247405617","0.0623933133627883","5"
"Widowed","2017","indirect migration background","Urban Area","9","","","","5"
"Widowed","2017","indirect migration background","Rural Area","4","","","","5"
"Divorced","2018","no migration background","Urban Area","1254","0.107449972673878","0.101953368868694","0.112946576479063","4"
"Divorced","2018","no migration background","Rural Area","741","0.108291201984804","0.101357581056063","0.115224822913545","4"
"Divorced","2018","direct migration background","Urban Area","366","0.0876559632814056","0.080785895728262","0.0945260308345492","4"
"Divorced","2018","direct migration background","Rural Area","138","0.125185685527261","0.111800194075438","0.138571176979084","4"
"Divorced","2018","indirect migration background","Urban Area","76","0.044450733168915","0.033918808095764","0.0549826582420661","4"
"Divorced","2018","indirect migration background","Rural Area","20","","","","4"
"Married","2018","no migration background","Urban Area","6512","0.477507120887719","0.468641582597114","0.486372659178324","1"
"Married","2018","no migration background","Rural Area","4355","0.505505605222391","0.49434993529644","0.516661275148341","1"
"Married","2018","direct migration background","Urban Area","4045","0.61243116460111","0.60059546264225","0.624266866559969","1"
"Married","2018","direct migration background","Rural Area","1496","0.617552881422516","0.597895674126868","0.637210088718164","1"
"Married","2018","indirect migration background","Urban Area","503","0.291394449822979","0.26817324938157","0.314615650264389","1"
"Married","2018","indirect migration background","Rural Area","124","0.314204447374411","0.265221824156244","0.363187070592578","1"
"Married, but separated","2018","no migration background","Urban Area","304","0.0242147438786347","0.0214864442652929","0.0269430434919766","2"
"Married, but separated","2018","no migration background","Rural Area","181","0.0243508717958948","0.0209116825900944","0.0277900610016951","2"
"Married, but separated","2018","direct migration background","Rural Area","127","0.0306720125039914","0.0236976332921908","0.037646391715792","2"
"Married, but separated","2018","indirect migration background","Rural Area","7","","","","2"
"Married, but separated","2018","indirect migration background","Urban Area","32","0.0188015574981097","0.0118606366269569","0.0257424783692624","2"
"Married, but separated","2018","direct migration background","Urban Area","364","0.0446078343864791","0.039592644709128","0.0496230240638302","2"
"Single","2018","no migration background","Urban Area","3405","0.302673873741467","0.294519691158085","0.310828056324849","3"
"Single","2018","direct migration background","Urban Area","1565","0.209872574076303","0.199979816466932","0.219765331685674","3"
"Single","2018","no migration background","Rural Area","1957","0.273789344701027","0.263840066812984","0.28373862258907","3"
"Single","2018","indirect migration background","Urban Area","850","0.636936717805935","0.612362423101661","0.661511012510208","3"
"Single","2018","direct migration background","Rural Area","533","0.177294128226474","0.161846261305574","0.192741995147374","3"
"Single","2018","indirect migration background","Rural Area","189","0.606231664449549","0.554675779401725","0.657787549497374","3"
"Widowed","2018","no migration background","Urban Area","719","0.0881542888183007","0.0831220945513227","0.0931864830852787","5"
"Widowed","2018","no migration background","Rural Area","482","0.0880629762958837","0.0817398612273351","0.0943860913644323","5"
"Widowed","2018","direct migration background","Urban Area","169","0.0454324636547027","0.0403733151307342","0.0504916121786712","5"
"Widowed","2018","direct migration background","Rural Area","54","0.0492952923197578","0.0405389125262238","0.0580516721132919","5"
"Widowed","2018","indirect migration background","Urban Area","10","","","","5"
"Widowed","2018","indirect migration background","Rural Area","5","","","","5"
"Divorced","2019","no migration background","Urban Area","1164","0.105278134625303","0.0997014252369994","0.110854844013606","4"
"Divorced","2019","direct migration background","Urban Area","303","0.0829414369295177","0.0755937015069182","0.0902891723521172","4"
"Divorced","2019","no migration background","Rural Area","770","0.115716949341585","0.108553874345717","0.122880024337453","4"
"Divorced","2019","direct migration background","Rural Area","141","0.135936068119451","0.121125516446914","0.150746619791989","4"
"Divorced","2019","indirect migration background","Rural Area","19","","","","4"
"Divorced","2019","indirect migration background","Urban Area","82","0.0478012741400055","0.036270226961185","0.059332321318826","4"
"Married","2019","no migration background","Urban Area","6595","0.499725103423537","0.490639896234038","0.508810310613035","1"
"Married","2019","no migration background","Rural Area","4448","0.506760972698662","0.495565674738771","0.517956270658553","1"
"Married","2019","direct migration background","Urban Area","3499","0.644006275761065","0.631249661664322","0.656762889857807","1"
"Married","2019","direct migration background","Rural Area","1345","0.627272665467987","0.606377070169374","0.648168260766601","1"
"Married","2019","indirect migration background","Urban Area","519","0.323269757447522","0.297989846142008","0.348549668753036","1"
"Married","2019","indirect migration background","Rural Area","141","0.315083318168798","0.266205148923186","0.36396148741441","1"
"Married, but separated","2019","no migration background","Urban Area","240","0.0191911113582771","0.0166981981625353","0.0216840245540189","2"
"Married, but separated","2019","no migration background","Rural Area","163","0.0228423410170652","0.0194968645022048","0.0261878175319256","2"
"Married, but separated","2019","indirect migration background","Rural Area","5","","","","2"
"Married, but separated","2019","direct migration background","Rural Area","111","0.0240794388746225","0.0174548129423296","0.0307040648069153","2"
"Married, but separated","2019","indirect migration background","Urban Area","21","","","","2"
"Married, but separated","2019","direct migration background","Urban Area","271","0.0413172841264088","0.0360148836084576","0.0466196846443599","2"
"Single","2019","no migration background","Urban Area","2991","0.290018482441371","0.281773281262922","0.298263683619819","3"
"Single","2019","no migration background","Rural Area","1810","0.266970776274288","0.257064786701181","0.276876765847395","3"
"Single","2019","direct migration background","Urban Area","1198","0.18046105074916","0.170215253978403","0.190706847519918","3"
"Single","2019","indirect migration background","Urban Area","683","0.606083144062879","0.579674044126507","0.632492243999251","3"
"Single","2019","direct migration background","Rural Area","419","0.175049486649309","0.158627514378065","0.191471458920553","3"
"Single","2019","indirect migration background","Rural Area","177","0.605834697478388","0.554418539557175","0.657250855399601","3"
"Widowed","2019","no migration background","Urban Area","645","0.085787168151513","0.0806985516780868","0.0908757846249392","5"
"Widowed","2019","no migration background","Rural Area","470","0.0877089606683993","0.0813747274892201","0.0940431938475786","5"
"Widowed","2019","direct migration background","Urban Area","141","0.0512739524338489","0.0453978682735058","0.057150036594192","5"
"Widowed","2019","direct migration background","Rural Area","41","0.03766234088863","0.0294352112485428","0.0458894705287173","5"
"Widowed","2019","indirect migration background","Urban Area","10","","","","5"
"Widowed","2019","indirect migration background","Rural Area","5","","","","5"
