"pgfamstd","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"2","1988","Employed","Couple + C. LE and GT 16","5","","",""
"3","1988","Not Employed","1-pers.-HH","89","0.158641468528543","0.126714108422634","0.190568828634453"
"3","1988","Not Employed","(Married) couple without C. ","18","","",""
"3","1988","Not Employed","Single parent ","73","0.398070238574268","0.324702894322239","0.471437582826296"
"3","1988","Not Employed","Couple + C. LE 16 ","5","","",""
"3","1988","Not Employed","Couple + C. GT 16 ","291","0.382087019953869","0.346619954212949","0.41755408569479"
"3","1988","Not Employed","Couple + C. LE and GT 16","159","0.422210356811121","0.371470794474621","0.47294991914762"
"3","1988","Employed","1-pers.-HH","314","0.637061388668117","0.596277870138962","0.677844907197273"
"3","1988","Employed","(Married) couple without C. ","220","0.153890644377043","0.134563078590911","0.173218210163176"
"3","1988","Employed","Single parent ","161","0.504992266198083","0.451130269395241","0.558854263000924"
"3","1988","Employed","Couple + C. LE 16 ","23","","",""
"3","1988","Employed","Couple + C. GT 16 ","618","0.407932300682822","0.382953456529883","0.432911144835761"
"3","1988","Employed","Couple + C. LE and GT 16","254","0.335497443335191","0.301080533191398","0.369914353478984"
"4","1988","Not Employed","1-pers.-HH","48","0.0845471881420082","0.0602345736289261","0.10885980265509"
"4","1988","Not Employed","(Married) couple without C. ","5","","",""
"4","1988","Not Employed","Single parent ","19","","",""
"4","1988","Not Employed","Couple + C. LE 16 ","3","","",""
"4","1988","Not Employed","Couple + C. GT 16 ","1","","",""
"4","1988","Not Employed","Couple + C. LE and GT 16","1","","",""
"4","1988","Employed","1-pers.-HH","95","0.183386097679756","0.150563794579352","0.21620840078016"
"4","1988","Employed","(Married) couple without C. ","47","0.0317943222171018","0.0223967342276998","0.0411919102065037"
"4","1988","Employed","Single parent ","74","0.222334800130592","0.177539324854994","0.267130275406191"
"4","1988","Employed","Couple + C. LE 16 ","9","","",""
"4","1988","Employed","Couple + C. GT 16 ","14","","",""
"4","1988","Employed","Couple + C. LE and GT 16","5","","",""
"5","1988","Not Employed","1-pers.-HH","349","0.729238748090287","0.69040652771556","0.768070968465015"
"5","1988","Not Employed","(Married) couple without C. ","30","0.0360909727857058","0.0242116845700197","0.0479702610013919"
"5","1988","Not Employed","Single parent ","62","0.406299932263663","0.332686518201236","0.479913346326089"
"5","1988","Not Employed","Couple + C. LE 16 ","1","","",""
"5","1988","Not Employed","Couple + C. GT 16 ","3","","",""
"5","1988","Not Employed","Couple + C. LE and GT 16","1","","",""
"5","1988","Employed","1-pers.-HH","43","0.0757340820069056","0.0532941459667929","0.0981740180470183"
"5","1988","Employed","(Married) couple without C. ","5","","",""
"5","1988","Employed","Single parent ","47","0.141486547098648","0.103940413547152","0.179032680650145"
"5","1988","Employed","Couple + C. LE 16 ","2","","",""
"5","1988","Employed","Couple + C. GT 16 ","2","","",""
"5","1988","Employed","Couple + C. LE and GT 16","2","","",""
"6","1988","Not Employed","1-pers.-HH","2","","",""
"6","1988","Not Employed","(Married) couple without C. ","","","",""
"6","1988","Not Employed","Single parent ","2","","",""
"6","1988","Not Employed","Couple + C. LE 16 ","","","",""
"6","1988","Not Employed","Couple + C. GT 16 ","","","",""
"6","1988","Not Employed","Couple + C. LE and GT 16","1","","",""
"6","1988","Employed","1-pers.-HH","32","0.0206338865498053","0.00857685164312127","0.0326909214564893"
"6","1988","Employed","(Married) couple without C. ","1","","",""
"6","1988","Employed","Single parent ","5","","",""
"6","1988","Employed","Couple + C. LE 16 ","","","",""
"6","1988","Employed","Couple + C. GT 16 ","6","","",""
"6","1988","Employed","Couple + C. LE and GT 16","6","","",""
"7","1988","Not Employed","1-pers.-HH","","","",""
"7","1988","Not Employed","(Married) couple without C. ","","","",""
"7","1988","Not Employed","Single parent ","","","",""
"7","1988","Not Employed","Couple + C. LE 16 ","","","",""
"7","1988","Not Employed","Couple + C. GT 16 ","","","",""
"7","1988","Not Employed","Couple + C. LE and GT 16","","","",""
"7","1988","Employed","1-pers.-HH","","","",""
"7","1988","Employed","(Married) couple without C. ","","","",""
"7","1988","Employed","Single parent ","","","",""
"7","1988","Employed","Couple + C. LE 16 ","","","",""
"7","1988","Employed","Couple + C. GT 16 ","","","",""
"7","1988","Employed","Couple + C. LE and GT 16","","","",""
"8","1988","Not Employed","1-pers.-HH","","","",""
"8","1988","Not Employed","(Married) couple without C. ","","","",""
"8","1988","Not Employed","Single parent ","","","",""
"8","1988","Not Employed","Couple + C. LE 16 ","","","",""
"8","1988","Not Employed","Couple + C. GT 16 ","","","",""
"8","1988","Not Employed","Couple + C. LE and GT 16","","","",""
"8","1988","Employed","1-pers.-HH","","","",""
"8","1988","Employed","(Married) couple without C. ","","","",""
"8","1988","Employed","Single parent ","","","",""
"8","1988","Employed","Couple + C. LE 16 ","","","",""
"8","1988","Employed","Couple + C. GT 16 ","","","",""
"8","1988","Employed","Couple + C. LE and GT 16","","","",""
"1","1989","Not Employed","1-pers.-HH","","","",""
"1","1989","Not Employed","(Married) couple without C. ","849","0.936912720452647","0.921090591663679","0.952734849241615"
"1","1989","Not Employed","Single parent ","4","","",""
"1","1989","Not Employed","Couple + C. LE 16 ","530","0.956544620796681","0.93955201767108","0.973537223922281"
"1","1989","Not Employed","Couple + C. GT 16 ","411","0.60248508437402","0.566257535891126","0.638712632856914"
"1","1989","Not Employed","Couple + C. LE and GT 16","174","0.508653367199917","0.454715213676995","0.562591520722839"
"1","1989","Employed","1-pers.-HH","3","","",""
"1","1989","Employed","(Married) couple without C. ","1004","0.78293436802206","0.760951789722417","0.804916946321704"
"1","1989","Employed","Single parent ","12","","",""
"1","1989","Employed","Couple + C. LE 16 ","1522","0.956747949633901","0.946749062895486","0.966746836372317"
"1","1989","Employed","Couple + C. GT 16 ","830","0.586527689250236","0.561127791418299","0.611927587082173"
"1","1989","Employed","Couple + C. LE and GT 16","418","0.66502275592852","0.628932387794773","0.701113124062268"
"2","1989","Not Employed","1-pers.-HH","13","","",""
"2","1989","Not Employed","(Married) couple without C. ","4","","",""
"2","1989","Not Employed","Single parent ","9","","",""
"2","1989","Not Employed","Couple + C. LE 16 ","8","","",""
"2","1989","Not Employed","Couple + C. GT 16 ","","","",""
"2","1989","Not Employed","Couple + C. LE and GT 16","","","",""
"2","1989","Employed","1-pers.-HH","41","0.0774920907916171","0.0549411352081594","0.100043046375075"
"2","1989","Employed","(Married) couple without C. ","21","","",""
"2","1989","Employed","Single parent ","25","","",""
"2","1989","Employed","Couple + C. LE 16 ","21","","",""
"2","1989","Employed","Couple + C. GT 16 ","7","","",""
"2","1989","Employed","Couple + C. LE and GT 16","2","","",""
"3","1989","Not Employed","1-pers.-HH","90","0.167026784063379","0.134167804696001","0.199885763430756"
"3","1989","Not Employed","(Married) couple without C. ","22","","",""
"3","1989","Not Employed","Single parent ","73","0.402142599196628","0.327775866599095","0.476509331794161"
"3","1989","Not Employed","Couple + C. LE 16 ","7","","",""
"3","1989","Not Employed","Couple + C. GT 16 ","285","0.391658866475384","0.355524815349927","0.427792917600842"
"3","1989","Not Employed","Couple + C. LE and GT 16","152","0.483832834848505","0.429914809658982","0.537750860038027"
"3","1989","Employed","1-pers.-HH","313","0.610174288209504","0.569039108119996","0.651309468299012"
"3","1989","Employed","(Married) couple without C. ","265","0.163747243232815","0.144015011990688","0.183479474474943"
"3","1989","Employed","Single parent ","135","0.478930220220745","0.422401190959357","0.535459249482134"
"3","1989","Employed","Couple + C. LE 16 ","29","","",""
"3","1989","Employed","Couple + C. GT 16 ","592","0.398602828205553","0.373349688984412","0.423855967426694"
"3","1989","Employed","Couple + C. LE and GT 16","228","0.324629315753636","0.288825412323391","0.360433219183882"
"4","1989","Not Employed","1-pers.-HH","47","0.0863597280876697","0.0616146549444758","0.111104801230864"
"4","1989","Not Employed","(Married) couple without C. ","7","","",""
"4","1989","Not Employed","Single parent ","17","","",""
"4","1989","Not Employed","Couple + C. LE 16 ","7","","",""
"4","1989","Not Employed","Couple + C. GT 16 ","1","","",""
"4","1989","Not Employed","Couple + C. LE and GT 16","1","","",""
"4","1989","Employed","1-pers.-HH","109","0.214792603073173","0.180154582740704","0.249430623405642"
"4","1989","Employed","(Married) couple without C. ","54","0.0339558719369393","0.0242981134098226","0.043613630464056"
"4","1989","Employed","Single parent ","74","0.252782876996809","0.203603310346868","0.301962443646749"
"4","1989","Employed","Couple + C. LE 16 ","16","","",""
"4","1989","Employed","Couple + C. GT 16 ","10","","",""
"4","1989","Employed","Couple + C. LE and GT 16","4","","",""
"5","1989","Not Employed","1-pers.-HH","345","0.722989687304943","0.683565793926431","0.762413580683455"
"5","1989","Not Employed","(Married) couple without C. ","25","","",""
"5","1989","Not Employed","Single parent ","64","0.412874251033712","0.338201127416051","0.487547374651373"
"5","1989","Not Employed","Couple + C. LE 16 ","1","","",""
"5","1989","Not Employed","Couple + C. GT 16 ","4","","",""
"5","1989","Not Employed","Couple + C. LE and GT 16","","","",""
"5","1989","Employed","1-pers.-HH","44","0.0735620235761087","0.0515436001339737","0.0955804470182438"
"5","1989","Employed","(Married) couple without C. ","5","","",""
"5","1989","Employed","Single parent ","48","0.159637822582863","0.118191251166292","0.201084393999434"
"5","1989","Employed","Couple + C. LE 16 ","1","","",""
"5","1989","Employed","Couple + C. GT 16 ","1","","",""
"5","1989","Employed","Couple + C. LE and GT 16","1","","",""
"6","1989","Not Employed","1-pers.-HH","","","",""
"6","1989","Not Employed","(Married) couple without C. ","","","",""
"6","1989","Not Employed","Single parent ","","","",""
"6","1989","Not Employed","Couple + C. LE 16 ","","","",""
"6","1989","Not Employed","Couple + C. GT 16 ","","","",""
"6","1989","Not Employed","Couple + C. LE and GT 16","3","","",""
"6","1989","Employed","1-pers.-HH","30","0.0186390224310021","0.00723187199402377","0.0300461728679803"
"6","1989","Employed","(Married) couple without C. ","2","","",""
"6","1989","Employed","Single parent ","6","","",""
"6","1989","Employed","Couple + C. LE 16 ","1","","",""
"6","1989","Employed","Couple + C. GT 16 ","4","","",""
"6","1989","Employed","Couple + C. LE and GT 16","4","","",""
"7","1989","Not Employed","1-pers.-HH","","","",""
"7","1989","Not Employed","(Married) couple without C. ","","","",""
"7","1989","Not Employed","Single parent ","","","",""
"7","1989","Not Employed","Couple + C. LE 16 ","","","",""
"7","1989","Not Employed","Couple + C. GT 16 ","","","",""
"7","1989","Not Employed","Couple + C. LE and GT 16","","","",""
"7","1989","Employed","1-pers.-HH","","","",""
"7","1989","Employed","(Married) couple without C. ","","","",""
"7","1989","Employed","Single parent ","","","",""
"7","1989","Employed","Couple + C. LE 16 ","","","",""
"7","1989","Employed","Couple + C. GT 16 ","","","",""
"7","1989","Employed","Couple + C. LE and GT 16","","","",""
"8","1989","Not Employed","1-pers.-HH","","","",""
"8","1989","Not Employed","(Married) couple without C. ","","","",""
"8","1989","Not Employed","Single parent ","","","",""
"8","1989","Not Employed","Couple + C. LE 16 ","","","",""
"8","1989","Not Employed","Couple + C. GT 16 ","","","",""
"8","1989","Not Employed","Couple + C. LE and GT 16","","","",""
"8","1989","Employed","1-pers.-HH","","","",""
"8","1989","Employed","(Married) couple without C. ","","","",""
"8","1989","Employed","Single parent ","","","",""
"8","1989","Employed","Couple + C. LE 16 ","","","",""
"8","1989","Employed","Couple + C. GT 16 ","","","",""
"8","1989","Employed","Couple + C. LE and GT 16","","","",""
"1","1990","Not Employed","1-pers.-HH","","","",""
"1","1990","Not Employed","(Married) couple without C. ","881","0.928345073893311","0.911935672833661","0.944754474952962"
"1","1990","Not Employed","Single parent ","1","","",""
"1","1990","Not Employed","Couple + C. LE 16 ","500","0.969611383508555","0.954843483979189","0.984379283037922"
"1","1990","Not Employed","Couple + C. GT 16 ","396","0.613563393382234","0.576498720029851","0.650628066734617"
"1","1990","Not Employed","Couple + C. LE and GT 16","151","0.517846975282017","0.460632298272456","0.575061652291578"
"1","1990","Employed","1-pers.-HH","3","","",""
"1","1990","Employed","(Married) couple without C. ","993","0.749350486762817","0.72629182510865","0.772409148416984"
"1","1990","Employed","Single parent ","5","","",""
"1","1990","Employed","Couple + C. LE 16 ","1501","0.952573779021493","0.942060048619163","0.963087509423823"
"1","1990","Employed","Couple + C. GT 16 ","789","0.583582147863689","0.557768778706197","0.609395517021181"
"1","1990","Employed","Couple + C. LE and GT 16","392","0.672873457823276","0.635301894155112","0.710445021491441"
"2","1990","Not Employed","1-pers.-HH","10","","",""
"2","1990","Not Employed","(Married) couple without C. ","8","","",""
"2","1990","Not Employed","Single parent ","7","","",""
"2","1990","Not Employed","Couple + C. LE 16 ","5","","",""
"2","1990","Not Employed","Couple + C. GT 16 ","4","","",""
"2","1990","Not Employed","Couple + C. LE and GT 16","3","","",""
"2","1990","Employed","1-pers.-HH","42","0.0673857363888817","0.0459418520884384","0.0888296206893251"
"2","1990","Employed","(Married) couple without C. ","18","","",""
"2","1990","Employed","Single parent ","24","","",""
"2","1990","Employed","Couple + C. LE 16 ","19","","",""
"2","1990","Employed","Couple + C. GT 16 ","9","","",""
"2","1990","Employed","Couple + C. LE and GT 16","2","","",""
"3","1990","Not Employed","1-pers.-HH","80","0.152827151800986","0.120536621657252","0.18511768194472"
"3","1990","Not Employed","(Married) couple without C. ","24","","",""
"3","1990","Not Employed","Single parent ","64","0.404492197499584","0.326977057994231","0.482007337004937"
"3","1990","Not Employed","Couple + C. LE 16 ","6","","",""
"3","1990","Not Employed","Couple + C. GT 16 ","259","0.377538777668633","0.340638616746118","0.414438938591148"
"3","1990","Not Employed","Couple + C. LE and GT 16","138","0.453943215457965","0.396935459041266","0.510950971874665"
