"pgfamstd","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Divorced","2016","Single parent ","756","0.265463033574847","0.248538328893454","0.28238773825624","4"
"Divorced","2016","Couple + C. LE 16 ","141","0.0170044475917306","0.0141204394554879","0.0198884557279734","4"
"Divorced","2016","Couple + C. LE and GT 16","51","0.0175874156604667","0.0126466818115655","0.0225281495093679","4"
"Divorced","2016","Couple + C. GT 16 ","80","0.0257030439485261","0.0200031491566032","0.0314029387404491","4"
"Married","2016","1-pers.-HH","1","","","","1"
"Married","2016","Single parent ","8","","","","1"
"Married","2016","(Married) couple without C. ","6155","0.790862686385235","0.78167505762852","0.80005031514195","1"
"Married","2016","Couple + C. LE 16 ","6839","0.828045541034572","0.819628231979299","0.836462850089846","1"
"Married","2016","Couple + C. GT 16 ","1719","0.540236313934148","0.522285336247557","0.558187291620739","1"
"Married","2016","Couple + C. LE and GT 16","1659","0.589770816056667","0.571282455463881","0.608259176649453","1"
"Married, but separated","2016","1-pers.-HH","463","0.0573386698616922","0.0504994404550689","0.0641778992683156","2"
"Married, but separated","2016","(Married) couple without C. ","64","0.00740207796411067","0.00546565314034495","0.00933850278787639","2"
"Married, but separated","2016","Single parent ","328","0.0822984481910888","0.0717652852956161","0.0928316110865614","2"
"Married, but separated","2016","Couple + C. LE 16 ","70","0.0116778966866211","0.00928143213475965","0.0140743612384825","2"
"Married, but separated","2016","Couple + C. LE and GT 16","25","","","","2"
"Married, but separated","2016","Couple + C. GT 16 ","21","","","","2"
"Single","2016","1-pers.-HH","2101","0.442190706152056","0.427580605876752","0.456800806427359","3"
"Single","2016","(Married) couple without C. ","860","0.143643928984712","0.135720595026704","0.15156726294272","3"
"Single","2016","Single parent ","1314","0.563565161623035","0.544556829179828","0.582573494066243","3"
"Single","2016","Couple + C. LE 16 ","659","0.141754748286566","0.133974132802998","0.149535363770135","3"
"Single","2016","Couple + C. GT 16 ","1132","0.422952556554701","0.405158274297703","0.4407468388117","3"
"Single","2016","Couple + C. LE and GT 16","982","0.380665050592609","0.362414423810892","0.398915677374327","3"
"Widowed","2016","1-pers.-HH","1009","0.264846580077468","0.251866071929458","0.277827088225477","5"
"Widowed","2016","(Married) couple without C. ","122","0.0147786629911366","0.0120526896125851","0.017504636369688","5"
"Widowed","2016","Single parent ","209","0.0852041971077939","0.0745036786544156","0.0959047155611722","5"
"Widowed","2016","Couple + C. LE 16 ","11","","","","5"
"Widowed","2016","Couple + C. GT 16 ","9","","","","5"
"Widowed","2016","Couple + C. LE and GT 16","2","","","","5"
"Divorced","2017","1-pers.-HH","999","0.234043306016598","0.222340212467493","0.245746399565703","4"
"Divorced","2017","(Married) couple without C. ","367","0.0402815371009659","0.0360890631001392","0.0444740111017926","4"
"Divorced","2017","Couple + C. LE 16 ","183","0.0240268187716674","0.0207182387873751","0.0273353987559597","4"
"Divorced","2017","Single parent ","758","0.28154576736679","0.264760625535298","0.298330909198282","4"
"Divorced","2017","Couple + C. LE and GT 16","52","0.0183612494158227","0.0136921318845043","0.0230303669471412","4"
"Divorced","2017","Couple + C. GT 16 ","109","0.0294096795682009","0.0238075936534957","0.0350117654829062","4"
"Married","2017","1-pers.-HH","2","","","","1"
"Married","2017","(Married) couple without C. ","6843","0.793792728050258","0.785165903167275","0.802419552933241","1"
"Married","2017","Single parent ","8","","","","1"
"Married","2017","Couple + C. LE 16 ","7246","0.828846292383108","0.820708535423791","0.836984049342426","1"
"Married","2017","Couple + C. GT 16 ","2019","0.548230487274383","0.531728863090495","0.564732111458271","1"
"Married","2017","Couple + C. LE and GT 16","1913","0.58723412615308","0.570111696951956","0.604356555354204","1"
"Married, but separated","2017","1-pers.-HH","481","0.0577748998076445","0.0513258253413117","0.0642239742739772","2"
"Married, but separated","2017","(Married) couple without C. ","71","0.00776635471128267","0.00589454790700809","0.00963816151555725","2"
"Married, but separated","2017","Single parent ","373","0.0855108658114306","0.075074461710096","0.0959472699127652","2"
"Married, but separated","2017","Couple + C. LE 16 ","78","0.0125766395670805","0.0101689052321105","0.0149843739020505","2"
"Married, but separated","2017","Couple + C. GT 16 ","23","","","","2"
"Married, but separated","2017","Couple + C. LE and GT 16","33","0.00971526597215363","0.00630400273807455","0.0131265292062327","2"
"Single","2017","1-pers.-HH","2522","0.453553698400741","0.439793060772509","0.467314336028973","3"
"Single","2017","(Married) couple without C. ","1039","0.143948534833632","0.136463410859748","0.151433658807516","3"
"Single","2017","Single parent ","1404","0.544355575150408","0.525768745095547","0.562942405205269","3"
"Single","2017","Couple + C. LE 16 ","715","0.133540888200908","0.126191423189767","0.14089035321205","3"
"Single","2017","Couple + C. GT 16 ","1328","0.409473021558267","0.393168083286829","0.425777959829705","3"
"Single","2017","Couple + C. LE and GT 16","1175","0.38438965593255","0.367471748493309","0.40130756337179","3"
"Widowed","2017","1-pers.-HH","1024","0.254494864257396","0.242455174732304","0.266534553782488","5"
"Widowed","2017","(Married) couple without C. ","129","0.0142108453038617","0.0116870890401472","0.0167346015675762","5"
"Widowed","2017","Single parent ","215","0.0856795916942174","0.075233860131513","0.0961253232569218","5"
"Widowed","2017","Couple + C. LE 16 ","7","","","","5"
"Widowed","2017","Couple + C. GT 16 ","15","","","","5"
"Widowed","2017","Couple + C. LE and GT 16","3","","","","5"
"Divorced","2018","1-pers.-HH","1062","0.239487311261765","0.227541610523071","0.251433012000459","4"
"Divorced","2018","(Married) couple without C. ","379","0.0418961299552172","0.0375487972774443","0.0462434626329901","4"
"Divorced","2018","Single parent ","761","0.265601505258328","0.248914730754439","0.282288279762216","4"
"Divorced","2018","Couple + C. GT 16 ","90","0.0295490589590346","0.0237172775503625","0.0353808403677066","4"
"Divorced","2018","Couple + C. LE 16 ","172","0.0259639556654181","0.0223088991248578","0.0296190122059784","4"
"Divorced","2018","Couple + C. LE and GT 16","47","0.017664756396407","0.0130283563970145","0.0223011563957995","4"
"Married","2018","1-pers.-HH","","","","","1"
"Married","2018","(Married) couple without C. ","6588","0.800276129062055","0.791601227742685","0.808951030381425","1"
"Married","2018","Single parent ","10","","","","1"
"Married","2018","Couple + C. LE 16 ","6342","0.824699373973328","0.815960394447179","0.833438353499477","1"
"Married","2018","Couple + C. GT 16 ","1898","0.551686077742864","0.534559139088921","0.568813016396806","1"
"Married","2018","Couple + C. LE and GT 16","1844","0.587831357090758","0.570506843235862","0.605155870945653","1"
"Married, but separated","2018","1-pers.-HH","439","0.0602334213769669","0.0535738556634911","0.0668929870904428","2"
"Married, but separated","2018","(Married) couple without C. ","56","0.00605335225186033","0.00437025529601744","0.00773644920770321","2"
"Married, but separated","2018","Single parent ","331","0.0942643113960273","0.0832243988758012","0.105304223916253","2"
"Married, but separated","2018","Couple + C. LE 16 ","70","0.00879339581515398","0.00664763376256654","0.0109391578677414","2"
"Married, but separated","2018","Couple + C. GT 16 ","24","","","","2"
"Married, but separated","2018","Couple + C. LE and GT 16","32","0.0101506532431081","0.0066226517980604","0.0136786546881559","2"
"Single","2018","1-pers.-HH","2382","0.449915729447742","0.435990660759661","0.463840798135822","3"
"Single","2018","(Married) couple without C. ","1012","0.138062389584757","0.130577158143956","0.145547621025559","3"
"Single","2018","Single parent ","1392","0.547035048025841","0.528227545962952","0.565842550088729","3"
"Single","2018","Couple + C. LE 16 ","680","0.139071361213855","0.131118496658254","0.147024225769457","3"
"Single","2018","Couple + C. GT 16 ","1216","0.405621935476544","0.388712281517454","0.422531589435634","3"
"Single","2018","Couple + C. LE and GT 16","1175","0.382674649622707","0.36556783653179","0.399781462713625","3"
"Widowed","2018","1-pers.-HH","1020","0.250363537913526","0.238237245529173","0.262489830297879","5"
"Widowed","2018","(Married) couple without C. ","124","0.0137119991461104","0.0111886236117724","0.0162353746804484","5"
"Widowed","2018","Single parent ","197","0.0887217193176027","0.0779785671662976","0.0994648714689078","5"
"Widowed","2018","Couple + C. LE 16 ","8","","","","5"
"Widowed","2018","Couple + C. GT 16 ","11","","","","5"
"Widowed","2018","Couple + C. LE and GT 16","3","","","","5"
"Divorced","2019","1-pers.-HH","1142","0.246222683464175","0.23418232571932","0.258263041209031","4"
"Divorced","2019","(Married) couple without C. ","426","0.0462092520276243","0.0417904502506333","0.0506280538046153","4"
"Divorced","2019","Single parent ","719","0.274866631062182","0.257126901627984","0.292606360496379","4"
"Divorced","2019","Couple + C. LE 16 ","168","0.0253150547169208","0.0215900441195018","0.0290400653143398","4"
"Divorced","2019","Couple + C. LE and GT 16","46","0.0143131950195575","0.01011772122942","0.0185086688096949","4"
"Divorced","2019","Couple + C. GT 16 ","83","0.0176213468717388","0.0130577461487308","0.0221849475947468","4"
"Married","2019","1-pers.-HH","72","0.0112460066626135","0.00829889139501032","0.0141931219302166","1"
"Married","2019","Single parent ","27","","","","1"
"Married","2019","(Married) couple without C. ","7014","0.792636636837285","0.784103345308832","0.801169928365739","1"
"Married","2019","Couple + C. LE 16 ","5954","0.838964602253477","0.83024817635946","0.847681028147495","1"
"Married","2019","Couple + C. GT 16 ","1986","0.581874190169792","0.564765503730038","0.598982876609546","1"
"Married","2019","Couple + C. LE and GT 16","1903","0.586193408738709","0.568796887405411","0.603589930072007","1"
"Married, but separated","2019","1-pers.-HH","367","0.0476228917383676","0.0416708470362226","0.0535749364405126","2"
"Married, but separated","2019","(Married) couple without C. ","53","0.00751013330859313","0.00569294321089707","0.00932732340628919","2"
"Married, but separated","2019","Single parent ","276","0.0884731965354351","0.0771890785700682","0.0997573145008021","2"
"Married, but separated","2019","Couple + C. LE 16 ","63","0.00602807251107705","0.00419245479020115","0.00786369023195294","2"
"Married, but separated","2019","Couple + C. GT 16 ","21","","","","2"
"Married, but separated","2019","Couple + C. LE and GT 16","36","0.0160772098428517","0.0116346928595734","0.0205197268261299","2"
"Single","2019","1-pers.-HH","2330","0.45134617471069","0.43743839133515","0.46525395808623","3"
"Single","2019","(Married) couple without C. ","1059","0.138391645115248","0.131123503432687","0.145659786797809","3"
"Single","2019","Couple + C. LE 16 ","638","0.128444474827627","0.120510127785591","0.136378821869663","3"
"Single","2019","Single parent ","1229","0.547782210007151","0.528005464721137","0.567558955293165","3"
"Single","2019","Couple + C. LE and GT 16","1090","0.381125819994986","0.363971298264105","0.398280341725867","3"
"Single","2019","Couple + C. GT 16 ","1092","0.389725374916013","0.372809649385584","0.406641100446443","3"
"Widowed","2019","1-pers.-HH","1007","0.243562243424153","0.231565996109153","0.255558490739153","5"
"Widowed","2019","(Married) couple without C. ","119","0.015252332711249","0.0126727817424883","0.0178318836800097","5"
"Widowed","2019","Single parent ","182","0.0800147470226298","0.0692339098264071","0.0907955842188526","5"
"Widowed","2019","Couple + C. LE 16 ","8","","","","5"
"Widowed","2019","Couple + C. GT 16 ","11","","","","5"
"Widowed","2019","Couple + C. LE and GT 16","4","","","","5"
