"pgfamstd","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Divorced","2008","Not Employed","middle vocational","260","0.0884906625011535","0.0795172043127567","0.0974641206895504","4"
"Divorced","2008","Not Employed","vocational + Abi","16","","","","4"
"Divorced","2008","Not Employed","higher vocational","24","","","","4"
"Divorced","2008","Not Employed","higher education","75","0.0936624904741389","0.076874093137178","0.1104508878111","4"
"Divorced","2008","Employed","in school","","","","","4"
"Divorced","2008","Employed","inadequately","7","","","","4"
"Divorced","2008","Employed","general elemantary","52","0.0701701043052162","0.0528030807678559","0.0875371278425765","4"
"Divorced","2008","Employed","middle vocational","580","0.111094166523943","0.103074261732478","0.119114071315409","4"
"Divorced","2008","Employed","vocational + Abi","49","0.0624557844847696","0.0461208831016628","0.0787906858678763","4"
"Divorced","2008","Employed","higher vocational","87","0.11251564325653","0.0925470550028185","0.132484231510242","4"
"Divorced","2008","Employed","higher education","236","0.0902963332283078","0.0801048067708696","0.100487859685746","4"
"Married","2008","Not Employed","in school","","","","","1"
"Married","2008","Not Employed","inadequately","70","0.546820293787336","0.456619014115041","0.637021573459631","1"
"Married","2008","Not Employed","general elemantary","579","0.405963429343146","0.378718176304804","0.433208682381488","1"
"Married","2008","Not Employed","middle vocational","2436","0.569140057111978","0.553493881671869","0.584786232552087","1"
"Married","2008","Not Employed","vocational + Abi","162","0.558259401692814","0.497427724750377","0.619091078635252","1"
"Married","2008","Not Employed","higher vocational","340","0.643595697022313","0.599685233024839","0.687506161019788","1"
"Married","2008","Not Employed","higher education","836","0.638761899441657","0.611083071985276","0.666440726898037","1"
"Married","2008","Employed","in school","","","","","1"
"Married","2008","Employed","inadequately","37","0.523193264432151","0.406189096082957","0.640197432781346","1"
"Married","2008","Employed","general elemantary","355","0.425135034605005","0.391523066098453","0.458747003111557","1"
"Married","2008","Employed","middle vocational","3476","0.529144993543986","0.516406248404691","0.541883738683281","1"
"Married","2008","Employed","vocational + Abi","450","0.508214846986536","0.474467030058298","0.541962663914773","1"
"Married","2008","Employed","higher vocational","702","0.655628392028934","0.625602003460714","0.685654780597153","1"
"Married","2008","Employed","higher education","2046","0.556870662864725","0.539206354916421","0.574534970813029","1"
"Married, but separated","2008","Not Employed","higher vocational","6","","","","2"
"Married, but separated","2008","Not Employed","higher education","24","","","","2"
"Married, but separated","2008","Employed","in school","","","","","2"
"Married, but separated","2008","Employed","inadequately","1","","","","2"
"Married, but separated","2008","Employed","general elemantary","22","","","","2"
"Married, but separated","2008","Employed","middle vocational","130","0.0271027450992067","0.0229585915720793","0.0312468986263341","2"
"Married, but separated","2008","Employed","vocational + Abi","30","0.0324674767540341","0.0205030647710094","0.0444318887370588","2"
"Married, but separated","2008","Employed","higher vocational","29","","","","2"
"Married, but separated","2008","Employed","higher education","81","0.0332784025502672","0.0269003785035837","0.0396564265969508","2"
"Married, but separated","2008","Not Employed","in school","","","","","2"
"Married, but separated","2008","Not Employed","inadequately","6","","","","2"
"Married, but separated","2008","Not Employed","general elemantary","22","","","","2"
"Married, but separated","2008","Not Employed","middle vocational","69","0.0156432493539084","0.0117224889337507","0.0195640097740661","2"
"Married, but separated","2008","Not Employed","vocational + Abi","6","","","","2"
"Single","2008","Employed","inadequately","25","","","","3"
"Single","2008","Employed","general elemantary","382","0.443744352291459","0.409965007986073","0.477523696596844","3"
"Single","2008","Not Employed","higher vocational","30","0.10958051599416","0.0809417705767969","0.138219261411523","3"
"Single","2008","Not Employed","higher education","98","0.121007083327905","0.102214802415346","0.139799364240465","3"
"Single","2008","Employed","in school","65","1","1","1","3"
"Single","2008","Not Employed","in school","488","1","1","1","3"
"Single","2008","Not Employed","inadequately","21","","","","3"
"Single","2008","Not Employed","general elemantary","252","0.200642785610343","0.178423861676799","0.222861709543888","3"
"Single","2008","Not Employed","middle vocational","492","0.130817143643422","0.120163001999354","0.14147128528749","3"
"Single","2008","Not Employed","vocational + Abi","45","0.171889137154104","0.125672689097978","0.21810558521023","3"
"Single","2008","Employed","middle vocational","1594","0.3088389561565","0.297047936298167","0.320629976014834","3"
"Single","2008","Employed","vocational + Abi","308","0.392165867157496","0.359207799458048","0.425123934856943","3"
"Single","2008","Employed","higher vocational","135","0.200350704030865","0.17505738796265","0.225644020099079","3"
"Single","2008","Employed","higher education","638","0.309521258905507","0.293082288875323","0.325960228935692","3"
"Widowed","2008","Not Employed","in school","","","","","5"
"Widowed","2008","Not Employed","inadequately","14","","","","5"
"Widowed","2008","Not Employed","general elemantary","318","0.295745117634056","0.270425069703938","0.321065165564175","5"
"Widowed","2008","Not Employed","middle vocational","591","0.195908887389538","0.18336852001686","0.208449254762216","5"
"Widowed","2008","Not Employed","vocational + Abi","27","","","","5"
"Widowed","2008","Not Employed","higher vocational","57","0.138828621151254","0.107127524233105","0.170529718069404","5"
"Widowed","2008","Not Employed","higher education","124","0.128573319870134","0.109285982963306","0.147860656776962","5"
"Widowed","2008","Employed","in school","","","","","5"
"Widowed","2008","Employed","inadequately","","","","","5"
"Widowed","2008","Employed","general elemantary","20","","","","5"
"Widowed","2008","Employed","middle vocational","118","0.0238191386763633","0.0199275773593871","0.0277106999933395","5"
"Widowed","2008","Employed","vocational + Abi","6","","","","5"
"Widowed","2008","Employed","higher vocational","9","","","","5"
"Widowed","2008","Employed","higher education","37","0.0100333424511924","0.00648939472091324","0.0135772901814716","5"
"Divorced","2009","Not Employed","higher vocational","20","","","","4"
"Divorced","2009","Not Employed","higher education","66","0.0856401026031711","0.0691184126334509","0.102161792572891","4"
"Divorced","2009","Employed","in school","","","","","4"
"Divorced","2009","Employed","inadequately","7","","","","4"
"Divorced","2009","Employed","general elemantary","60","0.0810578128717732","0.0615642089155785","0.100551416827968","4"
"Divorced","2009","Employed","middle vocational","572","0.114329387652568","0.105953856241255","0.122704919063881","4"
"Divorced","2009","Employed","vocational + Abi","46","0.0601286328263444","0.0432163560564672","0.0770409095962216","4"
"Divorced","2009","Employed","higher vocational","81","0.111365838705161","0.0909490154020761","0.131782662008246","4"
"Divorced","2009","Employed","higher education","242","0.086145495198683","0.0759981851069559","0.0962928052904101","4"
"Divorced","2009","Not Employed","in school","","","","","4"
"Divorced","2009","Not Employed","inadequately","6","","","","4"
"Divorced","2009","Not Employed","general elemantary","66","0.0749507217248202","0.0593333799103522","0.0905680635392882","4"
"Divorced","2009","Not Employed","middle vocational","229","0.0802447130907093","0.0712852475320426","0.0892041786493759","4"
"Divorced","2009","Not Employed","vocational + Abi","16","","","","4"
"Married","2009","Not Employed","in school","","","","","1"
"Married","2009","Not Employed","inadequately","63","0.606001028282919","0.508760692774079","0.70324136379176","1"
"Married","2009","Not Employed","general elemantary","493","0.394694818302993","0.365704386764758","0.423685249841227","1"
"Married","2009","Not Employed","middle vocational","2246","0.57218079591416","0.555864013582106","0.588497578246213","1"
"Married","2009","Not Employed","vocational + Abi","160","0.566872518033811","0.504571445107159","0.629173590960464","1"
"Married","2009","Not Employed","higher vocational","313","0.664399353004576","0.619400245267127","0.709398460742024","1"
"Married","2009","Not Employed","higher education","814","0.653328500073429","0.625230062889672","0.681426937257185","1"
"Married","2009","Employed","in school","","","","","1"
"Married","2009","Employed","inadequately","37","0.475782982921371","0.360426540860875","0.591139424981867","1"
"Married","2009","Employed","general elemantary","309","0.418599130598526","0.383363049380364","0.453835211816687","1"
"Married","2009","Employed","middle vocational","3197","0.515716516325827","0.502562672995552","0.528870359656102","1"
"Married","2009","Employed","vocational + Abi","416","0.509500189897851","0.473935518532192","0.54506486126351","1"
"Married","2009","Employed","higher vocational","660","0.647535133180234","0.616529524816975","0.678540741543493","1"
"Married","2009","Employed","higher education","1906","0.547173347156268","0.529171188884748","0.565175505427787","1"
"Married, but separated","2009","Not Employed","in school","","","","","2"
"Married, but separated","2009","Not Employed","inadequately","5","","","","2"
"Married, but separated","2009","Not Employed","general elemantary","19","","","","2"
"Married, but separated","2009","Not Employed","middle vocational","58","0.016950064335969","0.0126929902468755","0.0212071384250626","2"
"Married, but separated","2009","Not Employed","vocational + Abi","1","","","","2"
"Married, but separated","2009","Not Employed","higher vocational","6","","","","2"
"Married, but separated","2009","Not Employed","higher education","21","","","","2"
"Married, but separated","2009","Employed","in school","","","","","2"
"Married, but separated","2009","Employed","inadequately","1","","","","2"
