"pgfamstd","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Married","1990","vocational + Abi","Urban Area","165","0.44346384839369","0.386187546345108","0.500740150442271","1"
"Married","1990","vocational + Abi","Rural Area","44","0.453622197817805","0.346518931055844","0.560725464579766","1"
"Married","1990","higher vocational","Urban Area","370","0.678332598045782","0.636930864005187","0.719734332086378","1"
"Married","1990","higher vocational","Rural Area","233","0.759960923995909","0.709844209336","0.810077638655818","1"
"Married","1990","higher education","Urban Area","731","0.64917020948211","0.619636013837793","0.678704405126427","1"
"Married","1990","higher education","Rural Area","569","0.770789296124935","0.73905685903906","0.802521733210809","1"
"Married, but separated","1990","in school","Urban Area","","","","","2"
"Married, but separated","1990","in school","Rural Area","","","","","2"
"Married, but separated","1990","inadequately","Urban Area","26","","","","2"
"Married, but separated","1990","inadequately","Rural Area","4","","","","2"
"Married, but separated","1990","general elemantary","Urban Area","55","0.0247997761672613","0.018140502635317","0.0314590496992057","2"
"Married, but separated","1990","general elemantary","Rural Area","12","","","","2"
"Married, but separated","1990","middle vocational","Urban Area","83","0.0189615752683317","0.014925177164689","0.0229979733719745","2"
"Married, but separated","1990","middle vocational","Rural Area","25","","","","2"
"Married, but separated","1990","vocational + Abi","Urban Area","4","","","","2"
"Married, but separated","1990","vocational + Abi","Rural Area","2","","","","2"
"Married, but separated","1990","higher vocational","Urban Area","5","","","","2"
"Married, but separated","1990","higher vocational","Rural Area","3","","","","2"
"Married, but separated","1990","higher education","Urban Area","19","","","","2"
"Married, but separated","1990","higher education","Rural Area","5","","","","2"
"Single","1990","in school","Urban Area","139","0.986909214487905","0.968148041400035","1.00567038757577","3"
"Single","1990","in school","Rural Area","53","1","1","1","3"
"Single","1990","inadequately","Urban Area","61","0.217146094858514","0.182844210983826","0.251447978733203","3"
"Single","1990","inadequately","Rural Area","17","","","","3"
"Single","1990","general elemantary","Urban Area","579","0.239095132330087","0.220830681192417","0.257359583467758","3"
"Single","1990","general elemantary","Rural Area","261","0.251404042180829","0.222773889411277","0.280034194950381","3"
"Single","1990","middle vocational","Urban Area","968","0.221032913072134","0.20875281584986","0.233313010294409","3"
"Single","1990","middle vocational","Rural Area","495","0.197191760961845","0.182017268174556","0.212366253749135","3"
"Single","1990","vocational + Abi","Urban Area","106","0.485516504316513","0.427894694839232","0.543138313793793","3"
"Single","1990","vocational + Abi","Rural Area","35","0.499673937417547","0.392106962105167","0.607240912729927","3"
"Single","1990","higher vocational","Urban Area","61","0.154902440623588","0.122834120120922","0.186970761126254","3"
"Single","1990","higher vocational","Rural Area","24","","","","3"
"Single","1990","higher education","Urban Area","152","0.195925116369512","0.171361577856962","0.220488654882062","3"
"Single","1990","higher education","Rural Area","57","0.136368478777005","0.110460150979316","0.162276806574693","3"
"Widowed","1990","in school","Urban Area","","","","","5"
"Widowed","1990","in school","Rural Area","","","","","5"
"Widowed","1990","inadequately","Urban Area","20","","","","5"
"Widowed","1990","inadequately","Rural Area","4","","","","5"
"Widowed","1990","general elemantary","Urban Area","243","0.207047302752937","0.189696702407533","0.224397903098341","5"
"Widowed","1990","general elemantary","Rural Area","129","0.20380962198148","0.177224748207973","0.230394495754987","5"
"Widowed","1990","middle vocational","Urban Area","256","0.0971497580997845","0.0883849482526473","0.105914567946922","5"
"Widowed","1990","higher vocational","Rural Area","11","","","","5"
"Widowed","1990","higher education","Urban Area","28","","","","5"
"Widowed","1990","higher education","Rural Area","11","","","","5"
"Widowed","1990","middle vocational","Rural Area","143","0.0838715492715832","0.0732997378325407","0.0944433607106258","5"
"Widowed","1990","vocational + Abi","Urban Area","7","","","","5"
"Widowed","1990","vocational + Abi","Rural Area","1","","","","5"
"Widowed","1990","higher vocational","Urban Area","32","0.102088836621071","0.0752539679424622","0.128923705299681","5"
"Divorced","1991","in school","Urban Area","","","","","4"
"Divorced","1991","in school","Rural Area","","","","","4"
"Divorced","1991","inadequately","Urban Area","20","","","","4"
"Divorced","1991","inadequately","Rural Area","4","","","","4"
"Divorced","1991","general elemantary","Urban Area","71","0.0467493528932605","0.0375206339793027","0.0559780718072183","4"
"Divorced","1991","general elemantary","Rural Area","34","0.0472084354893691","0.0328832319620053","0.061533639016733","4"
"Divorced","1991","middle vocational","Urban Area","228","0.0673605424132564","0.0598593596257277","0.0748617252007852","4"
"Divorced","1991","middle vocational","Rural Area","134","0.0676475284943416","0.0579530898838952","0.0773419671047881","4"
"Divorced","1991","vocational + Abi","Urban Area","7","","","","4"
"Divorced","1991","vocational + Abi","Rural Area","1","","","","4"
"Divorced","1991","higher vocational","Urban Area","19","","","","4"
"Divorced","1991","higher vocational","Rural Area","9","","","","4"
"Divorced","1991","higher education","Urban Area","80","0.104215257413714","0.0851922688374517","0.123238245989976","4"
"Divorced","1991","higher education","Rural Area","29","","","","4"
"Married","1991","in school","Urban Area","","","","","1"
"Married","1991","in school","Rural Area","","","","","1"
"Married","1991","inadequately","Urban Area","421","0.612554392241755","0.571877291439346","0.653231493044164","1"
"Married","1991","inadequately","Rural Area","63","0.420641521959112","0.328804803920218","0.512478239998006","1"
"Married","1991","general elemantary","Urban Area","1132","0.49558827006832","0.473730635525719","0.517445904610921","1"
"Married","1991","general elemantary","Rural Area","421","0.474497902862626","0.440769449976607","0.508226355748645","1"
"Married","1991","middle vocational","Urban Area","2785","0.593650007315802","0.578951087026264","0.608348927605341","1"
"Married","1991","middle vocational","Rural Area","1762","0.623802739497975","0.6051028910135","0.64250258798245","1"
"Married","1991","vocational + Abi","Urban Area","173","0.47764414346281","0.420644446636878","0.534643840288742","1"
"Married","1991","vocational + Abi","Rural Area","46","0.502230989800036","0.394665062410395","0.609796917189676","1"
"Married","1991","higher vocational","Urban Area","358","0.679353437742843","0.637425278378113","0.721281597107572","1"
"Married","1991","higher vocational","Rural Area","237","0.773285611293397","0.724242435861385","0.822328786725408","1"
"Married","1991","higher education","Urban Area","720","0.642226467297185","0.612382299835592","0.672070634758778","1"
"Married","1991","higher education","Rural Area","566","0.780877568625186","0.74960249452434","0.812152642726031","1"
"Married, but separated","1991","in school","Urban Area","","","","","2"
"Married, but separated","1991","in school","Rural Area","","","","","2"
"Married, but separated","1991","inadequately","Urban Area","22","","","","2"
"Married, but separated","1991","inadequately","Rural Area","3","","","","2"
"Married, but separated","1991","general elemantary","Urban Area","51","0.0249997147498441","0.0181744427994291","0.0318249867002591","2"
"Married, but separated","1991","general elemantary","Rural Area","9","","","","2"
"Married, but separated","1991","middle vocational","Urban Area","75","0.0188380662152831","0.0147693390111022","0.022906793419464","2"
"Married, but separated","1991","middle vocational","Rural Area","30","0.0155006919538044","0.0107321030384616","0.0202692808691472","2"
"Married, but separated","1991","vocational + Abi","Urban Area","3","","","","2"
"Married, but separated","1991","vocational + Abi","Rural Area","1","","","","2"
"Married, but separated","1991","higher vocational","Urban Area","8","","","","2"
"Married, but separated","1991","higher vocational","Rural Area","1","","","","2"
"Married, but separated","1991","higher education","Urban Area","20","","","","2"
"Married, but separated","1991","higher education","Rural Area","4","","","","2"
"Single","1991","in school","Urban Area","122","1","1","1","3"
"Single","1991","in school","Rural Area","40","1","1","1","3"
"Single","1991","inadequately","Urban Area","68","0.22668113034456","0.191722107890353","0.261640152798767","3"
"Single","1991","inadequately","Rural Area","37","0.456641286791748","0.36397590762543","0.549306665958067","3"
"Single","1991","general elemantary","Urban Area","537","0.22152530270502","0.203370815665834","0.239679789744206","3"
"Single","1991","general elemantary","Rural Area","255","0.259294244074919","0.229692905990706","0.288895582159132","3"
"Single","1991","middle vocational","Urban Area","950","0.217033027210506","0.204696165305027","0.229369889115985","3"
"Single","1991","middle vocational","Rural Area","510","0.205355522864556","0.189761927419215","0.220949118309897","3"
"Single","1991","vocational + Abi","Urban Area","107","0.458201857738461","0.401344815741931","0.515058899734992","3"
"Single","1991","vocational + Abi","Rural Area","35","0.46786902988751","0.360524365652063","0.575213694122957","3"
"Single","1991","higher vocational","Urban Area","60","0.154775524686416","0.12228312480816","0.187267924564671","3"
"Single","1991","higher vocational","Rural Area","24","","","","3"
"Single","1991","higher education","Urban Area","145","0.195777631609405","0.171072858303331","0.220482404915478","3"
"Single","1991","higher education","Rural Area","56","0.126536616570028","0.101400746940227","0.151672486199828","3"
"Widowed","1991","in school","Urban Area","","","","","5"
"Widowed","1991","in school","Rural Area","","","","","5"
"Widowed","1991","inadequately","Urban Area","20","","","","5"
"Widowed","1991","inadequately","Rural Area","4","","","","5"
"Widowed","1991","general elemantary","Urban Area","219","0.211137359583555","0.193295780069681","0.228978939097429","5"
"Widowed","1991","general elemantary","Rural Area","123","0.208525061205877","0.18108470416443","0.235965418247325","5"
"Widowed","1991","middle vocational","Urban Area","251","0.103118356845152","0.0940170107912428","0.112219702899062","5"
"Widowed","1991","middle vocational","Rural Area","142","0.0876935171893225","0.0767750729752599","0.0986119614033851","5"
"Widowed","1991","vocational + Abi","Urban Area","5","","","","5"
"Widowed","1991","vocational + Abi","Rural Area","","","","","5"
"Widowed","1991","higher vocational","Urban Area","31","0.101900450432798","0.0747238639761709","0.129077036889424","5"
"Widowed","1991","higher vocational","Rural Area","9","","","","5"
