"pgfamstd","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Married","2011","middle vocational","East Germany","1826","0.48844148915896","0.471564807007808","0.505318171310112","1"
"Married","2011","vocational + Abi","West Germany","1076","0.52656291781156","0.502772384208204","0.550353451414916","1"
"Married","2011","vocational + Abi","East Germany","131","0.329027862603598","0.274950229706879","0.383105495500317","1"
"Married","2011","higher vocational","West Germany","1020","0.632011299645424","0.606613103815487","0.657409495475361","1"
"Married","2011","higher vocational","East Germany","326","0.640860479441177","0.597488174104529","0.684232784777826","1"
"Married","2011","higher education","West Germany","3232","0.560116222934897","0.545832416598921","0.574400029270874","1"
"Married","2011","higher education","East Germany","1050","0.594145837058281","0.569770166864427","0.618521507252135","1"
"Married, but separated","2011","in school","West Germany","","","","","2"
"Married, but separated","2011","in school","East Germany","","","","","2"
"Married, but separated","2011","inadequately","West Germany","12","","","","2"
"Married, but separated","2011","inadequately","East Germany","","","","","2"
"Married, but separated","2011","general elemantary","West Germany","81","0.024058338757678","0.0182010377282876","0.0299156397870685","2"
"Married, but separated","2011","general elemantary","East Germany","8","","","","2"
"Married, but separated","2011","middle vocational","West Germany","257","0.0219029592489166","0.019098816644505","0.0247071018533282","2"
"Married, but separated","2011","middle vocational","East Germany","70","0.0184008366331929","0.0138633117971038","0.022938361469282","2"
"Married, but separated","2011","vocational + Abi","West Germany","66","0.0315326064179908","0.0232059556816893","0.0398592571542923","2"
"Married, but separated","2011","vocational + Abi","East Germany","6","","","","2"
"Married, but separated","2011","higher vocational","West Germany","47","0.0385176858228631","0.0283826812826165","0.0486526903631098","2"
"Married, but separated","2011","higher vocational","East Germany","6","","","","2"
"Married, but separated","2011","higher education","West Germany","135","0.031518277024077","0.0264906522969312","0.0365459017512229","2"
"Married, but separated","2011","higher education","East Germany","30","0.0170375705512165","0.0106136919302557","0.0234614491721773","2"
"Single","2011","general elemantary","East Germany","177","0.436518455952848","0.388570694801771","0.484466217103926","3"
"Single","2011","middle vocational","West Germany","1846","0.234668916273468","0.226549773360731","0.242788059186204","3"
"Single","2011","middle vocational","East Germany","913","0.298386846965375","0.282938861957776","0.313834831972973","3"
"Single","2011","vocational + Abi","West Germany","368","0.327636559376129","0.305272731789277","0.35000038696298","3"
"Single","2011","vocational + Abi","East Germany","129","0.541593521719254","0.484246456720406","0.598940586718103","3"
"Single","2011","higher vocational","West Germany","177","0.198580194572616","0.177570429040811","0.219589960104421","3"
"Single","2011","higher vocational","East Germany","69","0.185210998706549","0.15009094852431","0.220331048888788","3"
"Single","2011","higher education","West Germany","826","0.289859647918032","0.276803896259706","0.302915399576357","3"
"Single","2011","higher education","East Germany","245","0.187515186482673","0.168139777318849","0.206890595646497","3"
"Single","2011","in school","West Germany","768","1","1","1","3"
"Single","2011","in school","East Germany","109","1","1","1","3"
"Single","2011","inadequately","West Germany","81","0.237406836260652","0.193453696424719","0.281359976096585","3"
"Single","2011","inadequately","East Germany","32","0.765217898830542","0.645308693515614","0.88512710414547","3"
"Single","2011","general elemantary","West Germany","725","0.278852800960869","0.261711165143345","0.295994436778392","3"
"Widowed","2011","in school","West Germany","","","","","5"
"Widowed","2011","in school","East Germany","","","","","5"
"Widowed","2011","inadequately","West Germany","26","","","","5"
"Widowed","2011","inadequately","East Germany","3","","","","5"
"Widowed","2011","general elemantary","West Germany","307","0.181436443827642","0.166705137410226","0.196167750245057","5"
"Widowed","2011","general elemantary","East Germany","65","0.20817766477425","0.168925996459744","0.247429333088755","5"
"Widowed","2011","middle vocational","West Germany","645","0.0936708779207192","0.088088708817999","0.0992530470234393","5"
"Widowed","2011","middle vocational","East Germany","207","0.0757253276276858","0.0667932138343304","0.0846574414210411","5"
"Widowed","2011","vocational + Abi","West Germany","33","0.033601301237301","0.0250150394026913","0.0421875630719107","5"
"Widowed","2011","vocational + Abi","East Germany","6","","","","5"
"Widowed","2011","higher vocational","West Germany","32","0.0345423078716873","0.0249247346107025","0.044159881132672","5"
"Widowed","2011","higher vocational","East Germany","32","0.075601365024536","0.0517016001546802","0.0995011298943919","5"
"Widowed","2011","higher education","West Germany","129","0.0374538918899201","0.0319900873807162","0.0429176963991239","5"
"Widowed","2011","higher education","East Germany","79","0.0817731774541393","0.0681710932952464","0.0953752616130321","5"
"Divorced","2012","general elemantary","East Germany","39","0.0883987526376275","0.0602252196504811","0.116572285624774","4"
"Divorced","2012","middle vocational","West Germany","1072","0.102112192644362","0.0962451713659115","0.107979213922812","4"
"Divorced","2012","middle vocational","East Germany","347","0.115295105343189","0.104437795452182","0.126152415234197","4"
"Divorced","2012","vocational + Abi","West Germany","181","0.0803810866321628","0.0673256477424807","0.0934365255218449","4"
"Divorced","2012","vocational + Abi","East Germany","17","","","","4"
"Divorced","2012","higher vocational","West Germany","120","0.101686802543343","0.08545591889824","0.117917686188446","4"
"Divorced","2012","higher vocational","East Germany","34","0.0732758261852906","0.0499149164930155","0.0966367358775658","4"
"Divorced","2012","higher education","West Germany","342","0.0798672901006864","0.0720410269533146","0.0876935532480581","4"
"Divorced","2012","higher education","East Germany","148","0.112141798574338","0.0963566212445177","0.127926975904157","4"
"Divorced","2012","in school","West Germany","","","","","4"
"Divorced","2012","in school","East Germany","","","","","4"
"Divorced","2012","inadequately","West Germany","37","0.137099038806314","0.100431021956097","0.173767055656531","4"
"Divorced","2012","inadequately","East Germany","3","","","","4"
"Divorced","2012","general elemantary","West Germany","242","0.0796805191499108","0.069273573176859","0.0900874651229627","4"
"Married","2012","in school","West Germany","1","","","","1"
"Married","2012","in school","East Germany","","","","","1"
"Married","2012","inadequately","West Germany","183","0.47322410660861","0.419996600673696","0.526451612543524","1"
"Married","2012","inadequately","East Germany","10","","","","1"
"Married","2012","general elemantary","West Germany","1257","0.459942225731933","0.440788658639894","0.479095792823973","1"
"Married","2012","general elemantary","East Germany","120","0.263887730169046","0.220145853204513","0.307629607133579","1"
"Married","2012","middle vocational","West Germany","6429","0.555187066000298","0.545558176591301","0.564815955409295","1"
"Married","2012","middle vocational","East Germany","1832","0.503305838310774","0.486308610502423","0.520303066119125","1"
"Married","2012","vocational + Abi","West Germany","1024","0.526961611744728","0.502987182599321","0.550936040890134","1"
"Married","2012","vocational + Abi","East Germany","134","0.339263953658387","0.285687949052744","0.39283995826403","1"
"Married","2012","higher vocational","West Germany","970","0.635706223886585","0.609862797913658","0.661549649859513","1"
"Married","2012","higher vocational","East Germany","332","0.610435340958252","0.566719005203691","0.654151676712813","1"
"Married","2012","higher education","West Germany","3182","0.572039826141556","0.557755506904228","0.586324145378883","1"
"Married","2012","higher education","East Germany","1034","0.588975173738747","0.564361500951756","0.613588846525738","1"
"Married, but separated","2012","in school","West Germany","","","","","2"
"Married, but separated","2012","in school","East Germany","","","","","2"
"Married, but separated","2012","inadequately","West Germany","12","","","","2"
"Married, but separated","2012","inadequately","East Germany","1","","","","2"
"Married, but separated","2012","general elemantary","West Germany","83","0.0243847279448134","0.0184571650982055","0.0303122907914214","2"
"Married, but separated","2012","general elemantary","East Germany","7","","","","2"
"Married, but separated","2012","middle vocational","West Germany","267","0.0219900384966306","0.0191485070983282","0.0248315698949331","2"
"Married, but separated","2012","middle vocational","East Germany","64","0.0173065239428102","0.0128731787944649","0.0217398690911555","2"
"Married, but separated","2012","vocational + Abi","West Germany","67","0.0351331627987923","0.0262921319397305","0.0439741936578542","2"
"Married, but separated","2012","vocational + Abi","East Germany","4","","","","2"
"Married, but separated","2012","higher vocational","West Germany","41","0.0358143484409163","0.0258349390789937","0.045793757802839","2"
"Married, but separated","2012","higher vocational","East Germany","9","","","","2"
"Married, but separated","2012","higher education","West Germany","128","0.0285607940001484","0.0237519832162002","0.0333696047840966","2"
"Married, but separated","2012","higher education","East Germany","29","","","","2"
"Single","2012","general elemantary","East Germany","164","0.42456374534256","0.375508454975658","0.473619035709461","3"
"Single","2012","middle vocational","West Germany","1832","0.232918786856791","0.22472865755555","0.241108916158031","3"
"Single","2012","middle vocational","East Germany","868","0.285865344849419","0.270505444695139","0.3012252450037","3"
"Single","2012","vocational + Abi","West Germany","357","0.318303707894739","0.295935720607693","0.340671695181786","3"
"Single","2012","in school","West Germany","798","0.997328425713323","0.993749296088277","1.00090755533837","3"
"Single","2012","in school","East Germany","111","1","1","1","3"
"Single","2012","inadequately","West Germany","83","0.245094251017943","0.199237564613276","0.290950937422611","3"
"Single","2012","inadequately","East Germany","33","0.708250633723082","0.580974053562719","0.835527213883446","3"
"Single","2012","general elemantary","West Germany","737","0.276964088465496","0.259766419707798","0.294161757223194","3"
"Single","2012","vocational + Abi","East Germany","139","0.548092378204195","0.491775421491016","0.604409334917373","3"
"Single","2012","higher vocational","West Germany","167","0.195458914255714","0.174162924303249","0.216754904208179","3"
"Single","2012","higher vocational","East Germany","70","0.226802725310849","0.189261932990301","0.264343517631398","3"
"Single","2012","higher education","West Germany","826","0.2837675395271","0.270752272157247","0.296782806896953","3"
"Single","2012","higher education","East Germany","244","0.199747018012879","0.179746202499756","0.219747833526001","3"
"Widowed","2012","in school","West Germany","","","","","5"
"Widowed","2012","in school","East Germany","","","","","5"
"Widowed","2012","inadequately","West Germany","23","","","","5"
"Widowed","2012","inadequately","East Germany","2","","","","5"
"Widowed","2012","general elemantary","West Germany","282","0.159028438707846","0.144974243954831","0.173082633460861","5"
"Widowed","2012","general elemantary","East Germany","60","0.208710382880553","0.168377845174004","0.249042920587101","5"
"Widowed","2012","middle vocational","West Germany","632","0.0877919160019186","0.0823086154994202","0.093275216504417","5"
"Widowed","2012","middle vocational","East Germany","213","0.0782271875538074","0.069098499027863","0.0873558760797517","5"
"Widowed","2012","vocational + Abi","West Germany","37","0.039220430929578","0.0298990844194445","0.0485417774397115","5"
"Widowed","2012","vocational + Abi","East Germany","6","","","","5"
"Widowed","2012","higher vocational","West Germany","34","0.0313337108734409","0.0219777372782576","0.0406896844686243","5"
"Widowed","2012","higher vocational","East Germany","33","0.0719334320668497","0.0487707365792929","0.0950961275544066","5"
"Widowed","2012","higher education","West Germany","131","0.0357645502305098","0.0304033420954358","0.0411257583655838","5"
"Widowed","2012","higher education","East Germany","80","0.0809873580269934","0.0673395388522605","0.0946351772017262","5"
"Divorced","2013","in school","West Germany","2","","","","4"
"Divorced","2013","in school","East Germany","","","","","4"
"Divorced","2013","inadequately","West Germany","59","0.15252461161924","0.122983592817107","0.182065630421372","4"
"Divorced","2013","inadequately","East Germany","2","","","","4"
"Divorced","2013","general elemantary","West Germany","288","0.0762981759085571","0.0673510351952006","0.0852453166219136","4"
"Divorced","2013","general elemantary","East Germany","35","0.0654713087912503","0.0420645502042241","0.0888780673782765","4"
"Divorced","2013","middle vocational","West Germany","1105","0.100881977635969","0.095248175074198","0.10651578019774","4"
"Divorced","2013","middle vocational","East Germany","333","0.114415956801646","0.103380180328067","0.125451733275224","4"
"Divorced","2013","vocational + Abi","West Germany","225","0.0945042812545383","0.0818411793193887","0.107167383189688","4"
"Divorced","2013","vocational + Abi","East Germany","16","","","","4"
"Divorced","2013","higher vocational","West Germany","131","0.107609584712237","0.0907252528715805","0.124493916552893","4"
"Divorced","2013","higher vocational","East Germany","33","0.0835289998652966","0.0575583479954981","0.109499651735095","4"
"Divorced","2013","higher education","West Germany","399","0.0847154947727189","0.0772180959749621","0.0922128935704758","4"
"Divorced","2013","higher education","East Germany","142","0.108750677926138","0.0932817973211031","0.124219558531174","4"
"Married","2013","inadequately","East Germany","23","","","","1"
"Married","2013","general elemantary","West Germany","1680","0.467660455881115","0.450844522510132","0.484476389252098","1"
"Married","2013","general elemantary","East Germany","141","0.26091235964876","0.219358177319034","0.302466541978486","1"
"Married","2013","middle vocational","West Germany","6722","0.544105445307843","0.534788785958831","0.553422104656855","1"
"Married","2013","in school","West Germany","3","","","","1"
"Married","2013","in school","East Germany","","","","","1"
"Married","2013","inadequately","West Germany","356","0.50232351055407","0.461240971870545","0.543406049237595","1"
"Married","2013","middle vocational","East Germany","1778","0.502035119010417","0.484700627261809","0.519369610759025","1"
"Married","2013","vocational + Abi","West Germany","1284","0.501432235992886","0.479788143404035","0.523076328581738","1"
"Married","2013","vocational + Abi","East Germany","168","0.434617917384055","0.380220587421517","0.489015247346593","1"
"Married","2013","higher vocational","West Germany","930","0.632615280521455","0.606348228377303","0.658882332665608","1"
"Married","2013","higher vocational","East Germany","301","0.624387590618044","0.578930467793927","0.669844713442162","1"
"Married","2013","higher education","West Germany","3631","0.558088717624491","0.5447175203129","0.571459914936081","1"
"Married","2013","higher education","East Germany","1044","0.59152967584345","0.567105955514972","0.615953396171928","1"
"Married, but separated","2013","in school","West Germany","1","","","","2"
"Married, but separated","2013","in school","East Germany","","","","","2"
"Married, but separated","2013","inadequately","West Germany","17","","","","2"
"Married, but separated","2013","inadequately","East Germany","2","","","","2"
"Married, but separated","2013","general elemantary","West Germany","82","0.0230995485876418","0.0180367786687643","0.0281623185065193","2"
"Married, but separated","2013","general elemantary","East Germany","5","","","","2"
"Married, but separated","2013","middle vocational","West Germany","302","0.0237098441726189","0.0208638088704676","0.0265558794747701","2"
"Married, but separated","2013","middle vocational","East Germany","78","0.0200248415131187","0.0151681917790783","0.0248814912471591","2"
"Married, but separated","2013","vocational + Abi","West Germany","67","0.0261201499367043","0.0192159766459025","0.0330243232275061","2"
"Married, but separated","2013","vocational + Abi","East Germany","8","","","","2"
"Married, but separated","2013","higher vocational","West Germany","38","0.0360610842316828","0.025902689139592","0.0462194793237736","2"
"Married, but separated","2013","higher vocational","East Germany","9","","","","2"
"Married, but separated","2013","higher education","West Germany","148","0.0270132421149798","0.0226481546360144","0.0313783295939451","2"
"Married, but separated","2013","higher education","East Germany","33","0.0161761762723571","0.00990801881377012","0.0224443337309441","2"
"Single","2013","in school","West Germany","909","0.996050153788819","0.991986017712334","1.0001142898653","3"
"Single","2013","in school","East Germany","150","1","1","1","3"
"Single","2013","inadequately","West Germany","110","0.219750391627181","0.185727316325917","0.253773466928446","3"
"Single","2013","inadequately","East Germany","31","0.649899076852345","0.532112064995556","0.767686088709134","3"
"Single","2013","general elemantary","West Germany","1056","0.281589732603306","0.266431241877454","0.296748223329158","3"
"Single","2013","general elemantary","East Germany","189","0.431280112447399","0.384415139719848","0.478145085174949","3"
"Single","2013","middle vocational","West Germany","2235","0.240121537415083","0.232131034704782","0.248112040125384","3"
"Single","2013","middle vocational","East Germany","797","0.282894830881184","0.267279591791873","0.298510069970495","3"
"Single","2013","vocational + Abi","West Germany","425","0.329629608079034","0.309280673297313","0.349978542860755","3"
"Single","2013","vocational + Abi","East Germany","120","0.44226647981401","0.387765019974026","0.496767939653994","3"
"Single","2013","higher vocational","West Germany","162","0.186475468725149","0.165253917156239","0.207697020294059","3"
"Single","2013","higher vocational","East Germany","59","0.187514870051434","0.150876983489033","0.224152756613836","3"
"Single","2013","higher education","West Germany","989","0.294720139252641","0.282444707404263","0.306995571101019","3"
"Single","2013","higher education","East Germany","258","0.205256637232436","0.185188578922542","0.225324695542331","3"
"Widowed","2013","in school","West Germany","","","","","5"
"Widowed","2013","in school","East Germany","","","","","5"
"Widowed","2013","inadequately","West Germany","27","","","","5"
"Widowed","2013","inadequately","East Germany","5","","","","5"
"Widowed","2013","general elemantary","West Germany","276","0.15135208701938","0.139273412736784","0.163430761301976","5"
"Widowed","2013","general elemantary","East Germany","59","0.227986962273491","0.188287304013571","0.26768662053341","5"
"Widowed","2013","middle vocational","West Germany","614","0.0911811954684865","0.0857962938771382","0.0965660970598349","5"
"Widowed","2013","middle vocational","East Germany","210","0.080629251793634","0.0711900262934904","0.0900684772937776","5"
"Widowed","2013","vocational + Abi","West Germany","49","0.0483137247368368","0.0390314733957495","0.0575959760779242","5"
"Widowed","2013","vocational + Abi","East Germany","7","","","","5"
"Widowed","2013","higher vocational","West Germany","33","0.0372385818094763","0.0269219754872785","0.0475551881316741","5"
"Widowed","2013","higher vocational","East Germany","34","0.0840520113857937","0.058007614289306","0.110096408482281","5"
"Widowed","2013","higher education","West Germany","132","0.0354624062351696","0.0304828021885937","0.0404420102817455","5"
"Widowed","2013","higher education","East Germany","79","0.0782868327256182","0.0649397745916867","0.0916338908595497","5"
"Divorced","2014","in school","West Germany","1","","","","4"
"Divorced","2014","in school","East Germany","","","","","4"
"Divorced","2014","inadequately","West Germany","48","0.168419878692898","0.133765524597075","0.20307423278872","4"
"Divorced","2014","inadequately","East Germany","5","","","","4"
"Divorced","2014","general elemantary","West Germany","238","0.0777627841626928","0.0678997919769164","0.0876257763484692","4"
"Divorced","2014","general elemantary","East Germany","32","0.0726829039202502","0.0473044399458196","0.0980613678946808","4"
"Divorced","2014","middle vocational","West Germany","993","0.10458918893973","0.0985023327580877","0.110676045121373","4"
"Divorced","2014","middle vocational","East Germany","280","0.109100428048889","0.0976884258427415","0.120512430255036","4"
"Divorced","2014","vocational + Abi","West Germany","193","0.0934531535295617","0.0798316388500619","0.107074668209061","4"
"Divorced","2014","vocational + Abi","East Germany","14","","","","4"
"Divorced","2014","higher vocational","West Germany","122","0.119246288513956","0.100825558383524","0.137667018644388","4"
"Divorced","2014","higher vocational","East Germany","30","0.0948582385827873","0.0664258177290548","0.12329065943652","4"
"Divorced","2014","higher education","West Germany","358","0.0845510767032667","0.0766690414274774","0.0924331119790561","4"
"Divorced","2014","higher education","East Germany","139","0.114683292639969","0.0982485124027576","0.131118072877181","4"
"Married","2014","in school","West Germany","","","","","1"
"Married","2014","in school","East Germany","","","","","1"
"Married","2014","inadequately","West Germany","274","0.509424762399615","0.463133191237116","0.555716333562115","1"
"Married","2014","inadequately","East Germany","17","","","","1"
"Married","2014","general elemantary","West Germany","1371","0.455167632301147","0.436826818481412","0.473508446120882","1"
"Married","2014","general elemantary","East Germany","126","0.222651787147916","0.181983492689185","0.263320081606648","1"
"Married","2014","middle vocational","West Germany","5898","0.535787088148057","0.525867509942041","0.545706666354074","1"
"Married","2014","middle vocational","East Germany","1625","0.514371891224998","0.4960772133681","0.532666569081896","1"
"Married","2014","vocational + Abi","West Germany","1106","0.511251572854478","0.487858174759069","0.534644970949886","1"
"Married","2014","vocational + Abi","East Germany","152","0.376763478611849","0.321653440315928","0.43187351690777","1"
"Married","2014","higher vocational","West Germany","865","0.629390616322716","0.601938520813617","0.656842711831814","1"
"Married","2014","higher vocational","East Germany","284","0.608730857347958","0.561375570954739","0.656086143741177","1"
"Married","2014","higher education","West Germany","3252","0.551498024056209","0.537407864708801","0.565588183403616","1"
"Married","2014","higher education","East Germany","960","0.575579996079832","0.550087329674712","0.601072662484953","1"
"Married, but separated","2014","in school","West Germany","1","","","","2"
"Married, but separated","2014","in school","East Germany","","","","","2"
"Married, but separated","2014","inadequately","West Germany","11","","","","2"
"Married, but separated","2014","inadequately","East Germany","","","","","2"
"Married, but separated","2014","general elemantary","West Germany","69","0.0259252505532205","0.0200725124563351","0.031777988650106","2"
"Married, but separated","2014","general elemantary","East Germany","4","","","","2"
"Married, but separated","2014","middle vocational","West Germany","233","0.0228722239703283","0.019898721161965","0.0258457267786915","2"
"Married, but separated","2014","middle vocational","East Germany","65","0.0246495222607917","0.0189738298878158","0.0303252146337675","2"
"Married, but separated","2014","vocational + Abi","West Germany","57","0.0326316215028283","0.0243168835326246","0.0409463594730319","2"
"Married, but separated","2014","vocational + Abi","East Germany","6","","","","2"
"Married, but separated","2014","higher vocational","West Germany","33","0.0444478785470367","0.0327337530377793","0.0561620040562941","2"
"Married, but separated","2014","higher vocational","East Germany","7","","","","2"
"Married, but separated","2014","higher education","West Germany","135","0.0256819042051301","0.0212003800759414","0.0301634283343188","2"
"Married, but separated","2014","higher education","East Germany","33","0.0166465016742225","0.0100474608152524","0.0232455425331925","2"
"Single","2014","in school","West Germany","761","0.986698825525451","0.978570087583493","0.994827563467409","3"
"Single","2014","in school","East Germany","117","1","1","1","3"
"Single","2014","inadequately","West Germany","97","0.224485306665874","0.185848781601509","0.263121831730238","3"
"Single","2014","inadequately","East Germany","31","0.663403441163392","0.539638461921368","0.787168420405417","3"
"Single","2014","general elemantary","West Germany","902","0.289343431628793","0.272642597307244","0.306044265950342","3"
"Single","2014","general elemantary","East Germany","181","0.457416653022069","0.40871717789785","0.506116128146288","3"
"Single","2014","middle vocational","West Germany","1997","0.243482156340405","0.234945621174519","0.252018691506291","3"
"Single","2014","middle vocational","East Germany","695","0.267342117205006","0.251141985347246","0.283542249062766","3"
"Single","2014","vocational + Abi","West Germany","352","0.312017341142435","0.290334738639158","0.333699943645712","3"
"Single","2014","vocational + Abi","East Germany","118","0.507185658835627","0.450327208671093","0.56404410900016","3"
"Single","2014","higher vocational","West Germany","138","0.170609508558641","0.149228001850061","0.19199101526722","3"
"Single","2014","higher vocational","East Germany","54","0.191648247038855","0.153456403075807","0.229840091001904","3"
"Single","2014","higher education","West Germany","908","0.299863937668361","0.2868827303019","0.312845145034821","3"
"Single","2014","higher education","East Germany","233","0.213572439631304","0.192434314659542","0.234710564603065","3"
"Widowed","2014","in school","West Germany","","","","","5"
"Widowed","2014","in school","East Germany","","","","","5"
"Widowed","2014","inadequately","West Germany","18","","","","5"
"Widowed","2014","inadequately","East Germany","3","","","","5"
"Widowed","2014","general elemantary","West Germany","252","0.151800901354146","0.138585281279622","0.16501652142867","5"
"Widowed","2014","general elemantary","East Germany","59","0.233163830856066","0.191828925268161","0.274498736443971","5"
"Widowed","2014","middle vocational","West Germany","589","0.0932693426014787","0.0874850922205823","0.0990535929823752","5"
"Widowed","2014","middle vocational","East Germany","202","0.0845360412603155","0.0743530393961621","0.0947190431244688","5"
"Widowed","2014","vocational + Abi","West Germany","46","0.0506463109706975","0.0403845657846392","0.0609080561567559","5"
"Widowed","2014","vocational + Abi","East Germany","7","","","","5"
"Widowed","2014","higher vocational","West Germany","31","0.0363057080576507","0.0256737253260457","0.0469376907892556","5"
"Widowed","2014","higher vocational","East Germany","33","0.0857887297039159","0.0586145518499521","0.11296290755788","5"
"Widowed","2014","higher education","West Germany","133","0.0384050573670336","0.0329606321324856","0.0438494826015817","5"
"Widowed","2014","higher education","East Germany","79","0.0795177699746722","0.0655635908086507","0.0934719491406937","5"
"Divorced","2015","in school","West Germany","","","","","4"
"Divorced","2015","in school","East Germany","","","","","4"
"Divorced","2015","inadequately","West Germany","43","0.165692047648174","0.132534030657476","0.198850064638873","4"
"Divorced","2015","inadequately","East Germany","4","","","","4"
"Divorced","2015","general elemantary","West Germany","224","0.0850406063684971","0.0745635723370073","0.0955176403999868","4"
"Divorced","2015","general elemantary","East Germany","30","0.068051294824104","0.0428631211006124","0.0932394685475955","4"
"Divorced","2015","middle vocational","West Germany","934","0.109396279908437","0.103095012610781","0.115697547206092","4"
"Divorced","2015","middle vocational","East Germany","271","0.113242706926151","0.101424713081754","0.125060700770548","4"
"Divorced","2015","vocational + Abi","West Germany","199","0.100607328723227","0.0869771773682158","0.114237480078238","4"
"Divorced","2015","vocational + Abi","East Germany","14","","","","4"
"Divorced","2015","higher vocational","West Germany","115","0.124877453317427","0.105653824217934","0.14410108241692","4"
"Divorced","2015","higher vocational","East Germany","30","0.0927280003433818","0.0642679381826999","0.121188062504064","4"
"Divorced","2015","higher education","West Germany","348","0.0849672634314079","0.0772478075174484","0.0926867193453674","4"
"Divorced","2015","higher education","East Germany","133","0.110592149826497","0.0943198576397345","0.12686444201326","4"
"Married","2015","in school","West Germany","3","","","","1"
"Married","2015","vocational + Abi","West Germany","1170","0.517841107453951","0.495199641150827","0.540482573757075","1"
"Married","2015","vocational + Abi","East Germany","144","0.353461942801618","0.298442337679716","0.40848154792352","1"
"Married","2015","higher education","East Germany","940","0.550910551364542","0.52510322135681","0.576717881372274","1"
"Married","2015","in school","East Germany","1","","","","1"
"Married","2015","inadequately","West Germany","275","0.449257762912863","0.404897254706064","0.493618271119662","1"
"Married","2015","inadequately","East Germany","19","","","","1"
"Married","2015","general elemantary","West Germany","1282","0.439658381569183","0.421015699686396","0.45830106345197","1"
"Married","2015","general elemantary","East Germany","121","0.214848894338833","0.173769345651028","0.255928443026639","1"
"Married","2015","middle vocational","West Germany","5663","0.530769381543246","0.52069471974979","0.540844043336702","1"
"Married","2015","middle vocational","East Germany","1532","0.494769224915229","0.476123361806362","0.513415088024096","1"
"Married","2015","higher vocational","West Germany","825","0.626794987218985","0.598669800339657","0.654920174098313","1"
"Married","2015","higher vocational","East Germany","271","0.582761502932249","0.534377782877229","0.631145222987269","1"
"Married","2015","higher education","West Germany","3373","0.538297799036183","0.5244960274941","0.552099570578266","1"
"Married, but separated","2015","in school","West Germany","1","","","","2"
"Married, but separated","2015","in school","East Germany","","","","","2"
"Married, but separated","2015","inadequately","West Germany","17","","","","2"
"Married, but separated","2015","inadequately","East Germany","1","","","","2"
"Married, but separated","2015","higher vocational","East Germany","8","","","","2"
"Married, but separated","2015","higher education","West Germany","141","0.0245619075530523","0.0202766842117649","0.0288471308943397","2"
"Married, but separated","2015","higher education","East Germany","25","","","","2"
"Married, but separated","2015","general elemantary","West Germany","68","0.0285667618538115","0.0223098324196139","0.034823691288009","2"
"Married, but separated","2015","general elemantary","East Germany","3","","","","2"
"Married, but separated","2015","middle vocational","West Germany","228","0.0229819205207934","0.0199568964648363","0.0260069445767506","2"
"Married, but separated","2015","middle vocational","East Germany","81","0.0289909077362207","0.0227337254226435","0.035248090049798","2"
"Married, but separated","2015","vocational + Abi","West Germany","55","0.0228643508407585","0.0160915537580502","0.0296371479234669","2"
"Married, but separated","2015","vocational + Abi","East Germany","9","","","","2"
"Married, but separated","2015","higher vocational","West Germany","35","0.0422354256273161","0.0305397114163066","0.0539311398383256","2"
"Single","2015","in school","West Germany","648","0.996248638296751","0.991556156097705","1.0009411204958","3"
"Single","2015","in school","East Germany","122","0.99697844968094","0.987278860592365","1.00667803876951","3"
"Single","2015","inadequately","West Germany","132","0.26012515623206","0.221001013618228","0.299249298845892","3"
"Single","2015","inadequately","East Germany","25","","","","3"
"Single","2015","general elemantary","West Germany","917","0.292865313952025","0.275772667496559","0.309957960407491","3"
"Single","2015","general elemantary","East Germany","173","0.465995482261881","0.416101772358079","0.515889192165683","3"
"Single","2015","middle vocational","West Germany","2056","0.244514200276854","0.235837600423484","0.253190800130225","3"
"Single","2015","middle vocational","East Germany","675","0.274508300095434","0.257865353553704","0.291151246637164","3"
"Single","2015","vocational + Abi","West Germany","399","0.305517764204846","0.284645959544096","0.326389568865595","3"
"Single","2015","higher vocational","East Germany","54","0.193345524216882","0.1545954553567","0.232095593077064","3"
"Single","2015","higher education","West Germany","1018","0.314864484079828","0.302005915117665","0.327723053041992","3"
"Single","2015","higher education","East Germany","251","0.246240824565688","0.223887998499884","0.268593650631493","3"
"Single","2015","vocational + Abi","East Germany","115","0.50588188215519","0.448339340051808","0.563424424258572","3"
"Single","2015","higher vocational","West Germany","130","0.174656600036401","0.152578140545089","0.196735059527714","3"
"Widowed","2015","in school","West Germany","","","","","5"
"Widowed","2015","in school","East Germany","","","","","5"
"Widowed","2015","inadequately","West Germany","16","","","","5"
"Widowed","2015","inadequately","East Germany","4","","","","5"
"Widowed","2015","general elemantary","West Germany","232","0.153868936256483","0.140316462787013","0.167421409725954","5"
"Widowed","2015","general elemantary","East Germany","57","0.250061777016159","0.206748715717745","0.293374838314573","5"
"Widowed","2015","middle vocational","West Germany","545","0.0923382177506692","0.0864938552972803","0.0981825802040582","5"
"Widowed","2015","middle vocational","East Germany","203","0.0884888603269662","0.0778972609580978","0.0990804596958346","5"
"Widowed","2015","vocational + Abi","West Germany","48","0.0531694487772181","0.0430027862545244","0.0633361112999117","5"
"Widowed","2015","vocational + Abi","East Germany","8","","","","5"
"Widowed","2015","higher vocational","West Germany","31","0.0314355337998705","0.0212886284094181","0.0415824391903228","5"
"Widowed","2015","higher vocational","East Germany","36","0.108774658359091","0.0782240916584574","0.139325225059725","5"
