"pgfamstd","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Married, but separated","1986","Brandenburg","Employed","","","","","2"
"Married, but separated","1986","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"Married, but separated","1986","Bavaria","Not Employed","8","","","","2"
"Married, but separated","1986","Bavaria","Employed","26","","","","2"
"Married, but separated","1986","Berlin","Not Employed","1","","","","2"
"Married, but separated","1986","Rhineland-Palatinate,Saarland","Employed","8","","","","2"
"Married, but separated","1986","Baden-Württemberg","Not Employed","8","","","","2"
"Married, but separated","1986","Baden-Württemberg","Employed","42","0.0241226885642604","0.0158985039087455","0.0323468732197753","2"
"Married, but separated","1986","Berlin","Employed","15","","","","2"
"Married, but separated","1986","Brandenburg","Not Employed","","","","","2"
"Single","1986","Hamburg","Not Employed","19","","","","3"
"Single","1986","Mecklenburg-Western Pomerania","Employed","","","","","3"
"Single","1986","Schleswig-Holstein","Employed","62","0.303746301404916","0.24213215145794","0.365360451351891","3"
"Single","1986","Saxony","Employed","","","","","3"
"Single","1986","Saxony","Not Employed","","","","","3"
"Single","1986","Mecklenburg-Western Pomerania","Not Employed","","","","","3"
"Single","1986","Saxony-Anhalt","Not Employed","","","","","3"
"Single","1986","Schleswig-Holstein","Not Employed","15","","","","3"
"Single","1986","Hamburg","Employed","37","0.332693513030596","0.257290742877392","0.4080962831838","3"
"Single","1986","Brandenburg","Employed","","","","","3"
"Single","1986","Lower Saxony","Not Employed","122","0.225296836009152","0.1870771636744","0.263516508343905","3"
"Single","1986","Lower Saxony","Employed","177","0.305633733396483","0.270026555463004","0.341240911329962","3"
"Single","1986","Bremen","Not Employed","4","","","","3"
"Single","1986","Bremen","Employed","15","","","","3"
"Single","1986","North Rhine-Westphalia","Not Employed","275","0.204164991613942","0.180786461804822","0.227543521423062","3"
"Single","1986","North Rhine-Westphalia","Employed","402","0.263230542363077","0.242215779382437","0.284245305343717","3"
"Single","1986","Hesse","Not Employed","78","0.166292268605327","0.128756515430861","0.203828021779793","3"
"Single","1986","Hesse","Employed","163","0.289047247032076","0.254410273875908","0.323684220188243","3"
"Single","1986","Rhineland-Palatinate,Saarland","Not Employed","45","0.116962754153001","0.08141627660031","0.152509231705691","3"
"Single","1986","Rhineland-Palatinate,Saarland","Employed","132","0.302526464763593","0.260085290930166","0.344967638597021","3"
"Single","1986","Baden-Württemberg","Not Employed","146","0.195178887618007","0.164303505905665","0.226054269330349","3"
"Single","1986","Baden-Württemberg","Employed","339","0.281915108968499","0.257797766084615","0.306032451852382","3"
"Single","1986","Bavaria","Not Employed","109","0.155010952339212","0.125455093650099","0.184566811028324","3"
"Single","1986","Bavaria","Employed","312","0.29814989717576","0.27203846431236","0.324261330039161","3"
"Single","1986","Berlin","Not Employed","26","","","","3"
"Single","1986","Berlin","Employed","64","0.30029151660671","0.242177720957138","0.358405312256282","3"
"Single","1986","Brandenburg","Not Employed","","","","","3"
"Single","1986","Saxony-Anhalt","Employed","","","","","3"
"Single","1986","Thuringia","Not Employed","","","","","3"
"Single","1986","Thuringia","Employed","","","","","3"
"Widowed","1986","Schleswig-Holstein","Employed","3","","","","5"
"Widowed","1986","Hamburg","Not Employed","19","","","","5"
"Widowed","1986","Mecklenburg-Western Pomerania","Not Employed","","","","","5"
"Widowed","1986","Mecklenburg-Western Pomerania","Employed","","","","","5"
"Widowed","1986","Hamburg","Employed","1","","","","5"
"Widowed","1986","Lower Saxony","Not Employed","60","0.19967490228928","0.163103913166952","0.236245891411607","5"
"Widowed","1986","Lower Saxony","Employed","9","","","","5"
"Widowed","1986","Bremen","Not Employed","15","","","","5"
"Widowed","1986","Bremen","Employed","","","","","5"
"Widowed","1986","Saxony","Not Employed","","","","","5"
"Widowed","1986","Saxony","Employed","","","","","5"
"Widowed","1986","Saxony-Anhalt","Not Employed","","","","","5"
"Widowed","1986","Saxony-Anhalt","Employed","","","","","5"
"Widowed","1986","Thuringia","Not Employed","","","","","5"
"Widowed","1986","Thuringia","Employed","","","","","5"
"Widowed","1986","Schleswig-Holstein","Not Employed","18","","","","5"
"Widowed","1986","Brandenburg","Employed","","","","","5"
"Widowed","1986","North Rhine-Westphalia","Not Employed","144","0.222007869136862","0.197903996415675","0.246111741858049","5"
"Widowed","1986","North Rhine-Westphalia","Employed","19","","","","5"
"Widowed","1986","Hesse","Not Employed","48","0.226469973870079","0.184276421195685","0.268663526544474","5"
"Widowed","1986","Hesse","Employed","6","","","","5"
"Widowed","1986","Rhineland-Palatinate,Saarland","Not Employed","58","0.271198116141315","0.22202459083566","0.32037164144697","5"
"Widowed","1986","Rhineland-Palatinate,Saarland","Employed","10","","","","5"
"Widowed","1986","Baden-Württemberg","Not Employed","81","0.233532487568804","0.20057403867854","0.266490936459069","5"
"Widowed","1986","Baden-Württemberg","Employed","20","","","","5"
"Widowed","1986","Bavaria","Not Employed","77","0.208975307383775","0.175772152140336","0.242178462627215","5"
"Widowed","1986","Bavaria","Employed","22","","","","5"
"Widowed","1986","Berlin","Not Employed","24","","","","5"
"Widowed","1986","Berlin","Employed","2","","","","5"
"Widowed","1986","Brandenburg","Not Employed","","","","","5"
"Divorced","1987","Schleswig-Holstein","Employed","14","","","","4"
"Divorced","1987","Hamburg","Not Employed","6","","","","4"
"Divorced","1987","Hamburg","Employed","20","","","","4"
"Divorced","1987","North Rhine-Westphalia","Not Employed","36","0.0422738897364868","0.0305316671086667","0.0540161123643069","4"
"Divorced","1987","North Rhine-Westphalia","Employed","73","0.055680687677316","0.0447482636078744","0.0666131117467575","4"
"Divorced","1987","Hesse","Not Employed","7","","","","4"
"Divorced","1987","Baden-Württemberg","Employed","43","0.0378774933925632","0.027671524054278","0.0480834627308485","4"
"Divorced","1987","Bavaria","Not Employed","8","","","","4"
"Divorced","1987","Mecklenburg-Western Pomerania","Not Employed","","","","","4"
"Divorced","1987","Mecklenburg-Western Pomerania","Employed","","","","","4"
"Divorced","1987","Saxony","Not Employed","","","","","4"
"Divorced","1987","Thuringia","Employed","","","","","4"
"Divorced","1987","Lower Saxony","Not Employed","8","","","","4"
"Divorced","1987","Lower Saxony","Employed","30","0.0502260753593097","0.033761539735743","0.0666906109828764","4"
"Divorced","1987","Bremen","Not Employed","1","","","","4"
"Divorced","1987","Bremen","Employed","1","","","","4"
"Divorced","1987","Hesse","Employed","29","","","","4"
"Divorced","1987","Rhineland-Palatinate,Saarland","Not Employed","5","","","","4"
"Divorced","1987","Rhineland-Palatinate,Saarland","Employed","17","","","","4"
"Divorced","1987","Baden-Württemberg","Not Employed","15","","","","4"
"Divorced","1987","Saxony","Employed","","","","","4"
"Divorced","1987","Saxony-Anhalt","Not Employed","","","","","4"
"Divorced","1987","Saxony-Anhalt","Employed","","","","","4"
"Divorced","1987","Thuringia","Not Employed","","","","","4"
"Divorced","1987","Schleswig-Holstein","Not Employed","3","","","","4"
"Divorced","1987","Brandenburg","Employed","","","","","4"
"Divorced","1987","Bavaria","Employed","41","0.0461443745621934","0.0341383344607822","0.0581504146636046","4"
"Divorced","1987","Berlin","Not Employed","7","","","","4"
"Divorced","1987","Berlin","Employed","17","","","","4"
"Divorced","1987","Brandenburg","Not Employed","","","","","4"
"Married","1987","North Rhine-Westphalia","Not Employed","671","0.535835939771714","0.506732440071266","0.564939439472161","1"
"Married","1987","North Rhine-Westphalia","Employed","1118","0.620030293335396","0.59688910377539","0.643171482895403","1"
"Married","1987","Hesse","Not Employed","238","0.586552131218353","0.536442082661994","0.636662179774712","1"
"Married","1987","Hesse","Employed","455","0.627992468336613","0.591796859247416","0.66418807742581","1"
"Married","1987","Rhineland-Palatinate,Saarland","Not Employed","204","0.587274686828286","0.532906605359019","0.641642768297553","1"
"Married","1987","Rhineland-Palatinate,Saarland","Employed","275","0.585678863875166","0.540366315794963","0.63099141195537","1"
"Married","1987","Baden-Württemberg","Not Employed","381","0.548057548549228","0.508627525554657","0.5874875715438","1"
"Married","1987","Baden-Württemberg","Employed","892","0.631577823970188","0.605788807791094","0.657366840149282","1"
"Married","1987","Bavaria","Not Employed","354","0.607672521337926","0.566717143927221","0.648627898748631","1"
"Married","1987","Bavaria","Employed","748","0.592212067021735","0.564089504155546","0.620334629887924","1"
"Married","1987","Berlin","Not Employed","53","0.321719744136319","0.236342404934621","0.407097083338016","1"
"Married","1987","Berlin","Employed","146","0.524572296092847","0.462292879973102","0.586851712212592","1"
"Married","1987","Brandenburg","Not Employed","","","","","1"
"Married","1987","Schleswig-Holstein","Not Employed","74","0.59952095928869","0.510352517442808","0.688689401134571","1"
"Married","1987","Schleswig-Holstein","Employed","129","0.61033064925453","0.544214787675028","0.676446510834032","1"
"Married","1987","Hamburg","Not Employed","49","0.504798703332927","0.397236659271918","0.612360747393936","1"
"Married","1987","Hamburg","Employed","81","0.476401200034754","0.39337284465251","0.559429555416999","1"
"Married","1987","Lower Saxony","Not Employed","254","0.560425651912898","0.513458457526734","0.607392846299062","1"
"Married","1987","Lower Saxony","Employed","429","0.612353034474847","0.575625322450328","0.649080746499367","1"
"Married","1987","Bremen","Not Employed","30","0.481478452026899","0.342983188468219","0.619973715585578","1"
"Married","1987","Bremen","Employed","28","","","","1"
"Married","1987","Brandenburg","Employed","","","","","1"
"Married","1987","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Married","1987","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Married","1987","Saxony","Not Employed","","","","","1"
"Married","1987","Saxony","Employed","","","","","1"
"Married","1987","Saxony-Anhalt","Not Employed","","","","","1"
"Married","1987","Saxony-Anhalt","Employed","","","","","1"
"Married","1987","Thuringia","Not Employed","","","","","1"
"Married","1987","Thuringia","Employed","","","","","1"
"Married, but separated","1987","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"Married, but separated","1987","Saxony-Anhalt","Not Employed","","","","","2"
"Married, but separated","1987","Saxony-Anhalt","Employed","","","","","2"
"Married, but separated","1987","Mecklenburg-Western Pomerania","Employed","","","","","2"
"Married, but separated","1987","Saxony","Not Employed","","","","","2"
"Married, but separated","1987","Saxony","Employed","","","","","2"
"Married, but separated","1987","Thuringia","Not Employed","","","","","2"
"Married, but separated","1987","Thuringia","Employed","","","","","2"
"Married, but separated","1987","North Rhine-Westphalia","Not Employed","12","","","","2"
"Married, but separated","1987","North Rhine-Westphalia","Employed","60","0.0301284164495436","0.0219785590635557","0.0382782738355315","2"
"Married, but separated","1987","Hesse","Not Employed","7","","","","2"
"Married, but separated","1987","Hesse","Employed","17","","","","2"
"Married, but separated","1987","Brandenburg","Employed","","","","","2"
"Married, but separated","1987","Schleswig-Holstein","Not Employed","","","","","2"
"Married, but separated","1987","Schleswig-Holstein","Employed","","","","","2"
"Married, but separated","1987","Hamburg","Not Employed","1","","","","2"
"Married, but separated","1987","Hamburg","Employed","3","","","","2"
"Married, but separated","1987","Lower Saxony","Not Employed","2","","","","2"
"Married, but separated","1987","Lower Saxony","Employed","17","","","","2"
"Married, but separated","1987","Bremen","Not Employed","","","","","2"
"Married, but separated","1987","Bremen","Employed","2","","","","2"
"Married, but separated","1987","Rhineland-Palatinate,Saarland","Not Employed","3","","","","2"
"Married, but separated","1987","Rhineland-Palatinate,Saarland","Employed","11","","","","2"
"Married, but separated","1987","Baden-Württemberg","Not Employed","4","","","","2"
"Married, but separated","1987","Baden-Württemberg","Employed","36","0.0183923572444303","0.0112088568629226","0.0255758576259381","2"
"Married, but separated","1987","Bavaria","Not Employed","5","","","","2"
"Married, but separated","1987","Bavaria","Employed","37","0.0333476917071979","0.0230730397373624","0.0436223436770334","2"
"Married, but separated","1987","Berlin","Not Employed","2","","","","2"
"Married, but separated","1987","Berlin","Employed","17","","","","2"
"Married, but separated","1987","Brandenburg","Not Employed","","","","","2"
"Single","1987","Schleswig-Holstein","Employed","63","0.304377627156826","0.241994364853075","0.366760889460576","3"
"Single","1987","Hamburg","Not Employed","12","","","","3"
"Single","1987","Hamburg","Employed","33","0.313048666568417","0.235956614607265","0.390140718529569","3"
