"erwst","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Part-time","2000","66 and older","inadequately","1","","","","2"
"Part-time","2000","66 and older","higher education","6","","","","2"
"Part-time","2000","35-65 y.","in school","","","","","2"
"Part-time","2000","35-65 y.","inadequately","15","","","","2"
"Part-time","2000","35-65 y.","general elemantary","170","0.132979021216615","0.115115802038812","0.150842240394417","2"
"Part-time","2000","35-65 y.","middle vocational","971","0.129050598071653","0.121424443864186","0.13667675227912","2"
"Part-time","2000","66 and older","general elemantary","3","","","","2"
"Part-time","2000","66 and older","middle vocational","12","","","","2"
"Part-time","2000","66 and older","vocational + Abi","1","","","","2"
"Part-time","2000","66 and older","higher vocational","4","","","","2"
"Full-time","2001","16-34 y.","general elemantary","206","0.182054930312793","0.159664184451227","0.204445676174359","1"
"Full-time","2001","16-34 y.","middle vocational","1546","0.526077620984614","0.50836289868424","0.543792343284988","1"
"Full-time","2001","16-34 y.","vocational + Abi","254","0.549573010998863","0.503806788728348","0.595339233269377","1"
"Full-time","2001","16-34 y.","higher vocational","218","0.669233424641665","0.618160713666301","0.720306135617028","1"
"Full-time","2001","16-34 y.","higher education","437","0.670740666644388","0.634160150547025","0.707321182741751","1"
"Full-time","2001","35-65 y.","in school","","","","","1"
"Full-time","2001","35-65 y.","vocational + Abi","282","0.52969922473965","0.486882311440292","0.572516138039008","1"
"Full-time","2001","35-65 y.","higher vocational","683","0.603717403603064","0.575110058138267","0.632324749067862","1"
"Full-time","2001","35-65 y.","higher education","1679","0.656913488991446","0.638337426135256","0.675489551847636","1"
"Full-time","2001","66 and older","in school","","","","","1"
"Full-time","2001","66 and older","inadequately","","","","","1"
"Full-time","2001","66 and older","general elemantary","1","","","","1"
"Full-time","2001","16-34 y.","inadequately","19","","","","1"
"Full-time","2001","35-65 y.","inadequately","50","0.301775504639853","0.235269313069316","0.36828169621039","1"
"Full-time","2001","35-65 y.","middle vocational","3292","0.491056458034329","0.479177825271347","0.502935090797311","1"
"Full-time","2001","66 and older","middle vocational","11","","","","1"
"Full-time","2001","66 and older","higher education","14","","","","1"
"Full-time","2001","16-34 y.","in school","","","","","1"
"Full-time","2001","35-65 y.","general elemantary","373","0.336562935722487","0.309381963291096","0.363743908153877","1"
"Full-time","2001","66 and older","vocational + Abi","2","","","","1"
"Full-time","2001","66 and older","higher vocational","1","","","","1"
"Non-working","2001","35-65 y.","vocational + Abi","137","0.27226343929968","0.234078280620339","0.310448597979021","5"
"Non-working","2001","35-65 y.","higher education","482","0.19812701431504","0.182530684909218","0.213723343720862","5"
"Non-working","2001","35-65 y.","higher vocational","263","0.244079317825277","0.218956877849173","0.269201757801381","5"
"Non-working","2001","16-34 y.","inadequately","34","0.51530604825971","0.400661586124551","0.629950510394868","5"
"Non-working","2001","16-34 y.","general elemantary","431","0.371239651097906","0.343206299769172","0.39927300242664","5"
"Non-working","2001","16-34 y.","middle vocational","902","0.277337956713788","0.261455118778099","0.293220794649477","5"
"Non-working","2001","16-34 y.","vocational + Abi","130","0.271498074279462","0.230589071463978","0.312407077094946","5"
"Non-working","2001","35-65 y.","middle vocational","2326","0.338263654100905","0.32702184772188","0.34950546047993","5"
"Non-working","2001","16-34 y.","in school","470","0.835936954926405","0.804987080400585","0.866886829452225","5"
"Non-working","2001","16-34 y.","higher vocational","66","0.170234367741414","0.129436202414658","0.21103253306817","5"
"Non-working","2001","16-34 y.","higher education","100","0.154198066997962","0.126087004318375","0.18230912967755","5"
"Non-working","2001","35-65 y.","in school","1","","","","5"
"Non-working","2001","35-65 y.","inadequately","111","0.594731589394229","0.523601324481612","0.665861854306847","5"
"Non-working","2001","35-65 y.","general elemantary","587","0.482241796804328","0.453499074449244","0.510984519159412","5"
"Non-working","2001","66 and older","higher education","397","0.927610018972354","0.902973713932334","0.952246324012373","5"
"Non-working","2001","66 and older","inadequately","56","1","1","1","5"
"Non-working","2001","66 and older","vocational + Abi","99","0.945787251256931","0.902057508719971","0.989516993793891","5"
"Non-working","2001","66 and older","general elemantary","814","0.995363114871703","0.990713198899635","1.00001303084377","5"
"Non-working","2001","66 and older","in school","","","","","5"
"Non-working","2001","66 and older","middle vocational","1752","0.971261049888074","0.963538571831335","0.978983527944813","5"
"Non-working","2001","66 and older","higher vocational","226","0.966809107178953","0.943807935245829","0.989810279112076","5"
"Other","2001","16-34 y.","inadequately","15","","","","6"
"Other","2001","16-34 y.","general elemantary","462","0.411964052617928","0.38340545564313","0.440522649592727","6"
"Other","2001","35-65 y.","middle vocational","279","0.0392919607645939","0.0346754537280362","0.0439084678011516","6"
"Other","2001","35-65 y.","vocational + Abi","18","","","","6"
"Other","2001","66 and older","higher vocational","4","","","","6"
"Other","2001","66 and older","higher education","11","","","","6"
"Other","2001","16-34 y.","in school","73","0.15415991034801","0.123981483051081","0.184338337644939","6"
"Other","2001","16-34 y.","middle vocational","347","0.112492373539848","0.101282430306011","0.123702316773685","6"
"Other","2001","16-34 y.","vocational + Abi","38","0.0995632590713599","0.0720212053911886","0.127105312751531","6"
"Other","2001","16-34 y.","higher vocational","7","","","","6"
"Other","2001","16-34 y.","higher education","20","","","","6"
"Other","2001","35-65 y.","in school","","","","","6"
"Other","2001","35-65 y.","inadequately","9","","","","6"
"Other","2001","35-65 y.","general elemantary","60","0.0584982112746706","0.0449988304492896","0.0719975921000516","6"
"Other","2001","35-65 y.","higher vocational","34","0.0259983828531159","0.0166913505921197","0.0353054151141122","6"
"Other","2001","35-65 y.","higher education","48","0.0233898349196424","0.0174759623959999","0.0293037074432849","6"
"Other","2001","66 and older","in school","","","","","6"
"Other","2001","66 and older","inadequately","","","","","6"
"Other","2001","66 and older","general elemantary","3","","","","6"
"Other","2001","66 and older","middle vocational","22","","","","6"
"Other","2001","66 and older","vocational + Abi","2","","","","6"
"Part-time","2001","16-34 y.","general elemantary","42","0.0347413659713727","0.0241158369604619","0.0453668949822835","2"
"Part-time","2001","16-34 y.","middle vocational","257","0.0840920487617496","0.074246062901697","0.0939380346218023","2"
"Part-time","2001","16-34 y.","higher vocational","35","0.125662182764413","0.0896805205571929","0.161643844971633","2"
"Part-time","2001","16-34 y.","higher education","77","0.131823562257936","0.105490341422373","0.158156783093499","2"
"Part-time","2001","16-34 y.","inadequately","5","","","","2"
"Part-time","2001","16-34 y.","vocational + Abi","32","0.0793656556503153","0.054501137073489","0.104230174227142","2"
"Part-time","2001","16-34 y.","in school","7","","","","2"
"Part-time","2001","35-65 y.","vocational + Abi","85","0.163828511675036","0.132077668717802","0.19557935463227","2"
"Part-time","2001","35-65 y.","higher vocational","143","0.126204895718543","0.106782575165566","0.145627216271519","2"
"Part-time","2001","35-65 y.","higher education","300","0.121569661773872","0.10878279831095","0.134356525236793","2"
"Part-time","2001","66 and older","in school","","","","","2"
"Part-time","2001","66 and older","inadequately","","","","","2"
"Part-time","2001","66 and older","higher education","3","","","","2"
"Part-time","2001","35-65 y.","middle vocational","907","0.131387927100172","0.123360865428632","0.139414988771712","2"
"Part-time","2001","66 and older","general elemantary","2","","","","2"
"Part-time","2001","66 and older","middle vocational","13","","","","2"
"Part-time","2001","66 and older","vocational + Abi","","","","","2"
"Part-time","2001","66 and older","higher vocational","2","","","","2"
"Part-time","2001","35-65 y.","in school","","","","","2"
"Part-time","2001","35-65 y.","inadequately","13","","","","2"
"Part-time","2001","35-65 y.","general elemantary","141","0.122697056198514","0.10382479902812","0.141569313368908","2"
"Full-time","2002","16-34 y.","general elemantary","163","0.160507986123968","0.138252014794684","0.182763957453252","1"
"Full-time","2002","16-34 y.","middle vocational","1425","0.516231052462192","0.498089691362556","0.534372413561828","1"
"Full-time","2002","16-34 y.","vocational + Abi","251","0.560793577490398","0.515489897072856","0.60609725790794","1"
"Full-time","2002","16-34 y.","higher vocational","208","0.665968437149149","0.613380101349344","0.718556772948954","1"
"Full-time","2002","16-34 y.","higher education","439","0.696976924664211","0.661062425130526","0.732891424197896","1"
"Full-time","2002","35-65 y.","in school","","","","","1"
"Full-time","2002","35-65 y.","inadequately","37","0.236980639052453","0.171900214244024","0.302061063860881","1"
"Full-time","2002","35-65 y.","vocational + Abi","330","0.52216250830216","0.482780595392346","0.561544421211975","1"
"Full-time","2002","35-65 y.","higher vocational","733","0.598361832539363","0.570590261657855","0.626133403420872","1"
"Full-time","2002","35-65 y.","higher education","2341","0.652679253533138","0.636670715552688","0.668687791513587","1"
"Full-time","2002","66 and older","in school","","","","","1"
"Full-time","2002","66 and older","inadequately","","","","","1"
"Full-time","2002","66 and older","general elemantary","","","","","1"
"Full-time","2002","66 and older","middle vocational","9","","","","1"
"Full-time","2002","66 and older","higher education","24","","","","1"
"Full-time","2002","16-34 y.","in school","","","","","1"
"Full-time","2002","16-34 y.","inadequately","18","","","","1"
"Full-time","2002","35-65 y.","general elemantary","346","0.340989561784219","0.312652126060467","0.369326997507971","1"
"Full-time","2002","35-65 y.","middle vocational","3221","0.472138546700955","0.460324988175586","0.483952105226323","1"
"Full-time","2002","66 and older","vocational + Abi","2","","","","1"
"Full-time","2002","66 and older","higher vocational","3","","","","1"
"Non-working","2002","35-65 y.","vocational + Abi","155","0.277657209384881","0.242348649705381","0.31296576906438","5"
"Non-working","2002","35-65 y.","higher vocational","255","0.237718649262186","0.213603481352041","0.261833817172331","5"
"Non-working","2002","35-65 y.","higher education","560","0.197971798492359","0.184574017084371","0.211369579900346","5"
"Non-working","2002","16-34 y.","inadequately","28","","","","5"
"Non-working","2002","16-34 y.","general elemantary","399","0.363549116532286","0.334384656542329","0.392713576522243","5"
"Non-working","2002","16-34 y.","middle vocational","914","0.291400011955884","0.274904182253992","0.307895841657776","5"
"Non-working","2002","16-34 y.","vocational + Abi","138","0.294586767133804","0.252974052645271","0.336199481622338","5"
"Non-working","2002","35-65 y.","middle vocational","2355","0.348359051422405","0.337084383314651","0.359633719530159","5"
"Non-working","2002","16-34 y.","in school","546","0.898897321293383","0.875110200208472","0.922684442378294","5"
"Non-working","2002","16-34 y.","higher vocational","55","0.188723401773279","0.145095311435087","0.232351492111471","5"
"Non-working","2002","16-34 y.","higher education","100","0.161591457878309","0.132826760117953","0.190356155638664","5"
"Non-working","2002","35-65 y.","in school","","","","","5"
"Non-working","2002","35-65 y.","inadequately","104","0.617082651177309","0.54268651905424","0.691478783300377","5"
"Non-working","2002","35-65 y.","general elemantary","536","0.472313771220236","0.442470457571474","0.502157084868998","5"
"Non-working","2002","66 and older","higher education","495","0.935678345487775","0.915119613700549","0.956237077275001","5"
"Non-working","2002","66 and older","general elemantary","794","0.984164418337968","0.975535210953226","0.992793625722711","5"
"Non-working","2002","66 and older","higher vocational","237","0.973023600810063","0.952695029629642","0.993352171990484","5"
"Non-working","2002","66 and older","in school","","","","","5"
"Non-working","2002","66 and older","inadequately","56","0.971451460914632","0.928218681148701","1.01468424068056","5"
"Non-working","2002","66 and older","middle vocational","1834","0.977334972540379","0.970605445452817","0.98406449962794","5"
"Non-working","2002","66 and older","vocational + Abi","97","0.95696524648226","0.917388039053209","0.99654245391131","5"
"Other","2002","16-34 y.","inadequately","16","","","","6"
"Other","2002","16-34 y.","general elemantary","440","0.426452642986038","0.39646723292294","0.456438053049135","6"
"Other","2002","35-65 y.","vocational + Abi","31","0.0530680705606113","0.0353942727314624","0.0707418683897602","6"
"Other","2002","66 and older","higher education","16","","","","6"
"Other","2002","16-34 y.","in school","56","0.0797063151218186","0.0583357948230665","0.101076835420571","6"
"Other","2002","16-34 y.","middle vocational","340","0.113612258749643","0.102092237527296","0.125132279971991","6"
"Other","2002","35-65 y.","middle vocational","300","0.0444994054423643","0.0396198684118834","0.0493789424728453","6"
"Other","2002","35-65 y.","higher vocational","37","0.0311813338686456","0.0213351121878467","0.0410275555494444","6"
"Other","2002","66 and older","higher vocational","2","","","","6"
"Other","2002","16-34 y.","vocational + Abi","37","0.0770038640617094","0.0526676044811124","0.101340123642306","6"
"Other","2002","16-34 y.","higher vocational","17","","","","6"
"Other","2002","16-34 y.","higher education","25","","","","6"
"Other","2002","35-65 y.","in school","","","","","6"
"Other","2002","35-65 y.","inadequately","10","","","","6"
"Other","2002","35-65 y.","general elemantary","67","0.0687351407790348","0.0536110289525304","0.0838592526055393","6"
"Other","2002","35-65 y.","higher education","68","0.0256423084995746","0.0203276645689884","0.0309569524301608","6"
"Other","2002","66 and older","in school","","","","","6"
"Other","2002","66 and older","inadequately","1","","","","6"
"Other","2002","66 and older","general elemantary","6","","","","6"
"Other","2002","66 and older","middle vocational","16","","","","6"
"Other","2002","66 and older","vocational + Abi","2","","","","6"
"Part-time","2002","16-34 y.","inadequately","2","","","","2"
"Part-time","2002","16-34 y.","middle vocational","236","0.0787566768322808","0.0689784596420963","0.0885348940224654","2"
"Part-time","2002","16-34 y.","higher education","65","0.097430173740674","0.0742556983266355","0.120604649154712","2"
"Part-time","2002","16-34 y.","vocational + Abi","35","0.0676157913140884","0.0446955518573442","0.0905360307708325","2"
"Part-time","2002","16-34 y.","general elemantary","43","0.0494902543577086","0.0363401840207334","0.0626403246946838","2"
"Part-time","2002","16-34 y.","higher vocational","29","","","","2"
"Part-time","2002","16-34 y.","in school","15","","","","2"
"Part-time","2002","35-65 y.","vocational + Abi","102","0.147112211752348","0.119185219533469","0.175039203971226","2"
"Part-time","2002","35-65 y.","higher vocational","172","0.132738184329805","0.113517269029345","0.151959099630265","2"
"Part-time","2002","35-65 y.","higher education","429","0.123706639474929","0.112636383349302","0.134776895600556","2"
"Part-time","2002","66 and older","in school","","","","","2"
"Part-time","2002","66 and older","inadequately","","","","","2"
"Part-time","2002","66 and older","higher education","12","","","","2"
"Part-time","2002","35-65 y.","middle vocational","984","0.135002996434276","0.126916413617401","0.143089579251151","2"
"Part-time","2002","66 and older","general elemantary","4","","","","2"
"Part-time","2002","66 and older","middle vocational","20","","","","2"
"Part-time","2002","66 and older","vocational + Abi","","","","","2"
"Part-time","2002","66 and older","higher vocational","2","","","","2"
"Part-time","2002","35-65 y.","inadequately","13","","","","2"
"Part-time","2002","35-65 y.","in school","","","","","2"
"Part-time","2002","35-65 y.","general elemantary","126","0.11796152621651","0.0986792715281034","0.137243780904917","2"
"Full-time","2003","16-34 y.","general elemantary","164","0.183783268203192","0.159583774851006","0.207982761555378","1"
"Full-time","2003","16-34 y.","middle vocational","1286","0.506766659330452","0.487998771666398","0.525534546994505","1"
"Full-time","2003","16-34 y.","vocational + Abi","255","0.54914406900903","0.503068455539208","0.595219682478853","1"
"Full-time","2003","16-34 y.","higher vocational","166","0.567920699362804","0.509266597474294","0.626574801251314","1"
"Full-time","2003","16-34 y.","higher education","388","0.67253590067569","0.63387433312487","0.71119746822651","1"
"Full-time","2003","35-65 y.","in school","","","","","1"
"Full-time","2003","16-34 y.","inadequately","16","","","","1"
"Full-time","2003","35-65 y.","inadequately","36","0.248479905666474","0.1800070704164","0.316952740916548","1"
"Full-time","2003","35-65 y.","vocational + Abi","307","0.494073127298121","0.454559215718883","0.533587038877358","1"
"Full-time","2003","35-65 y.","higher vocational","695","0.599370192509792","0.571291662993985","0.627448722025599","1"
"Full-time","2003","35-65 y.","higher education","2140","0.643339489757917","0.62680471843889","0.659874261076944","1"
"Full-time","2003","66 and older","in school","","","","","1"
"Full-time","2003","66 and older","inadequately","","","","","1"
"Full-time","2003","66 and older","general elemantary","4","","","","1"
"Full-time","2003","66 and older","middle vocational","10","","","","1"
"Full-time","2003","66 and older","higher education","21","","","","1"
"Full-time","2003","16-34 y.","in school","","","","","1"
"Full-time","2003","35-65 y.","general elemantary","300","0.312974800754147","0.284016638646977","0.341932962861316","1"
"Full-time","2003","35-65 y.","middle vocational","3044","0.466052605735354","0.45395706657368","0.478148144897029","1"
"Full-time","2003","66 and older","vocational + Abi","2","","","","1"
"Full-time","2003","66 and older","higher vocational","3","","","","1"
"Non-working","2003","16-34 y.","inadequately","34","0.476772186875375","0.354406691975598","0.599137681775151","5"
"Non-working","2003","16-34 y.","general elemantary","371","0.396702560079438","0.366135843889327","0.427269276269549","5"
"Non-working","2003","16-34 y.","middle vocational","887","0.304134139486833","0.286864609534321","0.321403669439346","5"
"Non-working","2003","16-34 y.","vocational + Abi","110","0.236231108843295","0.196897969477982","0.275564248208609","5"
"Non-working","2003","35-65 y.","middle vocational","2244","0.350471736467759","0.338903049949347","0.362040422986171","5"
"Non-working","2003","35-65 y.","vocational + Abi","166","0.280170994971912","0.244678478669383","0.31566351127444","5"
"Non-working","2003","35-65 y.","higher vocational","268","0.245179822702011","0.220529689301301","0.26982995610272","5"
"Non-working","2003","35-65 y.","higher education","564","0.202941636123268","0.189058703535944","0.216824568710591","5"
"Non-working","2003","16-34 y.","in school","560","0.902689350596348","0.879322337693897","0.9260563634988","5"
"Non-working","2003","16-34 y.","higher vocational","62","0.222749985198142","0.173482315513985","0.272017654882299","5"
"Non-working","2003","16-34 y.","higher education","95","0.167735236824697","0.136954232752492","0.198516240896902","5"
"Non-working","2003","35-65 y.","in school","","","","","5"
"Non-working","2003","35-65 y.","inadequately","98","0.62078486465623","0.543904441176479","0.697665288135981","5"
"Non-working","2003","35-65 y.","general elemantary","501","0.508144539111025","0.476923859258481","0.53936521896357","5"
"Non-working","2003","66 and older","higher education","529","0.925978132190013","0.904653124610399","0.947303139769627","5"
"Non-working","2003","66 and older","general elemantary","785","0.980979282112338","0.97150186455752","0.990456699667156","5"
"Non-working","2003","66 and older","vocational + Abi","97","0.977187998442714","0.948070224996971","1.00630577188846","5"
"Non-working","2003","66 and older","higher vocational","243","0.969523134843342","0.948215152815604","0.99083111687108","5"
"Non-working","2003","66 and older","in school","","","","","5"
"Non-working","2003","66 and older","inadequately","53","0.97021545397596","0.924875528957181","1.01555537899474","5"
"Non-working","2003","66 and older","middle vocational","1862","0.971277739713835","0.963800900196334","0.978754579231337","5"
"Other","2003","16-34 y.","inadequately","11","","","","6"
"Other","2003","16-34 y.","general elemantary","404","0.378976884326497","0.348665150044266","0.409288618608728","6"
"Other","2003","35-65 y.","vocational + Abi","28","","","","6"
"Other","2003","66 and older","higher education","17","","","","6"
"Other","2003","16-34 y.","in school","54","0.0868969830042445","0.0646886433195921","0.109105322688897","6"
"Other","2003","16-34 y.","middle vocational","304","0.101987467782927","0.0906269070303943","0.113348028535461","6"
"Other","2003","35-65 y.","middle vocational","297","0.046742000175506","0.0416237984180409","0.0518602019329712","6"
"Other","2003","35-65 y.","higher vocational","39","0.0292505830603832","0.0195950558285563","0.0389061102922102","6"
"Other","2003","66 and older","higher vocational","3","","","","6"
"Other","2003","16-34 y.","vocational + Abi","46","0.11291462738443","0.0836079289184593","0.142221325850401","6"
"Other","2003","16-34 y.","higher vocational","13","","","","6"
"Other","2003","16-34 y.","higher education","23","","","","6"
"Other","2003","35-65 y.","in school","","","","","6"
"Other","2003","35-65 y.","inadequately","10","","","","6"
"Other","2003","35-65 y.","general elemantary","58","0.0585134659629472","0.0438557958230592","0.0731711361028352","6"
"Other","2003","35-65 y.","higher education","78","0.0305258592746053","0.0245876891176933","0.0364640294315173","6"
"Other","2003","66 and older","in school","","","","","6"
"Other","2003","66 and older","inadequately","1","","","","6"
"Other","2003","66 and older","general elemantary","8","","","","6"
"Other","2003","66 and older","middle vocational","24","","","","6"
"Other","2003","66 and older","vocational + Abi","1","","","","6"
"Part-time","2003","16-34 y.","inadequately","3","","","","2"
"Part-time","2003","16-34 y.","middle vocational","249","0.0871117333997877","0.0765257232596613","0.0976977435399142","2"
"Part-time","2003","16-34 y.","vocational + Abi","37","0.101710194763244","0.0737204097682918","0.129699979758197","2"
"Part-time","2003","16-34 y.","general elemantary","45","0.0405372873908724","0.0282149829491276","0.0528595918326172","2"
"Part-time","2003","16-34 y.","higher vocational","33","0.155923123562725","0.112967594321781","0.198878652803669","2"
"Part-time","2003","16-34 y.","higher education","60","0.107914390411414","0.0823530971357835","0.133475683687045","2"
"Part-time","2003","16-34 y.","in school","4","","","","2"
"Part-time","2003","35-65 y.","vocational + Abi","114","0.168018692083105","0.138469465545659","0.197567918620551","2"
"Part-time","2003","35-65 y.","higher vocational","168","0.126199401727814","0.10717154042839","0.145227263027239","2"
"Part-time","2003","35-65 y.","higher education","442","0.12319301484421","0.111848246902704","0.134537782785717","2"
"Part-time","2003","66 and older","in school","","","","","2"
"Part-time","2003","35-65 y.","middle vocational","949","0.136733657621381","0.128403204094166","0.145064111148596","2"
"Part-time","2003","66 and older","inadequately","","","","","2"
"Part-time","2003","66 and older","higher education","12","","","","2"
"Part-time","2003","35-65 y.","in school","","","","","2"
"Part-time","2003","35-65 y.","inadequately","9","","","","2"
"Part-time","2003","66 and older","general elemantary","1","","","","2"
"Part-time","2003","35-65 y.","general elemantary","126","0.120367194171881","0.100046677168981","0.140687711174781","2"
"Part-time","2003","66 and older","middle vocational","21","","","","2"
"Part-time","2003","66 and older","vocational + Abi","1","","","","2"
"Part-time","2003","66 and older","higher vocational","1","","","","2"
"Full-time","2004","16-34 y.","general elemantary","138","0.180652706886311","0.155655951333927","0.205649462438695","1"
"Full-time","2004","16-34 y.","middle vocational","1168","0.495183529088103","0.475777894273666","0.51458916390254","1"
"Full-time","2004","16-34 y.","vocational + Abi","245","0.533303088813531","0.487208881907829","0.579397295719234","1"
"Full-time","2004","16-34 y.","higher vocational","167","0.686387487296404","0.629441992513552","0.743332982079257","1"
"Full-time","2004","16-34 y.","higher education","387","0.683375403316451","0.644322633980402","0.7224281726525","1"
"Full-time","2004","35-65 y.","in school","","","","","1"
"Full-time","2004","16-34 y.","inadequately","16","","","","1"
"Full-time","2004","35-65 y.","inadequately","34","0.259618127782983","0.187760071183753","0.331476184382213","1"
"Full-time","2004","35-65 y.","vocational + Abi","316","0.511749923465913","0.472308229209389","0.551191617722438","1"
"Full-time","2004","35-65 y.","higher vocational","671","0.605235576608295","0.576798733110065","0.633672420106525","1"
"Full-time","2004","35-65 y.","higher education","2084","0.644970737188057","0.628225437963995","0.661716036412118","1"
"Full-time","2004","66 and older","in school","","","","","1"
"Full-time","2004","66 and older","inadequately","","","","","1"
"Full-time","2004","66 and older","general elemantary","2","","","","1"
"Full-time","2004","66 and older","middle vocational","9","","","","1"
"Full-time","2004","66 and older","higher education","25","","","","1"
"Full-time","2004","16-34 y.","in school","","","","","1"
"Full-time","2004","35-65 y.","general elemantary","282","0.31169800295885","0.281603725579308","0.341792280338392","1"
"Full-time","2004","35-65 y.","middle vocational","2949","0.466019164132527","0.453708911309258","0.478329416955797","1"
"Full-time","2004","66 and older","vocational + Abi","3","","","","1"
"Full-time","2004","66 and older","higher vocational","4","","","","1"
"Non-working","2004","16-34 y.","inadequately","30","0.49646061243699","0.368881020649206","0.624040204224773","5"
"Non-working","2004","16-34 y.","general elemantary","355","0.404809504330842","0.372917578977874","0.436701429683811","5"
"Non-working","2004","16-34 y.","middle vocational","850","0.313102255075351","0.295102477277755","0.331102032872948","5"
"Non-working","2004","16-34 y.","vocational + Abi","123","0.248498648559517","0.208571459823873","0.288425837295161","5"
"Non-working","2004","16-34 y.","in school","592","0.933795323411527","0.914517062956731","0.953073583866324","5"
"Non-working","2004","16-34 y.","higher vocational","47","0.146138213697288","0.102781766529319","0.189494660865257","5"
"Non-working","2004","16-34 y.","higher education","82","0.144469237870653","0.114953384394217","0.173985091347089","5"
"Non-working","2004","35-65 y.","in school","","","","","5"
"Non-working","2004","35-65 y.","inadequately","91","0.6213026541153","0.541800699288635","0.700804608941966","5"
"Non-working","2004","35-65 y.","general elemantary","457","0.507338882865029","0.474856295690893","0.539821470039165","5"
"Non-working","2004","35-65 y.","middle vocational","2111","0.344285556930186","0.332560390238866","0.356010723621506","5"
"Non-working","2004","35-65 y.","vocational + Abi","155","0.259151182222172","0.224577399187035","0.293724965257309","5"
"Non-working","2004","35-65 y.","higher vocational","252","0.236573447691708","0.211849558401794","0.261297336981622","5"
"Non-working","2004","35-65 y.","higher education","533","0.201306805986341","0.187275113683508","0.215338498289173","5"
"Non-working","2004","66 and older","higher education","565","0.922991168684539","0.902156250114691","0.943826087254388","5"
"Non-working","2004","66 and older","inadequately","54","1","1","1","5"
"Non-working","2004","66 and older","general elemantary","768","0.970906954851208","0.959127420825637","0.982686488876779","5"
"Non-working","2004","66 and older","vocational + Abi","95","0.947155615415984","0.903306767974549","0.99100446285742","5"
"Non-working","2004","66 and older","in school","","","","","5"
"Non-working","2004","66 and older","middle vocational","1929","0.974343074443227","0.967392860724643","0.981293288161811","5"
"Non-working","2004","66 and older","higher vocational","248","0.96057920145701","0.936834455017128","0.984323947896892","5"
"Other","2004","16-34 y.","inadequately","12","","","","6"
"Other","2004","16-34 y.","general elemantary","374","0.371474830516266","0.340080340805326","0.402869320227206","6"
"Other","2004","35-65 y.","middle vocational","324","0.0509080732112082","0.045483698054108","0.0563324483683085","6"
"Other","2004","35-65 y.","vocational + Abi","35","0.0665386912804754","0.0468738340791218","0.0862035484818289","6"
"Other","2004","66 and older","higher education","27","","","","6"
"Other","2004","16-34 y.","in school","40","0.0570776508757246","0.0390902392982813","0.0750650624531679","6"
"Other","2004","16-34 y.","middle vocational","325","0.119259218508817","0.10668016300286","0.131838274014774","6"
"Other","2004","16-34 y.","vocational + Abi","39","0.104039165710962","0.0758303549518354","0.132247976470088","6"
"Other","2004","16-34 y.","higher vocational","12","","","","6"
"Other","2004","16-34 y.","higher education","23","","","","6"
"Other","2004","35-65 y.","in school","","","","","6"
"Other","2004","35-65 y.","inadequately","8","","","","6"
"Other","2004","35-65 y.","general elemantary","51","0.0533364757518618","0.0387369961819151","0.0679359553218085","6"
"Other","2004","35-65 y.","higher vocational","50","0.0365988427301066","0.0256746986717395","0.0475229867884736","6"
"Other","2004","66 and older","higher vocational","3","","","","6"
"Other","2004","35-65 y.","higher education","86","0.033581631429731","0.0272775137000675","0.0398857491593944","6"
"Other","2004","66 and older","in school","","","","","6"
"Other","2004","66 and older","inadequately","","","","","6"
"Other","2004","66 and older","general elemantary","7","","","","6"
"Other","2004","66 and older","middle vocational","30","0.0156888828501518","0.0102262488165655","0.0211515168837381","6"
"Other","2004","66 and older","vocational + Abi","2","","","","6"
"Part-time","2004","16-34 y.","higher education","53","0.121934468381139","0.0944633367994203","0.149405599962858","2"
"Part-time","2004","16-34 y.","inadequately","1","","","","2"
"Part-time","2004","16-34 y.","general elemantary","43","0.0430629582665812","0.0298736806927956","0.0562522358403668","2"
"Part-time","2004","16-34 y.","higher vocational","29","","","","2"
"Part-time","2004","16-34 y.","vocational + Abi","43","0.11415909691599","0.084777529440482","0.143540664391498","2"
"Part-time","2004","16-34 y.","middle vocational","207","0.0724549973277289","0.0623931049417069","0.0825168897137509","2"
"Part-time","2004","16-34 y.","in school","7","","","","2"
"Part-time","2004","35-65 y.","vocational + Abi","111","0.162560203031439","0.133447037925449","0.191673368137429","2"
"Part-time","2004","35-65 y.","higher vocational","162","0.121592132969891","0.10257911725962","0.140605148680161","2"
"Part-time","2004","35-65 y.","higher education","434","0.120140825395872","0.108763433418127","0.131518217373617","2"
"Part-time","2004","35-65 y.","middle vocational","924","0.138787205726079","0.130255572021942","0.147318839430215","2"
"Part-time","2004","66 and older","in school","","","","","2"
"Part-time","2004","35-65 y.","in school","","","","","2"
"Part-time","2004","35-65 y.","inadequately","10","","","","2"
"Part-time","2004","35-65 y.","general elemantary","120","0.127626638424259","0.105947138614646","0.149306138233873","2"
"Part-time","2004","66 and older","inadequately","","","","","2"
"Part-time","2004","66 and older","higher education","12","","","","2"
"Part-time","2004","66 and older","general elemantary","5","","","","2"
"Part-time","2004","66 and older","vocational + Abi","","","","","2"
"Part-time","2004","66 and older","higher vocational","3","","","","2"
"Part-time","2004","66 and older","middle vocational","20","","","","2"
"Full-time","2005","16-34 y.","general elemantary","136","0.191968862779574","0.165287082325225","0.218650643233923","1"
