"erwst","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Non-working","2006","college entrance qualification","Couple + C. GT 16 ","284","0.326445642611447","0.296324945872151","0.356566339350743"
"Non-working","2006","college entrance qualification","Couple + C. LE and GT 16","71","0.240123211836845","0.19257262236119","0.2876738013125"
"Non-working","2006","Other degree","1-pers.-HH","81","0.717255365609509","0.633099219803099","0.801411511415918"
"Non-working","2006","Other degree","(Married) couple without C. ","250","0.605729669554101","0.558655313032643","0.652804026075559"
"Non-working","2006","Other degree","Single parent ","28","","",""
"Non-working","2006","Other degree","Couple + C. LE 16 ","93","0.424758402426139","0.362735896528992","0.486780908323287"
"Non-working","2006","Other degree","Couple + C. GT 16 ","81","0.424872134480278","0.356871744812402","0.492872524148154"
"Non-working","2006","Other degree","Couple + C. LE and GT 16","33","0.347947893224031","0.258115189676671","0.437780596771392"
"Non-working","2006","no degree/no degree yet","1-pers.-HH","33","0.754040955654967","0.625321934266718","0.882759977043216"
"Non-working","2006","no degree/no degree yet","(Married) couple without C. ","86","0.749202554761025","0.668197349398121","0.830207760123929"
"Non-working","2006","no degree/no degree yet","Single parent ","86","0.846480686806604","0.779418665714662","0.913542707898547"
"Non-working","2006","no degree/no degree yet","Couple + C. LE 16 ","16","","",""
"Non-working","2006","no degree/no degree yet","Couple + C. GT 16 ","254","0.819550455962088","0.776392197258975","0.862708714665201"
"Non-working","2006","no degree/no degree yet","Couple + C. LE and GT 16","206","0.754306646419707","0.703146201776961","0.805467091062452"
"Other","2006","lower secondary degree","1-pers.-HH","29","","",""
"Other","2006","lower secondary degree","(Married) couple without C. ","104","0.0319962803721227","0.0260287022499","0.0379638584943455"
"Other","2006","lower secondary degree","Single parent ","37","0.107566837462574","0.0756057505374158","0.139527924387733"
"Other","2006","lower secondary degree","Couple + C. LE 16 ","63","0.064440007533775","0.0487852697036916","0.0800947453638583"
"Other","2006","lower secondary degree","Couple + C. GT 16 ","119","0.139845981788998","0.118757106207209","0.160934857370787"
"Other","2006","lower secondary degree","Couple + C. LE and GT 16","66","0.16216794816634","0.125058073956739","0.199277822375941"
"Other","2006","secondary school degree","1-pers.-HH","49","0.0448464939223615","0.031203088222452","0.0584898996222709"
"Other","2006","secondary school degree","(Married) couple without C. ","82","0.052794293221254","0.0431352177204171","0.0624533687220908"
"Other","2006","secondary school degree","Single parent ","49","0.141520184067921","0.10736219209704","0.175678176038803"
"Other","2006","secondary school degree","Couple + C. LE 16 ","136","0.093449168725371","0.0782299019285714","0.108668435522171"
"Other","2006","secondary school degree","Couple + C. GT 16 ","139","0.130701552117004","0.111354106241333","0.150048997992675"
"Other","2006","secondary school degree","Couple + C. LE and GT 16","70","0.148553147016148","0.11650246900035","0.180603825031946"
"Other","2006","college entrance qualification","1-pers.-HH","80","0.0845103934889096","0.0661536529514157","0.102867134026403"
"Other","2006","college entrance qualification","(Married) couple without C. ","86","0.0497214992441176","0.0399475776650962","0.059495420823139"
"Other","2006","college entrance qualification","Single parent ","26","","",""
"Other","2006","college entrance qualification","Couple + C. LE 16 ","66","0.0505821445512953","0.038581603058452","0.0625826860441385"
"Other","2006","college entrance qualification","Couple + C. GT 16 ","109","0.147004364029597","0.124258011328826","0.169750716730369"
"Other","2006","college entrance qualification","Couple + C. LE and GT 16","29","","",""
"Other","2006","Other degree","1-pers.-HH","4","","",""
"Other","2006","Other degree","(Married) couple without C. ","28","","",""
"Other","2006","Other degree","Single parent ","5","","",""
"Other","2006","Other degree","Couple + C. LE 16 ","16","","",""
"Other","2006","Other degree","Couple + C. GT 16 ","19","","",""
"Other","2006","Other degree","Couple + C. LE and GT 16","9","","",""
"Other","2006","no degree/no degree yet","1-pers.-HH","2","","",""
"Other","2006","no degree/no degree yet","(Married) couple without C. ","4","","",""
"Other","2006","no degree/no degree yet","Single parent ","19","","",""
"Other","2006","no degree/no degree yet","Couple + C. LE 16 ","3","","",""
"Other","2006","no degree/no degree yet","Couple + C. GT 16 ","41","0.13768123087117","0.0990116503637665","0.176350811378574"
"Other","2006","no degree/no degree yet","Couple + C. LE and GT 16","55","0.194068384096254","0.147069220374619","0.24106754781789"
"Full-time","2007","lower secondary degree","1-pers.-HH","263","0.227244307860053","0.204376694058331","0.250111921661775"
"Full-time","2007","lower secondary degree","(Married) couple without C. ","550","0.198316034067571","0.18420918044441","0.212422887690731"
"Full-time","2007","lower secondary degree","Single parent ","77","0.275806286949999","0.227659916834591","0.323952657065407"
"Full-time","2007","lower secondary degree","Couple + C. LE 16 ","450","0.541033692968029","0.506968195098651","0.575099190837407"
"Full-time","2007","lower secondary degree","Couple + C. GT 16 ","381","0.415835306322945","0.384641589876086","0.447029022769803"
"Full-time","2007","lower secondary degree","Couple + C. LE and GT 16","154","0.463236366931617","0.409272379251145","0.517200354612089"
"Full-time","2007","secondary school degree","1-pers.-HH","398","0.475283248337711","0.441691472436611","0.508875024238811"
"Full-time","2007","secondary school degree","(Married) couple without C. ","844","0.441903225552648","0.419753145702728","0.464053305402569"
"Full-time","2007","secondary school degree","Single parent ","141","0.325360867866505","0.278378507380254","0.372343228352756"
"Full-time","2007","secondary school degree","Couple + C. LE 16 ","578","0.474181590354732","0.446740916410066","0.501622264299397"
"Full-time","2007","secondary school degree","Couple + C. GT 16 ","575","0.522389718818674","0.493123461163574","0.551655976473774"
"Full-time","2007","secondary school degree","Couple + C. LE and GT 16","187","0.399419904992783","0.354066551683641","0.444773258301925"
"Full-time","2007","college entrance qualification","1-pers.-HH","427","0.506070700400316","0.472636610905783","0.539504789894849"
"Full-time","2007","college entrance qualification","(Married) couple without C. ","888","0.48558851771939","0.462807707459837","0.508369327978944"
"Full-time","2007","college entrance qualification","Single parent ","78","0.298270610382519","0.23927330646896","0.357267914296078"
"Full-time","2007","college entrance qualification","Couple + C. LE 16 ","665","0.532925420365745","0.504952434744877","0.560898405986613"
"Full-time","2007","college entrance qualification","Couple + C. GT 16 ","443","0.447269148112188","0.414981959787772","0.479556336436603"
"Full-time","2007","college entrance qualification","Couple + C. LE and GT 16","138","0.427600793963132","0.370163440091993","0.485038147834271"
"Full-time","2007","Other degree","1-pers.-HH","18","","",""
"Full-time","2007","Other degree","(Married) couple without C. ","99","0.237118977467847","0.194186200689025","0.280051754246669"
"Full-time","2007","Other degree","Single parent ","22","","",""
"Full-time","2007","Other degree","Couple + C. LE 16 ","89","0.341436244286537","0.278776232293163","0.404096256279911"
"Full-time","2007","Other degree","Couple + C. GT 16 ","80","0.447204991617065","0.377419335997149","0.51699064723698"
"Full-time","2007","Other degree","Couple + C. LE and GT 16","45","0.49434026048804","0.391047706542006","0.597632814434073"
"Full-time","2007","no degree/no degree yet","1-pers.-HH","7","","",""
"Full-time","2007","no degree/no degree yet","(Married) couple without C. ","11","","",""
"Full-time","2007","no degree/no degree yet","Single parent ","1","","",""
"Full-time","2007","no degree/no degree yet","Couple + C. LE 16 ","10","","",""
"Full-time","2007","no degree/no degree yet","Couple + C. GT 16 ","6","","",""
"Full-time","2007","no degree/no degree yet","Couple + C. LE and GT 16","3","","",""
"Part-time","2007","lower secondary degree","1-pers.-HH","43","0.0398527922231918","0.0291781943143088","0.0505273901320748"
"Part-time","2007","lower secondary degree","(Married) couple without C. ","171","0.0527657640925102","0.0448561652839824","0.060675362901038"
"Part-time","2007","lower secondary degree","Single parent ","49","0.168945583348413","0.128578976351366","0.20931219034546"
"Part-time","2007","lower secondary degree","Couple + C. LE 16 ","127","0.141506063378641","0.117679120537545","0.165333006219736"
"Part-time","2007","lower secondary degree","Couple + C. GT 16 ","108","0.105074688606888","0.0856666682519501","0.124482708961827"
"Part-time","2007","lower secondary degree","Couple + C. LE and GT 16","36","0.107743183791031","0.0741886654819116","0.141297702100151"
"Part-time","2007","secondary school degree","1-pers.-HH","50","0.0536166880585235","0.0384644154732247","0.0687689606438223"
"Part-time","2007","secondary school degree","(Married) couple without C. ","187","0.0981513639835808","0.0848813325946681","0.111421395372494"
"Part-time","2007","secondary school degree","Single parent ","73","0.182555020072955","0.143816541048774","0.221293499097136"
"Part-time","2007","secondary school degree","Couple + C. LE 16 ","307","0.224049514900489","0.201135903481844","0.246963126319135"
"Part-time","2007","secondary school degree","Couple + C. GT 16 ","183","0.147335390484782","0.12656829757944","0.168102483390124"
"Part-time","2007","secondary school degree","Couple + C. LE and GT 16","103","0.222225326474511","0.183727805959623","0.260722846989398"
"Part-time","2007","college entrance qualification","1-pers.-HH","68","0.0737113489423143","0.0562373679022792","0.0911853299823494"
"Part-time","2007","college entrance qualification","(Married) couple without C. ","158","0.0838318751532575","0.0711998839479829","0.0964638663585321"
"Part-time","2007","college entrance qualification","Single parent ","41","0.166084090311357","0.118092267347441","0.214075913275272"
"Part-time","2007","college entrance qualification","Couple + C. LE 16 ","274","0.233666409454425","0.209940680655245","0.257392138253606"
"Part-time","2007","college entrance qualification","Couple + C. GT 16 ","98","0.086557916424028","0.0682986717767603","0.104817161071296"
"Part-time","2007","college entrance qualification","Couple + C. LE and GT 16","51","0.155029020676614","0.113009309838088","0.197048731515141"
"Part-time","2007","Other degree","1-pers.-HH","","","",""
"Part-time","2007","Other degree","(Married) couple without C. ","27","","",""
"Part-time","2007","Other degree","Single parent ","8","","",""
"Part-time","2007","Other degree","Couple + C. LE 16 ","34","0.149332732609176","0.102235637876243","0.19642982734211"
"Part-time","2007","Other degree","Couple + C. GT 16 ","18","","",""
"Part-time","2007","Other degree","Couple + C. LE and GT 16","13","","",""
"Part-time","2007","no degree/no degree yet","1-pers.-HH","1","","",""
"Part-time","2007","no degree/no degree yet","(Married) couple without C. ","5","","",""
"Part-time","2007","no degree/no degree yet","Single parent ","1","","",""
"Part-time","2007","no degree/no degree yet","Couple + C. LE 16 ","2","","",""
"Part-time","2007","no degree/no degree yet","Couple + C. GT 16 ","5","","",""
