"erwst","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Full-time","2003","vocational + Abi","West Germany","490","0.45187983715639","0.421352804533029","0.482406869779752"
"Full-time","2003","vocational + Abi","East Germany","74","0.485140371336294","0.403226358849227","0.567054383823361"
"Full-time","2003","higher vocational","West Germany","640","0.490186311278128","0.46236205375841","0.518010568797845"
"Full-time","2003","higher vocational","East Germany","224","0.444011205873897","0.398307633319502","0.489714778428291"
"Full-time","2003","higher education","West Germany","1827","0.574125080318749","0.556642275750987","0.591607884886511"
"Full-time","2003","higher education","East Germany","722","0.44260489327007","0.415563113493057","0.469646673047083"
"Part-time","2003","in school","West Germany","3","","",""
"Part-time","2003","in school","East Germany","1","","",""
"Part-time","2003","inadequately","West Germany","12","","",""
"Part-time","2003","inadequately","East Germany","","","",""
"Part-time","2003","general elemantary","West Germany","166","0.0587627332187075","0.0492501253246242","0.0682753411127909"
"Part-time","2003","general elemantary","East Germany","6","","",""
"Part-time","2003","middle vocational","West Germany","1001","0.107254334186764","0.100617665309127","0.1138910030644"
"Part-time","2003","middle vocational","East Germany","218","0.0660979495254857","0.0569377133668302","0.0752581856841411"
"Part-time","2003","vocational + Abi","West Germany","142","0.125966133816761","0.105613236088683","0.14631903154484"
"Part-time","2003","vocational + Abi","East Germany","10","","",""
"Part-time","2003","higher vocational","West Germany","167","0.116567558707929","0.0987062708136076","0.134428846602251"
"Part-time","2003","higher vocational","East Germany","35","0.0664456140486288","0.0435357170810014","0.0893555110162563"
"Part-time","2003","higher education","West Germany","392","0.103556269004928","0.0927837684379622","0.114328769571894"
"Part-time","2003","higher education","East Germany","122","0.0951642126752587","0.0791882401767166","0.111140185173801"
"Non-working","2003","in school","West Germany","406","0.892155294157126","0.863685435352629","0.920625152961624"
"Non-working","2003","in school","East Germany","154","0.941852072467788","0.905815037358208","0.977889107577368"
"Non-working","2003","inadequately","West Germany","173","0.666828931179627","0.609089969941503","0.724567892417751"
"Non-working","2003","inadequately","East Germany","12","","",""
"Non-working","2003","general elemantary","West Germany","1385","0.633572829754603","0.614083758142632","0.653061901366574"
"Non-working","2003","general elemantary","East Germany","272","0.723276204134421","0.680439463261124","0.766112945007718"
"Non-working","2003","middle vocational","West Germany","3553","0.45572713702429","0.445045455263899","0.466408818784681"
"Non-working","2003","middle vocational","East Germany","1440","0.544208422335762","0.525846092273398","0.562570752398125"
"Non-working","2003","vocational + Abi","West Germany","326","0.349120138522911","0.319880426714321","0.378359850331501"
"Non-working","2003","vocational + Abi","East Germany","47","0.379820817776819","0.300273040966606","0.459368594587033"
"Non-working","2003","higher vocational","West Germany","391","0.364731396717719","0.337939558057096","0.391523235378342"
"Non-working","2003","higher vocational","East Germany","182","0.455313086676611","0.409504309206257","0.501121864146964"
"Non-working","2003","higher education","West Germany","764","0.283428231877181","0.267494474075974","0.299361989678388"
"Non-working","2003","higher education","East Germany","424","0.436737505760689","0.409734553290613","0.463740458230765"
"Other","2003","in school","West Germany","47","0.0965111654992729","0.0694082603779822","0.123614070620564"
"Other","2003","in school","East Germany","7","","",""
"Other","2003","inadequately","West Germany","20","","",""
"Other","2003","inadequately","East Germany","2","","",""
"Other","2003","general elemantary","West Germany","362","0.130808101501706","0.117169363056149","0.144446839947263"
"Other","2003","general elemantary","East Germany","108","0.191673459343241","0.153984383413306","0.229362535273175"
"Other","2003","middle vocational","West Germany","494","0.0540053689514447","0.0491576028927044","0.0588531350101851"
"Other","2003","middle vocational","East Germany","131","0.0417388189876875","0.034365312985222","0.0491123249901531"
"Other","2003","vocational + Abi","West Germany","63","0.0730338905039373","0.0570740198917179","0.0889937611161566"
"Other","2003","vocational + Abi","East Germany","12","","",""
"Other","2003","higher vocational","West Germany","42","0.0285147332962241","0.0192509152854067","0.0377785513070414"
"Other","2003","higher vocational","East Germany","13","","",""
"Other","2003","higher education","West Germany","90","0.0388904187991421","0.0320548513308361","0.0457259862674482"
"Other","2003","higher education","East Germany","28","","",""
"Full-time","2004","in school","West Germany","","","",""
"Full-time","2004","in school","East Germany","","","",""
"Full-time","2004","inadequately","West Germany","49","0.20369896255386","0.152531643569596","0.254866281538123"
"Full-time","2004","inadequately","East Germany","1","","",""
"Full-time","2004","general elemantary","West Germany","398","0.175505255464466","0.159702802009918","0.191307708919013"
"Full-time","2004","general elemantary","East Germany","24","","",""
"Full-time","2004","middle vocational","West Germany","3108","0.376494041546948","0.36593167683416","0.387056406259736"
"Full-time","2004","middle vocational","East Germany","1018","0.3302486776669","0.312712498172992","0.347784857160809"
"Full-time","2004","vocational + Abi","West Germany","489","0.463003330970337","0.432297474046117","0.493709187894556"
"Full-time","2004","vocational + Abi","East Germany","75","0.410008102020764","0.332328503221611","0.487687700819916"
"Full-time","2004","higher vocational","West Germany","628","0.509574004206934","0.481418300068346","0.537729708345522"
"Full-time","2004","higher vocational","East Germany","214","0.45690896002598","0.410204481349912","0.503613438702048"
"Full-time","2004","higher education","West Germany","1798","0.568324405236469","0.550688259545317","0.58596055092762"
"Full-time","2004","higher education","East Germany","698","0.429169364576244","0.40206485715378","0.456273871998709"
"Part-time","2004","in school","West Germany","4","","",""
"Part-time","2004","in school","East Germany","3","","",""
"Part-time","2004","inadequately","West Germany","10","","",""
"Part-time","2004","inadequately","East Germany","1","","",""
"Part-time","2004","general elemantary","West Germany","160","0.0654026024115232","0.055132014377616","0.0756731904454305"
"Part-time","2004","general elemantary","East Germany","8","","",""
"Part-time","2004","middle vocational","West Germany","941","0.101549844960963","0.0949649564250135","0.108134733496913"
"Part-time","2004","middle vocational","East Germany","210","0.0704869285962085","0.0609427250505615","0.0800311321418554"
"Part-time","2004","vocational + Abi","West Germany","142","0.131717080075799","0.110891598897259","0.15254256125434"
"Part-time","2004","vocational + Abi","East Germany","12","","",""
"Part-time","2004","higher vocational","West Germany","155","0.107146976475349","0.0897266629723883","0.124567289978309"
"Part-time","2004","higher vocational","East Germany","39","0.0782998620684364","0.0531124992992057","0.103487224837667"
"Part-time","2004","higher education","West Germany","378","0.0996184187603469","0.0889546701139768","0.110282167406717"
"Part-time","2004","higher education","East Germany","121","0.100119662960938","0.0836825478425402","0.116556778079336"
"Non-working","2004","in school","West Germany","436","0.937916439059814","0.916192963804809","0.959639914314819"
"Non-working","2004","in school","East Germany","156","0.916173752142254","0.873888876746576","0.958458627537932"
"Non-working","2004","inadequately","West Germany","161","0.693925899406434","0.635375555278539","0.752476243534329"
"Non-working","2004","inadequately","East Germany","14","","",""
"Non-working","2004","general elemantary","West Germany","1338","0.634238371138449","0.614230041262452","0.654246701014446"
"Non-working","2004","general elemantary","East Germany","242","0.692868828233551","0.646241382163216","0.739496274303885"
"Non-working","2004","middle vocational","West Germany","3502","0.463845720608741","0.452974120555986","0.474717320661495"
"Non-working","2004","middle vocational","East Germany","1388","0.546099788892947","0.527535691198334","0.56466388658756"
"Non-working","2004","vocational + Abi","West Germany","319","0.335511767291685","0.306435349940768","0.364588184642603"
"Non-working","2004","vocational + Abi","East Germany","54","0.402160580562007","0.324718011104993","0.479603150019021"
"Non-working","2004","higher vocational","West Germany","372","0.34844116627541","0.321605179608651","0.375277152942169"
"Non-working","2004","higher vocational","East Germany","175","0.448200496356233","0.401573848699283","0.494827144013183"
"Non-working","2004","higher education","West Germany","751","0.293077124069251","0.276870082159108","0.309284165979394"
"Non-working","2004","higher education","East Germany","429","0.441380590141632","0.414188777919591","0.468572402363672"
"Other","2004","in school","West Germany","34","0.057648521343104","0.0366659134703772","0.0786311292158307"
"Other","2004","in school","East Germany","6","","",""
"Other","2004","inadequately","West Germany","18","","",""
"Other","2004","inadequately","East Germany","2","","",""
"Other","2004","general elemantary","West Germany","330","0.124853770985562","0.111121996708132","0.138585545262992"
"Other","2004","general elemantary","East Germany","102","0.22956482355376","0.18705641058919","0.27207323651833"
"Other","2004","middle vocational","West Germany","532","0.058110392883348","0.0530101752326657","0.0632106105340303"
"Other","2004","middle vocational","East Germany","147","0.0531646048439443","0.0447988297270347","0.061530379960854"
"Other","2004","vocational + Abi","West Germany","63","0.0697678216621785","0.0540798560304456","0.0854557872939113"
"Other","2004","vocational + Abi","East Germany","13","","",""
"Other","2004","higher vocational","West Germany","56","0.034837853042307","0.0245101949609625","0.0451655111236516"
"Other","2004","higher vocational","East Germany","9","","",""
"Other","2004","higher education","West Germany","103","0.0389800519339333","0.0320885452021797","0.045871558665687"
"Other","2004","higher education","East Germany","33","0.0293303823211861","0.0200904645504846","0.0385703000918876"
"Full-time","2005","in school","West Germany","1","","",""
"Full-time","2005","in school","East Germany","","","",""
"Full-time","2005","inadequately","West Germany","39","0.194683918244265","0.143287968876278","0.246079867612253"
"Full-time","2005","inadequately","East Germany","2","","",""
"Full-time","2005","general elemantary","West Germany","359","0.173335487087396","0.157040394595595","0.189630579579197"
"Full-time","2005","general elemantary","East Germany","28","","",""
"Full-time","2005","middle vocational","West Germany","2941","0.382225036532959","0.371348012786914","0.393102060279004"
"Full-time","2005","middle vocational","East Germany","940","0.329943443157534","0.312011003744486","0.347875882570581"
"Full-time","2005","vocational + Abi","West Germany","472","0.457951036771176","0.426677675238326","0.489224398304026"
"Full-time","2005","vocational + Abi","East Germany","77","0.430874456026704","0.354619162519077","0.507129749534331"
"Full-time","2005","higher vocational","West Germany","586","0.512934453012668","0.483995659372731","0.541873246652605"
"Full-time","2005","higher vocational","East Germany","201","0.451394351587849","0.403915515596451","0.498873187579247"
"Full-time","2005","higher education","West Germany","1674","0.545271615154658","0.527216907416057","0.56332632289326"
"Full-time","2005","higher education","East Germany","652","0.438579515370889","0.411158971185465","0.466000059556313"
"Part-time","2005","in school","West Germany","3","","",""
"Part-time","2005","in school","East Germany","2","","",""
"Part-time","2005","inadequately","West Germany","12","","",""
"Part-time","2005","inadequately","East Germany","1","","",""
"Part-time","2005","general elemantary","West Germany","149","0.0666217325381817","0.0558871479245634","0.0773563171517999"
"Part-time","2005","general elemantary","East Germany","7","","",""
"Part-time","2005","middle vocational","West Germany","882","0.103717514542722","0.0968928098388955","0.110542219246549"
"Part-time","2005","middle vocational","East Germany","202","0.0750063265287998","0.064960579913755","0.0850520731438447"
"Part-time","2005","vocational + Abi","West Germany","141","0.142049804925912","0.120137041872321","0.163962567979503"
"Part-time","2005","vocational + Abi","East Germany","17","","",""
"Part-time","2005","higher vocational","West Germany","152","0.105825477850905","0.0880155546409368","0.123635401060873"
"Part-time","2005","higher vocational","East Germany","33","0.0700562158006885","0.0457037158718401","0.094408715729537"
"Part-time","2005","higher education","West Germany","360","0.108985758094215","0.0976868836454974","0.120284632542933"
"Part-time","2005","higher education","East Germany","127","0.090675264869392","0.0748076485997065","0.106542881139078"
"Non-working","2005","in school","West Germany","461","0.920947700133825","0.897391373843552","0.944504026424098"
"Non-working","2005","in school","East Germany","140","0.934208851876201","0.894131857342444","0.974285846409959"
"Non-working","2005","inadequately","West Germany","158","0.644442769498288","0.582309014218424","0.706576524778153"
"Non-working","2005","inadequately","East Germany","14","","",""
"Non-working","2005","general elemantary","West Germany","1263","0.627341403783812","0.606527382826593","0.648155424741032"
"Non-working","2005","general elemantary","East Germany","221","0.693424851628673","0.644630538857616","0.74221916439973"
"Non-working","2005","middle vocational","West Germany","3303","0.446842523778375","0.435714014283844","0.457971033272906"
"Non-working","2005","middle vocational","East Germany","1384","0.554609875891001","0.535654692906183","0.573565058875818"
"Non-working","2005","vocational + Abi","West Germany","301","0.333797477162039","0.304197563476304","0.363397390847774"
"Non-working","2005","vocational + Abi","East Germany","53","0.404692430020145","0.329109482060444","0.480275377979846"
"Non-working","2005","higher vocational","West Germany","357","0.34589127039511","0.318352118876798","0.373430421913421"
"Non-working","2005","higher vocational","East Germany","181","0.464971847163827","0.417384278973731","0.512559415353923"
"Non-working","2005","higher education","West Germany","780","0.304602687079667","0.287915184170839","0.321290189988496"
"Non-working","2005","higher education","East Germany","435","0.430826909566875","0.403462797468565","0.458191021665185"
"Other","2005","in school","West Germany","39","0.0734855508319039","0.050705226759308","0.0962658749044999"
"Other","2005","in school","East Germany","5","","",""
"Other","2005","inadequately","West Germany","19","","",""
"Other","2005","inadequately","East Germany","1","","",""
"Other","2005","general elemantary","West Germany","302","0.13270137659061","0.118097421708725","0.147305331472495"
"Other","2005","general elemantary","East Germany","87","0.201765539491302","0.159294805773166","0.244236273209438"
"Other","2005","middle vocational","West Germany","541","0.0672149251459437","0.0616101394282206","0.0728197108636667"
"Other","2005","middle vocational","East Germany","115","0.0404403544226657","0.032927458809127","0.0479532500362043"
"Other","2005","vocational + Abi","West Germany","61","0.0662016811408725","0.0505951337274001","0.081808228554345"
"Other","2005","vocational + Abi","East Germany","15","","",""
"Other","2005","higher vocational","West Germany","51","0.0353487987413172","0.0246575541136043","0.0460400433690301"
"Other","2005","higher vocational","East Germany","7","","",""
"Other","2005","higher education","West Germany","108","0.0411399396714589","0.0339385315346527","0.0483413478082651"
"Other","2005","higher education","East Germany","44","0.039918310192844","0.0291002862492379","0.05073633413645"
"Full-time","2006","in school","West Germany","2","","",""
"Full-time","2006","in school","East Germany","","","",""
"Full-time","2006","inadequately","West Germany","34","0.179658819022197","0.128929588168644","0.230388049875749"
"Full-time","2006","inadequately","East Germany","2","","",""
"Full-time","2006","general elemantary","West Germany","348","0.168706168860885","0.152938721281975","0.184473616439795"
"Full-time","2006","general elemantary","East Germany","30","0.0792057308908462","0.0524375216082994","0.105973940173393"
"Full-time","2006","middle vocational","West Germany","3065","0.375290396110856","0.364886182875634","0.385694609346077"
"Full-time","2006","middle vocational","East Germany","972","0.336183886888398","0.318757594603935","0.35361017917286"
"Full-time","2006","vocational + Abi","West Germany","489","0.463873279523068","0.433695050388529","0.494051508657607"
"Full-time","2006","vocational + Abi","East Germany","86","0.467776809042694","0.392991502775132","0.542562115310256"
"Full-time","2006","higher vocational","West Germany","602","0.489114052875328","0.461189507369613","0.517038598381043"
"Full-time","2006","higher vocational","East Germany","195","0.452136078875928","0.404984402359148","0.499287755392708"
"Full-time","2006","higher education","West Germany","1814","0.552024519401961","0.534933060747852","0.56911597805607"
"Full-time","2006","higher education","East Germany","664","0.419564324852816","0.393122199497257","0.446006450208375"
"Part-time","2006","in school","West Germany","4","","",""
"Part-time","2006","in school","East Germany","2","","",""
"Part-time","2006","inadequately","West Germany","9","","",""
"Part-time","2006","inadequately","East Germany","","","",""
"Part-time","2006","general elemantary","West Germany","163","0.0622454771194769","0.0520732249164523","0.0724177293225015"
"Part-time","2006","general elemantary","East Germany","8","","",""
"Part-time","2006","middle vocational","West Germany","970","0.106053256680726","0.0994371232411293","0.112669390120324"
"Part-time","2006","middle vocational","East Germany","214","0.064608155887184","0.0555397048191971","0.073676606955171"
"Part-time","2006","vocational + Abi","West Germany","170","0.155863263684153","0.133913056172191","0.177813471196115"
"Part-time","2006","vocational + Abi","East Germany","17","","",""
"Part-time","2006","higher vocational","West Germany","168","0.106501648745017","0.0892693145771024","0.123733982912931"
"Part-time","2006","higher vocational","East Germany","36","0.066856594219661","0.0431934458497787","0.0905197425895433"
"Part-time","2006","higher education","West Germany","398","0.10161412342603","0.0912297255901005","0.11199852126196"
"Part-time","2006","higher education","East Germany","144","0.101215306745438","0.085054204946476","0.117376408544399"
"Non-working","2006","in school","West Germany","394","0.798607842708541","0.763171115770369","0.834044569646714"
"Non-working","2006","in school","East Germany","129","0.90930878041749","0.862886364627287","0.955731196207694"
"Non-working","2006","inadequately","West Germany","155","0.7105654263519","0.650639605654366","0.770491247049435"
"Non-working","2006","inadequately","East Germany","14","","",""
"Non-working","2006","general elemantary","West Germany","1366","0.640964081875052","0.620766264971738","0.661161898778366"
"Non-working","2006","general elemantary","East Germany","252","0.697801258884178","0.652284438960035","0.743318078808321"
"Non-working","2006","middle vocational","West Germany","3712","0.453595313033209","0.442897920922784","0.464292705143634"
"Non-working","2006","middle vocational","East Germany","1469","0.534981874234426","0.516582751069677","0.553380997399176"
"Non-working","2006","vocational + Abi","West Germany","326","0.313351815435455","0.285281739170659","0.34142189170025"
"Non-working","2006","vocational + Abi","East Germany","57","0.390354609278478","0.317237613465618","0.463471605091338"
"Non-working","2006","higher vocational","West Germany","402","0.362240644215201","0.335390534016131","0.389090754414272"
"Non-working","2006","higher vocational","East Germany","190","0.468695132491665","0.421418849296547","0.515971415686782"
"Non-working","2006","higher education","West Germany","909","0.301587702810117","0.285813930196874","0.31736147542336"
"Non-working","2006","higher education","East Germany","488","0.443533090392463","0.416913417187141","0.470152763597786"
"Other","2006","in school","West Germany","92","0.189869455734243","0.155214081288067","0.224524830180419"
"Other","2006","in school","East Germany","16","","",""
"Other","2006","inadequately","West Germany","22","","",""
"Other","2006","inadequately","East Germany","7","","",""
"Other","2006","general elemantary","West Germany","290","0.128084272144586","0.11401395801303","0.142154586276142"
"Other","2006","general elemantary","East Germany","101","0.193799587850655","0.154620200124501","0.232978975576809"
"Other","2006","middle vocational","West Germany","573","0.0650610341752088","0.0597614897241643","0.0703605786262533"
"Other","2006","middle vocational","East Germany","168","0.0642260829899918","0.0551826393166699","0.0732695266633137"
"Other","2006","vocational + Abi","West Germany","64","0.0669116413573242","0.0517909177780409","0.0820323649366075"
"Other","2006","vocational + Abi","East Germany","11","","",""
"Other","2006","higher vocational","West Germany","59","0.0421436541644535","0.0309199722596241","0.0533673360692829"
"Other","2006","higher vocational","East Germany","7","","",""
"Other","2006","higher education","West Germany","131","0.0447736543618923","0.0376658209639175","0.051881487759867"
"Other","2006","higher education","East Germany","42","0.0356872780092833","0.0257472937986941","0.0456272622198725"
"Full-time","2007","in school","West Germany","","","",""
"Full-time","2007","in school","East Germany","","","",""
"Full-time","2007","inadequately","West Germany","31","0.191114497047646","0.136070444948459","0.246158549146833"
"Full-time","2007","inadequately","East Germany","1","","",""
"Full-time","2007","general elemantary","West Germany","327","0.181405118468324","0.164252972369162","0.198557264567486"
"Full-time","2007","general elemantary","East Germany","28","","",""
"Full-time","2007","middle vocational","West Germany","2878","0.379566356846419","0.368754577017167","0.390378136675672"
"Full-time","2007","middle vocational","East Germany","954","0.356037907494203","0.337793429476753","0.374282385511654"
"Full-time","2007","vocational + Abi","West Germany","460","0.448145440095329","0.41744535116057","0.478845529030088"
"Full-time","2007","vocational + Abi","East Germany","90","0.549609931129941","0.474150844504343","0.625069017755538"
"Full-time","2007","higher vocational","West Germany","550","0.471020475677816","0.441955332925949","0.500085618429683"
"Full-time","2007","higher vocational","East Germany","185","0.461418153244825","0.41292747394491","0.50990883254474"
"Full-time","2007","higher education","West Germany","1716","0.553094011465206","0.535589706620317","0.570598316310094"
"Full-time","2007","higher education","East Germany","636","0.426508392873057","0.399654750103297","0.453362035642817"
"Part-time","2007","in school","West Germany","4","","",""
"Part-time","2007","in school","East Germany","","","",""
"Part-time","2007","inadequately","West Germany","11","","",""
"Part-time","2007","inadequately","East Germany","","","",""
"Part-time","2007","general elemantary","West Germany","135","0.071655303771919","0.0601754068776874","0.0831352006661507"
"Part-time","2007","general elemantary","East Germany","8","","",""
"Part-time","2007","middle vocational","West Germany","959","0.10875174121793","0.101815516985436","0.115687965450424"
"Part-time","2007","middle vocational","East Germany","217","0.0802709792220593","0.0699180702212575","0.0906238882228611"
"Part-time","2007","vocational + Abi","West Germany","172","0.163917943984219","0.141064296435359","0.186771591533078"
"Part-time","2007","vocational + Abi","East Germany","25","","",""
"Part-time","2007","higher vocational","West Germany","167","0.120748861928024","0.101776075030923","0.139721648825124"
"Part-time","2007","higher vocational","East Germany","35","0.0825029872172067","0.05574076081254","0.109265213621873"
"Part-time","2007","higher education","West Germany","405","0.114819113034227","0.10359478344596","0.126043442622493"
"Part-time","2007","higher education","East Germany","147","0.0943314204070856","0.078460989429114","0.110201851385057"
"Non-working","2007","in school","West Germany","388","0.806470481230165","0.770979953196015","0.841961009264314"
"Non-working","2007","in school","East Germany","139","0.924357187353252","0.882320349190874","0.96639402551563"
"Non-working","2007","inadequately","West Germany","138","0.715569983287881","0.65241118967765","0.778728776898112"
"Non-working","2007","inadequately","East Germany","17","","",""
"Non-working","2007","general elemantary","West Germany","1227","0.6198426606388","0.598236300644286","0.641449020633314"
"Non-working","2007","general elemantary","East Germany","226","0.690291239256064","0.641143724863129","0.739438753649"
"Non-working","2007","middle vocational","West Germany","3350","0.441434600540544","0.430371525249455","0.452497675831633"
"Non-working","2007","middle vocational","East Germany","1329","0.512993825229836","0.493949022707818","0.532038627751854"
"Non-working","2007","vocational + Abi","West Germany","314","0.332768081992912","0.303679197754147","0.361856966231677"
"Non-working","2007","vocational + Abi","East Germany","41","0.259436857746289","0.192957511499339","0.325916203993238"
"Non-working","2007","higher vocational","West Germany","361","0.360245498440576","0.332291811787476","0.388199185093677"
"Non-working","2007","higher vocational","East Germany","177","0.44310078407604","0.394781038740716","0.491420529411363"
"Non-working","2007","higher education","West Germany","864","0.287689069658623","0.271751070920678","0.303627068396567"
"Non-working","2007","higher education","East Germany","480","0.442198318292457","0.415231833606877","0.469164802978037"
"Other","2007","in school","West Germany","84","0.176224887212105","0.141996804803677","0.210452969620533"
"Other","2007","in school","East Germany","13","","",""
"Other","2007","inadequately","West Germany","16","","",""
"Other","2007","inadequately","East Germany","5","","",""
"Other","2007","general elemantary","West Germany","250","0.127096917120957","0.112271404859944","0.14192242938197"
"Other","2007","general elemantary","East Germany","78","0.178021259435827","0.137360558623758","0.218681960247897"
"Other","2007","middle vocational","West Germany","552","0.0702473013951066","0.0645534750959725","0.0759411276942407"
"Other","2007","middle vocational","East Germany","146","0.0506972880539013","0.0423384117981875","0.0590561643096151"
"Other","2007","vocational + Abi","West Germany","62","0.0551685339275399","0.0410743244944255","0.0692627433606543"
"Other","2007","vocational + Abi","East Germany","11","","",""
"Other","2007","higher vocational","West Germany","55","0.047985163953584","0.035539774664198","0.06043055324297"
"Other","2007","higher vocational","East Germany","9","","",""
"Other","2007","higher education","West Germany","114","0.0443978058419448","0.0371458253719102","0.0516497863119794"
"Other","2007","higher education","East Germany","40","0.0369618684274005","0.0267177501713833","0.0472059866834177"
"Full-time","2008","in school","West Germany","","","",""
"Full-time","2008","in school","East Germany","","","",""
"Full-time","2008","inadequately","West Germany","33","0.237121784966878","0.172807597896684","0.301435972037072"
"Full-time","2008","inadequately","East Germany","2","","",""
"Full-time","2008","general elemantary","West Germany","297","0.17689049885534","0.159154188751023","0.194626808959657"
"Full-time","2008","general elemantary","East Germany","33","0.0914501564517673","0.0595169500844507","0.123383362819084"
"Full-time","2008","middle vocational","West Germany","2716","0.38442600082362","0.373242258754305","0.395609742892936"
"Full-time","2008","middle vocational","East Germany","964","0.38790681473693","0.368878230195566","0.406935399278294"
"Full-time","2008","vocational + Abi","West Germany","445","0.478101588429645","0.446066366740814","0.510136810118477"
"Full-time","2008","vocational + Abi","East Germany","94","0.542752664790963","0.466969869439859","0.618535460142066"
"Full-time","2008","higher vocational","West Germany","504","0.472060286502535","0.441792487256045","0.502328085749026"
"Full-time","2008","higher vocational","East Germany","170","0.477619669301486","0.427198614629566","0.528040723973406"
"Full-time","2008","higher education","West Germany","1621","0.563542759338426","0.545682413983426","0.581403104693426"
"Full-time","2008","higher education","East Germany","613","0.442957094935066","0.415375827169232","0.4705383627009"
"Part-time","2008","in school","West Germany","2","","",""
"Part-time","2008","in school","East Germany","","","",""
"Part-time","2008","inadequately","West Germany","11","","",""
"Part-time","2008","inadequately","East Germany","","","",""
"Part-time","2008","general elemantary","West Germany","122","0.0661716983730052","0.0546171794163952","0.0777262173296152"
"Part-time","2008","general elemantary","East Germany","10","","",""
"Part-time","2008","middle vocational","West Germany","907","0.110697654278803","0.103484344896377","0.117910963661228"
"Part-time","2008","middle vocational","East Germany","183","0.0711853384403607","0.061143948893676","0.0812267279870453"
"Part-time","2008","vocational + Abi","West Germany","165","0.164404017762829","0.140634025637724","0.188174009887933"
"Part-time","2008","vocational + Abi","East Germany","19","","",""
"Part-time","2008","higher vocational","West Germany","151","0.121767811666002","0.101940635211268","0.141594988120735"
"Part-time","2008","higher vocational","East Germany","33","0.0907184392522338","0.06172669179547","0.119710186708998"
"Part-time","2008","higher education","West Germany","380","0.107976103103261","0.0967995565025607","0.119152649703961"
"Part-time","2008","higher education","East Germany","136","0.095603221572946","0.0792762800701923","0.1119301630757"
"Non-working","2008","in school","West Germany","353","0.812767268035759","0.776358768092495","0.849175767979024"
"Non-working","2008","in school","East Germany","104","0.914851433723967","0.863391073060774","0.96631179438716"
"Non-working","2008","inadequately","West Germany","109","0.614705999716772","0.541115237812534","0.68829676162101"
"Non-working","2008","inadequately","East Germany","11","","",""
"Non-working","2008","general elemantary","West Germany","1101","0.61602052449915","0.593413999491533","0.638627049506767"
"Non-working","2008","general elemantary","East Germany","201","0.724037296983625","0.674517188603992","0.773557405363258"
"Non-working","2008","middle vocational","West Germany","3112","0.428628600660079","0.417251268076095","0.440005933244064"
"Non-working","2008","middle vocational","East Germany","1230","0.483098431418904","0.46358400701024","0.502612855827568"
"Non-working","2008","vocational + Abi","West Germany","263","0.294324334024395","0.265096925576554","0.323551742472235"
"Non-working","2008","vocational + Abi","East Germany","42","0.286045757732523","0.217299827675711","0.354791687789336"
"Non-working","2008","higher vocational","West Germany","338","0.358526058199811","0.329449712852216","0.387602403547405"
"Non-working","2008","higher vocational","East Germany","167","0.423518009561113","0.373640331294838","0.473395687827388"
"Non-working","2008","higher education","West Germany","847","0.283609228189008","0.267376529239031","0.299841927138985"
"Non-working","2008","higher education","East Germany","463","0.428356721184864","0.400880663881035","0.455832778488693"
"Other","2008","in school","West Germany","86","0.182916926753431","0.146835072230207","0.218998781276656"
"Other","2008","in school","East Germany","9","","",""
"Other","2008","inadequately","West Germany","15","","",""
"Other","2008","inadequately","East Germany","6","","",""
"Other","2008","general elemantary","West Germany","258","0.140917278272505","0.124744604430068","0.157089952114942"
"Other","2008","general elemantary","East Germany","69","0.15057282955519","0.110953027412573","0.190192631697806"
"Other","2008","middle vocational","West Germany","533","0.0762477442374976","0.0701463106626923","0.0823491778123028"
"Other","2008","middle vocational","East Germany","142","0.0578094154038055","0.0486955486243093","0.0669232821833018"
"Other","2008","vocational + Abi","West Germany","61","0.0631700597831315","0.0475687637429117","0.0787713558233513"
"Other","2008","vocational + Abi","East Germany","11","","",""
"Other","2008","higher vocational","West Germany","52","0.0476458436316521","0.0347306269416738","0.0605610603216303"
"Other","2008","higher vocational","East Germany","7","","",""
"Other","2008","higher education","West Germany","114","0.0448719093693054","0.0374164630449942","0.0523273556936167"
"Other","2008","higher education","East Germany","34","0.033082962307124","0.0231521249025465","0.0430137997117015"
"Full-time","2009","in school","West Germany","","","",""
"Full-time","2009","in school","East Germany","","","",""
"Full-time","2009","inadequately","West Germany","28","","",""
"Full-time","2009","inadequately","East Germany","2","","",""
"Full-time","2009","general elemantary","West Germany","269","0.179280679981785","0.160390566094854","0.198170793868717"
"Full-time","2009","general elemantary","East Germany","27","","",""
"Full-time","2009","middle vocational","West Germany","2473","0.382191254913311","0.370558545491154","0.393823964335468"
"Full-time","2009","middle vocational","East Germany","897","0.370604055739043","0.351317852240006","0.38989025923808"
"Full-time","2009","vocational + Abi","West Germany","407","0.49349895859302","0.459888694902797","0.527109222283244"
"Full-time","2009","vocational + Abi","East Germany","79","0.479872983097451","0.400710349868442","0.55903561632646"
"Full-time","2009","higher vocational","West Germany","475","0.47896146862776","0.447442670890409","0.510480266365111"
"Full-time","2009","higher vocational","East Germany","166","0.465368531727687","0.414748846481231","0.515988216974143"
"Full-time","2009","higher education","West Germany","1541","0.558267773677789","0.540004032566526","0.576531514789052"
"Full-time","2009","higher education","East Germany","593","0.466528694934224","0.438407766624434","0.494649623244015"
"Part-time","2009","in school","West Germany","3","","",""
"Part-time","2009","in school","East Germany","","","",""
"Part-time","2009","inadequately","West Germany","7","","",""
