"erwst","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Non-working","2018","Part Time","(2b) intermediate general qualification","44","0.179601405927564","0.132113988651965","0.227088823203163"
"Non-working","2018","Part Time","(2a) intermediate vocational","243","0.153788094321972","0.13709961411828","0.170476574525664"
"Non-working","2018","Part Time","(2c_gen) general maturity certificate","158","0.233151982070356","0.20144083551284","0.264863128627873"
"Non-working","2018","Part Time","(2c_voc) vocational maturity certificate","120","0.175400894744034","0.150316416563076","0.200485372924991"
"Non-working","2018","Part Time","(3a) lower tertiary education","82","0.17376004029089","0.140211154370361","0.207308926211419"
"Non-working","2018","Part Time","(3b) higher tertiary education","218","0.169926171664444","0.150009753393992","0.189842589934897"
"Non-working","2018","Not Working","(0) in school","544","0.870514067793568","0.844400848301823","0.896627287285314"
"Non-working","2018","Not Working","(1a) inadequately completed","1613","0.908694350858481","0.895593488692602","0.92179521302436"
"Non-working","2018","Not Working","(1b) general elementary school","1525","0.939470373804126","0.928326383852083","0.950614363756169"
"Non-working","2018","Not Working","(1c) basic vocational qualification","2233","0.987047224145108","0.982417171412889","0.991677276877327"
"Non-working","2018","Not Working","(2b) intermediate general qualification","326","0.872964368541229","0.840370422753357","0.905558314329102"
"Non-working","2018","Not Working","(2a) intermediate vocational","1331","0.968120752702297","0.958878621017203","0.977362884387391"
"Non-working","2018","Not Working","(2c_gen) general maturity certificate","842","0.900382548424282","0.882065979805818","0.918699117042746"
"Non-working","2018","Not Working","(2c_voc) vocational maturity certificate","480","0.921088110663822","0.898515612789538","0.943660608538106"
"Non-working","2018","Not Working","(3a) lower tertiary education","505","0.98546134999055","0.975173413892297","0.995749286088803"
"Non-working","2018","Not Working","(3b) higher tertiary education","1413","0.932823134348724","0.920678133871278","0.944968134826171"
"Other","2018","Full Time","(0) in school","","","",""
"Other","2018","Full Time","(1a) inadequately completed","19","","",""
"Other","2018","Full Time","(1b) general elementary school","78","0.181206845269989","0.1463461478713","0.216067542668677"
"Other","2018","Full Time","(1c) basic vocational qualification","15","","",""
"Other","2018","Full Time","(2b) intermediate general qualification","95","0.319808751599467","0.261287464431079","0.378330038767856"
"Other","2018","Full Time","(2a) intermediate vocational","31","0.0142536144179201","0.00972773602022489","0.0187794928156153"
"Other","2018","Full Time","(2c_gen) general maturity certificate","109","0.245364319909662","0.20271284198174","0.288015797837585"
"Other","2018","Full Time","(2c_voc) vocational maturity certificate","14","","",""
"Other","2018","Full Time","(3a) lower tertiary education","8","","",""
"Other","2018","Full Time","(3b) higher tertiary education","28","","",""
"Other","2018","Part Time","(0) in school","34","0.565740008610086","0.447931409766206","0.683548607453966"
"Other","2018","Part Time","(1a) inadequately completed","49","0.215309352256919","0.16544289410479","0.265175810409047"
"Other","2018","Part Time","(1b) general elementary school","183","0.324683085281814","0.287462778594469","0.36190339196916"
"Other","2018","Part Time","(1c) basic vocational qualification","283","0.281257464921411","0.254878685504379","0.307636244338443"
"Other","2018","Part Time","(2b) intermediate general qualification","113","0.426334207913031","0.365153316929754","0.487515098896307"
"Other","2018","Part Time","(2a) intermediate vocational","264","0.15089466694316","0.134335686460064","0.167453647426255"
"Other","2018","Part Time","(2c_gen) general maturity certificate","267","0.418084523445284","0.38109321113521","0.455075835755358"
"Other","2018","Part Time","(2c_voc) vocational maturity certificate","116","0.154519673339056","0.130679391617526","0.178359955060586"
"Other","2018","Part Time","(3a) lower tertiary education","68","0.15205568207569","0.120262423294623","0.183848940856757"
"Other","2018","Part Time","(3b) higher tertiary education","191","0.163314338704644","0.143711631061381","0.182917046347907"
"Other","2018","Not Working","(0) in school","87","0.127379773424553","0.101448484619991","0.153311062229114"
"Other","2018","Not Working","(1a) inadequately completed","82","0.0306619351501438","0.0228207889184318","0.0385030813818558"
"Other","2018","Not Working","(1b) general elementary school","102","0.0355040876643052","0.0268563093969962","0.0441518659316143"
"Other","2018","Not Working","(1c) basic vocational qualification","19","","",""
"Other","2018","Not Working","(2b) intermediate general qualification","67","0.0980583577503886","0.0689506884752457","0.127166027025531"
"Other","2018","Not Working","(2a) intermediate vocational","25","","",""
"Other","2018","Not Working","(2c_gen) general maturity certificate","90","0.0619177356001655","0.0471779602496559","0.0766575109506752"
"Other","2018","Not Working","(2c_voc) vocational maturity certificate","22","","",""
"Other","2018","Not Working","(3a) lower tertiary education","2","","",""
"Other","2018","Not Working","(3b) higher tertiary education","66","0.0181749016686457","0.0116939152161894","0.024655888121102"
"Full-time","2019","Full Time","(0) in school","1","","",""
"Full-time","2019","Full Time","(1a) inadequately completed","149","0.797991209441984","0.741199928483884","0.854782490400084"
"Full-time","2019","Full Time","(1b) general elementary school","339","0.754701999743491","0.71546806571572","0.793935933771261"
"Full-time","2019","Full Time","(1c) basic vocational qualification","1284","0.901179289877048","0.885787324389861","0.916571255364236"
"Full-time","2019","Full Time","(2b) intermediate general qualification","146","0.556392531762447","0.497351531108989","0.615433532415905"
"Full-time","2019","Full Time","(2a) intermediate vocational","2456","0.89598900873666","0.884579348738666","0.907398668734654"
"Full-time","2019","Full Time","(2c_gen) general maturity certificate","292","0.661887682189626","0.617483130243108","0.706292234136144"
"Full-time","2019","Full Time","(2c_voc) vocational maturity certificate","1179","0.915880658855957","0.900844197484794","0.930917120227119"
"Full-time","2019","Full Time","(3a) lower tertiary education","1015","0.90111394512749","0.883616099933588","0.918611790321391"
"Full-time","2019","Full Time","(3b) higher tertiary education","2145","0.888935201632268","0.876485630961355","0.90138477230318"
"Full-time","2019","Part Time","(0) in school","","","",""
"Full-time","2019","Part Time","(1a) inadequately completed","76","0.165044261404884","0.122967293368574","0.207121229441194"
"Full-time","2019","Part Time","(1b) general elementary school","108","0.131938774249695","0.103288611222443","0.160588937276948"
"Full-time","2019","Part Time","(1c) basic vocational qualification","161","0.156665431124857","0.133977433188724","0.17935342906099"
"Full-time","2019","Part Time","(2b) intermediate general qualification","37","0.0758380181865393","0.0428225734859214","0.108853462887157"
"Full-time","2019","Part Time","(2a) intermediate vocational","300","0.154005647455939","0.136857375257485","0.171153919654393"
"Full-time","2019","Part Time","(2c_gen) general maturity certificate","88","0.125527567441193","0.100327211831356","0.15072792305103"
"Full-time","2019","Part Time","(2c_voc) vocational maturity certificate","155","0.172465094700709","0.147959995298586","0.196970194102833"
"Full-time","2019","Part Time","(3a) lower tertiary education","104","0.227902365924481","0.192716981741825","0.263087750107136"
"Full-time","2019","Part Time","(3b) higher tertiary education","387","0.312778543545335","0.289206050400275","0.336351036690395"
"Full-time","2019","Not Working","(0) in school","2","","",""
"Full-time","2019","Not Working","(1a) inadequately completed","107","0.0393414292102095","0.0296570405550396","0.0490258178653794"
"Full-time","2019","Not Working","(1b) general elementary school","53","0.0128110926077226","0.00705634537484864","0.0185658398405966"
"Full-time","2019","Not Working","(1c) basic vocational qualification","49","0.0143073347772128","0.00928645277023572","0.0193282167841898"
"Full-time","2019","Not Working","(2b) intermediate general qualification","13","","",""
"Full-time","2019","Not Working","(2a) intermediate vocational","51","0.0236546217571527","0.015904338333065","0.0314049051812403"
"Full-time","2019","Not Working","(2c_gen) general maturity certificate","44","0.0213349667887237","0.0118202853667079","0.0308496482107395"
"Full-time","2019","Not Working","(2c_voc) vocational maturity certificate","33","0.0610233397160683","0.0406825570446908","0.0813641223874458"
"Full-time","2019","Not Working","(3a) lower tertiary education","19","","",""
"Full-time","2019","Not Working","(3b) higher tertiary education","106","0.0594570540626387","0.0475136915631688","0.0714004165621086"
"Part-time","2019","Full Time","(0) in school","","","",""
"Part-time","2019","Full Time","(1a) inadequately completed","8","","",""
"Part-time","2019","Full Time","(1b) general elementary school","27","","",""
"Part-time","2019","Full Time","(1c) basic vocational qualification","81","0.0562361914343336","0.0443537931801917","0.0681185896884754"
"Part-time","2019","Full Time","(2b) intermediate general qualification","11","","",""
"Part-time","2019","Full Time","(2a) intermediate vocational","191","0.0628306928944362","0.0537613317276819","0.0719000540611905"
"Part-time","2019","Full Time","(2c_gen) general maturity certificate","35","0.0734852536497443","0.0489928666441806","0.0979776406553081"
"Part-time","2019","Full Time","(2c_voc) vocational maturity certificate","86","0.0571042934370628","0.0445340271453035","0.0696745597288222"
"Part-time","2019","Full Time","(3a) lower tertiary education","79","0.0826119532525589","0.0664748650378574","0.0987490414672603"
"Part-time","2019","Full Time","(3b) higher tertiary education","197","0.0638899465160113","0.0542002355353701","0.0735796574966525"
"Part-time","2019","Part Time","(0) in school","1","","",""
"Part-time","2019","Part Time","(1a) inadequately completed","84","0.401487869824914","0.345924933409007","0.457050806240822"
"Part-time","2019","Part Time","(1b) general elementary school","157","0.360063031708173","0.319425851686409","0.400700211729937"
"Part-time","2019","Part Time","(1c) basic vocational qualification","413","0.366449532819965","0.336374415685294","0.396524649954637"
