"erwst","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Full-time","2016","35-65 y.","(3b) higher tertiary education","1553","0.638004377335916","0.620656440183822","0.65535231448801"
"Full-time","2016","66 and older","(0) in school","","","",""
"Full-time","2016","66 and older","(1a) inadequately completed","2","","",""
"Full-time","2016","66 and older","(1b) general elementary school","3","","",""
"Full-time","2016","66 and older","(1c) basic vocational qualification","16","","",""
"Full-time","2016","66 and older","(2b) intermediate general qualification","","","",""
"Full-time","2016","66 and older","(2a) intermediate vocational","11","","",""
"Full-time","2016","66 and older","(2c_gen) general maturity certificate","1","","",""
"Full-time","2016","66 and older","(2c_voc) vocational maturity certificate","4","","",""
"Full-time","2016","66 and older","(3a) lower tertiary education","8","","",""
"Full-time","2016","66 and older","(3b) higher tertiary education","25","","",""
"Part-time","2016","16-34 y.","(0) in school","1","","",""
"Part-time","2016","16-34 y.","(1a) inadequately completed","31","0.0617005781611648","0.047249886705456","0.0761512696168736"
"Part-time","2016","16-34 y.","(1b) general elementary school","64","0.0873129924845493","0.0707061535998378","0.103919831369261"
"Part-time","2016","16-34 y.","(1c) basic vocational qualification","54","0.109511944957843","0.082697178145306","0.13632671177038"
"Part-time","2016","16-34 y.","(2b) intermediate general qualification","16","","",""
"Part-time","2016","16-34 y.","(2a) intermediate vocational","130","0.0964588613817943","0.075579725915665","0.117337996847924"
"Part-time","2016","16-34 y.","(2c_gen) general maturity certificate","63","0.064816175687773","0.0511183260399798","0.0785140253355662"
"Part-time","2016","16-34 y.","(2c_voc) vocational maturity certificate","84","0.119011330109702","0.0929277888363667","0.145094871383037"
"Part-time","2016","16-34 y.","(3a) lower tertiary education","21","","",""
"Part-time","2016","16-34 y.","(3b) higher tertiary education","109","0.13791055684325","0.118085248690222","0.157735864996277"
"Part-time","2016","35-65 y.","(0) in school","","","",""
"Part-time","2016","35-65 y.","(1a) inadequately completed","51","0.122712730955526","0.102294976383386","0.143130485527667"
"Part-time","2016","35-65 y.","(1b) general elementary school","151","0.178591421654668","0.156588441091399","0.200594402217938"
"Part-time","2016","35-65 y.","(1c) basic vocational qualification","456","0.152195231366899","0.138937415378039","0.165453047355758"
"Part-time","2016","35-65 y.","(2b) intermediate general qualification","45","0.191249500836124","0.135474595299117","0.247024406373132"
"Part-time","2016","35-65 y.","(2a) intermediate vocational","966","0.213751691858742","0.200751461377924","0.22675192233956"
"Part-time","2016","35-65 y.","(2c_gen) general maturity certificate","87","0.156135571444339","0.128166166970543","0.184104975918136"
"Part-time","2016","35-65 y.","(2c_voc) vocational maturity certificate","498","0.23183644621853","0.212187741023722","0.251485151413338"
"Part-time","2016","35-65 y.","(3a) lower tertiary education","266","0.191909702307592","0.169306122365128","0.214513282250057"
"Part-time","2016","35-65 y.","(3b) higher tertiary education","611","0.186378965441264","0.172321925341548","0.20043600554098"
"Part-time","2016","66 and older","(0) in school","","","",""
"Part-time","2016","66 and older","(1a) inadequately completed","","","",""
"Part-time","2016","66 and older","(1b) general elementary school","3","","",""
"Part-time","2016","66 and older","(1c) basic vocational qualification","31","0.0207638888067268","0.0142801831063821","0.0272475945070714"
"Part-time","2016","66 and older","(2b) intermediate general qualification","","","",""
"Part-time","2016","66 and older","(2a) intermediate vocational","15","","",""
"Part-time","2016","66 and older","(2c_gen) general maturity certificate","1","","",""
"Part-time","2016","66 and older","(2c_voc) vocational maturity certificate","4","","",""
"Part-time","2016","66 and older","(3a) lower tertiary education","6","","",""
"Part-time","2016","66 and older","(3b) higher tertiary education","29","","",""
"Non-working","2016","16-34 y.","(0) in school","613","0.839869823886653","0.813518392986373","0.866221254786934"
"Non-working","2016","16-34 y.","(1a) inadequately completed","923","0.648747261037005","0.620077708447733","0.677416813626276"
"Non-working","2016","16-34 y.","(1b) general elementary school","728","0.477487543215722","0.448103202642887","0.506871883788557"
"Non-working","2016","16-34 y.","(1c) basic vocational qualification","163","0.266087323404574","0.228141540611675","0.304033106197472"
"Non-working","2016","16-34 y.","(2b) intermediate general qualification","213","0.346687088480072","0.306731337811239","0.386642839148906"
"Non-working","2016","16-34 y.","(2a) intermediate vocational","136","0.170066104927794","0.143495703583619","0.19663650627197"
"Non-working","2016","16-34 y.","(2c_gen) general maturity certificate","728","0.45432406870134","0.426621982780736","0.482026154621944"
"Non-working","2016","16-34 y.","(2c_voc) vocational maturity certificate","155","0.170532966579073","0.140236570060497","0.200829363097648"
"Non-working","2016","16-34 y.","(3a) lower tertiary education","34","0.156373162433512","0.10724904658921","0.205497278277815"
"Non-working","2016","16-34 y.","(3b) higher tertiary education","533","0.226775857009075","0.202699202637133","0.250852511381018"
"Non-working","2016","35-65 y.","(0) in school","4","","",""
"Non-working","2016","35-65 y.","(1a) inadequately completed","786","0.532819611990957","0.501772253420279","0.563866970561635"
"Non-working","2016","35-65 y.","(1b) general elementary school","615","0.39458342234986","0.366505292841215","0.422661551858505"
"Non-working","2016","35-65 y.","(1c) basic vocational qualification","739","0.242721237081078","0.226897636419321","0.258544837742835"
"Non-working","2016","35-65 y.","(2b) intermediate general qualification","66","0.370453153678163","0.30196553249463","0.438940774861695"
"Non-working","2016","35-65 y.","(2a) intermediate vocational","705","0.191162104216886","0.178692632454201","0.20363157597957"
"Non-working","2016","35-65 y.","(2c_gen) general maturity certificate","324","0.209563255477503","0.178202459341688","0.240924051613318"
"Non-working","2016","35-65 y.","(2c_voc) vocational maturity certificate","309","0.139286508849181","0.123165208694579","0.155407809003784"
"Non-working","2016","35-65 y.","(3a) lower tertiary education","139","0.101518595294802","0.0841835028370517","0.118853687752552"
"Non-working","2016","35-65 y.","(3b) higher tertiary education","671","0.146159188794742","0.133406966698356","0.158911410891129"
"Non-working","2016","66 and older","(0) in school","","","",""
"Non-working","2016","66 and older","(1a) inadequately completed","70","0.87179013516671","0.795617509226552","0.947962761106869"
"Non-working","2016","66 and older","(1b) general elementary school","541","0.959621066328576","0.943361041544625","0.975881091112528"
"Non-working","2016","66 and older","(1c) basic vocational qualification","1749","0.940505790858078","0.929749975924789","0.951261605791367"
"Non-working","2016","66 and older","(2b) intermediate general qualification","65","0.982926837714033","0.95167369435643","1.01417998107164"
"Non-working","2016","66 and older","(2a) intermediate vocational","706","0.918553275645193","0.899120056463959","0.937986494826427"
"Non-working","2016","66 and older","(2c_gen) general maturity certificate","41","0.933018971408611","0.860776878609852","1.00526106420737"
"Non-working","2016","66 and older","(2c_voc) vocational maturity certificate","179","0.910644364855706","0.870810691911169","0.950478037800243"
"Non-working","2016","66 and older","(3a) lower tertiary education","428","0.932935238663642","0.910151209075285","0.955719268251999"
"Non-working","2016","66 and older","(3b) higher tertiary education","651","0.897854522793252","0.876064449222276","0.919644596364229"
"Other","2016","16-34 y.","(0) in school","129","0.158096488596722","0.131881245112072","0.184311732081371"
"Other","2016","16-34 y.","(1a) inadequately completed","57","0.126606512364873","0.106635214709724","0.146577810020021"
"Other","2016","16-34 y.","(1b) general elementary school","186","0.233277188170036","0.208397672027694","0.258156704312379"
"Other","2016","16-34 y.","(1c) basic vocational qualification","41","0.0700575144644219","0.0481403363689171","0.0919746925599268"
"Other","2016","16-34 y.","(2b) intermediate general qualification","252","0.405036434053538","0.36382268987322","0.446250178233856"
"Other","2016","16-34 y.","(2a) intermediate vocational","55","0.0607451396816612","0.0438518210297996","0.0776384583335227"
"Other","2016","16-34 y.","(2c_gen) general maturity certificate","334","0.356010877370317","0.329370946107286","0.382650808633349"
"Other","2016","16-34 y.","(2c_voc) vocational maturity certificate","50","0.0875070786447552","0.0647443887184123","0.110269768571098"
"Other","2016","16-34 y.","(3a) lower tertiary education","20","","",""
"Other","2016","16-34 y.","(3b) higher tertiary education","88","0.0636475850551315","0.0496111875260342","0.0776839825842288"
"Other","2016","35-65 y.","(0) in school","","","",""
"Other","2016","35-65 y.","(1a) inadequately completed","59","0.0910335639312556","0.0731329901813965","0.108934137681115"
"Other","2016","35-65 y.","(1b) general elementary school","120","0.123805418256023","0.104884521831825","0.142726314680222"
"Other","2016","35-65 y.","(1c) basic vocational qualification","211","0.0709183272040289","0.0614444069450294","0.0803922474630283"
"Other","2016","35-65 y.","(2b) intermediate general qualification","11","","",""
"Other","2016","35-65 y.","(2a) intermediate vocational","250","0.0551892415174002","0.0479479499042562","0.0624305331305442"
"Other","2016","35-65 y.","(2c_gen) general maturity certificate","53","0.106910988443511","0.0831012570469802","0.130720719840042"
"Other","2016","35-65 y.","(2c_voc) vocational maturity certificate","101","0.0494803329621553","0.0393828508483457","0.0595778150759649"
"Other","2016","35-65 y.","(3a) lower tertiary education","37","0.0334888603473286","0.0231623774056065","0.0438153432890508"
"Other","2016","35-65 y.","(3b) higher tertiary education","113","0.0294574684280775","0.0233538222811345","0.0355611145750204"
"Other","2016","66 and older","(0) in school","","","",""
"Other","2016","66 and older","(1a) inadequately completed","2","","",""
"Other","2016","66 and older","(1b) general elementary school","16","","",""
"Other","2016","66 and older","(1c) basic vocational qualification","62","0.0319788584188038","0.0239786898950098","0.0399790269425978"
"Other","2016","66 and older","(2b) intermediate general qualification","1","","",""
"Other","2016","66 and older","(2a) intermediate vocational","29","","",""
"Other","2016","66 and older","(2c_gen) general maturity certificate","3","","",""
"Other","2016","66 and older","(2c_voc) vocational maturity certificate","10","","",""
"Other","2016","66 and older","(3a) lower tertiary education","21","","",""
"Other","2016","66 and older","(3b) higher tertiary education","37","0.0452288273899561","0.0302766840608771","0.0601809707190351"
"Full-time","2017","16-34 y.","(0) in school","2","","",""
"Full-time","2017","16-34 y.","(1a) inadequately completed","91","0.158529463622978","0.13977551304256","0.177283414203396"
"Full-time","2017","16-34 y.","(1b) general elementary school","176","0.244992201033232","0.221531725085365","0.2684526769811"
"Full-time","2017","16-34 y.","(1c) basic vocational qualification","279","0.619551905592856","0.577250052982834","0.661853758202879"
"Full-time","2017","16-34 y.","(2b) intermediate general qualification","81","0.219466772920196","0.18551909105855","0.253414454781842"
"Full-time","2017","16-34 y.","(2a) intermediate vocational","578","0.694368199755289","0.664437175686965","0.724299223823613"
"Full-time","2017","16-34 y.","(2c_gen) general maturity certificate","158","0.126736437063683","0.10991215498162","0.143560719145746"
"Full-time","2017","16-34 y.","(2c_voc) vocational maturity certificate","343","0.592034415871515","0.554282166123211","0.629786665619819"
"Full-time","2017","16-34 y.","(3a) lower tertiary education","167","0.689700051723552","0.6330305897734","0.746369513673705"
"Full-time","2017","16-34 y.","(3b) higher tertiary education","499","0.580105340072585","0.553580921183228","0.606629758961942"
"Full-time","2017","35-65 y.","(0) in school","","","",""
"Full-time","2017","35-65 y.","(1a) inadequately completed","126","0.253100777333044","0.228643027929213","0.277558526736874"
"Full-time","2017","35-65 y.","(1b) general elementary school","336","0.317215092596501","0.292146902699697","0.342283282493306"
"Full-time","2017","35-65 y.","(1c) basic vocational qualification","1455","0.525792678831749","0.507703113791473","0.543882243872026"
"Full-time","2017","35-65 y.","(2b) intermediate general qualification","95","0.413959943637204","0.353268056612892","0.474651830661516"
"Full-time","2017","35-65 y.","(2a) intermediate vocational","2265","0.556717838626306","0.541972235444627","0.571463441807985"
"Full-time","2017","35-65 y.","(2c_gen) general maturity certificate","210","0.516154509028587","0.479727613998927","0.552581404058248"
"Full-time","2017","35-65 y.","(2c_voc) vocational maturity certificate","939","0.554728341678809","0.53263544483492","0.576821238522698"
"Full-time","2017","35-65 y.","(3a) lower tertiary education","832","0.673297123661504","0.647967131105535","0.698627116217473"
"Full-time","2017","35-65 y.","(3b) higher tertiary education","1800","0.654149870245604","0.637931370700681","0.670368369790526"
"Full-time","2017","66 and older","(0) in school","","","",""
"Full-time","2017","66 and older","(1a) inadequately completed","4","","",""
"Full-time","2017","66 and older","(1b) general elementary school","2","","",""
"Full-time","2017","66 and older","(1c) basic vocational qualification","22","","",""
"Full-time","2017","66 and older","(2b) intermediate general qualification","1","","",""
"Full-time","2017","66 and older","(2a) intermediate vocational","14","","",""
"Full-time","2017","66 and older","(2c_gen) general maturity certificate","1","","",""
"Full-time","2017","66 and older","(2c_voc) vocational maturity certificate","3","","",""
"Full-time","2017","66 and older","(3a) lower tertiary education","8","","",""
"Full-time","2017","66 and older","(3b) higher tertiary education","27","","",""
"Part-time","2017","16-34 y.","(0) in school","1","","",""
"Part-time","2017","16-34 y.","(1a) inadequately completed","52","0.0644895361365612","0.0518774401759969","0.0771016320971254"
"Part-time","2017","16-34 y.","(1b) general elementary school","73","0.0829763002032337","0.0679292183666807","0.0980233820397867"
"Part-time","2017","16-34 y.","(1c) basic vocational qualification","61","0.0996636939545572","0.0735635018268226","0.125763886082292"
"Part-time","2017","16-34 y.","(2b) intermediate general qualification","17","","",""
"Part-time","2017","16-34 y.","(2a) intermediate vocational","128","0.0941092670283607","0.0751386481633451","0.113079885893376"
"Part-time","2017","16-34 y.","(2c_gen) general maturity certificate","93","0.0924214325267853","0.0777746717520515","0.107068193301519"
"Part-time","2017","16-34 y.","(2c_voc) vocational maturity certificate","81","0.117751200838603","0.0929920464978642","0.142510355179343"
"Part-time","2017","16-34 y.","(3a) lower tertiary education","34","0.115438895579273","0.0762946335997876","0.154583157558759"
"Part-time","2017","16-34 y.","(3b) higher tertiary education","143","0.141965583128386","0.123208462991459","0.160722703265312"
"Part-time","2017","35-65 y.","(0) in school","","","",""
"Part-time","2017","35-65 y.","(1a) inadequately completed","63","0.0887068720343213","0.0727132647451014","0.104700479323541"
"Part-time","2017","35-65 y.","(1b) general elementary school","178","0.175348645733648","0.15486579053764","0.195831500929656"
"Part-time","2017","35-65 y.","(1c) basic vocational qualification","490","0.138356795083263","0.1258484253441","0.150865164822426"
"Part-time","2017","35-65 y.","(2b) intermediate general qualification","49","0.162316975068775","0.116879974125234","0.207753976012316"
"Part-time","2017","35-65 y.","(2a) intermediate vocational","1123","0.224538174672573","0.21215220101982","0.236924148325326"
"Part-time","2017","35-65 y.","(2c_gen) general maturity certificate","105","0.175788227871964","0.148042683958012","0.203533771785916"
"Part-time","2017","35-65 y.","(2c_voc) vocational maturity certificate","556","0.25710427853842","0.237676705908333","0.276531851168506"
"Part-time","2017","35-65 y.","(3a) lower tertiary education","296","0.197588546233915","0.176083783952914","0.219093308514916"
"Part-time","2017","35-65 y.","(3b) higher tertiary education","668","0.175712918726929","0.162736072308552","0.188689765145306"
"Part-time","2017","66 and older","(0) in school","","","",""
"Part-time","2017","66 and older","(1a) inadequately completed","1","","",""
"Part-time","2017","66 and older","(1b) general elementary school","1","","",""
"Part-time","2017","66 and older","(1c) basic vocational qualification","27","","",""
"Part-time","2017","66 and older","(2b) intermediate general qualification","","","",""
"Part-time","2017","66 and older","(2a) intermediate vocational","16","","",""
"Part-time","2017","66 and older","(2c_gen) general maturity certificate","4","","",""
"Part-time","2017","66 and older","(2c_voc) vocational maturity certificate","8","","",""
"Part-time","2017","66 and older","(3a) lower tertiary education","12","","",""
"Part-time","2017","66 and older","(3b) higher tertiary education","34","0.0314468211432623","0.0193457221953702","0.0435479200911544"
"Non-working","2017","16-34 y.","(0) in school","674","0.824899514154753","0.79891848311813","0.850880545191375"
"Non-working","2017","16-34 y.","(1a) inadequately completed","1232","0.667986274786138","0.643804949265376","0.6921676003069"
"Non-working","2017","16-34 y.","(1b) general elementary school","821","0.438559158955956","0.411491477101208","0.465626840810705"
"Non-working","2017","16-34 y.","(1c) basic vocational qualification","129","0.20386021875826","0.168758067110224","0.238962370406295"
"Non-working","2017","16-34 y.","(2b) intermediate general qualification","245","0.344120007036778","0.305152987422928","0.383087026650628"
"Non-working","2017","16-34 y.","(2a) intermediate vocational","157","0.156499010165855","0.132892815146861","0.180105205184849"
"Non-working","2017","16-34 y.","(2c_gen) general maturity certificate","831","0.425329335930406","0.400326728180709","0.450331943680104"
"Non-working","2017","16-34 y.","(2c_voc) vocational maturity certificate","168","0.20920251660152","0.177958008746823","0.240447024456216"
"Non-working","2017","16-34 y.","(3a) lower tertiary education","36","0.130445350461847","0.0891889958681053","0.171701705055589"
"Non-working","2017","16-34 y.","(3b) higher tertiary education","579","0.175665067616173","0.155213960369783","0.196116174862563"
"Non-working","2017","35-65 y.","(0) in school","6","","",""
"Non-working","2017","35-65 y.","(1a) inadequately completed","959","0.566351959047546","0.538474663101698","0.594229254993395"
"Non-working","2017","35-65 y.","(1b) general elementary school","682","0.378489111840253","0.352364180099164","0.404614043581341"
"Non-working","2017","35-65 y.","(1c) basic vocational qualification","764","0.260704099535212","0.244799607279157","0.276608591791267"
"Non-working","2017","35-65 y.","(2b) intermediate general qualification","85","0.347126418473788","0.288465857508001","0.405786979439575"
"Non-working","2017","35-65 y.","(2a) intermediate vocational","713","0.167363288220244","0.156282702340371","0.178443874100118"
"Non-working","2017","35-65 y.","(2c_gen) general maturity certificate","353","0.200065019057196","0.170904727181869","0.229225310932524"
"Non-working","2017","35-65 y.","(2c_voc) vocational maturity certificate","344","0.143714961909696","0.1281208685267","0.159309055292693"
"Non-working","2017","35-65 y.","(3a) lower tertiary education","160","0.107676474637287","0.0909356522366611","0.124417297037913"
"Non-working","2017","35-65 y.","(3b) higher tertiary education","703","0.132735062310814","0.121166036363415","0.144304088258213"
"Non-working","2017","66 and older","(0) in school","","","",""
"Non-working","2017","66 and older","(1a) inadequately completed","93","0.84367574439979","0.77213862307115","0.91521286572843"
"Non-working","2017","66 and older","(1b) general elementary school","528","0.949107799020198","0.930773600057451","0.967441997982946"
"Non-working","2017","66 and older","(1c) basic vocational qualification","1750","0.929159595766783","0.917571592617605","0.940747598915961"
"Non-working","2017","66 and older","(2b) intermediate general qualification","76","0.951063997991138","0.90379001319535","0.998337982786927"
"Non-working","2017","66 and older","(2a) intermediate vocational","809","0.92856003432623","0.911494508402913","0.945625560249547"
"Non-working","2017","66 and older","(2c_gen) general maturity certificate","50","0.824584944109946","0.72991690537972","0.919252982840172"
"Non-working","2017","66 and older","(2c_voc) vocational maturity certificate","191","0.90412322291979","0.864583937618036","0.943662508221543"
"Non-working","2017","66 and older","(3a) lower tertiary education","436","0.913459859827894","0.888254803413648","0.93866491624214"
"Non-working","2017","66 and older","(3b) higher tertiary education","696","0.893145430827461","0.871724795851021","0.914566065803902"
"Other","2017","16-34 y.","(0) in school","145","0.169876798885358","0.144205343386042","0.195548254384674"
"Other","2017","16-34 y.","(1a) inadequately completed","82","0.108994725454323","0.0929932071183518","0.124996243790294"
"Other","2017","16-34 y.","(1b) general elementary school","221","0.233472339807578","0.210396017121114","0.256548662494042"
"Other","2017","16-34 y.","(1c) basic vocational qualification","37","0.076924181694327","0.0537062803186696","0.100142083069984"
"Other","2017","16-34 y.","(2b) intermediate general qualification","228","0.418617182313775","0.378153103474137","0.459081261153413"
"Other","2017","16-34 y.","(2a) intermediate vocational","47","0.0550235230504953","0.0402081670802249","0.0698388790207657"
"Other","2017","16-34 y.","(2c_gen) general maturity certificate","420","0.355512794479125","0.331305408648328","0.379720180309923"
"Other","2017","16-34 y.","(2c_voc) vocational maturity certificate","59","0.0810118666883623","0.0600520795309081","0.101971653845817"
"Other","2017","16-34 y.","(3a) lower tertiary education","19","","",""
"Other","2017","16-34 y.","(3b) higher tertiary education","109","0.102264009182856","0.0859801253194766","0.118547893046236"
"Other","2017","35-65 y.","(0) in school","","","",""
"Other","2017","35-65 y.","(1a) inadequately completed","66","0.0918403915850891","0.0755947561860411","0.108086026984137"
"Other","2017","35-65 y.","(1b) general elementary school","128","0.128947149829598","0.110894863008001","0.146999436651195"
"Other","2017","35-65 y.","(1c) basic vocational qualification","218","0.0751464265497761","0.0655958984670808","0.0846969546324714"
"Other","2017","35-65 y.","(2b) intermediate general qualification","24","","",""
"Other","2017","35-65 y.","(2a) intermediate vocational","259","0.0513806984808767","0.0448275376491751","0.0579338593125782"
"Other","2017","35-65 y.","(2c_gen) general maturity certificate","55","0.107992244042252","0.0853687572417959","0.130615730842709"
"Other","2017","35-65 y.","(2c_voc) vocational maturity certificate","105","0.0444524178730748","0.0352907653988333","0.0536140703473164"
"Other","2017","35-65 y.","(3a) lower tertiary education","29","","",""
"Other","2017","35-65 y.","(3b) higher tertiary education","133","0.0374021487166528","0.0309322304847596","0.0438720669485461"
"Other","2017","66 and older","(0) in school","","","",""
"Other","2017","66 and older","(1a) inadequately completed","1","","",""
"Other","2017","66 and older","(1b) general elementary school","21","","",""
"Other","2017","66 and older","(1c) basic vocational qualification","84","0.046441686185069","0.0369367205882544","0.0559466517818837"
"Other","2017","66 and older","(2b) intermediate general qualification","3","","",""
"Other","2017","66 and older","(2a) intermediate vocational","36","0.0418629071785652","0.028592856432912","0.0551329579242184"
"Other","2017","66 and older","(2c_gen) general maturity certificate","7","","",""
"Other","2017","66 and older","(2c_voc) vocational maturity certificate","11","","",""
"Other","2017","66 and older","(3a) lower tertiary education","22","","",""
"Other","2017","66 and older","(3b) higher tertiary education","42","0.0535723340912073","0.0379592499866852","0.0691854181957294"
"Full-time","2018","16-34 y.","(0) in school","4","","",""
"Full-time","2018","16-34 y.","(1a) inadequately completed","122","0.183958706901281","0.16091515507019","0.207002258732373"
"Full-time","2018","16-34 y.","(1b) general elementary school","185","0.236277095245925","0.211196605474252","0.261357585017598"
"Full-time","2018","16-34 y.","(1c) basic vocational qualification","250","0.641852441465423","0.596744623153019","0.686960259777827"
"Full-time","2018","16-34 y.","(2b) intermediate general qualification","68","0.147794979947311","0.118401164501525","0.177188795393097"
"Full-time","2018","16-34 y.","(2a) intermediate vocational","489","0.695372480330591","0.663073106237973","0.72767185442321"
"Full-time","2018","16-34 y.","(2c_gen) general maturity certificate","180","0.137379719955394","0.119002733706876","0.155756706203912"
"Full-time","2018","16-34 y.","(2c_voc) vocational maturity certificate","331","0.574103882215091","0.534669349023675","0.613538415406507"
"Full-time","2018","16-34 y.","(3a) lower tertiary education","151","0.637895439821062","0.578200136495157","0.697590743146968"
"Full-time","2018","16-34 y.","(3b) higher tertiary education","504","0.581737570197668","0.553375821059363","0.610099319335973"
"Full-time","2018","35-65 y.","(0) in school","","","",""
"Full-time","2018","35-65 y.","(1a) inadequately completed","134","0.222423310420991","0.197677881362142","0.247168739479839"
"Full-time","2018","35-65 y.","(1b) general elementary school","335","0.345404527130003","0.318656653722744","0.372152400537261"
"Full-time","2018","35-65 y.","(1c) basic vocational qualification","1314","0.519377632883757","0.500419359187868","0.538335906579646"
"Full-time","2018","35-65 y.","(2b) intermediate general qualification","95","0.45978825406673","0.398009515790174","0.521566992343287"
"Full-time","2018","35-65 y.","(2a) intermediate vocational","2123","0.554923176014989","0.539782882327058","0.570063469702919"
"Full-time","2018","35-65 y.","(2c_gen) general maturity certificate","213","0.550827150449583","0.5134960904561","0.588158210443065"
"Full-time","2018","35-65 y.","(2c_voc) vocational maturity certificate","895","0.585997897104475","0.563294116558323","0.608701677650626"
"Full-time","2018","35-65 y.","(3a) lower tertiary education","807","0.696072023741564","0.670553636295628","0.7215904111875"
"Full-time","2018","35-65 y.","(3b) higher tertiary education","1714","0.670428818109152","0.653855105530936","0.687002530687368"
"Full-time","2018","66 and older","(0) in school","","","",""
"Full-time","2018","66 and older","(1a) inadequately completed","2","","",""
"Full-time","2018","66 and older","(1b) general elementary school","2","","",""
"Full-time","2018","66 and older","(1c) basic vocational qualification","17","","",""
"Full-time","2018","66 and older","(2b) intermediate general qualification","1","","",""
"Full-time","2018","66 and older","(2a) intermediate vocational","13","","",""
"Full-time","2018","66 and older","(2c_gen) general maturity certificate","1","","",""
"Full-time","2018","66 and older","(2c_voc) vocational maturity certificate","5","","",""
"Full-time","2018","66 and older","(3a) lower tertiary education","8","","",""
"Full-time","2018","66 and older","(3b) higher tertiary education","24","","",""
"Part-time","2018","16-34 y.","(0) in school","3","","",""
"Part-time","2018","16-34 y.","(1a) inadequately completed","62","0.107038714759989","0.0886513311628059","0.125426098357172"
"Part-time","2018","16-34 y.","(1b) general elementary school","83","0.0941542298054009","0.0769115667454969","0.111396892865305"
"Part-time","2018","16-34 y.","(1c) basic vocational qualification","52","0.0988516279971964","0.0707718745248564","0.126931381469536"
"Part-time","2018","16-34 y.","(2b) intermediate general qualification","26","","",""
"Part-time","2018","16-34 y.","(2a) intermediate vocational","112","0.112992367478626","0.0907751829440926","0.13520955201316"
"Part-time","2018","16-34 y.","(2c_gen) general maturity certificate","103","0.0864787684131888","0.0714744173959423","0.101483119430435"
"Part-time","2018","16-34 y.","(2c_voc) vocational maturity certificate","90","0.127574590202535","0.10096881815944","0.15418036224563"
"Part-time","2018","16-34 y.","(3a) lower tertiary education","34","0.156576935399619","0.111439690351448","0.20171418044779"
"Part-time","2018","16-34 y.","(3b) higher tertiary education","158","0.143246534959763","0.123103958331359","0.163389111588168"
"Part-time","2018","35-65 y.","(0) in school","","","",""
"Part-time","2018","35-65 y.","(1a) inadequately completed","78","0.118371612615646","0.099149558889918","0.137593666341375"
"Part-time","2018","35-65 y.","(1b) general elementary school","183","0.186001184304763","0.164113062900636","0.20788930570889"
"Part-time","2018","35-65 y.","(1c) basic vocational qualification","460","0.154047320286053","0.140349379401098","0.167745261171007"
"Part-time","2018","35-65 y.","(2b) intermediate general qualification","52","0.197324932188112","0.147991769947143","0.246658094429082"
"Part-time","2018","35-65 y.","(2a) intermediate vocational","1094","0.227414898750211","0.214645130989985","0.240184666510436"
"Part-time","2018","35-65 y.","(2c_gen) general maturity certificate","124","0.207225609210835","0.176806084614564","0.237645133807106"
"Part-time","2018","35-65 y.","(2c_voc) vocational maturity certificate","523","0.237444685200686","0.217830702828123","0.257058667573249"
"Part-time","2018","35-65 y.","(3a) lower tertiary education","290","0.191892515319258","0.170044882877072","0.213740147761445"
"Part-time","2018","35-65 y.","(3b) higher tertiary education","650","0.180919527533768","0.167346558450981","0.194492496616555"
"Part-time","2018","66 and older","(0) in school","","","",""
"Part-time","2018","66 and older","(1a) inadequately completed","2","","",""
"Part-time","2018","66 and older","(1b) general elementary school","4","","",""
"Part-time","2018","66 and older","(1c) basic vocational qualification","31","0.0191851506407156","0.0129019628234869","0.0254683384579443"
"Part-time","2018","66 and older","(2b) intermediate general qualification","","","",""
"Part-time","2018","66 and older","(2a) intermediate vocational","18","","",""
"Part-time","2018","66 and older","(2c_gen) general maturity certificate","2","","",""
"Part-time","2018","66 and older","(2c_voc) vocational maturity certificate","11","","",""
"Part-time","2018","66 and older","(3a) lower tertiary education","12","","",""
"Part-time","2018","66 and older","(3b) higher tertiary education","36","0.0348723395270794","0.0223080173632902","0.0474366616908687"
"Non-working","2018","16-34 y.","(0) in school","573","0.819998463958577","0.79155819448509","0.848438733432064"
"Non-working","2018","16-34 y.","(1a) inadequately completed","806","0.577721659300578","0.548345710232359","0.607097608368797"
"Non-working","2018","16-34 y.","(1b) general elementary school","604","0.391365108886461","0.362549568474342","0.420180649298579"
"Non-working","2018","16-34 y.","(1c) basic vocational qualification","98","0.205108103083288","0.167119907069174","0.243096299097403"
"Non-working","2018","16-34 y.","(2b) intermediate general qualification","226","0.388749121549308","0.348375423004347","0.429122820094269"
"Non-working","2018","16-34 y.","(2a) intermediate vocational","130","0.138689084781216","0.114434049746127","0.162944119816306"
"Non-working","2018","16-34 y.","(2c_gen) general maturity certificate","664","0.424842825825735","0.398454577642044","0.451231074009425"
"Non-working","2018","16-34 y.","(2c_voc) vocational maturity certificate","135","0.211617116298747","0.179042927354248","0.244191305243246"
"Non-working","2018","16-34 y.","(3a) lower tertiary education","43","0.131070806210879","0.0891534776111464","0.172988134810612"
"Non-working","2018","16-34 y.","(3b) higher tertiary education","386","0.177487452776974","0.155518967107929","0.199455938446018"
"Non-working","2018","35-65 y.","(0) in school","3","","",""
"Non-working","2018","35-65 y.","(1a) inadequately completed","820","0.581361983635555","0.552007403808246","0.610716563462865"
"Non-working","2018","35-65 y.","(1b) general elementary school","585","0.347508864751709","0.320722794757616","0.374294934745803"
