"erwst","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Full-time","2000","Not Employed","vocational + Abi","3","","","","1"
"Full-time","2000","Not Employed","higher vocational","1","","","","1"
"Full-time","2000","Not Employed","higher education","15","","","","1"
"Full-time","2000","Employed","in school","1","","","","1"
"Full-time","2000","Employed","inadequately","87","0.580039161655385","0.504731498044083","0.655346825266687","1"
"Full-time","2000","Not Employed","in school","","","","","1"
"Full-time","2000","Not Employed","inadequately","4","","","","1"
"Full-time","2000","Not Employed","general elemantary","17","","","","1"
"Full-time","2000","Not Employed","middle vocational","48","0.00945569252513816","0.00669355806028157","0.0122178269899947","1"
"Full-time","2000","Employed","higher education","2298","0.763379912249026","0.748102605254459","0.778657219243594","1"
"Full-time","2000","Employed","general elemantary","615","0.405688709449217","0.381492446108898","0.429884972789537","1"
"Full-time","2000","Employed","middle vocational","5383","0.666049881531226","0.655818271608505","0.676281491453947","1"
"Full-time","2000","Employed","vocational + Abi","581","0.684576553004914","0.653133471062955","0.716019634946874","1"
"Full-time","2000","Employed","higher vocational","1022","0.74444033433928","0.721394099793602","0.767486568884958","1"
"Non-working","2000","Not Employed","higher education","828","0.956236564731343","0.94260397349067","0.969869155972017","5"
"Non-working","2000","Employed","in school","46","0.512926192485522","0.406037128417965","0.619815256553079","5"
"Non-working","2000","Employed","inadequately","28","","","","5"
"Non-working","2000","Employed","higher education","205","0.0694594757602758","0.0603207839304012","0.0785981675901503","5"
"Non-working","2000","Not Employed","vocational + Abi","280","0.96039457735439","0.937986542453162","0.982802612255619","5"
"Non-working","2000","Not Employed","higher vocational","509","0.98614164291969","0.976074442049589","0.996208843789791","5"
"Non-working","2000","Not Employed","in school","404","0.970841368647287","0.954634256959187","0.987048480335387","5"
"Non-working","2000","Not Employed","inadequately","232","0.964602267832706","0.941272982841575","0.987931552823836","5"
"Non-working","2000","Not Employed","general elemantary","1935","0.971597728441027","0.964311901661078","0.978883555220975","5"
"Non-working","2000","Not Employed","middle vocational","4589","0.974975817947879","0.970517838516785","0.979433797378973","5"
"Non-working","2000","Employed","general elemantary","201","0.131135038681613","0.114501664107853","0.147768413255373","5"
"Non-working","2000","Employed","middle vocational","940","0.108689264726971","0.101936872055057","0.115441657398886","5"
"Non-working","2000","Employed","vocational + Abi","81","0.0974665509690143","0.0773975126209879","0.117535589317041","5"
"Non-working","2000","Employed","higher vocational","115","0.0740489719803173","0.0602135503087802","0.0878843936518544","5"
"Other","2000","Not Employed","general elemantary","33","0.0142993564216495","0.00909232948508993","0.0195063833582091","6"
"Other","2000","Not Employed","vocational + Abi","5","","","","6"
"Other","2000","Not Employed","inadequately","2","","","","6"
"Other","2000","Not Employed","middle vocational","44","0.00893184205495748","0.00624659980632575","0.0116170843035892","6"
"Other","2000","Employed","vocational + Abi","66","0.0881053499679441","0.0689257040699781","0.10728499586591","6"
"Other","2000","Employed","higher vocational","43","0.031840928034575","0.0225639806743183","0.0411178753948317","6"
"Other","2000","Not Employed","in school","9","","","","6"
"Other","2000","Not Employed","higher vocational","5","","","","6"
"Other","2000","Employed","higher education","75","0.0336187003581674","0.0271395903288204","0.0400978103875144","6"
"Other","2000","Employed","middle vocational","611","0.0749048270926392","0.0691940145308449","0.0806156396544336","6"
"Other","2000","Not Employed","higher education","11","","","","6"
"Other","2000","Employed","in school","34","0.460732053757645","0.354137512400408","0.567326595114882","6"
"Other","2000","Employed","inadequately","31","0.181470030156025","0.122663457693849","0.240276602618201","6"
"Other","2000","Employed","general elemantary","547","0.31630776029918","0.293392220066352","0.339223300532008","6"
"Part-time","2000","Not Employed","inadequately","3","","","","2"
"Part-time","2000","Not Employed","general elemantary","12","","","","2"
"Part-time","2000","Employed","middle vocational","1228","0.150356026649164","0.142601974693948","0.158110078604379","2"
"Part-time","2000","Employed","vocational + Abi","111","0.129851546058127","0.10710647230161","0.152596619814645","2"
"Part-time","2000","Not Employed","middle vocational","35","0.00663664747202572","0.00431930813254613","0.0089539868115053","2"
"Part-time","2000","Not Employed","vocational + Abi","3","","","","2"
"Part-time","2000","Employed","higher vocational","196","0.149669765645828","0.130820270449902","0.168519260841754","2"
"Part-time","2000","Employed","higher education","395","0.13354191163253","0.121314537218654","0.145769286046406","2"
"Part-time","2000","Not Employed","in school","1","","","","2"
"Part-time","2000","Not Employed","higher vocational","3","","","","2"
"Part-time","2000","Not Employed","higher education","11","","","","2"
"Part-time","2000","Employed","in school","3","","","","2"
"Part-time","2000","Employed","inadequately","19","","","","2"
"Part-time","2000","Employed","general elemantary","219","0.146868491569989","0.129425653076132","0.164311330063847","2"
"Full-time","2001","Not Employed","vocational + Abi","2","","","","1"
"Full-time","2001","Not Employed","higher vocational","4","","","","1"
"Full-time","2001","Not Employed","higher education","13","","","","1"
"Full-time","2001","Employed","in school","","","","","1"
"Full-time","2001","Employed","inadequately","69","0.536723732343535","0.451978027420131","0.621469437266939","1"
"Full-time","2001","Not Employed","in school","","","","","1"
"Full-time","2001","Not Employed","inadequately","","","","","1"
"Full-time","2001","Not Employed","general elemantary","11","","","","1"
"Full-time","2001","Not Employed","middle vocational","36","0.00735697351667234","0.00479108095225802","0.00992286608108667","1"
"Full-time","2001","Employed","higher education","2117","0.747611553932403","0.731382372576702","0.763840735288104","1"
"Full-time","2001","Employed","general elemantary","569","0.405459541719976","0.380317893351995","0.430601190087956","1"
"Full-time","2001","Employed","vocational + Abi","536","0.65181769123555","0.618743795535091","0.684891586936009","1"
"Full-time","2001","Employed","middle vocational","4813","0.655916194436106","0.645087052868989","0.666745336003224","1"
"Full-time","2001","Employed","higher vocational","898","0.731617097926623","0.706670224322447","0.756563971530799","1"
"Non-working","2001","Not Employed","vocational + Abi","272","0.971656007243324","0.952286868010303","0.991025146476346","5"
"Non-working","2001","Not Employed","higher vocational","459","0.978710721925023","0.965660833382656","0.991760610467391","5"
"Non-working","2001","Not Employed","higher education","784","0.966278678102581","0.953893378823921","0.978663977381242","5"
"Non-working","2001","Employed","in school","53","0.387980631974202","0.301512558724939","0.474448705223464","5"
"Non-working","2001","Employed","inadequately","25","","","","5"
"Non-working","2001","Employed","higher education","195","0.0779312891780022","0.0679160471459535","0.0879465312100508","5"
"Non-working","2001","Not Employed","in school","418","0.975136303898184","0.96040181920041","0.989870788595958","5"
"Non-working","2001","Not Employed","inadequately","176","0.991948264299899","0.978856118240353","1.00504041035944","5"
"Non-working","2001","Not Employed","general elemantary","1616","0.977831658639918","0.970742650353711","0.984920666926125","5"
"Non-working","2001","Not Employed","middle vocational","4145","0.976405819624283","0.971848495145729","0.980963144102837","5"
"Non-working","2001","Employed","general elemantary","216","0.140024432581706","0.122254971941156","0.157793893222255","5"
"Non-working","2001","Employed","middle vocational","835","0.113335608647813","0.106109565303697","0.12056165199193","5"
"Non-working","2001","Employed","vocational + Abi","94","0.120811446454763","0.0981851233289082","0.143437769580618","5"
"Non-working","2001","Employed","higher vocational","96","0.0856883891424539","0.0699302515626288","0.101446526722279","5"
"Other","2001","Not Employed","inadequately","2","","","","6"
"Other","2001","Not Employed","general elemantary","24","","","","6"
"Other","2001","Employed","higher education","68","0.0351784323194326","0.0282953079194611","0.042061556719404","6"
"Other","2001","Not Employed","middle vocational","50","0.0093094607202312","0.00642593656612048","0.0121929848743419","6"
"Other","2001","Not Employed","vocational + Abi","4","","","","6"
"Other","2001","Employed","vocational + Abi","54","0.0793930621494849","0.0606237944539016","0.0981623298450683","6"
"Other","2001","Employed","higher vocational","42","0.0345335070763138","0.024253681946901","0.0448133322057265","6"
"Other","2001","Not Employed","in school","9","","","","6"
"Other","2001","Not Employed","higher vocational","3","","","","6"
"Other","2001","Employed","middle vocational","598","0.078343502804986","0.0722182534242278","0.0844687521857443","6"
"Other","2001","Not Employed","higher education","11","","","","6"
"Other","2001","Employed","in school","64","0.587585677584778","0.500234121503934","0.674937233665623","6"
"Other","2001","Employed","inadequately","22","","","","6"
"Other","2001","Employed","general elemantary","501","0.329764404164202","0.305690589615363","0.353838218713041","6"
"Part-time","2001","Not Employed","inadequately","1","","","","2"
"Part-time","2001","Not Employed","general elemantary","6","","","","2"
"Part-time","2001","Not Employed","middle vocational","30","0.00692774613881332","0.00443729095803952","0.00941820131958712","2"
"Part-time","2001","Not Employed","vocational + Abi","4","","","","2"
"Part-time","2001","Employed","middle vocational","1147","0.152404694111094","0.144211916219938","0.16059747200225","2"
"Part-time","2001","Employed","vocational + Abi","113","0.147977800160201","0.123326338838442","0.172629261481961","2"
"Part-time","2001","Employed","higher vocational","176","0.148161005854609","0.128160430078775","0.168161581630444","2"
"Part-time","2001","Employed","higher education","372","0.139278724570162","0.126342798173936","0.152214650966389","2"
