"erwst","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Part-time","1988","(3b) higher tertiary education","East Germany","","","",""
"Non-working","1988","(0) in school","West Germany","156","0.961243022968098","0.93161205514418","0.990873990792017"
"Non-working","1988","(0) in school","East Germany","","","",""
"Non-working","1988","(1a) inadequately completed","West Germany","341","0.519626039394322","0.48401190647271","0.555240172315934"
"Non-working","1988","(1a) inadequately completed","East Germany","","","",""
"Non-working","1988","(1b) general elementary school","West Germany","1173","0.625885921174379","0.606279885902203","0.645491956446555"
"Non-working","1988","(1b) general elementary school","East Germany","","","",""
"Non-working","1988","(1c) basic vocational qualification","West Germany","1237","0.423920266930455","0.407391847164287","0.440448686696624"
"Non-working","1988","(1c) basic vocational qualification","East Germany","","","",""
"Non-working","1988","(2b) intermediate general qualification","West Germany","177","0.43751723314417","0.390409144453287","0.484625321835053"
"Non-working","1988","(2b) intermediate general qualification","East Germany","","","",""
"Non-working","1988","(2a) intermediate vocational","West Germany","413","0.367436527311541","0.341004779436674","0.393868275186407"
"Non-working","1988","(2a) intermediate vocational","East Germany","","","",""
"Non-working","1988","(2c_gen) general maturity certificate","West Germany","200","0.593423441317865","0.54196370156431","0.64488318107142"
"Non-working","1988","(2c_gen) general maturity certificate","East Germany","","","",""
"Non-working","1988","(2c_voc) vocational maturity certificate","West Germany","125","0.360484796460884","0.312954122674818","0.408015470246949"
"Non-working","1988","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Non-working","1988","(3a) lower tertiary education","West Germany","62","0.298326030646539","0.239579342522313","0.357072718770766"
"Non-working","1988","(3a) lower tertiary education","East Germany","","","",""
"Non-working","1988","(3b) higher tertiary education","West Germany","85","0.206623766774883","0.169980734921186","0.24326679862858"
"Non-working","1988","(3b) higher tertiary education","East Germany","","","",""
"Other","1988","(0) in school","West Germany","","","",""
"Other","1988","(0) in school","East Germany","","","",""
"Other","1988","(1a) inadequately completed","West Germany","","","",""
"Other","1988","(1a) inadequately completed","East Germany","","","",""
"Other","1988","(1b) general elementary school","West Germany","196","0.0671539732941787","0.0570129681698564","0.0772949784185011"
"Other","1988","(1b) general elementary school","East Germany","","","",""
"Other","1988","(1c) basic vocational qualification","West Germany","95","0.0232259389572503","0.0181882465722144","0.0282636313422862"
"Other","1988","(1c) basic vocational qualification","East Germany","","","",""
"Other","1988","(2b) intermediate general qualification","West Germany","143","0.286257366343955","0.243334131284375","0.329180601403534"
"Other","1988","(2b) intermediate general qualification","East Germany","","","",""
"Other","1988","(2a) intermediate vocational","West Germany","45","0.0274118907018996","0.0184599615235301","0.0363638198802691"
"Other","1988","(2a) intermediate vocational","East Germany","","","",""
"Other","1988","(2c_gen) general maturity certificate","West Germany","63","0.209245264881452","0.166630235825217","0.251860293937686"
"Other","1988","(2c_gen) general maturity certificate","East Germany","","","",""
"Other","1988","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Other","1988","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Other","1988","(3a) lower tertiary education","West Germany","","","",""
"Other","1988","(3a) lower tertiary education","East Germany","","","",""
"Other","1988","(3b) higher tertiary education","West Germany","","","",""
"Other","1988","(3b) higher tertiary education","East Germany","","","",""
"Full-time","1989","(0) in school","West Germany","","","",""
"Full-time","1989","(0) in school","East Germany","","","",""
"Full-time","1989","(1a) inadequately completed","West Germany","345","0.414246036473112","0.378290377096667","0.450201695849557"
"Full-time","1989","(1a) inadequately completed","East Germany","","","",""
"Full-time","1989","(1b) general elementary school","West Germany","783","0.227785320276838","0.210346867222684","0.245223773330991"
"Full-time","1989","(1b) general elementary school","East Germany","","","",""
"Full-time","1989","(1c) basic vocational qualification","West Germany","1826","0.494432391390018","0.477381900693146","0.51148288208689"
"Full-time","1989","(1c) basic vocational qualification","East Germany","","","",""
"Full-time","1989","(2b) intermediate general qualification","West Germany","96","0.267742148628613","0.223965530658245","0.31151876659898"
"Full-time","1989","(2b) intermediate general qualification","East Germany","","","",""
"Full-time","1989","(2a) intermediate vocational","West Germany","709","0.538989147653019","0.511476262666647","0.566502032639391"
"Full-time","1989","(2a) intermediate vocational","East Germany","","","",""
"Full-time","1989","(2c_gen) general maturity certificate","West Germany","84","0.186917111269618","0.146249123962653","0.227585098576583"
"Full-time","1989","(2c_gen) general maturity certificate","East Germany","","","",""
"Full-time","1989","(2c_voc) vocational maturity certificate","West Germany","231","0.542846888351801","0.494270309517119","0.591423467186482"
"Full-time","1989","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Full-time","1989","(3a) lower tertiary education","West Germany","153","0.629104864850497","0.567081229056632","0.691128500644362"
"Full-time","1989","(3a) lower tertiary education","East Germany","","","",""
"Full-time","1989","(3b) higher tertiary education","West Germany","328","0.670997723343113","0.628338287514222","0.713657159172005"
"Full-time","1989","(3b) higher tertiary education","East Germany","","","",""
"Part-time","1989","(0) in school","West Germany","","","",""
"Part-time","1989","(0) in school","East Germany","","","",""
"Part-time","1989","(1a) inadequately completed","West Germany","34","0.0423110385675273","0.0276177319214507","0.0570043452136039"
"Part-time","1989","(1a) inadequately completed","East Germany","","","",""
"Part-time","1989","(1b) general elementary school","West Germany","162","0.0769307124917022","0.0658506275009347","0.0880107974824697"
"Part-time","1989","(1b) general elementary school","East Germany","","","",""
"Part-time","1989","(1c) basic vocational qualification","West Germany","231","0.0673887564633438","0.0588393129187292","0.0759382000079585"
"Part-time","1989","(1c) basic vocational qualification","East Germany","","","",""
"Part-time","1989","(2b) intermediate general qualification","West Germany","","","",""
"Part-time","1989","(2b) intermediate general qualification","East Germany","","","",""
"Part-time","1989","(2a) intermediate vocational","West Germany","117","0.0840163415101649","0.0687048924532657","0.0993277905670641"
"Part-time","1989","(2a) intermediate vocational","East Germany","","","",""
"Part-time","1989","(2c_gen) general maturity certificate","West Germany","","","",""
"Part-time","1989","(2c_gen) general maturity certificate","East Germany","","","",""
"Part-time","1989","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Part-time","1989","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Part-time","1989","(3a) lower tertiary education","West Germany","","","",""
"Part-time","1989","(3a) lower tertiary education","East Germany","","","",""
"Part-time","1989","(3b) higher tertiary education","West Germany","41","0.079168185491062","0.054653821170583","0.103682549811541"
"Part-time","1989","(3b) higher tertiary education","East Germany","","","",""
"Non-working","1989","(0) in school","West Germany","164","0.950640905528216","0.918638428254555","0.982643382801877"
"Non-working","1989","(0) in school","East Germany","","","",""
"Non-working","1989","(1a) inadequately completed","West Germany","327","0.501202964631896","0.464706633691221","0.53769929557257"
"Non-working","1989","(1a) inadequately completed","East Germany","","","",""
"Non-working","1989","(1b) general elementary school","West Germany","1093","0.622527059570886","0.602371349960688","0.642682769181085"
"Non-working","1989","(1b) general elementary school","East Germany","","","",""
"Non-working","1989","(1c) basic vocational qualification","West Germany","1162","0.418250496077094","0.401428402390066","0.435072589764123"
"Non-working","1989","(1c) basic vocational qualification","East Germany","","","",""
"Non-working","1989","(2b) intermediate general qualification","West Germany","154","0.415748902634746","0.367022186917607","0.464475618351884"
"Non-working","1989","(2b) intermediate general qualification","East Germany","","","",""
"Non-working","1989","(2a) intermediate vocational","West Germany","394","0.351133287762422","0.324787918105953","0.377478657418891"
"Non-working","1989","(2a) intermediate vocational","East Germany","","","",""
"Non-working","1989","(2c_gen) general maturity certificate","West Germany","191","0.549848669208333","0.497949357689623","0.601747980727042"
"Non-working","1989","(2c_gen) general maturity certificate","East Germany","","","",""
"Non-working","1989","(2c_voc) vocational maturity certificate","West Germany","135","0.363040052793814","0.31614891817491","0.409931187412718"
