"erwst","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Non-working","1988","35-65 y.","Couple + C. LE and GT 16","214","0.316752603417028","0.280654295845811","0.352850910988245","5"
"Non-working","1988","16-34 y.","1-pers.-HH","53","0.186446716467075","0.140746699618338","0.232146733315812","5"
"Non-working","1988","16-34 y.","(Married) couple without C. ","74","0.0951744021751672","0.0712300714519033","0.119118732898431","5"
"Non-working","1988","16-34 y.","Single parent ","94","0.355717793990586","0.29661082567416","0.414824762307013","5"
"Non-working","1988","16-34 y.","Couple + C. LE 16 ","421","0.379219370748042","0.350637633949544","0.40780110754654","5"
"Non-working","1988","35-65 y.","Single parent ","80","0.33036858438528","0.270360554203468","0.390376614567093","5"
"Non-working","1988","16-34 y.","Couple + C. GT 16 ","359","0.396888410487023","0.365494868722342","0.428281952251704","5"
"Non-working","1988","16-34 y.","Couple + C. LE and GT 16","196","0.423464648393478","0.377913385204097","0.469015911582858","5"
"Non-working","1988","35-65 y.","1-pers.-HH","142","0.404849557992988","0.357509010072105","0.45219010591387","5"
"Non-working","1988","35-65 y.","(Married) couple without C. ","498","0.43557389374591","0.407750977830393","0.463396809661427","5"
"Non-working","1988","35-65 y.","Couple + C. LE 16 ","279","0.242796621590482","0.217719031221745","0.267874211959218","5"
"Non-working","1988","35-65 y.","Couple + C. GT 16 ","412","0.3359895577825","0.309474255482541","0.362504860082459","5"
"Non-working","1988","66 and older","1-pers.-HH","372","0.982541903933563","0.969373586928245","0.995710220938881","5"
"Non-working","1988","66 and older","(Married) couple without C. ","473","0.965557827048561","0.949460304305861","0.981655349791261","5"
"Non-working","1988","66 and older","Single parent ","23","","","","5"
"Non-working","1988","66 and older","Couple + C. LE 16 ","","","","","5"
"Non-working","1988","66 and older","Couple + C. GT 16 ","55","0.954250306797186","0.900008279825157","1.00849233376922","5"
"Non-working","1988","66 and older","Couple + C. LE and GT 16","1","","","","5"
"Other","1988","16-34 y.","1-pers.-HH","22","","","","6"
"Other","1988","16-34 y.","(Married) couple without C. ","31","0.0480909699147273","0.0306331634009965","0.0655487764284581","6"
"Other","1988","16-34 y.","Couple + C. LE and GT 16","122","0.306316917463467","0.263821224391118","0.348812610535816","6"
"Other","1988","35-65 y.","(Married) couple without C. ","16","","","","6"
"Other","1988","35-65 y.","Single parent ","6","","","","6"
"Other","1988","35-65 y.","Couple + C. LE 16 ","29","","","","6"
"Other","1988","16-34 y.","Single parent ","52","0.202324887242309","0.152724451096241","0.251925323388376","6"
"Other","1988","16-34 y.","Couple + C. LE 16 ","46","0.0476958409522215","0.0351412555200924","0.0602504263843505","6"
"Other","1988","16-34 y.","Couple + C. GT 16 ","217","0.206717465959926","0.180733238958878","0.232701692960973","6"
"Other","1988","35-65 y.","1-pers.-HH","5","","","","6"
"Other","1988","35-65 y.","Couple + C. GT 16 ","24","","","","6"
"Other","1988","35-65 y.","Couple + C. LE and GT 16","18","","","","6"
"Other","1988","66 and older","1-pers.-HH","2","","","","6"
"Other","1988","66 and older","(Married) couple without C. ","4","","","","6"
"Other","1988","66 and older","Single parent ","","","","","6"
"Other","1988","66 and older","Couple + C. LE 16 ","","","","","6"
"Other","1988","66 and older","Couple + C. GT 16 ","2","","","","6"
"Other","1988","66 and older","Couple + C. LE and GT 16","","","","","6"
"Part-time","1988","16-34 y.","1-pers.-HH","9","","","","2"
"Part-time","1988","16-34 y.","Single parent ","9","","","","2"
"Part-time","1988","16-34 y.","Couple + C. LE 16 ","118","0.130534442171619","0.110688897134424","0.150379987208813","2"
"Part-time","1988","35-65 y.","(Married) couple without C. ","94","0.086465537225714","0.0706947938248864","0.102236280626542","2"
"Part-time","1988","35-65 y.","Couple + C. GT 16 ","151","0.133548230691335","0.114452446232305","0.152644015150366","2"
"Part-time","1988","35-65 y.","Couple + C. LE and GT 16","59","0.110922591758306","0.0865547232034845","0.135290460313128","2"
"Part-time","1988","16-34 y.","(Married) couple without C. ","22","","","","2"
"Part-time","1988","16-34 y.","Couple + C. GT 16 ","14","","","","2"
"Part-time","1988","35-65 y.","1-pers.-HH","15","","","","2"
"Part-time","1988","16-34 y.","Couple + C. LE and GT 16","3","","","","2"
"Part-time","1988","35-65 y.","Single parent ","26","","","","2"
"Part-time","1988","35-65 y.","Couple + C. LE 16 ","118","0.118329917797457","0.0994387612766769","0.137221074318237","2"
"Part-time","1988","66 and older","Single parent ","","","","","2"
"Part-time","1988","66 and older","Couple + C. LE 16 ","","","","","2"
"Part-time","1988","66 and older","Couple + C. GT 16 ","","","","","2"
"Part-time","1988","66 and older","Couple + C. LE and GT 16","","","","","2"
"Part-time","1988","66 and older","1-pers.-HH","4","","","","2"
"Part-time","1988","66 and older","(Married) couple without C. ","6","","","","2"
"Full-time","1989","16-34 y.","1-pers.-HH","216","0.794196162928235","0.746757043888312","0.841635281968158","1"
"Full-time","1989","16-34 y.","(Married) couple without C. ","497","0.822394952848434","0.792214510227619","0.852575395469248","1"
"Full-time","1989","16-34 y.","Single parent ","86","0.393601477231983","0.330047521137771","0.457155433326195","1"
"Full-time","1989","16-34 y.","Couple + C. LE 16 ","517","0.461328916953669","0.431515406191389","0.49114242771595","1"
"Full-time","1989","16-34 y.","Couple + C. GT 16 ","351","0.381850511064946","0.350091886118345","0.413609136011548","1"
"Full-time","1989","16-34 y.","Couple + C. LE and GT 16","132","0.266128434648102","0.22345524034997","0.308801628946233","1"
"Full-time","1989","35-65 y.","1-pers.-HH","257","0.574177816431532","0.526547302621011","0.621808330242052","1"
"Full-time","1989","35-65 y.","(Married) couple without C. ","592","0.456759211276973","0.428301517464247","0.485216905089699","1"
"Full-time","1989","35-65 y.","Single parent ","111","0.498325149781029","0.432255148012655","0.564395151549403","1"
"Full-time","1989","35-65 y.","Couple + C. LE 16 ","666","0.620947194591139","0.591891547772248","0.65000284141003","1"
"Full-time","1989","35-65 y.","Couple + C. GT 16 ","613","0.502474416697514","0.474030629705041","0.530918203689987","1"
"Full-time","1989","35-65 y.","Couple + C. LE and GT 16","318","0.530866859187839","0.490112157998597","0.571621560377081","1"
"Full-time","1989","66 and older","1-pers.-HH","3","","","","1"
"Full-time","1989","66 and older","(Married) couple without C. ","8","","","","1"
"Full-time","1989","66 and older","Single parent ","","","","","1"
"Full-time","1989","66 and older","Couple + C. LE 16 ","","","","","1"
"Full-time","1989","66 and older","Couple + C. GT 16 ","1","","","","1"
"Full-time","1989","66 and older","Couple + C. LE and GT 16","","","","","1"
"Non-working","1989","16-34 y.","1-pers.-HH","34","0.113363124945944","0.0761621100073442","0.150564139884544","5"
"Non-working","1989","16-34 y.","(Married) couple without C. ","67","0.103241807591267","0.0792134984265818","0.127270116755952","5"
"Non-working","1989","16-34 y.","Single parent ","81","0.351163127718359","0.289068021010294","0.413258234426425","5"
"Non-working","1989","16-34 y.","Couple + C. LE 16 ","398","0.357123184303712","0.3284669674524","0.385779401155025","5"
"Non-working","1989","35-65 y.","Single parent ","76","0.336533079510563","0.274093457166239","0.398972701854886","5"
"Non-working","1989","35-65 y.","Couple + C. LE and GT 16","184","0.306189586182578","0.268549339214669","0.343829833150488","5"
"Non-working","1989","66 and older","1-pers.-HH","371","0.98608787662892","0.974264761032262","0.997910992225577","5"
"Non-working","1989","66 and older","(Married) couple without C. ","453","0.964876001221553","0.948268097416604","0.981483905026502","5"
"Non-working","1989","66 and older","Single parent ","27","","","","5"
"Non-working","1989","66 and older","Couple + C. LE 16 ","","","","","5"
"Non-working","1989","66 and older","Couple + C. GT 16 ","54","0.86090629726923","0.774067290007515","0.947745304530945","5"
"Non-working","1989","66 and older","Couple + C. LE and GT 16","","","","","5"
"Non-working","1989","16-34 y.","Couple + C. GT 16 ","332","0.372673829210647","0.341067111623543","0.404280546797751","5"
"Non-working","1989","16-34 y.","Couple + C. LE and GT 16","176","0.468430591321491","0.420246674821422","0.516614507821559","5"
"Non-working","1989","35-65 y.","1-pers.-HH","134","0.368251234075866","0.321789841032315","0.414712627119417","5"
"Non-working","1989","35-65 y.","(Married) couple without C. ","481","0.446034785980285","0.417636935257372","0.474432636703197","5"
"Non-working","1989","35-65 y.","Couple + C. LE 16 ","262","0.243674226549344","0.217963603338984","0.269384849759704","5"
"Non-working","1989","35-65 y.","Couple + C. GT 16 ","408","0.342534238469097","0.315537500181522","0.369530976756673","5"
"Other","1989","16-34 y.","(Married) couple without C. ","16","","","","6"
"Other","1989","35-65 y.","Single parent ","3","","","","6"
"Other","1989","35-65 y.","Couple + C. LE 16 ","32","0.0302599210208956","0.0200006873123992","0.040519154729392","6"
"Other","1989","16-34 y.","1-pers.-HH","18","","","","6"
"Other","1989","16-34 y.","Single parent ","51","0.21281534838603","0.159570824923749","0.266059871848311","6"
"Other","1989","16-34 y.","Couple + C. LE 16 ","39","0.0413687328547809","0.0294588399965707","0.053278625712991","6"
"Other","1989","16-34 y.","Couple + C. GT 16 ","204","0.228272120246245","0.20083574231833","0.255708498174161","6"
"Other","1989","16-34 y.","Couple + C. LE and GT 16","98","0.249089702478664","0.207328653406852","0.290850751550476","6"
"Other","1989","35-65 y.","1-pers.-HH","6","","","","6"
"Other","1989","35-65 y.","(Married) couple without C. ","15","","","","6"
"Other","1989","35-65 y.","Couple + C. GT 16 ","31","0.0305722397360859","0.0207786008680499","0.0403658786041219","6"
"Other","1989","35-65 y.","Couple + C. LE and GT 16","17","","","","6"
"Other","1989","66 and older","1-pers.-HH","2","","","","6"
"Other","1989","66 and older","(Married) couple without C. ","4","","","","6"
"Other","1989","66 and older","Single parent ","","","","","6"
"Other","1989","66 and older","Couple + C. LE 16 ","","","","","6"
"Other","1989","66 and older","Couple + C. GT 16 ","2","","","","6"
"Other","1989","66 and older","Couple + C. LE and GT 16","","","","","6"
"Part-time","1989","16-34 y.","Couple + C. LE 16 ","120","0.140179165887837","0.119416091105296","0.160942240670379","2"
"Part-time","1989","16-34 y.","1-pers.-HH","11","","","","2"
"Part-time","1989","16-34 y.","Single parent ","9","","","","2"
"Part-time","1989","16-34 y.","(Married) couple without C. ","36","0.0507506220961822","0.0334178278906935","0.0680834163016709","2"
"Part-time","1989","35-65 y.","1-pers.-HH","17","","","","2"
"Part-time","1989","35-65 y.","(Married) couple without C. ","89","0.0847094677047276","0.0688018435671551","0.1006170918423","2"
"Part-time","1989","35-65 y.","Couple + C. GT 16 ","135","0.124419105097303","0.105642615258756","0.14319559493585","2"
"Part-time","1989","35-65 y.","Couple + C. LE and GT 16","57","0.119213499172104","0.0927507541596735","0.145676244184535","2"
"Part-time","1989","16-34 y.","Couple + C. GT 16 ","12","","","","2"
"Part-time","1989","16-34 y.","Couple + C. LE and GT 16","6","","","","2"
"Part-time","1989","35-65 y.","Single parent ","30","0.154213105626781","0.106490091215485","0.201936120038077","2"
"Part-time","1989","35-65 y.","Couple + C. LE 16 ","111","0.105118657838622","0.0867500608449677","0.123487254832275","2"
"Part-time","1989","66 and older","Single parent ","","","","","2"
"Part-time","1989","66 and older","Couple + C. LE 16 ","","","","","2"
"Part-time","1989","66 and older","Couple + C. GT 16 ","4","","","","2"
"Part-time","1989","66 and older","Couple + C. LE and GT 16","","","","","2"
"Part-time","1989","66 and older","1-pers.-HH","1","","","","2"
"Part-time","1989","66 and older","(Married) couple without C. ","7","","","","2"
"Full-time","1990","16-34 y.","1-pers.-HH","251","0.794390677712857","0.750248004942778","0.838533350482937","1"
"Full-time","1990","16-34 y.","(Married) couple without C. ","584","0.806938413332011","0.778187811609794","0.835689015054229","1"
"Full-time","1990","16-34 y.","Single parent ","156","0.423786203434947","0.370711056209511","0.476861350660383","1"
"Full-time","1990","16-34 y.","Couple + C. LE 16 ","1189","0.543434716487756","0.521394100813011","0.565475332162501","1"
"Full-time","1990","16-34 y.","Couple + C. GT 16 ","515","0.415508988672051","0.387112768063005","0.443905209281097","1"
"Full-time","1990","16-34 y.","Couple + C. LE and GT 16","135","0.247867729779538","0.209038534326651","0.286696925232425","1"
"Full-time","1990","35-65 y.","1-pers.-HH","314","0.597680783832105","0.555080819588767","0.640280748075443","1"
"Full-time","1990","35-65 y.","(Married) couple without C. ","1030","0.499937175963373","0.477244867738927","0.522629484187819","1"
"Full-time","1990","35-65 y.","Single parent ","172","0.548238323704837","0.491156734751983","0.605319912657692","1"
"Full-time","1990","35-65 y.","Couple + C. LE 16 ","1151","0.674742077261262","0.651844585693784","0.697639568828739","1"
"Full-time","1990","35-65 y.","Couple + C. GT 16 ","970","0.549536053969794","0.525536527750206","0.573535580189381","1"
"Full-time","1990","35-65 y.","Couple + C. LE and GT 16","461","0.588035101320255","0.552525021995302","0.623545180645208","1"
"Full-time","1990","66 and older","1-pers.-HH","3","","","","1"
"Full-time","1990","66 and older","(Married) couple without C. ","14","","","","1"
"Full-time","1990","66 and older","Single parent ","","","","","1"
"Full-time","1990","66 and older","Couple + C. LE 16 ","","","","","1"
"Full-time","1990","66 and older","Couple + C. GT 16 ","3","","","","1"
"Full-time","1990","66 and older","Couple + C. LE and GT 16","","","","","1"
"Non-working","1990","16-34 y.","1-pers.-HH","42","0.110717808222008","0.0764450787551103","0.144990537688905","5"
"Non-working","1990","16-34 y.","(Married) couple without C. ","73","0.0963944291623841","0.0748966188910828","0.117892239433685","5"
"Non-working","1990","16-34 y.","Single parent ","103","0.338623167971547","0.287794491968496","0.389451843974599","5"
"Non-working","1990","16-34 y.","Couple + C. LE 16 ","489","0.284521900085285","0.264557575958762","0.304486224211808","5"
"Non-working","1990","35-65 y.","Single parent ","75","0.268766537689271","0.217918723068424","0.319614352310118","5"
"Non-working","1990","35-65 y.","Couple + C. LE and GT 16","174","0.249884842747019","0.218648956134235","0.281120729359804","5"
"Non-working","1990","66 and older","1-pers.-HH","534","0.987140820900092","0.97769046970778","0.996591172092405","5"
