"erwst","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Other","2008","(2c_gen) general maturity certificate","in school","","","",""
"Other","2008","(2c_gen) general maturity certificate","inadequately","","","",""
"Other","2008","(2c_gen) general maturity certificate","general elemantary","","","",""
"Other","2008","(2c_gen) general maturity certificate","middle vocational","187","0.278658919183993","0.246378007303393","0.310939831064593"
"Other","2008","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Other","2008","(2c_gen) general maturity certificate","higher vocational","","","",""
"Other","2008","(2c_gen) general maturity certificate","higher education","","","",""
"Other","2008","(2c_voc) vocational maturity certificate","in school","","","",""
"Other","2008","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Other","2008","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Other","2008","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Other","2008","(2c_voc) vocational maturity certificate","vocational + Abi","72","0.0618977864294306","0.0476576422037977","0.0761379306550636"
"Other","2008","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"Other","2008","(2c_voc) vocational maturity certificate","higher education","","","",""
"Other","2008","(3a) lower tertiary education","in school","","","",""
"Other","2008","(3a) lower tertiary education","inadequately","","","",""
"Other","2008","(3a) lower tertiary education","general elemantary","","","",""
"Other","2008","(3a) lower tertiary education","middle vocational","","","",""
"Other","2008","(3a) lower tertiary education","vocational + Abi","","","",""
"Other","2008","(3a) lower tertiary education","higher vocational","","","",""
"Other","2008","(3a) lower tertiary education","higher education","66","0.0535294552340188","0.0426655060284971","0.0643934044395405"
"Other","2008","(3b) higher tertiary education","in school","","","",""
"Other","2008","(3b) higher tertiary education","inadequately","","","",""
"Other","2008","(3b) higher tertiary education","general elemantary","","","",""
"Other","2008","(3b) higher tertiary education","middle vocational","","","",""
"Other","2008","(3b) higher tertiary education","vocational + Abi","","","",""
"Other","2008","(3b) higher tertiary education","higher vocational","","","",""
"Other","2008","(3b) higher tertiary education","higher education","82","0.0348039343555627","0.0277026829216105","0.0419051857895149"
"Full-time","2009","(0) in school","in school","","","",""
"Full-time","2009","(0) in school","inadequately","","","",""
"Full-time","2009","(0) in school","general elemantary","","","",""
"Full-time","2009","(0) in school","middle vocational","","","",""
"Full-time","2009","(0) in school","vocational + Abi","","","",""
"Full-time","2009","(0) in school","higher vocational","","","",""
"Full-time","2009","(0) in school","higher education","","","",""
"Full-time","2009","(1a) inadequately completed","in school","","","",""
"Full-time","2009","(1a) inadequately completed","inadequately","","","",""
"Full-time","2009","(1a) inadequately completed","general elemantary","","","",""
"Full-time","2009","(1a) inadequately completed","middle vocational","","","",""
"Full-time","2009","(1a) inadequately completed","vocational + Abi","","","",""
"Full-time","2009","(1a) inadequately completed","higher vocational","","","",""
"Full-time","2009","(1a) inadequately completed","higher education","","","",""
"Full-time","2009","(1b) general elementary school","in school","","","",""
"Full-time","2009","(1b) general elementary school","inadequately","","","",""
"Full-time","2009","(1b) general elementary school","general elemantary","215","0.160431065170657","0.141206501703912","0.179655628637402"
"Full-time","2009","(1b) general elementary school","middle vocational","","","",""
"Full-time","2009","(1b) general elementary school","vocational + Abi","","","",""
"Full-time","2009","(1b) general elementary school","higher vocational","","","",""
"Full-time","2009","(1b) general elementary school","higher education","","","",""
"Full-time","2009","(1c) basic vocational qualification","in school","","","",""
"Full-time","2009","(1c) basic vocational qualification","inadequately","","","",""
"Full-time","2009","(1c) basic vocational qualification","general elemantary","","","",""
"Full-time","2009","(1c) basic vocational qualification","middle vocational","1353","0.331243515697731","0.317408773919725","0.345078257475738"
"Full-time","2009","(1c) basic vocational qualification","vocational + Abi","","","",""
"Full-time","2009","(1c) basic vocational qualification","higher vocational","144","0.346377646940725","0.299864744429791","0.392890549451659"
"Full-time","2009","(1c) basic vocational qualification","higher education","","","",""
"Full-time","2009","(2b) intermediate general qualification","in school","","","",""
"Full-time","2009","(2b) intermediate general qualification","inadequately","","","",""
"Full-time","2009","(2b) intermediate general qualification","general elemantary","81","0.199638282871179","0.162828432121755","0.236448133620603"
"Full-time","2009","(2b) intermediate general qualification","middle vocational","","","",""
"Full-time","2009","(2b) intermediate general qualification","vocational + Abi","","","",""
"Full-time","2009","(2b) intermediate general qualification","higher vocational","","","",""
"Full-time","2009","(2b) intermediate general qualification","higher education","","","",""
"Full-time","2009","(2a) intermediate vocational","in school","","","",""
"Full-time","2009","(2a) intermediate vocational","inadequately","","","",""
"Full-time","2009","(2a) intermediate vocational","general elemantary","","","",""
"Full-time","2009","(2a) intermediate vocational","middle vocational","1829","0.4874376154333","0.471532665229579","0.50334256563702"
"Full-time","2009","(2a) intermediate vocational","vocational + Abi","","","",""
"Full-time","2009","(2a) intermediate vocational","higher vocational","321","0.529264334740854","0.489358562305055","0.569170107176653"
"Full-time","2009","(2a) intermediate vocational","higher education","","","",""
"Full-time","2009","(2c_gen) general maturity certificate","in school","","","",""
"Full-time","2009","(2c_gen) general maturity certificate","inadequately","","","",""
"Full-time","2009","(2c_gen) general maturity certificate","general elemantary","","","",""
"Full-time","2009","(2c_gen) general maturity certificate","middle vocational","112","0.155337772483162","0.128446473875664","0.18222907109066"
"Full-time","2009","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Full-time","2009","(2c_gen) general maturity certificate","higher vocational","","","",""
"Full-time","2009","(2c_gen) general maturity certificate","higher education","","","",""
"Full-time","2009","(2c_voc) vocational maturity certificate","in school","","","",""
"Full-time","2009","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Full-time","2009","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Full-time","2009","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Full-time","2009","(2c_voc) vocational maturity certificate","vocational + Abi","486","0.491918439876692","0.460979110746334","0.52285776900705"
"Full-time","2009","(2c_voc) vocational maturity certificate","higher vocational","171","0.550336962415203","0.496336531286946","0.60433739354346"
"Full-time","2009","(2c_voc) vocational maturity certificate","higher education","","","",""
"Full-time","2009","(3a) lower tertiary education","in school","","","",""
"Full-time","2009","(3a) lower tertiary education","inadequately","","","",""
"Full-time","2009","(3a) lower tertiary education","general elemantary","","","",""
"Full-time","2009","(3a) lower tertiary education","middle vocational","","","",""
"Full-time","2009","(3a) lower tertiary education","vocational + Abi","","","",""
"Full-time","2009","(3a) lower tertiary education","higher vocational","","","",""
"Full-time","2009","(3a) lower tertiary education","higher education","799","0.520173498007743","0.495586091238779","0.544760904776707"
"Full-time","2009","(3b) higher tertiary education","in school","","","",""
"Full-time","2009","(3b) higher tertiary education","inadequately","","","",""
"Full-time","2009","(3b) higher tertiary education","general elemantary","","","",""
"Full-time","2009","(3b) higher tertiary education","middle vocational","","","",""
"Full-time","2009","(3b) higher tertiary education","vocational + Abi","","","",""
"Full-time","2009","(3b) higher tertiary education","higher vocational","","","",""
"Full-time","2009","(3b) higher tertiary education","higher education","1335","0.549571208750093","0.529922186577029","0.569220230923157"
"Part-time","2009","(0) in school","in school","","","",""
"Part-time","2009","(0) in school","inadequately","","","",""
"Part-time","2009","(0) in school","general elemantary","","","",""
"Part-time","2009","(0) in school","middle vocational","","","",""
"Part-time","2009","(0) in school","vocational + Abi","","","",""
"Part-time","2009","(0) in school","higher vocational","","","",""
"Part-time","2009","(0) in school","higher education","","","",""
"Part-time","2009","(1a) inadequately completed","in school","","","",""
"Part-time","2009","(1a) inadequately completed","inadequately","","","",""
"Part-time","2009","(1a) inadequately completed","general elemantary","","","",""
"Part-time","2009","(1a) inadequately completed","middle vocational","","","",""
"Part-time","2009","(1a) inadequately completed","vocational + Abi","","","",""
"Part-time","2009","(1a) inadequately completed","higher vocational","","","",""
"Part-time","2009","(1a) inadequately completed","higher education","","","",""
"Part-time","2009","(1b) general elementary school","in school","","","",""
"Part-time","2009","(1b) general elementary school","inadequately","","","",""
"Part-time","2009","(1b) general elementary school","general elemantary","87","0.0538705492943307","0.0420446260546253","0.0656964725340361"
"Part-time","2009","(1b) general elementary school","middle vocational","","","",""
"Part-time","2009","(1b) general elementary school","vocational + Abi","","","",""
"Part-time","2009","(1b) general elementary school","higher vocational","","","",""
"Part-time","2009","(1b) general elementary school","higher education","","","",""
"Part-time","2009","(1c) basic vocational qualification","in school","","","",""
"Part-time","2009","(1c) basic vocational qualification","inadequately","","","",""
"Part-time","2009","(1c) basic vocational qualification","general elemantary","","","",""
"Part-time","2009","(1c) basic vocational qualification","middle vocational","378","0.0814534053281228","0.0734131733296742","0.0894936373265715"
"Part-time","2009","(1c) basic vocational qualification","vocational + Abi","","","",""
"Part-time","2009","(1c) basic vocational qualification","higher vocational","","","",""
"Part-time","2009","(1c) basic vocational qualification","higher education","","","",""
"Part-time","2009","(2b) intermediate general qualification","in school","","","",""
"Part-time","2009","(2b) intermediate general qualification","inadequately","","","",""
"Part-time","2009","(2b) intermediate general qualification","general elemantary","","","",""
"Part-time","2009","(2b) intermediate general qualification","middle vocational","","","",""
"Part-time","2009","(2b) intermediate general qualification","vocational + Abi","","","",""
"Part-time","2009","(2b) intermediate general qualification","higher vocational","","","",""
"Part-time","2009","(2b) intermediate general qualification","higher education","","","",""
"Part-time","2009","(2a) intermediate vocational","in school","","","",""
"Part-time","2009","(2a) intermediate vocational","inadequately","","","",""
"Part-time","2009","(2a) intermediate vocational","general elemantary","","","",""
"Part-time","2009","(2a) intermediate vocational","middle vocational","595","0.141911026352846","0.13080717449645","0.153014878209242"
"Part-time","2009","(2a) intermediate vocational","vocational + Abi","","","",""
"Part-time","2009","(2a) intermediate vocational","higher vocational","92","0.128704608277426","0.101932004411637","0.155477212143215"
"Part-time","2009","(2a) intermediate vocational","higher education","","","",""
"Part-time","2009","(2c_gen) general maturity certificate","in school","","","",""
"Part-time","2009","(2c_gen) general maturity certificate","inadequately","","","",""
"Part-time","2009","(2c_gen) general maturity certificate","general elemantary","","","",""
"Part-time","2009","(2c_gen) general maturity certificate","middle vocational","47","0.0550767615355184","0.0381406320695578","0.0720128910014789"
"Part-time","2009","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Part-time","2009","(2c_gen) general maturity certificate","higher vocational","","","",""
"Part-time","2009","(2c_gen) general maturity certificate","higher education","","","",""
"Part-time","2009","(2c_voc) vocational maturity certificate","in school","","","",""
"Part-time","2009","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Part-time","2009","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Part-time","2009","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Part-time","2009","(2c_voc) vocational maturity certificate","vocational + Abi","161","0.156239426060682","0.133769452770521","0.178709399350843"
"Part-time","2009","(2c_voc) vocational maturity certificate","higher vocational","43","0.111150551968563","0.0770305375218495","0.145270566415277"
"Part-time","2009","(2c_voc) vocational maturity certificate","higher education","","","",""
"Part-time","2009","(3a) lower tertiary education","in school","","","",""
"Part-time","2009","(3a) lower tertiary education","inadequately","","","",""
"Part-time","2009","(3a) lower tertiary education","general elemantary","","","",""
"Part-time","2009","(3a) lower tertiary education","middle vocational","","","",""
"Part-time","2009","(3a) lower tertiary education","vocational + Abi","","","",""
"Part-time","2009","(3a) lower tertiary education","higher vocational","","","",""
"Part-time","2009","(3a) lower tertiary education","higher education","199","0.0984821866188106","0.0838178474374249","0.113146525800196"
"Part-time","2009","(3b) higher tertiary education","in school","","","",""
"Part-time","2009","(3b) higher tertiary education","inadequately","","","",""
"Part-time","2009","(3b) higher tertiary education","general elemantary","","","",""
"Part-time","2009","(3b) higher tertiary education","middle vocational","","","",""
"Part-time","2009","(3b) higher tertiary education","vocational + Abi","","","",""
"Part-time","2009","(3b) higher tertiary education","higher vocational","","","",""
"Part-time","2009","(3b) higher tertiary education","higher education","302","0.117015583603466","0.104321122886164","0.129710044320768"
"Non-working","2009","(0) in school","in school","418","0.83043225729981","0.797736111803193","0.863128402796426"
"Non-working","2009","(0) in school","inadequately","","","",""
"Non-working","2009","(0) in school","general elemantary","","","",""
"Non-working","2009","(0) in school","middle vocational","","","",""
"Non-working","2009","(0) in school","vocational + Abi","","","",""
"Non-working","2009","(0) in school","higher vocational","","","",""
"Non-working","2009","(0) in school","higher education","","","",""
"Non-working","2009","(1a) inadequately completed","in school","","","",""
"Non-working","2009","(1a) inadequately completed","inadequately","96","0.661077009408752","0.581230166592966","0.740923852224537"
"Non-working","2009","(1a) inadequately completed","general elemantary","","","",""
"Non-working","2009","(1a) inadequately completed","middle vocational","","","",""
"Non-working","2009","(1a) inadequately completed","vocational + Abi","","","",""
"Non-working","2009","(1a) inadequately completed","higher vocational","","","",""
"Non-working","2009","(1a) inadequately completed","higher education","","","",""
"Non-working","2009","(1b) general elementary school","in school","","","",""
"Non-working","2009","(1b) general elementary school","inadequately","","","",""
"Non-working","2009","(1b) general elementary school","general elemantary","963","0.693512257006268","0.66936222563605","0.717662288376486"
"Non-working","2009","(1b) general elementary school","middle vocational","","","",""
"Non-working","2009","(1b) general elementary school","vocational + Abi","","","",""
"Non-working","2009","(1b) general elementary school","higher vocational","","","",""
"Non-working","2009","(1b) general elementary school","higher education","","","",""
"Non-working","2009","(1c) basic vocational qualification","in school","","","",""
"Non-working","2009","(1c) basic vocational qualification","inadequately","","","",""
"Non-working","2009","(1c) basic vocational qualification","general elemantary","","","",""
"Non-working","2009","(1c) basic vocational qualification","middle vocational","2509","0.538243074874675","0.52358896997826","0.552897179771091"
"Non-working","2009","(1c) basic vocational qualification","vocational + Abi","","","",""
"Non-working","2009","(1c) basic vocational qualification","higher vocational","216","0.558684891383302","0.510145656551817","0.607224126214788"
"Non-working","2009","(1c) basic vocational qualification","higher education","","","",""
"Non-working","2009","(2b) intermediate general qualification","in school","","","",""
"Non-working","2009","(2b) intermediate general qualification","inadequately","","","",""
"Non-working","2009","(2b) intermediate general qualification","general elemantary","190","0.436016454767173","0.390351435387183","0.481681474147163"
"Non-working","2009","(2b) intermediate general qualification","middle vocational","","","",""
"Non-working","2009","(2b) intermediate general qualification","vocational + Abi","","","",""
"Non-working","2009","(2b) intermediate general qualification","higher vocational","","","",""
"Non-working","2009","(2b) intermediate general qualification","higher education","","","",""
"Non-working","2009","(2a) intermediate vocational","in school","","","",""
"Non-working","2009","(2a) intermediate vocational","inadequately","","","",""
"Non-working","2009","(2a) intermediate vocational","general elemantary","","","",""
"Non-working","2009","(2a) intermediate vocational","middle vocational","1145","0.313440506161843","0.298679496101273","0.328201516222413"
"Non-working","2009","(2a) intermediate vocational","vocational + Abi","","","",""
"Non-working","2009","(2a) intermediate vocational","higher vocational","164","0.29817844496927","0.261605298180442","0.334751591758098"
"Non-working","2009","(2a) intermediate vocational","higher education","","","",""
"Non-working","2009","(2c_gen) general maturity certificate","in school","","","",""
"Non-working","2009","(2c_gen) general maturity certificate","inadequately","","","",""
"Non-working","2009","(2c_gen) general maturity certificate","general elemantary","","","",""
"Non-working","2009","(2c_gen) general maturity certificate","middle vocational","339","0.44291779005059","0.406041017129598","0.479794562971581"
"Non-working","2009","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Non-working","2009","(2c_gen) general maturity certificate","higher vocational","","","",""
"Non-working","2009","(2c_gen) general maturity certificate","higher education","","","",""
"Non-working","2009","(2c_voc) vocational maturity certificate","in school","","","",""
"Non-working","2009","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Non-working","2009","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Non-working","2009","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Non-working","2009","(2c_voc) vocational maturity certificate","vocational + Abi","290","0.293660243835834","0.265474660495044","0.321845827176623"
"Non-working","2009","(2c_voc) vocational maturity certificate","higher vocational","98","0.298734881218195","0.249050100515544","0.348419661920847"
"Non-working","2009","(2c_voc) vocational maturity certificate","higher education","","","",""
"Non-working","2009","(3a) lower tertiary education","in school","","","",""
"Non-working","2009","(3a) lower tertiary education","inadequately","","","",""
"Non-working","2009","(3a) lower tertiary education","general elemantary","","","",""
"Non-working","2009","(3a) lower tertiary education","middle vocational","","","",""
"Non-working","2009","(3a) lower tertiary education","vocational + Abi","","","",""
"Non-working","2009","(3a) lower tertiary education","higher vocational","","","",""
"Non-working","2009","(3a) lower tertiary education","higher education","536","0.33673345205108","0.31347484626344","0.359992057838721"
"Non-working","2009","(3b) higher tertiary education","in school","","","",""
"Non-working","2009","(3b) higher tertiary education","inadequately","","","",""
"Non-working","2009","(3b) higher tertiary education","general elemantary","","","",""
"Non-working","2009","(3b) higher tertiary education","middle vocational","","","",""
"Non-working","2009","(3b) higher tertiary education","vocational + Abi","","","",""
"Non-working","2009","(3b) higher tertiary education","higher vocational","","","",""
"Non-working","2009","(3b) higher tertiary education","higher education","739","0.280109447326631","0.262375190217015","0.297843704436247"
"Other","2009","(0) in school","in school","85","0.163299847253156","0.131092819613199","0.195506874893113"
"Other","2009","(0) in school","inadequately","","","",""
"Other","2009","(0) in school","general elemantary","","","",""
"Other","2009","(0) in school","middle vocational","","","",""
"Other","2009","(0) in school","vocational + Abi","","","",""
"Other","2009","(0) in school","higher vocational","","","",""
"Other","2009","(0) in school","higher education","","","",""
"Other","2009","(1a) inadequately completed","in school","","","",""
"Other","2009","(1a) inadequately completed","inadequately","","","",""
"Other","2009","(1a) inadequately completed","general elemantary","","","",""
"Other","2009","(1a) inadequately completed","middle vocational","","","",""
"Other","2009","(1a) inadequately completed","vocational + Abi","","","",""
"Other","2009","(1a) inadequately completed","higher vocational","","","",""
"Other","2009","(1a) inadequately completed","higher education","","","",""
"Other","2009","(1b) general elementary school","in school","","","",""
"Other","2009","(1b) general elementary school","inadequately","","","",""
"Other","2009","(1b) general elementary school","general elemantary","135","0.0921861285287441","0.0770325477377057","0.107339709319782"
"Other","2009","(1b) general elementary school","middle vocational","","","",""
"Other","2009","(1b) general elementary school","vocational + Abi","","","",""
"Other","2009","(1b) general elementary school","higher vocational","","","",""
"Other","2009","(1b) general elementary school","higher education","","","",""
"Other","2009","(1c) basic vocational qualification","in school","","","",""
"Other","2009","(1c) basic vocational qualification","inadequately","","","",""
"Other","2009","(1c) basic vocational qualification","general elemantary","","","",""
"Other","2009","(1c) basic vocational qualification","middle vocational","206","0.0490600040994704","0.0427110277560251","0.0554089804429158"
"Other","2009","(1c) basic vocational qualification","vocational + Abi","","","",""
"Other","2009","(1c) basic vocational qualification","higher vocational","","","",""
"Other","2009","(1c) basic vocational qualification","higher education","","","",""
"Other","2009","(2b) intermediate general qualification","in school","","","",""
"Other","2009","(2b) intermediate general qualification","inadequately","","","",""
"Other","2009","(2b) intermediate general qualification","general elemantary","156","0.279710964890123","0.238376993216538","0.321044936563709"
"Other","2009","(2b) intermediate general qualification","middle vocational","","","",""
"Other","2009","(2b) intermediate general qualification","vocational + Abi","","","",""
"Other","2009","(2b) intermediate general qualification","higher vocational","","","",""
"Other","2009","(2b) intermediate general qualification","higher education","","","",""
"Other","2009","(2a) intermediate vocational","in school","","","",""
"Other","2009","(2a) intermediate vocational","inadequately","","","",""
"Other","2009","(2a) intermediate vocational","general elemantary","","","",""
"Other","2009","(2a) intermediate vocational","middle vocational","225","0.0572108520520114","0.0498208267878172","0.0646008773162057"
"Other","2009","(2a) intermediate vocational","vocational + Abi","","","",""
"Other","2009","(2a) intermediate vocational","higher vocational","","","",""
"Other","2009","(2a) intermediate vocational","higher education","","","",""
"Other","2009","(2c_gen) general maturity certificate","in school","","","",""
"Other","2009","(2c_gen) general maturity certificate","inadequately","","","",""
"Other","2009","(2c_gen) general maturity certificate","general elemantary","","","",""
"Other","2009","(2c_gen) general maturity certificate","middle vocational","199","0.34666767593073","0.311336715016911","0.38199863684455"
"Other","2009","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Other","2009","(2c_gen) general maturity certificate","higher vocational","","","",""
"Other","2009","(2c_gen) general maturity certificate","higher education","","","",""
"Other","2009","(2c_voc) vocational maturity certificate","in school","","","",""
"Other","2009","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Other","2009","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Other","2009","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Other","2009","(2c_voc) vocational maturity certificate","vocational + Abi","66","0.0581818902267926","0.0436950037686162","0.0726687766849691"
"Other","2009","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"Other","2009","(2c_voc) vocational maturity certificate","higher education","","","",""
"Other","2009","(3a) lower tertiary education","in school","","","",""
"Other","2009","(3a) lower tertiary education","inadequately","","","",""
"Other","2009","(3a) lower tertiary education","general elemantary","","","",""
"Other","2009","(3a) lower tertiary education","middle vocational","","","",""
"Other","2009","(3a) lower tertiary education","vocational + Abi","","","",""
"Other","2009","(3a) lower tertiary education","higher vocational","","","",""
"Other","2009","(3a) lower tertiary education","higher education","52","0.0446108633223664","0.0344505532280999","0.0547711734166329"
"Other","2009","(3b) higher tertiary education","in school","","","",""
"Other","2009","(3b) higher tertiary education","inadequately","","","",""
"Other","2009","(3b) higher tertiary education","general elemantary","","","",""
"Other","2009","(3b) higher tertiary education","middle vocational","","","",""
"Other","2009","(3b) higher tertiary education","vocational + Abi","","","",""
"Other","2009","(3b) higher tertiary education","higher vocational","","","",""
"Other","2009","(3b) higher tertiary education","higher education","87","0.05330376031981","0.0444321974443132","0.0621753231953068"
"Full-time","2010","(0) in school","in school","","","",""
"Full-time","2010","(0) in school","inadequately","","","",""
"Full-time","2010","(0) in school","general elemantary","","","",""
"Full-time","2010","(0) in school","middle vocational","","","",""
"Full-time","2010","(0) in school","vocational + Abi","","","",""
"Full-time","2010","(0) in school","higher vocational","","","",""
"Full-time","2010","(0) in school","higher education","","","",""
"Full-time","2010","(1a) inadequately completed","in school","","","",""
"Full-time","2010","(1a) inadequately completed","inadequately","45","0.20247502555628","0.156225533304018","0.248724517808541"
"Full-time","2010","(1a) inadequately completed","general elemantary","","","",""
"Full-time","2010","(1a) inadequately completed","middle vocational","","","",""
"Full-time","2010","(1a) inadequately completed","vocational + Abi","","","",""
"Full-time","2010","(1a) inadequately completed","higher vocational","","","",""
"Full-time","2010","(1a) inadequately completed","higher education","","","",""
"Full-time","2010","(1b) general elementary school","in school","","","",""
"Full-time","2010","(1b) general elementary school","inadequately","","","",""
"Full-time","2010","(1b) general elementary school","general elemantary","320","0.159841797796156","0.143245740866266","0.176437854726046"
"Full-time","2010","(1b) general elementary school","middle vocational","","","",""
"Full-time","2010","(1b) general elementary school","vocational + Abi","","","",""
"Full-time","2010","(1b) general elementary school","higher vocational","","","",""
"Full-time","2010","(1b) general elementary school","higher education","","","",""
"Full-time","2010","(1c) basic vocational qualification","in school","","","",""
"Full-time","2010","(1c) basic vocational qualification","inadequately","","","",""
"Full-time","2010","(1c) basic vocational qualification","general elemantary","","","",""
"Full-time","2010","(1c) basic vocational qualification","middle vocational","1714","0.31763424374012","0.305012026256378","0.330256461223863"
"Full-time","2010","(1c) basic vocational qualification","vocational + Abi","","","",""
"Full-time","2010","(1c) basic vocational qualification","higher vocational","171","0.323869060916469","0.279169096362517","0.368569025470421"
"Full-time","2010","(1c) basic vocational qualification","higher education","","","",""
"Full-time","2010","(2b) intermediate general qualification","in school","","","",""
"Full-time","2010","(2b) intermediate general qualification","inadequately","","","",""
"Full-time","2010","(2b) intermediate general qualification","general elemantary","91","0.157543497638208","0.129812511631958","0.185274483644458"
"Full-time","2010","(2b) intermediate general qualification","middle vocational","","","",""
"Full-time","2010","(2b) intermediate general qualification","vocational + Abi","","","",""
"Full-time","2010","(2b) intermediate general qualification","higher vocational","","","",""
"Full-time","2010","(2b) intermediate general qualification","higher education","","","",""
"Full-time","2010","(2a) intermediate vocational","in school","","","",""
"Full-time","2010","(2a) intermediate vocational","inadequately","","","",""
"Full-time","2010","(2a) intermediate vocational","general elemantary","","","",""
"Full-time","2010","(2a) intermediate vocational","middle vocational","2346","0.492337327833927","0.479053362735977","0.505621292931877"
"Full-time","2010","(2a) intermediate vocational","vocational + Abi","","","",""
"Full-time","2010","(2a) intermediate vocational","higher vocational","402","0.543664304478344","0.507825478964917","0.579503129991772"
"Full-time","2010","(2a) intermediate vocational","higher education","","","",""
"Full-time","2010","(2c_gen) general maturity certificate","in school","","","",""
"Full-time","2010","(2c_gen) general maturity certificate","inadequately","","","",""
"Full-time","2010","(2c_gen) general maturity certificate","general elemantary","","","",""
"Full-time","2010","(2c_gen) general maturity certificate","middle vocational","159","0.152414430550671","0.129252111177804","0.175576749923537"
"Full-time","2010","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Full-time","2010","(2c_gen) general maturity certificate","higher vocational","","","",""
"Full-time","2010","(2c_gen) general maturity certificate","higher education","","","",""
"Full-time","2010","(2c_voc) vocational maturity certificate","in school","","","",""
"Full-time","2010","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Full-time","2010","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Full-time","2010","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Full-time","2010","(2c_voc) vocational maturity certificate","vocational + Abi","685","0.481637989310588","0.457990067592523","0.505285911028654"
"Full-time","2010","(2c_voc) vocational maturity certificate","higher vocational","231","0.541414719322598","0.495014363312713","0.587815075332483"
"Full-time","2010","(2c_voc) vocational maturity certificate","higher education","","","",""
"Full-time","2010","(3a) lower tertiary education","in school","","","",""
"Full-time","2010","(3a) lower tertiary education","inadequately","","","",""
"Full-time","2010","(3a) lower tertiary education","general elemantary","","","",""
"Full-time","2010","(3a) lower tertiary education","middle vocational","","","",""
"Full-time","2010","(3a) lower tertiary education","vocational + Abi","","","",""
"Full-time","2010","(3a) lower tertiary education","higher vocational","","","",""
"Full-time","2010","(3a) lower tertiary education","higher education","971","0.521965237422861","0.499777365763281","0.544153109082441"
"Full-time","2010","(3b) higher tertiary education","in school","","","",""
"Full-time","2010","(3b) higher tertiary education","inadequately","","","",""
"Full-time","2010","(3b) higher tertiary education","general elemantary","","","",""
"Full-time","2010","(3b) higher tertiary education","middle vocational","","","",""
"Full-time","2010","(3b) higher tertiary education","vocational + Abi","","","",""
"Full-time","2010","(3b) higher tertiary education","higher vocational","","","",""
"Full-time","2010","(3b) higher tertiary education","higher education","1738","0.536098030348059","0.51943065494868","0.552765405747438"
"Part-time","2010","(0) in school","in school","","","",""
"Part-time","2010","(0) in school","inadequately","","","",""
"Part-time","2010","(0) in school","general elemantary","","","",""
"Part-time","2010","(0) in school","middle vocational","","","",""
"Part-time","2010","(0) in school","vocational + Abi","","","",""
"Part-time","2010","(0) in school","higher vocational","","","",""
"Part-time","2010","(0) in school","higher education","","","",""
"Part-time","2010","(1a) inadequately completed","in school","","","",""
"Part-time","2010","(1a) inadequately completed","inadequately","","","",""
"Part-time","2010","(1a) inadequately completed","general elemantary","","","",""
"Part-time","2010","(1a) inadequately completed","middle vocational","","","",""
"Part-time","2010","(1a) inadequately completed","vocational + Abi","","","",""
"Part-time","2010","(1a) inadequately completed","higher vocational","","","",""
"Part-time","2010","(1a) inadequately completed","higher education","","","",""
"Part-time","2010","(1b) general elementary school","in school","","","",""
"Part-time","2010","(1b) general elementary school","inadequately","","","",""
"Part-time","2010","(1b) general elementary school","general elemantary","130","0.0694237106810558","0.0579128153434062","0.0809346060187054"
"Part-time","2010","(1b) general elementary school","middle vocational","","","",""
"Part-time","2010","(1b) general elementary school","vocational + Abi","","","",""
"Part-time","2010","(1b) general elementary school","higher vocational","","","",""
"Part-time","2010","(1b) general elementary school","higher education","","","",""
"Part-time","2010","(1c) basic vocational qualification","in school","","","",""
"Part-time","2010","(1c) basic vocational qualification","inadequately","","","",""
"Part-time","2010","(1c) basic vocational qualification","general elemantary","","","",""
"Part-time","2010","(1c) basic vocational qualification","middle vocational","467","0.0861892152862996","0.0785803833540405","0.0937980472185587"
"Part-time","2010","(1c) basic vocational qualification","vocational + Abi","","","",""
"Part-time","2010","(1c) basic vocational qualification","higher vocational","","","",""
