"erwst","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Non-working","2002","higher vocational","Urban Area","335","0.354567815453156","0.326712498736762","0.382423132169549","5"
"Non-working","2002","higher vocational","Rural Area","212","0.393404538722433","0.35485894227246","0.431950135172406","5"
"Non-working","2002","higher education","Urban Area","795","0.299729931621193","0.28401770118096","0.315442162061425","5"
"Other","2002","in school","Rural Area","12","","","","6"
"Other","2002","inadequately","Urban Area","18","","","","6"
"Other","2002","inadequately","Rural Area","9","","","","6"
"Other","2002","general elemantary","Urban Area","305","0.142751120508458","0.127334890781612","0.158167350235304","6"
"Other","2002","in school","Urban Area","44","0.0956354254753308","0.0678386108131585","0.123432240137503","6"
"Other","2002","higher education","Rural Area","31","0.0251918010998791","0.0166993429570835","0.0336842592426747","6"
"Other","2002","general elemantary","Rural Area","208","0.178559541265443","0.154154356589745","0.202964725941142","6"
"Other","2002","higher vocational","Urban Area","42","0.0315191508695672","0.0213457558181355","0.0416925459209989","6"
"Other","2002","higher vocational","Rural Area","14","","","","6"
"Other","2002","higher education","Urban Area","78","0.0309554935349623","0.0250155717137294","0.0368954153561951","6"
"Other","2002","middle vocational","Urban Area","432","0.0537377794233511","0.048612423741667","0.0588631351050352","6"
"Other","2002","middle vocational","Rural Area","224","0.0492405743502454","0.0427108976612104","0.0557702510392803","6"
"Other","2002","vocational + Abi","Urban Area","53","0.0610041734435371","0.045462402387785","0.0765459444992892","6"
"Other","2002","vocational + Abi","Rural Area","17","","","","6"
"Part-time","2002","in school","Rural Area","2","","","","2"
"Part-time","2002","inadequately","Urban Area","13","","","","2"
"Part-time","2002","inadequately","Rural Area","2","","","","2"
"Part-time","2002","general elemantary","Urban Area","125","0.0548828548451605","0.0448460353157857","0.0649196743745354","2"
"Part-time","2002","higher vocational","Urban Area","139","0.112172209674985","0.0937966683796937","0.130547750970276","2"
"Part-time","2002","higher vocational","Rural Area","64","0.0883449558355887","0.0659519879318726","0.110737923739305","2"
"Part-time","2002","higher education","Urban Area","372","0.100623441323706","0.0903062765687462","0.110940606078665","2"
"Part-time","2002","higher education","Rural Area","134","0.10167792325624","0.0852994434688195","0.11805640304366","2"
"Part-time","2002","in school","Urban Area","13","","","","2"
"Part-time","2002","general elemantary","Rural Area","48","0.0678175192705945","0.0517952531491834","0.0838397853920056","2"
"Part-time","2002","middle vocational","Urban Area","838","0.100625666592184","0.0937880769928455","0.107463256191523","2"
"Part-time","2002","middle vocational","Rural Area","402","0.0883151645690042","0.0797519897546326","0.0968783393833758","2"
"Part-time","2002","vocational + Abi","Urban Area","113","0.102307541070549","0.0826283829928786","0.121986699148219","2"
"Part-time","2002","vocational + Abi","Rural Area","24","","","","2"
"Full-time","2003","general elemantary","Urban Area","361","0.182300555285116","0.164815377619431","0.1997857329508","1"
"Full-time","2003","general elemantary","Rural Area","107","0.127508337338187","0.105644355103296","0.149372319573077","1"
"Full-time","2003","middle vocational","Urban Area","2737","0.368177396300064","0.357018974904771","0.379335817695357","1"
"Full-time","2003","middle vocational","Rural Area","1603","0.391620929538861","0.376494439183838","0.406747419893884","1"
"Full-time","2003","inadequately","Rural Area","6","","","","1"
"Full-time","2003","vocational + Abi","Urban Area","431","0.449333566770992","0.416763187198894","0.48190394634309","1"
"Full-time","2003","higher education","Rural Area","725","0.511588019304019","0.483943654954183","0.539232383653855","1"
"Full-time","2003","in school","Rural Area","","","","","1"
"Full-time","2003","inadequately","Urban Area","46","0.205776712618245","0.151099311417005","0.260454113819486","1"
"Full-time","2003","vocational + Abi","Rural Area","133","0.474494234491275","0.414710243132661","0.534278225849888","1"
"Full-time","2003","higher vocational","Urban Area","565","0.486019668197705","0.45633485477223","0.515704481623181","1"
"Full-time","2003","higher vocational","Rural Area","299","0.46830560258952","0.428543794717007","0.508067410462034","1"
"Full-time","2003","in school","Urban Area","","","","","1"
"Full-time","2003","higher education","Urban Area","1824","0.552012304736152","0.534543388888347","0.569481220583957","1"
"Non-working","2003","general elemantary","Urban Area","1099","0.632578739233305","0.610745476570786","0.654412001895824","5"
"Non-working","2003","general elemantary","Rural Area","558","0.668237004416054","0.637372552855664","0.699101455976445","5"
"Non-working","2003","middle vocational","Urban Area","3222","0.479405669586196","0.467847796591595","0.490963542580798","5"
"Non-working","2003","middle vocational","Rural Area","1771","0.461342059867372","0.445893565688883","0.476790554045862","5"
"Non-working","2003","vocational + Abi","Urban Area","280","0.344936134220318","0.313811428494672","0.376060839945964","5"
"Non-working","2003","higher education","Rural Area","366","0.359152980947776","0.332620968445508","0.385684993450044","5"
"Non-working","2003","in school","Urban Area","382","0.891571422595734","0.86197664282923","0.921166202362238","5"
"Non-working","2003","in school","Rural Area","178","0.929311840303889","0.89324556454166","0.965378116066119","5"
"Non-working","2003","vocational + Abi","Rural Area","93","0.377122322374796","0.319096247056886","0.435148397692707","5"
"Non-working","2003","higher vocational","Urban Area","360","0.385829824658056","0.356917939484431","0.41474170983168","5"
"Non-working","2003","inadequately","Urban Area","141","0.662879474759915","0.598943053006233","0.726815896513598","5"
"Non-working","2003","inadequately","Rural Area","44","0.711241243950919","0.597515386203975","0.824967101697863","5"
"Non-working","2003","higher vocational","Rural Area","213","0.3803194438508","0.341635690722144","0.419003196979456","5"
"Non-working","2003","higher education","Urban Area","822","0.308199692861881","0.291979164124529","0.324420221599233","5"
"Other","2003","in school","Rural Area","16","","","","6"
"Other","2003","inadequately","Urban Area","14","","","","6"
"Other","2003","inadequately","Rural Area","8","","","","6"
"Other","2003","general elemantary","Urban Area","291","0.130866572792026","0.115593135241259","0.146140010342792","6"
"Other","2003","in school","Urban Area","38","0.0936660167232608","0.0659327951973442","0.121399238249177","6"
"Other","2003","higher vocational","Urban Area","32","0.0249111007910439","0.0156544747981416","0.0341677267839463","6"
"Other","2003","higher vocational","Rural Area","23","","","","6"
"Other","2003","higher education","Urban Area","86","0.0384730166846018","0.0317165850097421","0.0452294483594615","6"
"Other","2003","higher education","Rural Area","32","0.0273568548391223","0.0183356795938274","0.0363780300844172","6"
"Other","2003","general elemantary","Rural Area","179","0.152742530712705","0.129161269682625","0.176323791742785","6"
"Other","2003","middle vocational","Urban Area","406","0.0517634647809794","0.0466378421418554","0.0568890874201035","6"
"Other","2003","middle vocational","Rural Area","219","0.0511597535494606","0.0443319838172507","0.0579875232816705","6"
"Other","2003","vocational + Abi","Urban Area","54","0.0719713264585641","0.0550492155490023","0.0888934373681259","6"
"Other","2003","vocational + Abi","Rural Area","21","","","","6"
"Part-time","2003","in school","Rural Area","","","","","2"
"Part-time","2003","inadequately","Urban Area","9","","","","2"
"Part-time","2003","inadequately","Rural Area","3","","","","2"
"Part-time","2003","general elemantary","Urban Area","122","0.0542541326895541","0.0439956568243441","0.0645126085547642","2"
"Part-time","2003","higher vocational","Urban Area","132","0.103239406353195","0.0851678665616103","0.121310946144779","2"
"Part-time","2003","higher vocational","Rural Area","70","0.111439614851654","0.0863650342071785","0.136514195496128","2"
"Part-time","2003","higher education","Urban Area","381","0.101314985717365","0.0907151502440558","0.111914821190674","2"
"Part-time","2003","higher education","Rural Area","133","0.101902144909083","0.0851717279904806","0.118632561827685","2"
"Part-time","2003","vocational + Abi","Urban Area","131","0.133758972550126","0.11147077631268","0.156047168787572","2"
"Part-time","2003","vocational + Abi","Rural Area","21","","","","2"
"Part-time","2003","in school","Urban Area","4","","","","2"
"Part-time","2003","general elemantary","Rural Area","50","0.0515121275330541","0.0370227420616019","0.0660015130045063","2"
"Part-time","2003","middle vocational","Urban Area","812","0.100653469332761","0.0936927435656639","0.107614195099857","2"
"Part-time","2003","middle vocational","Rural Area","407","0.0958772570443062","0.0867531663674716","0.105001347721141","2"
"Full-time","2004","general elemantary","Urban Area","318","0.169237571338961","0.151699870762541","0.18677527191538","1"
"Full-time","2004","general elemantary","Rural Area","104","0.148138042653871","0.124200430701718","0.172075654606024","1"
"Full-time","2004","middle vocational","Urban Area","2603","0.364872380005547","0.353541668895185","0.376203091115908","1"
"Full-time","2004","middle vocational","Rural Area","1523","0.37222736365818","0.357079408636181","0.387375318680179","1"
"Full-time","2004","inadequately","Rural Area","5","","","","1"
"Full-time","2004","in school","Urban Area","","","","","1"
"Full-time","2004","vocational + Abi","Urban Area","436","0.462707413216671","0.430114220977142","0.4953006054562","1"
"Full-time","2004","vocational + Abi","Rural Area","128","0.439777087664909","0.380350960643196","0.499203214686621","1"
"Full-time","2004","higher vocational","Urban Area","544","0.500172492893409","0.470044150678673","0.530300835108145","1"
"Full-time","2004","higher education","Rural Area","695","0.492304730963197","0.464556619706312","0.520052842220082","1"
"Full-time","2004","in school","Rural Area","","","","","1"
"Full-time","2004","inadequately","Urban Area","45","0.216322712011052","0.158680618570616","0.273964805451489","1"
"Full-time","2004","higher vocational","Rural Area","298","0.495028415154806","0.45468518945842","0.535371640851191","1"
"Full-time","2004","higher education","Urban Area","1801","0.549120486759438","0.531502033232189","0.566738940286686","1"
"Non-working","2004","general elemantary","Urban Area","1061","0.642150882678818","0.619729915015381","0.664571850342255","5"
"Non-working","2004","general elemantary","Rural Area","519","0.638359289271679","0.605982471730959","0.670736106812398","5"
"Non-working","2004","middle vocational","Urban Area","3108","0.475646893826096","0.463892224202654","0.487401563449538","5"
"Non-working","2004","middle vocational","Rural Area","1782","0.488895625898195","0.473231306039047","0.504559945757343","5"
"Non-working","2004","vocational + Abi","Urban Area","279","0.33297134146253","0.302164730808852","0.363777952116207","5"
"Non-working","2004","higher education","Rural Area","375","0.364611561763174","0.337896896535209","0.391326226991139","5"
"Non-working","2004","in school","Urban Area","411","0.937830975193786","0.915396423298834","0.960265527088739","5"
"Non-working","2004","in school","Rural Area","181","0.923337237558563","0.885898634670036","0.960775840447089","5"
"Non-working","2004","inadequately","Urban Area","133","0.691400685985638","0.626733727272531","0.756067644698745","5"
"Non-working","2004","inadequately","Rural Area","42","0.705910607251531","0.590621838777986","0.821199375725077","5"
"Non-working","2004","vocational + Abi","Rural Area","94","0.376531307756113","0.318523217829707","0.43453939768252","5"
"Non-working","2004","higher vocational","Urban Area","351","0.365615346313953","0.33659558743304","0.394635105194867","5"
"Non-working","2004","higher vocational","Rural Area","196","0.37733907855151","0.338226740087899","0.416451417015121","5"
"Non-working","2004","higher education","Urban Area","805","0.316883221721716","0.300409155434728","0.333357288008704","5"
"Other","2004","in school","Rural Area","10","","","","6"
"Other","2004","inadequately","Urban Area","9","","","","6"
"Other","2004","higher vocational","Urban Area","36","0.0293873767209926","0.0192106377562606","0.0395641156857246","6"
"Other","2004","higher vocational","Rural Area","29","","","","6"
"Other","2004","inadequately","Rural Area","11","","","","6"
"Other","2004","general elemantary","Urban Area","256","0.127069602487392","0.111492148419518","0.142647056555267","6"
"Other","2004","higher education","Urban Area","96","0.0375443696594094","0.0308135728854668","0.044275166433352","6"
"Other","2004","higher education","Rural Area","40","0.0340037719379236","0.0239445097717483","0.044063034104099","6"
"Other","2004","in school","Urban Area","30","0.0573377620751514","0.0357371275115273","0.0789383966387755","6"
"Other","2004","general elemantary","Rural Area","176","0.157253984655444","0.132723163127618","0.18178480618327","6"
"Other","2004","middle vocational","Urban Area","454","0.0614022238386279","0.0557517094772788","0.067052738199977","6"
"Other","2004","middle vocational","Rural Area","225","0.0487268942173319","0.0419802836417728","0.055473504792891","6"
"Other","2004","vocational + Abi","Urban Area","56","0.0731782122681955","0.0561543827986193","0.0902020417377716","6"
"Other","2004","vocational + Abi","Rural Area","20","","","","6"
"Part-time","2004","in school","Rural Area","3","","","","2"
"Part-time","2004","inadequately","Urban Area","9","","","","2"
"Part-time","2004","inadequately","Rural Area","2","","","","2"
"Part-time","2004","general elemantary","Urban Area","121","0.0615419434948288","0.0503016183960573","0.0727822685936002","2"
"Part-time","2004","higher vocational","Urban Area","127","0.104824784071645","0.0863665023465648","0.123283065796725","2"
"Part-time","2004","higher vocational","Rural Area","67","0.093183485572511","0.0697276304109406","0.116639340734081","2"
"Part-time","2004","higher education","Urban Area","362","0.0964519218594364","0.0859990702143212","0.106904773504552","2"
"Part-time","2004","higher education","Rural Area","137","0.109079935335705","0.0917775224972036","0.126382348174206","2"
"Part-time","2004","vocational + Abi","Urban Area","128","0.131143033052604","0.109077470659247","0.153208595445961","2"
"Part-time","2004","vocational + Abi","Rural Area","26","","","","2"
"Part-time","2004","in school","Urban Area","4","","","","2"
"Part-time","2004","general elemantary","Rural Area","47","0.0562486834190061","0.0407231019116817","0.0717742649263305","2"
"Part-time","2004","middle vocational","Urban Area","769","0.0980785023297298","0.091078028209356","0.105078976450104","2"
"Part-time","2004","middle vocational","Rural Area","382","0.0901501162262931","0.0811754834861248","0.0991247489664613","2"
"Full-time","2005","general elemantary","Urban Area","276","0.164083285430842","0.146213481179961","0.181953089681722","1"
"Full-time","2005","general elemantary","Rural Area","111","0.164915804601317","0.138635525245966","0.191196083956668","1"
"Full-time","2005","middle vocational","Urban Area","2450","0.367242483639114","0.355592393532854","0.378892573745375","1"
"Full-time","2005","middle vocational","Rural Area","1431","0.380770479210868","0.365189565298384","0.396351393123353","1"
"Full-time","2005","vocational + Abi","Urban Area","429","0.465950510128936","0.432841172189489","0.499059848068384","1"
"Full-time","2005","higher education","Rural Area","654","0.498545859552613","0.470279881014956","0.526811838090271","1"
"Full-time","2005","in school","Urban Area","1","","","","1"
"Full-time","2005","in school","Rural Area","","","","","1"
"Full-time","2005","inadequately","Urban Area","33","0.170903579677351","0.117095528119685","0.224711631235017","1"
"Full-time","2005","inadequately","Rural Area","8","","","","1"
"Full-time","2005","vocational + Abi","Rural Area","120","0.414333585319408","0.355023932333228","0.473643238305588","1"
"Full-time","2005","higher vocational","Urban Area","516","0.511377899483457","0.480488701570559","0.542267097396355","1"
"Full-time","2005","higher vocational","Rural Area","271","0.475932290711249","0.434642163623118","0.517222417799379","1"
"Full-time","2005","higher education","Urban Area","1672","0.526616484060017","0.508684037949978","0.544548930170056","1"
"Non-working","2005","vocational + Abi","Urban Area","261","0.323452654195301","0.292403890970939","0.354501417419663","5"
"Non-working","2005","general elemantary","Urban Area","1002","0.62903929566115","0.605731083592657","0.652347507729643","5"
"Non-working","2005","general elemantary","Rural Area","482","0.646144900938122","0.612282995232375","0.68000680664387","5"
"Non-working","2005","middle vocational","Urban Area","2976","0.467729585224963","0.455670961204505","0.47978820924542","5"
"Non-working","2005","middle vocational","Rural Area","1711","0.469224880056124","0.453211564530415","0.485238195581833","5"
"Non-working","2005","higher education","Rural Area","366","0.351433359413505","0.32444387100079","0.378422847826219","5"
"Non-working","2005","vocational + Abi","Rural Area","93","0.407538061156536","0.34837652130097","0.466699601012102","5"
"Non-working","2005","in school","Urban Area","412","0.913369476569498","0.887408648778302","0.939330304360695","5"
"Non-working","2005","in school","Rural Area","189","0.949274290117478","0.918862427544902","0.979686152690054","5"
"Non-working","2005","inadequately","Urban Area","127","0.643817374963702","0.575365258901577","0.712269491025827","5"
"Non-working","2005","inadequately","Rural Area","45","0.674664177421051","0.55409289984868","0.795235454993422","5"
"Non-working","2005","higher vocational","Urban Area","336","0.364105283855112","0.334371156343632","0.393839411366591","5"
"Non-working","2005","higher vocational","Rural Area","202","0.385734557063832","0.345490454319927","0.425978659807737","5"
"Non-working","2005","higher education","Urban Area","849","0.329657268832299","0.312773650552342","0.346540887112256","5"
"Other","2005","in school","Rural Area","9","","","","6"
"Other","2005","inadequately","Urban Area","16","","","","6"
"Other","2005","higher vocational","Urban Area","37","0.0286438177536246","0.0183363067785083","0.038951328728741","6"
"Other","2005","higher vocational","Rural Area","21","","","","6"
"Other","2005","inadequately","Rural Area","4","","","","6"
"Other","2005","general elemantary","Urban Area","257","0.143281918269435","0.126376700131083","0.160187136407786","6"
"Other","2005","higher education","Urban Area","106","0.0400284890730681","0.0329880537150704","0.0470689244310659","6"
"Other","2005","higher education","Rural Area","46","0.0431469590486475","0.0316603041314411","0.0546336139658539","6"
"Other","2005","in school","Urban Area","35","0.078636731888941","0.0537946496438986","0.103478814133983","6"
"Other","2005","general elemantary","Rural Area","132","0.133201519906857","0.109138653109913","0.157264386703801","6"
"Other","2005","middle vocational","Urban Area","427","0.0627684384671649","0.0569066750666595","0.0686302018676703","6"
"Other","2005","middle vocational","Rural Area","229","0.0602135733575627","0.0525805384039556","0.0678466083111697","6"
"Other","2005","vocational + Abi","Urban Area","55","0.0630896158643481","0.0469528010037164","0.0792264307249798","6"
"Other","2005","vocational + Abi","Rural Area","21","","","","6"
"Part-time","2005","in school","Rural Area","2","","","","2"
"Part-time","2005","inadequately","Urban Area","12","","","","2"
"Part-time","2005","inadequately","Rural Area","1","","","","2"
"Part-time","2005","general elemantary","Urban Area","115","0.0635955006385736","0.051820767853228","0.0753702334239193","2"
"Part-time","2005","higher vocational","Rural Area","68","0.103218728105146","0.0780649949211769","0.128372461289116","2"
"Part-time","2005","higher education","Urban Area","351","0.103697758034616","0.0927481727859181","0.114647343283314","2"
"Part-time","2005","higher education","Rural Area","136","0.106873821985235","0.0894080439321504","0.124339600038319","2"
"Part-time","2005","in school","Urban Area","3","","","","2"
"Part-time","2005","general elemantary","Rural Area","41","0.0557377745537034","0.0394914611554279","0.071984087951979","2"
"Part-time","2005","higher vocational","Urban Area","117","0.0958729989078063","0.0776796781475644","0.114066319668048","2"
"Part-time","2005","middle vocational","Urban Area","724","0.102259492668758","0.0949369586534955","0.109582026684021","2"
"Part-time","2005","middle vocational","Rural Area","360","0.0897910673754451","0.0806178310907054","0.0989643036601847","2"
"Part-time","2005","vocational + Abi","Urban Area","127","0.147507219811415","0.123970721941592","0.171043717681238","2"
"Part-time","2005","vocational + Abi","Rural Area","31","0.0916819178535435","0.0569374248507366","0.12642641085635","2"
"Full-time","2006","general elemantary","Urban Area","264","0.160897687644052","0.143348403422081","0.178446971866023","1"
"Full-time","2006","general elemantary","Rural Area","114","0.152241784208737","0.128424331537594","0.176059236879881","1"
"Full-time","2006","middle vocational","Urban Area","2538","0.361374333187032","0.350181088049269","0.372567578324795","1"
"Full-time","2006","middle vocational","Rural Area","1499","0.378908666756141","0.363999409486509","0.393817924025773","1"
"Full-time","2006","vocational + Abi","Urban Area","435","0.454344482792354","0.42227481195111","0.486414153633597","1"
"Full-time","2006","higher education","Rural Area","683","0.483410490780941","0.456431778744929","0.510389202816954","1"
"Full-time","2006","higher vocational","Rural Area","291","0.487109096080284","0.447541153208514","0.526677038952055","1"
"Full-time","2006","higher education","Urban Area","1795","0.533726692423567","0.516633578693593","0.550819806153541","1"
"Full-time","2006","in school","Urban Area","1","","","","1"
"Full-time","2006","in school","Rural Area","1","","","","1"
"Full-time","2006","inadequately","Urban Area","28","","","","1"
"Full-time","2006","inadequately","Rural Area","8","","","","1"
"Full-time","2006","vocational + Abi","Rural Area","140","0.497356878667236","0.440203966801987","0.554509790532485","1"
"Full-time","2006","higher vocational","Urban Area","506","0.478472394599307","0.448199821080872","0.508744968117743","1"
"Non-working","2006","vocational + Abi","Urban Area","290","0.327149992947852","0.29693133408516","0.357368651810544","5"
"Non-working","2006","in school","Urban Area","348","0.797369877203791","0.759465607469334","0.835274146938248","5"
"Non-working","2006","in school","Rural Area","175","0.869984797613235","0.82416894022052","0.91580065500595","5"
"Non-working","2006","general elemantary","Urban Area","1070","0.644351887227249","0.621488063978269","0.667215710476229","5"
"Non-working","2006","general elemantary","Rural Area","548","0.654699038796143","0.623177158171748","0.686220919420537","5"
"Non-working","2006","middle vocational","Urban Area","3290","0.473022711816646","0.46138972797615","0.484655695657141","5"
"Non-working","2006","middle vocational","Rural Area","1891","0.464377504215502","0.449049839362733","0.479705169068272","5"
"Non-working","2006","higher vocational","Urban Area","366","0.379509861396327","0.350102150294752","0.408917572497901","5"
"Non-working","2006","higher vocational","Rural Area","226","0.394453567998127","0.355764388196012","0.433142747800241","5"
"Non-working","2006","higher education","Rural Area","439","0.387306272002432","0.361007263943108","0.413605280061756","5"
"Non-working","2006","inadequately","Urban Area","126","0.729837462107015","0.664605006198802","0.795069918015228","5"
"Non-working","2006","vocational + Abi","Rural Area","93","0.300652578897207","0.248237845469436","0.353067312324979","5"
"Non-working","2006","higher education","Urban Area","958","0.317035174989413","0.301091283252828","0.332979066725998","5"
"Non-working","2006","inadequately","Rural Area","43","0.609249818279997","0.490635064634417","0.727864571925578","5"
"Other","2006","in school","Rural Area","29","","","","6"
"Other","2006","inadequately","Urban Area","15","","","","6"
"Other","2006","inadequately","Rural Area","14","","","","6"
"Other","2006","general elemantary","Urban Area","224","0.129832008474324","0.113778517534917","0.145885499413731","6"
"Other","2006","higher vocational","Urban Area","40","0.0330231125786926","0.0221938396785393","0.0438523854788459","6"
"Other","2006","higher vocational","Rural Area","26","","","","6"
"Other","2006","higher education","Urban Area","130","0.0465868414713521","0.0393655704015586","0.0538081125411456","6"
"Other","2006","higher education","Rural Area","43","0.031076180266707","0.0217081341885702","0.0404442263448438","6"
"Other","2006","in school","Urban Area","79","0.189623444815422","0.152658022889558","0.226588866741286","6"
"Other","2006","general elemantary","Rural Area","167","0.148492818386354","0.124918493881021","0.172067142891687","6"
"Other","2006","middle vocational","Urban Area","472","0.0640875234620724","0.0583811716701863","0.0697938752539586","6"
"Other","2006","middle vocational","Rural Area","269","0.0664374592457537","0.0587834457931927","0.0740914726983146","6"
"Other","2006","vocational + Abi","Urban Area","55","0.063165208062671","0.047497225889865","0.0788331902354771","6"
"Other","2006","vocational + Abi","Rural Area","20","","","","6"
"Part-time","2006","in school","Rural Area","2","","","","2"
"Part-time","2006","inadequately","Urban Area","9","","","","2"
"Part-time","2006","inadequately","Rural Area","","","","","2"
"Part-time","2006","general elemantary","Urban Area","126","0.0649184166543749","0.0531508746098776","0.0766859586988722","2"
"Part-time","2006","higher vocational","Rural Area","70","0.0768517988953569","0.0557664599605016","0.0979371378302123","2"
"Part-time","2006","higher education","Urban Area","389","0.102651291115668","0.0922519871458893","0.113050595085446","2"
"Part-time","2006","higher education","Rural Area","153","0.0982070569499196","0.0821407836530778","0.114273330246761","2"
"Part-time","2006","in school","Urban Area","4","","","","2"
"Part-time","2006","general elemantary","Rural Area","45","0.0445663586087662","0.0308860399230884","0.0582466772944439","2"
"Part-time","2006","higher vocational","Urban Area","134","0.108994631425673","0.0901092846981067","0.12787997815324","2"
"Part-time","2006","middle vocational","Urban Area","776","0.10151543153425","0.0944786264301406","0.108552236638358","2"
"Part-time","2006","middle vocational","Rural Area","408","0.0902763697826031","0.0814688670605483","0.0990838725046579","2"
"Part-time","2006","vocational + Abi","Urban Area","146","0.155340316197123","0.132009734192167","0.17867089820208","2"
"Part-time","2006","vocational + Abi","Rural Area","41","0.119982504338749","0.0828393279869089","0.157125680690588","2"
"Full-time","2007","general elemantary","Urban Area","249","0.173927538947176","0.154790060575902","0.193065017318449","1"
"Full-time","2007","general elemantary","Rural Area","106","0.163418465887639","0.137336270587808","0.189500661187469","1"
"Full-time","2007","middle vocational","Urban Area","2370","0.363583586631777","0.351951134322528","0.375216038941026","1"
"Full-time","2007","middle vocational","Rural Area","1462","0.395886835283433","0.380370520273859","0.411403150293008","1"
"Full-time","2007","in school","Urban Area","","","","","1"
"Full-time","2007","in school","Rural Area","","","","","1"
"Full-time","2007","inadequately","Urban Area","22","","","","1"
"Full-time","2007","inadequately","Rural Area","10","","","","1"
"Full-time","2007","vocational + Abi","Urban Area","402","0.430112991314853","0.397494631867877","0.462731350761829","1"
"Full-time","2007","higher education","Rural Area","656","0.496474524061154","0.468889229743992","0.524059818378317","1"
"Full-time","2007","higher vocational","Rural Area","273","0.456305781279281","0.415804816573132","0.49680674598543","1"
"Full-time","2007","higher education","Urban Area","1696","0.532805145682167","0.51535429921406","0.550255992150274","1"
"Full-time","2007","vocational + Abi","Rural Area","148","0.550981977509329","0.493735380523763","0.608228574494894","1"
"Full-time","2007","higher vocational","Urban Area","462","0.475700450006582","0.444076081641403","0.50732481837176","1"
"Non-working","2007","general elemantary","Urban Area","961","0.627802689923131","0.6033970799791","0.652208299867162","5"
"Non-working","2007","general elemantary","Rural Area","492","0.628432959630061","0.594346059379475","0.662519859880646","5"
"Non-working","2007","middle vocational","Urban Area","2967","0.463515491077911","0.451456549815512","0.47557443234031","5"
"Non-working","2007","middle vocational","Rural Area","1712","0.441445902502474","0.42569101617412","0.457200788830828","5"
"Non-working","2007","in school","Rural Area","184","0.873395216538057","0.828420451249576","0.918369981826537","5"
"Non-working","2007","inadequately","Urban Area","108","0.729572438766158","0.659190364660021","0.799954512872295","5"
"Non-working","2007","inadequately","Rural Area","47","0.627731629609672","0.511106752706507","0.744356506512837","5"
"Non-working","2007","vocational + Abi","Urban Area","274","0.346728282355678","0.315372472801469","0.378084091909888","5"
"Non-working","2007","higher vocational","Urban Area","328","0.370273699061762","0.339696149062159","0.400851249061364","5"
"Non-working","2007","in school","Urban Area","343","0.809408358285366","0.771755693487196","0.847061023083535","5"
"Non-working","2007","higher vocational","Rural Area","210","0.393611769255565","0.353886262639167","0.433337275871964","5"
"Non-working","2007","higher education","Rural Area","412","0.357367828889719","0.330928077207896","0.383807580571542","5"
"Non-working","2007","vocational + Abi","Rural Area","81","0.255374182970613","0.205185403768575","0.305562962172651","5"
"Non-working","2007","higher education","Urban Area","932","0.31226279515214","0.296053853906281","0.328471736397999","5"
"Other","2007","in school","Urban Area","72","0.17196306604212","0.135788577929586","0.208137554154655","6"
"Other","2007","in school","Rural Area","25","","","","6"
"Other","2007","inadequately","Urban Area","13","","","","6"
"Other","2007","inadequately","Rural Area","8","","","","6"
"Other","2007","general elemantary","Urban Area","193","0.124695459768988","0.108015447110823","0.141375472427153","6"
"Other","2007","higher vocational","Urban Area","39","0.0419552130737626","0.0292596722003218","0.0546507539472033","6"
"Other","2007","higher vocational","Rural Area","25","","","","6"
"Other","2007","higher education","Urban Area","117","0.0435004356049163","0.0363657891342186","0.0506350820756141","6"
"Other","2007","higher education","Rural Area","37","0.0401923755907599","0.0293560424166345","0.0510287087648854","6"
"Other","2007","general elemantary","Rural Area","135","0.150977202071039","0.125721769976991","0.176232634165088","6"
"Other","2007","middle vocational","Urban Area","454","0.0670484351723051","0.0610002882573508","0.0730965820872594","6"
"Other","2007","middle vocational","Rural Area","244","0.0649411252435211","0.0571226279353322","0.0727596225517099","6"
"Other","2007","vocational + Abi","Urban Area","53","0.0562971758900427","0.0411113859657901","0.0714829658142954","6"
"Other","2007","vocational + Abi","Rural Area","20","","","","6"
"Part-time","2007","inadequately","Rural Area","1","","","","2"
"Part-time","2007","general elemantary","Urban Area","104","0.0735743113607052","0.0603929622576779","0.0867556604637325","2"
"Part-time","2007","in school","Urban Area","3","","","","2"
"Part-time","2007","in school","Rural Area","1","","","","2"
"Part-time","2007","inadequately","Urban Area","10","","","","2"
"Part-time","2007","general elemantary","Rural Area","39","0.0571713724112607","0.0407939658591852","0.0735487789633362","2"
"Part-time","2007","higher vocational","Urban Area","129","0.112070637857894","0.0920950086879855","0.132046267027803","2"
"Part-time","2007","higher vocational","Rural Area","73","0.112865669292564","0.0871359144315089","0.138595424153619","2"
"Part-time","2007","higher education","Urban Area","395","0.111431623560776","0.100425537039628","0.122437710081925","2"
"Part-time","2007","higher education","Rural Area","157","0.105965271458367","0.0889837192103711","0.122946823706362","2"
"Part-time","2007","middle vocational","Urban Area","778","0.105852487118007","0.0984128186972326","0.113292155538781","2"
"Part-time","2007","middle vocational","Rural Area","398","0.0977261369705712","0.0883046714650802","0.107147602476062","2"
"Part-time","2007","vocational + Abi","Urban Area","156","0.166861550439426","0.142296753308288","0.191426347570564","2"
"Part-time","2007","vocational + Abi","Rural Area","41","0.140420177440464","0.100434269934724","0.180406084946203","2"
"Full-time","2008","general elemantary","Urban Area","232","0.169610398967474","0.149852822808381","0.189367975126567","1"
