"erwst","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Full-time","2008","Schleswig-Holstein","indirect migration background","2","","",""
"Full-time","2008","Hamburg","no migration background","100","0.435394129875809","0.374539730537213","0.496248529214404"
"Full-time","2008","Hamburg","direct migration background","9","","",""
"Full-time","2008","Hamburg","indirect migration background","4","","",""
"Full-time","2008","Lower Saxony","no migration background","570","0.373661633408777","0.349815063567438","0.397508203250116"
"Full-time","2008","Lower Saxony","direct migration background","60","0.418339344216706","0.33913405999266","0.497544628440753"
"Full-time","2008","Lower Saxony","indirect migration background","13","","",""
"Full-time","2008","Bremen","no migration background","46","0.318652876474753","0.237931930797605","0.3993738221519"
"Full-time","2008","Bremen","direct migration background","1","","",""
"Full-time","2008","Bremen","indirect migration background","2","","",""
"Full-time","2008","North Rhine-Westphalia","no migration background","1214","0.369071624478015","0.352486521183677","0.385656727772354"
"Full-time","2008","North Rhine-Westphalia","direct migration background","185","0.345253058785225","0.304150199137107","0.386355918433342"
"Full-time","2008","North Rhine-Westphalia","indirect migration background","78","0.355395367687122","0.293672699245105","0.417118036129138"
"Full-time","2008","Hesse","no migration background","428","0.372482108461275","0.343767697215915","0.401196519706636"
"Full-time","2008","Hesse","direct migration background","62","0.334804222173144","0.266429944517225","0.403178499829062"
"Full-time","2008","Hesse","indirect migration background","33","0.531498424598437","0.414600826009202","0.648396023187672"
"Full-time","2008","Rhineland-Palatinate,Saarland","no migration background","339","0.361533064455859","0.330504513614934","0.392561615296783"
"Full-time","2008","Rhineland-Palatinate,Saarland","direct migration background","53","0.313440604481483","0.237673004543743","0.389208204419224"
"Full-time","2008","Rhineland-Palatinate,Saarland","indirect migration background","17","","",""
"Full-time","2008","Baden-Württemberg","no migration background","729","0.409991030420136","0.38712984755864","0.432852213281631"
"Full-time","2008","Baden-Württemberg","direct migration background","167","0.355209718619002","0.310492640940379","0.399926796297625"
"Full-time","2008","Baden-Württemberg","indirect migration background","82","0.515808354188154","0.444748531021529","0.58686817735478"
"Full-time","2008","Bavaria","no migration background","954","0.428180610522843","0.408322092443077","0.448039128602609"
"Full-time","2008","Bavaria","direct migration background","100","0.355682397372341","0.300679852881418","0.410684941863264"
"Full-time","2008","Bavaria","indirect migration background","57","0.410009060679862","0.327650792531801","0.492367328827924"
"Full-time","2008","Berlin","no migration background","269","0.385002489923598","0.347652306322937","0.422352673524259"
"Full-time","2008","Berlin","direct migration background","19","","",""
"Full-time","2008","Berlin","indirect migration background","10","","",""
"Full-time","2008","Brandenburg","no migration background","285","0.353042713556572","0.320130506081304","0.385954921031839"
"Full-time","2008","Brandenburg","direct migration background","2","","",""
"Full-time","2008","Brandenburg","indirect migration background","3","","",""
"Full-time","2008","Mecklenburg-Western Pomerania","no migration background","196","0.365168528521983","0.322624223403727","0.407712833640239"
"Full-time","2008","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Full-time","2008","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Full-time","2008","Saxony","no migration background","591","0.405738324117509","0.380144495145433","0.431332153089585"
"Full-time","2008","Saxony","direct migration background","3","","",""
"Full-time","2008","Saxony","indirect migration background","1","","",""
"Full-time","2008","Saxony-Anhalt","no migration background","341","0.356935431579799","0.323860215412225","0.390010647747373"
"Full-time","2008","Saxony-Anhalt","direct migration background","2","","",""
"Full-time","2008","Saxony-Anhalt","indirect migration background","4","","",""
"Full-time","2008","Thuringia","no migration background","309","0.383826315115935","0.351342617279666","0.416310012952204"
"Full-time","2008","Thuringia","direct migration background","4","","",""
"Full-time","2008","Thuringia","indirect migration background","4","","",""
"Part-time","2008","Schleswig-Holstein","no migration background","57","0.1196404464926","0.0915290666220436","0.147751826363157"
"Part-time","2008","Schleswig-Holstein","direct migration background","7","","",""
"Part-time","2008","Schleswig-Holstein","indirect migration background","2","","",""
"Part-time","2008","Hamburg","no migration background","25","","",""
"Part-time","2008","Hamburg","direct migration background","3","","",""
"Part-time","2008","Hamburg","indirect migration background","","","",""
"Part-time","2008","Lower Saxony","no migration background","193","0.0984003864035425","0.0837183121406454","0.11308246066644"
"Part-time","2008","Lower Saxony","direct migration background","19","","",""
"Part-time","2008","Lower Saxony","indirect migration background","4","","",""
"Part-time","2008","Bremen","no migration background","14","","",""
"Part-time","2008","Bremen","direct migration background","1","","",""
"Part-time","2008","Bremen","indirect migration background","","","",""
"Part-time","2008","North Rhine-Westphalia","no migration background","383","0.112936902336724","0.102058427419097","0.123815377254352"
"Part-time","2008","North Rhine-Westphalia","direct migration background","59","0.110609372757933","0.0834944250964902","0.137724320419376"
"Part-time","2008","North Rhine-Westphalia","indirect migration background","20","","",""
"Part-time","2008","Hesse","no migration background","139","0.118803975429205","0.0995869616125763","0.138020989245835"
"Part-time","2008","Hesse","direct migration background","20","","",""
"Part-time","2008","Hesse","indirect migration background","9","","",""
"Part-time","2008","Rhineland-Palatinate,Saarland","no migration background","114","0.105698972054509","0.0858428002100431","0.125555143898974"
"Part-time","2008","Rhineland-Palatinate,Saarland","direct migration background","17","","",""
"Part-time","2008","Rhineland-Palatinate,Saarland","indirect migration background","3","","",""
"Part-time","2008","Baden-Württemberg","no migration background","198","0.0901005612750962","0.0767916460267564","0.103409476523436"
"Part-time","2008","Baden-Württemberg","direct migration background","53","0.144164880692832","0.111344278657452","0.176985482728212"
"Part-time","2008","Baden-Württemberg","indirect migration background","12","","",""
"Part-time","2008","Bavaria","no migration background","299","0.105605798318342","0.0932715618932467","0.117940034743438"
"Part-time","2008","Bavaria","direct migration background","34","0.0989246328002544","0.0646214530767116","0.133227812523797"
"Part-time","2008","Bavaria","indirect migration background","14","","",""
"Part-time","2008","Berlin","no migration background","72","0.110534765321668","0.0864668636268277","0.134602667016508"
"Part-time","2008","Berlin","direct migration background","3","","",""
"Part-time","2008","Berlin","indirect migration background","3","","",""
"Part-time","2008","Brandenburg","no migration background","60","0.0784738463238568","0.0599546607290285","0.0969930319186851"
"Part-time","2008","Brandenburg","direct migration background","","","",""
"Part-time","2008","Brandenburg","indirect migration background","2","","",""
"Part-time","2008","Mecklenburg-Western Pomerania","no migration background","32","0.0771330458513826","0.0535578489963847","0.100708242706381"
"Part-time","2008","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Part-time","2008","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Part-time","2008","Saxony","no migration background","128","0.0713030698692458","0.0578904225408966","0.084715717197595"
"Part-time","2008","Saxony","direct migration background","2","","",""
"Part-time","2008","Saxony","indirect migration background","1","","",""
"Part-time","2008","Saxony-Anhalt","no migration background","54","0.0689711221000441","0.0514768534353773","0.086465390764711"
"Part-time","2008","Saxony-Anhalt","direct migration background","1","","",""
"Part-time","2008","Saxony-Anhalt","indirect migration background","","","",""
"Part-time","2008","Thuringia","no migration background","74","0.0754414952080314","0.0578006715815446","0.0930823188345182"
