"erwst","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"Other","2019","16-34 y.","no migration background","844","0.177947253131872","0.166194134885505","0.189700371378238","6"
"Other","2019","16-34 y.","direct migration background","386","0.107446363494727","0.0960145909269606","0.118878136062492","6"
"Other","2019","16-34 y.","indirect migration background","215","0.173787063752019","0.14975444354233","0.197819683961708","6"
"Other","2019","35-65 y.","no migration background","552","0.0493644345108709","0.0454508567100332","0.0532780123117085","6"
"Other","2019","35-65 y.","direct migration background","321","0.0690333475259002","0.0616460885912481","0.0764206064605522","6"
"Other","2019","35-65 y.","indirect migration background","42","0.0510246401834114","0.0356898692591115","0.0663594111077112","6"
"Other","2019","66 and older","no migration background","242","0.0423153167237086","0.0366090930936855","0.0480215403537316","6"
"Other","2019","66 and older","direct migration background","21","","","","6"
"Other","2019","66 and older","indirect migration background","1","","","","6"
"Part-time","2019","16-34 y.","no migration background","410","0.107127160403725","0.0976232524448567","0.116631068362593","2"
"Part-time","2019","16-34 y.","direct migration background","232","0.139079863030088","0.126306239470559","0.151853486589617","2"
"Part-time","2019","35-65 y.","indirect migration background","182","0.203252639310202","0.175208748796608","0.231296529823796","2"
"Part-time","2019","35-65 y.","no migration background","2730","0.207244243462915","0.199921550920108","0.214566936005722","2"
"Part-time","2019","35-65 y.","direct migration background","640","0.185215755115115","0.173895738416447","0.196535771813783","2"
"Part-time","2019","66 and older","indirect migration background","2","","","","2"
"Part-time","2019","16-34 y.","indirect migration background","98","0.131495647567428","0.110062394395953","0.152928900738902","2"
"Part-time","2019","66 and older","no migration background","164","0.0236158455400096","0.0193115624155091","0.0279201286645101","2"
"Part-time","2019","66 and older","direct migration background","17","","","","2"
