"erwst","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Other","2011","Single parent ","Rural Area","132","0.139856283750662","0.118674819399301","0.161037748102024","6"
"Other","2011","Couple + C. LE 16 ","Urban Area","373","0.0727388214570791","0.0656868036823465","0.0797908392318118","6"
"Other","2011","Couple + C. LE 16 ","Rural Area","220","0.0654686967432054","0.0563166541611637","0.074620739325247","6"
"Other","2011","Couple + C. GT 16 ","Urban Area","270","0.14935166666063","0.134354877405843","0.164348455915417","6"
"Other","2011","Couple + C. GT 16 ","Rural Area","158","0.156906649416821","0.136703367611738","0.177109931221904","6"
"Other","2011","Couple + C. LE and GT 16","Urban Area","226","0.161086164580805","0.141891505917843","0.180280823243768","6"
"Other","2011","Couple + C. LE and GT 16","Rural Area","166","0.200357430432145","0.174336859042643","0.226378001821647","6"
"Part-time","2011","(Married) couple without C. ","Rural Area","213","0.0835164668205447","0.0734886175697884","0.093544316071301","2"
"Part-time","2011","Single parent ","Rural Area","225","0.172909025587108","0.149814185940641","0.196003865233575","2"
"Part-time","2011","Couple + C. LE 16 ","Urban Area","1079","0.203382992516692","0.19245321471402","0.214312770319364","2"
"Part-time","2011","Single parent ","Urban Area","511","0.171990812671497","0.155360318687448","0.188621306655545","2"
"Part-time","2011","Couple + C. LE 16 ","Rural Area","529","0.17996247093185","0.165748608900064","0.194176332963635","2"
"Part-time","2011","1-pers.-HH","Urban Area","130","0.0535591315708779","0.0446747536889572","0.0624435094527985","2"
"Part-time","2011","1-pers.-HH","Rural Area","63","0.0478575290946086","0.0354223804104052","0.060292677778812","2"
"Part-time","2011","(Married) couple without C. ","Urban Area","393","0.0687622302588852","0.061899556616862","0.0756249039009084","2"
"Part-time","2011","Couple + C. LE and GT 16","Urban Area","211","0.14802478807511","0.129482074152048","0.166567501998171","2"
"Part-time","2011","Couple + C. GT 16 ","Rural Area","139","0.107944397305471","0.0907074866384421","0.1251813079725","2"
"Part-time","2011","Couple + C. LE and GT 16","Rural Area","123","0.109391294756657","0.0891004093277864","0.129682180185528","2"
"Part-time","2011","Couple + C. GT 16 ","Urban Area","274","0.122177067168419","0.108398104191658","0.135956030145181","2"
"Full-time","2012","1-pers.-HH","Urban Area","907","0.378788627346778","0.359942489546173","0.397634765147384","1"
"Full-time","2012","1-pers.-HH","Rural Area","381","0.363720504110732","0.336670470542846","0.390770537678619","1"
"Full-time","2012","(Married) couple without C. ","Urban Area","1652","0.364940051052982","0.351826293963172","0.378053808142792","1"
"Full-time","2012","(Married) couple without C. ","Rural Area","918","0.325641778426932","0.30895891824132","0.342324638612543","1"
"Full-time","2012","Single parent ","Urban Area","527","0.295888478918822","0.275487866649019","0.316289091188625","1"
"Full-time","2012","Single parent ","Rural Area","291","0.352915587137161","0.32367471646384","0.382156457810482","1"
"Full-time","2012","Couple + C. LE 16 ","Urban Area","2248","0.511621305789724","0.497356435779349","0.525886175800098","1"
"Full-time","2012","Couple + C. LE 16 ","Rural Area","1311","0.540839910086454","0.521751062868165","0.559928757304743","1"
"Full-time","2012","Couple + C. LE and GT 16","Rural Area","290","0.354169356311545","0.322074281642585","0.386264430980506","1"
"Full-time","2012","Couple + C. GT 16 ","Rural Area","529","0.452836350602308","0.424411073608343","0.481261627596273","1"
"Full-time","2012","Couple + C. LE and GT 16","Urban Area","491","0.399664623191491","0.374259061017238","0.425070185365743","1"
"Full-time","2012","Couple + C. GT 16 ","Urban Area","810","0.385683401183881","0.36461251701393","0.406754285353831","1"
"Non-working","2012","1-pers.-HH","Urban Area","1340","0.512769345514898","0.493350092196818","0.532188598832978","5"
"Non-working","2012","1-pers.-HH","Rural Area","698","0.529731397556942","0.501666671888778","0.557796123225105","5"
"Non-working","2012","(Married) couple without C. ","Urban Area","2867","0.512373738706701","0.498757850311806","0.525989627101595","5"
"Non-working","2012","(Married) couple without C. ","Rural Area","1752","0.536131488431911","0.518377815010382","0.55388516185344","5"
"Non-working","2012","Single parent ","Urban Area","686","0.400889147949723","0.378985109553005","0.422793186346442","5"
"Non-working","2012","Single parent ","Rural Area","355","0.324394671704238","0.29574907985065","0.353040263557825","5"
"Non-working","2012","Couple + C. LE 16 ","Urban Area","1113","0.206813446874312","0.195255193494146","0.218371700254479","5"
"Non-working","2012","Couple + C. LE and GT 16","Rural Area","260","0.308222103611728","0.277234441898334","0.339209765325121","5"
"Non-working","2012","Couple + C. LE 16 ","Rural Area","568","0.19935871852919","0.184054897577425","0.214662539480955","5"
"Non-working","2012","Couple + C. GT 16 ","Urban Area","664","0.329412538417055","0.309067011692283","0.349758065141828","5"
"Non-working","2012","Couple + C. GT 16 ","Rural Area","377","0.309292775191568","0.282898646318829","0.335686904064306","5"
"Non-working","2012","Couple + C. LE and GT 16","Urban Area","480","0.320052162459893","0.295856797981098","0.344247526938687","5"
"Other","2012","(Married) couple without C. ","Rural Area","131","0.0477534895651993","0.0401619060472303","0.0553450730831683","6"
"Other","2012","Single parent ","Urban Area","225","0.128935144767977","0.113956609344529","0.143913680191424","6"
"Other","2012","Single parent ","Rural Area","159","0.163261170180543","0.140645429027443","0.185876911333643","6"
"Other","2012","Couple + C. LE 16 ","Urban Area","329","0.07665681848409","0.0690645401426584","0.0842490968255216","6"
"Other","2012","Couple + C. LE 16 ","Rural Area","192","0.0668497928824196","0.057282499732133","0.0764170860327062","6"
"Other","2012","Couple + C. GT 16 ","Urban Area","299","0.157522830570988","0.14175318311627","0.173292478025706","6"
"Other","2012","Couple + C. GT 16 ","Rural Area","141","0.130138296758462","0.110924946037254","0.14935164747967","6"
"Other","2012","Couple + C. LE and GT 16","Urban Area","249","0.151904327038588","0.133288107858184","0.170520546218992","6"
"Other","2012","Couple + C. LE and GT 16","Rural Area","174","0.209877253278253","0.182549524184981","0.237204982371526","6"
"Other","2012","1-pers.-HH","Urban Area","148","0.0559002694602739","0.0469750257186176","0.0648255132019303","6"
"Other","2012","1-pers.-HH","Rural Area","59","0.0440823851046587","0.0325398095386581","0.0556249606706593","6"
"Other","2012","(Married) couple without C. ","Urban Area","241","0.0449927191411331","0.0393461653449308","0.0506392729373355","6"
"Part-time","2012","(Married) couple without C. ","Rural Area","230","0.0904732435759581","0.0802609581868408","0.100685528965075","2"
"Part-time","2012","Single parent ","Urban Area","485","0.174287228363478","0.157331918475376","0.19124253825158","2"
"Part-time","2012","Single parent ","Rural Area","221","0.159428570978058","0.137028737000785","0.18182840495533","2"
"Part-time","2012","Couple + C. LE 16 ","Urban Area","1027","0.204908428851874","0.193389724292143","0.216427133411606","2"
"Part-time","2012","Couple + C. LE 16 ","Rural Area","547","0.192951578501936","0.17783556629277","0.208067590711103","2"
"Part-time","2012","Couple + C. GT 16 ","Urban Area","277","0.127381229828076","0.112948909667328","0.141813549988825","2"
"Part-time","2012","Couple + C. GT 16 ","Rural Area","131","0.107732577447662","0.0900275546901399","0.125437600205184","2"
"Part-time","2012","Couple + C. LE and GT 16","Urban Area","208","0.128378887310028","0.11102907976932","0.145728694850737","2"
"Part-time","2012","Couple + C. LE and GT 16","Rural Area","129","0.127731286798474","0.105331320402802","0.150131253194145","2"
"Part-time","2012","1-pers.-HH","Urban Area","150","0.0525417576780496","0.0438734057427665","0.0612101096133326","2"
"Part-time","2012","1-pers.-HH","Rural Area","77","0.062465713227667","0.0488583372945773","0.0760730891607568","2"
"Part-time","2012","(Married) couple without C. ","Urban Area","417","0.077693491099184","0.0704016203238133","0.0849853618745546","2"
"Full-time","2013","1-pers.-HH","Urban Area","982","0.360284276195801","0.342278849903856","0.378289702487747","1"
"Full-time","2013","1-pers.-HH","Rural Area","400","0.361426587625864","0.334446713960883","0.388406461290846","1"
"Full-time","2013","(Married) couple without C. ","Urban Area","1871","0.361218498976559","0.348528253136237","0.373908744816881","1"
"Full-time","2013","(Married) couple without C. ","Rural Area","930","0.314271769259961","0.297769639448008","0.330773899071914","1"
"Full-time","2013","Single parent ","Urban Area","565","0.283062590427114","0.263836469893175","0.302288710961052","1"
"Full-time","2013","Single parent ","Rural Area","297","0.334828164441681","0.306242211970069","0.363414116913294","1"
"Full-time","2013","Couple + C. LE 16 ","Urban Area","2586","0.49905412980847","0.485900921304339","0.512207338312602","1"
"Full-time","2013","Couple + C. LE 16 ","Rural Area","1317","0.515573314246067","0.496577926319853","0.534568702172282","1"
"Full-time","2013","Couple + C. GT 16 ","Rural Area","516","0.448104752714948","0.419885469949655","0.476324035480242","1"
"Full-time","2013","Couple + C. LE and GT 16","Urban Area","587","0.369425904134205","0.346883504309357","0.391968303959054","1"
"Full-time","2013","Couple + C. LE and GT 16","Rural Area","348","0.359692612815968","0.330412802573232","0.388972423058703","1"
"Full-time","2013","Couple + C. GT 16 ","Urban Area","929","0.405185323895831","0.385361924140217","0.425008723651445","1"
"Non-working","2013","1-pers.-HH","Rural Area","663","0.52116655438489","0.493111897971946","0.549221210797834","5"
"Non-working","2013","1-pers.-HH","Urban Area","1363","0.514618250391302","0.495873849920219","0.533362650862384","5"
"Non-working","2013","(Married) couple without C. ","Rural Area","1701","0.545795887136451","0.528096755479817","0.563495018793086","5"
"Non-working","2013","(Married) couple without C. ","Urban Area","2858","0.511064528111389","0.497858490776025","0.524270565446753","5"
"Non-working","2013","Single parent ","Urban Area","739","0.390818297858022","0.369993985442394","0.411642610273651","5"
"Non-working","2013","Single parent ","Rural Area","369","0.378675160792952","0.349294096908779","0.408056224677125","5"
"Non-working","2013","Couple + C. LE 16 ","Urban Area","1354","0.21793608034144","0.20707562159326","0.22879653908962","5"
"Non-working","2013","Couple + C. LE 16 ","Rural Area","563","0.204689917765093","0.189354154628969","0.220025680901217","5"
"Non-working","2013","Couple + C. GT 16 ","Urban Area","728","0.295391709191949","0.276969849367866","0.313813569016032","5"
"Non-working","2013","Couple + C. GT 16 ","Rural Area","366","0.289816765004579","0.264072835983933","0.315560694025225","5"
"Non-working","2013","Couple + C. LE and GT 16","Urban Area","593","0.317997321033915","0.296246623757173","0.339748018310657","5"
"Non-working","2013","Couple + C. LE and GT 16","Rural Area","334","0.305284784062114","0.27718750743122","0.333382060693007","5"
"Other","2013","1-pers.-HH","Urban Area","206","0.0683289994705003","0.0588661689803187","0.0777918299606818","6"
"Other","2013","1-pers.-HH","Rural Area","69","0.0510915157242648","0.0387260349872013","0.0634569964613283","6"
"Other","2013","(Married) couple without C. ","Urban Area","314","0.0524083098080924","0.0465209635782141","0.0582956560379706","6"
"Other","2013","(Married) couple without C. ","Rural Area","166","0.0525680674153073","0.0446349055801078","0.0605012292505068","6"
"Other","2013","Single parent ","Urban Area","317","0.152600827816765","0.137253517883273","0.167948137750258","6"
"Other","2013","Single parent ","Rural Area","159","0.127072952571768","0.106899032967504","0.147246872176032","6"
"Other","2013","Couple + C. LE 16 ","Urban Area","419","0.0649886733149646","0.0585039754091039","0.0714733712208252","6"
"Other","2013","Couple + C. LE 16 ","Rural Area","181","0.0622054516799333","0.053025149046903","0.0713857543129635","6"
"Other","2013","Couple + C. GT 16 ","Urban Area","359","0.160106096508548","0.145298771904436","0.17491342111266","6"
"Other","2013","Couple + C. GT 16 ","Rural Area","161","0.142386801980856","0.122557452590898","0.162216151370813","6"
"Other","2013","Couple + C. LE and GT 16","Urban Area","333","0.173453268944183","0.15576874538689","0.191137792501476","6"
"Other","2013","Couple + C. LE and GT 16","Rural Area","197","0.189124261636055","0.165231903372814","0.213016619899296","6"
"Part-time","2013","1-pers.-HH","Urban Area","180","0.0567684739423968","0.0480898672938395","0.0654470805909541","2"
"Part-time","2013","1-pers.-HH","Rural Area","86","0.0663153422649806","0.0523409938891697","0.0802896906407914","2"
"Part-time","2013","(Married) couple without C. ","Urban Area","461","0.0753086631039597","0.0683371067573084","0.082280219450611","2"
"Part-time","2013","(Married) couple without C. ","Rural Area","243","0.0873642761882806","0.0773267434891032","0.0974018088874581","2"
"Part-time","2013","Single parent ","Urban Area","488","0.173518283898099","0.157356137057203","0.189680430738995","2"
"Part-time","2013","Single parent ","Rural Area","222","0.159423722193599","0.137249939488802","0.181597504898396","2"
"Part-time","2013","Couple + C. LE 16 ","Urban Area","1192","0.218021116535125","0.20715912975613","0.22888310331412","2"
"Part-time","2013","Couple + C. LE 16 ","Rural Area","598","0.217531316308907","0.201849971702584","0.233212660915229","2"
"Part-time","2013","Couple + C. GT 16 ","Urban Area","340","0.139316870403672","0.125334398732004","0.15329934207534","2"
"Part-time","2013","Couple + C. GT 16 ","Rural Area","150","0.119691680299617","0.101272205014567","0.138111155584667","2"
"Part-time","2013","Couple + C. LE and GT 16","Urban Area","248","0.139123505887697","0.122959868665427","0.155287143109966","2"
"Part-time","2013","Couple + C. LE and GT 16","Rural Area","153","0.145898341485864","0.124361192989023","0.167435489982706","2"
"Full-time","2014","1-pers.-HH","Urban Area","864","0.343843035367159","0.325290459526894","0.362395611207425","1"
"Full-time","2014","1-pers.-HH","Rural Area","358","0.347002123758114","0.319466235043392","0.374538012472836","1"
"Full-time","2014","(Married) couple without C. ","Urban Area","1702","0.367333321691346","0.35408709499215","0.380579548390543","1"
"Full-time","2014","(Married) couple without C. ","Rural Area","882","0.320353960111324","0.30344114696738","0.337266773255269","1"
"Full-time","2014","Single parent ","Urban Area","455","0.276880734288496","0.255746678346399","0.298014790230593","1"
"Full-time","2014","Single parent ","Rural Area","261","0.338083223829561","0.307262892297098","0.368903555362024","1"
"Full-time","2014","Couple + C. LE 16 ","Urban Area","2163","0.495532846894581","0.481087517334812","0.50997817645435","1"
"Full-time","2014","Couple + C. LE 16 ","Rural Area","1148","0.514290919438887","0.49373975344586","0.534842085431914","1"
"Full-time","2014","Couple + C. GT 16 ","Rural Area","441","0.427730069784056","0.397932183011304","0.457527956556808","1"
"Full-time","2014","Couple + C. GT 16 ","Urban Area","813","0.400513745999007","0.379782206193035","0.421245285804978","1"
"Full-time","2014","Couple + C. LE and GT 16","Urban Area","558","0.392691634882279","0.368777906520474","0.416605363244084","1"
"Full-time","2014","Couple + C. LE and GT 16","Rural Area","329","0.401976486681927","0.37006816934508","0.433884804018773","1"
"Non-working","2014","1-pers.-HH","Rural Area","640","0.525148197266821","0.496261550418053","0.554034844115589","5"
"Non-working","2014","1-pers.-HH","Urban Area","1285","0.515501163873148","0.495981091557007","0.535021236189289","5"
"Non-working","2014","(Married) couple without C. ","Rural Area","1615","0.518763968085976","0.500653762633948","0.536874173538004","5"
"Non-working","2014","(Married) couple without C. ","Urban Area","2660","0.498427786862299","0.484689189463004","0.512166384261594","5"
"Non-working","2014","Single parent ","Urban Area","625","0.39268670489433","0.36962130382658","0.415752105962081","5"
"Non-working","2014","Single parent ","Rural Area","313","0.339168700922053","0.308324253973994","0.370013147870111","5"
"Non-working","2014","Couple + C. LE 16 ","Urban Area","1063","0.226921224922808","0.214820142517272","0.239022307328343","5"
"Non-working","2014","Couple + C. LE 16 ","Rural Area","423","0.188102820093103","0.17203369997008","0.204171940216126","5"
"Non-working","2014","Couple + C. GT 16 ","Urban Area","700","0.308234091417846","0.288697304246685","0.327770878589007","5"
"Non-working","2014","Couple + C. GT 16 ","Rural Area","326","0.295801370427632","0.26831307627238","0.323289664582884","5"
"Non-working","2014","Couple + C. LE and GT 16","Urban Area","520","0.301309487537321","0.278841423058037","0.323777552016606","5"
"Non-working","2014","Couple + C. LE and GT 16","Rural Area","286","0.284466120948821","0.255104851838086","0.313827390059556","5"
"Other","2014","1-pers.-HH","Urban Area","194","0.0758858846340782","0.065542479616597","0.0862292896515595","6"
"Other","2014","1-pers.-HH","Rural Area","66","0.0544180904830247","0.0412961406324242","0.0675400403336251","6"
"Other","2014","(Married) couple without C. ","Urban Area","299","0.0543785741100598","0.0481477269345197","0.0606094212856","6"
"Other","2014","(Married) couple without C. ","Rural Area","179","0.0628795001713069","0.0540809388241821","0.0716780615184317","6"
"Other","2014","Single parent ","Urban Area","270","0.154949854676799","0.137858820427312","0.172040888926286","6"
"Other","2014","Single parent ","Rural Area","149","0.141531115246373","0.118821381356816","0.16424084913593","6"
"Other","2014","Couple + C. LE 16 ","Urban Area","318","0.0561865203002136","0.0495332688089222","0.0628397717915049","6"
"Other","2014","Couple + C. LE 16 ","Rural Area","189","0.0851891562127036","0.0737102174833699","0.0966680949420374","6"
"Other","2014","Couple + C. GT 16 ","Urban Area","353","0.151497372609509","0.136328183050909","0.16666656216811","6"
"Other","2014","Couple + C. GT 16 ","Rural Area","164","0.179309582789748","0.156205350505477","0.20241381507402","6"
"Other","2014","Couple + C. LE and GT 16","Urban Area","292","0.177302178544649","0.158599920506771","0.196004436582527","6"
"Other","2014","Couple + C. LE and GT 16","Rural Area","177","0.19687450096857","0.170996490151116","0.222752511786023","6"
"Part-time","2014","1-pers.-HH","Urban Area","175","0.0647699161256144","0.0551567570331415","0.0743830752180873","2"
"Part-time","2014","1-pers.-HH","Rural Area","84","0.0734315884920403","0.0583426963678032","0.0885204806162775","2"
"Part-time","2014","(Married) couple without C. ","Urban Area","427","0.0798603173362948","0.0724118496859234","0.0873087849866661","2"
"Part-time","2014","(Married) couple without C. ","Rural Area","248","0.0980025716313928","0.0872259957191875","0.108779147543598","2"
"Part-time","2014","Single parent ","Urban Area","372","0.175482706140375","0.157516823284045","0.193448588996704","2"
"Part-time","2014","Single parent ","Rural Area","182","0.181216960002013","0.156120778833255","0.206313141170771","2"
"Part-time","2014","Couple + C. LE 16 ","Urban Area","1058","0.221359407882398","0.209364627618976","0.233354188145819","2"
"Part-time","2014","Couple + C. LE 16 ","Rural Area","512","0.212417104255306","0.195598621763111","0.229235586747502","2"
"Part-time","2014","Couple + C. GT 16 ","Urban Area","280","0.139754789973638","0.125084871014363","0.154424708932912","2"
"Part-time","2014","Couple + C. GT 16 ","Rural Area","128","0.0971589769985639","0.0793209334534239","0.114997020543704","2"
"Part-time","2014","Couple + C. LE and GT 16","Urban Area","232","0.12869669903575","0.112298912870527","0.145094485200974","2"
"Part-time","2014","Couple + C. LE and GT 16","Rural Area","115","0.116682891400683","0.0957896241346999","0.137576158666666","2"
"Full-time","2015","1-pers.-HH","Urban Area","902","0.345511320558217","0.327111991976954","0.36391064913948","1"
"Full-time","2015","1-pers.-HH","Rural Area","374","0.34439934388816","0.317229946548238","0.371568741228082","1"
"Full-time","2015","(Married) couple without C. ","Urban Area","1722","0.359692156093774","0.346518446967353","0.372865865220194","1"
"Full-time","2015","(Married) couple without C. ","Rural Area","902","0.336410410600537","0.319109447756454","0.35371137344462","1"
"Full-time","2015","Single parent ","Urban Area","445","0.244593897501315","0.224148653345975","0.265039141656654","1"
"Full-time","2015","Single parent ","Rural Area","239","0.318019112394543","0.286711399635297","0.349326825153789","1"
"Full-time","2015","Couple + C. LE 16 ","Urban Area","2078","0.508281641169442","0.493661935115768","0.522901347223116","1"
"Full-time","2015","Couple + C. LE 16 ","Rural Area","1152","0.514983841315739","0.494585570912603","0.535382111718876","1"
"Full-time","2015","Couple + C. GT 16 ","Rural Area","413","0.430418704165647","0.400384144500186","0.460453263831107","1"
"Full-time","2015","Couple + C. GT 16 ","Urban Area","798","0.42098980605094","0.39966950289352","0.442310109208359","1"
"Full-time","2015","Couple + C. LE and GT 16","Urban Area","540","0.370603743933177","0.347143211208974","0.39406427665738","1"
"Full-time","2015","Couple + C. LE and GT 16","Rural Area","300","0.379704772325256","0.347381792380603","0.412027752269909","1"
"Non-working","2015","(Married) couple without C. ","Rural Area","1554","0.49819135594572","0.479882848505631","0.51649986338581","5"
"Non-working","2015","1-pers.-HH","Rural Area","622","0.516246248106958","0.487672330699439","0.544820165514477","5"
"Non-working","2015","1-pers.-HH","Urban Area","1290","0.521587529646817","0.50225963229246","0.540915427001173","5"
"Non-working","2015","(Married) couple without C. ","Urban Area","2609","0.497184867495916","0.483459900899722","0.51090983409211","5"
"Non-working","2015","Single parent ","Urban Area","643","0.382068245656239","0.358957179706829","0.40517931160565","5"
"Non-working","2015","Single parent ","Rural Area","280","0.33367812884908","0.301979203928599","0.36537705376956","5"
"Non-working","2015","Couple + C. LE 16 ","Urban Area","1084","0.202058087943655","0.190315820296001","0.213800355591309","5"
"Non-working","2015","Couple + C. LE 16 ","Rural Area","479","0.186766012286571","0.170859494220907","0.202672530352235","5"
"Non-working","2015","Couple + C. GT 16 ","Urban Area","649","0.29187432487943","0.272242186880667","0.311506462878194","5"
"Non-working","2015","Couple + C. GT 16 ","Rural Area","339","0.3024311668867","0.274569656988109","0.33029267678529","5"
"Non-working","2015","Couple + C. LE and GT 16","Urban Area","546","0.310467988440607","0.287992635456588","0.332943341424625","5"
"Non-working","2015","Couple + C. LE and GT 16","Rural Area","276","0.288784523513005","0.258600529799081","0.318968517226929","5"
"Other","2015","1-pers.-HH","Urban Area","184","0.0712075998132913","0.0612571602733591","0.0811580393532235","6"
"Other","2015","1-pers.-HH","Rural Area","81","0.0601077020387387","0.0465172699249823","0.073698134152495","6"
"Other","2015","(Married) couple without C. ","Urban Area","297","0.0542111777234678","0.0479954828758266","0.060426872571109","6"
"Other","2015","(Married) couple without C. ","Rural Area","172","0.0696267409603306","0.0603070304754937","0.0789464514451674","6"
"Other","2015","Single parent ","Urban Area","252","0.174225567109253","0.156184346892396","0.192266787326111","6"
"Other","2015","Single parent ","Rural Area","150","0.159511338058742","0.134896309904364","0.184126366213121","6"
"Other","2015","Couple + C. LE 16 ","Urban Area","296","0.0496902978844849","0.0433355752592948","0.056045020509675","6"
"Other","2015","Couple + C. LE 16 ","Rural Area","174","0.0816852677748838","0.0705067020688688","0.0928638334808989","6"
"Other","2015","Couple + C. GT 16 ","Urban Area","319","0.154874305178274","0.139251291272249","0.170497319084298","6"
"Other","2015","Couple + C. GT 16 ","Rural Area","156","0.151621554788623","0.129865851482229","0.173377258095016","6"
"Other","2015","Couple + C. LE and GT 16","Urban Area","299","0.171125911315081","0.152831305372049","0.189420517258113","6"
"Other","2015","Couple + C. LE and GT 16","Rural Area","165","0.198474663231098","0.171910244979951","0.225039081482246","6"
"Part-time","2015","1-pers.-HH","Urban Area","190","0.0616935499816748","0.052384357792026","0.0710027421713236","2"
"Part-time","2015","1-pers.-HH","Rural Area","98","0.0792467059661434","0.0638015816640519","0.0946918302682348","2"
"Part-time","2015","(Married) couple without C. ","Urban Area","470","0.0889117986868427","0.0810989739001417","0.0967246234735438","2"
"Part-time","2015","(Married) couple without C. ","Rural Area","237","0.0957714924934125","0.0849958542478483","0.106547130738977","2"
"Part-time","2015","Single parent ","Urban Area","358","0.199112289733193","0.180118391967424","0.218106187498961","2"
"Part-time","2015","Single parent ","Rural Area","181","0.188791420697635","0.162482924581717","0.215099916813554","2"
"Part-time","2015","Couple + C. LE 16 ","Urban Area","1034","0.239969973002419","0.227481134666546","0.252458811338292","2"
"Part-time","2015","Couple + C. LE 16 ","Rural Area","501","0.216564878622806","0.199753088051623","0.233376669193989","2"
"Part-time","2015","Couple + C. GT 16 ","Urban Area","294","0.132261563891356","0.117632190490072","0.146890937292641","2"
"Part-time","2015","Couple + C. GT 16 ","Rural Area","136","0.115528574159031","0.0961382775765513","0.134918870741511","2"
"Part-time","2015","Couple + C. LE and GT 16","Urban Area","243","0.147802356311135","0.130562575725942","0.165042136896329","2"
"Part-time","2015","Couple + C. LE and GT 16","Rural Area","125","0.133036040930641","0.110416992896968","0.155655088964314","2"
"Full-time","2016","1-pers.-HH","Urban Area","863","0.346230992223342","0.329357354940833","0.363104629505852","1"
"Full-time","2016","1-pers.-HH","Rural Area","336","0.328015415416613","0.30385851732748","0.352172313505745","1"
"Full-time","2016","(Married) couple without C. ","Urban Area","1618","0.386577793335989","0.372764250397454","0.400391336274525","1"
"Full-time","2016","(Married) couple without C. ","Rural Area","869","0.342206097393404","0.32455998891759","0.359852205869218","1"
"Full-time","2016","Single parent ","Urban Area","427","0.282168536590728","0.261319446140429","0.303017627041026","1"
"Full-time","2016","Single parent ","Rural Area","217","0.319906590231607","0.289245112123766","0.350568068339447","1"
"Full-time","2016","Couple + C. LE 16 ","Urban Area","1841","0.49732184606523","0.483690127451069","0.510953564679392","1"
"Full-time","2016","Couple + C. LE 16 ","Rural Area","1026","0.518946819783034","0.499648591173944","0.538245048392124","1"
"Full-time","2016","Couple + C. GT 16 ","Rural Area","387","0.399278533320707","0.369074707247994","0.429482359393421","1"
"Full-time","2016","Couple + C. GT 16 ","Urban Area","716","0.403033296749557","0.381306922063069","0.424759671436045","1"
"Full-time","2016","Couple + C. LE and GT 16","Urban Area","496","0.342468805652924","0.320595341527983","0.364342269777864","1"
"Full-time","2016","Couple + C. LE and GT 16","Rural Area","295","0.398815009405981","0.36734503217446","0.430284986637501","1"
"Non-working","2016","1-pers.-HH","Urban Area","1761","0.519857736314527","0.502138671442059","0.537576801186995","5"
"Non-working","2016","1-pers.-HH","Rural Area","907","0.538638241060199","0.51298845344027","0.564288028680129","5"
"Non-working","2016","(Married) couple without C. ","Rural Area","1511","0.494225353274055","0.475630138915374","0.512820567632737","5"
"Non-working","2016","(Married) couple without C. ","Urban Area","2438","0.464971346222581","0.450822908104028","0.479119784341135","5"
"Non-working","2016","Couple + C. LE 16 ","Rural Area","901","0.177590604808211","0.162829682343668","0.192351527272753","5"
"Non-working","2016","Couple + C. GT 16 ","Rural Area","323","0.291309346539339","0.263287744162382","0.319330948916297","5"
"Non-working","2016","Couple + C. LE and GT 16","Urban Area","783","0.326381827185966","0.3047686427187","0.347995011653232","5"
"Non-working","2016","Single parent ","Urban Area","804","0.392687514600685","0.370064460871351","0.415310568330019","5"
"Non-working","2016","Single parent ","Rural Area","373","0.370996799322057","0.339242047736231","0.402751550907882","5"
"Non-working","2016","Couple + C. LE 16 ","Urban Area","2049","0.219581987346147","0.208295758901938","0.230868215790356","5"
"Non-working","2016","Couple + C. GT 16 ","Urban Area","668","0.327532300210281","0.306744691692724","0.348319908727838","5"
"Non-working","2016","Couple + C. LE and GT 16","Rural Area","334","0.253766680747096","0.225798692110336","0.281734669383856","5"
"Other","2016","1-pers.-HH","Urban Area","230","0.0709077710856284","0.0618046586802621","0.0800108834909948","6"
"Other","2016","1-pers.-HH","Rural Area","103","0.0539908374068659","0.042362380495754","0.0656192943179779","6"
"Other","2016","(Married) couple without C. ","Urban Area","273","0.0576464862849417","0.0510349827985461","0.0642579897713374","6"
"Other","2016","(Married) couple without C. ","Rural Area","153","0.0610670850746279","0.0521611191697081","0.0699730509795477","6"
"Other","2016","Single parent ","Urban Area","220","0.138270223616602","0.122279376980936","0.154261070252269","6"
"Other","2016","Single parent ","Rural Area","140","0.149950807009619","0.126481857862468","0.173419756156769","6"
"Other","2016","Couple + C. LE 16 ","Urban Area","295","0.0487752753173698","0.0429027044228448","0.0546478462118948","6"
"Other","2016","Couple + C. LE 16 ","Rural Area","157","0.0600713967998758","0.0508935506657689","0.0692492429339827","6"
"Other","2016","Couple + C. GT 16 ","Urban Area","291","0.14085352547151","0.125445066218441","0.156261984724578","6"
"Other","2016","Couple + C. GT 16 ","Rural Area","162","0.161814168878036","0.139101622079752","0.18452671567632","6"
"Other","2016","Couple + C. LE and GT 16","Urban Area","285","0.178528399063095","0.160876200247658","0.196180597878533","6"
"Other","2016","Couple + C. LE and GT 16","Rural Area","161","0.182837205548997","0.15799482577562","0.207679585322374","6"
"Part-time","2016","1-pers.-HH","Urban Area","200","0.0630035003765018","0.054386325663901","0.0716206750891025","2"
"Part-time","2016","1-pers.-HH","Rural Area","105","0.0793555061163222","0.0654480115869358","0.0932630006457085","2"
"Part-time","2016","(Married) couple without C. ","Rural Area","244","0.102501464257913","0.0912206081353153","0.11378232038051","2"
"Part-time","2016","(Married) couple without C. ","Urban Area","445","0.0908043741564876","0.082653786221902","0.0989549620910731","2"
"Part-time","2016","Couple + C. LE and GT 16","Urban Area","244","0.152620968098015","0.136044391811312","0.169197544384718","2"
