"erwst","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Non-working","2011","Hesse","Other degree","86","0.446603260520189","0.374178336827806","0.519028184212572"
"Non-working","2011","Hesse","no degree/no degree yet","91","0.718921713084857","0.640431181986679","0.797412244183035"
"Non-working","2011","Rhineland-Palatinate,Saarland","lower secondary degree","329","0.546018695944537","0.507536012768359","0.584501379120716"
"Non-working","2011","Rhineland-Palatinate,Saarland","secondary school degree","100","0.342617542558684","0.293456573979702","0.391778511137666"
"Non-working","2011","Rhineland-Palatinate,Saarland","college entrance qualification","115","0.286952622050943","0.241532332808422","0.332372911293463"
"Non-working","2011","Rhineland-Palatinate,Saarland","Other degree","62","0.484477841601028","0.398569162265718","0.570386520936338"
"Non-working","2011","Rhineland-Palatinate,Saarland","no degree/no degree yet","46","0.786606671095399","0.684625151701722","0.888588190489077"
"Non-working","2011","Baden-Württemberg","lower secondary degree","490","0.497364944991951","0.466904104018678","0.527825785965224"
"Non-working","2011","Baden-Württemberg","secondary school degree","297","0.308860936675843","0.279740420680178","0.337981452671509"
"Non-working","2011","Baden-Württemberg","college entrance qualification","284","0.314931462555379","0.286412348155417","0.343450576955342"
"Non-working","2011","Baden-Württemberg","Other degree","135","0.416636191187317","0.361308008094622","0.471964374280012"
"Non-working","2011","Baden-Württemberg","no degree/no degree yet","130","0.759843384530604","0.697088517973022","0.822598251088186"
"Non-working","2011","Bavaria","lower secondary degree","751","0.473445459168935","0.449346714395611","0.49754420394226"
"Non-working","2011","Bavaria","secondary school degree","348","0.33055413945715","0.303770601390282","0.357337677524018"
"Non-working","2011","Bavaria","college entrance qualification","323","0.287049973495886","0.260388826594291","0.313711120397481"
"Non-working","2011","Bavaria","Other degree","135","0.470833296948396","0.414065805262876","0.527600788633916"
"Non-working","2011","Bavaria","no degree/no degree yet","133","0.703954567832399","0.638524286796681","0.769384848868117"
"Non-working","2011","Berlin","lower secondary degree","118","0.694626639484998","0.623922379621155","0.765330899348841"
"Non-working","2011","Berlin","secondary school degree","130","0.449155140647796","0.395890558399571","0.502419722896021"
"Non-working","2011","Berlin","college entrance qualification","128","0.318431389717386","0.27344696100161","0.363415818433161"
"Non-working","2011","Berlin","Other degree","35","0.507275459647029","0.382830798550765","0.631720120743293"
"Non-working","2011","Berlin","no degree/no degree yet","30","0.768914295910672","0.639886977921207","0.897941613900136"
"Non-working","2011","Brandenburg","lower secondary degree","221","0.851777660379132","0.809473468777535","0.894081851980729"
"Non-working","2011","Brandenburg","secondary school degree","158","0.248850206149342","0.211689950097725","0.286010462200959"
"Non-working","2011","Brandenburg","college entrance qualification","94","0.385174161900024","0.32786648088638","0.442481842913667"
"Non-working","2011","Brandenburg","Other degree","","","",""
"Non-working","2011","Brandenburg","no degree/no degree yet","","","",""
"Non-working","2011","Mecklenburg-Western Pomerania","lower secondary degree","102","0.815165201725756","0.748947239717943","0.881383163733569"
"Non-working","2011","Mecklenburg-Western Pomerania","secondary school degree","127","0.34685840236707","0.29588947790053","0.39782732683361"
"Non-working","2011","Mecklenburg-Western Pomerania","college entrance qualification","47","0.378626314088713","0.298847836485817","0.458404791691609"
"Non-working","2011","Mecklenburg-Western Pomerania","Other degree","","","",""
"Non-working","2011","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Non-working","2011","Saxony","lower secondary degree","313","0.83949593855182","0.802781677487458","0.876210199616181"
"Non-working","2011","Saxony","secondary school degree","250","0.237936156400881","0.210254501589829","0.265617811211934"
"Non-working","2011","Saxony","college entrance qualification","157","0.405688172482379","0.361296396325713","0.450079948639044"
"Non-working","2011","Saxony","Other degree","","","",""
"Non-working","2011","Saxony","no degree/no degree yet","34","0.869427104238599","0.765012511045258","0.973841697431941"
"Non-working","2011","Saxony-Anhalt","lower secondary degree","216","0.818348835961142","0.772944583105077","0.863753088817208"
"Non-working","2011","Saxony-Anhalt","secondary school degree","156","0.267173327748526","0.228349799427741","0.305996856069312"
"Non-working","2011","Saxony-Anhalt","college entrance qualification","87","0.372172992520991","0.313074833323804","0.431271151718178"
"Non-working","2011","Saxony-Anhalt","Other degree","","","",""
"Non-working","2011","Saxony-Anhalt","no degree/no degree yet","","","",""
"Non-working","2011","Thuringia","lower secondary degree","236","0.804494428401474","0.760203598045986","0.848785258756961"
"Non-working","2011","Thuringia","secondary school degree","128","0.276951315855598","0.23807593235132","0.315826699359876"
"Non-working","2011","Thuringia","college entrance qualification","73","0.297719866461278","0.239133136066679","0.356306596855877"
"Non-working","2011","Thuringia","Other degree","","","",""
"Non-working","2011","Thuringia","no degree/no degree yet","","","",""
"Other","2011","Schleswig-Holstein","lower secondary degree","","","",""
"Other","2011","Schleswig-Holstein","secondary school degree","36","0.0928159316088942","0.0610228903773843","0.124608972840404"
"Other","2011","Schleswig-Holstein","college entrance qualification","","","",""
"Other","2011","Schleswig-Holstein","Other degree","","","",""
"Other","2011","Schleswig-Holstein","no degree/no degree yet","","","",""
"Other","2011","Hamburg","lower secondary degree","","","",""
"Other","2011","Hamburg","secondary school degree","","","",""
"Other","2011","Hamburg","college entrance qualification","","","",""
"Other","2011","Hamburg","Other degree","","","",""
"Other","2011","Hamburg","no degree/no degree yet","","","",""
"Other","2011","Lower Saxony","lower secondary degree","47","0.0535145815061452","0.0378898716695057","0.0691392913427846"
"Other","2011","Lower Saxony","secondary school degree","90","0.0934042009286997","0.0737487912109167","0.113059610646483"
"Other","2011","Lower Saxony","college entrance qualification","41","0.0626645252154704","0.0446720834527562","0.0806569669781847"
"Other","2011","Lower Saxony","Other degree","","","",""
"Other","2011","Lower Saxony","no degree/no degree yet","","","",""
"Other","2011","Bremen","lower secondary degree","","","",""
"Other","2011","Bremen","secondary school degree","","","",""
"Other","2011","Bremen","college entrance qualification","","","",""
"Other","2011","Bremen","Other degree","","","",""
"Other","2011","Bremen","no degree/no degree yet","","","",""
"Other","2011","North Rhine-Westphalia","lower secondary degree","100","0.0467859019245984","0.0367678319235719","0.0568039719256249"
"Other","2011","North Rhine-Westphalia","secondary school degree","131","0.0927261738984164","0.0768798262814508","0.108572521515382"
"Other","2011","North Rhine-Westphalia","college entrance qualification","153","0.102066021660681","0.0880259229805943","0.116106120340768"
"Other","2011","North Rhine-Westphalia","Other degree","43","0.0820542041541535","0.0589063813883731","0.105202026919934"
"Other","2011","North Rhine-Westphalia","no degree/no degree yet","50","0.163853710421843","0.125404062653829","0.202303358189857"
"Other","2011","Hesse","lower secondary degree","","","",""
"Other","2011","Hesse","secondary school degree","47","0.0969270599523802","0.0711486119498799","0.12270550795488"
"Other","2011","Hesse","college entrance qualification","49","0.0729950906193172","0.0536556667619149","0.0923345144767195"
"Other","2011","Hesse","Other degree","","","",""
"Other","2011","Hesse","no degree/no degree yet","","","",""
"Other","2011","Rhineland-Palatinate,Saarland","lower secondary degree","51","0.0591840473553303","0.0409452049125081","0.0774228897981524"
"Other","2011","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Other","2011","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Other","2011","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Other","2011","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Other","2011","Baden-Württemberg","lower secondary degree","79","0.0642307820004526","0.0492947959819745","0.0791667680189307"
"Other","2011","Baden-Württemberg","secondary school degree","93","0.0823658761941929","0.0650380815278503","0.0996936708605355"
"Other","2011","Baden-Württemberg","college entrance qualification","50","0.0568827912265584","0.042661655439716","0.0711039270134008"
"Other","2011","Baden-Württemberg","Other degree","","","",""
"Other","2011","Baden-Württemberg","no degree/no degree yet","32","0.1129245317407","0.0664288603085268","0.159420203172874"
"Other","2011","Bavaria","lower secondary degree","127","0.0694209359820373","0.0571533352025915","0.0816885367614831"
"Other","2011","Bavaria","secondary school degree","119","0.0810641932836914","0.0655243714379726","0.0966040151294103"
"Other","2011","Bavaria","college entrance qualification","70","0.0623205508142171","0.0480738807059264","0.0765672209225078"
"Other","2011","Bavaria","Other degree","","","",""
"Other","2011","Bavaria","no degree/no degree yet","","","",""
"Other","2011","Berlin","lower secondary degree","","","",""
"Other","2011","Berlin","secondary school degree","","","",""
"Other","2011","Berlin","college entrance qualification","","","",""
"Other","2011","Berlin","Other degree","","","",""
"Other","2011","Berlin","no degree/no degree yet","","","",""
"Other","2011","Brandenburg","lower secondary degree","","","",""
"Other","2011","Brandenburg","secondary school degree","34","0.0534072492623312","0.0340818661876","0.0727326323370623"
"Other","2011","Brandenburg","college entrance qualification","","","",""
"Other","2011","Brandenburg","Other degree","","","",""
"Other","2011","Brandenburg","no degree/no degree yet","","","",""
"Other","2011","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Other","2011","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Other","2011","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Other","2011","Mecklenburg-Western Pomerania","Other degree","","","",""
"Other","2011","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Other","2011","Saxony","lower secondary degree","","","",""
"Other","2011","Saxony","secondary school degree","43","0.0490197416876709","0.0349839339930795","0.0630555493822623"
"Other","2011","Saxony","college entrance qualification","","","",""
"Other","2011","Saxony","Other degree","","","",""
"Other","2011","Saxony","no degree/no degree yet","","","",""
"Other","2011","Saxony-Anhalt","lower secondary degree","","","",""
"Other","2011","Saxony-Anhalt","secondary school degree","34","0.0683342164711242","0.0461957771894849","0.0904726557527635"
"Other","2011","Saxony-Anhalt","college entrance qualification","","","",""
