"erwst","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Full-time","1999","Lower Saxony","501","0.388751027268135","0.360890503541436","0.416611550994834"
"Full-time","1999","Bremen","31","0.297584464791088","0.202599411765397","0.392569517816779"
"Full-time","1999","North Rhine-Westphalia","1192","0.425768530664269","0.407179632901788","0.44435742842675"
"Full-time","1999","Hesse","370","0.36452687356303","0.333100152879253","0.395953594246807"
"Full-time","1999","Rhineland-Palatinate,Saarland","315","0.358176791321263","0.324398782860096","0.391954799782429"
"Full-time","1999","Baden-Württemberg","772","0.396022615096259","0.373056139821091","0.418989090371428"
"Full-time","1999","Bavaria","833","0.421253211266306","0.398468384349554","0.444038038183058"
"Full-time","1999","Berlin","231","0.410668755958974","0.368221579702721","0.453115932215228"
"Full-time","1999","Brandenburg","260","0.391860307093367","0.352864567833311","0.430856046353424"
"Full-time","1999","Mecklenburg-Western Pomerania","186","0.403664850361285","0.355703573583818","0.451626127138753"
"Full-time","1999","Saxony","514","0.405649266443316","0.377356321103108","0.433942211783523"
"Full-time","1999","Saxony-Anhalt","315","0.405223394252595","0.368698198693545","0.441748589811644"
"Full-time","1999","Thuringia","336","0.396242322779917","0.360589763893422","0.431894881666413"
"Part-time","1999","Schleswig-Holstein","38","0.104381810131521","0.0713931265163461","0.137370493746696"
"Part-time","1999","Hamburg","15","","",""
"Part-time","1999","Lower Saxony","116","0.0953178945846412","0.0785345059702326","0.11210128319905"
"Part-time","1999","Bremen","7","","",""
"Part-time","1999","North Rhine-Westphalia","246","0.0871416477693223","0.0765384235443776","0.0977448719942671"
"Part-time","1999","Hesse","89","0.0956773913687726","0.0764707223350174","0.114884060402528"
"Part-time","1999","Rhineland-Palatinate,Saarland","53","0.0539108436865595","0.038000421375272","0.069821265997847"
"Part-time","1999","Baden-Württemberg","148","0.0838336632906296","0.0708193756042684","0.0968479509769907"
"Part-time","1999","Bavaria","160","0.0787287735943411","0.0663010861805843","0.0911564610080979"
"Part-time","1999","Berlin","29","","",""
"Part-time","1999","Brandenburg","40","0.0725786287698561","0.0518537129837058","0.0933035445560063"
"Part-time","1999","Mecklenburg-Western Pomerania","32","0.0661644522119556","0.0418657753215084","0.0904631291024028"
"Part-time","1999","Saxony","78","0.0581369469060584","0.0446534853126195","0.0716204084994972"
"Part-time","1999","Saxony-Anhalt","30","0.0324748325361913","0.019287014344414","0.0456626507279685"
"Part-time","1999","Thuringia","40","0.0540936117948658","0.0376053068253225","0.0705819167644091"
"Non-working","1999","Schleswig-Holstein","132","0.428779355123957","0.375383198035612","0.482175512212302"
"Non-working","1999","Hamburg","54","0.398100510253281","0.317015154237923","0.479185866268639"
"Non-working","1999","Lower Saxony","466","0.450498391361879","0.422061930998644","0.478934851725113"
"Non-working","1999","Bremen","48","0.601291379711065","0.499567389063703","0.703015370358428"
"Non-working","1999","North Rhine-Westphalia","1117","0.430697026508671","0.412081255519852","0.449312797497489"
"Non-working","1999","Hesse","369","0.472240961089502","0.439643380877052","0.504838541301952"
"Non-working","1999","Rhineland-Palatinate,Saarland","341","0.506273300432935","0.471051347725446","0.541495253140423"
"Non-working","1999","Baden-Württemberg","702","0.447071974184869","0.423724116348932","0.470419832020807"
"Non-working","1999","Bavaria","693","0.436384681317234","0.41349941519158","0.459269947442889"
"Non-working","1999","Berlin","223","0.491620916481652","0.448485673061979","0.534756159901324"
"Non-working","1999","Brandenburg","267","0.489812666796573","0.44987987375825","0.529745459834897"
"Non-working","1999","Mecklenburg-Western Pomerania","156","0.480946047201371","0.432104490707632","0.529787603695109"
"Non-working","1999","Saxony","498","0.490163973479706","0.461359007550395","0.518968939409017"
"Non-working","1999","Saxony-Anhalt","306","0.509834120733305","0.47264170885427","0.547026532612341"
"Non-working","1999","Thuringia","307","0.508959378679075","0.472519307763907","0.545399449594243"
"Other","1999","Schleswig-Holstein","16","","",""
"Other","1999","Hamburg","10","","",""
"Other","1999","Lower Saxony","93","0.0654326867853453","0.0512992721342997","0.079566101436391"
"Other","1999","Bremen","3","","",""
"Other","1999","North Rhine-Westphalia","163","0.0563927950577374","0.0477205648225923","0.0650650252928825"
"Other","1999","Hesse","73","0.0675547739786957","0.0511667955714232","0.0839427523859682"
"Other","1999","Rhineland-Palatinate,Saarland","65","0.0816390645592432","0.0623490159752016","0.100929113143285"
"Other","1999","Baden-Württemberg","120","0.0730717474282419","0.0608503231295011","0.0852931717269828"
"Other","1999","Bavaria","118","0.0636333338221186","0.052369269149075","0.0748973984951621"
"Other","1999","Berlin","33","0.050133056730992","0.0313045135006605","0.0689615999613234"
"Other","1999","Brandenburg","35","0.0457483973402031","0.0290579015861406","0.0624388930942655"
"Other","1999","Mecklenburg-Western Pomerania","28","","",""
"Other","1999","Saxony","67","0.0460498131709203","0.0339728373579863","0.0581267889838543"
"Other","1999","Saxony-Anhalt","43","0.0524676524779089","0.0358789967158697","0.0690563082399482"
"Other","1999","Thuringia","40","0.040704686746142","0.0263008791286069","0.0551084943636772"
"Full-time","2000","Schleswig-Holstein","302","0.433152231169643","0.396832002947775","0.46947245939151"
"Full-time","2000","Hamburg","133","0.43465990382339","0.378565808566025","0.490753999080755"
"Full-time","2000","Lower Saxony","817","0.392372705061145","0.371173770577086","0.413571639545205"
"Full-time","2000","Bremen","71","0.361580451575777","0.292901330894941","0.430259572256614"
"Full-time","2000","North Rhine-Westphalia","2090","0.40269013262106","0.389331795281628","0.416048469960491"
"Full-time","2000","Hesse","692","0.390580065645131","0.367285130617806","0.413875000672455"
"Full-time","2000","Rhineland-Palatinate,Saarland","577","0.377684259822558","0.352867164913198","0.402501354731917"
"Full-time","2000","Baden-Württemberg","1264","0.413724412226862","0.39602397117236","0.431424853281364"
"Full-time","2000","Bavaria","1465","0.414219723431545","0.397659916531338","0.430779530331752"
"Full-time","2000","Berlin","350","0.405718938670945","0.372171701509896","0.439266175831994"
"Full-time","2000","Brandenburg","427","0.398661305144753","0.3686431318423","0.428679478447205"
"Full-time","2000","Mecklenburg-Western Pomerania","252","0.409417220126772","0.368978503374003","0.449855936879542"
"Full-time","2000","Saxony","763","0.392954885447429","0.370322790774648","0.415586980120211"
"Full-time","2000","Saxony-Anhalt","425","0.35990448613616","0.331051053979044","0.388757918293276"
"Full-time","2000","Thuringia","459","0.385854525339418","0.35652178186111","0.415187268817726"
"Part-time","2000","Schleswig-Holstein","72","0.102354727984935","0.0801369103248428","0.124572545645027"
"Part-time","2000","Hamburg","26","","",""
"Part-time","2000","Lower Saxony","222","0.105945368276395","0.0925834436569847","0.119307292895805"
"Part-time","2000","Bremen","22","","",""
"Part-time","2000","North Rhine-Westphalia","560","0.102654790010573","0.0943880086440646","0.110921571377081"
"Part-time","2000","Hesse","175","0.0971210510130719","0.082982021894648","0.111260080131496"
"Part-time","2000","Rhineland-Palatinate,Saarland","131","0.0786096963382428","0.0648331301210809","0.0923862625554046"
"Part-time","2000","Baden-Württemberg","275","0.0903626316160634","0.0800586235346227","0.100666639697504"
"Part-time","2000","Bavaria","341","0.0912053527484655","0.0815266856448575","0.100884019852074"
"Part-time","2000","Berlin","69","0.088911993313044","0.0694669680520814","0.108357018574007"
"Part-time","2000","Brandenburg","53","0.0467585689170031","0.0338149802377806","0.0597021575962257"
"Part-time","2000","Mecklenburg-Western Pomerania","47","0.0705868810534708","0.0495229066348317","0.0916508554721099"
"Part-time","2000","Saxony","126","0.0663238240756741","0.0547925886556767","0.0778550594956714"
"Part-time","2000","Saxony-Anhalt","61","0.0444423031471718","0.032054103523276","0.0568305027710676"
"Part-time","2000","Thuringia","60","0.0557792111250452","0.0419506109495413","0.0696078113005491"
"Non-working","2000","Schleswig-Holstein","289","0.405310576524947","0.369324529277483","0.44129662377241"
"Non-working","2000","Hamburg","127","0.42460855618904","0.368676145984251","0.480540966393828"
"Non-working","2000","Lower Saxony","861","0.441275144550256","0.419717578270221","0.462832710830291"
"Non-working","2000","Bremen","87","0.491845187327501","0.420382161459901","0.5633082131951"
"Non-working","2000","North Rhine-Westphalia","2237","0.441616900868397","0.428091316329491","0.455142485407304"
"Non-working","2000","Hesse","712","0.453877952724716","0.430106127047005","0.477649778402428"
"Non-working","2000","Rhineland-Palatinate,Saarland","678","0.486713472248559","0.461127747557787","0.512299196939332"
"Non-working","2000","Baden-Württemberg","1225","0.426817372024985","0.40904091683953","0.44459382721044"
"Non-working","2000","Bavaria","1343","0.425931898565876","0.409308328447548","0.442555468684203"
"Non-working","2000","Berlin","365","0.455173938018832","0.421151470803724","0.48919640523394"
"Non-working","2000","Brandenburg","471","0.491808496512703","0.461158222836863","0.522458770188542"
"Non-working","2000","Mecklenburg-Western Pomerania","234","0.46199442751089","0.420994255499397","0.502994599522383"
"Non-working","2000","Saxony","807","0.495564016311771","0.472395627529732","0.518732405093811"
"Non-working","2000","Saxony-Anhalt","502","0.527671707808207","0.497660370812446","0.557683044803969"
"Non-working","2000","Thuringia","483","0.509027370775333","0.478903937691744","0.539150803858922"
"Other","2000","Schleswig-Holstein","52","0.0591824643204755","0.0418865193693698","0.0764784092715811"
"Other","2000","Hamburg","14","","",""
"Other","2000","Lower Saxony","138","0.060406782112204","0.0500634900370623","0.0707500741873456"
"Other","2000","Bremen","8","","",""
"Other","2000","North Rhine-Westphalia","291","0.0530381764999701","0.0469339927904458","0.0591423602094945"
"Other","2000","Hesse","106","0.0584209306170814","0.0472224069608229","0.0696194542733399"
"Other","2000","Rhineland-Palatinate,Saarland","80","0.0569925715906402","0.0451253844924965","0.0688597586887839"
"Other","2000","Baden-Württemberg","210","0.0690955841320897","0.0599806129380661","0.0782105553261132"
"Other","2000","Bavaria","250","0.0686430252541134","0.0601428319503578","0.0771432185578689"
"Other","2000","Berlin","39","0.0501951299971791","0.0352776260615243","0.0651126339328339"
"Other","2000","Brandenburg","71","0.0627716294255417","0.0479010785380588","0.0776421803130246"
"Other","2000","Mecklenburg-Western Pomerania","35","0.0580014713088672","0.0387785875143351","0.0772243551033993"
"Other","2000","Saxony","93","0.045157274165125","0.035535111333015","0.054779436997235"
"Other","2000","Saxony-Anhalt","75","0.0679815029084606","0.0528497547250233","0.0831132510918978"
"Other","2000","Thuringia","56","0.049338892760204","0.0362888233961457","0.0623889621242624"
"Full-time","2001","Schleswig-Holstein","261","0.393072642831728","0.355610185043755","0.4305351006197"
"Full-time","2001","Hamburg","121","0.426718796503525","0.368261802100274","0.485175790906775"
"Full-time","2001","Lower Saxony","726","0.377589285071109","0.355569827626891","0.399608742515327"
"Full-time","2001","Bremen","64","0.356518538827337","0.281834357250805","0.43120272040387"
"Full-time","2001","North Rhine-Westphalia","1865","0.389825081638391","0.375850666730759","0.403799496546024"
"Full-time","2001","Hesse","619","0.398548409454926","0.373713700991147","0.423383117918705"
"Full-time","2001","Rhineland-Palatinate,Saarland","515","0.371684933819504","0.345954052661463","0.397415814977544"
"Full-time","2001","Baden-Württemberg","1124","0.420645463807672","0.401757006604633","0.43953392101071"
"Full-time","2001","Bavaria","1323","0.416599972859733","0.399132494296912","0.434067451422554"
"Full-time","2001","Berlin","351","0.436115522052054","0.401665666979667","0.47056537712444"
"Full-time","2001","Brandenburg","380","0.366946664183837","0.336490011009331","0.397403317358342"
"Full-time","2001","Mecklenburg-Western Pomerania","230","0.416743053389352","0.374204042759986","0.459282064018719"
"Full-time","2001","Saxony","695","0.383977023363923","0.360531348476365","0.407422698251481"
"Full-time","2001","Saxony-Anhalt","400","0.355131513821713","0.325544901337931","0.384718126305496"
"Full-time","2001","Thuringia","408","0.37543870521363","0.34499678708434","0.40588062334292"
"Part-time","2001","Schleswig-Holstein","67","0.0968900531110386","0.0742017816291835","0.119578324592894"
"Part-time","2001","Hamburg","22","","",""
"Part-time","2001","Lower Saxony","194","0.104563285964538","0.0906648697730989","0.118461702155976"
"Part-time","2001","Bremen","17","","",""
"Part-time","2001","North Rhine-Westphalia","489","0.0979152600183223","0.0893995585666745","0.10643096146997"
"Part-time","2001","Hesse","152","0.0905439972049151","0.0759881038286759","0.105099890581154"
"Part-time","2001","Rhineland-Palatinate,Saarland","135","0.0865189931386759","0.0715502983671024","0.101487687910249"
"Part-time","2001","Baden-Württemberg","272","0.10131089935048","0.0897657648104788","0.112856033890481"
"Part-time","2001","Bavaria","318","0.0937338365724468","0.083407091476005","0.104060581668889"
"Part-time","2001","Berlin","62","0.0850428037490737","0.0656647243640878","0.10442088313406"
"Part-time","2001","Brandenburg","64","0.0753769190843212","0.0586943815235355","0.0920594566451069"
"Part-time","2001","Mecklenburg-Western Pomerania","41","0.0657673889275287","0.0443800844756374","0.08715469337942"
