"transab_cat2","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2005","16-34 y.","Single parent ","61","0.1374231495148","0.10575308028853","0.169093218741071"
"Low transfer dependency","2005","16-34 y.","Couple + C. LE 16 ","200","0.14565984582445","0.124621017702661","0.166698673946239"
"Low transfer dependency","2005","16-34 y.","Couple + C. GT 16 ","82","0.0749507370768197","0.0608207891608552","0.0890806849927842"
"Low transfer dependency","2005","16-34 y.","Couple + C. LE and GT 16","90","0.167993161419538","0.138729843193708","0.197256479645368"
"Low transfer dependency","2005","35-65 y.","1-pers.-HH","36","0.0275157428570743","0.0182138403885415","0.0368176453256071"
"Low transfer dependency","2005","35-65 y.","(Married) couple without C. ","173","0.0448605149042699","0.0382086694939251","0.0515123603146147"
"Low transfer dependency","2005","35-65 y.","Single parent ","67","0.11253708729815","0.0866612911127601","0.13841288348354"
"Low transfer dependency","2005","35-65 y.","Couple + C. LE 16 ","183","0.0824159492070658","0.0718333666382383","0.0929985317758932"
"Low transfer dependency","2005","35-65 y.","Couple + C. GT 16 ","132","0.0730388444225109","0.0619913426336151","0.0840863462114066"
"Low transfer dependency","2005","35-65 y.","Couple + C. LE and GT 16","132","0.127931043366871","0.10773761224215","0.148124474491591"
"Low transfer dependency","2005","66 and older","1-pers.-HH","24","","",""
"Low transfer dependency","2005","66 and older","(Married) couple without C. ","35","0.0153100213608622","0.0103657395318969","0.0202543031898274"
"Low transfer dependency","2005","66 and older","Single parent ","5","","",""
"Low transfer dependency","2005","66 and older","Couple + C. LE 16 ","","","",""
"Low transfer dependency","2005","66 and older","Couple + C. GT 16 ","13","","",""
"Low transfer dependency","2005","66 and older","Couple + C. LE and GT 16","","","",""
"High transfer dependency","2005","16-34 y.","1-pers.-HH","32","0.0465033261334499","0.0307572871588172","0.0622493651080825"
"High transfer dependency","2005","16-34 y.","(Married) couple without C. ","19","","",""
"High transfer dependency","2005","16-34 y.","Single parent ","39","0.0953809731983224","0.0683610631885648","0.12240088320808"
"High transfer dependency","2005","16-34 y.","Couple + C. LE 16 ","56","0.0552196888832604","0.0415974463568216","0.0688419314096991"
"High transfer dependency","2005","16-34 y.","Couple + C. GT 16 ","23","","",""
"High transfer dependency","2005","16-34 y.","Couple + C. LE and GT 16","21","","",""
"High transfer dependency","2005","35-65 y.","1-pers.-HH","25","","",""
"High transfer dependency","2005","35-65 y.","(Married) couple without C. ","56","0.0128806279406644","0.0092571136669863","0.0165041422143426"
"High transfer dependency","2005","35-65 y.","Single parent ","51","0.103886592896827","0.0789043159133768","0.128868869880277"
"High transfer dependency","2005","35-65 y.","Couple + C. LE 16 ","43","0.0197769308732881","0.0144189024573202","0.0251349592892559"
"High transfer dependency","2005","35-65 y.","Couple + C. GT 16 ","42","0.0267132210370033","0.0198671735538168","0.0335592685201898"
"High transfer dependency","2005","35-65 y.","Couple + C. LE and GT 16","28","","",""
"High transfer dependency","2005","66 and older","1-pers.-HH","8","","",""
"High transfer dependency","2005","66 and older","(Married) couple without C. ","8","","",""
"High transfer dependency","2005","66 and older","Single parent ","1","","",""
"High transfer dependency","2005","66 and older","Couple + C. LE 16 ","","","",""
"High transfer dependency","2005","66 and older","Couple + C. GT 16 ","","","",""
"High transfer dependency","2005","66 and older","Couple + C. LE and GT 16","","","",""
"Very high transfer dependency","2005","16-34 y.","1-pers.-HH","73","0.10325213471029","0.0804983094839904","0.126005959936589"
"Very high transfer dependency","2005","16-34 y.","(Married) couple without C. ","15","","",""
"Very high transfer dependency","2005","16-34 y.","Single parent ","69","0.142556777612162","0.110396722415255","0.174716832809069"
"Very high transfer dependency","2005","16-34 y.","Couple + C. LE 16 ","62","0.0642063398616656","0.0495874222273258","0.0788252574960055"
"Very high transfer dependency","2005","16-34 y.","Couple + C. GT 16 ","14","","",""
"Very high transfer dependency","2005","16-34 y.","Couple + C. LE and GT 16","28","","",""
"Very high transfer dependency","2005","35-65 y.","1-pers.-HH","111","0.108694521619726","0.0909951851095481","0.126393858129904"
"Very high transfer dependency","2005","35-65 y.","(Married) couple without C. ","63","0.0248303807313739","0.0198299387598021","0.0298308227029457"
"Very high transfer dependency","2005","35-65 y.","Single parent ","48","0.0900301745706751","0.0665944534241766","0.113465895717174"
"Very high transfer dependency","2005","35-65 y.","Couple + C. LE 16 ","46","0.0203796098626256","0.0149422265989127","0.0258169931263384"
"Very high transfer dependency","2005","35-65 y.","Couple + C. GT 16 ","26","","",""
"Very high transfer dependency","2005","35-65 y.","Couple + C. LE and GT 16","39","0.0430824139350426","0.0308070602091663","0.055357767660919"
"Very high transfer dependency","2005","66 and older","1-pers.-HH","2","","",""
"Very high transfer dependency","2005","66 and older","(Married) couple without C. ","6","","",""
"Very high transfer dependency","2005","66 and older","Single parent ","","","",""
"Very high transfer dependency","2005","66 and older","Couple + C. LE 16 ","","","",""
"Very high transfer dependency","2005","66 and older","Couple + C. GT 16 ","","","",""
"Very high transfer dependency","2005","66 and older","Couple + C. LE and GT 16","","","",""
"Very low transfer dependency","2006","16-34 y.","1-pers.-HH","523","0.729194456348896","0.696438608998366","0.761950303699426"
"Very low transfer dependency","2006","16-34 y.","(Married) couple without C. ","848","0.886519477265566","0.866339541036362","0.906699413494769"
"Very low transfer dependency","2006","16-34 y.","Single parent ","288","0.600757253104235","0.556990575313032","0.644523930895439"
"Very low transfer dependency","2006","16-34 y.","Couple + C. LE 16 ","753","0.659455194881486","0.631463176912764","0.687447212850207"
"Very low transfer dependency","2006","16-34 y.","Couple + C. GT 16 ","1261","0.886806661043837","0.870174770705069","0.903438551382605"
"Very low transfer dependency","2006","16-34 y.","Couple + C. LE and GT 16","471","0.721786579020642","0.685840264915574","0.757732893125711"
"Very low transfer dependency","2006","35-65 y.","1-pers.-HH","1142","0.843338449347222","0.823920305137677","0.862756593556767"
"Very low transfer dependency","2006","35-65 y.","(Married) couple without C. ","3789","0.924711937204675","0.916613694776399","0.932810179632951"
"Very low transfer dependency","2006","35-65 y.","Single parent ","441","0.656421985534515","0.619800490155729","0.693043480913302"
"Very low transfer dependency","2006","35-65 y.","Couple + C. LE 16 ","2459","0.856649514307436","0.843665009042632","0.86963401957224"
"Very low transfer dependency","2006","35-65 y.","Couple + C. GT 16 ","2018","0.891155299493608","0.878231844126214","0.904078754861002"
"Very low transfer dependency","2006","35-65 y.","Couple + C. LE and GT 16","814","0.785882472475784","0.760278075918461","0.811486869033107"
"Very low transfer dependency","2006","66 and older","1-pers.-HH","1240","0.959134145924302","0.948296772338595","0.969971519510008"
"Very low transfer dependency","2006","66 and older","(Married) couple without C. ","2784","0.974108006382668","0.968259955995706","0.979956056769631"
"Very low transfer dependency","2006","66 and older","Single parent ","62","0.925097660813075","0.862532132452547","0.987663189173603"
"Very low transfer dependency","2006","66 and older","Couple + C. LE 16 ","5","","",""
"Very low transfer dependency","2006","66 and older","Couple + C. GT 16 ","152","0.935487449705684","0.897657856446748","0.973317042964619"
"Very low transfer dependency","2006","66 and older","Couple + C. LE and GT 16","5","","",""
"Low transfer dependency","2006","16-34 y.","1-pers.-HH","56","0.075577202623917","0.0560936066895054","0.0950607985583285"
"Low transfer dependency","2006","16-34 y.","(Married) couple without C. ","55","0.0636808986916689","0.0481451739358377","0.0792166234475001"
"Low transfer dependency","2006","16-34 y.","Single parent ","52","0.10664228383038","0.0790585554321604","0.134226012228601"
"Low transfer dependency","2006","16-34 y.","Couple + C. LE 16 ","196","0.202795588461895","0.179045319628874","0.226545857294916"
"Low transfer dependency","2006","16-34 y.","Couple + C. GT 16 ","79","0.063063319903117","0.050303038856721","0.075823600949513"
"Low transfer dependency","2006","16-34 y.","Couple + C. LE and GT 16","74","0.141608755242164","0.113641579093643","0.169575931390686"
"Low transfer dependency","2006","35-65 y.","1-pers.-HH","47","0.0298441596631403","0.020753906265188","0.0389344130610925"
"Low transfer dependency","2006","35-65 y.","(Married) couple without C. ","172","0.0386900566082133","0.0327709538426163","0.0446091593738104"
"Low transfer dependency","2006","35-65 y.","Single parent ","69","0.115509703182879","0.0908613673605328","0.140158039005224"
"Low transfer dependency","2006","35-65 y.","Couple + C. LE 16 ","210","0.0832901985908655","0.0730516800249557","0.0935287171567753"
"Low transfer dependency","2006","35-65 y.","Couple + C. GT 16 ","115","0.0567284801823769","0.0471296735896215","0.0663272867751323"
"Low transfer dependency","2006","35-65 y.","Couple + C. LE and GT 16","102","0.111646428098144","0.0919890778147168","0.131303778381571"
"Low transfer dependency","2006","66 and older","1-pers.-HH","24","","",""
"Low transfer dependency","2006","66 and older","(Married) couple without C. ","40","0.0193710219881961","0.0142958188229981","0.0244462251533941"
"Low transfer dependency","2006","66 and older","Single parent ","5","","",""
"Low transfer dependency","2006","66 and older","Couple + C. LE 16 ","","","",""
"Low transfer dependency","2006","66 and older","Couple + C. GT 16 ","8","","",""
"Low transfer dependency","2006","66 and older","Couple + C. LE and GT 16","1","","",""
"High transfer dependency","2006","16-34 y.","1-pers.-HH","52","0.0687029755503227","0.0500576373501304","0.087348313750515"
"High transfer dependency","2006","16-34 y.","(Married) couple without C. ","26","","",""
"High transfer dependency","2006","16-34 y.","Single parent ","48","0.0996838847451048","0.0729115934325233","0.126456176057686"
"High transfer dependency","2006","16-34 y.","Couple + C. LE 16 ","73","0.0663246681519172","0.0516255961674998","0.0810237401363346"
"High transfer dependency","2006","16-34 y.","Couple + C. GT 16 ","33","0.026915462171098","0.0184198845781887","0.0354110397640073"
"High transfer dependency","2006","16-34 y.","Couple + C. LE and GT 16","26","","",""
"High transfer dependency","2006","35-65 y.","1-pers.-HH","29","","",""
"High transfer dependency","2006","35-65 y.","(Married) couple without C. ","50","0.0153376014169992","0.0115658168349757","0.0191093859990227"
"High transfer dependency","2006","35-65 y.","Single parent ","47","0.0916329162744378","0.0693850543532147","0.113880778195661"
"High transfer dependency","2006","35-65 y.","Couple + C. LE 16 ","53","0.0215401258194586","0.0161608989142069","0.0269193527247104"
"High transfer dependency","2006","35-65 y.","Couple + C. GT 16 ","57","0.0280290763455107","0.0211800421306615","0.0348781105603599"
"High transfer dependency","2006","35-65 y.","Couple + C. LE and GT 16","33","0.0490913680698209","0.0356054164920009","0.0625773196476408"
"High transfer dependency","2006","66 and older","1-pers.-HH","9","","",""
"High transfer dependency","2006","66 and older","(Married) couple without C. ","6","","",""
"High transfer dependency","2006","66 and older","Single parent ","","","",""
"High transfer dependency","2006","66 and older","Couple + C. LE 16 ","","","",""
"High transfer dependency","2006","66 and older","Couple + C. GT 16 ","2","","",""
"High transfer dependency","2006","66 and older","Couple + C. LE and GT 16","","","",""
"Very high transfer dependency","2006","16-34 y.","1-pers.-HH","76","0.126525365476864","0.102020499408776","0.151030231544952"
"Very high transfer dependency","2006","16-34 y.","(Married) couple without C. ","20","","",""
"Very high transfer dependency","2006","16-34 y.","Single parent ","93","0.19291657832028","0.157653555246334","0.228179601394225"
"Very high transfer dependency","2006","16-34 y.","Couple + C. LE 16 ","79","0.0714245485047026","0.056212532190825","0.0866365648185802"
"Very high transfer dependency","2006","16-34 y.","Couple + C. GT 16 ","21","","",""
"Very high transfer dependency","2006","16-34 y.","Couple + C. LE and GT 16","26","","",""
