"transab_cat2","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","1994","Employed","(1c) basic vocational qualification","30","0.0118772029291639","0.00763230759636624","0.0161220982619616"
"High transfer dependency","1994","Employed","(2b) intermediate general qualification","6","","",""
"High transfer dependency","1994","Employed","(2a) intermediate vocational","29","","",""
"High transfer dependency","1994","Employed","(2c_gen) general maturity certificate","1","","",""
"High transfer dependency","1994","Employed","(2c_voc) vocational maturity certificate","1","","",""
"High transfer dependency","1994","Employed","(3a) lower tertiary education","8","","",""
"High transfer dependency","1994","Employed","(3b) higher tertiary education","4","","",""
"Very high transfer dependency","1994","Not Employed","(0) in school","5","","",""
"Very high transfer dependency","1994","Not Employed","(1a) inadequately completed","21","","",""
"Very high transfer dependency","1994","Not Employed","(1b) general elementary school","43","0.035858631728966","0.0245905635911423","0.0471266998667896"
"Very high transfer dependency","1994","Not Employed","(1c) basic vocational qualification","57","0.035767312398442","0.0265221121793139","0.04501251261757"
"Very high transfer dependency","1994","Not Employed","(2b) intermediate general qualification","5","","",""
"Very high transfer dependency","1994","Not Employed","(2a) intermediate vocational","31","0.050195206749381","0.0317619526165465","0.0686284608822155"
"Very high transfer dependency","1994","Not Employed","(2c_gen) general maturity certificate","5","","",""
"Very high transfer dependency","1994","Not Employed","(2c_voc) vocational maturity certificate","8","","",""
"Very high transfer dependency","1994","Not Employed","(3a) lower tertiary education","7","","",""
"Very high transfer dependency","1994","Not Employed","(3b) higher tertiary education","4","","",""
"Very high transfer dependency","1994","Employed","(0) in school","","","",""
"Very high transfer dependency","1994","Employed","(1a) inadequately completed","","","",""
"Very high transfer dependency","1994","Employed","(1b) general elementary school","7","","",""
"Very high transfer dependency","1994","Employed","(1c) basic vocational qualification","10","","",""
"Very high transfer dependency","1994","Employed","(2b) intermediate general qualification","5","","",""
"Very high transfer dependency","1994","Employed","(2a) intermediate vocational","9","","",""
"Very high transfer dependency","1994","Employed","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1994","Employed","(2c_voc) vocational maturity certificate","3","","",""
"Very high transfer dependency","1994","Employed","(3a) lower tertiary education","1","","",""
"Very high transfer dependency","1994","Employed","(3b) higher tertiary education","1","","",""
"Very low transfer dependency","1995","Not Employed","(0) in school","227","0.89210082272263","0.854243118431984","0.929958527013276"
"Very low transfer dependency","1995","Not Employed","(1a) inadequately completed","231","0.768616135151618","0.720492506481075","0.81673976382216"
"Very low transfer dependency","1995","Not Employed","(1b) general elementary school","915","0.890017530137415","0.871323498647737","0.908711561627092"
"Very low transfer dependency","1995","Not Employed","(1c) basic vocational qualification","1371","0.893237650565254","0.878025164091574","0.908450137038935"
"Very low transfer dependency","1995","Not Employed","(2b) intermediate general qualification","143","0.873543258650244","0.823872925949591","0.923213591350898"
"Very low transfer dependency","1995","Not Employed","(2a) intermediate vocational","421","0.849641635365889","0.819851860903072","0.879431409828706"
"Very low transfer dependency","1995","Not Employed","(2c_gen) general maturity certificate","180","0.869942833462265","0.824664267673663","0.915221399250868"
"Very low transfer dependency","1995","Not Employed","(2c_voc) vocational maturity certificate","116","0.743848256019048","0.675999738635212","0.811696773402883"
"Very low transfer dependency","1995","Not Employed","(3a) lower tertiary education","156","0.859383299217992","0.809954142943432","0.908812455492553"
"Very low transfer dependency","1995","Not Employed","(3b) higher tertiary education","151","0.87502099870596","0.826025427036012","0.924016570375907"
"Very low transfer dependency","1995","Employed","(0) in school","4","","",""
"Very low transfer dependency","1995","Employed","(1a) inadequately completed","297","0.921540484377159","0.892079101870962","0.951001866883357"
"Very low transfer dependency","1995","Employed","(1b) general elementary school","891","0.911613423152273","0.893750162441342","0.929476683863205"
"Very low transfer dependency","1995","Employed","(1c) basic vocational qualification","2333","0.938780126521442","0.929388391655497","0.948171861387388"
"Very low transfer dependency","1995","Employed","(2b) intermediate general qualification","275","0.939215283423985","0.912222689777787","0.966207877070184"
"Very low transfer dependency","1995","Employed","(2a) intermediate vocational","1932","0.947405316534109","0.937803061246178","0.95700757182204"
"Very low transfer dependency","1995","Employed","(2c_gen) general maturity certificate","241","0.969999259752122","0.949020349767346","0.990978169736898"
"Very low transfer dependency","1995","Employed","(2c_voc) vocational maturity certificate","414","0.947932473993892","0.927267789543221","0.968597158444562"
"Very low transfer dependency","1995","Employed","(3a) lower tertiary education","641","0.965411729269096","0.951585379433451","0.979238079104742"
"Very low transfer dependency","1995","Employed","(3b) higher tertiary education","694","0.971747046666784","0.959627275788481","0.983866817545086"
"Low transfer dependency","1995","Not Employed","(0) in school","15","","",""
"Low transfer dependency","1995","Not Employed","(1a) inadequately completed","25","","",""
"Low transfer dependency","1995","Not Employed","(1b) general elementary school","62","0.0361576734492508","0.0250032997193699","0.0473120471791316"
"Low transfer dependency","1995","Not Employed","(1c) basic vocational qualification","97","0.037104133701316","0.0277928739339312","0.0464153934687008"
"Low transfer dependency","1995","Not Employed","(2b) intermediate general qualification","11","","",""
"Low transfer dependency","1995","Not Employed","(2a) intermediate vocational","77","0.0776909902109087","0.0553805017187835","0.100001478703034"
"Low transfer dependency","1995","Not Employed","(2c_gen) general maturity certificate","15","","",""
"Low transfer dependency","1995","Not Employed","(2c_voc) vocational maturity certificate","14","","",""
"Low transfer dependency","1995","Not Employed","(3a) lower tertiary education","17","","",""
"Low transfer dependency","1995","Not Employed","(3b) higher tertiary education","6","","",""
"Low transfer dependency","1995","Employed","(0) in school","","","",""
"Low transfer dependency","1995","Employed","(1a) inadequately completed","16","","",""
"Low transfer dependency","1995","Employed","(1b) general elementary school","55","0.0612712714690529","0.046178787446756","0.0763637554913498"
"Low transfer dependency","1995","Employed","(1c) basic vocational qualification","129","0.0476936324238064","0.0393445987925331","0.0560426660550797"
"Low transfer dependency","1995","Employed","(2b) intermediate general qualification","18","","",""
"Low transfer dependency","1995","Employed","(2a) intermediate vocational","108","0.0365546310177913","0.0284819244739731","0.0446273375616095"
"Low transfer dependency","1995","Employed","(2c_gen) general maturity certificate","10","","",""
"Low transfer dependency","1995","Employed","(2c_voc) vocational maturity certificate","22","","",""
"Low transfer dependency","1995","Employed","(3a) lower tertiary education","26","","",""
"Low transfer dependency","1995","Employed","(3b) higher tertiary education","19","","",""
"High transfer dependency","1995","Not Employed","(0) in school","9","","",""
"High transfer dependency","1995","Not Employed","(1a) inadequately completed","17","","",""
"High transfer dependency","1995","Not Employed","(1b) general elementary school","33","0.0251917656372217","0.0158284243464547","0.0345551069279888"
"High transfer dependency","1995","Not Employed","(1c) basic vocational qualification","35","0.0170511244159655","0.0106736369998197","0.0234286118321114"
"High transfer dependency","1995","Not Employed","(2b) intermediate general qualification","8","","",""
"High transfer dependency","1995","Not Employed","(2a) intermediate vocational","22","","",""
