"transab_cat2","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","2013","Baden-Württemberg","East Germany","","","","","3"
"Very high transfer dependency","2013","Bavaria","West Germany","129","0.0215534620206382","0.0175201623641261","0.0255867616771503","3"
"Very high transfer dependency","2013","Bavaria","East Germany","","","","","3"
"Very high transfer dependency","2013","Berlin","West Germany","72","0.0899010557946301","0.068527313279839","0.111274798309421","3"
"Very high transfer dependency","2013","Berlin","East Germany","34","0.068615139601843","0.0461167317990633","0.0911135474046227","3"
"Very high transfer dependency","2013","Brandenburg","West Germany","","","","","3"
"Very high transfer dependency","2013","Brandenburg","East Germany","115","0.0890298411892197","0.0725343511292889","0.105525331249151","3"
"Very high transfer dependency","2013","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Very high transfer dependency","2013","Mecklenburg-Western Pomerania","East Germany","44","0.0497790916752819","0.0324915963224736","0.0670665870280902","3"
"Very high transfer dependency","2013","Saxony","West Germany","","","","","3"
"Very high transfer dependency","2013","Saxony","East Germany","123","0.0481806877556762","0.0382712132349138","0.0580901622764385","3"
"Very high transfer dependency","2013","Saxony-Anhalt","West Germany","","","","","3"
"Very high transfer dependency","2013","Saxony-Anhalt","East Germany","114","0.0755387160654424","0.0597856749194368","0.091291757211448","3"
"Very high transfer dependency","2013","Thuringia","West Germany","","","","","3"
"Very high transfer dependency","2013","Thuringia","East Germany","54","0.0415230815316941","0.0295190807074605","0.0535270823559277","3"
"Very low transfer dependency","2013","Schleswig-Holstein","West Germany","833","0.852880889042437","0.831696073459207","0.874065704625666","0"
"Very low transfer dependency","2013","Schleswig-Holstein","East Germany","","","","","0"
"Very low transfer dependency","2013","Hamburg","West Germany","465","0.887336511636018","0.861288435750222","0.913384587521814","0"
"Very low transfer dependency","2013","Hamburg","East Germany","","","","","0"
"Very low transfer dependency","2013","Lower Saxony","West Germany","2396","0.87708774814408","0.865231403099537","0.888944093188624","0"
"Very low transfer dependency","2013","Lower Saxony","East Germany","","","","","0"
"Very low transfer dependency","2013","Bremen","West Germany","159","0.677849533053617","0.61921557512691","0.736483490980323","0"
"Very low transfer dependency","2013","Bremen","East Germany","","","","","0"
"Very low transfer dependency","2013","North Rhine-Westphalia","West Germany","5208","0.874469782135918","0.866409090873666","0.882530473398169","0"
"Very low transfer dependency","2013","North Rhine-Westphalia","East Germany","","","","","0"
"Very low transfer dependency","2013","Hesse","West Germany","1860","0.89072858895047","0.877762569431333","0.903694608469606","0"
"Very low transfer dependency","2013","Hesse","East Germany","","","","","0"
"Very low transfer dependency","2013","Rhineland-Palatinate,Saarland","West Germany","1559","0.906966796657137","0.893566198955608","0.920367394358666","0"
"Very low transfer dependency","2013","Bavaria","West Germany","4407","0.914301647961049","0.906527292275314","0.922076003646783","0"
"Very low transfer dependency","2013","Bavaria","East Germany","","","","","0"
"Very low transfer dependency","2013","Berlin","West Germany","484","0.76597189960063","0.734334972458822","0.797608826742438","0"
"Very low transfer dependency","2013","Berlin","East Germany","382","0.829269966100523","0.795782664518818","0.862757267682229","0"
"Very low transfer dependency","2013","Brandenburg","West Germany","","","","","0"
"Very low transfer dependency","2013","Brandenburg","East Germany","857","0.826610282025444","0.804681858058343","0.848538705992546","0"
"Very low transfer dependency","2013","Mecklenburg-Western Pomerania","West Germany","","","","","0"
"Very low transfer dependency","2013","Mecklenburg-Western Pomerania","East Germany","445","0.812264236276564","0.781224467733171","0.843304004819958","0"
"Very low transfer dependency","2013","Saxony","West Germany","","","","","0"
"Very low transfer dependency","2013","Saxony","East Germany","1434","0.850912902864519","0.834431299609492","0.867394506119546","0"
"Very low transfer dependency","2013","Baden-Württemberg","West Germany","3379","0.918109370919089","0.909440207044941","0.926778534793236","0"
"Very low transfer dependency","2013","Baden-Württemberg","East Germany","","","","","0"
"Very low transfer dependency","2013","Rhineland-Palatinate,Saarland","East Germany","","","","","0"
"Very low transfer dependency","2013","Saxony-Anhalt","West Germany","","","","","0"
"Very low transfer dependency","2013","Thuringia","West Germany","","","","","0"
"Very low transfer dependency","2013","Thuringia","East Germany","858","0.841194870227337","0.819202554061112","0.863187186393561","0"
"Very low transfer dependency","2013","Saxony-Anhalt","East Germany","803","0.789056821654328","0.764736342549615","0.813377300759041","0"
"High transfer dependency","2014","Schleswig-Holstein","West Germany","52","0.054659310940164","0.0401509451571029","0.0691676767232251","2"
"High transfer dependency","2014","Schleswig-Holstein","East Germany","","","","","2"
"High transfer dependency","2014","Hamburg","East Germany","","","","","2"
"High transfer dependency","2014","Lower Saxony","West Germany","146","0.0305036617625202","0.0239425494688652","0.0370647740561751","2"
"High transfer dependency","2014","Lower Saxony","East Germany","","","","","2"
"High transfer dependency","2014","Hamburg","West Germany","21","","","","2"
"High transfer dependency","2014","Bremen","West Germany","22","","","","2"
"High transfer dependency","2014","Bremen","East Germany","","","","","2"
"High transfer dependency","2014","North Rhine-Westphalia","West Germany","243","0.025428323479823","0.0213562081067195","0.0295004388529265","2"
"High transfer dependency","2014","North Rhine-Westphalia","East Germany","","","","","2"
"High transfer dependency","2014","Hesse","West Germany","67","0.0274301377607454","0.020131867268803","0.0347284082526878","2"
"High transfer dependency","2014","Hesse","East Germany","","","","","2"
"High transfer dependency","2014","Rhineland-Palatinate,Saarland","West Germany","52","0.0187983675047734","0.0122011608307065","0.0253955741788402","2"
"High transfer dependency","2014","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"High transfer dependency","2014","Baden-Württemberg","West Germany","79","0.0149649284607106","0.0108155855860412","0.01911427133538","2"
"High transfer dependency","2014","Baden-Württemberg","East Germany","","","","","2"
"High transfer dependency","2014","Bavaria","West Germany","97","0.0145892474297484","0.0110793953407204","0.0180990995187764","2"
"High transfer dependency","2014","Bavaria","East Germany","","","","","2"
"High transfer dependency","2014","Berlin","West Germany","36","0.056923759174009","0.0380999814102711","0.0757475369377468","2"
"High transfer dependency","2014","Berlin","East Germany","32","0.0722744189813106","0.047742683282928","0.0968061546796931","2"
"High transfer dependency","2014","Brandenburg","West Germany","","","","","2"
"High transfer dependency","2014","Brandenburg","East Germany","62","0.0466528622082943","0.0338294088224353","0.0594763155941533","2"
"High transfer dependency","2014","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"High transfer dependency","2014","Saxony","West Germany","","","","","2"
"High transfer dependency","2014","Saxony","East Germany","86","0.0455473458167947","0.0354160954774326","0.0556785961561569","2"
"High transfer dependency","2014","Mecklenburg-Western Pomerania","East Germany","34","0.0418527459688332","0.0253113559410823","0.058394135996584","2"
"High transfer dependency","2014","Saxony-Anhalt","West Germany","","","","","2"
"High transfer dependency","2014","Saxony-Anhalt","East Germany","64","0.0582431066358242","0.0435649900325312","0.0729212232391171","2"
"High transfer dependency","2014","Thuringia","West Germany","","","","","2"
"High transfer dependency","2014","Thuringia","East Germany","44","0.037498810667496","0.0258112345013083","0.0491863868336837","2"
"Low transfer dependency","2014","Schleswig-Holstein","East Germany","","","","","1"
"Low transfer dependency","2014","Hamburg","West Germany","27","","","","1"
"Low transfer dependency","2014","Hamburg","East Germany","","","","","1"
"Low transfer dependency","2014","Lower Saxony","West Germany","224","0.0670607617174569","0.0575176651911906","0.0766038582437232","1"
"Low transfer dependency","2014","Lower Saxony","East Germany","","","","","1"
"Low transfer dependency","2014","Bremen","West Germany","17","","","","1"
"Low transfer dependency","2014","Bremen","East Germany","","","","","1"
"Low transfer dependency","2014","North Rhine-Westphalia","West Germany","490","0.0608614837649835","0.0546771857198036","0.0670457818101634","1"
"Low transfer dependency","2014","North Rhine-Westphalia","East Germany","","","","","1"
"Low transfer dependency","2014","Schleswig-Holstein","West Germany","110","0.0668114888697959","0.0508746379045778","0.0827483398350139","1"
"Low transfer dependency","2014","Hesse","West Germany","136","0.0459122682370149","0.0365602770814138","0.0552642593926161","1"
"Low transfer dependency","2014","Hesse","East Germany","","","","","1"
"Low transfer dependency","2014","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Low transfer dependency","2014","Rhineland-Palatinate,Saarland","West Germany","121","0.0535913480038083","0.0426515933471532","0.0645311026604635","1"
"Low transfer dependency","2014","Baden-Württemberg","West Germany","197","0.0410420439807393","0.0342620325149146","0.047822055446564","1"
"Low transfer dependency","2014","Baden-Württemberg","East Germany","","","","","1"
"Low transfer dependency","2014","Bavaria","West Germany","281","0.0487129574840412","0.042411489110036","0.0550144258580464","1"
"Low transfer dependency","2014","Bavaria","East Germany","","","","","1"
"Low transfer dependency","2014","Berlin","West Germany","55","0.0989744828833844","0.0747130322464899","0.123235933520279","1"
"Low transfer dependency","2014","Brandenburg","East Germany","103","0.0652282118950955","0.0502137126562485","0.0802427111339426","1"
"Low transfer dependency","2014","Berlin","East Germany","43","0.105172353367702","0.0761089346205062","0.134235772114897","1"
"Low transfer dependency","2014","Brandenburg","West Germany","","","","","1"
"Low transfer dependency","2014","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Low transfer dependency","2014","Mecklenburg-Western Pomerania","East Germany","58","0.0668709189136066","0.0462369200918326","0.0875049177353805","1"
"Low transfer dependency","2014","Saxony","East Germany","122","0.0516318366462165","0.0408795314075244","0.0623841418849086","1"
"Low transfer dependency","2014","Saxony","West Germany","","","","","1"
"Low transfer dependency","2014","Saxony-Anhalt","West Germany","","","","","1"
"Low transfer dependency","2014","Thuringia","East Germany","92","0.0849408737546624","0.0677895355687907","0.102092211940534","1"
"Low transfer dependency","2014","Thuringia","West Germany","","","","","1"
"Low transfer dependency","2014","Saxony-Anhalt","East Germany","107","0.0754608004520241","0.0589068354672777","0.0920147654367705","1"
"Very high transfer dependency","2014","Schleswig-Holstein","West Germany","65","0.0406166550480158","0.0280175293346091","0.0532157807614226","3"
"Very high transfer dependency","2014","Schleswig-Holstein","East Germany","","","","","3"
"Very high transfer dependency","2014","Hamburg","West Germany","16","","","","3"
"Very high transfer dependency","2014","Hamburg","East Germany","","","","","3"
"Very high transfer dependency","2014","Lower Saxony","West Germany","136","0.0372327342196276","0.0300091703201272","0.0444562981191279","3"
"Very high transfer dependency","2014","Lower Saxony","East Germany","","","","","3"
"Very high transfer dependency","2014","Bremen","West Germany","33","0.0834038056596337","0.0460969349493145","0.120710676369953","3"
"Very high transfer dependency","2014","Bremen","East Germany","","","","","3"
"Very high transfer dependency","2014","North Rhine-Westphalia","West Germany","336","0.0425830172818115","0.0373599803545213","0.0478060542091017","3"
"Very high transfer dependency","2014","North Rhine-Westphalia","East Germany","","","","","3"
"Very high transfer dependency","2014","Hesse","West Germany","101","0.0511797056665947","0.041333102585358","0.0610263087478314","3"
"Very high transfer dependency","2014","Hesse","East Germany","","","","","3"
"Very high transfer dependency","2014","Rhineland-Palatinate,Saarland","West Germany","78","0.0372053889385193","0.0280116823244272","0.0463990955526113","3"
"Very high transfer dependency","2014","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Very high transfer dependency","2014","Baden-Württemberg","West Germany","87","0.0206676585049706","0.0158055254292403","0.0255297915807009","3"
"Very high transfer dependency","2014","Baden-Württemberg","East Germany","","","","","3"
"Very high transfer dependency","2014","Bavaria","West Germany","118","0.0221377351267797","0.0178307917843819","0.0264446784691775","3"
"Very high transfer dependency","2014","Bavaria","East Germany","","","","","3"
"Very high transfer dependency","2014","Berlin","West Germany","56","0.0806486456704411","0.0585265687468653","0.102770722594017","3"
"Very high transfer dependency","2014","Berlin","East Germany","20","","","","3"
"Very high transfer dependency","2014","Brandenburg","West Germany","","","","","3"
"Very high transfer dependency","2014","Brandenburg","East Germany","69","0.0674219261059235","0.0521749578857647","0.0826688943260822","3"
"Very high transfer dependency","2014","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Very high transfer dependency","2014","Mecklenburg-Western Pomerania","East Germany","41","0.0663362721985463","0.0457790387215676","0.086893505675525","3"
"Very high transfer dependency","2014","Saxony","West Germany","","","","","3"
"Very high transfer dependency","2014","Saxony","East Germany","85","0.0492114758564508","0.0387008282637746","0.0597221234491271","3"
"Very high transfer dependency","2014","Saxony-Anhalt","West Germany","","","","","3"
"Very high transfer dependency","2014","Saxony-Anhalt","East Germany","76","0.0834969812821199","0.0661596997828761","0.100834262781364","3"
"Very high transfer dependency","2014","Thuringia","West Germany","","","","","3"
"Very high transfer dependency","2014","Thuringia","East Germany","55","0.0532829837405821","0.0394658032816708","0.0671001641994934","3"
"Very low transfer dependency","2014","Schleswig-Holstein","West Germany","716","0.837912545142024","0.814390975894255","0.861434114389793","0"
"Very low transfer dependency","2014","Schleswig-Holstein","East Germany","","","","","0"
"Very low transfer dependency","2014","Hamburg","West Germany","388","0.883907951020779","0.854376578495615","0.913439323545942","0"
"Very low transfer dependency","2014","Hamburg","East Germany","","","","","0"
"Very low transfer dependency","2014","Lower Saxony","West Germany","2133","0.865202842300395","0.852173342844402","0.878232341756389","0"
"Very low transfer dependency","2014","Lower Saxony","East Germany","","","","","0"
"Very low transfer dependency","2014","Bremen","West Germany","139","0.671973976677538","0.608625344772746","0.73532260858233","0"
"Very low transfer dependency","2014","Bremen","East Germany","","","","","0"
"Very low transfer dependency","2014","North Rhine-Westphalia","West Germany","4672","0.871127175473382","0.862460036263001","0.879794314683763","0"
"Very low transfer dependency","2014","North Rhine-Westphalia","East Germany","","","","","0"
"Very low transfer dependency","2014","Hesse","West Germany","1620","0.875477888335645","0.860724513163474","0.890231263507816","0"
"Very low transfer dependency","2014","Hesse","East Germany","","","","","0"
"Very low transfer dependency","2014","Rhineland-Palatinate,Saarland","West Germany","1377","0.890404895552899","0.875230540633116","0.905579250472683","0"
"Very low transfer dependency","2014","Bavaria","West Germany","3987","0.914560059959431","0.906377290705593","0.922742829213269","0"
"Very low transfer dependency","2014","Bavaria","East Germany","","","","","0"
"Very low transfer dependency","2014","Berlin","West Germany","435","0.763453112272166","0.728927896393133","0.797978328151198","0"
"Very low transfer dependency","2014","Berlin","East Germany","333","0.774062576452066","0.734443136873355","0.813682016030777","0"
"Very low transfer dependency","2014","Brandenburg","West Germany","","","","","0"
"Very low transfer dependency","2014","Brandenburg","East Germany","805","0.820696999790687","0.797371792157113","0.844022207424261","0"
"Very low transfer dependency","2014","Mecklenburg-Western Pomerania","West Germany","","","","","0"
"Very low transfer dependency","2014","Mecklenburg-Western Pomerania","East Germany","430","0.824940062919014","0.793549545428486","0.856330580409542","0"
"Very low transfer dependency","2014","Saxony","West Germany","","","","","0"
"Very low transfer dependency","2014","Saxony","East Germany","1334","0.853609341680538","0.83643260823857","0.870786075122505","0"
"Very low transfer dependency","2014","Rhineland-Palatinate,Saarland","East Germany","","","","","0"
"Very low transfer dependency","2014","Baden-Württemberg","East Germany","","","","","0"
"Very low transfer dependency","2014","Baden-Württemberg","West Germany","2926","0.92332536905358","0.914232113729134","0.932418624378025","0"
"Very low transfer dependency","2014","Thuringia","East Germany","824","0.824277331837259","0.800863869413034","0.847690794261485","0"
"Very low transfer dependency","2014","Saxony-Anhalt","West Germany","","","","","0"
"Very low transfer dependency","2014","Saxony-Anhalt","East Germany","731","0.782799111630032","0.756956605718122","0.808641617541942","0"
"Very low transfer dependency","2014","Thuringia","West Germany","","","","","0"
"High transfer dependency","2015","Hamburg","East Germany","","","","","2"
"High transfer dependency","2015","Lower Saxony","West Germany","109","0.0304904074047686","0.0239480067763179","0.0370328080332194","2"
"High transfer dependency","2015","Schleswig-Holstein","West Germany","51","0.0403890104470824","0.0275484662879935","0.0532295546061713","2"
"High transfer dependency","2015","Schleswig-Holstein","East Germany","","","","","2"
"High transfer dependency","2015","Lower Saxony","East Germany","","","","","2"
"High transfer dependency","2015","Hamburg","West Germany","20","","","","2"
"High transfer dependency","2015","Bremen","West Germany","11","","","","2"
"High transfer dependency","2015","Bremen","East Germany","","","","","2"
"High transfer dependency","2015","North Rhine-Westphalia","West Germany","272","0.0300934440271323","0.0256563143551649","0.0345305736990997","2"
"High transfer dependency","2015","North Rhine-Westphalia","East Germany","","","","","2"
"High transfer dependency","2015","Hesse","West Germany","80","0.0299045042125965","0.0222760024792073","0.0375330059459856","2"
"High transfer dependency","2015","Hesse","East Germany","","","","","2"
"High transfer dependency","2015","Rhineland-Palatinate,Saarland","West Germany","59","0.0231519990021614","0.0158847024347132","0.0304192955696097","2"
"High transfer dependency","2015","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"High transfer dependency","2015","Baden-Württemberg","West Germany","65","0.0198444210764729","0.0150781045588772","0.0246107375940686","2"
"High transfer dependency","2015","Baden-Württemberg","East Germany","","","","","2"
"High transfer dependency","2015","Bavaria","West Germany","93","0.0169510939261908","0.0131710616222992","0.0207311262300823","2"
"High transfer dependency","2015","Bavaria","East Germany","","","","","2"
"High transfer dependency","2015","Berlin","West Germany","32","0.0414581759362854","0.0249769101943496","0.0579394416782212","2"
"High transfer dependency","2015","Berlin","East Germany","26","","","","2"
"High transfer dependency","2015","Brandenburg","West Germany","","","","","2"
"High transfer dependency","2015","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"High transfer dependency","2015","Brandenburg","East Germany","43","0.0323778692912062","0.0215367245748369","0.0432190140075754","2"
"High transfer dependency","2015","Mecklenburg-Western Pomerania","East Germany","28","","","","2"
"High transfer dependency","2015","Saxony","West Germany","","","","","2"
"High transfer dependency","2015","Saxony","East Germany","61","0.0289700642027852","0.0206497892591163","0.0372903391464542","2"
"High transfer dependency","2015","Saxony-Anhalt","East Germany","59","0.0353534628001733","0.023328490732322","0.0473784348680246","2"
"High transfer dependency","2015","Thuringia","East Germany","57","0.0568443456676827","0.04239177985261","0.0712969114827553","2"
"High transfer dependency","2015","Saxony-Anhalt","West Germany","","","","","2"
"High transfer dependency","2015","Thuringia","West Germany","","","","","2"
"Low transfer dependency","2015","Hamburg","East Germany","","","","","1"
"Low transfer dependency","2015","Lower Saxony","West Germany","191","0.0488534695690229","0.0406508817944201","0.0570560573436257","1"
"Low transfer dependency","2015","Lower Saxony","East Germany","","","","","1"
"Low transfer dependency","2015","Bremen","West Germany","20","","","","1"
"Low transfer dependency","2015","Bremen","East Germany","","","","","1"
"Low transfer dependency","2015","North Rhine-Westphalia","West Germany","396","0.0515574421840882","0.0458142622220602","0.0573006221461161","1"
"Low transfer dependency","2015","North Rhine-Westphalia","East Germany","","","","","1"
"Low transfer dependency","2015","Hesse","West Germany","132","0.0382606378305071","0.0296691476044634","0.0468521280565508","1"
"Low transfer dependency","2015","Rhineland-Palatinate,Saarland","West Germany","112","0.0481429127754571","0.0377982295758144","0.0584875959750999","1"
"Low transfer dependency","2015","Hesse","East Germany","","","","","1"
"Low transfer dependency","2015","Hamburg","West Germany","15","","","","1"
"Low transfer dependency","2015","Schleswig-Holstein","West Germany","69","0.0470669572696263","0.0332537836446331","0.0608801308946194","1"
"Low transfer dependency","2015","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Low transfer dependency","2015","Schleswig-Holstein","East Germany","","","","","1"
"Low transfer dependency","2015","Baden-Württemberg","West Germany","216","0.0415756828023008","0.0347536349472761","0.0483977306573255","1"
"Low transfer dependency","2015","Baden-Württemberg","East Germany","","","","","1"
"Low transfer dependency","2015","Bavaria","West Germany","243","0.0462141687954963","0.0400663353901331","0.0523620022008595","1"
"Low transfer dependency","2015","Bavaria","East Germany","","","","","1"
"Low transfer dependency","2015","Berlin","West Germany","41","0.102144305325734","0.0771068444544582","0.127181766197009","1"
"Low transfer dependency","2015","Brandenburg","West Germany","","","","","1"
"Low transfer dependency","2015","Berlin","East Germany","40","0.0782982910077791","0.0532256470161065","0.103370934999452","1"
"Low transfer dependency","2015","Brandenburg","East Germany","103","0.0730311900558064","0.0570949867262891","0.0889673933853237","1"
"Low transfer dependency","2015","Mecklenburg-Western Pomerania","East Germany","57","0.0881449509913588","0.064747412902883","0.111542489079835","1"
"Low transfer dependency","2015","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Low transfer dependency","2015","Saxony","West Germany","","","","","1"
"Low transfer dependency","2015","Saxony","East Germany","130","0.0584100696549121","0.0467762747230248","0.0700438645867995","1"
"Low transfer dependency","2015","Thuringia","West Germany","","","","","1"
"Low transfer dependency","2015","Thuringia","East Germany","83","0.0654305595889763","0.0499955913990419","0.0808655277789107","1"
"Low transfer dependency","2015","Saxony-Anhalt","West Germany","","","","","1"
"Low transfer dependency","2015","Saxony-Anhalt","East Germany","79","0.0961140939679562","0.0769214707411612","0.115306717194751","1"
"Very high transfer dependency","2015","Schleswig-Holstein","West Germany","63","0.054311712661132","0.0395299927125842","0.0690934326096798","3"
"Very high transfer dependency","2015","Schleswig-Holstein","East Germany","","","","","3"
"Very high transfer dependency","2015","Hamburg","West Germany","23","","","","3"
"Very high transfer dependency","2015","Hamburg","East Germany","","","","","3"
"Very high transfer dependency","2015","Lower Saxony","West Germany","169","0.0404723550122793","0.0329736296185555","0.0479710804060032","3"
"Very high transfer dependency","2015","Lower Saxony","East Germany","","","","","3"
"Very high transfer dependency","2015","Bremen","West Germany","37","0.205232916838529","0.148254171607473","0.262211662069586","3"
"Very high transfer dependency","2015","Bremen","East Germany","","","","","3"
"Very high transfer dependency","2015","North Rhine-Westphalia","West Germany","417","0.045757617877765","0.0403305871419389","0.0511846486135912","3"
"Very high transfer dependency","2015","North Rhine-Westphalia","East Germany","","","","","3"
"Very high transfer dependency","2015","Hesse","West Germany","85","0.0427503773989911","0.0336900001624195","0.0518107546355627","3"
"Very high transfer dependency","2015","Hesse","East Germany","","","","","3"
"Very high transfer dependency","2015","Rhineland-Palatinate,Saarland","West Germany","70","0.0351886468166575","0.0262845960868969","0.0440926975464182","3"
"Very high transfer dependency","2015","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Very high transfer dependency","2015","Baden-Württemberg","West Germany","93","0.0196420046998404","0.0148995694816388","0.024384439918042","3"
"Very high transfer dependency","2015","Baden-Württemberg","East Germany","","","","","3"
"Very high transfer dependency","2015","Bavaria","West Germany","108","0.0155930564083293","0.011965100141753","0.0192210126749057","3"
"Very high transfer dependency","2015","Bavaria","East Germany","","","","","3"
"Very high transfer dependency","2015","Berlin","West Germany","61","0.105837384098766","0.0804037899956938","0.131270978201838","3"
"Very high transfer dependency","2015","Berlin","East Germany","25","","","","3"
"Very high transfer dependency","2015","Brandenburg","West Germany","","","","","3"
"Very high transfer dependency","2015","Brandenburg","East Germany","70","0.0616094549513444","0.0468824779806647","0.076336431922024","3"
"Very high transfer dependency","2015","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Very high transfer dependency","2015","Mecklenburg-Western Pomerania","East Germany","51","0.0748853421516145","0.0531630960705148","0.0966075882327143","3"
"Very high transfer dependency","2015","Saxony","West Germany","","","","","3"
"Very high transfer dependency","2015","Saxony","East Germany","90","0.0455221178648704","0.0351816353764714","0.0558626003532694","3"
"Very high transfer dependency","2015","Saxony-Anhalt","West Germany","","","","","3"
"Very high transfer dependency","2015","Saxony-Anhalt","East Germany","80","0.0967740462199686","0.0775226759877413","0.116025416452196","3"
"Very high transfer dependency","2015","Thuringia","West Germany","","","","","3"
"Very high transfer dependency","2015","Thuringia","East Germany","35","0.0339394080626153","0.0226371830690239","0.0452416330562066","3"
"Very low transfer dependency","2015","Schleswig-Holstein","West Germany","720","0.858232319622159","0.83548159334843","0.880983045895889","0"
"Very low transfer dependency","2015","Schleswig-Holstein","East Germany","","","","","0"
"Very low transfer dependency","2015","Hamburg","West Germany","408","0.887326559238219","0.858618247631721","0.916034870844717","0"
"Very low transfer dependency","2015","Hamburg","East Germany","","","","","0"
"Very low transfer dependency","2015","Lower Saxony","West Germany","2184","0.880183768013929","0.86782645713799","0.892541078889869","0"
"Very low transfer dependency","2015","Lower Saxony","East Germany","","","","","0"
"Very low transfer dependency","2015","Bremen","West Germany","125","0.684862337303465","0.61932010436191","0.750404570245021","0"
"Very low transfer dependency","2015","Bremen","East Germany","","","","","0"
"Very low transfer dependency","2015","North Rhine-Westphalia","West Germany","4610","0.872591495911014","0.863931734570392","0.881251257251637","0"
"Very low transfer dependency","2015","North Rhine-Westphalia","East Germany","","","","","0"
"Very low transfer dependency","2015","Hesse","West Germany","1618","0.889084480557905","0.875019751339183","0.903149209776628","0"
"Very low transfer dependency","2015","Hesse","East Germany","","","","","0"
"Very low transfer dependency","2015","Rhineland-Palatinate,Saarland","West Germany","1404","0.893516441405724","0.878610558946893","0.908422323864555","0"
"Very low transfer dependency","2015","Bavaria","East Germany","","","","","0"
"Very low transfer dependency","2015","Berlin","West Germany","428","0.750560134639215","0.714787114115232","0.786333155163198","0"
"Very low transfer dependency","2015","Berlin","East Germany","350","0.827875190696217","0.792643542037583","0.86310683935485","0"
"Very low transfer dependency","2015","Brandenburg","West Germany","","","","","0"
"Very low transfer dependency","2015","Brandenburg","East Germany","808","0.832981485701643","0.810136121021106","0.85582685038218","0"
"Very low transfer dependency","2015","Mecklenburg-Western Pomerania","West Germany","","","","","0"
"Very low transfer dependency","2015","Mecklenburg-Western Pomerania","East Germany","428","0.803240792871053","0.770431342957223","0.836050242784883","0"
"Very low transfer dependency","2015","Saxony","West Germany","","","","","0"
"Very low transfer dependency","2015","Saxony","East Germany","1280","0.867097748277432","0.850257564049936","0.883937932504928","0"
"Very low transfer dependency","2015","Baden-Württemberg","East Germany","","","","","0"
"Very low transfer dependency","2015","Bavaria","West Germany","4036","0.921241680869984","0.913354095133946","0.929129266606021","0"
"Very low transfer dependency","2015","Rhineland-Palatinate,Saarland","East Germany","","","","","0"
"Very low transfer dependency","2015","Baden-Württemberg","West Germany","2915","0.918937891421386","0.909610328609891","0.928265454232881","0"
"Very low transfer dependency","2015","Saxony-Anhalt","West Germany","","","","","0"
"Very low transfer dependency","2015","Saxony-Anhalt","East Germany","688","0.771758397011902","0.744429501617657","0.799087292406146","0"
"Very low transfer dependency","2015","Thuringia","East Germany","811","0.843785686680726","0.821124318720192","0.86644705464126","0"
"Very low transfer dependency","2015","Thuringia","West Germany","","","","","0"
"High transfer dependency","2016","Hamburg","East Germany","","","","","2"
"High transfer dependency","2016","Lower Saxony","West Germany","90","0.0269572431770743","0.0205217662612858","0.0333927200928628","2"
"High transfer dependency","2016","Lower Saxony","East Germany","","","","","2"
"High transfer dependency","2016","Schleswig-Holstein","West Germany","33","0.0258857039034436","0.0150696742132481","0.036701733593639","2"
"High transfer dependency","2016","Schleswig-Holstein","East Germany","","","","","2"
"High transfer dependency","2016","Hamburg","West Germany","11","","","","2"
"High transfer dependency","2016","Bremen","West Germany","13","","","","2"
"High transfer dependency","2016","Bremen","East Germany","","","","","2"
"High transfer dependency","2016","North Rhine-Westphalia","West Germany","228","0.0306042948661241","0.0259110132624636","0.0352975764697846","2"
"High transfer dependency","2016","North Rhine-Westphalia","East Germany","","","","","2"
"High transfer dependency","2016","Hesse","West Germany","53","0.0392072037581738","0.0298451235333214","0.0485692839830263","2"
"High transfer dependency","2016","Hesse","East Germany","","","","","2"
"High transfer dependency","2016","Rhineland-Palatinate,Saarland","West Germany","51","0.0206486175667422","0.0134665354586395","0.0278306996748449","2"
"High transfer dependency","2016","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"High transfer dependency","2016","Baden-Württemberg","West Germany","57","0.020426021464007","0.015286625152598","0.025565417775416","2"
"High transfer dependency","2016","Baden-Württemberg","East Germany","","","","","2"
"High transfer dependency","2016","Bavaria","West Germany","76","0.0125841988417639","0.00912019373211382","0.0160482039514139","2"
"High transfer dependency","2016","Bavaria","East Germany","","","","","2"
"High transfer dependency","2016","Berlin","West Germany","21","","","","2"
"High transfer dependency","2016","Berlin","East Germany","27","","","","2"
"High transfer dependency","2016","Brandenburg","East Germany","16","","","","2"
"High transfer dependency","2016","Mecklenburg-Western Pomerania","East Germany","27","","","","2"
"High transfer dependency","2016","Brandenburg","West Germany","","","","","2"
