"transab_cat2","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","2012","Single parent ","Male","47","0.0538814677967084","0.0361803551448177","0.0715825804485992"
"High transfer dependency","2012","Single parent ","Female","327","0.119443544107089","0.106140376015256","0.132746712198922"
"High transfer dependency","2012","Couple + C. LE 16 ","Male","141","0.0330125526611309","0.0270746472668977","0.0389504580553641"
"High transfer dependency","2012","Couple + C. LE 16 ","Female","164","0.0367553187042211","0.0307546036469891","0.0427560337614532"
"High transfer dependency","2012","Couple + C. GT 16 ","Male","45","0.0266888473768961","0.0190250827059549","0.0343526120478373"
"High transfer dependency","2012","Couple + C. GT 16 ","Female","30","0.0192289334129174","0.0123409833009313","0.0261168835249035"
"High transfer dependency","2012","Couple + C. LE and GT 16","Male","60","0.0453637037215074","0.0332087833025485","0.0575186241404662"
"High transfer dependency","2012","Couple + C. LE and GT 16","Female","59","0.0407902974499395","0.0292316492031079","0.052348945696771"
"Very high transfer dependency","2012","1-pers.-HH","Male","138","0.0909583301347631","0.0767572640950471","0.105159396174479"
"Very high transfer dependency","2012","1-pers.-HH","Female","121","0.0512926516347352","0.0420070048445152","0.0605782984249553"
"Very high transfer dependency","2012","(Married) couple without C. ","Male","50","0.0106149867998264","0.00746385134003838","0.0137661222596144"
"Very high transfer dependency","2012","(Married) couple without C. ","Female","49","0.00926973055449025","0.0063441950802493","0.0121952660287312"
"Very high transfer dependency","2012","Single parent ","Male","67","0.0705838440461574","0.0505037452880445","0.0906639428042703"
"Very high transfer dependency","2012","Single parent ","Female","404","0.145101269264137","0.130653923154972","0.159548615373303"
"Very high transfer dependency","2012","Couple + C. LE 16 ","Male","160","0.0386000230778842","0.032197824537688","0.0450022216180804"
"Very high transfer dependency","2012","Couple + C. LE 16 ","Female","161","0.0343063183839154","0.028501597384475","0.0401110393833558"
"Very high transfer dependency","2012","Couple + C. GT 16 ","Male","8","","",""
"Very high transfer dependency","2012","Couple + C. GT 16 ","Female","8","","",""
"Very high transfer dependency","2012","Couple + C. LE and GT 16","Male","41","0.0311626416412062","0.0210136833682175","0.041311599914195"
"Very high transfer dependency","2012","Couple + C. LE and GT 16","Female","38","0.0297126905131259","0.0197908327895193","0.0396345482367324"
"Very low transfer dependency","2013","1-pers.-HH","Male","1383","0.820460852151564","0.80224845596432","0.838673248338808"
"Very low transfer dependency","2013","1-pers.-HH","Female","1906","0.879290178269108","0.865719651749887","0.892860704788329"
"Very low transfer dependency","2013","(Married) couple without C. ","Male","3940","0.949060520962354","0.942432159698393","0.955688882226316"
"Very low transfer dependency","2013","(Married) couple without C. ","Female","4008","0.950503669704536","0.944019142972113","0.95698819643696"
"Very low transfer dependency","2013","Single parent ","Male","471","0.691960029858839","0.658166578118606","0.725753481599071"
"Very low transfer dependency","2013","Single parent ","Female","1296","0.593463351307952","0.573799848808387","0.613126853807517"
"Very low transfer dependency","2013","Couple + C. LE 16 ","Male","3047","0.825892468185195","0.813915914544991","0.8378690218254"
"Very low transfer dependency","2013","Couple + C. LE 16 ","Female","3317","0.812442026733267","0.80069503359826","0.824189019868275"
"Very low transfer dependency","2013","Couple + C. GT 16 ","Male","1670","0.923377598128774","0.911227249351547","0.935527946906"
"Very low transfer dependency","2013","Couple + C. GT 16 ","Female","1544","0.937212201142723","0.925629636451805","0.948794765833641"
"Very low transfer dependency","2013","Couple + C. LE and GT 16","Male","1063","0.858740992162029","0.840085918186013","0.877396066138045"
"Very low transfer dependency","2013","Couple + C. LE and GT 16","Female","1108","0.834426063462861","0.815079675475516","0.853772451450207"
"Low transfer dependency","2013","1-pers.-HH","Male","92","0.0457643315765233","0.0358480246057233","0.0556806385473233"
"Low transfer dependency","2013","1-pers.-HH","Female","109","0.0468177331162922","0.038018345466679","0.0556171207659054"
"Low transfer dependency","2013","(Married) couple without C. ","Male","131","0.025414584295331","0.0206701610363969","0.030159007554265"
"Low transfer dependency","2013","(Married) couple without C. ","Female","133","0.024905559060294","0.0202466270448538","0.0295644910757341"
"Low transfer dependency","2013","Single parent ","Male","85","0.147311670331113","0.121369742330234","0.173253598331992"
"Low transfer dependency","2013","Single parent ","Female","342","0.142947118374945","0.128934942291528","0.156959294458362"
"Low transfer dependency","2013","Couple + C. LE 16 ","Male","436","0.0958474117375471","0.086549778909863","0.105145044565231"
"Low transfer dependency","2013","Couple + C. LE 16 ","Female","514","0.107518784466264","0.0981968837329775","0.116840685199551"
"Low transfer dependency","2013","Couple + C. GT 16 ","Male","95","0.055361994739871","0.0449157602866039","0.0658082291931381"
"Low transfer dependency","2013","Couple + C. GT 16 ","Female","77","0.0428851644882928","0.0332116630073534","0.0525586659692323"
"Low transfer dependency","2013","Couple + C. LE and GT 16","Male","145","0.066119727384824","0.0528100070428591","0.0794294477267889"
"Low transfer dependency","2013","Couple + C. LE and GT 16","Female","170","0.0834303913574879","0.0690372747975943","0.0978235079173815"
"High transfer dependency","2013","1-pers.-HH","Male","65","0.0429894188962953","0.0333644854604538","0.0526143523321369"
"High transfer dependency","2013","1-pers.-HH","Female","57","0.0213956913654469","0.0153683469764387","0.0274230357544552"
"High transfer dependency","2013","(Married) couple without C. ","Male","66","0.0112501631177398","0.00807069415957372","0.0144296320759059"
"High transfer dependency","2013","(Married) couple without C. ","Female","73","0.0130653291275447","0.00967048947927385","0.0164601687758156"
"High transfer dependency","2013","Single parent ","Male","76","0.0800081880370627","0.060149629942785","0.0998667461313405"
"High transfer dependency","2013","Single parent ","Female","328","0.116034621603204","0.103213515419655","0.128855727786752"
"High transfer dependency","2013","Couple + C. LE 16 ","Male","163","0.031493755419492","0.0259777489160197","0.0370097619229643"
"High transfer dependency","2013","Couple + C. LE 16 ","Female","200","0.0381816879755649","0.0324148620567956","0.0439485138943341"
"High transfer dependency","2013","Couple + C. GT 16 ","Male","40","0.0136747099360097","0.00836964941591423","0.0189797704561052"
"High transfer dependency","2013","Couple + C. GT 16 ","Female","30","0.0118971159529438","0.00672021245940582","0.0170740194464818"
"High transfer dependency","2013","Couple + C. LE and GT 16","Male","71","0.0286270644499495","0.0196952599243275","0.0375588689755715"
"High transfer dependency","2013","Couple + C. LE and GT 16","Female","84","0.0417786927188242","0.0313646270787423","0.0521927583589062"
"Very high transfer dependency","2013","1-pers.-HH","Male","166","0.0907853973756174","0.0771521354637666","0.104418659287468"
"Very high transfer dependency","2013","1-pers.-HH","Female","142","0.0524963972491529","0.0432064239137376","0.0617863705845682"
"Very high transfer dependency","2013","(Married) couple without C. ","Male","90","0.014274731624575","0.0106987614504864","0.0178507017986637"
"Very high transfer dependency","2013","(Married) couple without C. ","Female","84","0.0115254421076248","0.00833444485673041","0.0147164393585192"
"Very high transfer dependency","2013","Single parent ","Male","85","0.0807201117729857","0.0607811165231032","0.100659107022868"
"Very high transfer dependency","2013","Single parent ","Female","431","0.147554908713899","0.133357008745425","0.161752808682373"
"Very high transfer dependency","2013","Couple + C. LE 16 ","Male","205","0.0467663646577656","0.040097869860176","0.0534348594553551"
"Very high transfer dependency","2013","Couple + C. LE 16 ","Female","211","0.0418575008249034","0.0358310105759075","0.0478839910738994"
"Very high transfer dependency","2013","Couple + C. GT 16 ","Male","36","0.0075856971953456","0.00362231955040929","0.0115490748402819"
"Very high transfer dependency","2013","Couple + C. GT 16 ","Female","34","0.00800551841604043","0.00375053867176745","0.0122604981603134"
"Very high transfer dependency","2013","Couple + C. LE and GT 16","Male","60","0.0465122160031973","0.0352324813119204","0.0577919506944742"
"Very high transfer dependency","2013","Couple + C. LE and GT 16","Female","56","0.0403648524608266","0.0301209665414661","0.0506087383801871"
"Very low transfer dependency","2014","1-pers.-HH","Male","1283","0.809201056403229","0.78972747097557","0.828674641830889"
"Very low transfer dependency","2014","1-pers.-HH","Female","1770","0.869926159628545","0.855438633963428","0.884413685293662"
"Very low transfer dependency","2014","(Married) couple without C. ","Male","3705","0.943352700594922","0.936146417195698","0.950558983994146"
"Very low transfer dependency","2014","(Married) couple without C. ","Female","3782","0.946809911355162","0.939878781570524","0.9537410411398"
"Very low transfer dependency","2014","Single parent ","Male","398","0.676982850766096","0.639842921835091","0.714122779697102"
"Very low transfer dependency","2014","Single parent ","Female","1089","0.609963636304567","0.588490237605074","0.631437035004059"
"Very low transfer dependency","2014","Couple + C. LE 16 ","Male","2595","0.831352944379106","0.818449874484626","0.844256014273587"
"Very low transfer dependency","2014","Couple + C. LE 16 ","Female","2826","0.814684226753833","0.801925979136635","0.82744247437103"
"Very low transfer dependency","2014","Couple + C. GT 16 ","Male","1508","0.929399705708363","0.917106798911569","0.941692612505157"
"Very low transfer dependency","2014","Couple + C. GT 16 ","Female","1376","0.93781795781341","0.925653943675006","0.949981971951814"
"Very low transfer dependency","2014","Couple + C. LE and GT 16","Male","957","0.818825800009741","0.797456773709186","0.840194826310297"
"Very low transfer dependency","2014","Couple + C. LE and GT 16","Female","964","0.830388064674067","0.809406353540889","0.851369775807244"
"Low transfer dependency","2014","1-pers.-HH","Male","76","0.0486553522761476","0.0379927314162281","0.0593179731360671"
"Low transfer dependency","2014","1-pers.-HH","Female","102","0.0459385749963111","0.03692213764227","0.0549550123503523"
"Low transfer dependency","2014","(Married) couple without C. ","Male","128","0.0313562815554989","0.0259234155384102","0.0367891475725876"
"Low transfer dependency","2014","(Married) couple without C. ","Female","126","0.0311935368405602","0.025824355160522","0.0365627185205984"
"Low transfer dependency","2014","Single parent ","Male","83","0.161907239292141","0.13265099167017","0.191163486914111"
"Low transfer dependency","2014","Single parent ","Female","299","0.139309277877791","0.124064895027184","0.154553660728397"
"Low transfer dependency","2014","Couple + C. LE 16 ","Male","353","0.0927844999316898","0.082786712584667","0.102782287278713"
"Low transfer dependency","2014","Couple + C. LE 16 ","Female","426","0.114241203444916","0.103796182827313","0.12468622406252"
"Low transfer dependency","2014","Couple + C. GT 16 ","Male","93","0.0438764567690081","0.0340471509272453","0.0537057626107708"
"Low transfer dependency","2014","Couple + C. GT 16 ","Female","68","0.0378271970925698","0.0282174098423268","0.0474369843428127"
"Low transfer dependency","2014","Couple + C. LE and GT 16","Male","131","0.0655441999865965","0.0518136695934855","0.0792747303797074"
"Low transfer dependency","2014","Couple + C. LE and GT 16","Female","141","0.0809192110909544","0.0656725476463548","0.096165874535554"
"High transfer dependency","2014","1-pers.-HH","Male","63","0.0428687028164842","0.0328298139503625","0.0529075916826059"
"High transfer dependency","2014","1-pers.-HH","Female","73","0.0340495336945732","0.0262388139693816","0.0418602534197648"
"High transfer dependency","2014","(Married) couple without C. ","Male","48","0.0102243630944252","0.00708839817604016","0.0133603280128102"
"High transfer dependency","2014","(Married) couple without C. ","Female","51","0.0104583863253288","0.00731638294719397","0.0136003897034635"
"High transfer dependency","2014","Single parent ","Male","58","0.0741712680467214","0.0533588460161775","0.0949836900772652"
"High transfer dependency","2014","Single parent ","Female","234","0.0917066091738891","0.0790005854791178","0.10441263286866"
"High transfer dependency","2014","Couple + C. LE 16 ","Male","124","0.0353919903267795","0.029024931334729","0.0417590493188299"
"High transfer dependency","2014","Couple + C. LE 16 ","Female","146","0.0354421412687073","0.0293710844435895","0.041513198093825"
"High transfer dependency","2014","Couple + C. GT 16 ","Male","45","0.0211845517143228","0.0142740414788496","0.0280950619497961"
"High transfer dependency","2014","Couple + C. GT 16 ","Female","46","0.0167652183659152","0.0102979873111791","0.0232324494206514"
"High transfer dependency","2014","Couple + C. LE and GT 16","Male","91","0.0510007011220516","0.0387950256848357","0.0632063765592676"
"High transfer dependency","2014","Couple + C. LE and GT 16","Female","76","0.0504395492333968","0.0382041242995116","0.062674974167282"
"Very high transfer dependency","2014","1-pers.-HH","Male","142","0.0992748885041388","0.0844549788530226","0.114094798155255"
"Very high transfer dependency","2014","1-pers.-HH","Female","126","0.0500857316805707","0.0406915866997162","0.0594798766614251"
"Very high transfer dependency","2014","(Married) couple without C. ","Male","72","0.0150666547551537","0.0112691657715553","0.0188641437387521"
"Very high transfer dependency","2014","(Married) couple without C. ","Female","68","0.0115381654789489","0.00823974809601025","0.0148365828618876"
"Very high transfer dependency","2014","Single parent ","Male","70","0.0869386418950417","0.06456195154336","0.109315332246723"
"Very high transfer dependency","2014","Single parent ","Female","360","0.159020476643754","0.142920861216933","0.175120092070575"
"Very high transfer dependency","2014","Couple + C. LE 16 ","Male","163","0.0404705653624243","0.0336799405642501","0.0472611901605986"
"Very high transfer dependency","2014","Couple + C. LE 16 ","Female","165","0.0356324285325436","0.0295456963904131","0.0417191606746741"
"Very high transfer dependency","2014","Couple + C. GT 16 ","Male","22","","",""
"Very high transfer dependency","2014","Couple + C. GT 16 ","Female","24","","",""
"Very high transfer dependency","2014","Couple + C. LE and GT 16","Male","69","0.0646292988816105","0.0509882614148243","0.0782703363483968"
"Very high transfer dependency","2014","Couple + C. LE and GT 16","Female","48","0.038253175001582","0.0275296819714116","0.0489766680317525"
"Very low transfer dependency","2015","1-pers.-HH","Male","1316","0.805648865134204","0.786403705453546","0.824894024814863"
"Very low transfer dependency","2015","1-pers.-HH","Female","1802","0.882019534220413","0.868192939612701","0.895846128828125"
"Very low transfer dependency","2015","(Married) couple without C. ","Male","3701","0.948262173023989","0.941343326629263","0.955181019418716"
"Very low transfer dependency","2015","(Married) couple without C. ","Female","3766","0.946977112592499","0.940038157978973","0.953916067206025"
"Very low transfer dependency","2015","Single parent ","Male","404","0.694708777987232","0.657859327346919","0.731558228627545"
"Very low transfer dependency","2015","Single parent ","Female","1086","0.623787308032809","0.601981915303645","0.645592700761974"
"Very low transfer dependency","2015","Couple + C. LE 16 ","Male","2575","0.838155825551456","0.825390856062061","0.850920795040852"
"Very low transfer dependency","2015","Couple + C. LE 16 ","Female","2795","0.807834059869169","0.794827339071028","0.820840780667309"
"Very low transfer dependency","2015","Couple + C. GT 16 ","Male","1447","0.937347644634272","0.925406006712575","0.949289282555969"
"Very low transfer dependency","2015","Couple + C. GT 16 ","Female","1375","0.945012397343404","0.933522309702592","0.956502484984217"
"Very low transfer dependency","2015","Couple + C. LE and GT 16","Male","967","0.835433742796432","0.814754196115335","0.856113289477528"
"Very low transfer dependency","2015","Couple + C. LE and GT 16","Female","972","0.843714401935056","0.823379725917203","0.864049077952909"
"Low transfer dependency","2015","1-pers.-HH","Male","76","0.0448396334094101","0.0347743906943838","0.0549048761244364"
"Low transfer dependency","2015","1-pers.-HH","Female","103","0.0420230078116661","0.0334231319765355","0.0506228836467967"
"Low transfer dependency","2015","(Married) couple without C. ","Male","109","0.030787211512292","0.0253913582682637","0.0361830647563204"
"Low transfer dependency","2015","(Married) couple without C. ","Female","118","0.0341435213391521","0.028520068311425","0.0397669743668793"
"Low transfer dependency","2015","Single parent ","Male","74","0.127461313078563","0.10077712420998","0.154145501947147"
"Low transfer dependency","2015","Single parent ","Female","256","0.115084028929687","0.100719629600777","0.129448428258598"
"Low transfer dependency","2015","Couple + C. LE 16 ","Male","305","0.0900854370273284","0.080162586163871","0.100008287890786"
"Low transfer dependency","2015","Couple + C. LE 16 ","Female","371","0.115001836745425","0.104470291366846","0.125533382124004"
"Low transfer dependency","2015","Couple + C. GT 16 ","Male","70","0.0313622661350319","0.0227735299896058","0.0399510022804581"
"Low transfer dependency","2015","Couple + C. GT 16 ","Female","76","0.0290923113914611","0.0206210071527758","0.0375636156301464"
"Low transfer dependency","2015","Couple + C. LE and GT 16","Male","125","0.0722511603589294","0.0578116576921415","0.0866906630257173"
"Low transfer dependency","2015","Couple + C. LE and GT 16","Female","123","0.069698874761755","0.0554393614425485","0.0839583880809615"
"High transfer dependency","2015","1-pers.-HH","Male","62","0.0352728313359944","0.0263010745039583","0.0442445881680305"
"High transfer dependency","2015","1-pers.-HH","Female","64","0.0280465121769399","0.0209697720731776","0.0351232522807021"
"High transfer dependency","2015","(Married) couple without C. ","Male","58","0.0105364751006768","0.00734704601196663","0.013725904189387"
"High transfer dependency","2015","(Married) couple without C. ","Female","56","0.00962109962490195","0.00659832572220869","0.0126438735275952"
"High transfer dependency","2015","Single parent ","Male","48","0.0619327848710504","0.0426464479549124","0.0812191217871885"
"High transfer dependency","2015","Single parent ","Female","218","0.108696769885394","0.0946863876512073","0.12270715211958"
"High transfer dependency","2015","Couple + C. LE 16 ","Male","148","0.0334250361516135","0.0271954015332992","0.0396546707699279"
"High transfer dependency","2015","Couple + C. LE 16 ","Female","179","0.0418140386190598","0.0352062751264494","0.0484218021116702"
"High transfer dependency","2015","Couple + C. GT 16 ","Male","41","0.0185418553975058","0.0118943708260748","0.0251893399689368"
"High transfer dependency","2015","Couple + C. GT 16 ","Female","36","0.0149267773637394","0.00881469103156654","0.0210388636959124"
"High transfer dependency","2015","Couple + C. LE and GT 16","Male","49","0.035974937938723","0.0255886872400776","0.0463611886373684"
"High transfer dependency","2015","Couple + C. LE and GT 16","Female","48","0.044736257833304","0.0331599112644535","0.0563126044021544"
"Very high transfer dependency","2015","1-pers.-HH","Male","170","0.114238670120391","0.0987676124146106","0.129709727826172"
"Very high transfer dependency","2015","1-pers.-HH","Female","122","0.0479109457909811","0.0387566016937405","0.0570652898882216"
"Very high transfer dependency","2015","(Married) couple without C. ","Male","69","0.0104141403630418","0.00724308490401517","0.0135851958220684"
"Very high transfer dependency","2015","(Married) couple without C. ","Female","66","0.00925826644344662","0.00629249496133094","0.0122240379255623"
"Very high transfer dependency","2015","Single parent ","Male","74","0.115897124063154","0.0902841389478227","0.141510109178486"
"Very high transfer dependency","2015","Single parent ","Female","336","0.15243189315211","0.136252800972687","0.168610985331532"
"Very high transfer dependency","2015","Couple + C. LE 16 ","Male","170","0.0383337012696018","0.0316792624479559","0.0449881400912476"
"Very high transfer dependency","2015","Couple + C. LE 16 ","Female","180","0.0353500647663462","0.0292540149549387","0.0414461145777537"
"Very high transfer dependency","2015","Couple + C. GT 16 ","Male","24","","",""
"Very high transfer dependency","2015","Couple + C. GT 16 ","Female","25","","",""
"Very high transfer dependency","2015","Couple + C. LE and GT 16","Male","94","0.0563401589059159","0.0434804427531622","0.0691998750586696"
"Very high transfer dependency","2015","Couple + C. LE and GT 16","Female","82","0.0418504654698848","0.0306368195316415","0.0530641114081281"
"Very low transfer dependency","2016","1-pers.-HH","Male","1209","0.796179387570651","0.775642227408846","0.816716547732456"
"Very low transfer dependency","2016","1-pers.-HH","Female","1719","0.883718816303669","0.869634579256305","0.897803053351033"
"Very low transfer dependency","2016","(Married) couple without C. ","Male","3461","0.951421280083519","0.944460148834016","0.958382411333022"
"Very low transfer dependency","2016","(Married) couple without C. ","Female","3508","0.950676968518015","0.943714686592378","0.957639250443651"
"Very low transfer dependency","2016","Single parent ","Male","391","0.718123515961194","0.681349321709432","0.754897710212956"
"Very low transfer dependency","2016","Single parent ","Female","1001","0.644242691666667","0.621505206297487","0.666980177035848"
"Very low transfer dependency","2016","Couple + C. LE 16 ","Male","2204","0.829361649041995","0.81523448992768","0.843488808156309"
"Very low transfer dependency","2016","Couple + C. LE 16 ","Female","2446","0.819650885055984","0.805983583935285","0.833318186176684"
"Very low transfer dependency","2016","Couple + C. GT 16 ","Male","1340","0.917041941128377","0.902903605250113","0.931180277006641"
"Very low transfer dependency","2016","Couple + C. GT 16 ","Female","1320","0.943777228387288","0.931800397293299","0.955754059481276"
"Very low transfer dependency","2016","Couple + C. LE and GT 16","Male","882","0.812176868232285","0.789424598668666","0.834929137795904"
"Very low transfer dependency","2016","Couple + C. LE and GT 16","Female","884","0.809515792047514","0.786830071387017","0.832201512708011"
"Low transfer dependency","2016","1-pers.-HH","Male","72","0.0498814772733175","0.0387828460851455","0.0609801084614895"
"Low transfer dependency","2016","1-pers.-HH","Female","90","0.0408942844359223","0.0321929452327996","0.049595623639045"
"Low transfer dependency","2016","(Married) couple without C. ","Male","106","0.029057267032081","0.0236185739837126","0.0344959600804494"
"Low transfer dependency","2016","(Married) couple without C. ","Female","109","0.0305254244482833","0.0249943525210087","0.036056496375558"
"Low transfer dependency","2016","Single parent ","Male","65","0.0971858516844358","0.0729747322914705","0.121396971077401"
"Low transfer dependency","2016","Single parent ","Female","243","0.112665746626572","0.0976488448561259","0.127682648397018"
"Low transfer dependency","2016","Couple + C. LE 16 ","Male","306","0.118385964919997","0.106253923168052","0.130518006671942"
"Low transfer dependency","2016","Couple + C. LE 16 ","Female","357","0.126422664806391","0.11460927734741","0.138236052265372"
"Low transfer dependency","2016","Couple + C. GT 16 ","Male","63","0.0481447655518004","0.0371715377775142","0.0591179933260866"
"Low transfer dependency","2016","Couple + C. GT 16 ","Female","44","0.0295755513982739","0.0207671247541208","0.0383839780424269"
"Low transfer dependency","2016","Couple + C. LE and GT 16","Male","129","0.0909145958626573","0.074167325698207","0.107661866027108"
"Low transfer dependency","2016","Couple + C. LE and GT 16","Female","152","0.112676765040838","0.0944097098439049","0.130943820237771"
"High transfer dependency","2016","1-pers.-HH","Male","44","0.0391841225650219","0.0292920789469198","0.0490761661831241"
"High transfer dependency","2016","1-pers.-HH","Female","62","0.0314954312481156","0.0238218840388813","0.0391689784573499"
"High transfer dependency","2016","(Married) couple without C. ","Male","43","0.00938174206548646","0.0062602282105878","0.0125032559203851"
"High transfer dependency","2016","(Married) couple without C. ","Female","50","0.0120445523998476","0.00853724161089955","0.0155518631887956"
"High transfer dependency","2016","Single parent ","Male","64","0.0903203808648025","0.0668915141799039","0.113749247549701"
"High transfer dependency","2016","Single parent ","Female","201","0.100916503557536","0.0866103830982805","0.115222624016793"
"High transfer dependency","2016","Couple + C. LE 16 ","Male","81","0.0225533480918926","0.0169776842451991","0.028129011938586"
"High transfer dependency","2016","Couple + C. LE 16 ","Female","98","0.0278779757186466","0.022026002792136","0.0337299486451571"
"High transfer dependency","2016","Couple + C. GT 16 ","Male","39","0.0270791816301106","0.0187590361417793","0.0353993271184418"
"High transfer dependency","2016","Couple + C. GT 16 ","Female","33","0.0145429712152041","0.00831858589127662","0.0207673565391315"
"High transfer dependency","2016","Couple + C. LE and GT 16","Male","42","0.0335891363754399","0.0230935864684244","0.0440846862824553"
"High transfer dependency","2016","Couple + C. LE and GT 16","Female","39","0.0260824793498348","0.0168748897285835","0.0352900689710861"
"Very high transfer dependency","2016","1-pers.-HH","Male","153","0.114755012591009","0.0985059450221953","0.131004080159823"
"Very high transfer dependency","2016","1-pers.-HH","Female","119","0.0438914680122931","0.034890997715114","0.0528919383094723"
"Very high transfer dependency","2016","(Married) couple without C. ","Male","54","0.0101397108189136","0.00689579112732474","0.0133836305105026"
"Very high transfer dependency","2016","(Married) couple without C. ","Female","49","0.0067530546338542","0.00411982345304414","0.00938628581466425"
"Very high transfer dependency","2016","Single parent ","Male","55","0.094370251489568","0.0704752498384924","0.118265253140644"
"Very high transfer dependency","2016","Single parent ","Female","258","0.142175058149224","0.125588670585096","0.158761445713353"
"Very high transfer dependency","2016","Couple + C. LE 16 ","Male","133","0.0296990379461155","0.0233242027608474","0.0360738731313836"
"Very high transfer dependency","2016","Couple + C. LE 16 ","Female","139","0.0260484744189777","0.0203864580987531","0.0317104907392023"
"Very high transfer dependency","2016","Couple + C. GT 16 ","Male","20","","",""
"Very high transfer dependency","2016","Couple + C. GT 16 ","Female","24","","",""
"Very high transfer dependency","2016","Couple + C. LE and GT 16","Male","79","0.0633193995296178","0.0491324496549581","0.0775063494042774"
"Very high transfer dependency","2016","Couple + C. LE and GT 16","Female","76","0.0517249635618132","0.0389303349318962","0.0645195921917301"
"Very low transfer dependency","2017","1-pers.-HH","Male","1443","0.804672939596549","0.787961604352976","0.821384274840122"
"Very low transfer dependency","2017","1-pers.-HH","Female","1912","0.884071556765572","0.87085525804395","0.897287855487195"
"Very low transfer dependency","2017","(Married) couple without C. ","Male","3880","0.956329147874685","0.950083632730977","0.962574663018393"
"Very low transfer dependency","2017","(Married) couple without C. ","Female","3941","0.956866474809416","0.950708453984031","0.963024495634801"
"Very low transfer dependency","2017","Single parent ","Male","433","0.731505472958806","0.697617786914429","0.765393159003183"
"Very low transfer dependency","2017","Single parent ","Female","1042","0.63069746321202","0.608875873371248","0.652519053052793"
"Very low transfer dependency","2017","Couple + C. LE 16 ","Male","2315","0.838043160735287","0.825515178862888","0.850571142607686"
"Very low transfer dependency","2017","Couple + C. LE 16 ","Female","2559","0.821019152274639","0.808319436734918","0.833718867814359"
"Very low transfer dependency","2017","Couple + C. GT 16 ","Male","1595","0.925231524153882","0.912862579211477","0.937600469096288"
"Very low transfer dependency","2017","Couple + C. GT 16 ","Female","1536","0.945169150711097","0.934224552144231","0.956113749277964"
"Very low transfer dependency","2017","Couple + C. LE and GT 16","Male","949","0.818231154500039","0.797566994092837","0.838895314907241"
"Very low transfer dependency","2017","Couple + C. LE and GT 16","Female","1007","0.835208685600707","0.815498818845807","0.854918552355608"
"Low transfer dependency","2017","1-pers.-HH","Male","129","0.0478137937556002","0.0388196921165178","0.0568078953946827"
"Low transfer dependency","2017","1-pers.-HH","Female","96","0.039507981706716","0.0314660489521479","0.047549914461284"
"Low transfer dependency","2017","(Married) couple without C. ","Male","100","0.0233006208931739","0.0186902810587152","0.0279109607276327"
"Low transfer dependency","2017","(Married) couple without C. ","Female","103","0.0243764470014002","0.0197019557861328","0.0290509382166676"
"Low transfer dependency","2017","Single parent ","Male","78","0.109951305255839","0.0860306823500933","0.133871928161585"
"Low transfer dependency","2017","Single parent ","Female","265","0.131370152123596","0.116096235110814","0.146644069136379"
"Low transfer dependency","2017","Couple + C. LE 16 ","Male","287","0.0886978286197854","0.079029843493905","0.0983658137456657"
"Low transfer dependency","2017","Couple + C. LE 16 ","Female","335","0.105241893431673","0.095075633344074","0.115408153519272"
"Low transfer dependency","2017","Couple + C. GT 16 ","Male","59","0.0349792241407644","0.026339067826357","0.0436193804551718"
"Low transfer dependency","2017","Couple + C. GT 16 ","Female","63","0.0298819945475581","0.0216964108225424","0.0380675782725738"
"Low transfer dependency","2017","Couple + C. LE and GT 16","Male","127","0.0855260913009537","0.0705411513831315","0.100511031218776"
"Low transfer dependency","2017","Couple + C. LE and GT 16","Female","134","0.0871301242798171","0.0721468188325083","0.102113429727126"
"High transfer dependency","2017","1-pers.-HH","Male","92","0.030673541019736","0.0234051675022327","0.0379419145372392"
"High transfer dependency","2017","1-pers.-HH","Female","67","0.0274425077489769","0.0206981488224955","0.0341868666754583"
"High transfer dependency","2017","(Married) couple without C. ","Male","60","0.0130674596080231","0.00959683170838681","0.0165380875076593"
"High transfer dependency","2017","(Married) couple without C. ","Female","64","0.0115293320842286","0.00829345531060628","0.0147652088578509"
"High transfer dependency","2017","Single parent ","Male","63","0.0584409724820886","0.0405040513256614","0.0763778936385159"
"High transfer dependency","2017","Single parent ","Female","202","0.108656423424862","0.0945850990921864","0.122727747757537"
"High transfer dependency","2017","Couple + C. LE 16 ","Male","136","0.0331322322516434","0.0270458788382341","0.0392185856650528"
"High transfer dependency","2017","Couple + C. LE 16 ","Female","152","0.0357606521798624","0.0296087530055862","0.0419125513541386"
"High transfer dependency","2017","Couple + C. GT 16 ","Male","43","0.0278662227060241","0.020126057146125","0.0356063882659233"
"High transfer dependency","2017","Couple + C. GT 16 ","Female","28","","",""
"High transfer dependency","2017","Couple + C. LE and GT 16","Male","68","0.0380503551576004","0.0277991349910267","0.0483015753241741"
"High transfer dependency","2017","Couple + C. LE and GT 16","Female","67","0.0322428296414968","0.0228581640535335","0.04162749522946"
"Very high transfer dependency","2017","1-pers.-HH","Male","498","0.116839725628115","0.10329920780075","0.130380243455479"
"Very high transfer dependency","2017","1-pers.-HH","Female","179","0.0489779537787349","0.0400681785907117","0.057887728966758"
"Very high transfer dependency","2017","(Married) couple without C. ","Male","73","0.00730277162411791","0.00470068949136072","0.0099048537568751"
"Very high transfer dependency","2017","(Married) couple without C. ","Female","73","0.00722774610495517","0.00466010531175737","0.00979538689815296"
