"transab_cat2","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","2014","Not Working","Couple + C. GT 16 ","765","0.855309865288849","0.832736907457072","0.877882823120625","0"
"High transfer dependency","2015","Full Time","Couple + C. GT 16 ","7","","","","2"
"High transfer dependency","2015","Full Time","Couple + C. LE and GT 16","11","","","","2"
"High transfer dependency","2015","Full Time","1-pers.-HH","4","","","","2"
"High transfer dependency","2015","Full Time","(Married) couple without C. ","4","","","","2"
"High transfer dependency","2015","Full Time","Single parent ","19","","","","2"
"High transfer dependency","2015","Full Time","Couple + C. LE 16 ","41","0.0092380081863303","0.00575365113097467","0.0127223652416859","2"
"High transfer dependency","2015","Part Time","Single parent ","142","0.144275922490357","0.120819689653499","0.167732155327214","2"
"High transfer dependency","2015","Part Time","Couple + C. LE 16 ","106","0.036082618843266","0.0283439326366372","0.0438213050498949","2"
"High transfer dependency","2015","Not Working","1-pers.-HH","46","0.0229685274880679","0.0162379930550982","0.0296990619210377","2"
"High transfer dependency","2015","Part Time","Couple + C. LE and GT 16","30","0.0459332128606475","0.0310500890183888","0.0608163367029063","2"
"High transfer dependency","2015","Not Working","(Married) couple without C. ","68","0.00986644669676952","0.00685241531725514","0.0128804780762839","2"
"High transfer dependency","2015","Not Working","Couple + C. GT 16 ","39","0.0348050952668209","0.022974364962537","0.0466358255711047","2"
"High transfer dependency","2015","Part Time","1-pers.-HH","76","0.101464726423705","0.0785845092750573","0.124344943572353","2"
"High transfer dependency","2015","Part Time","(Married) couple without C. ","42","0.0267928120645561","0.0184583559589741","0.0351272681701381","2"
"High transfer dependency","2015","Part Time","Couple + C. GT 16 ","31","0.0180217935811072","0.00944426773012459","0.0265993194320899","2"
"High transfer dependency","2015","Not Working","Single parent ","105","0.108235768010142","0.0879834703471732","0.12848806567311","2"
"High transfer dependency","2015","Not Working","Couple + C. LE 16 ","180","0.120314237071496","0.104353463374829","0.136275010768162","2"
"High transfer dependency","2015","Not Working","Couple + C. LE and GT 16","56","0.0705319184061204","0.0532785856682361","0.0877852511440047","2"
"Low transfer dependency","2015","Full Time","1-pers.-HH","23","","","","1"
"Low transfer dependency","2015","Full Time","(Married) couple without C. ","27","","","","1"
"Low transfer dependency","2015","Full Time","Single parent ","60","0.0604104197568038","0.0431277160847151","0.0776931234288926","1"
"Low transfer dependency","2015","Full Time","Couple + C. LE 16 ","202","0.0649643727492678","0.0559880074847728","0.0739407380137629","1"
"Low transfer dependency","2015","Full Time","Couple + C. GT 16 ","28","","","","1"
"Low transfer dependency","2015","Full Time","Couple + C. LE and GT 16","68","0.0460320302241767","0.0319775070123014","0.060086553436052","1"
"Low transfer dependency","2015","Part Time","(Married) couple without C. ","64","0.054171800925567","0.0424886973546918","0.0658549044964421","1"
"Low transfer dependency","2015","Part Time","Single parent ","163","0.168178339192906","0.143209715707811","0.193146962678","1"
"Low transfer dependency","2015","Part Time","Couple + C. GT 16 ","40","0.0203507502252141","0.0112466375816892","0.029454862868739","1"
"Low transfer dependency","2015","Part Time","Couple + C. LE and GT 16","74","0.0620558422301089","0.044903591231338","0.0792080932288798","1"
"Low transfer dependency","2015","Not Working","1-pers.-HH","72","0.0325321857089358","0.0245613550759537","0.0405030163419179","1"
"Low transfer dependency","2015","Not Working","(Married) couple without C. ","136","0.0413363009267792","0.0352658711442166","0.0474067307093419","1"
"Low transfer dependency","2015","Part Time","Couple + C. LE 16 ","204","0.119781846304723","0.106308081318243","0.133255611291202","1"
"Low transfer dependency","2015","Not Working","Single parent ","107","0.11935877312869","0.0982243423507626","0.140493203906617","1"
"Low transfer dependency","2015","Not Working","Couple + C. LE 16 ","270","0.172604846360019","0.154064637312137","0.191145055407902","1"
"Low transfer dependency","2015","Not Working","Couple + C. GT 16 ","78","0.0759411730056196","0.0588421580957534","0.0930401879154858","1"
"Low transfer dependency","2015","Not Working","Couple + C. LE and GT 16","106","0.111436634595111","0.0902324729997081","0.132640796190514","1"
"Low transfer dependency","2015","Part Time","1-pers.-HH","84","0.118698907431943","0.0941901921215136","0.143207622742372","1"
"Very high transfer dependency","2015","Full Time","1-pers.-HH","4","","","","3"
"Very high transfer dependency","2015","Full Time","(Married) couple without C. ","3","","","","3"
"Very high transfer dependency","2015","Full Time","Single parent ","7","","","","3"
"Very high transfer dependency","2015","Full Time","Couple + C. LE 16 ","3","","","","3"
"Very high transfer dependency","2015","Full Time","Couple + C. GT 16 ","2","","","","3"
"Very high transfer dependency","2015","Full Time","Couple + C. LE and GT 16","3","","","","3"
"Very high transfer dependency","2015","Part Time","1-pers.-HH","49","0.0794457223573979","0.0589532201069985","0.0999382246077972","3"
"Very high transfer dependency","2015","Part Time","(Married) couple without C. ","19","","","","3"
"Very high transfer dependency","2015","Part Time","Single parent ","73","0.0854097758343698","0.0667519288682395","0.1040676228005","3"
"Very high transfer dependency","2015","Part Time","Couple + C. LE 16 ","49","0.0185106218087855","0.0129175343325838","0.0241037092849872","3"
"Very high transfer dependency","2015","Part Time","Couple + C. GT 16 ","8","","","","3"
"Very high transfer dependency","2015","Part Time","Couple + C. LE and GT 16","27","","","","3"
"Very high transfer dependency","2015","Not Working","1-pers.-HH","239","0.128329347259657","0.11330249897245","0.143356195546865","3"
"Very high transfer dependency","2015","Not Working","(Married) couple without C. ","113","0.0175909155735619","0.0135821477807821","0.0215996833663417","3"
"Very high transfer dependency","2015","Not Working","Single parent ","330","0.304630914248075","0.274628337710361","0.334633490785789","3"
"Very high transfer dependency","2015","Not Working","Couple + C. LE 16 ","298","0.175233536866609","0.156582380741378","0.193884692991839","3"
"Very high transfer dependency","2015","Not Working","Couple + C. GT 16 ","39","0.0398012389385449","0.0271826295568075","0.0524198483202823","3"
"Very high transfer dependency","2015","Not Working","Couple + C. LE and GT 16","146","0.13026475448201","0.107583351900841","0.152946157063178","3"
"Very low transfer dependency","2015","Full Time","1-pers.-HH","1112","0.970984706069605","0.961253993200165","0.980715418939046","0"
"Very low transfer dependency","2015","Full Time","(Married) couple without C. ","2336","0.988953783801535","0.984745852065636","0.993161715537435","0"
"Very low transfer dependency","2015","Full Time","Single parent ","644","0.91659334607781","0.896535912604792","0.936650779550828","0"
"Very low transfer dependency","2015","Full Time","Couple + C. LE 16 ","2650","0.924937343843866","0.915340754001665","0.934533933686068","0"
"Very low transfer dependency","2015","Full Time","Couple + C. GT 16 ","1211","0.982600524661894","0.975346193612619","0.98985485571117","0"
"Very low transfer dependency","2015","Full Time","Couple + C. LE and GT 16","772","0.940014441564556","0.924088329339692","0.955940553789419","0"
"Very low transfer dependency","2015","Part Time","1-pers.-HH","460","0.700390643786954","0.665678384128669","0.735102903445239","0"
"Very low transfer dependency","2015","Part Time","(Married) couple without C. ","1317","0.91313545149824","0.898599135805062","0.927671767191418","0"
"Very low transfer dependency","2015","Part Time","Couple + C. LE and GT 16","629","0.864740685319071","0.840426045951987","0.889055324686155","0"
"Very low transfer dependency","2015","Not Working","(Married) couple without C. ","3814","0.931206336802889","0.923488107574907","0.938924566030872","0"
"Very low transfer dependency","2015","Not Working","Single parent ","362","0.467774544613093","0.435248594675025","0.500300494551162","0"
"Very low transfer dependency","2015","Not Working","Couple + C. LE 16 ","848","0.531847379701877","0.507366958338616","0.556327801065138","0"
"Very low transfer dependency","2015","Part Time","Single parent ","484","0.602135962482368","0.569461452444483","0.634810472520253","0"
"Very low transfer dependency","2015","Part Time","Couple + C. LE 16 ","1872","0.825624913043226","0.80988030262209","0.841369523464361","0"
"Very low transfer dependency","2015","Part Time","Couple + C. GT 16 ","845","0.958434847882528","0.945565454079201","0.971304241685855","0"
"Very low transfer dependency","2015","Not Working","1-pers.-HH","1546","0.816169939543339","0.798766813745556","0.833573065341122","0"
"Very low transfer dependency","2015","Not Working","Couple + C. GT 16 ","766","0.849452492789015","0.82636966760604","0.872535317971989","0"
"Very low transfer dependency","2015","Not Working","Couple + C. LE and GT 16","538","0.687766692516759","0.656540207990124","0.718993177043394","0"
"High transfer dependency","2016","Full Time","Couple + C. GT 16 ","7","","","","2"
"High transfer dependency","2016","Full Time","Couple + C. LE and GT 16","4","","","","2"
"High transfer dependency","2016","Part Time","(Married) couple without C. ","31","0.0199132080897321","0.0127026588801525","0.0271237572993116","2"
"High transfer dependency","2016","Part Time","Single parent ","129","0.140904271125564","0.117134169842865","0.164674372408262","2"
"High transfer dependency","2016","Not Working","1-pers.-HH","40","0.0246959724332411","0.0171709960787108","0.0322209487877714","2"
"High transfer dependency","2016","Full Time","1-pers.-HH","9","","","","2"
"High transfer dependency","2016","Full Time","(Married) couple without C. ","7","","","","2"
"High transfer dependency","2016","Full Time","Single parent ","23","","","","2"
"High transfer dependency","2016","Full Time","Couple + C. LE 16 ","32","0.00747908463796487","0.00420798673937588","0.0107501825365538","2"
"High transfer dependency","2016","Part Time","1-pers.-HH","57","0.0997388893056072","0.0772167239106694","0.122261054700545","2"
"High transfer dependency","2016","Part Time","Couple + C. LE 16 ","73","0.0287362335662534","0.0217200221090731","0.0357524450234337","2"
"High transfer dependency","2016","Part Time","Couple + C. GT 16 ","16","","","","2"
"High transfer dependency","2016","Part Time","Couple + C. LE and GT 16","31","0.0326599033939313","0.0197037528642543","0.0456160539236083","2"
"High transfer dependency","2016","Not Working","Couple + C. LE 16 ","74","0.0746102350375537","0.0576403138298194","0.0915801562452879","2"
"High transfer dependency","2016","Not Working","Couple + C. GT 16 ","49","0.0658377565420037","0.0490468266377386","0.0826286864462687","2"
"High transfer dependency","2016","Not Working","Couple + C. LE and GT 16","46","0.0665280950126208","0.0484875657973028","0.0845686242279388","2"
"High transfer dependency","2016","Not Working","Single parent ","113","0.108972340498042","0.0869630288160988","0.130981652179985","2"
"High transfer dependency","2016","Not Working","(Married) couple without C. ","55","0.0133932024771286","0.00959252093824797","0.0171938840160091","2"
"Low transfer dependency","2016","Full Time","1-pers.-HH","18","","","","1"
"Low transfer dependency","2016","Not Working","(Married) couple without C. ","114","0.0337342642473909","0.0277648581691277","0.0397036703256542","1"
"Low transfer dependency","2016","Full Time","Couple + C. GT 16 ","19","","","","1"
"Low transfer dependency","2016","Full Time","(Married) couple without C. ","32","0.00862342886055131","0.00494263834373447","0.0123042193773682","1"
"Low transfer dependency","2016","Full Time","Single parent ","57","0.063043477942243","0.0448430077971892","0.0812439480872969","1"
"Low transfer dependency","2016","Full Time","Couple + C. LE 16 ","210","0.0737720578855437","0.0638476553101248","0.0836964604609626","1"
"Low transfer dependency","2016","Full Time","Couple + C. LE and GT 16","76","0.0663944146545239","0.0494259389841764","0.0833628903248714","1"
"Low transfer dependency","2016","Part Time","(Married) couple without C. ","69","0.06128179096956","0.0489024134721755","0.0736611684669445","1"
"Low transfer dependency","2016","Part Time","Single parent ","154","0.148472904035162","0.124180471182346","0.172765336887978","1"
"Low transfer dependency","2016","Part Time","Couple + C. GT 16 ","33","0.0269600516799669","0.0162098764332487","0.0377102269266851","1"
"Low transfer dependency","2016","Part Time","Couple + C. LE and GT 16","90","0.0967097245904421","0.0751656579880451","0.118253791192839","1"
"Low transfer dependency","2016","Not Working","1-pers.-HH","61","0.033089732490305","0.0244168836121994","0.0417625813684106","1"
"Low transfer dependency","2016","Not Working","Single parent ","97","0.105145997030548","0.0834801739341458","0.126811820126951","1"
"Low transfer dependency","2016","Not Working","Couple + C. LE 16 ","202","0.273646093068155","0.244853084907195","0.302439101229115","1"
"Low transfer dependency","2016","Not Working","Couple + C. GT 16 ","55","0.0987905544819552","0.0785884477776938","0.118992661186217","1"
"Low transfer dependency","2016","Not Working","Couple + C. LE and GT 16","115","0.152721836126667","0.126680714914713","0.178762957338621","1"
"Low transfer dependency","2016","Part Time","Couple + C. LE 16 ","251","0.125939622437908","0.112005774601782","0.139873470274034","1"
"Low transfer dependency","2016","Part Time","1-pers.-HH","83","0.127081453059906","0.102047952630191","0.152114953489622","1"
"Very high transfer dependency","2016","Full Time","1-pers.-HH","6","","","","3"
"Very high transfer dependency","2016","Full Time","(Married) couple without C. ","","","","","3"
"Very high transfer dependency","2016","Full Time","Single parent ","4","","","","3"
"Very high transfer dependency","2016","Full Time","Couple + C. LE 16 ","5","","","","3"
"Very high transfer dependency","2016","Full Time","Couple + C. GT 16 ","2","","","","3"
"Very high transfer dependency","2016","Full Time","Couple + C. LE and GT 16","2","","","","3"
"Very high transfer dependency","2016","Part Time","1-pers.-HH","54","0.0773383544103598","0.0572607297076833","0.0974159791130363","3"
"Very high transfer dependency","2016","Part Time","(Married) couple without C. ","22","","","","3"
"Very high transfer dependency","2016","Part Time","Single parent ","63","0.0741483193916375","0.0562476389787519","0.0920489998045231","3"
"Very high transfer dependency","2016","Part Time","Couple + C. LE 16 ","66","0.0170225983563996","0.0115900469294489","0.0224551497833503","3"
"Very high transfer dependency","2016","Part Time","Couple + C. GT 16 ","1","","","","3"
"Very high transfer dependency","2016","Part Time","Couple + C. LE and GT 16","24","","","","3"
"Very high transfer dependency","2016","Not Working","1-pers.-HH","212","0.127883405830839","0.111690811453814","0.144076000207863","3"
"Very high transfer dependency","2016","Not Working","(Married) couple without C. ","81","0.0145437488670247","0.0105854911220131","0.0185020066120362","3"
"Very high transfer dependency","2016","Not Working","Single parent ","246","0.278970730443369","0.247292676380024","0.310648784506714","3"
"Very high transfer dependency","2016","Not Working","Couple + C. LE 16 ","201","0.146086648164617","0.123276377406395","0.168896918922838","3"
"Very high transfer dependency","2016","Not Working","Couple + C. GT 16 ","41","0.0304343065731611","0.0188038595512369","0.0420647535950853","3"
"Very high transfer dependency","2016","Not Working","Couple + C. LE and GT 16","129","0.17210392534488","0.144777715231261","0.199430135458499","3"
"Very low transfer dependency","2016","Full Time","1-pers.-HH","1121","0.965772012911878","0.955282068802466","0.97626195702129","0"
"Very low transfer dependency","2016","Full Time","(Married) couple without C. ","2385","0.988709209056477","0.984503122012822","0.992915296100133","0"
"Very low transfer dependency","2016","Full Time","Single parent ","601","0.900708308744482","0.878313294456454","0.92310332303251","0"
"Very low transfer dependency","2016","Full Time","Couple + C. LE 16 ","2418","0.918232607094745","0.907829431831546","0.928635782357944","0"
"Very low transfer dependency","2016","Full Time","Couple + C. GT 16 ","1145","0.986702204094291","0.980147064181643","0.993257344006939","0"
"Very low transfer dependency","2016","Full Time","Couple + C. LE and GT 16","745","0.931360492479773","0.914128268871959","0.948592716087588","0"
"Very low transfer dependency","2016","Part Time","1-pers.-HH","486","0.695841303224126","0.661263383964809","0.730419222483444","0"
"Very low transfer dependency","2016","Part Time","(Married) couple without C. ","1320","0.907753094971979","0.892817406999182","0.922688782944775","0"
"Very low transfer dependency","2016","Part Time","Couple + C. LE and GT 16","578","0.848925867004672","0.822821757592802","0.875029976416543","0"
"Very low transfer dependency","2016","Not Working","(Married) couple without C. ","3264","0.938328784408456","0.930375143374654","0.946282425442257","0"
"Very low transfer dependency","2016","Not Working","Single parent ","314","0.50691093202804","0.471598206068209","0.542223657987871","0"
"Very low transfer dependency","2016","Not Working","Couple + C. LE 16 ","444","0.505657023729675","0.473367586041196","0.537946461418154","0"
"Very low transfer dependency","2016","Not Working","Couple + C. GT 16 ","693","0.80493738240288","0.778109020622464","0.831765744183296","0"
"Very low transfer dependency","2016","Not Working","Couple + C. LE and GT 16","443","0.608646143515832","0.57331453986365","0.643977747168014","0"
"Very low transfer dependency","2016","Part Time","Single parent ","477","0.636474505447637","0.603611587949378","0.669337422945896","0"
"Very low transfer dependency","2016","Part Time","Couple + C. GT 16 ","822","0.966997980855117","0.955141033594812","0.978854928115422","0"
"Very low transfer dependency","2016","Part Time","Couple + C. LE 16 ","1788","0.828301545639439","0.812463682636476","0.844139408642402","0"
"Very low transfer dependency","2016","Not Working","1-pers.-HH","1321","0.814330889245615","0.795477373498922","0.833184404992308","0"
"High transfer dependency","2017","Full Time","Couple + C. GT 16 ","8","","","","2"
"High transfer dependency","2017","Full Time","Couple + C. LE and GT 16","19","","","","2"
"High transfer dependency","2017","Part Time","(Married) couple without C. ","43","0.0234556264626695","0.016250646967314","0.030660605958025","2"
"High transfer dependency","2017","Part Time","Single parent ","128","0.132168709223313","0.109320148689194","0.155017269757432","2"
"High transfer dependency","2017","Not Working","1-pers.-HH","74","0.028427782875762","0.0213733268701601","0.0354822388813639","2"
"High transfer dependency","2017","Not Working","Couple + C. LE 16 ","146","0.107786020381078","0.0930834661424655","0.12248857461969","2"
"High transfer dependency","2017","Not Working","Couple + C. GT 16 ","39","0.0541903172923858","0.039733078164868","0.0686475564199035","2"
"High transfer dependency","2017","Full Time","Single parent ","19","","","","2"
"High transfer dependency","2017","Full Time","Couple + C. LE 16 ","33","0.00675984586644294","0.00374890319389341","0.00977078853899247","2"
"High transfer dependency","2017","Not Working","Single parent ","118","0.121184994410277","0.100573565397255","0.141796423423298","2"
"High transfer dependency","2017","Part Time","1-pers.-HH","77","0.0639778006212395","0.0478278378331388","0.0801277634093401","2"
"High transfer dependency","2017","Part Time","Couple + C. LE and GT 16","36","0.0362326735846475","0.0229993175714568","0.0494660295978382","2"
"High transfer dependency","2017","Full Time","1-pers.-HH","8","","","","2"
"High transfer dependency","2017","Full Time","(Married) couple without C. ","10","","","","2"
"High transfer dependency","2017","Not Working","(Married) couple without C. ","71","0.015855452413311","0.0118648170362335","0.0198460877903885","2"
"High transfer dependency","2017","Part Time","Couple + C. GT 16 ","24","","","","2"
"High transfer dependency","2017","Part Time","Couple + C. LE 16 ","109","0.0437461941933273","0.0353286909486397","0.0521636974380148","2"
"High transfer dependency","2017","Not Working","Couple + C. LE and GT 16","80","0.0627057903700778","0.0477913535046239","0.0776202272355316","2"
"Low transfer dependency","2017","Full Time","1-pers.-HH","32","0.0155716742664579","0.00909079710117135","0.0220525514317444","1"
"Low transfer dependency","2017","Not Working","(Married) couple without C. ","110","0.0306749646445598","0.0251662530732235","0.0361836762158961","1"
"Low transfer dependency","2017","Part Time","Couple + C. LE and GT 16","74","0.0791693114608248","0.0600486887328893","0.0982899341887604","1"
"Low transfer dependency","2017","Not Working","Single parent ","106","0.114644320317973","0.0945223683378614","0.134766272298085","1"
"Low transfer dependency","2017","Part Time","(Married) couple without C. ","61","0.0367887196555795","0.0278272062967621","0.0457502330143969","1"
"Low transfer dependency","2017","Full Time","Single parent ","63","0.0663680390778763","0.0482983085869876","0.0844377695687649","1"
"Low transfer dependency","2017","Full Time","Couple + C. LE 16 ","193","0.0552796004368437","0.046882273735141","0.0636769271385463","1"
"Low transfer dependency","2017","Full Time","Couple + C. GT 16 ","20","","","","1"
"Low transfer dependency","2017","Full Time","Couple + C. LE and GT 16","70","0.0587800253039269","0.0435644911792228","0.073995559428631","1"
"Low transfer dependency","2017","Part Time","Couple + C. GT 16 ","32","0.0204307312694493","0.0118942008378609","0.0289672617010376","1"
"Low transfer dependency","2017","Not Working","1-pers.-HH","91","0.0370328458111309","0.0290169184814577","0.0450487731408041","1"
"Low transfer dependency","2017","Not Working","Couple + C. LE 16 ","203","0.216000588831337","0.196490358550196","0.235510819112479","1"
"Low transfer dependency","2017","Not Working","Couple + C. GT 16 ","70","0.0814713150687277","0.0640021815320247","0.0989404486054306","1"
"Low transfer dependency","2017","Not Working","Couple + C. LE and GT 16","117","0.128254132054591","0.107683591624797","0.148824672484385","1"
"Low transfer dependency","2017","Part Time","Single parent ","174","0.191467659760582","0.164923237329059","0.218012082192105","1"
"Low transfer dependency","2017","Part Time","Couple + C. LE 16 ","226","0.107539430009806","0.094789583696603","0.120289276323009","1"
"Low transfer dependency","2017","Full Time","(Married) couple without C. ","32","0.00848484884338281","0.00510853124998903","0.0118611664367766","1"
"Low transfer dependency","2017","Part Time","1-pers.-HH","102","0.107340357281016","0.0869117731708388","0.127768941391194","1"
"Very high transfer dependency","2017","Full Time","1-pers.-HH","6","","","","3"
"Very high transfer dependency","2017","Full Time","(Married) couple without C. ","","","","","3"
"Very high transfer dependency","2017","Full Time","Single parent ","5","","","","3"
"Very high transfer dependency","2017","Full Time","Couple + C. LE 16 ","5","","","","3"
"Very high transfer dependency","2017","Full Time","Couple + C. GT 16 ","2","","","","3"
"Very high transfer dependency","2017","Full Time","Couple + C. LE and GT 16","1","","","","3"
"Very high transfer dependency","2017","Part Time","1-pers.-HH","58","0.0623304602437794","0.0463757519073665","0.0782851685801922","3"
"Very high transfer dependency","2017","Part Time","(Married) couple without C. ","21","","","","3"
"Very high transfer dependency","2017","Part Time","Single parent ","55","0.0502008268983268","0.035469285291602","0.0649323685050517","3"
"Very high transfer dependency","2017","Part Time","Couple + C. LE 16 ","79","0.0239774758236749","0.01768157008944","0.0302733815579099","3"
"Very high transfer dependency","2017","Part Time","Couple + C. GT 16 ","7","","","","3"
"Very high transfer dependency","2017","Part Time","Couple + C. LE and GT 16","30","0.0344811400549085","0.0215598791676933","0.0474024009421238","3"
"Very high transfer dependency","2017","Not Working","1-pers.-HH","613","0.143628926890171","0.128741952432503","0.158515901347838","3"
"Very high transfer dependency","2017","Not Working","(Married) couple without C. ","125","0.0135813569982727","0.00988370954115089","0.0172790044553946","3"
"Very high transfer dependency","2017","Not Working","Single parent ","393","0.297403528278892","0.268532584036793","0.326274472520991","3"
"Very high transfer dependency","2017","Not Working","Couple + C. LE 16 ","954","0.210921809342994","0.191579967677592","0.230263651008397","3"
"Very high transfer dependency","2017","Not Working","Couple + C. GT 16 ","66","0.0300035900878691","0.0191094159042413","0.040897764271497","3"
"Very high transfer dependency","2017","Not Working","Couple + C. LE and GT 16","316","0.133463572715761","0.112542215479405","0.154384929952116","3"
"Very low transfer dependency","2017","Full Time","1-pers.-HH","1356","0.971145670374447","0.962383296743006","0.979908044005888","0"
"Very low transfer dependency","2017","Full Time","(Married) couple without C. ","2793","0.989585639232979","0.985848712693387","0.993322565772571","0"
"Very low transfer dependency","2017","Full Time","Single parent ","642","0.908150470784624","0.887185140896857","0.929115800672392","0"
"Very low transfer dependency","2017","Full Time","Couple + C. LE 16 ","2614","0.936766485555629","0.927823216675736","0.945709754435523","0"
"Very low transfer dependency","2017","Full Time","Couple + C. GT 16 ","1372","0.982878218696033","0.976087770936941","0.989668666455126","0"
"Very low transfer dependency","2017","Full Time","Couple + C. LE and GT 16","828","0.926868574669097","0.910026800165773","0.94371034917242","0"
"Very low transfer dependency","2017","Part Time","1-pers.-HH","645","0.766351381853965","0.738425340339681","0.794277423368249","0"
"Very low transfer dependency","2017","Part Time","(Married) couple without C. ","1570","0.933077667536057","0.921181483563583","0.944973851508531","0"
"Very low transfer dependency","2017","Part Time","Couple + C. LE and GT 16","626","0.850116874899619","0.824838485794991","0.875395264004247","0"
"Very low transfer dependency","2017","Not Working","(Married) couple without C. ","3458","0.939888225943856","0.932294740567672","0.947481711320041","0"
"Very low transfer dependency","2017","Not Working","Single parent ","346","0.466767156992858","0.435257509982391","0.498276804003325","0"
"Very low transfer dependency","2017","Not Working","Couple + C. LE 16 ","406","0.465291581444591","0.441643377181187","0.488939785707995","0"
"Very low transfer dependency","2017","Not Working","Couple + C. GT 16 ","767","0.834334777551017","0.810593259373829","0.858076295728206","0"
"Very low transfer dependency","2017","Not Working","Couple + C. LE and GT 16","502","0.675576504859571","0.646775443795998","0.704377565923144","0"
"Very low transfer dependency","2017","Part Time","Couple + C. GT 16 ","992","0.953830901335171","0.941167999115117","0.966493803555226","0"
"Very low transfer dependency","2017","Part Time","Couple + C. LE 16 ","1854","0.824736899973192","0.809089956144491","0.840383843801892","0"
"Very low transfer dependency","2017","Not Working","1-pers.-HH","1354","0.790910444422936","0.773648714556017","0.808172174289856","0"
"Very low transfer dependency","2017","Part Time","Single parent ","487","0.626162804117778","0.593521931864671","0.658803676370885","0"
"High transfer dependency","2018","Part Time","(Married) couple without C. ","52","0.0256280966420684","0.0180491228007149","0.0332070704834219","2"
"High transfer dependency","2018","Part Time","Single parent ","119","0.0995914345950813","0.0791945553083019","0.119988313881861","2"
"High transfer dependency","2018","Full Time","(Married) couple without C. ","11","","","","2"
"High transfer dependency","2018","Full Time","Single parent ","13","","","","2"
"High transfer dependency","2018","Full Time","Couple + C. LE 16 ","39","0.00618567916028828","0.00319823709751403","0.00917312122306253","2"
"High transfer dependency","2018","Full Time","Couple + C. GT 16 ","10","","","","2"
"High transfer dependency","2018","Full Time","Couple + C. LE and GT 16","21","","","","2"
"High transfer dependency","2018","Part Time","1-pers.-HH","107","0.0837477904916155","0.0669203941984061","0.100575186784825","2"
"High transfer dependency","2018","Part Time","Couple + C. LE and GT 16","68","0.051487278572181","0.0363339300712326","0.0666406270731294","2"
"High transfer dependency","2018","Not Working","1-pers.-HH","113","0.0332401049486801","0.0259219241913031","0.0405582857060571","2"
"High transfer dependency","2018","Full Time","1-pers.-HH","17","","","","2"
"High transfer dependency","2018","Not Working","Couple + C. GT 16 ","47","0.0360453239147209","0.0236447723690177","0.0484458754604241","2"
"High transfer dependency","2018","Part Time","Couple + C. LE 16 ","121","0.0343994068535074","0.0268282934721603","0.0419705202348546","2"
"High transfer dependency","2018","Part Time","Couple + C. GT 16 ","28","","","","2"
"High transfer dependency","2018","Not Working","(Married) couple without C. ","81","0.0174886875120558","0.0132575327484478","0.0217198422756637","2"
"High transfer dependency","2018","Not Working","Couple + C. LE 16 ","172","0.0957605429293061","0.082753117013417","0.108767968845195","2"
"High transfer dependency","2018","Not Working","Single parent ","136","0.119359652492539","0.0997120161478722","0.139007288837205","2"
"High transfer dependency","2018","Not Working","Couple + C. LE and GT 16","90","0.0813283217582135","0.0654890157988523","0.0971676277175746","2"
"Low transfer dependency","2018","Full Time","1-pers.-HH","25","","","","1"
"Low transfer dependency","2018","Full Time","(Married) couple without C. ","27","","","","1"
"Low transfer dependency","2018","Full Time","Single parent ","52","0.0527653540843694","0.0365142039991832","0.0690165041695556","1"
"Low transfer dependency","2018","Full Time","Couple + C. LE and GT 16","61","0.047301942660707","0.0331796451343264","0.0614242401870876","1"
"Low transfer dependency","2018","Part Time","Couple + C. GT 16 ","46","0.0389615628051611","0.0270278394086082","0.050895286201714","1"
"Low transfer dependency","2018","Part Time","Couple + C. LE and GT 16","87","0.0984999713774379","0.0780666960312","0.118933246723676","1"
"Low transfer dependency","2018","Not Working","(Married) couple without C. ","125","0.0373220168730501","0.0312036629677385","0.0434403707783617","1"
"Low transfer dependency","2018","Not Working","Single parent ","97","0.101145549847806","0.0828729507849955","0.119418148910617","1"
"Low transfer dependency","2018","Not Working","Couple + C. LE 16 ","193","0.211340306009452","0.193293833545239","0.229386778473666","1"
"Low transfer dependency","2018","Not Working","Couple + C. GT 16 ","60","0.0734624663340207","0.0561063525220527","0.0908185801459887","1"
"Low transfer dependency","2018","Not Working","1-pers.-HH","121","0.0357809105783538","0.0281981702616817","0.0433636508950259","1"
"Low transfer dependency","2018","Full Time","Couple + C. GT 16 ","22","","","","1"
"Low transfer dependency","2018","Full Time","Couple + C. LE 16 ","182","0.0545270178250544","0.0458756733359604","0.0631783623141484","1"
"Low transfer dependency","2018","Part Time","1-pers.-HH","125","0.0963153536592974","0.0783936645232098","0.114237042795385","1"
"Low transfer dependency","2018","Part Time","(Married) couple without C. ","61","0.0351188324023044","0.0262901314881559","0.0439475333164529","1"
"Low transfer dependency","2018","Part Time","Single parent ","186","0.166416295426573","0.141047172332312","0.191785418520833","1"
"Low transfer dependency","2018","Part Time","Couple + C. LE 16 ","217","0.0933112318814896","0.0812280422743652","0.105394421488614","1"
"Low transfer dependency","2018","Not Working","Couple + C. LE and GT 16","103","0.113113413248716","0.0947596055983439","0.131467220899087","1"
"Very high transfer dependency","2018","Full Time","1-pers.-HH","8","","","","3"
"Very high transfer dependency","2018","Full Time","(Married) couple without C. ","1","","","","3"
"Very high transfer dependency","2018","Full Time","Single parent ","4","","","","3"
"Very high transfer dependency","2018","Full Time","Couple + C. LE 16 ","12","","","","3"
