"transab_cat2","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1989","Other degree","(2c_voc) vocational maturity certificate","64","0.805021752551221","0.71413856514121","0.895904939961232"
"Very low transfer dependency","1989","Other degree","(3a) lower tertiary education","3","","",""
"Very low transfer dependency","1989","Other degree","(3b) higher tertiary education","30","0.988943852649569","0.952134771983268","1.02575293331587"
"Very low transfer dependency","1989","no degree/no degree yet","(0) in school","160","0.901783281509687","0.857689954792159","0.945876608227214"
"Very low transfer dependency","1989","no degree/no degree yet","(1a) inadequately completed","626","0.852507466548888","0.826332408954467","0.878682524143309"
"Very low transfer dependency","1989","no degree/no degree yet","(1b) general elementary school","","","",""
"Very low transfer dependency","1989","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Very low transfer dependency","1989","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Very low transfer dependency","1989","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Very low transfer dependency","1989","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Very low transfer dependency","1989","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Very low transfer dependency","1989","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Very low transfer dependency","1989","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"Low transfer dependency","1989","lower secondary degree","(0) in school","","","",""
"Low transfer dependency","1989","lower secondary degree","(1a) inadequately completed","","","",""
"Low transfer dependency","1989","lower secondary degree","(1b) general elementary school","64","0.0295011485386602","0.0213417143379127","0.0376605827394077"
"Low transfer dependency","1989","lower secondary degree","(1c) basic vocational qualification","64","0.0187495690891191","0.0138746974504736","0.0236244407277647"
"Low transfer dependency","1989","lower secondary degree","(2b) intermediate general qualification","","","",""
"Low transfer dependency","1989","lower secondary degree","(2a) intermediate vocational","","","",""
"Low transfer dependency","1989","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"Low transfer dependency","1989","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"Low transfer dependency","1989","lower secondary degree","(3a) lower tertiary education","1","","",""
"Low transfer dependency","1989","lower secondary degree","(3b) higher tertiary education","","","",""
"Low transfer dependency","1989","secondary school degree","(0) in school","","","",""
"Low transfer dependency","1989","secondary school degree","(1a) inadequately completed","","","",""
"Low transfer dependency","1989","secondary school degree","(1b) general elementary school","","","",""
"Low transfer dependency","1989","secondary school degree","(1c) basic vocational qualification","","","",""
"Low transfer dependency","1989","secondary school degree","(2b) intermediate general qualification","4","","",""
"Low transfer dependency","1989","secondary school degree","(2a) intermediate vocational","16","","",""
"Low transfer dependency","1989","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Low transfer dependency","1989","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Low transfer dependency","1989","secondary school degree","(3a) lower tertiary education","","","",""
"Low transfer dependency","1989","secondary school degree","(3b) higher tertiary education","","","",""
"Low transfer dependency","1989","college entrance qualification","(0) in school","","","",""
"Low transfer dependency","1989","college entrance qualification","(1a) inadequately completed","","","",""
"Low transfer dependency","1989","college entrance qualification","(1b) general elementary school","","","",""
"Low transfer dependency","1989","college entrance qualification","(1c) basic vocational qualification","","","",""
"Low transfer dependency","1989","college entrance qualification","(2b) intermediate general qualification","","","",""
"Low transfer dependency","1989","college entrance qualification","(2a) intermediate vocational","","","",""
"Low transfer dependency","1989","college entrance qualification","(2c_gen) general maturity certificate","15","","",""
"Low transfer dependency","1989","college entrance qualification","(2c_voc) vocational maturity certificate","10","","",""
"Low transfer dependency","1989","college entrance qualification","(3a) lower tertiary education","2","","",""
"Low transfer dependency","1989","college entrance qualification","(3b) higher tertiary education","6","","",""
"Low transfer dependency","1989","Other degree","(0) in school","","","",""
"Low transfer dependency","1989","Other degree","(1a) inadequately completed","","","",""
"Low transfer dependency","1989","Other degree","(1b) general elementary school","27","","",""
"Low transfer dependency","1989","Other degree","(1c) basic vocational qualification","12","","",""
"Low transfer dependency","1989","Other degree","(2b) intermediate general qualification","","","",""
"Low transfer dependency","1989","Other degree","(2a) intermediate vocational","","","",""
"Low transfer dependency","1989","Other degree","(2c_gen) general maturity certificate","1","","",""
"Low transfer dependency","1989","Other degree","(2c_voc) vocational maturity certificate","5","","",""
"Low transfer dependency","1989","Other degree","(3a) lower tertiary education","","","",""
"Low transfer dependency","1989","Other degree","(3b) higher tertiary education","1","","",""
"Low transfer dependency","1989","no degree/no degree yet","(0) in school","10","","",""
"Low transfer dependency","1989","no degree/no degree yet","(1a) inadequately completed","44","0.0666483185945051","0.0482375979463239","0.0850590392426864"
