"transab_cat2","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1994","Saxony-Anhalt","no migration background","561","0.843050375915168","0.815235808540474","0.870864943289861"
"Very low transfer dependency","1994","Saxony-Anhalt","direct migration background","29","","",""
"Very low transfer dependency","1994","Saxony-Anhalt","indirect migration background","1","","",""
"Very low transfer dependency","1994","Thuringia","no migration background","515","0.82533511413387","0.795734036942781","0.85493619132496"
"Very low transfer dependency","1994","Thuringia","direct migration background","22","","",""
"Very low transfer dependency","1994","Thuringia","indirect migration background","2","","",""
"Low transfer dependency","1994","Schleswig-Holstein","no migration background","8","","",""
"Low transfer dependency","1994","Schleswig-Holstein","direct migration background","","","",""
"Low transfer dependency","1994","Schleswig-Holstein","indirect migration background","1","","",""
"Low transfer dependency","1994","Hamburg","no migration background","5","","",""
"Low transfer dependency","1994","Hamburg","direct migration background","2","","",""
"Low transfer dependency","1994","Hamburg","indirect migration background","","","",""
"Low transfer dependency","1994","Lower Saxony","no migration background","22","","",""
"Low transfer dependency","1994","Lower Saxony","direct migration background","10","","",""
"Low transfer dependency","1994","Lower Saxony","indirect migration background","6","","",""
"Low transfer dependency","1994","Bremen","no migration background","2","","",""
"Low transfer dependency","1994","Bremen","direct migration background","1","","",""
"Low transfer dependency","1994","Bremen","indirect migration background","1","","",""
"Low transfer dependency","1994","North Rhine-Westphalia","no migration background","50","0.0227962204660189","0.0157732257008835","0.0298192152311544"
"Low transfer dependency","1994","North Rhine-Westphalia","direct migration background","46","0.0528686082649731","0.0346731046961532","0.0710641118337931"
"Low transfer dependency","1994","North Rhine-Westphalia","indirect migration background","10","","",""
"Low transfer dependency","1994","Hesse","no migration background","19","","",""
"Low transfer dependency","1994","Hesse","direct migration background","13","","",""
"Low transfer dependency","1994","Hesse","indirect migration background","1","","",""
"Low transfer dependency","1994","Rhineland-Palatinate,Saarland","no migration background","14","","",""
"Low transfer dependency","1994","Rhineland-Palatinate,Saarland","direct migration background","12","","",""
"Low transfer dependency","1994","Rhineland-Palatinate,Saarland","indirect migration background","1","","",""
"Low transfer dependency","1994","Baden-Württemberg","no migration background","30","0.0232453940540617","0.0138113859832585","0.032679402124865"
"Low transfer dependency","1994","Baden-Württemberg","direct migration background","36","0.036673658759311","0.0220659073035718","0.0512814102150502"
"Low transfer dependency","1994","Baden-Württemberg","indirect migration background","11","","",""
"Low transfer dependency","1994","Bavaria","no migration background","17","","",""
"Low transfer dependency","1994","Bavaria","direct migration background","10","","",""
"Low transfer dependency","1994","Bavaria","indirect migration background","","","",""
"Low transfer dependency","1994","Berlin","no migration background","25","","",""
"Low transfer dependency","1994","Berlin","direct migration background","11","","",""
"Low transfer dependency","1994","Berlin","indirect migration background","3","","",""
"Low transfer dependency","1994","Brandenburg","no migration background","77","0.0989395758266191","0.074744213075728","0.12313493857751"
"Low transfer dependency","1994","Brandenburg","direct migration background","1","","",""
"Low transfer dependency","1994","Brandenburg","indirect migration background","","","",""
"Low transfer dependency","1994","Mecklenburg-Western Pomerania","no migration background","50","0.119825321582607","0.0878393729988986","0.151811270166316"
"Low transfer dependency","1994","Mecklenburg-Western Pomerania","direct migration background","3","","",""
"Low transfer dependency","1994","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Low transfer dependency","1994","Saxony","no migration background","134","0.110295311421522","0.0915518543752306","0.129038768467814"
"Low transfer dependency","1994","Saxony","direct migration background","3","","",""
"Low transfer dependency","1994","Saxony","indirect migration background","","","",""
"Low transfer dependency","1994","Saxony-Anhalt","no migration background","59","0.0817978453994508","0.060841985218845","0.102753705580057"
"Low transfer dependency","1994","Saxony-Anhalt","direct migration background","1","","",""
"Low transfer dependency","1994","Saxony-Anhalt","indirect migration background","1","","",""
"Low transfer dependency","1994","Thuringia","no migration background","79","0.0891070802972032","0.0668955069904159","0.111318653603991"
"Low transfer dependency","1994","Thuringia","direct migration background","1","","",""
"Low transfer dependency","1994","Thuringia","indirect migration background","","","",""
"High transfer dependency","1994","Schleswig-Holstein","no migration background","10","","",""
"High transfer dependency","1994","Schleswig-Holstein","direct migration background","1","","",""
"High transfer dependency","1994","Schleswig-Holstein","indirect migration background","","","",""
"High transfer dependency","1994","Hamburg","no migration background","1","","",""
"High transfer dependency","1994","Hamburg","direct migration background","1","","",""
"High transfer dependency","1994","Hamburg","indirect migration background","","","",""
"High transfer dependency","1994","Lower Saxony","no migration background","7","","",""
"High transfer dependency","1994","Lower Saxony","direct migration background","2","","",""
"High transfer dependency","1994","Lower Saxony","indirect migration background","1","","",""
"High transfer dependency","1994","Bremen","no migration background","2","","",""
"High transfer dependency","1994","Bremen","direct migration background","","","",""
"High transfer dependency","1994","Bremen","indirect migration background","","","",""
"High transfer dependency","1994","North Rhine-Westphalia","no migration background","16","","",""
"High transfer dependency","1994","North Rhine-Westphalia","direct migration background","18","","",""
