"transab_cat2","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","2017","Single parent ","Urban Area","327","0.142657777982276","0.125834180044993","0.159481375919559"
"Very high transfer dependency","2017","Single parent ","Rural Area","126","0.075283574515543","0.0578112599627995","0.0927558890682865"
"Very high transfer dependency","2017","Couple + C. LE 16 ","Urban Area","745","0.0411196336071388","0.0353037878813365","0.0469354793329411"
"Very high transfer dependency","2017","Couple + C. LE 16 ","Rural Area","293","0.0346467743167969","0.0272431594817687","0.042050389151825"
"Very high transfer dependency","2017","Couple + C. GT 16 ","Urban Area","46","0.0103258570308431","0.00612071402644519","0.0145310000352411"
"Very high transfer dependency","2017","Couple + C. GT 16 ","Rural Area","29","","",""
"Very high transfer dependency","2017","Couple + C. LE and GT 16","Urban Area","274","0.0607005931439537","0.0496079106756949","0.0717932756122124"
"Very high transfer dependency","2017","Couple + C. LE and GT 16","Rural Area","73","0.0277344718649986","0.0171176940305752","0.0383512496994219"
"Very low transfer dependency","2018","1-pers.-HH","Urban Area","2406","0.847131974076752","0.834927790737383","0.859336157416121"
"Very low transfer dependency","2018","1-pers.-HH","Rural Area","1112","0.841149722460825","0.822564433052892","0.859735011868759"
"Very low transfer dependency","2018","(Married) couple without C. ","Urban Area","4730","0.958591398772728","0.953094807008945","0.96408799053651"
"Very low transfer dependency","2018","(Married) couple without C. ","Rural Area","2819","0.930498161042859","0.921456699311467","0.939539622774251"
"Very low transfer dependency","2018","Single parent ","Urban Area","976","0.680721848886146","0.658916889591349","0.702526808180943"
"Very low transfer dependency","2018","Single parent ","Rural Area","492","0.714961614917419","0.684523848920546","0.745399380914291"
"Very low transfer dependency","2018","Couple + C. LE 16 ","Urban Area","2901","0.846744040224931","0.836245726240304","0.857242354209559"
"Very low transfer dependency","2018","Couple + C. LE 16 ","Rural Area","1633","0.849563736694963","0.835000870966741","0.864126602423185"
"Very low transfer dependency","2018","Couple + C. GT 16 ","Urban Area","1826","0.930074160486548","0.919023889959379","0.941124431013718"
"Very low transfer dependency","2018","Couple + C. GT 16 ","Rural Area","1044","0.940909552293775","0.927203877027091","0.954615227560459"
"Very low transfer dependency","2018","Couple + C. LE and GT 16","Urban Area","1284","0.824084282530833","0.807137107145087","0.84103145791658"
"Very low transfer dependency","2018","Couple + C. LE and GT 16","Rural Area","610","0.828067112055662","0.803277750892347","0.852856473218978"
"Low transfer dependency","2018","1-pers.-HH","Urban Area","193","0.043273772813705","0.0363732645898633","0.0501742810375467"
"Low transfer dependency","2018","1-pers.-HH","Rural Area","78","0.0356504248939387","0.0262231040428937","0.0450777457449836"
"Low transfer dependency","2018","(Married) couple without C. ","Urban Area","129","0.021013321095433","0.0170563108178564","0.0249703313730097"
"Low transfer dependency","2018","(Married) couple without C. ","Rural Area","84","0.0364691276663353","0.0298044638736974","0.0431337914589733"
"Low transfer dependency","2018","Single parent ","Urban Area","212","0.0983561761675254","0.0844276822333519","0.112284670101699"
"Low transfer dependency","2018","Single parent ","Rural Area","123","0.12741784165957","0.104935682239949","0.149900001079191"
"Low transfer dependency","2018","Couple + C. LE 16 ","Urban Area","367","0.0835146930236501","0.0754520209754353","0.0915773650718649"
"Low transfer dependency","2018","Couple + C. LE 16 ","Rural Area","225","0.0969724084213504","0.0849179641255065","0.109026852717194"
"Low transfer dependency","2018","Couple + C. GT 16 ","Urban Area","86","0.0387080928931114","0.0303496802722324","0.0470665055139904"
"Low transfer dependency","2018","Couple + C. GT 16 ","Rural Area","42","0.0322922967922251","0.022017117102867","0.0425674764815833"
"Low transfer dependency","2018","Couple + C. LE and GT 16","Urban Area","145","0.0763908110736242","0.0645679150672692","0.0882137070799792"
"Low transfer dependency","2018","Couple + C. LE and GT 16","Rural Area","106","0.106965726292318","0.086660423346038","0.127271029238598"
"High transfer dependency","2018","1-pers.-HH","Urban Area","158","0.034154815954112","0.0279951864341917","0.0403144454740323"
"High transfer dependency","2018","1-pers.-HH","Rural Area","79","0.0388803498389513","0.0290517309224892","0.0487089687554135"
"High transfer dependency","2018","(Married) couple without C. ","Urban Area","80","0.00991854737294972","0.00718459504767754","0.0126524996982219"
"High transfer dependency","2018","(Married) couple without C. ","Rural Area","64","0.0225640645942288","0.0172840446981084","0.0278440844903492"
"High transfer dependency","2018","Single parent ","Urban Area","186","0.0818211854907174","0.0690013529277841","0.0946410180536507"
"High transfer dependency","2018","Single parent ","Rural Area","82","0.0754153850989001","0.0576111613163646","0.0932196088814355"
"High transfer dependency","2018","Couple + C. LE 16 ","Urban Area","226","0.0272924867143742","0.0225440846388679","0.0320408887898804"
"High transfer dependency","2018","Couple + C. LE 16 ","Rural Area","106","0.0278450913362017","0.0211429334669083","0.034547249205495"
"High transfer dependency","2018","Couple + C. GT 16 ","Urban Area","54","0.0145170702573008","0.00933433149490648","0.019699809019695"
"High transfer dependency","2018","Couple + C. GT 16 ","Rural Area","31","0.0213715247691905","0.0129654250615585","0.0297776244768225"
"High transfer dependency","2018","Couple + C. LE and GT 16","Urban Area","151","0.0552637236376953","0.0450934051214585","0.0654340421539321"
"High transfer dependency","2018","Couple + C. LE and GT 16","Rural Area","28","","",""
"Very high transfer dependency","2018","1-pers.-HH","Urban Area","583","0.0754394371554309","0.0664828664289333","0.0843960078819285"
"Very high transfer dependency","2018","1-pers.-HH","Rural Area","217","0.0843195028062845","0.0701916979650248","0.0984473076475442"
"Very high transfer dependency","2018","(Married) couple without C. ","Urban Area","108","0.0104767327588893","0.00766769629412908","0.0132857692236496"
"Very high transfer dependency","2018","(Married) couple without C. ","Rural Area","72","0.0104686466965769","0.00685002825417311","0.0140872651389806"
"Very high transfer dependency","2018","Single parent ","Urban Area","382","0.139100789455611","0.1229152645858","0.155286314325422"
"Very high transfer dependency","2018","Single parent ","Rural Area","148","0.0822051583241113","0.063685111607875","0.100725205040348"
"Very high transfer dependency","2018","Couple + C. LE 16 ","Urban Area","1029","0.0424487800370443","0.03657323160158","0.0483243284725086"
"Very high transfer dependency","2018","Couple + C. LE 16 ","Rural Area","351","0.0256187635474847","0.0191827621147186","0.0320547649802508"
"Very high transfer dependency","2018","Couple + C. GT 16 ","Urban Area","80","0.0167006763630396","0.0111479640066354","0.0222533887194437"
"Very high transfer dependency","2018","Couple + C. GT 16 ","Rural Area","20","","",""
"Very high transfer dependency","2018","Couple + C. LE and GT 16","Urban Area","359","0.0442611827578474","0.0351065630788461","0.0534158024368487"
"Very high transfer dependency","2018","Couple + C. LE and GT 16","Rural Area","146","0.0445706986119688","0.0310132774856713","0.0581281197382664"
"Very low transfer dependency","2019","1-pers.-HH","Urban Area","2217","0.862078697873099","0.849491910347419","0.874665485398778"
"Very low transfer dependency","2019","1-pers.-HH","Rural Area","1139","0.85807869462138","0.840079550582965","0.876077838659796"
"Very low transfer dependency","2019","(Married) couple without C. ","Urban Area","4702","0.960023989207618","0.954586865974645","0.965461112440591"
"Very low transfer dependency","2019","(Married) couple without C. ","Rural Area","2929","0.927753332208323","0.918697915527719","0.936808748888928"
"Very low transfer dependency","2019","Single parent ","Urban Area","902","0.676243903894764","0.652604283414531","0.699883524374997"
"Very low transfer dependency","2019","Single parent ","Rural Area","481","0.700307188059286","0.667927893961619","0.732686482156954"
"Very low transfer dependency","2019","Couple + C. LE 16 ","Urban Area","2766","0.853570840644295","0.842766399550283","0.864375281738306"
"Very low transfer dependency","2019","Couple + C. LE 16 ","Rural Area","1584","0.850262656574009","0.835386403129987","0.86513891001803"
"Very low transfer dependency","2019","Couple + C. GT 16 ","Urban Area","1797","0.938321304965907","0.927754204464532","0.948888405467282"
"Very low transfer dependency","2019","Couple + C. GT 16 ","Rural Area","1025","0.93775654998795","0.92347283663169","0.952040263344209"
"Very low transfer dependency","2019","Couple + C. LE and GT 16","Urban Area","1302","0.837836878701245","0.821314980922076","0.854358776480414"
"Very low transfer dependency","2019","Couple + C. LE and GT 16","Rural Area","639","0.825607083194284","0.800953586771089","0.850260579617479"
"Low transfer dependency","2019","1-pers.-HH","Urban Area","131","0.0360323455079795","0.0292293017056298","0.0428353893103291"
"Low transfer dependency","2019","1-pers.-HH","Rural Area","73","0.0414527819237549","0.0311714805249176","0.0517340833225922"
"Low transfer dependency","2019","(Married) couple without C. ","Urban Area","106","0.0175860314737412","0.013937991450519","0.0212340714969634"
"Low transfer dependency","2019","(Married) couple without C. ","Rural Area","107","0.048306233849842","0.0408067138267331","0.0558057538729509"
"Low transfer dependency","2019","Single parent ","Urban Area","179","0.117654539456418","0.101376446920033","0.133932631992803"
"Low transfer dependency","2019","Single parent ","Rural Area","87","0.154757748161747","0.129195342581652","0.180320153741841"
"Low transfer dependency","2019","Couple + C. LE 16 ","Urban Area","267","0.0787839447147264","0.0705507507590038","0.087017138670449"
"Low transfer dependency","2019","Couple + C. LE 16 ","Rural Area","201","0.0985589642924928","0.0861318960899004","0.110986032495085"
"Low transfer dependency","2019","Couple + C. GT 16 ","Urban Area","79","0.0296568757312213","0.0222054766120487","0.0371082748503938"
"Low transfer dependency","2019","Couple + C. GT 16 ","Rural Area","35","0.0434304104662252","0.0313799262893132","0.0554808946431373"
"Low transfer dependency","2019","Couple + C. LE and GT 16","Urban Area","114","0.0666356409635853","0.055457153518678","0.0778141284084927"
"Low transfer dependency","2019","Couple + C. LE and GT 16","Rural Area","99","0.107893487824546","0.0877361411079283","0.128050834541164"
"High transfer dependency","2019","1-pers.-HH","Urban Area","119","0.0361670196299948","0.0293517503160317","0.0429822889439579"
"High transfer dependency","2019","1-pers.-HH","Rural Area","62","0.0248309470482357","0.0168049112673276","0.0328569828291439"
"High transfer dependency","2019","(Married) couple without C. ","Urban Area","72","0.0117930251378163","0.00879686531185798","0.0147891849637747"
"High transfer dependency","2019","(Married) couple without C. ","Rural Area","54","0.017094068110345","0.0125602722662279","0.021627863954462"
"High transfer dependency","2019","Single parent ","Urban Area","126","0.0827304772286602","0.0688129817861504","0.09664797267117"
"High transfer dependency","2019","Single parent ","Rural Area","81","0.0685375488653683","0.0506795873956919","0.0863955103350447"
"High transfer dependency","2019","Couple + C. LE 16 ","Urban Area","209","0.0305412153047457","0.0252825374271388","0.0357998931823526"
"High transfer dependency","2019","Couple + C. LE 16 ","Rural Area","102","0.024429268014719","0.0179929638066248","0.0308655722228132"
"High transfer dependency","2019","Couple + C. GT 16 ","Urban Area","28","","",""
"High transfer dependency","2019","Couple + C. GT 16 ","Rural Area","27","","",""
"High transfer dependency","2019","Couple + C. LE and GT 16","Urban Area","98","0.0442030608089589","0.0349898048620154","0.0534163167559023"
"High transfer dependency","2019","Couple + C. LE and GT 16","Rural Area","26","","",""
"Very high transfer dependency","2019","1-pers.-HH","Urban Area","416","0.0657219369889271","0.0566767193077099","0.0747671546701444"
