"transab_cat2","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","2007","(2a) intermediate vocational","119","0.0255157474980141","0.0210820485372505","0.0299494464587777"
"High transfer dependency","2007","(2c_gen) general maturity certificate","31","0.049458413623129","0.0344896399375382","0.0644271873087198"
"High transfer dependency","2007","(2c_voc) vocational maturity certificate","24","","",""
"High transfer dependency","2007","(3a) lower tertiary education","18","","",""
"High transfer dependency","2007","(3b) higher tertiary education","25","","",""
"Very high transfer dependency","2007","(0) in school","32","0.0751890150846856","0.0545321405256971","0.0958458896436742"
"Very high transfer dependency","2007","(1a) inadequately completed","26","","",""
"Very high transfer dependency","2007","(1b) general elementary school","123","0.0745914718036049","0.0622784535505347","0.0869044900566751"
"Very high transfer dependency","2007","(1c) basic vocational qualification","182","0.0348742745657998","0.0300786275693374","0.0396699215622623"
"Very high transfer dependency","2007","(2b) intermediate general qualification","27","","",""
"Very high transfer dependency","2007","(2a) intermediate vocational","151","0.0403528848092441","0.0348197950389245","0.0458859745795638"
"Very high transfer dependency","2007","(2c_gen) general maturity certificate","32","0.0545418978084447","0.038864757806704","0.0702190378101854"
"Very high transfer dependency","2007","(2c_voc) vocational maturity certificate","34","0.0314995205022133","0.0228265822218958","0.0401724587825308"
"Very high transfer dependency","2007","(3a) lower tertiary education","24","","",""
"Very high transfer dependency","2007","(3b) higher tertiary education","33","0.0299720399064754","0.0235165237651615","0.0364275560477894"
"Very low transfer dependency","2008","(0) in school","489","0.847593246336463","0.81761029345968","0.877576199213246"
"Very low transfer dependency","2008","(1a) inadequately completed","125","0.64593381872127","0.577390753369491","0.714476884073048"
"Very low transfer dependency","2008","(1b) general elementary school","1287","0.791902040155322","0.772029610332389","0.811774469978255"
"Very low transfer dependency","2008","(1c) basic vocational qualification","4765","0.897551583912696","0.889343524427923","0.90575964339747"
"Very low transfer dependency","2008","(2b) intermediate general qualification","417","0.819696929513462","0.786200304762315","0.853193554264609"
"Very low transfer dependency","2008","(2a) intermediate vocational","4142","0.8857838186532","0.876617964002906","0.894949673303494"
"Very low transfer dependency","2008","(2c_gen) general maturity certificate","598","0.774389809189227","0.744047858526658","0.804731759851796"
"Very low transfer dependency","2008","(2c_voc) vocational maturity certificate","1320","0.919016749919516","0.904931147846031","0.933102351993"
"Very low transfer dependency","2008","(3a) lower tertiary education","1555","0.940759226508334","0.929354555046111","0.952163897970557"
"Very low transfer dependency","2008","(3b) higher tertiary education","2437","0.924357512929053","0.914104405062604","0.934610620795502"
"Low transfer dependency","2008","(0) in school","36","0.0948402595737114","0.0703982148886899","0.119282304258733"
"Low transfer dependency","2008","(1a) inadequately completed","21","","",""
"Low transfer dependency","2008","(1b) general elementary school","135","0.0945414542768768","0.0802186929453425","0.108864215608411"
"Low transfer dependency","2008","(1c) basic vocational qualification","241","0.0499809566403893","0.0440826601462508","0.0558792531345277"
"Low transfer dependency","2008","(2b) intermediate general qualification","49","0.0879775109293662","0.063296585395329","0.112658436463403"
"Low transfer dependency","2008","(2a) intermediate vocational","258","0.0538038950859917","0.0473019587413336","0.0603058314306498"
"Low transfer dependency","2008","(2c_gen) general maturity certificate","66","0.0815806471701461","0.0617106221833452","0.101450672156947"
"Low transfer dependency","2008","(2c_voc) vocational maturity certificate","74","0.0401555288707866","0.0300190012173153","0.0502920565242579"
"Low transfer dependency","2008","(3a) lower tertiary education","61","0.0356651253053156","0.0267059303060443","0.044624320304587"
"Low transfer dependency","2008","(3b) higher tertiary education","68","0.033014198781744","0.0260861160000475","0.0399422815634404"
"High transfer dependency","2008","(0) in school","8","","",""
"High transfer dependency","2008","(1a) inadequately completed","15","","",""
"High transfer dependency","2008","(1b) general elementary school","60","0.0291301578585613","0.0208976291405367","0.0373626865765859"
"High transfer dependency","2008","(1c) basic vocational qualification","95","0.0229050815772642","0.018855664957967","0.0269544981965615"
"High transfer dependency","2008","(2b) intermediate general qualification","16","","",""
"High transfer dependency","2008","(2a) intermediate vocational","92","0.0263491014748504","0.0217334839217393","0.0309647190279615"
"High transfer dependency","2008","(2c_gen) general maturity certificate","30","0.0668224231823242","0.0486953543277501","0.0849494920368984"
"High transfer dependency","2008","(2c_voc) vocational maturity certificate","23","","",""
"High transfer dependency","2008","(3a) lower tertiary education","9","","",""
"High transfer dependency","2008","(3b) higher tertiary education","21","","",""
"Very high transfer dependency","2008","(0) in school","19","","",""
"Very high transfer dependency","2008","(1a) inadequately completed","26","","",""
"Very high transfer dependency","2008","(1b) general elementary school","121","0.0844263477092401","0.0708160703992641","0.0980366250192161"
"Very high transfer dependency","2008","(1c) basic vocational qualification","142","0.0295623778696502","0.0249776701236753","0.0341470856156252"
"Very high transfer dependency","2008","(2b) intermediate general qualification","24","","",""
"Very high transfer dependency","2008","(2a) intermediate vocational","134","0.0340631847859577","0.0288360673003734","0.0392903022715421"
"Very high transfer dependency","2008","(2c_gen) general maturity certificate","35","0.0772071204583027","0.0578310760206922","0.0965831648959131"
"Very high transfer dependency","2008","(2c_voc) vocational maturity certificate","24","","",""
"Very high transfer dependency","2008","(3a) lower tertiary education","21","","",""
"Very high transfer dependency","2008","(3b) higher tertiary education","29","","",""
"Very low transfer dependency","2009","(0) in school","447","0.825155303258409","0.792027206828846","0.858283399687972"
"Very low transfer dependency","2009","(1a) inadequately completed","117","0.680362007559606","0.610466500480063","0.750257514639149"
"Very low transfer dependency","2009","(1b) general elementary school","1165","0.811603831001803","0.791251317412097","0.83195634459151"
"Very low transfer dependency","2009","(1c) basic vocational qualification","4394","0.906839782708112","0.898640233621275","0.915039331794948"
"Very low transfer dependency","2009","(2b) intermediate general qualification","366","0.789589411782253","0.75209602968681","0.827082793877697"
"Very low transfer dependency","2009","(2a) intermediate vocational","3950","0.88919146259511","0.879890169800021","0.898492755390198"
"Very low transfer dependency","2009","(2c_gen) general maturity certificate","586","0.810754142437781","0.781590668689613","0.839917616185948"
"Very low transfer dependency","2009","(2c_voc) vocational maturity certificate","1219","0.929597417573794","0.915822725441894","0.943372109705694"
"Very low transfer dependency","2009","(3a) lower tertiary education","1502","0.943031771265192","0.931599394027308","0.954464148503077"
"Very low transfer dependency","2009","(3b) higher tertiary education","2349","0.927254555967091","0.916987178248468","0.937521933685714"
"Low transfer dependency","2009","(0) in school","37","0.113164254544507","0.0855343979831917","0.140794111105822"
"Low transfer dependency","2009","(1a) inadequately completed","24","","",""
"Low transfer dependency","2009","(1b) general elementary school","120","0.0829913398642208","0.0686327072953631","0.0973499724330784"
"Low transfer dependency","2009","(1c) basic vocational qualification","244","0.0480363405020625","0.0420037397509315","0.0540689412531934"
"Low transfer dependency","2009","(2b) intermediate general qualification","43","0.0924882280693271","0.0658386996822578","0.119137756456396"
"Low transfer dependency","2009","(2a) intermediate vocational","236","0.0581295974677214","0.0511960850926498","0.0650631098427929"
"Low transfer dependency","2009","(2c_gen) general maturity certificate","57","0.0962741734788649","0.0743130415982363","0.118235305359494"
"Low transfer dependency","2009","(2c_voc) vocational maturity certificate","66","0.0366283063787229","0.0265137809237073","0.0467428318337386"
"Low transfer dependency","2009","(3a) lower tertiary education","50","0.0394297128750526","0.0298305489620656","0.0490288767880395"
"Low transfer dependency","2009","(3b) higher tertiary education","74","0.0500027894477871","0.0413865961585792","0.0586189827369951"
"High transfer dependency","2009","(0) in school","10","","",""
"High transfer dependency","2009","(1a) inadequately completed","10","","",""
"High transfer dependency","2009","(1b) general elementary school","55","0.0383663998473685","0.0283689251271124","0.0483638745676246"
"High transfer dependency","2009","(1c) basic vocational qualification","74","0.0175415392827046","0.0138381412603748","0.0212449373050343"
"High transfer dependency","2009","(2b) intermediate general qualification","17","","",""
"High transfer dependency","2009","(2a) intermediate vocational","75","0.0179730486139224","0.0140363547767178","0.021909742451127"
"High transfer dependency","2009","(2c_gen) general maturity certificate","19","","",""
"High transfer dependency","2009","(2c_voc) vocational maturity certificate","20","","",""
"High transfer dependency","2009","(3a) lower tertiary education","11","","",""
"High transfer dependency","2009","(3b) higher tertiary education","19","","",""
"Very high transfer dependency","2009","(0) in school","11","","",""
"Very high transfer dependency","2009","(1a) inadequately completed","20","","",""
"Very high transfer dependency","2009","(1b) general elementary school","78","0.0670384292866072","0.0540216431862216","0.0800552153869929"
"Very high transfer dependency","2009","(1c) basic vocational qualification","115","0.0275823375071212","0.0229622373019357","0.0322024377123066"
"Very high transfer dependency","2009","(2b) intermediate general qualification","28","","",""
"Very high transfer dependency","2009","(2a) intermediate vocational","114","0.0347058913232466","0.0292822558643955","0.0401295267820978"
"Very high transfer dependency","2009","(2c_gen) general maturity certificate","31","0.0663985270404287","0.0478614412250829","0.0849356128557745"
"Very high transfer dependency","2009","(2c_voc) vocational maturity certificate","20","","",""
"Very high transfer dependency","2009","(3a) lower tertiary education","16","","",""
"Very high transfer dependency","2009","(3b) higher tertiary education","16","","",""
"Very low transfer dependency","2010","(0) in school","533","0.82959443603026","0.801721398218575","0.857467473841945"
"Very low transfer dependency","2010","(1a) inadequately completed","154","0.572852768401221","0.521029550683172","0.624675986119269"
"Very low transfer dependency","2010","(1b) general elementary school","1237","0.778743862636282","0.760054759293199","0.797432965979365"
"Very low transfer dependency","2010","(1c) basic vocational qualification","4671","0.89534817621388","0.88732881427742","0.903367538150341"
"Very low transfer dependency","2010","(2b) intermediate general qualification","431","0.766753448589885","0.734416361901046","0.799090535278724"
"Very low transfer dependency","2010","(2a) intermediate vocational","5010","0.891535859378405","0.883738635865757","0.899333082891053"
"Very low transfer dependency","2010","(2c_gen) general maturity certificate","678","0.799783492959352","0.773798352965192","0.825768632953512"
"Very low transfer dependency","2010","(2c_voc) vocational maturity certificate","1778","0.906682958977304","0.894341710688773","0.919024207265834"
"Very low transfer dependency","2010","(3a) lower tertiary education","1798","0.953834887060903","0.944489940260858","0.963179833860949"
"Very low transfer dependency","2010","(3b) higher tertiary education","3133","0.932392091952114","0.923968875002302","0.940815308901926"
"Low transfer dependency","2010","(0) in school","80","0.0662670544946907","0.0478266824914036","0.0847074264979777"
"Low transfer dependency","2010","(1a) inadequately completed","56","0.183612026124002","0.143050626767988","0.224173425480016"
"Low transfer dependency","2010","(1b) general elementary school","257","0.0986489918935231","0.0852232966709298","0.112074687116116"
"Low transfer dependency","2010","(1c) basic vocational qualification","464","0.0505091758657079","0.0447719629847876","0.0562463887466282"
"Low transfer dependency","2010","(2b) intermediate general qualification","82","0.101161005232137","0.0781034675506314","0.124218542913643"
"Low transfer dependency","2010","(2a) intermediate vocational","619","0.0567102113967724","0.0509108431606556","0.0625095796328892"
"Low transfer dependency","2010","(2c_gen) general maturity certificate","111","0.0866426554291861","0.068375322573151","0.104909988285221"
"Low transfer dependency","2010","(2c_voc) vocational maturity certificate","192","0.03782219808535","0.0297284080775388","0.0459159880931612"
"Low transfer dependency","2010","(3a) lower tertiary education","98","0.0289930702456097","0.0215209896230919","0.0364651508681276"
"Low transfer dependency","2010","(3b) higher tertiary education","187","0.0400120217354071","0.0334368349872022","0.0465872084836121"
"High transfer dependency","2010","(0) in school","30","0.0269281422420456","0.0149280342125969","0.0389282502714943"
"High transfer dependency","2010","(1a) inadequately completed","39","0.0550870161220716","0.0311849963392159","0.0789890359049273"
"High transfer dependency","2010","(1b) general elementary school","160","0.0427028108663876","0.0335995894280322","0.0518060323047431"
"High transfer dependency","2010","(1c) basic vocational qualification","183","0.0195448329681553","0.0159182276923579","0.0231714382439527"
"High transfer dependency","2010","(2b) intermediate general qualification","50","0.055569841549125","0.0380524309821879","0.0730872521160622"
"High transfer dependency","2010","(2a) intermediate vocational","255","0.023880528560537","0.0200522728285426","0.0277087842925314"
"High transfer dependency","2010","(2c_gen) general maturity certificate","60","0.0565898146038296","0.0415857709701327","0.0715938582375265"
"High transfer dependency","2010","(2c_voc) vocational maturity certificate","79","0.0268311272605424","0.0199752276807933","0.0336870268402915"
"High transfer dependency","2010","(3a) lower tertiary education","23","","",""
"High transfer dependency","2010","(3b) higher tertiary education","38","0.0122436837534706","0.00855423989312966","0.0159331276138115"
"Very high transfer dependency","2010","(0) in school","56","0.0772103672330037","0.0574225146826603","0.096998219783347"
"Very high transfer dependency","2010","(1a) inadequately completed","101","0.188448189352706","0.14747798040342","0.229418398301991"
"Very high transfer dependency","2010","(1b) general elementary school","241","0.0799043346038071","0.0676963170273154","0.0921123521802989"
"Very high transfer dependency","2010","(1c) basic vocational qualification","279","0.0345978149522565","0.0298098726080968","0.0393857572964163"
"Very high transfer dependency","2010","(2b) intermediate general qualification","94","0.076515704628853","0.0561895392687241","0.0968418699889818"
"Very high transfer dependency","2010","(2a) intermediate vocational","226","0.0278734006642854","0.0237459311148885","0.0320008702136823"
"Very high transfer dependency","2010","(2c_gen) general maturity certificate","62","0.0569840370076325","0.0419309687334835","0.0720371052817814"
"Very high transfer dependency","2010","(2c_voc) vocational maturity certificate","85","0.0286637156768041","0.0215842263198542","0.035743205033754"
"Very high transfer dependency","2010","(3a) lower tertiary education","18","","",""
"Very high transfer dependency","2010","(3b) higher tertiary education","55","0.0153522025590083","0.0112273754520703","0.0194770296659463"
"Very low transfer dependency","2011","(0) in school","670","0.824328514760343","0.799243015058532","0.849414014462154"
"Very low transfer dependency","2011","(1a) inadequately completed","198","0.615484866278541","0.568904115120303","0.662065617436778"
"Very low transfer dependency","2011","(1b) general elementary school","1549","0.77959694365888","0.762678425970789","0.796515461346972"
"Very low transfer dependency","2011","(1c) basic vocational qualification","5547","0.89115335955801","0.883665040552481","0.898641678563539"
"Very low transfer dependency","2011","(2b) intermediate general qualification","564","0.796540758157192","0.768782952990736","0.824298563323648"
"Very low transfer dependency","2011","(2a) intermediate vocational","5808","0.889496263864059","0.882198057356209","0.896794470371909"
"Very low transfer dependency","2011","(2c_gen) general maturity certificate","838","0.79817861552122","0.774588539957765","0.821768691084676"
"Very low transfer dependency","2011","(2c_voc) vocational maturity certificate","2063","0.893007049765729","0.880885534879163","0.905128564652295"
"Very low transfer dependency","2011","(3a) lower tertiary education","2050","0.952177300238425","0.943334474720679","0.961020125756171"
"Very low transfer dependency","2011","(3b) higher tertiary education","3598","0.935653514550387","0.92800161103311","0.943305418067664"
"Low transfer dependency","2011","(0) in school","110","0.0771860845112177","0.0595927349710156","0.0947794340514199"
"Low transfer dependency","2011","(1a) inadequately completed","67","0.106115074973018","0.0766253699306093","0.135604780015426"
"Low transfer dependency","2011","(1b) general elementary school","282","0.0853724152209719","0.0739673080336203","0.0967775224083235"
"Low transfer dependency","2011","(1c) basic vocational qualification","561","0.0529927850476467","0.0476065461173309","0.0583790239779626"
"Low transfer dependency","2011","(2b) intermediate general qualification","83","0.0711706763439368","0.0534426284610266","0.0888987242268471"
"Low transfer dependency","2011","(2a) intermediate vocational","722","0.0572135052612578","0.0518070631488073","0.0626199473737083"
"Low transfer dependency","2011","(2c_gen) general maturity certificate","118","0.0767126411738684","0.0610704492617073","0.0923548330860295"
"Low transfer dependency","2011","(2c_voc) vocational maturity certificate","254","0.0522077020529769","0.0434845036449527","0.0609309004610011"
"Low transfer dependency","2011","(3a) lower tertiary education","125","0.0320165817405488","0.0247213928871353","0.0393117705939622"
"Low transfer dependency","2011","(3b) higher tertiary education","225","0.0337265362076893","0.0280968337776846","0.039356238637694"
"High transfer dependency","2011","(0) in school","47","0.0517153968974528","0.03711713202944","0.0663136617654656"
"High transfer dependency","2011","(1a) inadequately completed","53","0.106734391214884","0.0771690037422958","0.136299778687473"
"High transfer dependency","2011","(1b) general elementary school","201","0.0541551931354748","0.0449178210851349","0.0633925651858147"
"High transfer dependency","2011","(1c) basic vocational qualification","230","0.0256978362551308","0.0218933527048785","0.0295023198053831"
"High transfer dependency","2011","(2b) intermediate general qualification","74","0.0639632403863455","0.0470917250361468","0.0808347557365442"
"High transfer dependency","2011","(2a) intermediate vocational","285","0.0254972652085437","0.0218278746886387","0.0291666557284488"
"High transfer dependency","2011","(2c_gen) general maturity certificate","77","0.0796456140351341","0.0637325367153788","0.0955586913548894"
"High transfer dependency","2011","(2c_voc) vocational maturity certificate","84","0.0236257078333003","0.0176697384516853","0.0295816772149154"
"High transfer dependency","2011","(3a) lower tertiary education","34","0.00997757431011354","0.0058589697068023","0.0140961789134248"
"High transfer dependency","2011","(3b) higher tertiary education","60","0.0150931590780705","0.01129093948991","0.0188953786662309"
"Very high transfer dependency","2011","(0) in school","57","0.0467700038309862","0.0328511167564725","0.0606888909055"
"Very high transfer dependency","2011","(1a) inadequately completed","101","0.171665667533557","0.135559147412565","0.207772187654549"
"Very high transfer dependency","2011","(1b) general elementary school","274","0.0808754479846731","0.0697475285469379","0.0920033674224083"
"Very high transfer dependency","2011","(1c) basic vocational qualification","307","0.0301560191392127","0.0260441570424122","0.0342678812360132"
"Very high transfer dependency","2011","(2b) intermediate general qualification","87","0.0683253251125256","0.0509286837947","0.0857219664303512"
"Very high transfer dependency","2011","(2a) intermediate vocational","274","0.0277929656661396","0.0239664594089678","0.0316194719233115"
"Very high transfer dependency","2011","(2c_gen) general maturity certificate","79","0.045463129269777","0.0332191745653328","0.0577070839742213"
"Very high transfer dependency","2011","(2c_voc) vocational maturity certificate","97","0.031159540347994","0.0243459890689369","0.0379730916270512"
"Very high transfer dependency","2011","(3a) lower tertiary education","28","","",""
"Very high transfer dependency","2011","(3b) higher tertiary education","67","0.0155267901638535","0.011671186926459","0.019382393401248"
"Very low transfer dependency","2012","(0) in school","710","0.83147633213799","0.807141881480791","0.85581078279519"
"Very low transfer dependency","2012","(1a) inadequately completed","210","0.637681733647642","0.591324216415212","0.684039250880072"
"Very low transfer dependency","2012","(1b) general elementary school","1550","0.797529428263487","0.780832468655202","0.814226387871773"
"Very low transfer dependency","2012","(1c) basic vocational qualification","5523","0.899131096745728","0.89178727730556","0.906474916185895"
"Very low transfer dependency","2012","(2b) intermediate general qualification","558","0.788870819119114","0.760783212043319","0.816958426194909"
"Very low transfer dependency","2012","(2a) intermediate vocational","5854","0.896081344515476","0.888907616211973","0.90325507281898"
"Very low transfer dependency","2012","(2c_gen) general maturity certificate","815","0.782177530533532","0.757617029137979","0.806738031929086"
"Very low transfer dependency","2012","(2c_voc) vocational maturity certificate","2129","0.921632230736236","0.911012142942773","0.932252318529699"
"Very low transfer dependency","2012","(3a) lower tertiary education","2081","0.95048718596364","0.941479309202123","0.959495062725156"
"Very low transfer dependency","2012","(3b) higher tertiary education","3594","0.929736150563496","0.921728898338421","0.937743402788572"
"Low transfer dependency","2012","(0) in school","95","0.0860527642389313","0.0678218216254976","0.104283706852365"
"Low transfer dependency","2012","(1a) inadequately completed","60","0.105301212183557","0.0756987268255023","0.134903697541612"
"Low transfer dependency","2012","(1b) general elementary school","244","0.0691184766305849","0.0585787980355822","0.0796581552255876"
"Low transfer dependency","2012","(1c) basic vocational qualification","458","0.0474723077061322","0.0422868056681507","0.0526578097441138"
"Low transfer dependency","2012","(2b) intermediate general qualification","95","0.0796043064468814","0.0609751480932837","0.0982334648004791"
"Low transfer dependency","2012","(2a) intermediate vocational","585","0.0500235040044074","0.0448988100837833","0.0551481979250315"
"Low transfer dependency","2012","(2c_gen) general maturity certificate","135","0.116725801549224","0.0976200367736769","0.135831566324772"
"Low transfer dependency","2012","(2c_voc) vocational maturity certificate","180","0.0394138646165784","0.0317248054159893","0.0471029238171676"
"Low transfer dependency","2012","(3a) lower tertiary education","107","0.036744474714813","0.0289325639482903","0.0445563854813356"
"Low transfer dependency","2012","(3b) higher tertiary education","197","0.0365589702533459","0.0306793777645969","0.0424385627420949"
"High transfer dependency","2012","(0) in school","55","0.0451579330777061","0.0316590153844854","0.0586568507709267"
"High transfer dependency","2012","(1a) inadequately completed","61","0.0981940970335598","0.0694947317156994","0.12689346235142"
"High transfer dependency","2012","(1b) general elementary school","186","0.0584612527238405","0.0487127876365223","0.0682097178111587"
"High transfer dependency","2012","(1c) basic vocational qualification","215","0.0249626353642817","0.0211582221819208","0.0287670485466427"
"High transfer dependency","2012","(2b) intermediate general qualification","61","0.0467738929385494","0.0322414914819123","0.0613062943951864"
"High transfer dependency","2012","(2a) intermediate vocational","268","0.0238029453864687","0.0202194360251347","0.0273864547478027"
"High transfer dependency","2012","(2c_gen) general maturity certificate","69","0.0572152358330787","0.0433956398728691","0.0710348317932882"
"High transfer dependency","2012","(2c_voc) vocational maturity certificate","69","0.0160962204821858","0.0111232164881521","0.0210692244762196"
"High transfer dependency","2012","(3a) lower tertiary education","23","","",""
"High transfer dependency","2012","(3b) higher tertiary education","54","0.0173149136425629","0.0132283804779405","0.0214014468071852"
"Very high transfer dependency","2012","(0) in school","49","0.0373129705453725","0.0249921786464056","0.0496337624443393"
"Very high transfer dependency","2012","(1a) inadequately completed","82","0.158822957135241","0.123571797365999","0.194074116904483"
"Very high transfer dependency","2012","(1b) general elementary school","245","0.0748908423820874","0.0639539501896783","0.0858277345744965"
"Very high transfer dependency","2012","(1c) basic vocational qualification","264","0.0284339601838586","0.0243808662358641","0.032487054131853"
"Very high transfer dependency","2012","(2b) intermediate general qualification","97","0.0847509814954555","0.0655828549423685","0.103919108048542"
"Very high transfer dependency","2012","(2a) intermediate vocational","244","0.0300922060936474","0.0260759935785555","0.0341084186087393"
"Very high transfer dependency","2012","(2c_gen) general maturity certificate","66","0.0438814320841646","0.0316935149069252","0.0560693492614041"
"Very high transfer dependency","2012","(2c_voc) vocational maturity certificate","82","0.0228576841649998","0.0169519273223697","0.02876344100763"
"Very high transfer dependency","2012","(3a) lower tertiary education","17","","",""
"Very high transfer dependency","2012","(3b) higher tertiary education","69","0.0163899655405948","0.012412209207103","0.0203677218740865"
"Very low transfer dependency","2013","(0) in school","788","0.818259484383223","0.795185657393913","0.841333311372534"
"Very low transfer dependency","2013","(1a) inadequately completed","312","0.577648806061119","0.540164111432303","0.615133500689935"
"Very low transfer dependency","2013","(1b) general elementary school","1890","0.776305058436666","0.760973504146409","0.791636612726923"
"Very low transfer dependency","2013","(1c) basic vocational qualification","5599","0.899136982671802","0.891869455300756","0.906404510042847"
"Very low transfer dependency","2013","(2b) intermediate general qualification","704","0.784943592615502","0.759478602695468","0.810408582535536"
"Very low transfer dependency","2013","(2a) intermediate vocational","5792","0.898846093439259","0.891674507231234","0.906017679647285"
"Very low transfer dependency","2013","(2c_gen) general maturity certificate","1170","0.775856354714888","0.755429274177101","0.796283435252674"
"Very low transfer dependency","2013","(2c_voc) vocational maturity certificate","2414","0.897483334624759","0.886349111646593","0.908617557602924"
"Very low transfer dependency","2013","(3a) lower tertiary education","2070","0.955429859535882","0.946802941867587","0.964056777204178"
"Very low transfer dependency","2013","(3b) higher tertiary education","4253","0.936284673015808","0.929266013849297","0.94330333218232"
"Low transfer dependency","2013","(0) in school","103","0.0661082108794503","0.0512411811303622","0.0809752406285385"
"Low transfer dependency","2013","(1a) inadequately completed","108","0.149381796989443","0.122329674205051","0.176433919773835"
"Low transfer dependency","2013","(1b) general elementary school","364","0.0886515926988766","0.0781941044278026","0.0991090809699507"
"Low transfer dependency","2013","(1c) basic vocational qualification","462","0.0474308305696293","0.0423011964075595","0.052560464731699"
"Low transfer dependency","2013","(2b) intermediate general qualification","109","0.085223453981638","0.0679179135086544","0.102528994454622"
"Low transfer dependency","2013","(2a) intermediate vocational","522","0.0499925406972198","0.0448093482051794","0.0551757331892602"
"Low transfer dependency","2013","(2c_gen) general maturity certificate","196","0.101206881019942","0.08643324772251","0.115980514317373"
"Low transfer dependency","2013","(2c_voc) vocational maturity certificate","243","0.0569558930805054","0.048448728825832","0.0654630573351788"
"Low transfer dependency","2013","(3a) lower tertiary education","87","0.0291638510205007","0.0221294090405445","0.036198293000457"
"Low transfer dependency","2013","(3b) higher tertiary education","194","0.0293965320359273","0.0245425607064033","0.0342505033654513"
"High transfer dependency","2013","(0) in school","86","0.0549370209693768","0.0413034018109848","0.0685706401277688"
"High transfer dependency","2013","(1a) inadequately completed","93","0.0971425681787467","0.0746675758015072","0.119617560555986"
"High transfer dependency","2013","(1b) general elementary school","227","0.0494598251214277","0.0414825710875661","0.0574370791552893"
"High transfer dependency","2013","(1c) basic vocational qualification","245","0.023785677374768","0.0201083007000094","0.0274630540495267"
"High transfer dependency","2013","(2b) intermediate general qualification","92","0.0466744499392343","0.0336004550276238","0.0597484448508447"
"High transfer dependency","2013","(2a) intermediate vocational","253","0.0218098959232702","0.0183359771883035","0.025283814658237"
"High transfer dependency","2013","(2c_gen) general maturity certificate","110","0.0631328451745876","0.0512199008321923","0.0750457895169829"
"High transfer dependency","2013","(2c_voc) vocational maturity certificate","85","0.013016077297454","0.00885558635310077","0.0171765682418072"
"High transfer dependency","2013","(3a) lower tertiary education","23","","",""
"High transfer dependency","2013","(3b) higher tertiary education","97","0.0163566073844891","0.0127116396176455","0.0200015751513327"
"Very high transfer dependency","2013","(0) in school","96","0.0606952837679498","0.0464086814915978","0.0749818860443018"
"Very high transfer dependency","2013","(1a) inadequately completed","154","0.175826828770691","0.146937531206345","0.204716126335037"
"Very high transfer dependency","2013","(1b) general elementary school","357","0.0855835237430297","0.0752913052154364","0.0958757422706229"
"Very high transfer dependency","2013","(1c) basic vocational qualification","290","0.029646509383801","0.025553341697198","0.033739677070404"
"Very high transfer dependency","2013","(2b) intermediate general qualification","95","0.0831585034636257","0.0660446206345224","0.100272386292729"
"Very high transfer dependency","2013","(2a) intermediate vocational","224","0.0293514699402508","0.025337009761435","0.0333659301190666"
"Very high transfer dependency","2013","(2c_gen) general maturity certificate","125","0.0598039190905831","0.0481887251422728","0.0714191130388934"
"Very high transfer dependency","2013","(2c_voc) vocational maturity certificate","109","0.032544694997282","0.0260313356314483","0.0390580543631158"
"Very high transfer dependency","2013","(3a) lower tertiary education","18","","",""
"Very high transfer dependency","2013","(3b) higher tertiary education","108","0.0179621875637754","0.0141456287737194","0.0217787463538314"
"Very low transfer dependency","2014","(0) in school","662","0.798499527458943","0.772102097434121","0.824896957483765"
"Very low transfer dependency","2014","(1a) inadequately completed","233","0.536286824903085","0.494069668476972","0.578503981329198"
"Very low transfer dependency","2014","(1b) general elementary school","1581","0.771175738132598","0.754355490003993","0.787995986261203"
"Very low transfer dependency","2014","(1c) basic vocational qualification","4980","0.888582332952839","0.88050621900785","0.896658446897828"
"Very low transfer dependency","2014","(2b) intermediate general qualification","623","0.804002444914927","0.777548280466451","0.830456609363403"
"Very low transfer dependency","2014","(2a) intermediate vocational","5249","0.900260287310121","0.892705192883272","0.907815381736969"
"Very low transfer dependency","2014","(2c_gen) general maturity certificate","1093","0.749621137617755","0.72734524955476","0.77189702568075"
"Very low transfer dependency","2014","(2c_voc) vocational maturity certificate","2130","0.904274178075854","0.892729616810702","0.915818739341006"
"Very low transfer dependency","2014","(3a) lower tertiary education","1937","0.960209327668422","0.951720921047538","0.968697734289306"
"Very low transfer dependency","2014","(3b) higher tertiary education","3806","0.931868223351906","0.924219582799331","0.939516863904481"
"Low transfer dependency","2014","(0) in school","86","0.0684061575856225","0.0517931912882326","0.0850191238830124"
"Low transfer dependency","2014","(1a) inadequately completed","110","0.178961142878236","0.146510229575741","0.21141205618073"
"Low transfer dependency","2014","(1b) general elementary school","323","0.0903035157250207","0.0788271264306154","0.101779905019426"
"Low transfer dependency","2014","(1c) basic vocational qualification","391","0.0519571187161779","0.0462605532769658","0.0576536841553899"
"Low transfer dependency","2014","(2b) intermediate general qualification","95","0.0694706984133243","0.052527090366946","0.0864143064597027"
"Low transfer dependency","2014","(2a) intermediate vocational","447","0.0496891721011677","0.0442103712681146","0.0551679729342208"
"Low transfer dependency","2014","(2c_gen) general maturity certificate","165","0.115396915763932","0.0989688433231107","0.131824988204754"
"Low transfer dependency","2014","(2c_voc) vocational maturity certificate","192","0.0513084537750131","0.042651406386397","0.0599655011636293"
"Low transfer dependency","2014","(3a) lower tertiary education","67","0.0259442141608212","0.019040786918498","0.0328476414031444"
