"pli0092_h","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Rarely","1997","Saxony-Anhalt","Female","68","0.16081570622561","0.122438826246504","0.199192586204717","4"
"Rarely","1997","Thuringia","Male","78","0.23076283893285","0.184235750204002","0.277289927661698","4"
"Rarely","1997","Berlin","Female","49","0.190280089039145","0.142750777052378","0.237809401025912","4"
"Rarely","1997","Berlin","Male","49","0.195995285618029","0.146084194469508","0.245906376766549","4"
"Rarely","1997","Bavaria","Female","187","0.216975211281933","0.188848825307987","0.24510159725588","4"
"Rarely","1997","Brandenburg","Male","68","0.231524153200325","0.183308540590049","0.279739765810601","4"
"Daily","1998","North Rhine-Westphalia","Male","90","0.0658238921884729","0.052673796938674","0.0789739874382719","1"
"Daily","1998","North Rhine-Westphalia","Female","54","0.0362154876784361","0.0266617275380923","0.0457692478187799","1"
"Daily","1998","Hesse","Male","30","0.0618171842394533","0.0399049103704351","0.0837294581084715","1"
"Daily","1998","Hesse","Female","19","","","","1"
"Daily","1998","Rhineland-Palatinate,Saarland","Male","25","","","","1"
"Daily","1998","Rhineland-Palatinate,Saarland","Female","13","","","","1"
"Daily","1998","Baden-Württemberg","Male","53","0.0772385979332344","0.0595696701657265","0.0949075257007423","1"
"Daily","1998","Baden-Württemberg","Female","35","0.0309192694848557","0.0198061821824739","0.0420323567872374","1"
"Daily","1998","Bavaria","Male","51","0.0613896840960095","0.0457763545054981","0.0770030136865208","1"
"Daily","1998","Bavaria","Female","33","0.0374091468023513","0.0253989934055855","0.0494193001991172","1"
"Daily","1998","Berlin","Male","18","","","","1"
"Daily","1998","Berlin","Female","15","","","","1"
"Daily","1998","Brandenburg","Male","18","","","","1"
"Daily","1998","Mecklenburg-Western Pomerania","Female","12","","","","1"
"Daily","1998","Saxony","Male","24","","","","1"
"Daily","1998","Saxony","Female","23","","","","1"
"Daily","1998","Saxony-Anhalt","Male","15","","","","1"
"Daily","1998","Saxony-Anhalt","Female","7","","","","1"
"Daily","1998","Thuringia","Male","12","","","","1"
"Daily","1998","Thuringia","Female","10","","","","1"
"Daily","1998","Schleswig-Holstein","Male","7","","","","1"
"Daily","1998","Schleswig-Holstein","Female","16","","","","1"
"Daily","1998","Hamburg","Male","2","","","","1"
"Daily","1998","Hamburg","Female","2","","","","1"
"Daily","1998","Lower Saxony","Male","36","0.0598504289991841","0.0406936471536732","0.079007210844695","1"
"Daily","1998","Lower Saxony","Female","37","0.0567487250059183","0.038343314838964","0.0751541351728727","1"
"Daily","1998","Bremen","Male","3","","","","1"
"Daily","1998","Bremen","Female","6","","","","1"
"Daily","1998","Brandenburg","Female","9","","","","1"
"Daily","1998","Mecklenburg-Western Pomerania","Male","6","","","","1"
"Min 1x per month","1998","Hamburg","Male","5","","","","3"
"Min 1x per month","1998","Schleswig-Holstein","Male","14","","","","3"
"Min 1x per month","1998","Schleswig-Holstein","Female","22","","","","3"
"Min 1x per month","1998","Hamburg","Female","5","","","","3"
"Min 1x per month","1998","North Rhine-Westphalia","Male","119","0.0848266064195084","0.0700511644483215","0.0996020483906952","3"
"Min 1x per month","1998","North Rhine-Westphalia","Female","120","0.0900689458273004","0.0754293537195918","0.104708537935009","3"
"Min 1x per month","1998","Hesse","Male","39","0.0809569427677093","0.0561379541621981","0.10577593137322","3"
"Min 1x per month","1998","Hesse","Female","31","0.0600078561838962","0.0387831483566082","0.0812325640111842","3"
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","Male","25","","","","3"
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","Female","17","","","","3"
"Min 1x per month","1998","Baden-Württemberg","Male","80","0.0997221284590798","0.0798916883982052","0.119552568519954","3"
"Min 1x per month","1998","Baden-Württemberg","Female","72","0.0709654136056757","0.054480774443471","0.0874500527678803","3"
"Min 1x per month","1998","Bavaria","Male","103","0.0950130734735641","0.0759401176494416","0.114086029297687","3"
"Min 1x per month","1998","Bavaria","Female","65","0.0594791594381566","0.0445097243870418","0.0744485944892715","3"
"Min 1x per month","1998","Berlin","Male","29","","","","3"
"Min 1x per month","1998","Berlin","Female","20","","","","3"
"Min 1x per month","1998","Brandenburg","Male","15","","","","3"
"Min 1x per month","1998","Brandenburg","Female","17","","","","3"
"Min 1x per month","1998","Mecklenburg-Western Pomerania","Male","9","","","","3"
"Min 1x per month","1998","Mecklenburg-Western Pomerania","Female","11","","","","3"
"Min 1x per month","1998","Saxony","Male","40","0.0515477984096926","0.0333639120596502","0.069731684759735","3"
"Min 1x per month","1998","Saxony","Female","51","0.0913104468631451","0.0683953473732498","0.11422554635304","3"
"Min 1x per month","1998","Saxony-Anhalt","Male","19","","","","3"
"Min 1x per month","1998","Saxony-Anhalt","Female","18","","","","3"
"Min 1x per month","1998","Thuringia","Male","34","0.0867192169711752","0.057361615412861","0.116076818529489","3"
"Min 1x per month","1998","Thuringia","Female","20","","","","3"
"Min 1x per month","1998","Lower Saxony","Male","52","0.0856166947657861","0.063020577670319","0.108212811861253","3"
"Min 1x per month","1998","Lower Saxony","Female","46","0.0718812848001873","0.0513335748756157","0.0924289947247589","3"
"Min 1x per month","1998","Bremen","Female","4","","","","3"
"Min 1x per month","1998","Bremen","Male","4","","","","3"
"Min 1x per week","1998","North Rhine-Westphalia","Female","325","0.2421465869046","0.22024028974758","0.26405288406162","2"
"Min 1x per week","1998","Rhineland-Palatinate,Saarland","Male","90","0.24337700987145","0.200456781806855","0.286297237936044","2"
"Min 1x per week","1998","Hesse","Male","113","0.271850592727877","0.231368356665457","0.312332828790297","2"
"Min 1x per week","1998","North Rhine-Westphalia","Male","358","0.280028154516937","0.256216950983167","0.303839358050707","2"
"Min 1x per week","1998","Hesse","Female","108","0.229970524766039","0.192363816968109","0.267577232563969","2"
"Min 1x per week","1998","Schleswig-Holstein","Female","47","0.266818241452255","0.203425304600938","0.330211178303571","2"
"Min 1x per week","1998","Hamburg","Male","23","","","","2"
"Min 1x per week","1998","Hamburg","Female","28","","","","2"
"Min 1x per week","1998","Lower Saxony","Male","162","0.290826953983875","0.254150792070177","0.327503115897574","2"
"Min 1x per week","1998","Lower Saxony","Female","177","0.29009716010631","0.253995685551661","0.326198634660959","2"
"Min 1x per week","1998","Bremen","Male","14","","","","2"
"Min 1x per week","1998","Schleswig-Holstein","Male","54","0.399189757744933","0.323542443825219","0.474837071664648","2"
"Min 1x per week","1998","Bremen","Female","12","","","","2"
"Min 1x per week","1998","Mecklenburg-Western Pomerania","Female","33","0.132367577108225","0.0860897267897698","0.17864542742668","2"
"Min 1x per week","1998","Saxony","Male","112","0.18793774951053","0.155810348409764","0.220065150611296","2"
"Min 1x per week","1998","Saxony","Female","98","0.139764682441922","0.112180437477603","0.167348927406241","2"
"Min 1x per week","1998","Rhineland-Palatinate,Saarland","Female","96","0.233111924374105","0.19253040520732","0.273693443540889","2"
"Min 1x per week","1998","Baden-Württemberg","Male","209","0.241375853396152","0.213054856497769","0.269696850294534","2"
"Min 1x per week","1998","Baden-Württemberg","Female","218","0.28006803790506","0.251239830580662","0.308896245229457","2"
"Min 1x per week","1998","Bavaria","Male","220","0.246763286200211","0.218721144510912","0.274805427889511","2"
"Min 1x per week","1998","Bavaria","Female","237","0.26539258191892","0.237447149637909","0.293338014199931","2"
"Min 1x per week","1998","Berlin","Male","64","0.248760697623392","0.195066364747108","0.302455030499676","2"
"Min 1x per week","1998","Berlin","Female","67","0.240922583316209","0.190652745490232","0.291192421142186","2"
"Min 1x per week","1998","Brandenburg","Male","63","0.207723524790874","0.162120618501407","0.253326431080342","2"
"Min 1x per week","1998","Brandenburg","Female","45","0.120024285152699","0.0843608923536594","0.155687677951738","2"
"Min 1x per week","1998","Mecklenburg-Western Pomerania","Male","51","0.217475463662381","0.16015949091823","0.274791436406533","2"
"Min 1x per week","1998","Saxony-Anhalt","Male","53","0.146476283137637","0.108327334520331","0.184625231754943","2"
"Min 1x per week","1998","Saxony-Anhalt","Female","58","0.159924542682037","0.121902916275684","0.19794616908839","2"
"Min 1x per week","1998","Thuringia","Male","79","0.203799650062866","0.16177794818244","0.245821351943293","2"
"Min 1x per week","1998","Thuringia","Female","55","0.121034783078987","0.0881103459858256","0.153959220172148","2"
"Never","1998","Bremen","Female","26","","","","5"
"Never","1998","North Rhine-Westphalia","Male","471","0.321387407080865","0.296621848575132","0.346152965586598","5"
"Never","1998","Thuringia","Male","125","0.400383347484087","0.349269851731579","0.451496843236596","5"
"Never","1998","Thuringia","Female","199","0.610676362829053","0.561456731420936","0.65989599423717","5"
"Never","1998","Schleswig-Holstein","Male","51","0.300936664818099","0.230088114693872","0.371785214942326","5"
"Never","1998","Schleswig-Holstein","Female","63","0.312379192964482","0.245952467855594","0.378805918073371","5"
"Never","1998","Hamburg","Male","27","","","","5"
"Never","1998","Hamburg","Female","35","0.382488737637272","0.279774503392057","0.485202971882486","5"
"Never","1998","Lower Saxony","Male","210","0.34960669567624","0.311097154407746","0.388116236944734","5"
"Never","1998","Lower Saxony","Female","244","0.406548928135215","0.367473601685209","0.44562425458522","5"
"Never","1998","Bremen","Male","19","","","","5"
"Never","1998","Mecklenburg-Western Pomerania","Male","80","0.408877504018818","0.34057181054148","0.477183197496156","5"
"Never","1998","Mecklenburg-Western Pomerania","Female","99","0.525314879967874","0.457123867099794","0.593505892835954","5"
"Never","1998","Saxony","Male","234","0.445848693202436","0.404971426079343","0.486725960325529","5"
"Never","1998","Saxony","Female","285","0.523670771465078","0.483939128102414","0.563402414827743","5"
"Never","1998","Saxony-Anhalt","Male","148","0.477065223046564","0.423175771599674","0.530954674493454","5"
"Never","1998","Saxony-Anhalt","Female","182","0.55689916819636","0.505369950374058","0.608428386018662","5"
"Never","1998","North Rhine-Westphalia","Female","668","0.445773074357376","0.420355276592556","0.471190872122195","5"
"Never","1998","Hesse","Male","196","0.401544952853418","0.35694114323132","0.446148762475517","5"
"Never","1998","Hesse","Female","231","0.479923032173991","0.435275736363855","0.524570327984127","5"
"Never","1998","Rhineland-Palatinate,Saarland","Male","164","0.408809863186913","0.359639122381896","0.457980603991931","5"
"Never","1998","Rhineland-Palatinate,Saarland","Female","219","0.536567382238071","0.488705971387899","0.584428793088243","5"
"Never","1998","Baden-Württemberg","Male","368","0.407172750034558","0.374656404788569","0.439689095280547","5"
"Never","1998","Baden-Württemberg","Female","448","0.456561275169465","0.424582269031615","0.488540281307315","5"
"Never","1998","Bavaria","Male","291","0.331552829143342","0.300932131542827","0.362173526743857","5"
"Never","1998","Bavaria","Female","387","0.414387022950799","0.383209098045129","0.445564947856469","5"
"Never","1998","Berlin","Male","74","0.27686956485442","0.221292661269493","0.332446468439346","5"
"Never","1998","Berlin","Female","118","0.479552856644532","0.420826609455282","0.538279103833782","5"
"Never","1998","Brandenburg","Male","120","0.408222222042576","0.352971374202281","0.463473069882871","5"
"Never","1998","Brandenburg","Female","159","0.535766591245144","0.481038694298825","0.590494488191463","5"
"Rarely","1998","Schleswig-Holstein","Female","39","0.220007052474763","0.160633788139052","0.279380316810474","4"
"Rarely","1998","Hamburg","Male","9","","","","4"
"Rarely","1998","North Rhine-Westphalia","Male","328","0.247933939794217","0.225034823265806","0.270833056322629","4"
"Rarely","1998","North Rhine-Westphalia","Female","302","0.185795905232288","0.16590649509551","0.205685315369065","4"
"Rarely","1998","Baden-Württemberg","Male","167","0.174490670176976","0.149372072341174","0.199609268012779","4"
"Rarely","1998","Baden-Württemberg","Female","159","0.161486003834945","0.137861497797684","0.185110509872205","4"
"Rarely","1998","Hesse","Male","86","0.183830327411542","0.148586107075324","0.21907454774776","4"
"Rarely","1998","Bavaria","Male","243","0.265281127086873","0.236565457886556","0.29399679628719","4"
"Rarely","1998","Schleswig-Holstein","Male","35","0.172728840807","0.114338430878637","0.231119250735363","4"
"Rarely","1998","Hamburg","Female","16","","","","4"
"Rarely","1998","Hesse","Female","92","0.194378144395348","0.159013858849767","0.229742429940929","4"
"Rarely","1998","Rhineland-Palatinate,Saarland","Male","80","0.205677803080841","0.165250521382485","0.246105084779196","4"
"Rarely","1998","Rhineland-Palatinate,Saarland","Female","72","0.141374328942082","0.107934251372857","0.174814406511307","4"
"Rarely","1998","Lower Saxony","Male","129","0.214099226574915","0.180972246161558","0.247226206988272","4"
"Rarely","1998","Lower Saxony","Female","103","0.17472390195237","0.144515375660242","0.204932428244498","4"
"Rarely","1998","Bremen","Male","7","","","","4"
"Rarely","1998","Bremen","Female","5","","","","4"
"Rarely","1998","Thuringia","Female","93","0.200483902244508","0.160070001029071","0.240897803459945","4"
"Rarely","1998","Mecklenburg-Western Pomerania","Male","53","0.320736618648988","0.255885879957602","0.385587357340374","4"
"Rarely","1998","Mecklenburg-Western Pomerania","Female","51","0.227515001561991","0.170266446869975","0.284763556254007","4"
"Rarely","1998","Saxony","Male","158","0.280369840085334","0.24343006486973","0.317309615300937","4"
"Rarely","1998","Saxony","Female","150","0.211088205566426","0.178624360729303","0.243552050403548","4"
"Rarely","1998","Saxony-Anhalt","Male","95","0.284572218623579","0.235890010210894","0.333254427036263","4"
"Rarely","1998","Saxony-Anhalt","Female","92","0.219508946257958","0.176572701287003","0.262445191228914","4"
