"ple0160","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"No","2018","Mecklenburg-Western Pomerania","no migration background","555","0.988070033230005","0.979133480082623","0.997006586377387"
"No","2018","Mecklenburg-Western Pomerania","direct migration background","15","","",""
"No","2018","Mecklenburg-Western Pomerania","indirect migration background","10","","",""
"No","2018","Saxony","no migration background","1476","0.966905846376139","0.957939570840565","0.975872121911712"
"No","2018","Saxony","direct migration background","67","1","1","1"
"No","2018","Saxony","indirect migration background","31","0.994744885455239","0.970076650749317","1.01941312016116"
"No","2018","Saxony-Anhalt","no migration background","806","0.961709359328155","0.94877838804384","0.97464033061247"
"No","2018","Saxony-Anhalt","direct migration background","47","0.936687592426176","0.868502120748219","1.00487306410413"
"No","2018","Saxony-Anhalt","indirect migration background","20","","",""
"No","2018","Thuringia","no migration background","814","0.952092371732721","0.937751677635026","0.966433065830416"
"No","2018","Thuringia","direct migration background","69","1","1","1"
"No","2018","Thuringia","indirect migration background","20","","",""
"Yes","2019","Schleswig-Holstein","no migration background","21","","",""
"Yes","2019","Schleswig-Holstein","direct migration background","3","","",""
"Yes","2019","Schleswig-Holstein","indirect migration background","1","","",""
"Yes","2019","Hamburg","no migration background","15","","",""
"Yes","2019","Hamburg","direct migration background","1","","",""
"Yes","2019","Hamburg","indirect migration background","1","","",""
"Yes","2019","Lower Saxony","no migration background","85","0.0395409680859519","0.0310066134052894","0.0480753227666143"
"Yes","2019","Lower Saxony","direct migration background","7","","",""
"Yes","2019","Lower Saxony","indirect migration background","5","","",""
"Yes","2019","Bremen","no migration background","6","","",""
"Yes","2019","Bremen","direct migration background","","","",""
"Yes","2019","Bremen","indirect migration background","3","","",""
"Yes","2019","North Rhine-Westphalia","no migration background","101","0.0256041749113967","0.0206193905985658","0.0305889592242277"
"Yes","2019","North Rhine-Westphalia","direct migration background","30","0.043365972736553","0.0311160516458116","0.0556158938272944"
"Yes","2019","North Rhine-Westphalia","indirect migration background","24","","",""
"Yes","2019","Hesse","no migration background","48","0.0400944318970437","0.0294342226285829","0.0507546411655045"
"Yes","2019","Hesse","direct migration background","8","","",""
"Yes","2019","Hesse","indirect migration background","4","","",""
"Yes","2019","Rhineland-Palatinate,Saarland","no migration background","22","","",""
"Yes","2019","Rhineland-Palatinate,Saarland","direct migration background","11","","",""
"Yes","2019","Rhineland-Palatinate,Saarland","indirect migration background","3","","",""
"Yes","2019","Baden-Württemberg","no migration background","64","0.0379373918222647","0.0296774387354671","0.0461973449090623"
"Yes","2019","Baden-Württemberg","direct migration background","19","","",""
"Yes","2019","Baden-Württemberg","indirect migration background","11","","",""
"Yes","2019","Bavaria","no migration background","79","0.0261928239469893","0.0205258053945338","0.0318598424994447"
"Yes","2019","Bavaria","direct migration background","19","","",""
"Yes","2019","Bavaria","indirect migration background","12","","",""
"Yes","2019","Berlin","no migration background","19","","",""
"Yes","2019","Berlin","direct migration background","2","","",""
"Yes","2019","Berlin","indirect migration background","1","","",""
"Yes","2019","Brandenburg","no migration background","22","","",""
"Yes","2019","Brandenburg","direct migration background","","","",""
"Yes","2019","Brandenburg","indirect migration background","1","","",""
"Yes","2019","Mecklenburg-Western Pomerania","no migration background","14","","",""
"Yes","2019","Mecklenburg-Western Pomerania","direct migration background","2","","",""
"Yes","2019","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Yes","2019","Saxony","no migration background","33","0.0140311986004897","0.0081776239068227","0.0198847732941566"
"Yes","2019","Saxony","direct migration background","","","",""
"Yes","2019","Saxony","indirect migration background","3","","",""
"Yes","2019","Saxony-Anhalt","no migration background","38","0.0457942523038709","0.0316242000198469","0.0599643045878949"
"Yes","2019","Saxony-Anhalt","direct migration background","1","","",""
"Yes","2019","Saxony-Anhalt","indirect migration background","1","","",""
"Yes","2019","Thuringia","no migration background","46","0.0528351891097706","0.037849192874515","0.0678211853450261"
"Yes","2019","Thuringia","direct migration background","","","",""
"Yes","2019","Thuringia","indirect migration background","","","",""
"No","2019","Schleswig-Holstein","no migration background","760","0.968089474444171","0.955762760956826","0.980416187931516"
"No","2019","Schleswig-Holstein","direct migration background","120","0.931301807007677","0.886601200583162","0.976002413432192"
"No","2019","Schleswig-Holstein","indirect migration background","55","0.993055168385528","0.971304549154237","1.01480578761682"
"No","2019","Hamburg","no migration background","364","0.975892955149555","0.960451025647178","0.991334884651933"
"No","2019","Hamburg","direct migration background","101","0.978384634937567","0.950162874281914","1.00660639559322"
"No","2019","Hamburg","indirect migration background","51","0.996891257444488","0.981760429529505","1.01202208535947"
"No","2019","Lower Saxony","no migration background","1918","0.960459031914048","0.951924677233386","0.96899338659471"
"No","2019","Lower Saxony","direct migration background","362","0.972727676456939","0.956109184372563","0.989346168541316"
"No","2019","Lower Saxony","indirect migration background","124","0.951147587665579","0.913949535572215","0.988345639758944"
"No","2019","Bremen","no migration background","141","0.931574960507488","0.890761271078766","0.972388649936209"
"No","2019","Bremen","direct migration background","58","1","1","1"
"No","2019","Bremen","indirect migration background","13","","",""
"No","2019","North Rhine-Westphalia","no migration background","3756","0.974395825088603","0.969411040775772","0.979380609401434"
"No","2019","North Rhine-Westphalia","direct migration background","1032","0.956634027263447","0.944384106172706","0.968883948354188"
"No","2019","North Rhine-Westphalia","indirect migration background","488","0.971281763148217","0.956815225077928","0.985748301218507"
"No","2019","Hesse","no migration background","1253","0.959905568102956","0.949245358834496","0.970565777371417"
"No","2019","Hesse","direct migration background","279","0.976340836135779","0.958757245436518","0.99392442683504"
"No","2019","Hesse","indirect migration background","126","0.971914448930193","0.94351356159721","1.00031533626318"
"No","2019","Rhineland-Palatinate,Saarland","no migration background","1037","0.982435934425173","0.974524326524158","0.990347542326188"
"No","2019","Rhineland-Palatinate,Saarland","direct migration background","299","0.978491620516658","0.962342471399994","0.994640769633322"
"No","2019","Rhineland-Palatinate,Saarland","indirect migration background","100","0.989119732532496","0.969085454457251","1.00915401060774"
"No","2019","Baden-Württemberg","no migration background","1991","0.962062608177735","0.953802655090938","0.970322561264533"
"No","2019","Baden-Württemberg","direct migration background","486","0.961802666424206","0.945085528946177","0.978519803902235"
"No","2019","Baden-Württemberg","indirect migration background","241","0.951514284513963","0.924994964673201","0.978033604354724"
"No","2019","Bavaria","no migration background","2972","0.973807176053011","0.968140157500555","0.979474194605466"
"No","2019","Bavaria","direct migration background","627","0.976979145680895","0.965414423690173","0.988543867671617"
"No","2019","Bavaria","indirect migration background","257","0.962855867361445","0.940256426079532","0.985455308643358"
"No","2019","Berlin","no migration background","800","0.979400935057811","0.969673235458776","0.989128634656845"
"No","2019","Berlin","direct migration background","146","0.990653725647862","0.975151379335359","1.00615607196037"
"No","2019","Berlin","indirect migration background","70","0.983079858743096","0.953080269520689","1.0130794479655"
"No","2019","Brandenburg","no migration background","992","0.960758390482303","0.948807242817503","0.972709538147103"
"No","2019","Brandenburg","direct migration background","79","1","1","1"
"No","2019","Brandenburg","indirect migration background","24","","",""
"No","2019","Mecklenburg-Western Pomerania","no migration background","566","0.989309194241144","0.980939582029701","0.997678806452587"
"No","2019","Mecklenburg-Western Pomerania","direct migration background","16","","",""
"No","2019","Mecklenburg-Western Pomerania","indirect migration background","14","","",""
"No","2019","Saxony","no migration background","1518","0.98596880139951","0.980115226705843","0.991822376093177"
"No","2019","Saxony","direct migration background","58","1","1","1"
"No","2019","Saxony","indirect migration background","32","0.974090885963308","0.921460071588339","1.02672170033828"
"No","2019","Saxony-Anhalt","no migration background","798","0.954205747696129","0.940035695412105","0.968375799980153"
"No","2019","Saxony-Anhalt","direct migration background","38","0.967274473431477","0.911435943948669","1.02311300291428"
"No","2019","Saxony-Anhalt","indirect migration background","20","","",""
"No","2019","Thuringia","no migration background","810","0.94716481089023","0.932178814654974","0.962150807125485"
