"plb0037_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Limited","2011","(Married) couple without C. ","in school","","","",""
"Limited","2011","(Married) couple without C. ","inadequately","7","","",""
"Limited","2011","(Married) couple without C. ","general elemantary","19","","",""
"Limited","2011","(Married) couple without C. ","middle vocational","149","0.0968827217359726","0.0821140304384174","0.111651413033528"
"Limited","2011","(Married) couple without C. ","vocational + Abi","23","","",""
"Limited","2011","(Married) couple without C. ","higher vocational","18","","",""
"Limited","2011","(Married) couple without C. ","higher education","113","0.167362831032713","0.142656645521499","0.192069016543926"
"Limited","2011","Single parent ","in school","2","","",""
"Limited","2011","Single parent ","inadequately","3","","",""
"Limited","2011","Single parent ","general elemantary","89","0.587423574346722","0.516097152721887","0.658749995971557"
"Limited","2011","Single parent ","middle vocational","154","0.177702220534876","0.152034383119217","0.203370057950536"
"Limited","2011","Single parent ","vocational + Abi","29","","",""
"Limited","2011","Single parent ","higher vocational","7","","",""
"Limited","2011","Single parent ","higher education","47","0.163442010966881","0.123364191117243","0.203519830816518"
"Limited","2011","Couple + C. LE 16 ","in school","","","",""
"Limited","2011","Couple + C. LE 16 ","inadequately","15","","",""
"Limited","2011","Couple + C. LE 16 ","general elemantary","59","0.22100915686437","0.170670786984665","0.271347526744074"
"Limited","2011","Couple + C. LE 16 ","middle vocational","248","0.118281868610755","0.105460207299502","0.131103529922008"
"Limited","2011","Couple + C. LE 16 ","vocational + Abi","46","0.0765636129144133","0.054219488424003","0.0989077374048236"
"Limited","2011","Couple + C. LE 16 ","higher vocational","23","","",""
"Limited","2011","Couple + C. LE 16 ","higher education","182","0.103894809642274","0.0882489508860899","0.119540668398458"
"Limited","2011","Couple + C. GT 16 ","in school","5","","",""
"Limited","2011","Couple + C. GT 16 ","inadequately","3","","",""
"Limited","2011","Couple + C. GT 16 ","general elemantary","93","0.501683842120541","0.431325634435732","0.572042049805351"
"Limited","2011","Couple + C. GT 16 ","middle vocational","159","0.201923826536515","0.176192733090008","0.227654919983021"
"Limited","2011","Couple + C. GT 16 ","vocational + Abi","22","","",""
"Limited","2011","Couple + C. GT 16 ","higher vocational","9","","",""
"Limited","2011","Couple + C. GT 16 ","higher education","41","0.133512400969444","0.100468381820309","0.166556420118579"
"Limited","2011","Couple + C. LE and GT 16","in school","4","","",""
"Limited","2011","Couple + C. LE and GT 16","inadequately","3","","",""
"Limited","2011","Couple + C. LE and GT 16","general elemantary","90","0.503597273145519","0.428438030621264","0.578756515669774"
"Limited","2011","Couple + C. LE and GT 16","middle vocational","80","0.158578705433684","0.128297624735821","0.188859786131548"
"Limited","2011","Couple + C. LE and GT 16","vocational + Abi","12","","",""
"Limited","2011","Couple + C. LE and GT 16","higher vocational","6","","",""
"Limited","2011","Couple + C. LE and GT 16","higher education","14","","",""
"Permanent","2012","1-pers.-HH","in school","1","","",""
"Permanent","2012","1-pers.-HH","inadequately","5","","",""
"Permanent","2012","1-pers.-HH","general elemantary","67","0.81655643023389","0.736148767972394","0.896964092495386"
"Permanent","2012","1-pers.-HH","middle vocational","584","0.844854178219169","0.818204872834732","0.871503483603607"
"Permanent","2012","1-pers.-HH","vocational + Abi","108","0.794994736343929","0.725597680262175","0.864391792425683"
"Permanent","2012","1-pers.-HH","higher vocational","81","0.90562684259075","0.846527445540603","0.964726239640898"
"Permanent","2012","1-pers.-HH","higher education","345","0.824641252502808","0.788229856899691","0.861052648105925"
"Permanent","2012","(Married) couple without C. ","in school","1","","",""
"Permanent","2012","(Married) couple without C. ","inadequately","9","","",""
"Permanent","2012","(Married) couple without C. ","general elemantary","122","0.874027847674368","0.820019113363388","0.928036581985348"
"Permanent","2012","(Married) couple without C. ","middle vocational","1370","0.9032355954986","0.888339002120484","0.918132188876715"
"Permanent","2012","(Married) couple without C. ","vocational + Abi","211","0.887089677608756","0.846966092859167","0.927213262358345"
"Permanent","2012","(Married) couple without C. ","higher vocational","224","0.931278988546451","0.899206414661664","0.963351562431238"
"Permanent","2012","(Married) couple without C. ","higher education","753","0.843326280652166","0.819060718770272","0.867591842534059"
"Permanent","2012","Single parent ","in school","8","","",""
"Permanent","2012","Single parent ","inadequately","16","","",""
"Permanent","2012","Single parent ","general elemantary","91","0.444608982277574","0.375740321906221","0.513477642648927"
"Permanent","2012","Single parent ","middle vocational","686","0.793768968303543","0.766585342927808","0.820952593679278"
"Permanent","2012","Single parent ","vocational + Abi","147","0.89008991235885","0.84334658926371","0.936833235453991"
"Permanent","2012","Single parent ","higher vocational","59","0.894677488218899","0.819471579569132","0.969883396868667"
"Permanent","2012","Single parent ","higher education","267","0.873392792500311","0.836073604289855","0.910711980710766"
"Permanent","2012","Couple + C. LE 16 ","in school","","","",""
"Permanent","2012","Couple + C. LE 16 ","inadequately","34","0.694209505054916","0.571321786954869","0.817097223154963"
"Permanent","2012","Couple + C. LE 16 ","general elemantary","233","0.854948901639753","0.813920418266406","0.895977385013099"
"Permanent","2012","Couple + C. LE 16 ","middle vocational","2065","0.873663804322143","0.8602229270561","0.887104681588186"
"Permanent","2012","Couple + C. LE 16 ","vocational + Abi","466","0.903015282769499","0.87762824426611","0.928402321272887"
"Permanent","2012","Couple + C. LE 16 ","higher vocational","362","0.947377996506778","0.924869446048498","0.969886546965059"
"Permanent","2012","Couple + C. LE 16 ","higher education","1213","0.885845482833066","0.869079863248435","0.902611102417697"
"Permanent","2012","Couple + C. GT 16 ","in school","5","","",""
"Permanent","2012","Couple + C. GT 16 ","inadequately","10","","",""
"Permanent","2012","Couple + C. GT 16 ","general elemantary","86","0.506805872706272","0.432733060297614","0.58087868511493"
"Permanent","2012","Couple + C. GT 16 ","middle vocational","785","0.810959790608411","0.78604875742073","0.835870823796093"
"Permanent","2012","Couple + C. GT 16 ","vocational + Abi","106","0.817458112939797","0.750537928648188","0.884378297231405"
"Permanent","2012","Couple + C. GT 16 ","higher vocational","131","0.92852998667143","0.88554978526862","0.97151018807424"
"Permanent","2012","Couple + C. GT 16 ","higher education","350","0.850585274607522","0.814975161205724","0.88619538800932"
"Permanent","2012","Couple + C. LE and GT 16","in school","6","","",""
"Permanent","2012","Couple + C. LE and GT 16","inadequately","16","","",""
"Permanent","2012","Couple + C. LE and GT 16","general elemantary","78","0.479265207616283","0.40708212439631","0.551448290836256"
"Permanent","2012","Couple + C. LE and GT 16","middle vocational","493","0.8840109424707","0.8578607927629","0.9101610921785"
"Permanent","2012","Couple + C. LE and GT 16","vocational + Abi","102","0.854993704998842","0.790639925585176","0.919347484412507"
"Permanent","2012","Couple + C. LE and GT 16","higher vocational","84","0.925273915693321","0.870949119126341","0.979598712260301"
"Permanent","2012","Couple + C. LE and GT 16","higher education","193","0.925258199478474","0.889690834399236","0.960825564557713"
"Limited","2012","1-pers.-HH","in school","","","",""
"Limited","2012","1-pers.-HH","inadequately","2","","",""
"Limited","2012","1-pers.-HH","general elemantary","22","","",""
"Limited","2012","1-pers.-HH","middle vocational","125","0.155145821780831","0.128496516396393","0.181795127165268"
"Limited","2012","1-pers.-HH","vocational + Abi","22","","",""
"Limited","2012","1-pers.-HH","higher vocational","13","","",""
"Limited","2012","1-pers.-HH","higher education","74","0.175358747497192","0.138947351894076","0.211770143100309"
"Limited","2012","(Married) couple without C. ","in school","","","",""
"Limited","2012","(Married) couple without C. ","inadequately","5","","",""
"Limited","2012","(Married) couple without C. ","general elemantary","23","","",""
"Limited","2012","(Married) couple without C. ","middle vocational","143","0.0967644045014001","0.0818678111232846","0.111660997879516"
"Limited","2012","(Married) couple without C. ","vocational + Abi","28","","",""
"Limited","2012","(Married) couple without C. ","higher vocational","15","","",""
"Limited","2012","(Married) couple without C. ","higher education","109","0.156673719347835","0.132408157465941","0.180939281229728"
"Limited","2012","Single parent ","in school","2","","",""
"Limited","2012","Single parent ","inadequately","6","","",""
"Limited","2012","Single parent ","general elemantary","109","0.555391017722426","0.486522357351073","0.624259678093779"
"Limited","2012","Single parent ","middle vocational","165","0.206231031696457","0.179047406320722","0.233414657072191"
"Limited","2012","Single parent ","vocational + Abi","25","","",""
"Limited","2012","Single parent ","higher vocational","5","","",""
"Limited","2012","Single parent ","higher education","38","0.126607207499689","0.089288019289234","0.163926395710145"
"Limited","2012","Couple + C. LE 16 ","in school","","","",""
"Limited","2012","Couple + C. LE 16 ","inadequately","20","","",""
"Limited","2012","Couple + C. LE 16 ","general elemantary","50","0.145051098360247","0.104022614986901","0.186079581733594"
"Limited","2012","Couple + C. LE 16 ","middle vocational","282","0.126336195677857","0.112895318411813","0.1397770729439"
"Limited","2012","Couple + C. LE 16 ","vocational + Abi","56","0.0969847172305014","0.0715976787271129","0.12237175573389"
"Limited","2012","Couple + C. LE 16 ","higher vocational","16","","",""
"Limited","2012","Couple + C. LE 16 ","higher education","169","0.114154517166934","0.0973888975823032","0.130920136751565"
"Limited","2012","Couple + C. GT 16 ","in school","7","","",""
"Limited","2012","Couple + C. GT 16 ","inadequately","1","","",""
"Limited","2012","Couple + C. GT 16 ","general elemantary","89","0.493194127293728","0.41912131488507","0.567266939702386"
"Limited","2012","Couple + C. GT 16 ","middle vocational","164","0.189040209391589","0.164129176203907","0.21395124257927"
"Limited","2012","Couple + C. GT 16 ","vocational + Abi","22","","",""
"Limited","2012","Couple + C. GT 16 ","higher vocational","7","","",""
"Limited","2012","Couple + C. GT 16 ","higher education","35","0.149414725392478","0.11380461199068","0.185024838794276"
"Limited","2012","Couple + C. LE and GT 16","in school","6","","",""
"Limited","2012","Couple + C. LE and GT 16","inadequately","9","","",""
"Limited","2012","Couple + C. LE and GT 16","general elemantary","106","0.520734792383717","0.448551709163744","0.59291787560369"
"Limited","2012","Couple + C. LE and GT 16","middle vocational","83","0.1159890575293","0.0898389078215","0.1421392072371"
"Limited","2012","Couple + C. LE and GT 16","vocational + Abi","13","","",""
"Limited","2012","Couple + C. LE and GT 16","higher vocational","6","","",""
"Limited","2012","Couple + C. LE and GT 16","higher education","17","","",""
"Permanent","2013","1-pers.-HH","in school","","","",""
"Permanent","2013","1-pers.-HH","inadequately","7","","",""
"Permanent","2013","1-pers.-HH","general elemantary","75","0.754334216389639","0.67388793230531","0.834780500473967"
"Permanent","2013","1-pers.-HH","middle vocational","606","0.824990018085211","0.797777862895062","0.852202173275359"
"Permanent","2013","1-pers.-HH","vocational + Abi","133","0.846958964950246","0.791346738208289","0.902571191692202"
"Permanent","2013","1-pers.-HH","higher vocational","76","0.904166436168615","0.841953331395776","0.966379540941455"
"Permanent","2013","1-pers.-HH","higher education","379","0.812217401823901","0.776834863856985","0.847599939790817"
"Permanent","2013","(Married) couple without C. ","in school","1","","",""
"Permanent","2013","(Married) couple without C. ","inadequately","21","","",""
"Permanent","2013","(Married) couple without C. ","general elemantary","164","0.867034058403392","0.819859283316529","0.914208833490256"
"Permanent","2013","(Married) couple without C. ","middle vocational","1391","0.904401641705964","0.889824429026191","0.918978854385737"
"Permanent","2013","(Married) couple without C. ","vocational + Abi","273","0.901127825782022","0.867953802971067","0.934301848592977"
"Permanent","2013","(Married) couple without C. ","higher vocational","214","0.872505452466583","0.829307791593264","0.915703113339903"
"Permanent","2013","(Married) couple without C. ","higher education","843","0.842587193514168","0.820082320919803","0.865092066108533"
"Permanent","2013","Single parent ","in school","13","","",""
"Permanent","2013","Single parent ","inadequately","10","","",""
"Permanent","2013","Single parent ","general elemantary","113","0.455636833576833","0.393653343110147","0.51762032404352"
"Permanent","2013","Single parent ","middle vocational","733","0.817486908254452","0.792095626496205","0.842878190012699"
"Permanent","2013","Single parent ","vocational + Abi","153","0.818825868759985","0.763021729064078","0.874630008455892"
"Permanent","2013","Single parent ","higher vocational","49","0.788169202971367","0.681150826487626","0.895187579455109"
"Permanent","2013","Single parent ","higher education","250","0.835935076175248","0.793674907316215","0.87819524503428"
"Permanent","2013","Couple + C. LE 16 ","in school","","","",""
"Permanent","2013","Couple + C. LE 16 ","inadequately","54","0.805445648841801","0.715253065771033","0.89563823191257"
"Permanent","2013","Couple + C. LE 16 ","general elemantary","306","0.787925361028307","0.747562040381592","0.828288681675023"
"Permanent","2013","Couple + C. LE 16 ","middle vocational","2137","0.878931875235177","0.866046514485054","0.891817235985301"
"Permanent","2013","Couple + C. LE 16 ","vocational + Abi","540","0.89875416472097","0.874894026938456","0.922614302503485"
"Permanent","2013","Couple + C. LE 16 ","higher vocational","343","0.9590201987758","0.938626613679713","0.979413783871887"
"Permanent","2013","Couple + C. LE 16 ","higher education","1356","0.888364380138911","0.872772066743292","0.903956693534529"
"Permanent","2013","Couple + C. GT 16 ","in school","11","","",""
"Permanent","2013","Couple + C. GT 16 ","inadequately","22","","",""
"Permanent","2013","Couple + C. GT 16 ","general elemantary","129","0.470607982321002","0.409702473328582","0.531513491313422"
"Permanent","2013","Couple + C. GT 16 ","middle vocational","853","0.81492636074187","0.791186235851791","0.83866648563195"
"Permanent","2013","Couple + C. GT 16 ","vocational + Abi","130","0.844523605662774","0.787661371610364","0.901385839715184"
"Permanent","2013","Couple + C. GT 16 ","higher vocational","116","0.980080117138415","0.954975778197147","1.00518445607968"
"Permanent","2013","Couple + C. GT 16 ","higher education","342","0.863963728892082","0.829674509887394","0.898252947896769"
"Permanent","2013","Couple + C. LE and GT 16","in school","11","","",""
"Permanent","2013","Couple + C. LE and GT 16","inadequately","26","","",""
"Permanent","2013","Couple + C. LE and GT 16","general elemantary","132","0.521844494590995","0.461815315270669","0.581873673911322"
"Permanent","2013","Couple + C. LE and GT 16","middle vocational","543","0.85066735016452","0.823393061087423","0.877941639241617"
"Permanent","2013","Couple + C. LE and GT 16","vocational + Abi","118","0.899405853860513","0.848853329622238","0.949958378098788"
"Permanent","2013","Couple + C. LE and GT 16","higher vocational","92","0.938848376231388","0.891886026604146","0.985810725858629"
"Permanent","2013","Couple + C. LE and GT 16","higher education","227","0.916501147447234","0.882002157935333","0.951000136959134"
"Limited","2013","1-pers.-HH","in school","","","",""
"Limited","2013","1-pers.-HH","inadequately","9","","",""
"Limited","2013","1-pers.-HH","general elemantary","35","0.245665783610361","0.165219499526033","0.32611206769469"
"Limited","2013","1-pers.-HH","middle vocational","143","0.175009981914789","0.147797826724641","0.202222137104938"
"Limited","2013","1-pers.-HH","vocational + Abi","28","","",""
"Limited","2013","1-pers.-HH","higher vocational","10","","",""
"Limited","2013","1-pers.-HH","higher education","89","0.187782598176099","0.152400060209183","0.223165136143015"
"Limited","2013","(Married) couple without C. ","in school","3","","",""
"Limited","2013","(Married) couple without C. ","inadequately","7","","",""
"Limited","2013","(Married) couple without C. ","general elemantary","35","0.132965941596608","0.0857911665097444","0.180140716683471"
"Limited","2013","(Married) couple without C. ","middle vocational","172","0.0955983582940357","0.0810211456142627","0.110175570973809"
"Limited","2013","(Married) couple without C. ","vocational + Abi","38","0.0988721742179781","0.0656981514070234","0.132046197028933"
"Limited","2013","(Married) couple without C. ","higher vocational","15","","",""
"Limited","2013","(Married) couple without C. ","higher education","163","0.157412806485832","0.134907933891467","0.179917679080197"
"Limited","2013","Single parent ","in school","8","","",""
"Limited","2013","Single parent ","inadequately","8","","",""
"Limited","2013","Single parent ","general elemantary","135","0.544363166423167","0.48237967595648","0.606346656889853"
"Limited","2013","Single parent ","middle vocational","156","0.182513091745548","0.157121809987301","0.207904373503795"
"Limited","2013","Single parent ","vocational + Abi","30","0.181174131240015","0.125369991544108","0.236978270935922"
"Limited","2013","Single parent ","higher vocational","7","","",""
"Limited","2013","Single parent ","higher education","45","0.164064923824752","0.12180475496572","0.206325092683784"
"Limited","2013","Couple + C. LE 16 ","in school","","","",""
"Limited","2013","Couple + C. LE 16 ","inadequately","20","","",""
"Limited","2013","Couple + C. LE 16 ","general elemantary","88","0.212074638971692","0.171711318324977","0.252437959618408"
"Limited","2013","Couple + C. LE 16 ","middle vocational","325","0.121068124764823","0.108182764014699","0.133953485514946"
"Limited","2013","Couple + C. LE 16 ","vocational + Abi","74","0.10124583527903","0.0773856974965153","0.125105973061544"
"Limited","2013","Couple + C. LE 16 ","higher vocational","20","","",""
"Limited","2013","Couple + C. LE 16 ","higher education","211","0.111635619861089","0.0960433064654711","0.127227933256708"
"Limited","2013","Couple + C. GT 16 ","in school","9","","",""
"Limited","2013","Couple + C. GT 16 ","inadequately","4","","",""
"Limited","2013","Couple + C. GT 16 ","general elemantary","129","0.529392017678998","0.468486508686578","0.590297526671418"
"Limited","2013","Couple + C. GT 16 ","middle vocational","175","0.18507363925813","0.16133351436805","0.208813764148209"
"Limited","2013","Couple + C. GT 16 ","vocational + Abi","26","","",""
"Limited","2013","Couple + C. GT 16 ","higher vocational","3","","",""
"Limited","2013","Couple + C. GT 16 ","higher education","42","0.136036271107918","0.101747052103231","0.170325490112606"
"Limited","2013","Couple + C. LE and GT 16","in school","8","","",""
"Limited","2013","Couple + C. LE and GT 16","inadequately","20","","",""
"Limited","2013","Couple + C. LE and GT 16","general elemantary","134","0.478155505409005","0.418126326088678","0.538184684729331"
"Limited","2013","Couple + C. LE and GT 16","middle vocational","113","0.14933264983548","0.122058360758383","0.176606938912577"
"Limited","2013","Couple + C. LE and GT 16","vocational + Abi","18","","",""
"Limited","2013","Couple + C. LE and GT 16","higher vocational","8","","",""
"Limited","2013","Couple + C. LE and GT 16","higher education","20","","",""
"Permanent","2014","1-pers.-HH","in school","","","",""
"Permanent","2014","1-pers.-HH","inadequately","5","","",""
"Permanent","2014","1-pers.-HH","general elemantary","73","0.715693095818934","0.627721084561658","0.80366510707621"
"Permanent","2014","1-pers.-HH","middle vocational","575","0.833196193226631","0.805258106730331","0.861134279722931"
"Permanent","2014","1-pers.-HH","vocational + Abi","116","0.836748434979191","0.774632250959557","0.898864618998825"
"Permanent","2014","1-pers.-HH","higher vocational","72","0.920547191152089","0.860529615874977","0.980564766429201"
"Permanent","2014","1-pers.-HH","higher education","351","0.824013346551801","0.787978188240168","0.860048504863434"
"Permanent","2014","(Married) couple without C. ","in school","1","","",""
"Permanent","2014","(Married) couple without C. ","inadequately","22","","",""
"Permanent","2014","(Married) couple without C. ","general elemantary","131","0.86347798385846","0.811559687731254","0.915396279985667"
"Permanent","2014","(Married) couple without C. ","middle vocational","1355","0.883202062048913","0.86702376600121","0.899380358096616"
"Permanent","2014","(Married) couple without C. ","vocational + Abi","252","0.848563123399147","0.807586862638066","0.889539384160227"
"Permanent","2014","(Married) couple without C. ","higher vocational","201","0.96576927223033","0.941059930168351","0.990478614292309"
"Permanent","2014","(Married) couple without C. ","higher education","783","0.851578330855893","0.828617942339943","0.874538719371844"
"Permanent","2014","Single parent ","in school","9","","",""
"Permanent","2014","Single parent ","inadequately","11","","",""
"Permanent","2014","Single parent ","general elemantary","81","0.490236963187083","0.414644125702223","0.565829800671943"
"Permanent","2014","Single parent ","middle vocational","585","0.79707781097967","0.76790342059522","0.826252201364121"
"Permanent","2014","Single parent ","vocational + Abi","118","0.856611395565585","0.798967521388109","0.914255269743061"
"Permanent","2014","Single parent ","higher vocational","46","0.826429983028896","0.720384924409","0.932475041648791"
"Permanent","2014","Single parent ","higher education","217","0.789315525623278","0.739651742563347","0.838979308683209"
"Permanent","2014","Couple + C. LE 16 ","in school","","","",""
"Permanent","2014","Couple + C. LE 16 ","inadequately","38","0.702948699805969","0.578748022553342","0.827149377058596"
"Permanent","2014","Couple + C. LE 16 ","general elemantary","272","0.791976720514291","0.74920839774378","0.834745043284802"
"Permanent","2014","Couple + C. LE 16 ","middle vocational","1797","0.865271658055073","0.850495178313542","0.880048137796605"
"Permanent","2014","Couple + C. LE 16 ","vocational + Abi","486","0.92085231221651","0.898249008572899","0.943455615860122"
"Permanent","2014","Couple + C. LE 16 ","higher vocational","296","0.965618674185076","0.945368347466756","0.985869000903397"
"Permanent","2014","Couple + C. LE 16 ","higher education","1189","0.852414907722119","0.83370139522254","0.871128420221698"
"Permanent","2014","Couple + C. GT 16 ","in school","7","","",""
"Permanent","2014","Couple + C. GT 16 ","inadequately","16","","",""
"Permanent","2014","Couple + C. GT 16 ","general elemantary","113","0.500073734083582","0.434301649987477","0.565845818179687"
"Permanent","2014","Couple + C. GT 16 ","middle vocational","760","0.818359002339594","0.793309086778938","0.84340891790025"
"Permanent","2014","Couple + C. GT 16 ","vocational + Abi","131","0.797154740108961","0.733850034989543","0.860459445228379"
"Permanent","2014","Couple + C. GT 16 ","higher vocational","117","0.97125200302141","0.941601099297043","1.00090290674578"
"Permanent","2014","Couple + C. GT 16 ","higher education","302","0.825088657211293","0.784408278921019","0.865769035501567"
"Permanent","2014","Couple + C. LE and GT 16","in school","7","","",""
"Permanent","2014","Couple + C. LE and GT 16","inadequately","18","","",""
"Permanent","2014","Couple + C. LE and GT 16","general elemantary","109","0.506327997475302","0.440112254905986","0.572543740044618"
"Permanent","2014","Couple + C. LE and GT 16","middle vocational","495","0.828316637701004","0.798512756025151","0.858120519376857"
"Permanent","2014","Couple + C. LE and GT 16","vocational + Abi","99","0.801709124437095","0.730958878459732","0.872459370414459"
"Permanent","2014","Couple + C. LE and GT 16","higher vocational","85","0.970364817395236","0.934934252252883","1.00579538253759"
"Permanent","2014","Couple + C. LE and GT 16","higher education","221","0.942114486770715","0.912445931569274","0.971783041972156"
"Limited","2014","1-pers.-HH","in school","","","",""
"Limited","2014","1-pers.-HH","inadequately","4","","",""
"Limited","2014","1-pers.-HH","general elemantary","28","","",""
"Limited","2014","1-pers.-HH","middle vocational","109","0.166803806773369","0.138865720277069","0.194741893269669"
"Limited","2014","1-pers.-HH","vocational + Abi","20","","",""
"Limited","2014","1-pers.-HH","higher vocational","6","","",""
"Limited","2014","1-pers.-HH","higher education","78","0.175986653448199","0.139951495136566","0.212021811759832"
"Limited","2014","(Married) couple without C. ","in school","2","","",""
"Limited","2014","(Married) couple without C. ","inadequately","1","","",""
"Limited","2014","(Married) couple without C. ","general elemantary","37","0.13652201614154","0.0846037200143333","0.188440312268746"
"Limited","2014","(Married) couple without C. ","middle vocational","159","0.116797937951087","0.100619641903384","0.13297623399879"
"Limited","2014","(Married) couple without C. ","vocational + Abi","42","0.151436876600853","0.110460615839773","0.192413137361934"
"Limited","2014","(Married) couple without C. ","higher vocational","7","","",""
"Limited","2014","(Married) couple without C. ","higher education","138","0.148421669144107","0.125461280628156","0.171382057660057"
"Limited","2014","Single parent ","in school","5","","",""
"Limited","2014","Single parent ","inadequately","10","","",""
"Limited","2014","Single parent ","general elemantary","87","0.509763036812917","0.434170199328057","0.585355874297777"
"Limited","2014","Single parent ","middle vocational","145","0.20292218902033","0.173747798635879","0.23209657940478"
"Limited","2014","Single parent ","vocational + Abi","24","","",""
"Limited","2014","Single parent ","higher vocational","3","","",""
"Limited","2014","Single parent ","higher education","42","0.210684474376722","0.161020691316791","0.260348257436653"
"Limited","2014","Couple + C. LE 16 ","in school","","","",""
"Limited","2014","Couple + C. LE 16 ","inadequately","14","","",""
"Limited","2014","Couple + C. LE 16 ","general elemantary","74","0.208023279485709","0.165254956715198","0.25079160225622"
"Limited","2014","Couple + C. LE 16 ","middle vocational","254","0.134728341944927","0.119951862203395","0.149504821686458"
"Limited","2014","Couple + C. LE 16 ","vocational + Abi","62","0.0791476877834897","0.0565443841398782","0.101750991427101"
"Limited","2014","Couple + C. LE 16 ","higher vocational","15","","",""
"Limited","2014","Couple + C. LE 16 ","higher education","191","0.147585092277881","0.128871579778302","0.16629860477746"
"Limited","2014","Couple + C. GT 16 ","in school","2","","",""
"Limited","2014","Couple + C. GT 16 ","inadequately","4","","",""
"Limited","2014","Couple + C. GT 16 ","general elemantary","109","0.499926265916418","0.434154181820313","0.565698350012523"
"Limited","2014","Couple + C. GT 16 ","middle vocational","150","0.181640997660406","0.15659108209975","0.206690913221062"
"Limited","2014","Couple + C. GT 16 ","vocational + Abi","24","","",""
"Limited","2014","Couple + C. GT 16 ","higher vocational","5","","",""
"Limited","2014","Couple + C. GT 16 ","higher education","33","0.174911342788707","0.134230964498433","0.215591721078981"
"Limited","2014","Couple + C. LE and GT 16","in school","7","","",""
"Limited","2014","Couple + C. LE and GT 16","inadequately","12","","",""
"Limited","2014","Couple + C. LE and GT 16","general elemantary","110","0.493672002524698","0.427456259955382","0.559887745094014"
"Limited","2014","Couple + C. LE and GT 16","middle vocational","120","0.171683362298996","0.141879480623143","0.201487243974849"
"Limited","2014","Couple + C. LE and GT 16","vocational + Abi","23","","",""
"Limited","2014","Couple + C. LE and GT 16","higher vocational","3","","",""
"Limited","2014","Couple + C. LE and GT 16","higher education","17","","",""
"Permanent","2015","1-pers.-HH","in school","","","",""
"Permanent","2015","1-pers.-HH","inadequately","13","","",""
"Permanent","2015","1-pers.-HH","general elemantary","74","0.681176593372224","0.594869987683374","0.767483199061075"
"Permanent","2015","1-pers.-HH","middle vocational","586","0.847750801428886","0.821361997498498","0.874139605359275"
"Permanent","2015","1-pers.-HH","vocational + Abi","119","0.887384155290245","0.835389404241176","0.939378906339314"
"Permanent","2015","1-pers.-HH","higher vocational","72","0.955297619133526","0.90972864829542","1.00086658997163"
"Permanent","2015","1-pers.-HH","higher education","364","0.782435817204195","0.744813532595063","0.820058101813328"
"Permanent","2015","(Married) couple without C. ","in school","","","",""
"Permanent","2015","(Married) couple without C. ","inadequately","23","","",""
"Permanent","2015","(Married) couple without C. ","general elemantary","154","0.865256604425304","0.81720881281523","0.913304396035379"
"Permanent","2015","(Married) couple without C. ","middle vocational","1311","0.892081415512883","0.876198454422742","0.907964376603024"
"Permanent","2015","(Married) couple without C. ","vocational + Abi","276","0.875069427608637","0.838899203863977","0.911239651353297"
"Permanent","2015","(Married) couple without C. ","higher vocational","196","0.964942863978119","0.939641782320682","0.990243945635557"
"Permanent","2015","(Married) couple without C. ","higher education","847","0.880813699601628","0.860841416509102","0.900785982694153"
"Permanent","2015","Single parent ","in school","9","","",""
"Permanent","2015","Single parent ","inadequately","13","","",""
"Permanent","2015","Single parent ","general elemantary","79","0.472078092100239","0.396588823809958","0.54756736039052"
"Permanent","2015","Single parent ","middle vocational","563","0.789640272589803","0.759661430038391","0.819619115141215"
"Permanent","2015","Single parent ","vocational + Abi","117","0.85224646834758","0.793254589117341","0.911238347577819"
"Permanent","2015","Single parent ","higher vocational","52","0.992988098019572","0.970523425295146","1.015452770744"
"Permanent","2015","Single parent ","higher education","205","0.793980149391791","0.742918019505793","0.845042279277789"
"Permanent","2015","Couple + C. LE 16 ","in school","","","",""
"Permanent","2015","Couple + C. LE 16 ","inadequately","45","0.716597425785726","0.606190168525982","0.827004683045469"
"Permanent","2015","Couple + C. LE 16 ","general elemantary","258","0.800203849051889","0.756865926275457","0.84354177182832"
"Permanent","2015","Couple + C. LE 16 ","middle vocational","1704","0.870186945196564","0.855318915905511","0.885054974487617"
"Permanent","2015","Couple + C. LE 16 ","vocational + Abi","478","0.916565128898033","0.893284006581755","0.939846251214311"
"Permanent","2015","Couple + C. LE 16 ","higher vocational","278","0.961936355630482","0.939875237374573","0.983997473886392"
"Permanent","2015","Couple + C. LE 16 ","higher education","1220","0.844416937041915","0.825630704290695","0.863203169793136"
"Permanent","2015","Couple + C. GT 16 ","in school","3","","",""
"Permanent","2015","Couple + C. GT 16 ","inadequately","14","","",""
"Permanent","2015","Couple + C. GT 16 ","general elemantary","87","0.488326291862799","0.413185592129125","0.563466991596473"
"Permanent","2015","Couple + C. GT 16 ","middle vocational","732","0.830987481673357","0.806156108213968","0.855818855132746"
"Permanent","2015","Couple + C. GT 16 ","vocational + Abi","129","0.79122165950548","0.728244958881152","0.854198360129808"
"Permanent","2015","Couple + C. GT 16 ","higher vocational","129","0.97940943647231","0.955454365320973","1.00336450762365"
"Permanent","2015","Couple + C. GT 16 ","higher education","280","0.814482298997648","0.772414995845808","0.856549602149489"
"Permanent","2015","Couple + C. LE and GT 16","in school","7","","",""
