"plb0037_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Permanent","2010","indirect migration background","(2c_voc) vocational maturity certificate","59","0.790846723916778","0.697550265783312","0.884143182050244"
"Permanent","2010","indirect migration background","(3a) lower tertiary education","32","0.958109808995752","0.891738882163609","1.0244807358279"
"Permanent","2010","indirect migration background","(3b) higher tertiary education","63","0.819858869026687","0.73345816387402","0.906259574179354"
"Limited","2010","no migration background","(0) in school","8","","",""
"Limited","2010","no migration background","(1a) inadequately completed","8","","",""
"Limited","2010","no migration background","(1b) general elementary school","102","0.279035971937288","0.227502608121165","0.33056933575341"
"Limited","2010","no migration background","(1c) basic vocational qualification","171","0.0646302944994446","0.0534804355732109","0.0757801534256784"
"Limited","2010","no migration background","(2b) intermediate general qualification","161","0.640888683094521","0.583452371727545","0.698324994461496"
"Limited","2010","no migration background","(2a) intermediate vocational","346","0.102235494524681","0.0921943702695274","0.112276618779835"
"Limited","2010","no migration background","(2c_gen) general maturity certificate","148","0.666479173711118","0.609498840140824","0.723459507281411"
"Limited","2010","no migration background","(2c_voc) vocational maturity certificate","108","0.112681078390864","0.0933611384357475","0.132001018345981"
"Limited","2010","no migration background","(3a) lower tertiary education","75","0.080144557569512","0.0635870585017348","0.0967020566372891"
"Limited","2010","no migration background","(3b) higher tertiary education","256","0.160398101836763","0.142642715821438","0.178153487852089"
"Limited","2010","direct migration background","(0) in school","1","","",""
"Limited","2010","direct migration background","(1a) inadequately completed","9","","",""
"Limited","2010","direct migration background","(1b) general elementary school","38","0.216234263199632","0.162202262136232","0.270266264263032"
"Limited","2010","direct migration background","(1c) basic vocational qualification","40","0.109223713150838","0.0754159056676988","0.143031520633976"
"Limited","2010","direct migration background","(2b) intermediate general qualification","8","","",""
"Limited","2010","direct migration background","(2a) intermediate vocational","14","","",""
"Limited","2010","direct migration background","(2c_gen) general maturity certificate","26","","",""
"Limited","2010","direct migration background","(2c_voc) vocational maturity certificate","20","","",""
"Limited","2010","direct migration background","(3a) lower tertiary education","5","","",""
"Limited","2010","direct migration background","(3b) higher tertiary education","51","0.192904771361794","0.141461598557204","0.244347944166385"
"Limited","2010","indirect migration background","(0) in school","3","","",""
"Limited","2010","indirect migration background","(1a) inadequately completed","2","","",""
"Limited","2010","indirect migration background","(1b) general elementary school","24","","",""
"Limited","2010","indirect migration background","(1c) basic vocational qualification","19","","",""
"Limited","2010","indirect migration background","(2b) intermediate general qualification","22","","",""
"Limited","2010","indirect migration background","(2a) intermediate vocational","14","","",""
"Limited","2010","indirect migration background","(2c_gen) general maturity certificate","12","","",""
"Limited","2010","indirect migration background","(2c_voc) vocational maturity certificate","14","","",""
"Limited","2010","indirect migration background","(3a) lower tertiary education","3","","",""
"Limited","2010","indirect migration background","(3b) higher tertiary education","13","","",""
"Permanent","2011","no migration background","(0) in school","10","","",""
"Permanent","2011","no migration background","(1a) inadequately completed","48","0.747317749445654","0.642480374000641","0.852155124890666"
"Permanent","2011","no migration background","(1b) general elementary school","267","0.742377665822206","0.698862921856939","0.785892409787472"
"Permanent","2011","no migration background","(1c) basic vocational qualification","2022","0.916648937092759","0.905163694465554","0.928134179719963"
"Permanent","2011","no migration background","(2b) intermediate general qualification","157","0.402062836698706","0.349713898146226","0.454411775251185"
"Permanent","2011","no migration background","(2a) intermediate vocational","3771","0.896134686249489","0.886884854824257","0.905384517674721"
"Permanent","2011","no migration background","(2c_gen) general maturity certificate","137","0.40944236685475","0.352151894045305","0.466732839664195"
"Permanent","2011","no migration background","(2c_voc) vocational maturity certificate","1161","0.896316938675664","0.879739088008555","0.912894789342773"
"Permanent","2011","no migration background","(3a) lower tertiary education","1168","0.934599562258482","0.920866527175347","0.948332597341618"
"Permanent","2011","no migration background","(3b) higher tertiary education","1684","0.835775176593936","0.81941948493124","0.852130868256632"
"Permanent","2011","direct migration background","(0) in school","","","",""
"Permanent","2011","direct migration background","(1a) inadequately completed","53","0.806437861682008","0.71112055033183","0.901755173032186"
"Permanent","2011","direct migration background","(1b) general elementary school","191","0.849654069814408","0.803261591147029","0.896046548481787"
"Permanent","2011","direct migration background","(1c) basic vocational qualification","336","0.877352601198511","0.84458580490692","0.910119397490102"
"Permanent","2011","direct migration background","(2b) intermediate general qualification","9","","",""
"Permanent","2011","direct migration background","(2a) intermediate vocational","122","0.776823267915223","0.707851772408752","0.845794763421693"
"Permanent","2011","direct migration background","(2c_gen) general maturity certificate","67","0.734281137755782","0.64450746461824","0.824054810893325"
