"plb0037_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Limited","2012","no migration background","general elemantary","298","0.375940680034149","0.34011024071993","0.411771119348369","2"
"Limited","2012","no migration background","middle vocational","813","0.129120871529857","0.120724313062931","0.137517429996784","2"
"Limited","2012","no migration background","vocational + Abi","124","0.140572212033207","0.119376287452132","0.161768136614283","2"
"Limited","2012","no migration background","higher vocational","55","0.0691351945567675","0.0526618492307368","0.0856085398827982","2"
"Limited","2012","no migration background","higher education","362","0.13405568429115","0.12208123645835","0.14603013212395","2"
"Limited","2012","direct migration background","in school","1","","","","2"
"Limited","2012","direct migration background","inadequately","12","","","","2"
"Limited","2012","direct migration background","general elemantary","60","0.183753824795816","0.13863231253956","0.228875337052072","2"
"Limited","2012","direct migration background","middle vocational","104","0.161466388077683","0.13243239211961","0.190500384035757","2"
"Limited","2012","direct migration background","vocational + Abi","31","0.108864059249805","0.0668377641987586","0.150890354300851","2"
"Limited","2012","direct migration background","higher vocational","5","","","","2"
"Limited","2012","direct migration background","higher education","67","0.18922079176223","0.147402251428867","0.231039332095592","2"
"Limited","2012","indirect migration background","in school","2","","","","2"
"Limited","2012","indirect migration background","inadequately","4","","","","2"
"Limited","2012","indirect migration background","general elemantary","55","0.458365498578414","0.369216475465129","0.547514521691699","2"
"Limited","2012","indirect migration background","middle vocational","69","0.26731890562941","0.219351465224189","0.315286346034631","2"
"Limited","2012","indirect migration background","vocational + Abi","11","","","","2"
"Limited","2012","indirect migration background","higher vocational","2","","","","2"
"Limited","2012","indirect migration background","higher education","21","","","","2"
"Permanent","2012","direct migration background","in school","","","","","1"
"Permanent","2012","direct migration background","inadequately","40","0.753901413299579","0.636828006128122","0.870974820471037","1"
"Permanent","2012","direct migration background","general elemantary","223","0.816246175204184","0.771124662947928","0.86136768746044","1"
"Permanent","2012","direct migration background","middle vocational","513","0.838533611922317","0.809499615964243","0.86756760788039","1"
"Permanent","2012","direct migration background","vocational + Abi","180","0.891135940750195","0.849109645699149","0.933162235801241","1"
"Permanent","2012","direct migration background","higher vocational","50","0.897514505709396","0.817361708250689","0.977667303168103","1"
"Permanent","2012","direct migration background","higher education","270","0.81077920823777","0.768960667904408","0.852597748571133","1"
"Permanent","2012","no migration background","general elemantary","404","0.624059319965851","0.588228880651631","0.65988975928007","1"
"Permanent","2012","no migration background","middle vocational","5314","0.870879128470143","0.862482570003216","0.879275686937069","1"
"Permanent","2012","no migration background","in school","15","","","","1"
"Permanent","2012","no migration background","inadequately","46","0.745461028588089","0.646213009884695","0.844709047291484","1"
"Permanent","2012","no migration background","vocational + Abi","909","0.859427787966793","0.838231863385717","0.880623712547868","1"
"Permanent","2012","no migration background","higher education","2748","0.86594431570885","0.85396986787605","0.87791876354165","1"
"Permanent","2012","no migration background","higher vocational","856","0.930864805443232","0.914391460117202","0.947338150769263","1"
"Permanent","2012","indirect migration background","higher education","121","0.73013486052142","0.657125447874897","0.803144273167942","1"
"Permanent","2012","indirect migration background","inadequately","12","","","","1"
"Permanent","2012","indirect migration background","general elemantary","65","0.541634501421586","0.452485478308301","0.630783524534871","1"
"Permanent","2012","indirect migration background","in school","7","","","","1"
"Permanent","2012","indirect migration background","middle vocational","258","0.73268109437059","0.684713653965369","0.780648534775811","1"
"Permanent","2012","indirect migration background","higher vocational","42","0.950722835134319","0.886768266814593","1.01467740345405","1"
"Permanent","2012","indirect migration background","vocational + Abi","57","0.771128127149291","0.67127696621769","0.870979288080892","1"
"Limited","2013","no migration background","in school","17","","","","2"
"Limited","2013","no migration background","inadequately","24","","","","2"
"Limited","2013","no migration background","general elemantary","286","0.376729272373222","0.34030870700023","0.413149837746215","2"
"Limited","2013","no migration background","middle vocational","776","0.131617049860908","0.122912765093784","0.140321334628033","2"
"Limited","2013","no migration background","vocational + Abi","111","0.116845489488365","0.0968854740691522","0.136805504907577","2"
"Limited","2013","no migration background","higher vocational","56","0.0770018623123685","0.0590586088595254","0.0949451157652117","2"
"Limited","2013","no migration background","higher education","378","0.138847756689792","0.12646174186853","0.151233771511054","2"
"Limited","2013","direct migration background","in school","6","","","","2"
"Limited","2013","direct migration background","inadequately","36","0.215280779644792","0.146455563930867","0.284105995358717","2"
"Limited","2013","direct migration background","general elemantary","199","0.201549815898758","0.171508571336512","0.231591060461004","2"
"Limited","2013","direct migration background","middle vocational","247","0.198449662223764","0.176626114854996","0.220273209592532","2"
"Limited","2013","direct migration background","vocational + Abi","93","0.132997789849162","0.103613058621407","0.162382521076918","2"
"Limited","2013","direct migration background","higher vocational","5","","","","2"
"Limited","2013","direct migration background","higher education","169","0.206678913973874","0.178654696718427","0.23470313122932","2"
"Limited","2013","indirect migration background","in school","5","","","","2"
"Limited","2013","indirect migration background","inadequately","14","","","","2"
"Limited","2013","indirect migration background","general elemantary","148","0.58217765674536","0.520293885096748","0.644061428393972","2"
"Limited","2013","indirect migration background","middle vocational","122","0.237040634995854","0.200418360273292","0.273662909718415","2"
"Limited","2013","indirect migration background","vocational + Abi","17","","","","2"
"Limited","2013","indirect migration background","higher vocational","2","","","","2"
"Limited","2013","indirect migration background","higher education","39","0.185743990903811","0.135701148313817","0.235786833493806","2"
"Permanent","2013","direct migration background","in school","7","","","","1"
"Permanent","2013","direct migration background","inadequately","101","0.784719220355208","0.715894004641283","0.853544436069133","1"
"Permanent","2013","direct migration background","general elemantary","486","0.798450184101242","0.768408939538996","0.828491428663488","1"
"Permanent","2013","direct migration background","middle vocational","1036","0.801550337776236","0.779726790407468","0.823373885145004","1"
"Permanent","2013","direct migration background","vocational + Abi","420","0.867002210150838","0.837617478923082","0.896386941378593","1"
"Permanent","2013","direct migration background","higher vocational","61","0.847877673279898","0.761233531846031","0.934521814713766","1"
"Permanent","2013","direct migration background","higher education","633","0.793321086026126","0.76529686877068","0.821345303281573","1"
"Permanent","2013","no migration background","general elemantary","394","0.623270727626778","0.586850162253785","0.65969129299977","1"
"Permanent","2013","no migration background","middle vocational","5019","0.868382950139092","0.859678665371967","0.877087234906216","1"
"Permanent","2013","no migration background","inadequately","39","0.671482862096894","0.555505213860595","0.787460510333193","1"
"Permanent","2013","no migration background","vocational + Abi","884","0.883154510511635","0.863194495092423","0.903114525930848","1"
"Permanent","2013","no migration background","higher vocational","792","0.922998137687631","0.905054884234788","0.940941391140475","1"
"Permanent","2013","no migration background","in school","23","","","","1"
"Permanent","2013","no migration background","higher education","2616","0.861152243310208","0.848766228488946","0.87353825813147","1"
"Permanent","2013","indirect migration background","higher education","193","0.814256009096189","0.764213166506195","0.864298851686183","1"
"Permanent","2013","indirect migration background","higher vocational","49","0.9410248854011","0.876370505023839","1.00567926577836","1"
"Permanent","2013","indirect migration background","in school","9","","","","1"
"Permanent","2013","indirect migration background","middle vocational","396","0.762959365004146","0.726337090281585","0.799581639726708","1"
"Permanent","2013","indirect migration background","general elemantary","96","0.41782234325464","0.355938571606028","0.479706114903252","1"
"Permanent","2013","indirect migration background","vocational + Abi","89","0.759975493017306","0.678669464978281","0.841281521056331","1"
"Permanent","2013","indirect migration background","inadequately","11","","","","1"
"Limited","2014","no migration background","in school","8","","","","2"
"Limited","2014","no migration background","inadequately","16","","","","2"
"Limited","2014","no migration background","general elemantary","259","0.386624036651153","0.347658535359999","0.425589537942307","2"
"Limited","2014","no migration background","middle vocational","680","0.134986286290304","0.1256843809512","0.144288191629408","2"
"Limited","2014","no migration background","vocational + Abi","120","0.146159771789563","0.1234554333922","0.168864110186926","2"
"Limited","2014","no migration background","higher vocational","40","0.049840625841697","0.034459968623107","0.0652212830602871","2"
"Limited","2014","no migration background","higher education","345","0.152575359436966","0.13913856910083","0.166012149773103","2"
"Limited","2014","direct migration background","in school","3","","","","2"
"Limited","2014","direct migration background","inadequately","26","","","","2"
"Limited","2014","direct migration background","general elemantary","138","0.186661328803966","0.153582709489632","0.219739948118301","2"
"Limited","2014","direct migration background","middle vocational","190","0.226339577832034","0.201088652239237","0.25159050342483","2"
"Limited","2014","direct migration background","vocational + Abi","71","0.156514410591292","0.12142989524029","0.191598925942294","2"
"Limited","2014","direct migration background","higher vocational","2","","","","2"
"Limited","2014","direct migration background","higher education","126","0.17566641315496","0.14665671394823","0.20467611236169","2"
"Limited","2014","indirect migration background","in school","7","","","","2"
"Limited","2014","indirect migration background","inadequately","5","","","","2"
"Limited","2014","indirect migration background","general elemantary","108","0.550922628192298","0.481987754424119","0.619857501960477","2"
"Limited","2014","indirect migration background","middle vocational","117","0.290093663620324","0.248935186395799","0.331252140844849","2"
"Limited","2014","indirect migration background","vocational + Abi","10","","","","2"
"Limited","2014","indirect migration background","higher vocational","1","","","","2"
"Limited","2014","indirect migration background","higher education","38","0.173991872787604","0.120918498874864","0.227065246700343","2"
"Permanent","2014","direct migration background","in school","1","","","","1"
"Permanent","2014","direct migration background","inadequately","64","0.776885561859867","0.6908715510747","0.862899572645035","1"
"Permanent","2014","direct migration background","general elemantary","395","0.813338671196034","0.780260051881699","0.846417290510368","1"
"Permanent","2014","direct migration background","middle vocational","865","0.773660422167966","0.74840949657517","0.798911347760763","1"
"Permanent","2014","direct migration background","vocational + Abi","341","0.843485589408708","0.808401074057706","0.87857010475971","1"
"Permanent","2014","direct migration background","higher vocational","54","0.990083398757289","0.964131365334279","1.0160354321803","1"
"Permanent","2014","direct migration background","higher education","535","0.82433358684504","0.795323887638309","0.85334328605177","1"
"Permanent","2014","indirect migration background","higher education","158","0.826008127212396","0.772934753299657","0.879081501125136","1"
"Permanent","2014","no migration background","general elemantary","341","0.613375963348847","0.574410462057693","0.652341464640001","1"
"Permanent","2014","no migration background","middle vocational","4504","0.865013713709696","0.855711808370592","0.8743156190488","1"
"Permanent","2014","indirect migration background","middle vocational","350","0.709906336379676","0.668747859155151","0.751064813604201","1"
"Permanent","2014","indirect migration background","vocational + Abi","81","0.882579804796935","0.816438038762385","0.948721570831485","1"
"Permanent","2014","indirect migration background","higher vocational","48","0.897752207602718","0.812921075686682","0.982583339518754","1"
"Permanent","2014","indirect migration background","general elemantary","92","0.449077371807702","0.380142498039523","0.518012245575881","1"
"Permanent","2014","no migration background","inadequately","42","0.710794982400734","0.594111553570692","0.827478411230775","1"
"Permanent","2014","no migration background","in school","17","","","","1"
"Permanent","2014","indirect migration background","inadequately","12","","","","1"
"Permanent","2014","no migration background","vocational + Abi","810","0.853840228210437","0.831135889813074","0.8765445666078","1"
"Permanent","2014","no migration background","higher vocational","729","0.950159374158303","0.934778716939713","0.965540031376893","1"
"Permanent","2014","no migration background","higher education","2406","0.847424640563034","0.833987850226897","0.86086143089917","1"
"Permanent","2014","indirect migration background","in school","6","","","","1"
"Limited","2015","no migration background","in school","12","","","","2"
"Limited","2015","no migration background","inadequately","14","","","","2"
"Limited","2015","no migration background","general elemantary","233","0.364938395938367","0.325172424064638","0.404704367812096","2"
"Limited","2015","no migration background","middle vocational","673","0.132939449668326","0.123477673132902","0.14240122620375","2"
"Limited","2015","no migration background","vocational + Abi","98","0.108910665280426","0.0883629486626663","0.129458381898186","2"
"Limited","2015","no migration background","higher vocational","29","","","","2"
"Limited","2015","no migration background","higher education","329","0.147788115055533","0.134235167618005","0.16134106249306","2"
"Limited","2015","direct migration background","in school","5","","","","2"
"Limited","2015","direct migration background","inadequately","35","0.213156575866659","0.141073920646348","0.28523923108697","2"
"Limited","2015","direct migration background","general elemantary","138","0.215974651707505","0.181170793443258","0.250778509971752","2"
"Limited","2015","direct migration background","middle vocational","227","0.178769960325313","0.156595856971647","0.200944063678978","2"
"Limited","2015","direct migration background","vocational + Abi","99","0.165365049884436","0.13331022662364","0.197419873145231","2"
"Limited","2015","direct migration background","higher vocational","3","","","","2"
"Limited","2015","direct migration background","higher education","224","0.204974061073561","0.179112766049922","0.2308353560972","2"
"Limited","2015","indirect migration background","in school","5","","","","2"
"Limited","2015","indirect migration background","inadequately","2","","","","2"
"Limited","2015","indirect migration background","general elemantary","102","0.545635295688101","0.471864819245624","0.619405772130578","2"
"Limited","2015","indirect migration background","middle vocational","102","0.295935874941431","0.252281440951928","0.339590308930934","2"
"Limited","2015","indirect migration background","vocational + Abi","12","","","","2"
"Limited","2015","indirect migration background","higher vocational","1","","","","2"
"Limited","2015","indirect migration background","higher education","32","0.163955451129893","0.111856993518324","0.216053908741462","2"
"Permanent","2015","direct migration background","in school","2","","","","1"
"Permanent","2015","direct migration background","inadequately","89","0.786843424133341","0.71476076891303","0.858926079353652","1"
"Permanent","2015","direct migration background","general elemantary","399","0.784025348292495","0.749221490028248","0.818829206556742","1"
"Permanent","2015","direct migration background","middle vocational","920","0.821230039674687","0.799055936321022","0.843404143028353","1"
"Permanent","2015","direct migration background","vocational + Abi","417","0.834634950115564","0.802580126854769","0.86668977337636","1"
"Permanent","2015","direct migration background","higher vocational","52","0.953612583875076","0.898028196426142","1.00919697132401","1"
"Permanent","2015","direct migration background","higher education","712","0.795025938926439","0.769164643902801","0.820887233950078","1"
"Permanent","2015","indirect migration background","higher education","162","0.836044548870107","0.783946091258538","0.888143006481676","1"
"Permanent","2015","no migration background","general elemantary","330","0.635061604061633","0.595295632187904","0.674827575935362","1"
"Permanent","2015","no migration background","middle vocational","4273","0.867060550331674","0.85759877379625","0.876522326867098","1"
"Permanent","2015","indirect migration background","higher vocational","42","0.990481698685129","0.961460401842817","1.01950299552744","1"
"Permanent","2015","indirect migration background","general elemantary","73","0.454364704311899","0.380594227869422","0.528135180754376","1"
"Permanent","2015","indirect migration background","middle vocational","318","0.704064125058569","0.660409691069066","0.747718559048072","1"
"Permanent","2015","indirect migration background","vocational + Abi","76","0.876726556086983","0.808039706035627","0.94541340613834","1"
"Permanent","2015","no migration background","in school","14","","","","1"
"Permanent","2015","no migration background","inadequately","36","0.649516008138363","0.517267094925799","0.781764921350926","1"
"Permanent","2015","indirect migration background","inadequately","13","","","","1"
"Permanent","2015","no migration background","higher vocational","721","0.968811574429045","0.956371188754634","0.981251960103456","1"
"Permanent","2015","no migration background","vocational + Abi","785","0.891089334719574","0.870541618101814","0.911637051337334","1"
"Permanent","2015","no migration background","higher education","2305","0.852211884944467","0.83865893750694","0.865764832381995","1"
"Permanent","2015","indirect migration background","in school","3","","","","1"
"Limited","2016","no migration background","in school","3","","","","2"
"Limited","2016","no migration background","inadequately","11","","","","2"
"Limited","2016","no migration background","general elemantary","239","0.382490909419496","0.341538289088991","0.423443529750001","2"
"Limited","2016","no migration background","middle vocational","619","0.144593333809812","0.134403536768436","0.154783130851188","2"
"Limited","2016","no migration background","vocational + Abi","91","0.120895455437823","0.0992946813465933","0.142496229529052","2"
"Limited","2016","no migration background","higher vocational","40","0.053048797061033","0.0362028587950614","0.0698947353270046","2"
"Limited","2016","no migration background","higher education","305","0.138345804910322","0.124691065688138","0.152000544132507","2"
"Limited","2016","direct migration background","in school","3","","","","2"
"Limited","2016","direct migration background","inadequately","100","0.276202626173262","0.213607220462636","0.338798031883887","2"
"Limited","2016","direct migration background","general elemantary","174","0.225914818595424","0.188659168465173","0.263170468725676","2"
"Limited","2016","direct migration background","middle vocational","239","0.172430681679444","0.149603637245108","0.195257726113779","2"
"Limited","2016","direct migration background","vocational + Abi","102","0.20157824939624","0.165911135323508","0.237245363468972","2"
"Limited","2016","direct migration background","higher vocational","5","","","","2"
"Limited","2016","direct migration background","higher education","233","0.233597888560371","0.205169901195844","0.262025875924898","2"
"Limited","2016","indirect migration background","in school","4","","","","2"
"Limited","2016","indirect migration background","inadequately","5","","","","2"
"Limited","2016","indirect migration background","general elemantary","90","0.479425811170009","0.403198931864273","0.555652690475745","2"
"Limited","2016","indirect migration background","middle vocational","97","0.28337376125641","0.23975409556613","0.32699342694669","2"
"Limited","2016","indirect migration background","vocational + Abi","9","","","","2"
"Limited","2016","indirect migration background","higher vocational","5","","","","2"
"Limited","2016","indirect migration background","higher education","33","0.178845070127282","0.123169658583451","0.234520481671114","2"
"Permanent","2016","direct migration background","higher education","618","0.766402111439628","0.737974124075101","0.794830098804155","1"
"Permanent","2016","direct migration background","in school","5","","","","1"
"Permanent","2016","direct migration background","inadequately","96","0.723797373826739","0.661201968116113","0.786392779537365","1"
"Permanent","2016","direct migration background","general elemantary","310","0.774085181404576","0.736829531274324","0.811340831534827","1"
"Permanent","2016","direct migration background","middle vocational","813","0.827569318320556","0.804742273886221","0.850396362754892","1"
"Permanent","2016","direct migration background","vocational + Abi","384","0.79842175060376","0.762754636531028","0.834088864676492","1"
"Permanent","2016","direct migration background","higher vocational","46","0.908099595692872","0.828815065854712","0.987384125531031","1"
"Permanent","2016","indirect migration background","higher education","149","0.821154929872718","0.765479518328886","0.876830341416549","1"
"Permanent","2016","indirect migration background","middle vocational","313","0.71662623874359","0.67300657305331","0.76024590443387","1"
"Permanent","2016","no migration background","general elemantary","302","0.617509090580504","0.576556470249999","0.658461710911009","1"
"Permanent","2016","no migration background","middle vocational","3957","0.855406666190188","0.845216869148812","0.865596463231564","1"
"Permanent","2016","indirect migration background","higher vocational","43","0.781559441550939","0.664670044517154","0.898448838584725","1"
"Permanent","2016","indirect migration background","general elemantary","75","0.520574188829991","0.444347309524255","0.596801068135727","1"
"Permanent","2016","no migration background","higher vocational","640","0.946951202938967","0.930105264672995","0.963797141204939","1"
"Permanent","2016","indirect migration background","vocational + Abi","76","0.906689773920203","0.844855024129758","0.968524523710648","1"
"Permanent","2016","no migration background","higher education","2151","0.861654195089678","0.847999455867493","0.875308934311862","1"
"Permanent","2016","no migration background","inadequately","28","","","","1"
"Permanent","2016","no migration background","in school","14","","","","1"
"Permanent","2016","no migration background","vocational + Abi","784","0.879104544562177","0.857503770470948","0.900705318653407","1"
"Permanent","2016","indirect migration background","in school","9","","","","1"
"Permanent","2016","indirect migration background","inadequately","9","","","","1"
"Limited","2017","no migration background","in school","10","","","","2"
"Limited","2017","no migration background","inadequately","17","","","","2"
"Limited","2017","no migration background","general elemantary","279","0.338102258724863","0.302830383221323","0.373374134228403","2"
"Limited","2017","no migration background","middle vocational","698","0.128053200045972","0.119111842949348","0.136994557142597","2"
"Limited","2017","no migration background","vocational + Abi","103","0.101891527244825","0.0837405791847375","0.120042475304912","2"
"Limited","2017","no migration background","higher vocational","44","0.0425471963752852","0.0283372839553743","0.0567571087951961","2"
"Limited","2017","no migration background","higher education","379","0.150169869669636","0.137274261885913","0.163065477453359","2"
"Limited","2017","direct migration background","in school","3","","","","2"
"Limited","2017","direct migration background","inadequately","156","0.256605456648209","0.205898413191967","0.307312500104452","2"
"Limited","2017","direct migration background","general elemantary","207","0.201396813399442","0.16800153830128","0.234792088497605","2"
"Limited","2017","direct migration background","middle vocational","266","0.177274014626211","0.15446584749789","0.200082181754532","2"
"Limited","2017","direct migration background","vocational + Abi","88","0.188293952400401","0.151555484654151","0.225032420146651","2"
"Limited","2017","direct migration background","higher vocational","2","","","","2"
"Limited","2017","direct migration background","higher education","252","0.227725398703677","0.200266336701982","0.255184460705373","2"
"Limited","2017","indirect migration background","in school","7","","","","2"
"Limited","2017","indirect migration background","inadequately","6","","","","2"
"Limited","2017","indirect migration background","general elemantary","77","0.42819456482731","0.350043941666464","0.506345187988156","2"
"Limited","2017","indirect migration background","middle vocational","112","0.278963400887841","0.238503076441627","0.319423725334055","2"
"Limited","2017","indirect migration background","vocational + Abi","16","","","","2"
"Limited","2017","indirect migration background","higher vocational","4","","","","2"
"Limited","2017","indirect migration background","higher education","43","0.239314786020227","0.181470268711058","0.297159303329396","2"
"Permanent","2017","direct migration background","vocational + Abi","347","0.811706047599599","0.774967579853349","0.848444515345849","1"
"Permanent","2017","direct migration background","higher vocational","49","0.965225868479401","0.914944669455224","1.01550706750358","1"
"Permanent","2017","direct migration background","higher education","644","0.772274601296323","0.744815539294627","0.799733663298018","1"
"Permanent","2017","indirect migration background","general elemantary","77","0.57180543517269","0.493654812011844","0.649956058333536","1"
"Permanent","2017","indirect migration background","higher education","166","0.760685213979773","0.702840696670604","0.818529731288942","1"
"Permanent","2017","direct migration background","middle vocational","811","0.822725985373789","0.799917818245468","0.84553415250211","1"
"Permanent","2017","indirect migration background","inadequately","11","","","","1"
"Permanent","2017","indirect migration background","middle vocational","360","0.721036599112159","0.680576274665945","0.761496923558373","1"
"Permanent","2017","direct migration background","in school","","","","","1"
"Permanent","2017","direct migration background","inadequately","129","0.743394543351791","0.692687499895549","0.794101586808033","1"
"Permanent","2017","direct migration background","general elemantary","347","0.798603186600558","0.765207911502395","0.83199846169872","1"
"Permanent","2017","indirect migration background","vocational + Abi","78","0.778509883401119","0.694565159443951","0.862454607358287","1"
"Permanent","2017","indirect migration background","higher vocational","41","0.846910391458124","0.741706108371653","0.952114674544595","1"
"Permanent","2017","no migration background","middle vocational","4667","0.871946799954028","0.863005442857403","0.880888157050652","1"
"Permanent","2017","indirect migration background","in school","8","","","","1"
"Permanent","2017","no migration background","general elemantary","412","0.661897741275137","0.626625865771597","0.697169616778677","1"
"Permanent","2017","no migration background","vocational + Abi","964","0.898108472755175","0.879957524695088","0.916259420815262","1"
"Permanent","2017","no migration background","higher vocational","731","0.957452803624715","0.943242891204804","0.971662716044626","1"
"Permanent","2017","no migration background","in school","17","","","","1"
"Permanent","2017","no migration background","higher education","2569","0.849830130330364","0.836934522546641","0.862725738114087","1"
"Permanent","2017","no migration background","inadequately","41","0.655856203473983","0.533589449522044","0.778122957425922","1"
"Limited","2018","no migration background","in school","7","","","","2"
"Limited","2018","no migration background","inadequately","12","","","","2"
"Limited","2018","no migration background","general elemantary","268","0.343223338121857","0.307245729457369","0.379200946786344","2"
"Limited","2018","no migration background","middle vocational","621","0.114683892684885","0.105864141732204","0.123503643637566","2"
"Limited","2018","no migration background","vocational + Abi","103","0.097056658989263","0.0790214643120991","0.115091853666427","2"
"Limited","2018","no migration background","higher vocational","43","0.0640288637283051","0.0463067618382711","0.0817509656183391","2"
"Limited","2018","no migration background","higher education","315","0.136588641405608","0.123945227966991","0.149232054844225","2"
"Limited","2018","direct migration background","in school","3","","","","2"
"Limited","2018","direct migration background","inadequately","208","0.319959302991579","0.271841109632501","0.368077496350657","2"
"Limited","2018","direct migration background","general elemantary","245","0.227797757274633","0.194040978648734","0.261554535900532","2"
"Limited","2018","direct migration background","middle vocational","295","0.183719199719844","0.16074011221186","0.206698287227828","2"
"Limited","2018","direct migration background","vocational + Abi","79","0.183776739344173","0.146469108147675","0.22108437054067","2"
"Limited","2018","direct migration background","higher vocational","","","","","2"
"Limited","2018","direct migration background","higher education","303","0.250718697215961","0.222877426095512","0.278559968336411","2"
"Limited","2018","indirect migration background","in school","2","","","","2"
"Limited","2018","indirect migration background","inadequately","4","","","","2"
"Limited","2018","indirect migration background","general elemantary","90","0.509288399627291","0.433918177856089","0.584658621398492","2"
"Limited","2018","indirect migration background","middle vocational","126","0.276364233167816","0.236190189711166","0.316538276624465","2"
"Limited","2018","indirect migration background","vocational + Abi","13","","","","2"
"Limited","2018","indirect migration background","higher vocational","2","","","","2"
"Limited","2018","indirect migration background","higher education","41","0.234959125924694","0.176492115909165","0.293426135940224","2"
"Permanent","2018","direct migration background","vocational + Abi","335","0.816223260655828","0.77891562945933","0.853530891852325","1"
"Permanent","2018","direct migration background","higher vocational","44","1","1","1","1"
"Permanent","2018","direct migration background","higher education","628","0.749281302784039","0.721440031663589","0.777122573904488","1"
"Permanent","2018","indirect migration background","general elemantary","79","0.490711600372709","0.415341378601508","0.566081822143911","1"
"Permanent","2018","indirect migration background","higher education","161","0.765040874075306","0.706573864059776","0.823507884090835","1"
"Permanent","2018","indirect migration background","vocational + Abi","81","0.818275353359608","0.740320920565765","0.896229786153451","1"
"Permanent","2018","direct migration background","inadequately","153","0.680040697008421","0.631922503649343","0.728158890367499","1"
"Permanent","2018","direct migration background","middle vocational","796","0.816280800280156","0.793301712772172","0.83925988778814","1"
"Permanent","2018","indirect migration background","higher vocational","37","0.885729577049151","0.785882977555517","0.985576176542784","1"
"Permanent","2018","direct migration background","in school","1","","","","1"
"Permanent","2018","direct migration background","general elemantary","348","0.772202242725367","0.738445464099468","0.805959021351266","1"
"Permanent","2018","indirect migration background","middle vocational","350","0.723635766832184","0.683461723375535","0.763809810288834","1"
"Permanent","2018","indirect migration background","inadequately","12","","","","1"
"Permanent","2018","no migration background","middle vocational","4393","0.885316107315115","0.876496356362434","0.894135858267796","1"
"Permanent","2018","indirect migration background","in school","9","","","","1"
"Permanent","2018","no migration background","in school","14","","","","1"
"Permanent","2018","no migration background","general elemantary","401","0.656776661878143","0.620799053213656","0.692754270542631","1"
"Permanent","2018","no migration background","inadequately","37","0.846609704213496","0.745709832380165","0.947509576046826","1"
"Permanent","2018","no migration background","higher vocational","690","0.935971136271695","0.918249034381661","0.953693238161729","1"
"Permanent","2018","no migration background","higher education","2519","0.863411358594392","0.850767945155775","0.876054772033009","1"
"Permanent","2018","no migration background","vocational + Abi","932","0.902943341010737","0.884908146333573","0.920978535687901","1"
"Limited","2019","no migration background","in school","14","","","","2"
"Limited","2019","no migration background","inadequately","18","","","","2"
"Limited","2019","no migration background","general elemantary","254","0.32268052637151","0.286517585903098","0.358843466839921","2"
"Limited","2019","no migration background","middle vocational","587","0.118317917725631","0.109125101404708","0.127510734046554","2"
"Limited","2019","no migration background","vocational + Abi","96","0.08255439888173","0.0657799564805065","0.0993288412829536","2"
"Limited","2019","no migration background","higher vocational","28","","","","2"
"Limited","2019","no migration background","higher education","331","0.131913366516271","0.119558813444597","0.144267919587946","2"
"Limited","2019","direct migration background","in school","2","","","","2"
"Limited","2019","direct migration background","inadequately","261","0.290815559962335","0.248138756634711","0.333492363289959","2"
"Limited","2019","direct migration background","general elemantary","231","0.232271529586409","0.196818638787124","0.267724420385695","2"
"Limited","2019","direct migration background","middle vocational","271","0.18566508245108","0.161132058642426","0.210198106259733","2"
"Limited","2019","direct migration background","vocational + Abi","68","0.138329264037952","0.102764370681797","0.173894157394107","2"
"Limited","2019","direct migration background","higher vocational","3","","","","2"
"Limited","2019","direct migration background","higher education","280","0.224923673197676","0.197599835979913","0.252247510415439","2"
"Limited","2019","indirect migration background","in school","5","","","","2"
"Limited","2019","indirect migration background","inadequately","6","","","","2"
"Limited","2019","indirect migration background","general elemantary","79","0.484235792175151","0.403172225739036","0.565299358611266","2"
"Limited","2019","indirect migration background","middle vocational","104","0.26254665170665","0.221385610811394","0.303707692601906","2"
"Limited","2019","indirect migration background","vocational + Abi","14","","","","2"
"Limited","2019","indirect migration background","higher vocational","5","","","","2"
"Limited","2019","indirect migration background","higher education","34","0.15535473045322","0.106477534667046","0.204231926239394","2"
"Permanent","2019","indirect migration background","higher education","177","0.84464526954678","0.795768073760606","0.893522465332954","1"
"Permanent","2019","direct migration background","vocational + Abi","294","0.861670735962048","0.826105842605893","0.897235629318203","1"
"Permanent","2019","direct migration background","higher vocational","34","0.955054218740746","0.888295850992696","1.0218125864888","1"
"Permanent","2019","direct migration background","higher education","617","0.775076326802324","0.747752489584561","0.802400164020087","1"
"Permanent","2019","indirect migration background","higher vocational","40","0.749846016948284","0.623304921509135","0.876387112387433","1"
"Permanent","2019","indirect migration background","general elemantary","67","0.515764207824849","0.434700641388734","0.596827774260964","1"
"Permanent","2019","indirect migration background","vocational + Abi","86","0.789519030153536","0.709621048157796","0.869417012149276","1"
"Permanent","2019","indirect migration background","middle vocational","335","0.73745334829335","0.696292307398094","0.778614389188606","1"
"Permanent","2019","direct migration background","in school","6","","","","1"
"Permanent","2019","direct migration background","inadequately","174","0.709184440037665","0.666507636710041","0.751861243365289","1"
"Permanent","2019","direct migration background","general elemantary","314","0.767728470413591","0.732275579614305","0.803181361212876","1"
"Permanent","2019","direct migration background","middle vocational","694","0.814334917548921","0.789801893740267","0.838867941357574","1"
"Permanent","2019","indirect migration background","inadequately","15","","","","1"
"Permanent","2019","indirect migration background","in school","5","","","","1"
