"hlf0001_h","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Main Tenant","2011","in school","East Germany","41","0.285305668089014","0.201301280432264","0.369310055745765","1"
"Main Tenant","2011","inadequately","West Germany","299","0.787126496392421","0.74501721321485","0.829235779569992","1"
"Main Tenant","2011","inadequately","East Germany","37","0.601230080704086","0.462711185814655","0.739748975593517","1"
"Main Tenant","2011","general elemantary","West Germany","1488","0.532882045096123","0.513918577824002","0.551845512368245","1"
"Main Tenant","2011","general elemantary","East Germany","297","0.72690462035741","0.684037931999276","0.769771308715544","1"
"Main Tenant","2011","middle vocational","West Germany","4735","0.452563949694554","0.443071426122828","0.462056473266279","1"
"Main Tenant","2011","middle vocational","East Germany","1906","0.577508796362647","0.560905406336276","0.594112186389017","1"
"Main Tenant","2011","vocational + Abi","West Germany","805","0.475893050709589","0.452277332835326","0.499508768583852","1"
"Main Tenant","2011","vocational + Abi","East Germany","168","0.586536260257886","0.530052602562676","0.643019917953097","1"
"Main Tenant","2011","higher vocational","West Germany","449","0.39986486237618","0.374112217451044","0.425617507301316","1"
"Main Tenant","2011","higher vocational","East Germany","219","0.526200386584138","0.481107237030652","0.571293536137625","1"
"Main Tenant","2011","higher education","West Germany","1736","0.43043005950572","0.416210924557033","0.444649194454407","1"
"Main Tenant","2011","higher education","East Germany","756","0.524891276602027","0.500165794256213","0.549616758947841","1"
"Nursing Home/Retirement Community","2011","general elemantary","East Germany","3","","","","4"
"Nursing Home/Retirement Community","2011","middle vocational","West Germany","19","","","","4"
"Nursing Home/Retirement Community","2011","higher vocational","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2011","higher vocational","East Germany","","","","","4"
"Nursing Home/Retirement Community","2011","higher education","West Germany","3","","","","4"
"Nursing Home/Retirement Community","2011","higher education","East Germany","5","","","","4"
"Nursing Home/Retirement Community","2011","middle vocational","East Germany","8","","","","4"
"Nursing Home/Retirement Community","2011","vocational + Abi","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2011","vocational + Abi","East Germany","","","","","4"
"Nursing Home/Retirement Community","2011","in school","West Germany","","","","","4"
"Nursing Home/Retirement Community","2011","in school","East Germany","","","","","4"
"Nursing Home/Retirement Community","2011","inadequately","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2011","inadequately","East Germany","","","","","4"
"Nursing Home/Retirement Community","2011","general elemantary","West Germany","15","","","","4"
"Owner","2011","general elemantary","East Germany","104","0.232554099985562","0.191908837915591","0.273199362055534","3"
"Owner","2011","middle vocational","West Germany","5681","0.525418820765278","0.51589561698262","0.534942024547935","3"
"Owner","2011","middle vocational","East Germany","1424","0.396212402528342","0.379771912448164","0.41265289260852","3"
"Owner","2011","vocational + Abi","West Germany","887","0.503642284169185","0.479999697355904","0.527284870982466","3"
"Owner","2011","vocational + Abi","East Germany","118","0.376230024094786","0.320665752693478","0.431794295496093","3"
"Owner","2011","higher vocational","West Germany","925","0.58231675169527","0.556390253524092","0.608243249866448","3"
"Owner","2011","higher vocational","East Germany","248","0.471867662175973","0.426784006378642","0.516951317973305","3"
"Owner","2011","higher education","West Germany","2877","0.549451395500314","0.535162988457842","0.563739802542786","3"
"Owner","2011","higher education","East Germany","791","0.45454637622823","0.429892704530545","0.479200047925914","3"
"Owner","2011","in school","West Germany","454","0.59664439192508","0.562283135047903","0.631005648802257","3"
"Owner","2011","in school","East Germany","69","0.652188446608002","0.563586114283701","0.740790778932303","3"
"Owner","2011","inadequately","West Germany","54","0.182500630372344","0.142765862872795","0.222235397871892","3"
"Owner","2011","inadequately","East Germany","9","","","","3"
"Owner","2011","general elemantary","West Germany","1122","0.437598908070777","0.418742884396572","0.456454931744983","3"
"Sub-Tenant","2011","in school","West Germany","5","","","","2"
"Sub-Tenant","2011","in school","East Germany","1","","","","2"
"Sub-Tenant","2011","inadequately","West Germany","8","","","","2"
"Sub-Tenant","2011","inadequately","East Germany","2","","","","2"
"Sub-Tenant","2011","general elemantary","West Germany","34","0.0177204940518334","0.0127058007484341","0.0227351873552327","2"
"Sub-Tenant","2011","general elemantary","East Germany","11","","","","2"
"Sub-Tenant","2011","middle vocational","West Germany","127","0.0193227922919489","0.0166975282318585","0.0219480563520392","2"
"Sub-Tenant","2011","middle vocational","East Germany","62","0.023411136116363","0.0183286551446563","0.0284936170880697","2"
"Sub-Tenant","2011","vocational + Abi","West Germany","24","","","","2"
"Sub-Tenant","2011","vocational + Abi","East Germany","6","","","","2"
"Sub-Tenant","2011","higher vocational","West Germany","14","","","","2"
"Sub-Tenant","2011","higher vocational","East Germany","4","","","","2"
"Sub-Tenant","2011","higher education","West Germany","42","0.0189803327129417","0.0150616588835108","0.0228990065423725","2"
"Sub-Tenant","2011","higher education","East Germany","15","","","","2"
"Tenant","2011","in school","West Germany","","","","","5"
"Tenant","2011","in school","East Germany","","","","","5"
"Tenant","2011","inadequately","West Germany","","","","","5"
"Tenant","2011","inadequately","East Germany","","","","","5"
"Tenant","2011","general elemantary","West Germany","","","","","5"
"Tenant","2011","general elemantary","East Germany","","","","","5"
"Tenant","2011","middle vocational","West Germany","","","","","5"
"Tenant","2011","middle vocational","East Germany","","","","","5"
"Tenant","2011","vocational + Abi","West Germany","","","","","5"
"Tenant","2011","vocational + Abi","East Germany","","","","","5"
"Tenant","2011","higher vocational","West Germany","","","","","5"
"Tenant","2011","higher vocational","East Germany","","","","","5"
"Tenant","2011","higher education","West Germany","","","","","5"
"Tenant","2011","higher education","East Germany","","","","","5"
"Main Tenant","2012","in school","West Germany","330","0.393893440162225","0.360034998654679","0.427751881669771","1"
"Main Tenant","2012","in school","East Germany","51","0.460585265316815","0.36785894530073","0.553311585332901","1"
"Main Tenant","2012","inadequately","West Germany","272","0.774198245810149","0.72969025505668","0.818706236563617","1"
"Main Tenant","2012","inadequately","East Germany","40","0.731596055425331","0.60752222910542","0.855669881745242","1"
"Main Tenant","2012","general elemantary","West Germany","1471","0.537760535498615","0.51864046544245","0.55688060555478","1"
"Main Tenant","2012","general elemantary","East Germany","292","0.740390177757305","0.696878415615565","0.783901939899045","1"
"Main Tenant","2012","middle vocational","West Germany","4607","0.454449116988181","0.444818718061695","0.464079515914667","1"
"Main Tenant","2012","middle vocational","East Germany","1881","0.576294860963261","0.559524036586173","0.593065685340349","1"
"Main Tenant","2012","vocational + Abi","West Germany","774","0.488542917394604","0.464575798772858","0.51251003601635","1"
"Main Tenant","2012","vocational + Abi","East Germany","173","0.558953228662788","0.502768599101112","0.615137858224465","1"
"Main Tenant","2012","higher vocational","West Germany","428","0.407759858009904","0.38140892378961","0.434110792230198","1"
"Main Tenant","2012","higher vocational","East Germany","228","0.533215418383021","0.488537808154892","0.577893028611149","1"
"Main Tenant","2012","higher education","West Germany","1721","0.442087217119572","0.42776806702045","0.456406367218695","1"
"Main Tenant","2012","higher education","East Germany","742","0.515297830450279","0.490345368014132","0.540250292886427","1"
"Nursing Home/Retirement Community","2012","general elemantary","East Germany","2","","","","4"
"Nursing Home/Retirement Community","2012","middle vocational","West Germany","12","","","","4"
"Nursing Home/Retirement Community","2012","middle vocational","East Germany","9","","","","4"
"Nursing Home/Retirement Community","2012","vocational + Abi","West Germany","1","","","","4"
"Nursing Home/Retirement Community","2012","vocational + Abi","East Germany","","","","","4"
"Nursing Home/Retirement Community","2012","higher vocational","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2012","higher vocational","East Germany","","","","","4"
"Nursing Home/Retirement Community","2012","higher education","West Germany","3","","","","4"
"Nursing Home/Retirement Community","2012","higher education","East Germany","4","","","","4"
"Nursing Home/Retirement Community","2012","in school","West Germany","","","","","4"
"Nursing Home/Retirement Community","2012","in school","East Germany","","","","","4"
"Nursing Home/Retirement Community","2012","inadequately","West Germany","1","","","","4"
"Nursing Home/Retirement Community","2012","inadequately","East Germany","","","","","4"
"Nursing Home/Retirement Community","2012","general elemantary","West Germany","9","","","","4"
"Owner","2012","general elemantary","East Germany","81","0.194425088481219","0.15514749180221","0.233702685160228","3"
"Owner","2012","middle vocational","West Germany","5536","0.525062128393421","0.515403671135084","0.534720585651758","3"
"Owner","2012","middle vocational","East Germany","1372","0.39529710381271","0.378703794363512","0.411890413261908","3"
"Owner","2012","vocational + Abi","West Germany","877","0.497185761683374","0.47321272824635","0.521158795120398","3"
"Owner","2012","in school","West Germany","467","0.602785225480282","0.568877622145537","0.636692828815026","3"
"Owner","2012","in school","East Germany","57","0.446260157516739","0.353783197407365","0.538737117626114","3"
"Owner","2012","inadequately","West Germany","61","0.207571311125886","0.164398333651358","0.250744288600414","3"
"Owner","2012","inadequately","East Germany","8","","","","3"
"Owner","2012","general elemantary","West Germany","1098","0.436720849459808","0.417700201572805","0.455741497346811","3"
"Owner","2012","vocational + Abi","East Germany","119","0.390923100878217","0.33570656012094","0.446139641635493","3"
"Owner","2012","higher vocational","West Germany","894","0.578390490649152","0.551910938664113","0.60487004263419","3"
"Owner","2012","higher vocational","East Germany","246","0.460823264097922","0.416184403081097","0.505462125114748","3"
"Owner","2012","higher education","West Germany","2862","0.54089577712757","0.526527901964981","0.555263652290158","3"
"Owner","2012","higher education","East Germany","777","0.461836868306604","0.436945541753924","0.486728194859284","3"
"Sub-Tenant","2012","in school","West Germany","3","","","","2"
"Sub-Tenant","2012","in school","East Germany","3","","","","2"
"Sub-Tenant","2012","inadequately","West Germany","5","","","","2"
"Sub-Tenant","2012","inadequately","East Germany","1","","","","2"
"Sub-Tenant","2012","general elemantary","West Germany","34","0.018137917164479","0.0130201507928404","0.0232556835361176","2"
"Sub-Tenant","2012","general elemantary","East Germany","15","","","","2"
"Sub-Tenant","2012","middle vocational","West Germany","114","0.0185380378659884","0.0159291666999605","0.0211469090320163","2"
"Sub-Tenant","2012","middle vocational","East Germany","73","0.0251106346564888","0.0198004859536","0.0304207833593776","2"
"Sub-Tenant","2012","vocational + Abi","West Germany","19","","","","2"
"Sub-Tenant","2012","vocational + Abi","East Germany","8","","","","2"
"Sub-Tenant","2012","higher vocational","West Germany","12","","","","2"
"Sub-Tenant","2012","higher vocational","East Germany","5","","","","2"
"Sub-Tenant","2012","higher education","West Germany","35","0.0160640036360544","0.0124391503936685","0.0196888568784404","2"
"Sub-Tenant","2012","higher education","East Germany","18","","","","2"
"Tenant","2012","in school","West Germany","","","","","5"
"Tenant","2012","in school","East Germany","","","","","5"
"Tenant","2012","inadequately","West Germany","","","","","5"
"Tenant","2012","inadequately","East Germany","","","","","5"
"Tenant","2012","general elemantary","West Germany","","","","","5"
"Tenant","2012","general elemantary","East Germany","","","","","5"
"Tenant","2012","middle vocational","West Germany","","","","","5"
"Tenant","2012","middle vocational","East Germany","","","","","5"
"Tenant","2012","vocational + Abi","West Germany","","","","","5"
"Tenant","2012","vocational + Abi","East Germany","","","","","5"
"Tenant","2012","higher vocational","West Germany","","","","","5"
"Tenant","2012","higher vocational","East Germany","","","","","5"
"Tenant","2012","higher education","West Germany","","","","","5"
"Tenant","2012","higher education","East Germany","","","","","5"
"Main Tenant","2013","inadequately","East Germany","51","0.704594911985052","0.592821929118745","0.81636789485136","1"
"Main Tenant","2013","general elemantary","West Germany","2148","0.550786237089169","0.534056761911308","0.567515712267031","1"
"Main Tenant","2013","general elemantary","East Germany","327","0.736889376515929","0.695222611389742","0.778556141642117","1"
"Main Tenant","2013","middle vocational","West Germany","5379","0.452265762892581","0.442974387914316","0.461557137870846","1"
"Main Tenant","2013","in school","West Germany","437","0.38159004817172","0.350268093244408","0.412912003099031","1"
"Main Tenant","2013","in school","East Germany","84","0.467617532592565","0.388297376093539","0.54693768909159","1"
"Main Tenant","2013","inadequately","West Germany","477","0.778531338431201","0.744472939594663","0.81258973726774","1"
"Main Tenant","2013","middle vocational","East Germany","1828","0.551900307106051","0.53468890495991","0.569111709252192","1"
"Main Tenant","2013","vocational + Abi","West Germany","1082","0.496284701128311","0.474667463708221","0.5179019385484","1"
"Main Tenant","2013","vocational + Abi","East Germany","194","0.607691468423004","0.554110791565651","0.661272145280357","1"
"Main Tenant","2013","higher vocational","West Germany","427","0.38457896216395","0.358112878839039","0.411045045488861","1"
"Main Tenant","2013","higher vocational","East Germany","189","0.45710001708819","0.410393992320443","0.503806041855937","1"
"Main Tenant","2013","higher education","West Germany","2247","0.434812080228626","0.421489745786001","0.448134414671252","1"
"Main Tenant","2013","higher education","East Germany","789","0.504593570731468","0.479782959284699","0.529404182178237","1"
"Nursing Home/Retirement Community","2013","in school","West Germany","","","","","4"
"Nursing Home/Retirement Community","2013","in school","East Germany","","","","","4"
"Nursing Home/Retirement Community","2013","inadequately","West Germany","1","","","","4"
"Nursing Home/Retirement Community","2013","inadequately","East Germany","","","","","4"
"Nursing Home/Retirement Community","2013","general elemantary","West Germany","9","","","","4"
"Nursing Home/Retirement Community","2013","general elemantary","East Germany","3","","","","4"
"Nursing Home/Retirement Community","2013","middle vocational","West Germany","14","","","","4"
"Nursing Home/Retirement Community","2013","middle vocational","East Germany","9","","","","4"
"Nursing Home/Retirement Community","2013","vocational + Abi","West Germany","1","","","","4"
"Nursing Home/Retirement Community","2013","vocational + Abi","East Germany","","","","","4"
"Nursing Home/Retirement Community","2013","higher vocational","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2013","higher vocational","East Germany","1","","","","4"
"Nursing Home/Retirement Community","2013","higher education","West Germany","4","","","","4"
"Nursing Home/Retirement Community","2013","higher education","East Germany","4","","","","4"
"Owner","2013","in school","West Germany","481","0.612420660227537","0.581007087572266","0.643834232882807","3"
"Owner","2013","in school","East Germany","67","0.471866883608398","0.392505771182021","0.551227996034774","3"
"Owner","2013","inadequately","West Germany","84","0.196306540420572","0.163727173668717","0.228885907172427","3"
"Owner","2013","inadequately","East Germany","11","","","","3"
"Owner","2013","general elemantary","West Germany","1190","0.42286569145736","0.406250554641947","0.439480828272773","3"
"Owner","2013","general elemantary","East Germany","88","0.213819367000887","0.175021831854683","0.25261690214709","3"
"Owner","2013","middle vocational","West Germany","5501","0.530889566241322","0.521573387152229","0.540205745330416","3"
"Owner","2013","middle vocational","East Germany","1304","0.415710324998726","0.398653110037152","0.4327675399603","3"
"Owner","2013","vocational + Abi","West Germany","950","0.490222922586008","0.468609221702907","0.511836623469109","3"
"Owner","2013","vocational + Abi","East Germany","120","0.367513855687899","0.314606614510275","0.420421096865522","3"
"Owner","2013","higher vocational","West Germany","858","0.596334212896667","0.569643106342083","0.623025319451252","3"
"Owner","2013","higher vocational","East Germany","235","0.504179715421033","0.457302457249772","0.551056973592294","3"
"Owner","2013","higher education","West Germany","3028","0.552107481998109","0.538743625115823","0.565471338880394","3"
"Owner","2013","higher education","East Germany","753","0.479110575996403","0.454320580918058","0.503900571074749","3"
"Sub-Tenant","2013","in school","West Germany","6","","","","2"
"Sub-Tenant","2013","in school","East Germany","1","","","","2"
"Sub-Tenant","2013","inadequately","West Germany","9","","","","2"
"Sub-Tenant","2013","inadequately","East Germany","2","","","","2"
"Sub-Tenant","2013","general elemantary","West Germany","49","0.0184777969371294","0.0139484101443099","0.0230071837299489","2"
"Sub-Tenant","2013","general elemantary","East Germany","11","","","","2"
"Sub-Tenant","2013","middle vocational","West Germany","129","0.0147200037308316","0.0124718190710045","0.0169681883906588","2"
"Sub-Tenant","2013","middle vocational","East Germany","66","0.0290426711865032","0.0232307868586302","0.0348545555143763","2"
"Sub-Tenant","2013","vocational + Abi","West Germany","22","","","","2"
"Sub-Tenant","2013","vocational + Abi","East Germany","5","","","","2"
"Sub-Tenant","2013","higher vocational","West Germany","11","","","","2"
"Sub-Tenant","2013","higher vocational","East Germany","12","","","","2"
"Sub-Tenant","2013","higher education","West Germany","40","0.0121121299620677","0.00917246941788932","0.015051790506246","2"
"Sub-Tenant","2013","higher education","East Germany","14","","","","2"
"Tenant","2013","in school","West Germany","","","","","5"
"Tenant","2013","in school","East Germany","","","","","5"
"Tenant","2013","inadequately","West Germany","","","","","5"
"Tenant","2013","inadequately","East Germany","","","","","5"
"Tenant","2013","general elemantary","West Germany","","","","","5"
"Tenant","2013","general elemantary","East Germany","","","","","5"
"Tenant","2013","middle vocational","West Germany","","","","","5"
"Tenant","2013","middle vocational","East Germany","","","","","5"
"Tenant","2013","vocational + Abi","West Germany","","","","","5"
"Tenant","2013","vocational + Abi","East Germany","","","","","5"
"Tenant","2013","higher vocational","West Germany","","","","","5"
"Tenant","2013","higher vocational","East Germany","","","","","5"
"Tenant","2013","higher education","West Germany","","","","","5"
"Tenant","2013","higher education","East Germany","","","","","5"
"Main Tenant","2014","in school","West Germany","369","0.416433516261159","0.381568851834608","0.451298180687709","1"
"Main Tenant","2014","in school","East Germany","58","0.340946536752883","0.255053367969593","0.426839705536173","1"
"Main Tenant","2014","inadequately","West Germany","371","0.779993473275113","0.741719363259518","0.818267583290707","1"
"Main Tenant","2014","inadequately","East Germany","44","0.731741924437118","0.615701462500633","0.847782386373602","1"
"Main Tenant","2014","general elemantary","West Germany","1738","0.542830772599769","0.524515778678009","0.561145766521529","1"
"Main Tenant","2014","general elemantary","East Germany","309","0.761862714814607","0.720224977249737","0.803500452379477","1"
"Main Tenant","2014","middle vocational","West Germany","4608","0.459166893381085","0.449273351297015","0.469060435465155","1"
"Main Tenant","2014","middle vocational","East Germany","1632","0.562682433438052","0.544546711475726","0.580818155400378","1"
"Main Tenant","2014","vocational + Abi","West Germany","893","0.500148775073353","0.476789371913333","0.523508178233374","1"
"Main Tenant","2014","vocational + Abi","East Germany","172","0.58482314572988","0.528877176488145","0.640769114971615","1"
"Main Tenant","2014","higher vocational","West Germany","374","0.365181701013576","0.337837109981596","0.392526292045557","1"
"Main Tenant","2014","higher vocational","East Germany","187","0.483177006391045","0.434747451220056","0.531606561562035","1"
"Main Tenant","2014","higher education","West Germany","1959","0.433451592975409","0.419425309937291","0.447477876013527","1"
"Main Tenant","2014","higher education","East Germany","740","0.527982395685684","0.502260519418871","0.553704271952496","1"
"Nursing Home/Retirement Community","2014","in school","West Germany","","","","","4"
"Nursing Home/Retirement Community","2014","in school","East Germany","","","","","4"
"Nursing Home/Retirement Community","2014","inadequately","West Germany","","","","","4"
"Nursing Home/Retirement Community","2014","inadequately","East Germany","","","","","4"
"Nursing Home/Retirement Community","2014","general elemantary","West Germany","6","","","","4"
"Nursing Home/Retirement Community","2014","general elemantary","East Germany","3","","","","4"
"Nursing Home/Retirement Community","2014","middle vocational","West Germany","19","","","","4"
"Nursing Home/Retirement Community","2014","middle vocational","East Germany","9","","","","4"
"Nursing Home/Retirement Community","2014","vocational + Abi","West Germany","1","","","","4"
"Nursing Home/Retirement Community","2014","vocational + Abi","East Germany","1","","","","4"
"Nursing Home/Retirement Community","2014","higher vocational","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2014","higher vocational","East Germany","","","","","4"
"Nursing Home/Retirement Community","2014","higher education","West Germany","3","","","","4"
"Nursing Home/Retirement Community","2014","higher education","East Germany","1","","","","4"
"Owner","2014","in school","West Germany","394","0.580547675003923","0.545647490005466","0.615447860002381","3"
"Owner","2014","in school","East Germany","58","0.649385605961251","0.562924385838731","0.735846826083772","3"
"Owner","2014","inadequately","West Germany","71","0.191288585794559","0.154948734254257","0.227628437334861","3"
"Owner","2014","inadequately","East Germany","11","","","","3"
"Owner","2014","general elemantary","West Germany","1055","0.434058570143738","0.415836573353452","0.452280566934024","3"
"Owner","2014","general elemantary","East Germany","83","0.206432178570356","0.166866757955113","0.245997599185599","3"
"Owner","2014","middle vocational","West Germany","5015","0.524889271349137","0.514974877797534","0.534803664900741","3"
"Owner","2014","middle vocational","East Germany","1169","0.394579724732204","0.376710711416097","0.41244873804831","3"
"Owner","2014","vocational + Abi","West Germany","851","0.49196002115282","0.468603637116597","0.515316405189042","3"
"Owner","2014","vocational + Abi","East Germany","119","0.366369338391212","0.31166552380281","0.421073152979615","3"
"Owner","2014","higher vocational","West Germany","802","0.612391895529577","0.584722265507707","0.640061525551447","3"
"Owner","2014","higher vocational","East Germany","215","0.492079789283759","0.443628878188221","0.540530700379297","3"
"Owner","2014","higher education","West Germany","2785","0.548881800056321","0.534797399269576","0.562966200843065","3"
"Owner","2014","higher education","East Germany","689","0.451112164738334","0.425473352751681","0.476750976724988","3"
"Sub-Tenant","2014","in school","West Germany","5","","","","2"
"Sub-Tenant","2014","in school","East Germany","1","","","","2"
"Sub-Tenant","2014","inadequately","West Germany","8","","","","2"
"Sub-Tenant","2014","inadequately","East Germany","1","","","","2"
"Sub-Tenant","2014","general elemantary","West Germany","43","0.0187113128226523","0.0137295094762339","0.0236931161690708","2"
"Sub-Tenant","2014","general elemantary","East Germany","7","","","","2"
"Sub-Tenant","2014","middle vocational","West Germany","104","0.0128206507711594","0.0105871405021243","0.0150541610401944","2"
"Sub-Tenant","2014","middle vocational","East Germany","64","0.0396791383573849","0.0325424947846983","0.0468157819300714","2"
"Sub-Tenant","2014","vocational + Abi","West Germany","15","","","","2"
"Sub-Tenant","2014","vocational + Abi","East Germany","6","","","","2"
"Sub-Tenant","2014","higher vocational","West Germany","13","","","","2"
"Sub-Tenant","2014","higher vocational","East Germany","7","","","","2"
"Sub-Tenant","2014","higher education","West Germany","48","0.0167272070015143","0.0130972413780311","0.0203571726249975","2"
"Sub-Tenant","2014","higher education","East Germany","17","","","","2"
"Tenant","2014","in school","West Germany","","","","","5"
"Tenant","2014","in school","East Germany","","","","","5"
"Tenant","2014","inadequately","West Germany","","","","","5"
"Tenant","2014","inadequately","East Germany","","","","","5"
"Tenant","2014","general elemantary","West Germany","","","","","5"
"Tenant","2014","general elemantary","East Germany","","","","","5"
"Tenant","2014","middle vocational","West Germany","","","","","5"
"Tenant","2014","middle vocational","East Germany","","","","","5"
"Tenant","2014","vocational + Abi","West Germany","","","","","5"
"Tenant","2014","vocational + Abi","East Germany","","","","","5"
"Tenant","2014","higher vocational","West Germany","","","","","5"
"Tenant","2014","higher vocational","East Germany","","","","","5"
"Tenant","2014","higher education","West Germany","","","","","5"
"Tenant","2014","higher education","East Germany","","","","","5"
"Main Tenant","2015","in school","West Germany","319","0.418369362989047","0.380592054270483","0.45614667170761","1"
"Main Tenant","2015","vocational + Abi","West Germany","1014","0.498718149048526","0.47611662404453","0.521319674052522","1"
"Main Tenant","2015","vocational + Abi","East Germany","175","0.588891016299562","0.532261214681819","0.645520817917304","1"
"Main Tenant","2015","higher education","East Germany","722","0.511149833712372","0.485241345759389","0.537058321665356","1"
"Main Tenant","2015","in school","East Germany","72","0.479906324497405","0.39161570617449","0.56819694282032","1"
"Main Tenant","2015","inadequately","West Germany","413","0.808373053669636","0.773345369487797","0.843400737851476","1"
"Main Tenant","2015","inadequately","East Germany","45","0.698687349112428","0.575160808457796","0.822213889767061","1"
"Main Tenant","2015","general elemantary","West Germany","1719","0.545644448960996","0.526990813634907","0.564298084287086","1"
"Main Tenant","2015","general elemantary","East Germany","303","0.752607507783634","0.709561590212527","0.795653425354741","1"
"Main Tenant","2015","middle vocational","West Germany","4549","0.445139319607538","0.435135612412427","0.45514302680265","1"
"Main Tenant","2015","middle vocational","East Germany","1595","0.582178125992644","0.563804766338197","0.60055148564709","1"
"Main Tenant","2015","higher vocational","West Germany","367","0.373327544716485","0.345262186554671","0.4013929028783","1"
"Main Tenant","2015","higher vocational","East Germany","183","0.513108888267697","0.464126631848886","0.562091144686508","1"
"Main Tenant","2015","higher education","West Germany","2231","0.448397002898114","0.434649041388555","0.462144964407673","1"
"Nursing Home/Retirement Community","2015","in school","West Germany","","","","","4"
"Nursing Home/Retirement Community","2015","in school","East Germany","","","","","4"
"Nursing Home/Retirement Community","2015","inadequately","West Germany","","","","","4"
"Nursing Home/Retirement Community","2015","inadequately","East Germany","","","","","4"
"Nursing Home/Retirement Community","2015","general elemantary","West Germany","8","","","","4"
"Nursing Home/Retirement Community","2015","general elemantary","East Germany","4","","","","4"
"Nursing Home/Retirement Community","2015","middle vocational","West Germany","14","","","","4"
"Nursing Home/Retirement Community","2015","middle vocational","East Germany","5","","","","4"
"Nursing Home/Retirement Community","2015","vocational + Abi","West Germany","3","","","","4"
"Nursing Home/Retirement Community","2015","vocational + Abi","East Germany","","","","","4"
"Nursing Home/Retirement Community","2015","higher vocational","West Germany","5","","","","4"
"Nursing Home/Retirement Community","2015","higher vocational","East Germany","","","","","4"
"Nursing Home/Retirement Community","2015","higher education","West Germany","6","","","","4"
"Nursing Home/Retirement Community","2015","higher education","East Germany","3","","","","4"
"Owner","2015","in school","West Germany","330","0.564680759794633","0.526711435587078","0.602650084002187","3"
"Owner","2015","in school","East Germany","50","0.517706193555844","0.429399615057646","0.606012772054042","3"
"Owner","2015","inadequately","West Germany","64","0.170079870923819","0.136643292494791","0.203516449352847","3"
"Owner","2015","inadequately","East Germany","8","","","","3"
"Owner","2015","general elemantary","West Germany","963","0.420638170754238","0.402143782450634","0.439132559057842","3"
"Owner","2015","general elemantary","East Germany","74","0.210880308464837","0.170185042311398","0.251575574618277","3"
"Owner","2015","middle vocational","West Germany","4778","0.537407780420372","0.527371514620998","0.547444046219746","3"
"Owner","2015","middle vocational","East Germany","1109","0.391652739880973","0.37346865663625","0.409836823125696","3"
"Owner","2015","vocational + Abi","West Germany","833","0.479205252364652","0.456623208381303","0.501787296348","3"
"Owner","2015","higher vocational","East Germany","211","0.48209091288926","0.433123254855163","0.531058570923358","3"
"Owner","2015","higher education","West Germany","2742","0.534676302594733","0.520887812812563","0.548464792376903","3"
"Owner","2015","higher education","East Germany","683","0.456777743519878","0.430959819565082","0.482595667474674","3"
"Owner","2015","vocational + Abi","East Germany","112","0.397210858752868","0.34089348963014","0.453528227875596","3"
"Owner","2015","higher vocational","West Germany","761","0.61322098632117","0.584962738841378","0.641479233800962","3"
"Sub-Tenant","2015","in school","West Germany","6","","","","2"
"Sub-Tenant","2015","in school","East Germany","1","","","","2"
"Sub-Tenant","2015","inadequately","West Germany","8","","","","2"
"Sub-Tenant","2015","inadequately","East Germany","","","","","2"
"Sub-Tenant","2015","higher vocational","East Germany","6","","","","2"
"Sub-Tenant","2015","higher education","West Germany","48","0.0159987625126128","0.012530318675417","0.0194672063498086","2"
"Sub-Tenant","2015","higher education","East Germany","22","","","","2"
"Sub-Tenant","2015","general elemantary","West Germany","47","0.0268787877808475","0.0208198150035623","0.0329377605581328","2"
"Sub-Tenant","2015","general elemantary","East Germany","5","","","","2"
"Sub-Tenant","2015","middle vocational","West Germany","140","0.0152887240992151","0.0128189280306913","0.0177585201677389","2"
"Sub-Tenant","2015","middle vocational","East Germany","59","0.0242600197251845","0.018528395981766","0.0299916434686029","2"
"Sub-Tenant","2015","vocational + Abi","West Germany","30","0.0190890418130687","0.0129035245380941","0.0252745590880432","2"
"Sub-Tenant","2015","vocational + Abi","East Germany","3","","","","2"
"Sub-Tenant","2015","higher vocational","West Germany","8","","","","2"
"Tenant","2015","in school","West Germany","","","","","5"
"Tenant","2015","in school","East Germany","","","","","5"
"Tenant","2015","inadequately","West Germany","","","","","5"
"Tenant","2015","inadequately","East Germany","","","","","5"
"Tenant","2015","general elemantary","West Germany","","","","","5"
"Tenant","2015","general elemantary","East Germany","","","","","5"
"Tenant","2015","middle vocational","West Germany","","","","","5"
"Tenant","2015","middle vocational","East Germany","","","","","5"
"Tenant","2015","vocational + Abi","West Germany","","","","","5"
"Tenant","2015","vocational + Abi","East Germany","","","","","5"
"Tenant","2015","higher vocational","West Germany","","","","","5"
"Tenant","2015","higher vocational","East Germany","","","","","5"
"Tenant","2015","higher education","West Germany","","","","","5"
"Tenant","2015","higher education","East Germany","","","","","5"
"Main Tenant","2016","in school","West Germany","273","0.40496197018756","0.365975050216258","0.443948890158863","1"
"Main Tenant","2016","in school","East Germany","49","0.436503300395759","0.344240622468593","0.528765978322925","1"
"Main Tenant","2016","inadequately","West Germany","314","0.813583278085717","0.7740083566525","0.853158199518935","1"
