"hlf0001_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Owner","2016","Schleswig-Holstein","Urban Area","100","0.39553701444811","0.332344942613772","0.458729086282448","3"
"Owner","2016","Schleswig-Holstein","Rural Area","325","0.621925501116337","0.583381732425859","0.660469269806816","3"
"Owner","2016","Hamburg","Urban Area","144","0.349149422807956","0.304403738138104","0.393895107477807","3"
"Owner","2016","Hamburg","Rural Area","","","","","3"
"Owner","2016","North Rhine-Westphalia","Urban Area","2320","0.472447562590455","0.458775377557525","0.486119747623384","3"
"Owner","2016","Thuringia","Rural Area","365","0.517798620491538","0.478872519524349","0.556724721458728","3"
"Owner","2016","Lower Saxony","Urban Area","540","0.556999108962126","0.527151686879911","0.586846531044342","3"
"Owner","2016","Bremen","Urban Area","61","0.353056783286667","0.283623490944966","0.422490075628367","3"
"Owner","2016","Bremen","Rural Area","","","","","3"
"Owner","2016","Saxony-Anhalt","Rural Area","317","0.529819857440199","0.488917688892102","0.570722025988296","3"
"Owner","2016","Thuringia","Urban Area","98","0.363159995552793","0.307522020932209","0.418797970173378","3"
"Owner","2016","Saxony-Anhalt","Urban Area","71","0.253333343612702","0.20239103391505","0.304275653310354","3"
"Owner","2016","Lower Saxony","Rural Area","816","0.585065122191579","0.559153831688948","0.610976412694211","3"
"Sub-Tenant","2016","North Rhine-Westphalia","Rural Area","","","","","2"
"Sub-Tenant","2016","Hesse","Urban Area","21","","","","2"
"Sub-Tenant","2016","Hesse","Rural Area","7","","","","2"
"Sub-Tenant","2016","Rhineland-Palatinate,Saarland","Urban Area","22","","","","2"
"Sub-Tenant","2016","North Rhine-Westphalia","Urban Area","49","0.0144297653798308","0.0111638740617805","0.0176956566978811","2"
"Sub-Tenant","2016","Schleswig-Holstein","Rural Area","12","","","","2"
"Sub-Tenant","2016","Hamburg","Urban Area","5","","","","2"
"Sub-Tenant","2016","Hamburg","Rural Area","","","","","2"
"Sub-Tenant","2016","Baden-Württemberg","Urban Area","26","","","","2"
"Sub-Tenant","2016","Baden-Württemberg","Rural Area","4","","","","2"
"Sub-Tenant","2016","Bavaria","Urban Area","22","","","","2"
"Sub-Tenant","2016","Bavaria","Rural Area","24","","","","2"
"Sub-Tenant","2016","Mecklenburg-Western Pomerania","Urban Area","1","","","","2"
"Sub-Tenant","2016","Mecklenburg-Western Pomerania","Rural Area","10","","","","2"
"Sub-Tenant","2016","Saxony","Urban Area","9","","","","2"
"Sub-Tenant","2016","Schleswig-Holstein","Urban Area","3","","","","2"
"Sub-Tenant","2016","Lower Saxony","Urban Area","15","","","","2"
"Sub-Tenant","2016","Berlin","Urban Area","21","","","","2"
"Sub-Tenant","2016","Berlin","Rural Area","","","","","2"
"Sub-Tenant","2016","Brandenburg","Rural Area","22","","","","2"
"Sub-Tenant","2016","Saxony","Rural Area","12","","","","2"
"Sub-Tenant","2016","Thuringia","Rural Area","12","","","","2"
"Sub-Tenant","2016","Rhineland-Palatinate,Saarland","Rural Area","6","","","","2"
"Sub-Tenant","2016","Lower Saxony","Rural Area","24","","","","2"
"Sub-Tenant","2016","Bremen","Rural Area","","","","","2"
"Sub-Tenant","2016","Brandenburg","Urban Area","1","","","","2"
"Sub-Tenant","2016","Thuringia","Urban Area","8","","","","2"
"Sub-Tenant","2016","Bremen","Urban Area","4","","","","2"
"Sub-Tenant","2016","Saxony-Anhalt","Urban Area","4","","","","2"
"Sub-Tenant","2016","Saxony-Anhalt","Rural Area","13","","","","2"
"Tenant","2016","Schleswig-Holstein","Urban Area","","","","","5"
"Tenant","2016","Schleswig-Holstein","Rural Area","","","","","5"
"Tenant","2016","Hamburg","Urban Area","","","","","5"
"Tenant","2016","Hamburg","Rural Area","","","","","5"
"Tenant","2016","Lower Saxony","Urban Area","","","","","5"
"Tenant","2016","Lower Saxony","Rural Area","","","","","5"
"Tenant","2016","Bremen","Urban Area","","","","","5"
"Tenant","2016","Bremen","Rural Area","","","","","5"
"Tenant","2016","North Rhine-Westphalia","Urban Area","","","","","5"
"Tenant","2016","Mecklenburg-Western Pomerania","Urban Area","","","","","5"
"Tenant","2016","Mecklenburg-Western Pomerania","Rural Area","","","","","5"
"Tenant","2016","Saxony","Urban Area","","","","","5"
"Tenant","2016","Saxony","Rural Area","","","","","5"
"Tenant","2016","Saxony-Anhalt","Urban Area","","","","","5"
"Tenant","2016","Saxony-Anhalt","Rural Area","","","","","5"
"Tenant","2016","Thuringia","Urban Area","","","","","5"
"Tenant","2016","Thuringia","Rural Area","","","","","5"
"Tenant","2016","North Rhine-Westphalia","Rural Area","","","","","5"
"Tenant","2016","Hesse","Urban Area","","","","","5"
"Tenant","2016","Hesse","Rural Area","","","","","5"
"Tenant","2016","Rhineland-Palatinate,Saarland","Urban Area","","","","","5"
"Tenant","2016","Rhineland-Palatinate,Saarland","Rural Area","","","","","5"
"Tenant","2016","Baden-Württemberg","Urban Area","","","","","5"
"Tenant","2016","Baden-Württemberg","Rural Area","","","","","5"
"Tenant","2016","Bavaria","Urban Area","","","","","5"
"Tenant","2016","Bavaria","Rural Area","","","","","5"
"Tenant","2016","Berlin","Urban Area","","","","","5"
"Tenant","2016","Berlin","Rural Area","","","","","5"
"Tenant","2016","Brandenburg","Urban Area","","","","","5"
"Tenant","2016","Brandenburg","Rural Area","","","","","5"
"Main Tenant","2017","North Rhine-Westphalia","Rural Area","69","0.417158642100173","0.337175683216698","0.497141600983649","1"
"Main Tenant","2017","Hesse","Urban Area","965","0.517037121723487","0.493106255252627","0.540967988194347","1"
"Main Tenant","2017","Hesse","Rural Area","223","0.458929883806872","0.411885325093973","0.505974442519772","1"
"Main Tenant","2017","Rhineland-Palatinate,Saarland","Urban Area","646","0.408871900274187","0.382188342785405","0.435555457762968","1"
"Main Tenant","2017","Rhineland-Palatinate,Saarland","Rural Area","186","0.415910746483096","0.369752349847419","0.462069143118772","1"
"Main Tenant","2017","Baden-Württemberg","Urban Area","1457","0.412182598439649","0.394793389371773","0.429571807507526","1"
"Main Tenant","2017","Baden-Württemberg","Rural Area","170","0.365594541986829","0.31816119120216","0.413027892771498","1"
"Main Tenant","2017","Bavaria","Urban Area","1121","0.503006013194835","0.481372773197958","0.524639253191712","1"
"Main Tenant","2017","Bavaria","Rural Area","1160","0.386498863112381","0.367705512493342","0.405292213731419","1"
"Main Tenant","2017","Berlin","Urban Area","843","0.760213974034682","0.734971663565924","0.785456284503441","1"
"Main Tenant","2017","Berlin","Rural Area","","","","","1"
"Main Tenant","2017","Brandenburg","Urban Area","75","0.765955986282818","0.682128637820851","0.849783334744785","1"
"Main Tenant","2017","Brandenburg","Rural Area","579","0.459381333723251","0.429755845954349","0.489006821492154","1"
"Main Tenant","2017","North Rhine-Westphalia","Urban Area","3343","0.488754755938468","0.476187863965492","0.501321647911444","1"
"Main Tenant","2017","Thuringia","Rural Area","329","0.427413535048195","0.392219271858491","0.462607798237898","1"
"Main Tenant","2017","Schleswig-Holstein","Rural Area","333","0.370547684168295","0.335344462370515","0.405750905966076","1"
"Main Tenant","2017","Hamburg","Urban Area","363","0.671727550870748","0.631597564040818","0.711857537700677","1"
"Main Tenant","2017","Hamburg","Rural Area","","","","","1"
"Main Tenant","2017","Lower Saxony","Urban Area","710","0.460820361930277","0.433909788156928","0.487730935703626","1"
"Main Tenant","2017","Lower Saxony","Rural Area","731","0.38199286486067","0.359156726267419","0.404829003453921","1"
"Main Tenant","2017","Mecklenburg-Western Pomerania","Rural Area","292","0.527431787308983","0.485206136582743","0.569657438035222","1"
"Main Tenant","2017","Saxony","Urban Area","673","0.632417364040267","0.602368411902302","0.662466316178231","1"
"Main Tenant","2017","Saxony","Rural Area","378","0.494215147010645","0.460036637652793","0.528393656368498","1"
"Main Tenant","2017","Saxony-Anhalt","Urban Area","172","0.768254430131903","0.713243102218027","0.823265758045779","1"
"Main Tenant","2017","Bremen","Urban Area","193","0.61430132758892","0.558181804899022","0.670420850278819","1"
"Main Tenant","2017","Bremen","Rural Area","","","","","1"
"Main Tenant","2017","Mecklenburg-Western Pomerania","Urban Area","80","0.872997754999515","0.804205570814003","0.941789939185026","1"
"Main Tenant","2017","Saxony-Anhalt","Rural Area","405","0.476175977424606","0.441845545709991","0.510506409139221","1"
"Main Tenant","2017","Thuringia","Urban Area","197","0.570307408355265","0.515465903690206","0.625148913020324","1"
"Main Tenant","2017","Schleswig-Holstein","Urban Area","291","0.533971941013353","0.487147769970998","0.580796112055709","1"
"Nursing Home/Retirement Community","2017","North Rhine-Westphalia","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2017","Hesse","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2017","Baden-Württemberg","Urban Area","12","","","","4"
"Nursing Home/Retirement Community","2017","Baden-Württemberg","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2017","Bavaria","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2017","Hesse","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2017","Rhineland-Palatinate,Saarland","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2017","Rhineland-Palatinate,Saarland","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2017","Bremen","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2017","North Rhine-Westphalia","Urban Area","14","","","","4"
"Nursing Home/Retirement Community","2017","Bavaria","Rural Area","5","","","","4"
"Nursing Home/Retirement Community","2017","Berlin","Urban Area","3","","","","4"
"Nursing Home/Retirement Community","2017","Berlin","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2017","Brandenburg","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2017","Brandenburg","Rural Area","4","","","","4"
"Nursing Home/Retirement Community","2017","Mecklenburg-Western Pomerania","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2017","Mecklenburg-Western Pomerania","Rural Area","2","","","","4"
"Nursing Home/Retirement Community","2017","Saxony","Urban Area","2","","","","4"
"Nursing Home/Retirement Community","2017","Saxony","Rural Area","4","","","","4"
"Nursing Home/Retirement Community","2017","Saxony-Anhalt","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2017","Saxony-Anhalt","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2017","Thuringia","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2017","Thuringia","Rural Area","2","","","","4"
"Nursing Home/Retirement Community","2017","Schleswig-Holstein","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2017","Schleswig-Holstein","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2017","Hamburg","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2017","Hamburg","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2017","Lower Saxony","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2017","Lower Saxony","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2017","Bremen","Urban Area","","","","","4"
"Owner","2017","Schleswig-Holstein","Urban Area","137","0.445427324708833","0.398775084005891","0.492079565411774","3"
"Owner","2017","Schleswig-Holstein","Rural Area","378","0.617867221600958","0.582448436007098","0.653286007194818","3"
"Owner","2017","Hamburg","Urban Area","152","0.321112924022259","0.281212006529893","0.361013841514625","3"
"Owner","2017","North Rhine-Westphalia","Rural Area","74","0.546091264610418","0.465332707995942","0.626849821224895","3"
"Owner","2017","Hesse","Urban Area","680","0.466077493573083","0.442187894280954","0.489967092865213","3"
"Owner","2017","Hesse","Rural Area","201","0.526360186329731","0.479221760781795","0.573498611877667","3"
"Owner","2017","Rhineland-Palatinate,Saarland","Urban Area","630","0.566829045768073","0.539934450844371","0.593723640691776","3"
"Owner","2017","Rhineland-Palatinate,Saarland","Rural Area","247","0.55161471833622","0.505039528602911","0.598189908069529","3"
"Owner","2017","Baden-Württemberg","Urban Area","1558","0.563889480244466","0.546370490397082","0.58140847009185","3"
"Owner","2017","Baden-Württemberg","Rural Area","222","0.626547173813294","0.578904595016725","0.674189752609862","3"
"Owner","2017","Bavaria","Urban Area","889","0.460601266180488","0.439034901839823","0.482167630521154","3"
"Owner","2017","Bavaria","Rural Area","1359","0.577961193389446","0.558900093701515","0.597022293077376","3"
"Owner","2017","Berlin","Urban Area","205","0.201904272181371","0.178171444164661","0.225637100198081","3"
"Owner","2017","Berlin","Rural Area","","","","","3"
"Owner","2017","Brandenburg","Urban Area","22","","","","3"
"Owner","2017","Brandenburg","Rural Area","478","0.508572105576458","0.478852743085587","0.538291468067329","3"
"Owner","2017","Mecklenburg-Western Pomerania","Urban Area","9","","","","3"
"Owner","2017","Mecklenburg-Western Pomerania","Rural Area","231","0.431821318895025","0.389926969043538","0.473715668746512","3"
"Owner","2017","Saxony","Urban Area","296","0.315981089633544","0.287006683347769","0.344955495919318","3"
"Owner","2017","Saxony","Rural Area","420","0.46196472386618","0.427882967735923","0.496046479996437","3"
"Owner","2017","Hamburg","Rural Area","","","","","3"
"Owner","2017","North Rhine-Westphalia","Urban Area","2638","0.492214489071628","0.479645941528373","0.504783036614884","3"
"Owner","2017","Thuringia","Rural Area","404","0.523391780995054","0.487859636789364","0.558923925200743","3"
"Owner","2017","Bremen","Rural Area","","","","","3"
"Owner","2017","Saxony-Anhalt","Urban Area","46","0.214066465011358","0.160590195895379","0.267542734127336","3"
"Owner","2017","Saxony-Anhalt","Rural Area","388","0.494078060545376","0.45971100225186","0.528445118838893","3"
"Owner","2017","Lower Saxony","Urban Area","584","0.514308959708572","0.487326441614619","0.541291477802524","3"
"Owner","2017","Lower Saxony","Rural Area","976","0.595672704080447","0.572606895664643","0.618738512496252","3"
"Owner","2017","Bremen","Urban Area","81","0.371494344810884","0.315784766899881","0.427203922721888","3"
"Owner","2017","Thuringia","Urban Area","102","0.373930640257215","0.320328433000862","0.427532847513567","3"
"Sub-Tenant","2017","North Rhine-Westphalia","Rural Area","2","","","","2"
"Sub-Tenant","2017","Hesse","Urban Area","29","","","","2"
"Sub-Tenant","2017","Hesse","Rural Area","7","","","","2"
"Sub-Tenant","2017","Rhineland-Palatinate,Saarland","Urban Area","28","","","","2"
"Sub-Tenant","2017","North Rhine-Westphalia","Urban Area","83","0.0140716999146511","0.0111105275199668","0.0170328723093354","2"
"Sub-Tenant","2017","Thuringia","Rural Area","24","","","","2"
"Sub-Tenant","2017","Schleswig-Holstein","Rural Area","12","","","","2"
"Sub-Tenant","2017","Hamburg","Urban Area","10","","","","2"
"Sub-Tenant","2017","Hamburg","Rural Area","","","","","2"
"Sub-Tenant","2017","Lower Saxony","Urban Area","24","","","","2"
"Sub-Tenant","2017","Baden-Württemberg","Rural Area","4","","","","2"
"Sub-Tenant","2017","Bavaria","Urban Area","41","0.0361083019747034","0.0280363779494836","0.0441802259999233","2"
"Sub-Tenant","2017","Bavaria","Rural Area","55","0.0290552400578592","0.0225728984317466","0.0355375816839719","2"
"Sub-Tenant","2017","Berlin","Urban Area","48","0.0313370525828246","0.0210364018458036","0.0416377033198456","2"
