"hlf0001_h","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Main Tenant","2008","Lower Saxony","West Germany","574","0.4034303582351","0.380659086704113","0.426201629766087","1"
"Main Tenant","2008","North Rhine-Westphalia","West Germany","1820","0.542190179224","0.526744770947827","0.557635587500173","1"
"Main Tenant","2008","Bremen","West Germany","77","0.511724610366236","0.428923789402408","0.594525431330063","1"
"Main Tenant","2008","Schleswig-Holstein","West Germany","210","0.395990918427612","0.355806627897816","0.436175208957407","1"
"Main Tenant","2008","Lower Saxony","East Germany","","","","","1"
"Main Tenant","2008","Bremen","East Germany","","","","","1"
"Nursing Home/Retirement Community","2008","North Rhine-Westphalia","East Germany","","","","","4"
"Nursing Home/Retirement Community","2008","Hesse","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2008","Hesse","East Germany","","","","","4"
"Nursing Home/Retirement Community","2008","Bavaria","West Germany","8","","","","4"
"Nursing Home/Retirement Community","2008","Rhineland-Palatinate,Saarland","West Germany","1","","","","4"
"Nursing Home/Retirement Community","2008","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Nursing Home/Retirement Community","2008","Baden-Württemberg","West Germany","5","","","","4"
"Nursing Home/Retirement Community","2008","Baden-Württemberg","East Germany","","","","","4"
"Nursing Home/Retirement Community","2008","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Nursing Home/Retirement Community","2008","Mecklenburg-Western Pomerania","East Germany","2","","","","4"
"Nursing Home/Retirement Community","2008","Saxony","West Germany","","","","","4"
"Nursing Home/Retirement Community","2008","Thuringia","West Germany","","","","","4"
"Nursing Home/Retirement Community","2008","Thuringia","East Germany","5","","","","4"
"Nursing Home/Retirement Community","2008","Saxony","East Germany","2","","","","4"
"Nursing Home/Retirement Community","2008","Saxony-Anhalt","West Germany","","","","","4"
"Nursing Home/Retirement Community","2008","Saxony-Anhalt","East Germany","2","","","","4"
"Nursing Home/Retirement Community","2008","Hamburg","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2008","Hamburg","East Germany","","","","","4"
"Nursing Home/Retirement Community","2008","Lower Saxony","West Germany","7","","","","4"
"Nursing Home/Retirement Community","2008","Lower Saxony","East Germany","","","","","4"
"Nursing Home/Retirement Community","2008","Bremen","West Germany","1","","","","4"
"Nursing Home/Retirement Community","2008","Bremen","East Germany","","","","","4"
"Nursing Home/Retirement Community","2008","North Rhine-Westphalia","West Germany","6","","","","4"
"Nursing Home/Retirement Community","2008","Schleswig-Holstein","West Germany","3","","","","4"
"Nursing Home/Retirement Community","2008","Schleswig-Holstein","East Germany","","","","","4"
"Nursing Home/Retirement Community","2008","Bavaria","East Germany","","","","","4"
"Nursing Home/Retirement Community","2008","Berlin","West Germany","1","","","","4"
"Nursing Home/Retirement Community","2008","Berlin","East Germany","","","","","4"
"Nursing Home/Retirement Community","2008","Brandenburg","West Germany","","","","","4"
"Nursing Home/Retirement Community","2008","Brandenburg","East Germany","2","","","","4"
"Owner","2008","Saxony","West Germany","","","","","3"
"Owner","2008","Saxony","East Germany","666","0.354527788667898","0.329897028576068","0.379158548759728","3"
"Owner","2008","Mecklenburg-Western Pomerania","East Germany","264","0.495088600478026","0.451176675985388","0.539000524970664","3"
"Owner","2008","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Owner","2008","Schleswig-Holstein","West Germany","346","0.569986257792789","0.52930772148591","0.610664794099669","3"
"Owner","2008","Schleswig-Holstein","East Germany","","","","","3"
"Owner","2008","Hamburg","West Germany","86","0.194580865095548","0.148780580228369","0.240381149962728","3"
"Owner","2008","Hamburg","East Germany","","","","","3"
"Owner","2008","Lower Saxony","West Germany","1173","0.562923739740573","0.539900003000413","0.585947476480732","3"
"Owner","2008","North Rhine-Westphalia","East Germany","","","","","3"
"Owner","2008","Hesse","West Germany","753","0.494893955589508","0.468144238655035","0.52164367252398","3"
"Owner","2008","Hesse","East Germany","","","","","3"
"Owner","2008","Rhineland-Palatinate,Saarland","West Germany","707","0.541691820697948","0.51253725303599","0.570846388359907","3"
"Owner","2008","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Owner","2008","Baden-Württemberg","West Germany","1437","0.545088979413818","0.525199803931612","0.564978154896024","3"
"Owner","2008","Baden-Württemberg","East Germany","","","","","3"
"Owner","2008","Bavaria","West Germany","1733","0.537835398938712","0.519411300070145","0.556259497807278","3"
"Owner","2008","Bavaria","East Germany","","","","","3"
"Owner","2008","Berlin","West Germany","104","0.146451533621258","0.11145168929785","0.181451377944666","3"
"Owner","2008","Berlin","East Germany","55","0.117766787563706","0.0833527002348005","0.152180874892612","3"
"Owner","2008","Brandenburg","West Germany","","","","","3"
"Owner","2008","Brandenburg","East Germany","390","0.398316595869673","0.365111627528463","0.431521564210883","3"
"Owner","2008","Lower Saxony","East Germany","","","","","3"
"Owner","2008","Bremen","West Germany","60","0.461973852081417","0.379390128239557","0.544557575923276","3"
"Owner","2008","Bremen","East Germany","","","","","3"
"Owner","2008","North Rhine-Westphalia","West Germany","2121","0.436005476972553","0.420632271474554","0.451378682470552","3"
"Owner","2008","Saxony-Anhalt","West Germany","","","","","3"
"Owner","2008","Saxony-Anhalt","East Germany","440","0.468637670190165","0.434627460067391","0.50264788031294","3"
"Owner","2008","Thuringia","West Germany","","","","","3"
"Owner","2008","Thuringia","East Germany","508","0.480037610166681","0.447159270399464","0.512915949933898","3"
"Sub-Tenant","2008","North Rhine-Westphalia","East Germany","","","","","2"
"Sub-Tenant","2008","Rhineland-Palatinate,Saarland","West Germany","21","","","","2"
"Sub-Tenant","2008","Hesse","West Germany","15","","","","2"
"Sub-Tenant","2008","Hesse","East Germany","","","","","2"
"Sub-Tenant","2008","Schleswig-Holstein","East Germany","","","","","2"
"Sub-Tenant","2008","Hamburg","West Germany","5","","","","2"
"Sub-Tenant","2008","Hamburg","East Germany","","","","","2"
"Sub-Tenant","2008","Lower Saxony","West Germany","29","","","","2"
"Sub-Tenant","2008","Lower Saxony","East Germany","","","","","2"
"Sub-Tenant","2008","Bremen","West Germany","2","","","","2"
"Sub-Tenant","2008","Bremen","East Germany","","","","","2"
"Sub-Tenant","2008","North Rhine-Westphalia","West Germany","50","0.018862080679847","0.0146447190119959","0.0230794423476981","2"
"Sub-Tenant","2008","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Sub-Tenant","2008","Mecklenburg-Western Pomerania","East Germany","8","","","","2"
"Sub-Tenant","2008","Saxony","West Germany","","","","","2"
"Sub-Tenant","2008","Saxony","East Germany","20","","","","2"
"Sub-Tenant","2008","Saxony-Anhalt","West Germany","","","","","2"
"Sub-Tenant","2008","Saxony-Anhalt","East Germany","11","","","","2"
"Sub-Tenant","2008","Thuringia","West Germany","","","","","2"
"Sub-Tenant","2008","Thuringia","East Germany","23","","","","2"
"Sub-Tenant","2008","Bavaria","West Germany","49","0.0236442676947188","0.0180295206014796","0.0292590147879579","2"
"Sub-Tenant","2008","Bavaria","East Germany","","","","","2"
"Sub-Tenant","2008","Berlin","West Germany","12","","","","2"
"Sub-Tenant","2008","Schleswig-Holstein","West Germany","10","","","","2"
"Sub-Tenant","2008","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Sub-Tenant","2008","Baden-Württemberg","West Germany","40","0.0154228882524958","0.0105010473232418","0.0203447291817498","2"
"Sub-Tenant","2008","Baden-Württemberg","East Germany","","","","","2"
"Sub-Tenant","2008","Berlin","East Germany","8","","","","2"
"Sub-Tenant","2008","Brandenburg","West Germany","","","","","2"
"Sub-Tenant","2008","Brandenburg","East Germany","31","0.0670059450443533","0.0500469169396613","0.0839649731490454","2"
"Tenant","2008","Schleswig-Holstein","West Germany","","","","","5"
"Tenant","2008","Schleswig-Holstein","East Germany","","","","","5"
"Tenant","2008","Hamburg","West Germany","","","","","5"
"Tenant","2008","Hamburg","East Germany","","","","","5"
"Tenant","2008","Lower Saxony","West Germany","","","","","5"
"Tenant","2008","Lower Saxony","East Germany","","","","","5"
"Tenant","2008","Bremen","West Germany","","","","","5"
"Tenant","2008","Bremen","East Germany","","","","","5"
"Tenant","2008","North Rhine-Westphalia","West Germany","","","","","5"
"Tenant","2008","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Tenant","2008","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Tenant","2008","Saxony","West Germany","","","","","5"
"Tenant","2008","Saxony","East Germany","","","","","5"
"Tenant","2008","Saxony-Anhalt","West Germany","","","","","5"
"Tenant","2008","Saxony-Anhalt","East Germany","","","","","5"
"Tenant","2008","Thuringia","West Germany","","","","","5"
"Tenant","2008","Thuringia","East Germany","","","","","5"
"Tenant","2008","North Rhine-Westphalia","East Germany","","","","","5"
"Tenant","2008","Hesse","West Germany","","","","","5"
"Tenant","2008","Hesse","East Germany","","","","","5"
"Tenant","2008","Rhineland-Palatinate,Saarland","West Germany","","","","","5"
"Tenant","2008","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Tenant","2008","Baden-Württemberg","West Germany","","","","","5"
"Tenant","2008","Baden-Württemberg","East Germany","","","","","5"
"Tenant","2008","Bavaria","West Germany","","","","","5"
"Tenant","2008","Bavaria","East Germany","","","","","5"
"Tenant","2008","Berlin","West Germany","","","","","5"
"Tenant","2008","Berlin","East Germany","","","","","5"
"Tenant","2008","Brandenburg","West Germany","","","","","5"
"Tenant","2008","Brandenburg","East Germany","","","","","5"
"Main Tenant","2009","North Rhine-Westphalia","East Germany","","","","","1"
"Main Tenant","2009","Hesse","West Germany","544","0.50937032645356","0.481556808306854","0.537183844600265","1"
"Main Tenant","2009","Hesse","East Germany","","","","","1"
"Main Tenant","2009","Rhineland-Palatinate,Saarland","West Germany","367","0.417651997505467","0.38783627694226","0.447467718068674","1"
"Main Tenant","2009","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Main Tenant","2009","Baden-Württemberg","West Germany","789","0.424964024390248","0.404073397291873","0.445854651488623","1"
"Main Tenant","2009","Baden-Württemberg","East Germany","","","","","1"
"Main Tenant","2009","Bavaria","West Germany","981","0.443308202717756","0.424461555604848","0.462154849830665","1"
"Main Tenant","2009","Bavaria","East Germany","","","","","1"
"Main Tenant","2009","Berlin","West Germany","259","0.763524290516515","0.720344421688153","0.806704159344876","1"
"Main Tenant","2009","Berlin","East Germany","256","0.834665228303372","0.794277942172478","0.875052514434265","1"
"Main Tenant","2009","Brandenburg","West Germany","","","","","1"
"Main Tenant","2009","Brandenburg","East Germany","385","0.518755117768922","0.484175103667258","0.553335131870586","1"
"Main Tenant","2009","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Main Tenant","2009","Mecklenburg-Western Pomerania","East Germany","203","0.461732119373832","0.417086936090767","0.506377302656897","1"
"Main Tenant","2009","Saxony","West Germany","","","","","1"
"Main Tenant","2009","Saxony","East Germany","715","0.611225658294719","0.585506418144817","0.636944898444621","1"
"Main Tenant","2009","Saxony-Anhalt","West Germany","","","","","1"
"Main Tenant","2009","Saxony-Anhalt","East Germany","333","0.494009281497215","0.45883250333491","0.529186059659521","1"
"Main Tenant","2009","Thuringia","West Germany","","","","","1"
"Main Tenant","2009","Thuringia","East Germany","325","0.463515646782854","0.429590653179999","0.49744064038571","1"
"Main Tenant","2009","North Rhine-Westphalia","West Germany","1687","0.530652636444937","0.514582989350178","0.546722283539695","1"
"Main Tenant","2009","Hamburg","West Germany","180","0.722565119177771","0.669453958184618","0.775676280170923","1"
"Main Tenant","2009","Hamburg","East Germany","","","","","1"
"Main Tenant","2009","Lower Saxony","West Germany","565","0.417875210784754","0.394177697182688","0.44157272438682","1"
"Main Tenant","2009","Lower Saxony","East Germany","","","","","1"
"Main Tenant","2009","Bremen","East Germany","","","","","1"
"Main Tenant","2009","Schleswig-Holstein","West Germany","187","0.366971337709266","0.325742964469334","0.408199710949198","1"
"Main Tenant","2009","Schleswig-Holstein","East Germany","","","","","1"
"Main Tenant","2009","Bremen","West Germany","57","0.473194767260369","0.383863709845996","0.562525824674743","1"
"Nursing Home/Retirement Community","2009","North Rhine-Westphalia","East Germany","","","","","4"
"Nursing Home/Retirement Community","2009","Hesse","West Germany","3","","","","4"
"Nursing Home/Retirement Community","2009","Hesse","East Germany","","","","","4"
"Nursing Home/Retirement Community","2009","Baden-Württemberg","East Germany","","","","","4"
"Nursing Home/Retirement Community","2009","Bavaria","West Germany","9","","","","4"
"Nursing Home/Retirement Community","2009","Rhineland-Palatinate,Saarland","West Germany","","","","","4"
"Nursing Home/Retirement Community","2009","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Nursing Home/Retirement Community","2009","Baden-Württemberg","West Germany","4","","","","4"
"Nursing Home/Retirement Community","2009","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Nursing Home/Retirement Community","2009","Mecklenburg-Western Pomerania","East Germany","2","","","","4"
"Nursing Home/Retirement Community","2009","Saxony","West Germany","","","","","4"
"Nursing Home/Retirement Community","2009","Saxony","East Germany","2","","","","4"
"Nursing Home/Retirement Community","2009","Saxony-Anhalt","West Germany","","","","","4"
"Nursing Home/Retirement Community","2009","Saxony-Anhalt","East Germany","","","","","4"
"Nursing Home/Retirement Community","2009","Thuringia","West Germany","","","","","4"
"Nursing Home/Retirement Community","2009","Thuringia","East Germany","1","","","","4"
"Nursing Home/Retirement Community","2009","Schleswig-Holstein","West Germany","4","","","","4"
