"hlf0001_h","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Sub-Tenant","1989","Single parent ","East Germany","","","","","2"
"Sub-Tenant","1989","Couple + C. LE 16 ","East Germany","","","","","2"
"Sub-Tenant","1989","Couple + C. LE 16 ","West Germany","28","","","","2"
"Sub-Tenant","1989","Couple + C. GT 16 ","West Germany","12","","","","2"
"Sub-Tenant","1989","Couple + C. GT 16 ","East Germany","","","","","2"
"Sub-Tenant","1989","Couple + C. LE and GT 16","East Germany","","","","","2"
"Sub-Tenant","1989","Couple + C. LE and GT 16","West Germany","13","","","","2"
"Tenant","1989","1-pers.-HH","West Germany","9","","","","5"
"Tenant","1989","1-pers.-HH","East Germany","","","","","5"
"Tenant","1989","(Married) couple without C. ","East Germany","","","","","5"
"Tenant","1989","(Married) couple without C. ","West Germany","","","","","5"
"Tenant","1989","Single parent ","West Germany","","","","","5"
"Tenant","1989","Single parent ","East Germany","","","","","5"
"Tenant","1989","Couple + C. LE 16 ","West Germany","2","","","","5"
"Tenant","1989","Couple + C. LE 16 ","East Germany","","","","","5"
"Tenant","1989","Couple + C. GT 16 ","West Germany","3","","","","5"
"Tenant","1989","Couple + C. GT 16 ","East Germany","","","","","5"
"Tenant","1989","Couple + C. LE and GT 16","West Germany","","","","","5"
"Tenant","1989","Couple + C. LE and GT 16","East Germany","","","","","5"
"Main Tenant","1990","1-pers.-HH","West Germany","737","0.717152022708152","0.689740013733279","0.744564031683024","1"
"Main Tenant","1990","1-pers.-HH","East Germany","288","0.852619928532993","0.814884840893853","0.890355016172132","1"
"Main Tenant","1990","(Married) couple without C. ","West Germany","1336","0.533566721143691","0.513227362705525","0.553906079581857","1"
"Main Tenant","1990","(Married) couple without C. ","East Germany","631","0.660814551785802","0.630819437082719","0.690809666488886","1"
"Main Tenant","1990","Single parent ","West Germany","269","0.512359560659047","0.466878940289091","0.557840181029003","1"
"Main Tenant","1990","Single parent ","East Germany","146","0.74956228575444","0.68843668146272","0.810687890046159","1"
"Main Tenant","1990","Couple + C. LE 16 ","West Germany","1272","0.522350792033226","0.500936160424996","0.543765423641455","1"
"Main Tenant","1990","Couple + C. LE 16 ","East Germany","1005","0.694878480319111","0.671443296411684","0.718313664226537","1"
"Main Tenant","1990","Couple + C. GT 16 ","West Germany","835","0.296093106842236","0.276397697924381","0.315788515760091","1"
"Main Tenant","1990","Couple + C. GT 16 ","East Germany","455","0.550860920662511","0.516939856264629","0.584781985060393","1"
"Main Tenant","1990","Couple + C. LE and GT 16","West Germany","544","0.445310720199239","0.412750072541326","0.477871367857152","1"
"Main Tenant","1990","Couple + C. LE and GT 16","East Germany","188","0.613427593827452","0.559736576996052","0.667118610658853","1"
"Nursing Home/Retirement Community","1990","1-pers.-HH","East Germany","","","","","4"
"Nursing Home/Retirement Community","1990","(Married) couple without C. ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1990","1-pers.-HH","West Germany","","","","","4"
"Nursing Home/Retirement Community","1990","(Married) couple without C. ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Single parent ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Single parent ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Couple + C. LE 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Couple + C. LE 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Couple + C. GT 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Couple + C. LE and GT 16","West Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Couple + C. GT 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Couple + C. LE and GT 16","East Germany","","","","","4"
"Owner","1990","1-pers.-HH","East Germany","42","0.121196914793836","0.0864561151446275","0.155937714443044","3"
"Owner","1990","1-pers.-HH","West Germany","230","0.217200369578287","0.192103803673599","0.242296935482976","3"
"Owner","1990","(Married) couple without C. ","West Germany","916","0.443942654517071","0.423685830897773","0.46419947813637","3"
"Owner","1990","Single parent ","West Germany","184","0.4480567891164","0.402808430505212","0.493305147727587","3"
"Owner","1990","(Married) couple without C. ","East Germany","284","0.293208310315356","0.264366270170516","0.322050350460197","3"
"Owner","1990","Single parent ","East Germany","39","0.209998299750831","0.152534897110114","0.267461702391548","3"
"Owner","1990","Couple + C. LE 16 ","West Germany","776","0.458129039708603","0.436768274948112","0.479489804469094","3"
"Owner","1990","Couple + C. LE 16 ","East Germany","410","0.256066216801997","0.233852522106226","0.278279911497769","3"
"Owner","1990","Couple + C. GT 16 ","East Germany","350","0.428979098652085","0.395226894739407","0.462731302564763","3"
"Owner","1990","Couple + C. GT 16 ","West Germany","1217","0.69905137827085","0.679263739570102","0.718839016971597","3"
"Owner","1990","Couple + C. LE and GT 16","West Germany","341","0.549576503411593","0.516980738981172","0.582172267842014","3"
"Owner","1990","Couple + C. LE and GT 16","East Germany","128","0.386572406172548","0.332881389341147","0.440263423003948","3"
"Sub-Tenant","1990","1-pers.-HH","West Germany","69","0.0637636917120612","0.0488927600017636","0.0786346234223588","2"
"Sub-Tenant","1990","1-pers.-HH","East Germany","9","","","","2"
"Sub-Tenant","1990","(Married) couple without C. ","West Germany","57","0.0211385395846061","0.015273833890528","0.0270032452786842","2"
"Sub-Tenant","1990","(Married) couple without C. ","East Germany","40","0.0441145260363068","0.0311042694457636","0.0571247826268501","2"
"Sub-Tenant","1990","Single parent ","West Germany","11","","","","2"
"Sub-Tenant","1990","Single parent ","East Germany","7","","","","2"
"Sub-Tenant","1990","Couple + C. LE 16 ","West Germany","40","0.0193262605724608","0.0134240984280466","0.0252284227168749","2"
"Sub-Tenant","1990","Couple + C. LE 16 ","East Germany","68","0.049055302878892","0.0380627610535982","0.0600478447041858","2"
"Sub-Tenant","1990","Couple + C. GT 16 ","West Germany","12","","","","2"
"Sub-Tenant","1990","Couple + C. GT 16 ","East Germany","18","","","","2"
"Sub-Tenant","1990","Couple + C. LE and GT 16","West Germany","10","","","","2"
"Sub-Tenant","1990","Couple + C. LE and GT 16","East Germany","","","","","2"
"Tenant","1990","1-pers.-HH","West Germany","1","","","","5"
"Tenant","1990","(Married) couple without C. ","West Germany","2","","","","5"
"Tenant","1990","1-pers.-HH","East Germany","","","","","5"
"Tenant","1990","(Married) couple without C. ","East Germany","2","","","","5"
"Tenant","1990","Single parent ","West Germany","","","","","5"
"Tenant","1990","Single parent ","East Germany","1","","","","5"
"Tenant","1990","Couple + C. LE 16 ","West Germany","2","","","","5"
"Tenant","1990","Couple + C. LE 16 ","East Germany","","","","","5"
"Tenant","1990","Couple + C. GT 16 ","West Germany","","","","","5"
"Tenant","1990","Couple + C. GT 16 ","East Germany","3","","","","5"
"Tenant","1990","Couple + C. LE and GT 16","West Germany","","","","","5"
"Tenant","1990","Couple + C. LE and GT 16","East Germany","","","","","5"
"Main Tenant","1991","1-pers.-HH","West Germany","753","0.732831198038636","0.706029050311949","0.759633345765323","1"
"Main Tenant","1991","1-pers.-HH","East Germany","240","0.811696751501238","0.767456939399323","0.855936563603152","1"
"Main Tenant","1991","(Married) couple without C. ","West Germany","1356","0.523054321319232","0.502821556168873","0.543287086469591","1"
"Main Tenant","1991","(Married) couple without C. ","East Germany","578","0.652617229478768","0.621265273913216","0.683969185044319","1"
"Main Tenant","1991","Single parent ","East Germany","129","0.735399161231479","0.669855508590334","0.800942813872624","1"
"Main Tenant","1991","Couple + C. LE 16 ","West Germany","1282","0.51731626034802","0.495944128597139","0.538688392098902","1"
"Main Tenant","1991","Single parent ","West Germany","278","0.507700912174747","0.463115476680552","0.552286347668942","1"
"Main Tenant","1991","Couple + C. LE 16 ","East Germany","900","0.673300259597969","0.648355633894323","0.698244885301615","1"
"Main Tenant","1991","Couple + C. GT 16 ","West Germany","821","0.295954141221577","0.275858172284151","0.316050110159004","1"
"Main Tenant","1991","Couple + C. GT 16 ","East Germany","425","0.518200651178848","0.484125315021158","0.552275987336537","1"
"Main Tenant","1991","Couple + C. LE and GT 16","West Germany","519","0.437788122100855","0.405249110474629","0.470327133727081","1"
"Main Tenant","1991","Couple + C. LE and GT 16","East Germany","188","0.605070460936875","0.552006205370936","0.658134716502815","1"
"Nursing Home/Retirement Community","1991","1-pers.-HH","East Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Single parent ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1991","1-pers.-HH","West Germany","","","","","4"
"Nursing Home/Retirement Community","1991","(Married) couple without C. ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1991","(Married) couple without C. ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Single parent ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Couple + C. LE 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Couple + C. LE 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Couple + C. GT 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Couple + C. GT 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Couple + C. LE and GT 16","East Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Couple + C. LE and GT 16","West Germany","","","","","4"
"Owner","1991","1-pers.-HH","West Germany","223","0.212747720076171","0.187958425345342","0.237537014806999","3"
"Owner","1991","1-pers.-HH","East Germany","42","0.126511184535463","0.088894492729461","0.164127876341465","3"
"Owner","1991","(Married) couple without C. ","West Germany","925","0.449779528056194","0.429627646639048","0.46993140947334","3"
"Owner","1991","(Married) couple without C. ","East Germany","275","0.309057651838109","0.27862975843268","0.339485545243539","3"
"Owner","1991","Single parent ","West Germany","192","0.450453092624292","0.406081839289602","0.494824345958983","3"
"Owner","1991","Single parent ","East Germany","38","0.205913757110414","0.145830981906829","0.265996532313999","3"
"Owner","1991","Couple + C. LE 16 ","West Germany","783","0.462641806122427","0.441316620563723","0.483966991681131","3"
"Owner","1991","Couple + C. LE 16 ","East Germany","371","0.254898544974667","0.231719817461107","0.278077272488227","3"
"Owner","1991","Couple + C. GT 16 ","West Germany","1140","0.695147102786389","0.674880554496193","0.715413651076584","3"
"Owner","1991","Couple + C. GT 16 ","East Germany","361","0.431409477033822","0.397633904744812","0.465185049322832","3"
"Owner","1991","Couple + C. LE and GT 16","East Germany","130","0.372018661693743","0.319550599697059","0.424486723690427","3"
"Owner","1991","Couple + C. LE and GT 16","West Germany","371","0.561027541792255","0.528478883647248","0.593576199937262","3"
"Sub-Tenant","1991","(Married) couple without C. ","West Germany","58","0.0270376401698067","0.0204674219255125","0.033607858414101","2"
"Sub-Tenant","1991","1-pers.-HH","West Germany","69","0.0503143214057044","0.0370736348583234","0.0635550079530854","2"
"Sub-Tenant","1991","1-pers.-HH","East Germany","16","","","","2"
"Sub-Tenant","1991","(Married) couple without C. ","East Germany","31","0.0362048131183966","0.0239047663802912","0.0485048598565021","2"
"Sub-Tenant","1991","Single parent ","West Germany","13","","","","2"
"Sub-Tenant","1991","Single parent ","East Germany","7","","","","2"
"Sub-Tenant","1991","Couple + C. LE 16 ","West Germany","35","0.0200419335295525","0.0140479989516564","0.0260358681074486","2"
"Sub-Tenant","1991","Couple + C. LE 16 ","East Germany","85","0.0702438362469451","0.056651727203436","0.0838359452904543","2"
"Sub-Tenant","1991","Couple + C. GT 16 ","West Germany","21","","","","2"
"Sub-Tenant","1991","Couple + C. GT 16 ","East Germany","40","0.0503898717873307","0.0354721548210319","0.0653075887536296","2"
"Sub-Tenant","1991","Couple + C. LE and GT 16","West Germany","3","","","","2"
"Sub-Tenant","1991","Couple + C. LE and GT 16","East Germany","8","","","","2"
"Tenant","1991","1-pers.-HH","East Germany","2","","","","5"
"Tenant","1991","1-pers.-HH","West Germany","2","","","","5"
"Tenant","1991","(Married) couple without C. ","West Germany","2","","","","5"
"Tenant","1991","(Married) couple without C. ","East Germany","2","","","","5"
"Tenant","1991","Single parent ","West Germany","","","","","5"
"Tenant","1991","Single parent ","East Germany","","","","","5"
"Tenant","1991","Couple + C. LE 16 ","West Germany","","","","","5"
"Tenant","1991","Couple + C. LE 16 ","East Germany","2","","","","5"
"Tenant","1991","Couple + C. GT 16 ","West Germany","","","","","5"
"Tenant","1991","Couple + C. GT 16 ","East Germany","","","","","5"
"Tenant","1991","Couple + C. LE and GT 16","West Germany","","","","","5"
"Tenant","1991","Couple + C. LE and GT 16","East Germany","","","","","5"
"Main Tenant","1992","1-pers.-HH","West Germany","747","0.721018003850687","0.693838383130599","0.748197624570775","1"
"Main Tenant","1992","1-pers.-HH","East Germany","253","0.851373757055629","0.81145233061368","0.891295183497577","1"
"Main Tenant","1992","(Married) couple without C. ","West Germany","1371","0.506408347753266","0.486250202914564","0.526566492591968","1"
"Main Tenant","1992","(Married) couple without C. ","East Germany","621","0.671640866361372","0.641295157665412","0.701986575057332","1"
"Main Tenant","1992","Single parent ","East Germany","130","0.737146435869745","0.672481044559465","0.801811827180026","1"
