"hlf0001_h","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Nursing Home/Retirement Community","1989","higher vocational","Male","","","","","4"
"Nursing Home/Retirement Community","1989","higher vocational","Female","","","","","4"
"Nursing Home/Retirement Community","1989","higher education","Male","","","","","4"
"Nursing Home/Retirement Community","1989","higher education","Female","","","","","4"
"Owner","1989","in school","Male","48","0.59167017507055","0.49012197581638","0.69321837432472","3"
"Owner","1989","in school","Female","46","0.671873245980248","0.572056565404277","0.771689926556218","3"
"Owner","1989","inadequately","Male","25","","","","3"
"Owner","1989","inadequately","Female","39","0.15283849614949","0.117531470961502","0.188145521337478","3"
"Owner","1989","general elemantary","Male","273","0.427872747259821","0.395726444889542","0.4600190496301","3"
"Owner","1989","general elemantary","Female","693","0.462608291203738","0.438744812867285","0.486471769540191","3"
"Owner","1989","middle vocational","Male","1169","0.499422753359546","0.479928114916221","0.518917391802871","3"
"Owner","1989","middle vocational","Female","948","0.452074441878373","0.430833412584049","0.473315471172698","3"
"Owner","1989","vocational + Abi","Male","57","0.442282079929961","0.364593848297839","0.519970311562083","3"
"Owner","1989","vocational + Abi","Female","40","0.352444476539511","0.271253805476805","0.433635147602217","3"
"Owner","1989","higher vocational","Male","178","0.618508667091597","0.562983527568092","0.674033806615102","3"
"Owner","1989","higher vocational","Female","110","0.46970580436406","0.403906189072467","0.535505419655653","3"
"Owner","1989","higher education","Male","241","0.521103602408777","0.476036471096728","0.566170733720826","3"
"Owner","1989","higher education","Female","101","0.457871928663543","0.393059526303719","0.522684331023366","3"
"Sub-Tenant","1989","in school","Male","4","","","","2"
"Sub-Tenant","1989","in school","Female","1","","","","2"
"Sub-Tenant","1989","inadequately","Male","10","","","","2"
"Sub-Tenant","1989","inadequately","Female","3","","","","2"
"Sub-Tenant","1989","general elemantary","Male","25","","","","2"
"Sub-Tenant","1989","general elemantary","Female","31","0.0241944548621612","0.0168404972685138","0.0315484124558085","2"
"Sub-Tenant","1989","middle vocational","Male","41","0.0204621976183717","0.0149422849354315","0.025982110301312","2"
"Sub-Tenant","1989","middle vocational","Female","41","0.0234037190732003","0.0169514900792827","0.0298559480671179","2"
"Sub-Tenant","1989","vocational + Abi","Male","4","","","","2"
"Sub-Tenant","1989","vocational + Abi","Female","1","","","","2"
"Sub-Tenant","1989","higher vocational","Male","4","","","","2"
"Sub-Tenant","1989","higher vocational","Female","2","","","","2"
"Sub-Tenant","1989","higher education","Male","5","","","","2"
"Sub-Tenant","1989","higher education","Female","5","","","","2"
"Tenant","1989","in school","Male","","","","","5"
"Tenant","1989","in school","Female","","","","","5"
"Tenant","1989","inadequately","Male","","","","","5"
"Tenant","1989","inadequately","Female","","","","","5"
"Tenant","1989","general elemantary","Male","1","","","","5"
"Tenant","1989","general elemantary","Female","1","","","","5"
"Tenant","1989","middle vocational","Male","6","","","","5"
"Tenant","1989","middle vocational","Female","4","","","","5"
"Tenant","1989","vocational + Abi","Male","","","","","5"
"Tenant","1989","vocational + Abi","Female","","","","","5"
"Tenant","1989","higher vocational","Male","","","","","5"
"Tenant","1989","higher vocational","Female","","","","","5"
"Tenant","1989","higher education","Male","1","","","","5"
"Tenant","1989","higher education","Female","","","","","5"
"Main Tenant","1990","in school","Male","66","0.432058358020479","0.3403176386098","0.523799077431159","1"
"Main Tenant","1990","in school","Female","35","0.373488803396908","0.268789359084653","0.478188247709164","1"
"Main Tenant","1990","inadequately","Male","229","0.767004659264031","0.716107004297418","0.817902314230645","1"
"Main Tenant","1990","inadequately","Female","331","0.814559808612507","0.775737518693554","0.85338209853146","1"
"Main Tenant","1990","general elemantary","Male","674","0.57422416875953","0.543714763303968","0.604733574215092","1"
"Main Tenant","1990","general elemantary","Female","1141","0.537109398989891","0.515251306899822","0.558967491079959","1"
"Main Tenant","1990","middle vocational","Male","2019","0.512696589801891","0.496573540405908","0.528819639197875","1"
"Main Tenant","1990","middle vocational","Female","1960","0.55679348725159","0.540110419659711","0.573476554843469","1"
"Main Tenant","1990","vocational + Abi","Male","131","0.570590135582349","0.50395883373835","0.637221437426347","1"
"Main Tenant","1990","vocational + Abi","Female","108","0.632111178243734","0.558080910502293","0.706141445985174","1"
"Main Tenant","1990","higher vocational","Male","223","0.417676733180892","0.37449188062164","0.460861585740144","1"
"Main Tenant","1990","higher vocational","Female","137","0.537885571338671","0.478527038597657","0.597244104079684","1"
"Main Tenant","1990","higher education","Male","530","0.518756127765091","0.486557196954753","0.550955058575428","1"
"Main Tenant","1990","higher education","Female","476","0.578028895629824","0.54310009993626","0.612957691323389","1"
"Nursing Home/Retirement Community","1990","in school","Male","","","","","4"
"Nursing Home/Retirement Community","1990","in school","Female","","","","","4"
"Nursing Home/Retirement Community","1990","inadequately","Male","","","","","4"
"Nursing Home/Retirement Community","1990","inadequately","Female","","","","","4"
"Nursing Home/Retirement Community","1990","general elemantary","Male","","","","","4"
"Nursing Home/Retirement Community","1990","general elemantary","Female","","","","","4"
"Nursing Home/Retirement Community","1990","middle vocational","Male","","","","","4"
"Nursing Home/Retirement Community","1990","middle vocational","Female","","","","","4"
"Nursing Home/Retirement Community","1990","vocational + Abi","Male","","","","","4"
"Nursing Home/Retirement Community","1990","vocational + Abi","Female","","","","","4"
"Nursing Home/Retirement Community","1990","higher vocational","Male","","","","","4"
"Nursing Home/Retirement Community","1990","higher vocational","Female","","","","","4"
"Nursing Home/Retirement Community","1990","higher education","Male","","","","","4"
"Nursing Home/Retirement Community","1990","higher education","Female","","","","","4"
"Owner","1990","in school","Male","42","0.498522898732289","0.405923708489257","0.591122088975322","3"
"Owner","1990","in school","Female","47","0.626511196603092","0.521811752290836","0.731210640915347","3"
"Owner","1990","inadequately","Male","27","","","","3"
"Owner","1990","inadequately","Female","46","0.169146379238787","0.131699870129958","0.206592888347617","3"
"Owner","1990","general elemantary","Male","308","0.397636441781909","0.367438666958902","0.427834216604916","3"
"Owner","1990","general elemantary","Female","805","0.427878338318885","0.406189013144813","0.449567663492957","3"
"Owner","1990","middle vocational","Male","1570","0.459241695580971","0.443167120573343","0.4753162705886","3"
"Owner","1990","middle vocational","Female","1339","0.412339939570219","0.395808276005043","0.428871603135395","3"
"Owner","1990","vocational + Abi","Male","76","0.405854397258924","0.339752833746932","0.471955960770916","3"
"Owner","1990","vocational + Abi","Female","51","0.336897221203501","0.264337863919649","0.409456578487353","3"
"Owner","1990","higher vocational","Male","265","0.559105601986101","0.515630216616993","0.60258098735521","3"
"Owner","1990","higher vocational","Female","131","0.449534510569562","0.390308836412534","0.508760184726591","3"
"Owner","1990","higher education","Male","379","0.463102124565842","0.430968371347163","0.495235877784521","3"
"Owner","1990","higher education","Female","276","0.400112300154755","0.365463084273237","0.434761516036273","3"
"Sub-Tenant","1990","in school","Male","4","","","","2"
"Sub-Tenant","1990","in school","Female","","","","","2"
"Sub-Tenant","1990","inadequately","Male","9","","","","2"
"Sub-Tenant","1990","inadequately","Female","8","","","","2"
"Sub-Tenant","1990","general elemantary","Male","27","","","","2"
"Sub-Tenant","1990","general elemantary","Female","52","0.034171660980254","0.0262077809228588","0.0421355410376492","2"
"Sub-Tenant","1990","middle vocational","Male","100","0.0263749882801234","0.0212059560090629","0.0315440205511838","2"
"Sub-Tenant","1990","middle vocational","Female","104","0.030502980197778","0.0247277387613296","0.0362782216342263","2"
"Sub-Tenant","1990","vocational + Abi","Male","5","","","","2"
"Sub-Tenant","1990","vocational + Abi","Female","3","","","","2"
"Sub-Tenant","1990","higher vocational","Male","13","","","","2"
"Sub-Tenant","1990","higher vocational","Female","3","","","","2"
"Sub-Tenant","1990","higher education","Male","14","","","","2"
"Sub-Tenant","1990","higher education","Female","15","","","","2"
"Tenant","1990","in school","Male","","","","","5"
"Tenant","1990","in school","Female","","","","","5"
"Tenant","1990","inadequately","Male","","","","","5"
"Tenant","1990","inadequately","Female","","","","","5"
"Tenant","1990","general elemantary","Male","","","","","5"
"Tenant","1990","general elemantary","Female","1","","","","5"
"Tenant","1990","middle vocational","Male","3","","","","5"
"Tenant","1990","higher vocational","Female","","","","","5"
"Tenant","1990","higher education","Male","2","","","","5"
"Tenant","1990","higher education","Female","1","","","","5"
"Tenant","1990","middle vocational","Female","3","","","","5"
"Tenant","1990","vocational + Abi","Male","","","","","5"
"Tenant","1990","vocational + Abi","Female","1","","","","5"
"Tenant","1990","higher vocational","Male","","","","","5"
"Main Tenant","1991","in school","Male","54","0.484687066863293","0.382005229379519","0.587368904347067","1"
"Main Tenant","1991","in school","Female","34","0.393823222095905","0.280173278465628","0.507473165726181","1"
"Main Tenant","1991","inadequately","Male","224","0.762616640180129","0.711581332760516","0.813651947599743","1"
"Main Tenant","1991","inadequately","Female","342","0.828795355292707","0.791741426441348","0.865849284144066","1"
"Main Tenant","1991","general elemantary","Male","675","0.593406879234005","0.562778365686071","0.62403539278194","1"
"Main Tenant","1991","general elemantary","Female","1067","0.531216812752198","0.508760608738085","0.55367301676631","1"
"Main Tenant","1991","middle vocational","Male","1921","0.504115546544891","0.487762612679502","0.520468480410279","1"
"Main Tenant","1991","middle vocational","Female","1898","0.553464243390675","0.536622263689529","0.570306223091822","1"
"Main Tenant","1991","vocational + Abi","Male","131","0.562353854837104","0.495730778679557","0.628976930994651","1"
"Main Tenant","1991","vocational + Abi","Female","112","0.658589874465138","0.586237657630961","0.730942091299314","1"
"Main Tenant","1991","higher vocational","Male","220","0.431735605884716","0.388101141667737","0.475370070101695","1"
"Main Tenant","1991","higher vocational","Female","135","0.54233953936313","0.482128302664422","0.602550776061838","1"
"Main Tenant","1991","higher education","Male","526","0.520869205265863","0.488710422109559","0.553027988422168","1"
"Main Tenant","1991","higher education","Female","464","0.58447249769592","0.549366438713493","0.619578556678347","1"
"Nursing Home/Retirement Community","1991","in school","Male","","","","","4"
"Nursing Home/Retirement Community","1991","in school","Female","","","","","4"
