"hlf0001_h","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Tenant","1995","Full Time","Single parent ","","","","","5"
"Tenant","1995","Full Time","Couple + C. LE 16 ","","","","","5"
"Tenant","1995","Full Time","Couple + C. GT 16 ","","","","","5"
"Tenant","1995","Full Time","Couple + C. LE and GT 16","","","","","5"
"Tenant","1995","Not Working","1-pers.-HH","","","","","5"
"Tenant","1995","Not Working","(Married) couple without C. ","","","","","5"
"Tenant","1995","Part Time","1-pers.-HH","","","","","5"
"Tenant","1995","Part Time","(Married) couple without C. ","","","","","5"
"Tenant","1995","Part Time","Single parent ","","","","","5"
"Tenant","1995","Part Time","Couple + C. LE 16 ","","","","","5"
"Tenant","1995","Part Time","Couple + C. GT 16 ","","","","","5"
"Tenant","1995","Part Time","Couple + C. LE and GT 16","","","","","5"
"Tenant","1995","Not Working","Single parent ","","","","","5"
"Tenant","1995","Not Working","Couple + C. LE 16 ","","","","","5"
"Tenant","1995","Not Working","Couple + C. GT 16 ","","","","","5"
"Tenant","1995","Not Working","Couple + C. LE and GT 16","","","","","5"
"Main Tenant","1996","Full Time","1-pers.-HH","425","0.758218862860358","0.722725210832792","0.793712514887924","1"
"Main Tenant","1996","Full Time","(Married) couple without C. ","928","0.561530795937595","0.535911190426059","0.587150401449131","1"
"Main Tenant","1996","Full Time","Single parent ","156","0.566054848900915","0.50461858968468","0.627491108117149","1"
"Main Tenant","1996","Full Time","Couple + C. LE 16 ","885","0.494930306004447","0.470167497963862","0.519693114045032","1"
"Main Tenant","1996","Full Time","Couple + C. GT 16 ","492","0.382759172300037","0.353498433709554","0.412019910890519","1"
"Main Tenant","1996","Full Time","Couple + C. LE and GT 16","288","0.403145365593734","0.363155560001632","0.443135171185835","1"
"Main Tenant","1996","Part Time","1-pers.-HH","145","0.777390718595475","0.717606999536794","0.837174437654156","1"
"Main Tenant","1996","Part Time","(Married) couple without C. ","341","0.543839982380059","0.50269772956545","0.584982235194667","1"
"Main Tenant","1996","Part Time","Single parent ","130","0.667182613131294","0.597565322031019","0.736799904231569","1"
"Main Tenant","1996","Part Time","Couple + C. LE 16 ","438","0.4753449868865","0.440094730954513","0.510595242818488","1"
"Main Tenant","1996","Not Working","1-pers.-HH","526","0.67242691508141","0.638725618921987","0.706128211240834","1"
"Main Tenant","1996","Not Working","(Married) couple without C. ","852","0.463093670693623","0.43840502442505","0.487782316962195","1"
"Main Tenant","1996","Not Working","Single parent ","151","0.626711592209483","0.563929355623269","0.689493828795697","1"
"Main Tenant","1996","Not Working","Couple + C. GT 16 ","386","0.342458639226718","0.309555275168092","0.375362003285345","1"
"Main Tenant","1996","Part Time","Couple + C. GT 16 ","229","0.340758653506031","0.299942800541308","0.381574506470754","1"
"Main Tenant","1996","Part Time","Couple + C. LE and GT 16","187","0.499691869085858","0.44516422277766","0.554219515394055","1"
"Main Tenant","1996","Not Working","Couple + C. LE 16 ","422","0.550419572657171","0.512808641401247","0.588030503913095","1"
"Main Tenant","1996","Not Working","Couple + C. LE and GT 16","201","0.446564417073067","0.394703960608993","0.498424873537141","1"
"Nursing Home/Retirement Community","1996","Full Time","(Married) couple without C. ","","","","","4"
"Nursing Home/Retirement Community","1996","Full Time","1-pers.-HH","","","","","4"
"Nursing Home/Retirement Community","1996","Full Time","Single parent ","","","","","4"
"Nursing Home/Retirement Community","1996","Full Time","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","1996","Full Time","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","1996","Full Time","Couple + C. LE and GT 16","","","","","4"
"Nursing Home/Retirement Community","1996","Part Time","1-pers.-HH","","","","","4"
"Nursing Home/Retirement Community","1996","Part Time","(Married) couple without C. ","","","","","4"
"Nursing Home/Retirement Community","1996","Part Time","Single parent ","","","","","4"
"Nursing Home/Retirement Community","1996","Part Time","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","1996","Part Time","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","1996","Part Time","Couple + C. LE and GT 16","","","","","4"
"Nursing Home/Retirement Community","1996","Not Working","(Married) couple without C. ","","","","","4"
"Nursing Home/Retirement Community","1996","Not Working","Single parent ","","","","","4"
"Nursing Home/Retirement Community","1996","Not Working","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","1996","Not Working","1-pers.-HH","","","","","4"
"Nursing Home/Retirement Community","1996","Not Working","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","1996","Not Working","Couple + C. LE and GT 16","","","","","4"
"Owner","1996","Full Time","1-pers.-HH","86","0.161583373561527","0.131071388455244","0.19209535866781","3"
"Owner","1996","Full Time","(Married) couple without C. ","458","0.404063741735991","0.378727572802327","0.429399910669655","3"
"Owner","1996","Full Time","Single parent ","83","0.390081404112319","0.329618131812279","0.450544676412358","3"
"Owner","1996","Full Time","Couple + C. LE 16 ","648","0.485775092387297","0.461021035304323","0.510529149470272","3"
"Owner","1996","Full Time","Couple + C. GT 16 ","547","0.603473873009302","0.574025568272059","0.632922177746545","3"
"Owner","1996","Full Time","Couple + C. LE and GT 16","282","0.586219193016948","0.546067916281668","0.626370469752229","3"
"Owner","1996","Part Time","1-pers.-HH","19","","","","3"
"Owner","1996","Part Time","(Married) couple without C. ","203","0.438483086052171","0.397495556981878","0.479470615122464","3"
"Owner","1996","Part Time","Single parent ","42","0.315915424925453","0.247235142600176","0.38459570725073","3"
"Owner","1996","Part Time","Couple + C. LE 16 ","312","0.497831409854211","0.462538552443548","0.533124267264874","3"
"Owner","1996","Not Working","(Married) couple without C. ","689","0.522655502326821","0.497924750653425","0.547386254000218","3"
"Owner","1996","Not Working","Single parent ","71","0.338891092166513","0.277451652150464","0.400330532182563","3"
"Owner","1996","Not Working","Couple + C. GT 16 ","401","0.652202579095641","0.619178620137306","0.685226538053976","3"
"Owner","1996","Not Working","Couple + C. LE and GT 16","149","0.547930509403639","0.496011538098027","0.599849480709251","3"
"Owner","1996","Part Time","Couple + C. GT 16 ","282","0.641809906622085","0.600520066198765","0.683099747045405","3"
"Owner","1996","Part Time","Couple + C. LE and GT 16","131","0.485615597785736","0.431110510541033","0.540120685030439","3"
"Owner","1996","Not Working","1-pers.-HH","188","0.276289724098783","0.24418013924435","0.308399308953216","3"
"Owner","1996","Not Working","Couple + C. LE 16 ","227","0.426611157956537","0.389216963827293","0.46400535208578","3"
"Sub-Tenant","1996","Full Time","1-pers.-HH","48","0.0801977635781148","0.0576828364087931","0.102712690747436","2"
"Sub-Tenant","1996","Full Time","(Married) couple without C. ","55","0.0344054623264144","0.0249946481113661","0.0438162765414627","2"
"Sub-Tenant","1996","Full Time","Single parent ","11","","","","2"
"Sub-Tenant","1996","Full Time","Couple + C. LE 16 ","33","0.0192946016082559","0.0124815857001331","0.0261076175163787","2"
"Sub-Tenant","1996","Full Time","Couple + C. GT 16 ","21","","","","2"
"Sub-Tenant","1996","Full Time","Couple + C. LE and GT 16","8","","","","2"
"Sub-Tenant","1996","Part Time","1-pers.-HH","22","","","","2"
"Sub-Tenant","1996","Part Time","Couple + C. LE 16 ","21","","","","2"
"Sub-Tenant","1996","Part Time","Couple + C. GT 16 ","7","","","","2"
"Sub-Tenant","1996","Not Working","(Married) couple without C. ","26","","","","2"
"Sub-Tenant","1996","Not Working","Single parent ","6","","","","2"
"Sub-Tenant","1996","Not Working","Couple + C. LE and GT 16","3","","","","2"
"Sub-Tenant","1996","Part Time","(Married) couple without C. ","19","","","","2"
"Sub-Tenant","1996","Part Time","Single parent ","4","","","","2"
"Sub-Tenant","1996","Part Time","Couple + C. LE and GT 16","5","","","","2"
"Sub-Tenant","1996","Not Working","1-pers.-HH","31","0.0512833608198064","0.0354444084524977","0.0671223131871151","2"
"Sub-Tenant","1996","Not Working","Couple + C. LE 16 ","23","","","","2"
"Sub-Tenant","1996","Not Working","Couple + C. GT 16 ","12","","","","2"
"Tenant","1996","Full Time","1-pers.-HH","","","","","5"
"Tenant","1996","Full Time","(Married) couple without C. ","","","","","5"
"Tenant","1996","Full Time","Single parent ","","","","","5"
"Tenant","1996","Full Time","Couple + C. LE 16 ","","","","","5"
"Tenant","1996","Full Time","Couple + C. GT 16 ","","","","","5"
"Tenant","1996","Full Time","Couple + C. LE and GT 16","","","","","5"
"Tenant","1996","Not Working","1-pers.-HH","","","","","5"
"Tenant","1996","Not Working","(Married) couple without C. ","","","","","5"
"Tenant","1996","Part Time","1-pers.-HH","","","","","5"
"Tenant","1996","Part Time","(Married) couple without C. ","","","","","5"
"Tenant","1996","Part Time","Single parent ","","","","","5"
"Tenant","1996","Part Time","Couple + C. LE 16 ","","","","","5"
"Tenant","1996","Part Time","Couple + C. GT 16 ","","","","","5"
"Tenant","1996","Part Time","Couple + C. LE and GT 16","","","","","5"
"Tenant","1996","Not Working","Single parent ","","","","","5"
"Tenant","1996","Not Working","Couple + C. LE 16 ","","","","","5"
"Tenant","1996","Not Working","Couple + C. GT 16 ","","","","","5"
"Tenant","1996","Not Working","Couple + C. LE and GT 16","","","","","5"
"Main Tenant","1997","Full Time","1-pers.-HH","426","0.784217526414016","0.749617651247757","0.818817401580274","1"
"Main Tenant","1997","Full Time","(Married) couple without C. ","911","0.55493713951281","0.529277610905672","0.580596668119947","1"
"Main Tenant","1997","Full Time","Single parent ","153","0.567201806952223","0.504122713916185","0.630280899988261","1"
"Main Tenant","1997","Full Time","Couple + C. LE 16 ","814","0.480205162437039","0.454569187499127","0.50584113737495","1"
"Main Tenant","1997","Full Time","Couple + C. GT 16 ","468","0.354163834104123","0.325399844802554","0.382927823405691","1"
"Main Tenant","1997","Full Time","Couple + C. LE and GT 16","237","0.303954057248504","0.266193917863545","0.341714196633462","1"
"Main Tenant","1997","Part Time","1-pers.-HH","148","0.81238184875036","0.755348434601065","0.869415262899655","1"
"Main Tenant","1997","Part Time","(Married) couple without C. ","306","0.531789588523309","0.489227632532087","0.574351544514532","1"
"Main Tenant","1997","Part Time","Single parent ","137","0.683946215449333","0.61676766130775","0.751124769590917","1"
"Main Tenant","1997","Part Time","Couple + C. LE 16 ","408","0.460201043868984","0.423995737963182","0.496406349774786","1"
"Main Tenant","1997","Part Time","Couple + C. GT 16 ","222","0.356480300717601","0.315033778071272","0.397926823363931","1"
"Main Tenant","1997","Part Time","Couple + C. LE and GT 16","139","0.408544316209448","0.351069760560011","0.466018871858886","1"
"Main Tenant","1997","Not Working","1-pers.-HH","507","0.655588475216579","0.621352183036237","0.689824767396922","1"
"Main Tenant","1997","Not Working","(Married) couple without C. ","890","0.456115502741531","0.432068539245587","0.480162466237475","1"
"Main Tenant","1997","Not Working","Couple + C. LE and GT 16","176","0.357488021320649","0.308117789415826","0.406858253225472","1"
"Main Tenant","1997","Not Working","Couple + C. GT 16 ","388","0.336113800135107","0.303482066790158","0.368745533480057","1"
"Main Tenant","1997","Not Working","Single parent ","155","0.711392149582471","0.651104711578251","0.771679587586691","1"
"Main Tenant","1997","Not Working","Couple + C. LE 16 ","419","0.582559092475095","0.544965411055604","0.620152773894587","1"
"Nursing Home/Retirement Community","1997","Full Time","1-pers.-HH","","","","","4"
"Nursing Home/Retirement Community","1997","Full Time","(Married) couple without C. ","","","","","4"
"Nursing Home/Retirement Community","1997","Full Time","Single parent ","","","","","4"
"Nursing Home/Retirement Community","1997","Full Time","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","1997","Full Time","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","1997","Full Time","Couple + C. LE and GT 16","","","","","4"
"Nursing Home/Retirement Community","1997","Part Time","1-pers.-HH","","","","","4"
"Nursing Home/Retirement Community","1997","Part Time","(Married) couple without C. ","","","","","4"
"Nursing Home/Retirement Community","1997","Part Time","Single parent ","","","","","4"
"Nursing Home/Retirement Community","1997","Part Time","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","1997","Part Time","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","1997","Part Time","Couple + C. LE and GT 16","","","","","4"
"Nursing Home/Retirement Community","1997","Not Working","1-pers.-HH","","","","","4"
"Nursing Home/Retirement Community","1997","Not Working","(Married) couple without C. ","","","","","4"
"Nursing Home/Retirement Community","1997","Not Working","Single parent ","","","","","4"
"Nursing Home/Retirement Community","1997","Not Working","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","1997","Not Working","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","1997","Not Working","Couple + C. LE and GT 16","","","","","4"
"Owner","1997","Full Time","1-pers.-HH","77","0.161014069225656","0.130099910802899","0.191928227648413","3"
"Owner","1997","Full Time","(Married) couple without C. ","479","0.411036326835586","0.385632423127288","0.436440230543885","3"
"Owner","1997","Full Time","Single parent ","80","0.412256070976664","0.34958725003801","0.474924891915318","3"
"Owner","1997","Full Time","Couple + C. LE 16 ","621","0.503513325617025","0.477857870234616","0.529168780999435","3"
"Owner","1997","Full Time","Couple + C. GT 16 ","567","0.610086698883774","0.580753080601808","0.63942031716574","3"
"Owner","1997","Full Time","Couple + C. LE and GT 16","318","0.668693525651237","0.630053341829702","0.707333709472772","3"
"Owner","1997","Part Time","1-pers.-HH","18","","","","3"
"Owner","1997","Part Time","(Married) couple without C. ","203","0.444654993927817","0.402268826205998","0.487041161649637","3"
"Owner","1997","Part Time","Single parent ","39","0.27925323614456","0.214430159851626","0.344076312437494","3"
"Owner","1997","Part Time","Couple + C. LE 16 ","300","0.516671529126894","0.480371175494434","0.552971882759354","3"
