"m11126","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Very good","2013","Couple + C. LE 16 ","vocational + Abi","133","0.148822071284294","0.125517670778863","0.172126471789726","1"
"Very good","2013","Couple + C. LE 16 ","higher vocational","53","0.101424318090221","0.0743891724732238","0.128459463707218","1"
"Very good","2013","Couple + C. LE 16 ","higher education","429","0.204476743426106","0.18760809358457","0.221345393267642","1"
"Very good","2013","Couple + C. GT 16 ","in school","112","0.369405877122933","0.311405057271628","0.427406696974239","1"
"Very good","2013","Couple + C. GT 16 ","inadequately","3","","","","1"
"Very good","2013","Couple + C. GT 16 ","general elemantary","89","0.186795882289115","0.150543208787349","0.223048555790881","1"
"Very good","2013","Couple + C. GT 16 ","middle vocational","191","0.116930225422979","0.101509281020271","0.132351169825687","1"
"Very good","2013","Couple + C. GT 16 ","vocational + Abi","27","","","","1"
"Very good","2013","Couple + C. GT 16 ","higher vocational","12","","","","1"
"Very good","2013","Couple + C. GT 16 ","higher education","67","0.116249789592172","0.0902762576021343","0.14222332158221","1"
"Very good","2013","Couple + C. LE and GT 16","in school","191","0.497602864192016","0.449842013211878","0.545363715172154","1"
"Very good","2013","Couple + C. LE and GT 16","inadequately","8","","","","1"
"Very good","2013","Couple + C. LE and GT 16","general elemantary","113","0.214055990427716","0.177514613563139","0.250597367292293","1"
"Very good","2013","Couple + C. LE and GT 16","middle vocational","136","0.132463049633906","0.111399676752782","0.15352642251503","1"
"Very good","2013","Couple + C. LE and GT 16","vocational + Abi","25","","","","1"
"Very good","2013","Couple + C. LE and GT 16","higher vocational","10","","","","1"
"Very good","2013","Couple + C. LE and GT 16","higher education","51","0.146499367155049","0.109454003114847","0.183544731195252","1"
"Very good","2013","1-pers.-HH","in school","2","","","","1"
"Very good","2013","1-pers.-HH","inadequately","3","","","","1"
"Very good","2013","1-pers.-HH","general elemantary","34","0.0563141733942446","0.0364236682260123","0.0762046785624768","1"
"Very good","2013","1-pers.-HH","middle vocational","159","0.0710197677829225","0.059563324366384","0.082476211199461","1"
"Bad ","2014","1-pers.-HH","in school","","","","","5"
"Bad ","2014","1-pers.-HH","middle vocational","114","0.0645511867089095","0.0532274193831419","0.0758749540346771","5"
"Bad ","2014","1-pers.-HH","vocational + Abi","11","","","","5"
"Bad ","2014","1-pers.-HH","higher vocational","5","","","","5"
"Bad ","2014","1-pers.-HH","higher education","29","","","","5"
"Bad ","2014","(Married) couple without C. ","in school","","","","","5"
"Bad ","2014","(Married) couple without C. ","inadequately","11","","","","5"
"Bad ","2014","(Married) couple without C. ","general elemantary","45","0.0684734967326985","0.0493499011528674","0.0875970923125296","5"
"Bad ","2014","(Married) couple without C. ","vocational + Abi","16","","","","5"
"Bad ","2014","(Married) couple without C. ","higher vocational","21","","","","5"
"Bad ","2014","Single parent ","in school","1","","","","5"
"Bad ","2014","Single parent ","inadequately","7","","","","5"
"Bad ","2014","Single parent ","general elemantary","22","","","","5"
"Bad ","2014","Single parent ","vocational + Abi","10","","","","5"
"Bad ","2014","Single parent ","higher vocational","2","","","","5"
"Bad ","2014","Single parent ","higher education","10","","","","5"
"Bad ","2014","Couple + C. LE 16 ","in school","","","","","5"
"Bad ","2014","Couple + C. LE 16 ","inadequately","7","","","","5"
"Bad ","2014","Couple + C. LE 16 ","middle vocational","55","0.0160334629607415","0.0114691011675618","0.0205978247539212","5"
"Bad ","2014","Couple + C. LE 16 ","vocational + Abi","5","","","","5"
"Bad ","2014","Couple + C. LE 16 ","higher education","9","","","","5"
"Bad ","2014","Couple + C. GT 16 ","in school","","","","","5"
"Bad ","2014","Couple + C. GT 16 ","inadequately","5","","","","5"
"Bad ","2014","Couple + C. GT 16 ","middle vocational","40","0.0263677155957979","0.0181489726192303","0.0345864585723656","5"
"Bad ","2014","Couple + C. GT 16 ","vocational + Abi","2","","","","5"
"Bad ","2014","Couple + C. GT 16 ","higher education","15","","","","5"
"Bad ","2014","Couple + C. LE and GT 16","in school","2","","","","5"
"Bad ","2014","Couple + C. LE and GT 16","general elemantary","11","","","","5"
"Bad ","2014","Couple + C. LE and GT 16","middle vocational","25","","","","5"
"Bad ","2014","Couple + C. LE and GT 16","vocational + Abi","4","","","","5"
"Bad ","2014","Couple + C. LE and GT 16","higher vocational","1","","","","5"
"Bad ","2014","1-pers.-HH","inadequately","6","","","","5"
"Bad ","2014","1-pers.-HH","general elemantary","44","0.0971131433204449","0.0701992029535107","0.124027083687379","5"
"Bad ","2014","(Married) couple without C. ","higher education","57","0.0258645232062627","0.0191283292744889","0.0326007171380365","5"
"Bad ","2014","Couple + C. LE 16 ","general elemantary","17","","","","5"
"Bad ","2014","Couple + C. LE 16 ","higher vocational","4","","","","5"
"Bad ","2014","Couple + C. GT 16 ","higher vocational","6","","","","5"
"Bad ","2014","Couple + C. LE and GT 16","inadequately","8","","","","5"
"Bad ","2014","(Married) couple without C. ","middle vocational","214","0.049756664082277","0.0430491474171609","0.0564641807473932","5"
"Bad ","2014","Couple + C. LE and GT 16","higher education","7","","","","5"
"Bad ","2014","Single parent ","middle vocational","42","0.0310316131879857","0.0209033290525602","0.0411598973234112","5"
"Bad ","2014","Couple + C. GT 16 ","general elemantary","13","","","","5"
"Good","2014","1-pers.-HH","in school","1","","","","2"
"Good","2014","1-pers.-HH","vocational + Abi","80","0.331708087548857","0.270727517092078","0.392688658005636","2"
"Good","2014","1-pers.-HH","higher vocational","72","0.349285993674439","0.282542994517619","0.416028992831259","2"
"Good","2014","1-pers.-HH","higher education","323","0.365495195676575","0.333458588049994","0.397531803303157","2"
"Good","2014","(Married) couple without C. ","in school","4","","","","2"
"Good","2014","(Married) couple without C. ","inadequately","14","","","","2"
"Good","2014","(Married) couple without C. ","general elemantary","170","0.244215274435763","0.211684368592699","0.276746180278827","2"
"Good","2014","(Married) couple without C. ","middle vocational","1269","0.308065958151","0.293823894564455","0.322308021737545","2"
"Good","2014","(Married) couple without C. ","vocational + Abi","187","0.442243727414062","0.396253860112695","0.488233594715428","2"
"Good","2014","(Married) couple without C. ","higher vocational","199","0.378498069816888","0.33885500303106","0.418141136602716","2"
"Good","2014","(Married) couple without C. ","higher education","926","0.440053593346237","0.418987758253633","0.461119428438841","2"
"Good","2014","Single parent ","vocational + Abi","63","0.282258972108994","0.219406445306012","0.345111498911975","2"
"Good","2014","Single parent ","higher vocational","35","0.500280513771024","0.382304564189487","0.618256463352561","2"
"Good","2014","Single parent ","higher education","155","0.423896177243662","0.373542944562625","0.474249409924699","2"
"Good","2014","Couple + C. LE 16 ","in school","1","","","","2"
"Good","2014","Couple + C. LE 16 ","inadequately","60","0.448170220435078","0.369626441002862","0.526713999867293","2"
"Good","2014","Couple + C. LE 16 ","general elemantary","271","0.413894678816683","0.375765993594684","0.452023364038682","2"
"Good","2014","Couple + C. LE 16 ","middle vocational","1355","0.471602011941908","0.453461704940703","0.489742318943112","2"
"Good","2014","Couple + C. LE 16 ","vocational + Abi","397","0.541322813319401","0.505943260404643","0.576702366234159","2"
"Good","2014","Couple + C. LE 16 ","higher vocational","205","0.523509501333778","0.475744163638989","0.571274839028567","2"
"Good","2014","Couple + C. LE 16 ","higher education","1024","0.505943765845689","0.483474848271117","0.528412683420261","2"
"Good","2014","Couple + C. GT 16 ","in school","94","0.423291102482858","0.359158544378269","0.487423660587447","2"
"Good","2014","Couple + C. GT 16 ","inadequately","16","","","","2"
"Good","2014","Couple + C. GT 16 ","general elemantary","156","0.348642156911967","0.302288409751737","0.394995904072197","2"
"Good","2014","Couple + C. GT 16 ","middle vocational","630","0.427958769932199","0.402579081029059","0.453338458835338","2"
"Good","2014","Couple + C. GT 16 ","vocational + Abi","93","0.460307284919424","0.391402835896577","0.529211733942271","2"
"Good","2014","Couple + C. GT 16 ","higher vocational","78","0.432025489445776","0.361216519819369","0.502834459072184","2"
"Good","2014","Couple + C. GT 16 ","higher education","256","0.394336018950787","0.353078528702447","0.435593509199126","2"
"Good","2014","Couple + C. LE and GT 16","in school","149","0.437566792900443","0.387018687306261","0.488114898494624","2"
"Good","2014","Couple + C. LE and GT 16","inadequately","26","","","","2"
"Good","2014","Couple + C. LE and GT 16","general elemantary","164","0.361499714479211","0.314767151336776","0.408232277621646","2"
"Good","2014","Couple + C. LE and GT 16","middle vocational","408","0.471630333350223","0.439089124737794","0.504171541962652","2"
"Good","2014","Couple + C. LE and GT 16","vocational + Abi","84","0.507573429692194","0.431290687243958","0.58385617214043","2"
"Good","2014","Couple + C. LE and GT 16","higher vocational","49","0.346914629841372","0.262452026991433","0.43137723269131","2"
"Good","2014","Couple + C. LE and GT 16","higher education","176","0.573421700721235","0.520538845685085","0.626304555757384","2"
"Good","2014","Single parent ","in school","109","0.382767402804639","0.32088519246782","0.444649613141458","2"
"Good","2014","Single parent ","inadequately","24","","","","2"
"Good","2014","Single parent ","general elemantary","162","0.331035179113064","0.286452627518439","0.375617730707689","2"
"Good","2014","Single parent ","middle vocational","415","0.361336385810538","0.333277473547435","0.389395298073642","2"
"Good","2014","1-pers.-HH","middle vocational","551","0.309402799589988","0.288101635699625","0.330703963480352","2"
"Good","2014","1-pers.-HH","inadequately","9","","","","2"
"Good","2014","1-pers.-HH","general elemantary","96","0.19410085428113","0.158152775425473","0.230048933136786","2"
"Poor","2014","1-pers.-HH","in school","","","","","4"
"Poor","2014","1-pers.-HH","inadequately","12","","","","4"
"Poor","2014","1-pers.-HH","general elemantary","114","0.220982674948353","0.183271133372827","0.258694216523878","4"
"Poor","2014","1-pers.-HH","vocational + Abi","32","0.133539257790873","0.0894828306520157","0.17759568492973","4"
"Poor","2014","1-pers.-HH","higher vocational","44","0.231089590544232","0.172076532933994","0.290102648154471","4"
"Poor","2014","1-pers.-HH","higher education","133","0.143468061252322","0.120147573792547","0.166788548712096","4"
"Poor","2014","(Married) couple without C. ","in school","","","","","4"
"Poor","2014","(Married) couple without C. ","inadequately","22","","","","4"
"Poor","2014","(Married) couple without C. ","general elemantary","164","0.256894932161098","0.22381127058118","0.289978593741016","4"
"Poor","2014","(Married) couple without C. ","middle vocational","776","0.203287406149555","0.190873033015025","0.215701779284084","4"
"Poor","2014","(Married) couple without C. ","vocational + Abi","55","0.107619853453425","0.0789232674720828","0.136316439434767","4"
"Poor","2014","(Married) couple without C. ","higher vocational","96","0.152841356471597","0.123429869390643","0.182252843552551","4"
"Poor","2014","(Married) couple without C. ","higher education","278","0.132833805202419","0.118430633441445","0.147236976963393","4"
"Poor","2014","Single parent ","in school","9","","","","4"
"Poor","2014","Single parent ","inadequately","10","","","","4"
"Poor","2014","Single parent ","vocational + Abi","28","","","","4"
"Poor","2014","Single parent ","higher vocational","7","","","","4"
"Poor","2014","Single parent ","higher education","60","0.128913429235214","0.0947684408891006","0.163058417581326","4"
"Poor","2014","Couple + C. LE 16 ","in school","","","","","4"
"Poor","2014","Couple + C. LE 16 ","inadequately","30","0.195213105731726","0.132611904941051","0.257814306522402","4"
"Poor","2014","Couple + C. LE 16 ","general elemantary","79","0.122281869866122","0.0969202115976055","0.147643528134639","4"
"Poor","2014","Couple + C. LE 16 ","middle vocational","306","0.105335974919254","0.0941803327007689","0.11649161713774","4"
"Poor","2014","Couple + C. LE 16 ","vocational + Abi","73","0.0828101032891162","0.0632423078518119","0.102377898726421","4"
"Poor","2014","Couple + C. LE 16 ","higher vocational","27","","","","4"
"Poor","2014","Couple + C. LE 16 ","higher education","124","0.0716217174404276","0.0600332051309453","0.08321022974991","4"
"Poor","2014","Couple + C. GT 16 ","in school","8","","","","4"
