"m11104","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Several times a year","2004","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"Several times a year","2004","Baden-Württemberg","West Germany","","","","","2"
"Several times a year","2004","Baden-Württemberg","East Germany","","","","","2"
"Several times a year","2004","Bavaria","West Germany","","","","","2"
"Several times a year","2004","Bavaria","East Germany","","","","","2"
"Several times a year","2004","Berlin","West Germany","","","","","2"
"Several times a year","2004","Berlin","East Germany","","","","","2"
"Several times a year","2004","Brandenburg","West Germany","","","","","2"
"Several times a year","2004","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Several times a year","2004","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"Several times a year","2004","Saxony-Anhalt","East Germany","","","","","2"
"Several times a year","2004","Brandenburg","East Germany","","","","","2"
"Several times a year","2004","Thuringia","East Germany","","","","","2"
"Several times a year","2004","Saxony","West Germany","","","","","2"
"Several times a year","2004","Saxony","East Germany","","","","","2"
"Several times a year","2004","Saxony-Anhalt","West Germany","","","","","2"
"Several times a year","2004","Thuringia","West Germany","","","","","2"
"Almost never or never","2005","Schleswig-Holstein","West Germany","213","0.323339802850653","0.287353217263385","0.359326388437921","1"
"Almost never or never","2005","Schleswig-Holstein","East Germany","","","","","1"
"Almost never or never","2005","Hamburg","West Germany","106","0.405827688306411","0.349408265532103","0.462247111080718","1"
"Almost never or never","2005","Hamburg","East Germany","","","","","1"
"Almost never or never","2005","Lower Saxony","West Germany","704","0.422649257190604","0.399713971161863","0.445584543219344","1"
"Almost never or never","2005","Lower Saxony","East Germany","","","","","1"
"Almost never or never","2005","Bremen","West Germany","53","0.427340223209088","0.34709727269443","0.507583173723747","1"
"Almost never or never","2005","Bremen","East Germany","","","","","1"
"Almost never or never","2005","North Rhine-Westphalia","West Germany","1773","0.441649071527987","0.426883662478141","0.456414480577832","1"
"Almost never or never","2005","North Rhine-Westphalia","East Germany","","","","","1"
"Almost never or never","2005","Hesse","West Germany","509","0.396491911434224","0.370560715463004","0.422423107405444","1"
"Almost never or never","2005","Hesse","East Germany","","","","","1"
"Almost never or never","2005","Rhineland-Palatinate,Saarland","West Germany","593","0.481721557138078","0.453865575400851","0.509577538875306","1"
"Almost never or never","2005","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Almost never or never","2005","Baden-Württemberg","West Germany","1008","0.413053044006564","0.393805833545291","0.432300254467838","1"
"Almost never or never","2005","Bavaria","West Germany","969","0.391725590442849","0.373941175918797","0.409510004966901","1"
"Almost never or never","2005","Baden-Württemberg","East Germany","","","","","1"
"Almost never or never","2005","Bavaria","East Germany","","","","","1"
"Almost never or never","2005","Berlin","West Germany","154","0.396160384488747","0.348932792105388","0.443387976872106","1"
"Almost never or never","2005","Berlin","East Germany","126","0.421433791227904","0.369177059894021","0.473690522561787","1"
"Almost never or never","2005","Brandenburg","West Germany","","","","","1"
"Almost never or never","2005","Brandenburg","East Germany","391","0.461952221523862","0.429106000802054","0.494798442245669","1"
"Almost never or never","2005","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Almost never or never","2005","Saxony","West Germany","","","","","1"
"Almost never or never","2005","Saxony","East Germany","675","0.475030699866976","0.44995079229359","0.500110607440362","1"
"Almost never or never","2005","Mecklenburg-Western Pomerania","East Germany","224","0.500801374031073","0.45714956271328","0.544453185348865","1"
"Almost never or never","2005","Saxony-Anhalt","West Germany","","","","","1"
"Almost never or never","2005","Thuringia","West Germany","","","","","1"
"Almost never or never","2005","Saxony-Anhalt","East Germany","448","0.557327224893127","0.524694779231957","0.589959670554298","1"
"Almost never or never","2005","Thuringia","East Germany","442","0.523261009241331","0.490429054972502","0.55609296351016","1"
"At lease once a week","2005","Schleswig-Holstein","East Germany","","","","","4"
"At lease once a week","2005","Schleswig-Holstein","West Germany","209","0.302514401456848","0.267174413898601","0.337854389015095","4"
"At lease once a week","2005","Hamburg","West Germany","128","0.426586797192269","0.369761836278454","0.483411758106085","4"
"At lease once a week","2005","Hamburg","East Germany","","","","","4"
"At lease once a week","2005","Lower Saxony","West Germany","657","0.336832517525431","0.314888665889139","0.358776369161722","4"
"At lease once a week","2005","Lower Saxony","East Germany","","","","","4"
"At lease once a week","2005","Bremen","West Germany","53","0.279447554048947","0.206660420299153","0.352234687798741","4"
"At lease once a week","2005","Bremen","East Germany","","","","","4"
"At lease once a week","2005","North Rhine-Westphalia","East Germany","","","","","4"
"At lease once a week","2005","North Rhine-Westphalia","West Germany","1496","0.320708830379894","0.306830518461905","0.334587142297882","4"
"At lease once a week","2005","Hesse","West Germany","532","0.356438468195266","0.3310491431067","0.381827793283833","4"
"At lease once a week","2005","Hesse","East Germany","","","","","4"
"At lease once a week","2005","Baden-Württemberg","West Germany","922","0.334605481753432","0.316160782025246","0.353050181481617","4"
"At lease once a week","2005","Rhineland-Palatinate,Saarland","West Germany","374","0.274476278238194","0.249598186088224","0.299354370388164","4"
"At lease once a week","2005","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"At lease once a week","2005","Baden-Württemberg","East Germany","","","","","4"
"At lease once a week","2005","Bavaria","West Germany","1007","0.314076578478519","0.297166157495412","0.330986999461626","4"
"At lease once a week","2005","Saxony-Anhalt","East Germany","211","0.199213210184011","0.172972800894972","0.225453619473049","4"
"At lease once a week","2005","Thuringia","West Germany","","","","","4"
"At lease once a week","2005","Thuringia","East Germany","199","0.222381716157142","0.195046029917219","0.249717402397064","4"
"At lease once a week","2005","Bavaria","East Germany","","","","","4"
"At lease once a week","2005","Berlin","West Germany","143","0.310573311596431","0.265892032714239","0.355254590478624","4"
"At lease once a week","2005","Berlin","East Germany","121","0.316811737949243","0.267576973896056","0.366046502002431","4"
"At lease once a week","2005","Brandenburg","West Germany","","","","","4"
"At lease once a week","2005","Brandenburg","East Germany","222","0.206294486909499","0.179635111821003","0.232953861997995","4"
"At lease once a week","2005","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"At lease once a week","2005","Mecklenburg-Western Pomerania","East Germany","119","0.203663014451119","0.168503946795222","0.238822082107017","4"
"At lease once a week","2005","Saxony","West Germany","","","","","4"
"At lease once a week","2005","Saxony","East Germany","387","0.234934382295711","0.213642170780285","0.256226593811136","4"
"At lease once a week","2005","Saxony-Anhalt","West Germany","","","","","4"
"At least once a month","2005","Hamburg","East Germany","","","","","3"
"At least once a month","2005","Lower Saxony","East Germany","","","","","3"
"At least once a month","2005","Schleswig-Holstein","East Germany","","","","","3"
"At least once a month","2005","Lower Saxony","West Germany","127","0.0705247321157273","0.0586374140573708","0.0824120501740838","3"
"At least once a month","2005","Bremen","East Germany","","","","","3"
"At least once a month","2005","Schleswig-Holstein","West Germany","76","0.11791182530725","0.0930999023601703","0.142723748254329","3"
"At least once a month","2005","Hamburg","West Germany","21","","","","3"
"At least once a month","2005","Bremen","West Germany","12","","","","3"
"At least once a month","2005","North Rhine-Westphalia","West Germany","330","0.0754471797439823","0.0675940898359346","0.08330026965203","3"
"At least once a month","2005","North Rhine-Westphalia","East Germany","","","","","3"
"At least once a month","2005","Hesse","West Germany","98","0.0759116024611628","0.0618713579174996","0.089951847004826","3"
"At least once a month","2005","Hesse","East Germany","","","","","3"
"At least once a month","2005","Rhineland-Palatinate,Saarland","West Germany","66","0.0536799978990513","0.0411149510965269","0.0662450447015756","3"
"At least once a month","2005","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"At least once a month","2005","Baden-Württemberg","West Germany","203","0.088280949501939","0.0771910025970921","0.0993708964067858","3"
"At least once a month","2005","Baden-Württemberg","East Germany","","","","","3"
"At least once a month","2005","Bavaria","West Germany","288","0.0969291496107068","0.0861499394096465","0.107708359811767","3"
"At least once a month","2005","Bavaria","East Germany","","","","","3"
"At least once a month","2005","Berlin","West Germany","39","0.107310612697237","0.0774243915248564","0.137196833869617","3"
"At least once a month","2005","Berlin","East Germany","21","","","","3"
"At least once a month","2005","Brandenburg","West Germany","","","","","3"
"At least once a month","2005","Brandenburg","East Germany","63","0.069665966957326","0.052893140843875","0.0864387930707769","3"
"At least once a month","2005","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"At least once a month","2005","Mecklenburg-Western Pomerania","East Germany","41","0.0476292674663455","0.0290352688564356","0.0662232660762555","3"
"At least once a month","2005","Saxony","West Germany","","","","","3"
"At least once a month","2005","Saxony","East Germany","128","0.0840799151243532","0.0701427943674195","0.0980170358812869","3"
"At least once a month","2005","Saxony-Anhalt","West Germany","","","","","3"
