"m11104","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Several times a year","2007","Berlin","Couple + C. LE 16 ","29","","",""
"Several times a year","2007","Berlin","Couple + C. GT 16 ","26","","",""
"Several times a year","2007","Berlin","Couple + C. LE and GT 16","10","","",""
"Several times a year","2007","Brandenburg","1-pers.-HH","27","","",""
"Several times a year","2007","Brandenburg","(Married) couple without C. ","60","0.139015170734491","0.101460138483052","0.176570202985929"
"Several times a year","2007","Brandenburg","Single parent ","16","","",""
"Several times a year","2007","Brandenburg","Couple + C. LE 16 ","38","0.327012686524249","0.237282373881158","0.416742999167341"
"Several times a year","2007","Brandenburg","Couple + C. GT 16 ","58","0.31542658448317","0.247542025631932","0.383311143334408"
"Several times a year","2007","Brandenburg","Couple + C. LE and GT 16","5","","",""
"Several times a year","2007","Mecklenburg-Western Pomerania","1-pers.-HH","9","","",""
"Several times a year","2007","Mecklenburg-Western Pomerania","(Married) couple without C. ","34","0.145384583643011","0.0961625539753038","0.194606613310718"
"Several times a year","2007","Mecklenburg-Western Pomerania","Single parent ","6","","",""
"Several times a year","2007","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","19","","",""
"Several times a year","2007","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","15","","",""
"Several times a year","2007","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","4","","",""
"Several times a year","2007","Saxony","1-pers.-HH","36","0.176902597030693","0.128218758922718","0.225586435138668"
"Several times a year","2007","Saxony","(Married) couple without C. ","99","0.18460221243358","0.153428191452222","0.215776233414939"
"Several times a year","2007","Saxony","Single parent ","19","","",""
"Several times a year","2007","Saxony","Couple + C. LE 16 ","52","0.270358101843868","0.206869795316843","0.333846408370894"
"Several times a year","2007","Saxony","Couple + C. GT 16 ","51","0.193168869220898","0.145726413075891","0.240611325365906"
"Several times a year","2007","Saxony","Couple + C. LE and GT 16","27","","",""
"Several times a year","2007","Saxony-Anhalt","1-pers.-HH","17","","",""
"Several times a year","2007","Saxony-Anhalt","(Married) couple without C. ","44","0.120472449988173","0.0851372229542488","0.155807677022097"
"Several times a year","2007","Saxony-Anhalt","Single parent ","4","","",""
"Several times a year","2007","Saxony-Anhalt","Couple + C. LE 16 ","40","0.373768833318338","0.284958285931281","0.462579380705396"
"Several times a year","2007","Saxony-Anhalt","Couple + C. GT 16 ","58","0.388941810314044","0.323005894324576","0.454877726303512"
"Several times a year","2007","Saxony-Anhalt","Couple + C. LE and GT 16","10","","",""
"Several times a year","2007","Thuringia","1-pers.-HH","19","","",""
"Several times a year","2007","Thuringia","(Married) couple without C. ","55","0.218301944657806","0.172464635793514","0.264139253522098"
"Several times a year","2007","Thuringia","Single parent ","10","","",""
"Several times a year","2007","Thuringia","Couple + C. LE 16 ","37","0.28210305090858","0.200559408727262","0.363646693089899"
"Several times a year","2007","Thuringia","Couple + C. GT 16 ","62","0.286256127197049","0.224828319541227","0.34768393485287"
"Several times a year","2007","Thuringia","Couple + C. LE and GT 16","7","","",""
"At least once a month","2007","Schleswig-Holstein","1-pers.-HH","7","","",""
"At least once a month","2007","Schleswig-Holstein","(Married) couple without C. ","13","","",""
"At least once a month","2007","Schleswig-Holstein","Single parent ","3","","",""
"At least once a month","2007","Schleswig-Holstein","Couple + C. LE 16 ","6","","",""
"At least once a month","2007","Schleswig-Holstein","Couple + C. GT 16 ","9","","",""
"At least once a month","2007","Schleswig-Holstein","Couple + C. LE and GT 16","2","","",""
"At least once a month","2007","Hamburg","1-pers.-HH","7","","",""
"At least once a month","2007","Hamburg","(Married) couple without C. ","4","","",""
"At least once a month","2007","Hamburg","Single parent ","1","","",""
"At least once a month","2007","Hamburg","Couple + C. LE 16 ","","","",""
"At least once a month","2007","Hamburg","Couple + C. GT 16 ","1","","",""
"At least once a month","2007","Hamburg","Couple + C. LE and GT 16","5","","",""
"At least once a month","2007","Lower Saxony","1-pers.-HH","13","","",""
"At least once a month","2007","Lower Saxony","(Married) couple without C. ","31","0.0505995526479241","0.0340280645545643","0.067171040741284"
"At least once a month","2007","Lower Saxony","Single parent ","6","","",""
"At least once a month","2007","Lower Saxony","Couple + C. LE 16 ","28","","",""
"At least once a month","2007","Lower Saxony","Couple + C. GT 16 ","21","","",""
"At least once a month","2007","Lower Saxony","Couple + C. LE and GT 16","6","","",""
"At least once a month","2007","Bremen","1-pers.-HH","3","","",""
"At least once a month","2007","Bremen","(Married) couple without C. ","5","","",""
"At least once a month","2007","Bremen","Single parent ","","","",""
"At least once a month","2007","Bremen","Couple + C. LE 16 ","","","",""
"At least once a month","2007","Bremen","Couple + C. GT 16 ","2","","",""
"At least once a month","2007","Bremen","Couple + C. LE and GT 16","1","","",""
"At least once a month","2007","North Rhine-Westphalia","1-pers.-HH","38","0.058302174169085","0.0395221711328167","0.0770821772053533"
"At least once a month","2007","North Rhine-Westphalia","(Married) couple without C. ","88","0.0552250203769259","0.0437981833022042","0.0666518574516476"
"At least once a month","2007","North Rhine-Westphalia","Single parent ","14","","",""
"At least once a month","2007","North Rhine-Westphalia","Couple + C. LE 16 ","56","0.0642635898698687","0.0472920924565292","0.0812350872832082"
"At least once a month","2007","North Rhine-Westphalia","Couple + C. GT 16 ","54","0.0598244534397284","0.0423428111464512","0.0773060957330055"
"At least once a month","2007","North Rhine-Westphalia","Couple + C. LE and GT 16","19","","",""
"At least once a month","2007","Hesse","1-pers.-HH","9","","",""
"At least once a month","2007","Hesse","(Married) couple without C. ","38","0.0744318252530678","0.0522734838439828","0.0965901666621527"
"At least once a month","2007","Hesse","Single parent ","7","","",""
"At least once a month","2007","Hesse","Couple + C. LE 16 ","29","","",""
"At least once a month","2007","Hesse","Couple + C. GT 16 ","16","","",""
"At least once a month","2007","Hesse","Couple + C. LE and GT 16","5","","",""
"At least once a month","2007","Rhineland-Palatinate,Saarland","1-pers.-HH","17","","",""
"At least once a month","2007","Rhineland-Palatinate,Saarland","(Married) couple without C. ","15","","",""
"At least once a month","2007","Rhineland-Palatinate,Saarland","Single parent ","4","","",""
"At least once a month","2007","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","22","","",""
"At least once a month","2007","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","8","","",""
"At least once a month","2007","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","11","","",""
"At least once a month","2007","Baden-Württemberg","1-pers.-HH","25","","",""
"At least once a month","2007","Baden-Württemberg","(Married) couple without C. ","55","0.0723903219197474","0.0543998804841","0.0903807633553947"
"At least once a month","2007","Baden-Württemberg","Single parent ","11","","",""
"At least once a month","2007","Baden-Württemberg","Couple + C. LE 16 ","43","0.110306274816434","0.0815215046890625","0.139091044943805"
"At least once a month","2007","Baden-Württemberg","Couple + C. GT 16 ","47","0.104431616245073","0.0758240305692562","0.13303920192089"
"At least once a month","2007","Baden-Württemberg","Couple + C. LE and GT 16","21","","",""
"At least once a month","2007","Bavaria","1-pers.-HH","33","0.0582513786498259","0.0363665901662185","0.0801361671334333"
"At least once a month","2007","Bavaria","(Married) couple without C. ","80","0.0625882387083935","0.0475378362009033","0.0776386412158836"
"At least once a month","2007","Bavaria","Single parent ","18","","",""
"At least once a month","2007","Bavaria","Couple + C. LE 16 ","66","0.0847049435032017","0.062369434070684","0.107040452935719"
"At least once a month","2007","Bavaria","Couple + C. GT 16 ","59","0.0993312638816075","0.0733722298606813","0.125290297902534"
"At least once a month","2007","Bavaria","Couple + C. LE and GT 16","16","","",""
"At least once a month","2007","Berlin","1-pers.-HH","11","","",""
"At least once a month","2007","Berlin","(Married) couple without C. ","18","","",""
"At least once a month","2007","Berlin","Single parent ","5","","",""
"At least once a month","2007","Berlin","Couple + C. LE 16 ","14","","",""
"At least once a month","2007","Berlin","Couple + C. GT 16 ","12","","",""
"At least once a month","2007","Berlin","Couple + C. LE and GT 16","7","","",""
"At least once a month","2007","Brandenburg","1-pers.-HH","12","","",""
"At least once a month","2007","Brandenburg","(Married) couple without C. ","21","","",""
"At least once a month","2007","Brandenburg","Single parent ","3","","",""
"At least once a month","2007","Brandenburg","Couple + C. LE 16 ","10","","",""
"At least once a month","2007","Brandenburg","Couple + C. GT 16 ","12","","",""
"At least once a month","2007","Brandenburg","Couple + C. LE and GT 16","6","","",""
"At least once a month","2007","Mecklenburg-Western Pomerania","1-pers.-HH","5","","",""
"At least once a month","2007","Mecklenburg-Western Pomerania","(Married) couple without C. ","6","","",""
"At least once a month","2007","Mecklenburg-Western Pomerania","Single parent ","","","",""
"At least once a month","2007","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","5","","",""
"At least once a month","2007","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","8","","",""
"At least once a month","2007","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","1","","",""
"At least once a month","2007","Saxony","1-pers.-HH","20","","",""
"At least once a month","2007","Saxony","(Married) couple without C. ","30","0.0422415710722383","0.026079849125234","0.0584032930192425"
"At least once a month","2007","Saxony","Single parent ","6","","",""
"At least once a month","2007","Saxony","Couple + C. LE 16 ","14","","",""
"At least once a month","2007","Saxony","Couple + C. GT 16 ","25","","",""
"At least once a month","2007","Saxony","Couple + C. LE and GT 16","15","","",""
"At least once a month","2007","Saxony-Anhalt","1-pers.-HH","6","","",""
"At least once a month","2007","Saxony-Anhalt","(Married) couple without C. ","10","","",""
"At least once a month","2007","Saxony-Anhalt","Single parent ","2","","",""
"At least once a month","2007","Saxony-Anhalt","Couple + C. LE 16 ","6","","",""
"At least once a month","2007","Saxony-Anhalt","Couple + C. GT 16 ","22","","",""
"At least once a month","2007","Saxony-Anhalt","Couple + C. LE and GT 16","3","","",""
"At least once a month","2007","Thuringia","1-pers.-HH","12","","",""
"At least once a month","2007","Thuringia","(Married) couple without C. ","14","","",""
"At least once a month","2007","Thuringia","Single parent ","6","","",""
"At least once a month","2007","Thuringia","Couple + C. LE 16 ","14","","",""
"At least once a month","2007","Thuringia","Couple + C. GT 16 ","17","","",""
"At least once a month","2007","Thuringia","Couple + C. LE and GT 16","3","","",""
"At lease once a week","2007","Schleswig-Holstein","1-pers.-HH","41","0.427316564048169","0.332242163422671","0.522390964673668"
"At lease once a week","2007","Schleswig-Holstein","(Married) couple without C. ","93","0.432054386886747","0.370893974529001","0.493214799244493"
"At lease once a week","2007","Schleswig-Holstein","Single parent ","15","","",""
"At lease once a week","2007","Schleswig-Holstein","Couple + C. LE 16 ","34","0.345769469051601","0.256888153575453","0.434650784527749"
"At lease once a week","2007","Schleswig-Holstein","Couple + C. GT 16 ","36","0.374443279385946","0.271555215386143","0.47733134338575"
"At lease once a week","2007","Schleswig-Holstein","Couple + C. LE and GT 16","17","","",""
"At lease once a week","2007","Hamburg","1-pers.-HH","36","0.436438672593323","0.329095761340894","0.543781583845751"
"At lease once a week","2007","Hamburg","(Married) couple without C. ","46","0.42115456990358","0.327161199745306","0.515147940061853"
"At lease once a week","2007","Hamburg","Single parent ","","","",""
"At lease once a week","2007","Hamburg","Couple + C. LE 16 ","14","","",""
"At lease once a week","2007","Hamburg","Couple + C. GT 16 ","15","","",""
"At lease once a week","2007","Hamburg","Couple + C. LE and GT 16","7","","",""
"At lease once a week","2007","Lower Saxony","1-pers.-HH","96","0.364314507923631","0.304177762501904","0.424451253345359"
