"m11104","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"At least once a month","2011","(Married) couple without C. ","higher education","146","0.0791393804036465","0.0673786008309376","0.0909001599763553"
"At least once a month","2011","Single parent ","in school","9","","",""
"At least once a month","2011","Single parent ","inadequately","2","","",""
"At least once a month","2011","Single parent ","general elemantary","16","","",""
"At least once a month","2011","Single parent ","middle vocational","94","0.0749840837366121","0.0610534148532714","0.0889147526199528"
"At least once a month","2011","Single parent ","vocational + Abi","13","","",""
"At least once a month","2011","Single parent ","higher vocational","5","","",""
"At least once a month","2011","Single parent ","higher education","39","0.102729903997594","0.0740003103721231","0.131459497623066"
"At least once a month","2011","Couple + C. LE 16 ","in school","","","",""
"At least once a month","2011","Couple + C. LE 16 ","inadequately","4","","",""
"At least once a month","2011","Couple + C. LE 16 ","general elemantary","20","","",""
"At least once a month","2011","Couple + C. LE 16 ","middle vocational","222","0.0586582110590872","0.0510784533895383","0.0662379687286361"
"At least once a month","2011","Couple + C. LE 16 ","vocational + Abi","61","0.0802689056044797","0.0619163668057039","0.0986214444032554"
"At least once a month","2011","Couple + C. LE 16 ","higher vocational","48","0.097593601561878","0.0730364259433112","0.122150777180445"
"At least once a month","2011","Couple + C. LE 16 ","higher education","183","0.0851467361351017","0.0730737878640594","0.097219684406144"
"At least once a month","2011","Couple + C. GT 16 ","in school","11","","",""
"At least once a month","2011","Couple + C. GT 16 ","inadequately","1","","",""
"At least once a month","2011","Couple + C. GT 16 ","general elemantary","21","","",""
"At least once a month","2011","Couple + C. GT 16 ","middle vocational","110","0.0535834709772384","0.0426411136162382","0.0645258283382385"
"At least once a month","2011","Couple + C. GT 16 ","vocational + Abi","17","","",""
"At least once a month","2011","Couple + C. GT 16 ","higher vocational","14","","",""
"At least once a month","2011","Couple + C. GT 16 ","higher education","55","0.0824393569103512","0.0602091188160553","0.104669595004647"
"At least once a month","2011","Couple + C. LE and GT 16","in school","13","","",""
"At least once a month","2011","Couple + C. LE and GT 16","inadequately","","","",""
"At least once a month","2011","Couple + C. LE and GT 16","general elemantary","20","","",""
"At least once a month","2011","Couple + C. LE and GT 16","middle vocational","73","0.068690954000511","0.051903434380316","0.085478473620706"
"At least once a month","2011","Couple + C. LE and GT 16","vocational + Abi","9","","",""
"At least once a month","2011","Couple + C. LE and GT 16","higher vocational","9","","",""
"At least once a month","2011","Couple + C. LE and GT 16","higher education","23","","",""
"At lease once a week","2011","1-pers.-HH","in school","5","","",""
"At lease once a week","2011","1-pers.-HH","inadequately","7","","",""
"At lease once a week","2011","1-pers.-HH","general elemantary","72","0.137731775094875","0.107525209329976","0.167938340859775"
"At lease once a week","2011","1-pers.-HH","middle vocational","568","0.300187401312144","0.279176382852273","0.321198419772014"
"At lease once a week","2011","1-pers.-HH","vocational + Abi","92","0.452232455820669","0.383933821581492","0.520531090059846"
"At lease once a week","2011","1-pers.-HH","higher vocational","81","0.406212572646266","0.339945308234093","0.47247983705844"
"At lease once a week","2011","1-pers.-HH","higher education","410","0.57018928349019","0.534736092743499","0.60564247423688"
"At lease once a week","2011","(Married) couple without C. ","in school","","","",""
"At lease once a week","2011","(Married) couple without C. ","inadequately","9","","",""
"At lease once a week","2011","(Married) couple without C. ","general elemantary","168","0.237183877570552","0.205560503679632","0.268807251461471"
"At lease once a week","2011","(Married) couple without C. ","middle vocational","1381","0.316159059888634","0.302197861822013","0.330120257955255"
"At lease once a week","2011","(Married) couple without C. ","vocational + Abi","149","0.429051959805445","0.378957961647489","0.4791459579634"
"At lease once a week","2011","(Married) couple without C. ","higher vocational","233","0.363085651093256","0.325444804712877","0.400726497473635"
"At lease once a week","2011","(Married) couple without C. ","higher education","1080","0.542673224219832","0.520969945462549","0.564376502977116"
"At lease once a week","2011","Single parent ","in school","63","0.455222148024743","0.362580128244707","0.54786416780478"
"At lease once a week","2011","Single parent ","inadequately","8","","",""
"At lease once a week","2011","Single parent ","general elemantary","107","0.27728869433267","0.235412776728435","0.319164611936905"
"At lease once a week","2011","Single parent ","middle vocational","416","0.291283818864009","0.267250863682975","0.315316774045044"
"At lease once a week","2011","Single parent ","vocational + Abi","117","0.474848051752013","0.413070449099222","0.536625654404805"
"At lease once a week","2011","Single parent ","higher vocational","43","0.364950637042446","0.271063043104119","0.458838230980773"
"At lease once a week","2011","Single parent ","higher education","233","0.527555612567308","0.480313542890231","0.574797682244386"
"At lease once a week","2011","Couple + C. LE 16 ","in school","","","",""
"At lease once a week","2011","Couple + C. LE 16 ","inadequately","20","","",""
"At lease once a week","2011","Couple + C. LE 16 ","general elemantary","90","0.166507794837368","0.135653037622375","0.197362552052362"
"At lease once a week","2011","Couple + C. LE 16 ","middle vocational","1075","0.326231058993854","0.311108148163455","0.341353969824253"
"At lease once a week","2011","Couple + C. LE 16 ","vocational + Abi","330","0.401706397254197","0.368593010706743","0.434819783801652"
"At lease once a week","2011","Couple + C. LE 16 ","higher vocational","210","0.383043057850013","0.342816035577881","0.423270080122146"
"At lease once a week","2011","Couple + C. LE 16 ","higher education","1032","0.521501639908531","0.499893286091764","0.543109993725299"
"At lease once a week","2011","Couple + C. GT 16 ","in school","108","0.631538685718405","0.555102623804912","0.707974747631898"
"At lease once a week","2011","Couple + C. GT 16 ","inadequately","4","","",""
"At lease once a week","2011","Couple + C. GT 16 ","general elemantary","96","0.330181649722576","0.280120222250132","0.380243077195019"
"At lease once a week","2011","Couple + C. GT 16 ","middle vocational","594","0.379077254046536","0.355503054123571","0.402651453969501"
"At lease once a week","2011","Couple + C. GT 16 ","vocational + Abi","89","0.45763927959019","0.386799524405176","0.528479034775204"
"At lease once a week","2011","Couple + C. GT 16 ","higher vocational","93","0.463019985520717","0.396676672738248","0.529363298303186"
"At lease once a week","2011","Couple + C. GT 16 ","higher education","300","0.513972397828279","0.473574404486543","0.554370391170016"
"At lease once a week","2011","Couple + C. LE and GT 16","in school","140","0.779737419883683","0.721570598097252","0.837904241670114"
"At lease once a week","2011","Couple + C. LE and GT 16","inadequately","5","","",""
"At lease once a week","2011","Couple + C. LE and GT 16","general elemantary","80","0.300638335119803","0.249512320288545","0.35176434995106"
"At lease once a week","2011","Couple + C. LE and GT 16","middle vocational","289","0.35170670740326","0.320013518578798","0.383399896227722"
"At lease once a week","2011","Couple + C. LE and GT 16","vocational + Abi","54","0.466847022535391","0.377953805822659","0.555740239248123"
"At lease once a week","2011","Couple + C. LE and GT 16","higher vocational","51","0.381548633032784","0.293528324200649","0.469568941864919"
"At lease once a week","2011","Couple + C. LE and GT 16","higher education","172","0.526242943819404","0.471277536779406","0.581208350859403"
"Almost never or never","2012","1-pers.-HH","in school","","","",""
"Almost never or never","2012","1-pers.-HH","inadequately","","","",""
"Almost never or never","2012","1-pers.-HH","general elemantary","","","",""
"Almost never or never","2012","1-pers.-HH","middle vocational","","","",""
"Almost never or never","2012","1-pers.-HH","vocational + Abi","","","",""
"Almost never or never","2012","1-pers.-HH","higher vocational","","","",""
"Almost never or never","2012","1-pers.-HH","higher education","","","",""
"Almost never or never","2012","(Married) couple without C. ","in school","","","",""
"Almost never or never","2012","(Married) couple without C. ","inadequately","","","",""
"Almost never or never","2012","(Married) couple without C. ","general elemantary","","","",""
"Almost never or never","2012","(Married) couple without C. ","middle vocational","","","",""
"Almost never or never","2012","(Married) couple without C. ","vocational + Abi","","","",""
"Almost never or never","2012","(Married) couple without C. ","higher vocational","","","",""
"Almost never or never","2012","(Married) couple without C. ","higher education","","","",""
"Almost never or never","2012","Single parent ","in school","","","",""
"Almost never or never","2012","Single parent ","inadequately","","","",""
"Almost never or never","2012","Single parent ","general elemantary","","","",""
"Almost never or never","2012","Single parent ","middle vocational","","","",""
"Almost never or never","2012","Single parent ","vocational + Abi","","","",""
"Almost never or never","2012","Single parent ","higher vocational","","","",""
"Almost never or never","2012","Single parent ","higher education","","","",""
"Almost never or never","2012","Couple + C. LE 16 ","in school","","","",""
"Almost never or never","2012","Couple + C. LE 16 ","inadequately","","","",""
"Almost never or never","2012","Couple + C. LE 16 ","general elemantary","","","",""
"Almost never or never","2012","Couple + C. LE 16 ","middle vocational","","","",""
"Almost never or never","2012","Couple + C. LE 16 ","vocational + Abi","","","",""
"Almost never or never","2012","Couple + C. LE 16 ","higher vocational","","","",""
"Almost never or never","2012","Couple + C. LE 16 ","higher education","","","",""
"Almost never or never","2012","Couple + C. GT 16 ","in school","","","",""
"Almost never or never","2012","Couple + C. GT 16 ","inadequately","","","",""
"Almost never or never","2012","Couple + C. GT 16 ","general elemantary","","","",""
"Almost never or never","2012","Couple + C. GT 16 ","middle vocational","","","",""
"Almost never or never","2012","Couple + C. GT 16 ","vocational + Abi","","","",""
"Almost never or never","2012","Couple + C. GT 16 ","higher vocational","","","",""
"Almost never or never","2012","Couple + C. GT 16 ","higher education","","","",""
"Almost never or never","2012","Couple + C. LE and GT 16","in school","","","",""
"Almost never or never","2012","Couple + C. LE and GT 16","inadequately","","","",""
"Almost never or never","2012","Couple + C. LE and GT 16","general elemantary","","","",""
"Almost never or never","2012","Couple + C. LE and GT 16","middle vocational","","","",""
"Almost never or never","2012","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Almost never or never","2012","Couple + C. LE and GT 16","higher vocational","","","",""
"Almost never or never","2012","Couple + C. LE and GT 16","higher education","","","",""
"Several times a year","2012","1-pers.-HH","in school","","","",""
"Several times a year","2012","1-pers.-HH","inadequately","","","",""
"Several times a year","2012","1-pers.-HH","general elemantary","","","",""
"Several times a year","2012","1-pers.-HH","middle vocational","","","",""
"Several times a year","2012","1-pers.-HH","vocational + Abi","","","",""
"Several times a year","2012","1-pers.-HH","higher vocational","","","",""
"Several times a year","2012","1-pers.-HH","higher education","","","",""
"Several times a year","2012","(Married) couple without C. ","in school","","","",""
"Several times a year","2012","(Married) couple without C. ","inadequately","","","",""
"Several times a year","2012","(Married) couple without C. ","general elemantary","","","",""
"Several times a year","2012","(Married) couple without C. ","middle vocational","","","",""
"Several times a year","2012","(Married) couple without C. ","vocational + Abi","","","",""
"Several times a year","2012","(Married) couple without C. ","higher vocational","","","",""
"Several times a year","2012","(Married) couple without C. ","higher education","","","",""
"Several times a year","2012","Single parent ","in school","","","",""
"Several times a year","2012","Single parent ","inadequately","","","",""
"Several times a year","2012","Single parent ","general elemantary","","","",""
"Several times a year","2012","Single parent ","middle vocational","","","",""
"Several times a year","2012","Single parent ","vocational + Abi","","","",""
"Several times a year","2012","Single parent ","higher vocational","","","",""
"Several times a year","2012","Single parent ","higher education","","","",""
"Several times a year","2012","Couple + C. LE 16 ","in school","","","",""
"Several times a year","2012","Couple + C. LE 16 ","inadequately","","","",""
"Several times a year","2012","Couple + C. LE 16 ","general elemantary","","","",""
"Several times a year","2012","Couple + C. LE 16 ","middle vocational","","","",""
"Several times a year","2012","Couple + C. LE 16 ","vocational + Abi","","","",""
"Several times a year","2012","Couple + C. LE 16 ","higher vocational","","","",""
"Several times a year","2012","Couple + C. LE 16 ","higher education","","","",""
"Several times a year","2012","Couple + C. GT 16 ","in school","","","",""
"Several times a year","2012","Couple + C. GT 16 ","inadequately","","","",""
"Several times a year","2012","Couple + C. GT 16 ","general elemantary","","","",""
"Several times a year","2012","Couple + C. GT 16 ","middle vocational","","","",""
"Several times a year","2012","Couple + C. GT 16 ","vocational + Abi","","","",""
"Several times a year","2012","Couple + C. GT 16 ","higher vocational","","","",""
"Several times a year","2012","Couple + C. GT 16 ","higher education","","","",""
"Several times a year","2012","Couple + C. LE and GT 16","in school","","","",""
"Several times a year","2012","Couple + C. LE and GT 16","inadequately","","","",""
"Several times a year","2012","Couple + C. LE and GT 16","general elemantary","","","",""
"Several times a year","2012","Couple + C. LE and GT 16","middle vocational","","","",""
"Several times a year","2012","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Several times a year","2012","Couple + C. LE and GT 16","higher vocational","","","",""
"Several times a year","2012","Couple + C. LE and GT 16","higher education","","","",""
"At least once a month","2012","1-pers.-HH","in school","","","",""
"At least once a month","2012","1-pers.-HH","inadequately","","","",""
"At least once a month","2012","1-pers.-HH","general elemantary","","","",""
"At least once a month","2012","1-pers.-HH","middle vocational","","","",""
"At least once a month","2012","1-pers.-HH","vocational + Abi","","","",""
"At least once a month","2012","1-pers.-HH","higher vocational","","","",""
"At least once a month","2012","1-pers.-HH","higher education","","","",""
"At least once a month","2012","(Married) couple without C. ","in school","","","",""
"At least once a month","2012","(Married) couple without C. ","inadequately","","","",""
"At least once a month","2012","(Married) couple without C. ","general elemantary","","","",""
"At least once a month","2012","(Married) couple without C. ","middle vocational","","","",""
"At least once a month","2012","(Married) couple without C. ","vocational + Abi","","","",""
"At least once a month","2012","(Married) couple without C. ","higher vocational","","","",""
"At least once a month","2012","(Married) couple without C. ","higher education","","","",""
"At least once a month","2012","Single parent ","in school","","","",""
"At least once a month","2012","Single parent ","inadequately","","","",""
"At least once a month","2012","Single parent ","general elemantary","","","",""
"At least once a month","2012","Single parent ","middle vocational","","","",""
"At least once a month","2012","Single parent ","vocational + Abi","","","",""
"At least once a month","2012","Single parent ","higher vocational","","","",""
"At least once a month","2012","Single parent ","higher education","","","",""
"At least once a month","2012","Couple + C. LE 16 ","in school","","","",""
"At least once a month","2012","Couple + C. LE 16 ","inadequately","","","",""
"At least once a month","2012","Couple + C. LE 16 ","general elemantary","","","",""
"At least once a month","2012","Couple + C. LE 16 ","middle vocational","","","",""
"At least once a month","2012","Couple + C. LE 16 ","vocational + Abi","","","",""
"At least once a month","2012","Couple + C. LE 16 ","higher vocational","","","",""
"At least once a month","2012","Couple + C. LE 16 ","higher education","","","",""
"At least once a month","2012","Couple + C. GT 16 ","in school","","","",""
"At least once a month","2012","Couple + C. GT 16 ","inadequately","","","",""
"At least once a month","2012","Couple + C. GT 16 ","general elemantary","","","",""
"At least once a month","2012","Couple + C. GT 16 ","middle vocational","","","",""
"At least once a month","2012","Couple + C. GT 16 ","vocational + Abi","","","",""
"At least once a month","2012","Couple + C. GT 16 ","higher vocational","","","",""
"At least once a month","2012","Couple + C. GT 16 ","higher education","","","",""
"At least once a month","2012","Couple + C. LE and GT 16","in school","","","",""
"At least once a month","2012","Couple + C. LE and GT 16","inadequately","","","",""
"At least once a month","2012","Couple + C. LE and GT 16","general elemantary","","","",""
"At least once a month","2012","Couple + C. LE and GT 16","middle vocational","","","",""
"At least once a month","2012","Couple + C. LE and GT 16","vocational + Abi","","","",""
"At least once a month","2012","Couple + C. LE and GT 16","higher vocational","","","",""
"At least once a month","2012","Couple + C. LE and GT 16","higher education","","","",""
"At lease once a week","2012","1-pers.-HH","in school","","","",""
"At lease once a week","2012","1-pers.-HH","inadequately","","","",""
"At lease once a week","2012","1-pers.-HH","general elemantary","","","",""
"At lease once a week","2012","1-pers.-HH","middle vocational","","","",""
"At lease once a week","2012","1-pers.-HH","vocational + Abi","","","",""
"At lease once a week","2012","1-pers.-HH","higher vocational","","","",""
"At lease once a week","2012","1-pers.-HH","higher education","","","",""
"At lease once a week","2012","(Married) couple without C. ","in school","","","",""
"At lease once a week","2012","(Married) couple without C. ","inadequately","","","",""
"At lease once a week","2012","(Married) couple without C. ","general elemantary","","","",""
"At lease once a week","2012","(Married) couple without C. ","middle vocational","","","",""
"At lease once a week","2012","(Married) couple without C. ","vocational + Abi","","","",""
"At lease once a week","2012","(Married) couple without C. ","higher vocational","","","",""
"At lease once a week","2012","(Married) couple without C. ","higher education","","","",""
"At lease once a week","2012","Single parent ","in school","","","",""
"At lease once a week","2012","Single parent ","inadequately","","","",""
"At lease once a week","2012","Single parent ","general elemantary","","","",""
"At lease once a week","2012","Single parent ","middle vocational","","","",""
"At lease once a week","2012","Single parent ","vocational + Abi","","","",""
"At lease once a week","2012","Single parent ","higher vocational","","","",""
"At lease once a week","2012","Single parent ","higher education","","","",""
"At lease once a week","2012","Couple + C. LE 16 ","in school","","","",""
"At lease once a week","2012","Couple + C. LE 16 ","inadequately","","","",""
"At lease once a week","2012","Couple + C. LE 16 ","general elemantary","","","",""
"At lease once a week","2012","Couple + C. LE 16 ","middle vocational","","","",""
"At lease once a week","2012","Couple + C. LE 16 ","vocational + Abi","","","",""
"At lease once a week","2012","Couple + C. LE 16 ","higher vocational","","","",""
"At lease once a week","2012","Couple + C. LE 16 ","higher education","","","",""
"At lease once a week","2012","Couple + C. GT 16 ","in school","","","",""
"At lease once a week","2012","Couple + C. GT 16 ","inadequately","","","",""
"At lease once a week","2012","Couple + C. GT 16 ","general elemantary","","","",""
"At lease once a week","2012","Couple + C. GT 16 ","middle vocational","","","",""
"At lease once a week","2012","Couple + C. GT 16 ","vocational + Abi","","","",""
"At lease once a week","2012","Couple + C. GT 16 ","higher vocational","","","",""
"At lease once a week","2012","Couple + C. GT 16 ","higher education","","","",""
"At lease once a week","2012","Couple + C. LE and GT 16","in school","","","",""
"At lease once a week","2012","Couple + C. LE and GT 16","inadequately","","","",""
"At lease once a week","2012","Couple + C. LE and GT 16","general elemantary","","","",""
"At lease once a week","2012","Couple + C. LE and GT 16","middle vocational","","","",""
"At lease once a week","2012","Couple + C. LE and GT 16","vocational + Abi","","","",""
"At lease once a week","2012","Couple + C. LE and GT 16","higher vocational","","","",""
"At lease once a week","2012","Couple + C. LE and GT 16","higher education","","","",""
"Almost never or never","2013","1-pers.-HH","in school","","","",""
"Almost never or never","2013","1-pers.-HH","inadequately","31","0.582760708511802","0.443263600767867","0.722257816255738"
"Almost never or never","2013","1-pers.-HH","general elemantary","277","0.612703540280945","0.567645543573411","0.657761536988479"
"Almost never or never","2013","1-pers.-HH","middle vocational","714","0.404299749633486","0.381584183046613","0.427015316220359"
"Almost never or never","2013","1-pers.-HH","vocational + Abi","46","0.223444012432196","0.167238668404643","0.27964935645975"
"Almost never or never","2013","1-pers.-HH","higher vocational","64","0.308476426818851","0.245097118863723","0.371855734773979"
"Almost never or never","2013","1-pers.-HH","higher education","152","0.18649944225492","0.159625646022743","0.213373238487096"
"Almost never or never","2013","(Married) couple without C. ","in school","","","",""
"Almost never or never","2013","(Married) couple without C. ","inadequately","33","0.621163726966607","0.492961500521127","0.749365953412087"
"Almost never or never","2013","(Married) couple without C. ","general elemantary","334","0.533151564014318","0.494100972338881","0.572202155689754"
"Almost never or never","2013","(Married) couple without C. ","middle vocational","1540","0.386661944471638","0.371423009764719","0.401900879178557"
"Almost never or never","2013","(Married) couple without C. ","vocational + Abi","112","0.322650704497633","0.273463062415019","0.371838346580247"
"Almost never or never","2013","(Married) couple without C. ","higher vocational","173","0.261424657344773","0.226294383833537","0.296554930856009"
"Almost never or never","2013","(Married) couple without C. ","higher education","390","0.177490313812237","0.160865189297062","0.194115438327412"
"Almost never or never","2013","Single parent ","in school","22","","",""
"Almost never or never","2013","Single parent ","inadequately","25","","",""
"Almost never or never","2013","Single parent ","general elemantary","182","0.447004927998731","0.398159565043996","0.495850290953466"
"Almost never or never","2013","Single parent ","middle vocational","507","0.388577105187573","0.36172732770035","0.415426882674795"
"Almost never or never","2013","Single parent ","vocational + Abi","50","0.178228669968521","0.12659046474095","0.229866875196092"
"Almost never or never","2013","Single parent ","higher vocational","29","","",""
"Almost never or never","2013","Single parent ","higher education","56","0.142443264846412","0.106926858854284","0.17795967083854"
"Almost never or never","2013","Couple + C. LE 16 ","in school","1","","",""
"Almost never or never","2013","Couple + C. LE 16 ","inadequately","75","0.59059060889104","0.497852468748801","0.683328749033278"
"Almost never or never","2013","Couple + C. LE 16 ","general elemantary","273","0.539467082503025","0.494356910461648","0.584577254544401"
"Almost never or never","2013","Couple + C. LE 16 ","middle vocational","1189","0.333815078985464","0.316829542765195","0.350800615205732"
"Almost never or never","2013","Couple + C. LE 16 ","vocational + Abi","207","0.239579998931616","0.2077555338658","0.271404463997433"
"Almost never or never","2013","Couple + C. LE 16 ","higher vocational","117","0.224855687128348","0.186452843378075","0.263258530878621"
"Almost never or never","2013","Couple + C. LE 16 ","higher education","305","0.148367504835116","0.131670283118449","0.165064726551783"
"Almost never or never","2013","Couple + C. GT 16 ","in school","8","","",""
"Almost never or never","2013","Couple + C. GT 16 ","inadequately","13","","",""
"Almost never or never","2013","Couple + C. GT 16 ","general elemantary","98","0.292522615687256","0.238057717162513","0.346987514211999"
"Almost never or never","2013","Couple + C. GT 16 ","middle vocational","397","0.255708553640011","0.232929444452236","0.278487662827787"
"Almost never or never","2013","Couple + C. GT 16 ","vocational + Abi","34","0.225161160880129","0.158976887370901","0.291345434389356"
"Almost never or never","2013","Couple + C. GT 16 ","higher vocational","45","0.234474690249257","0.171704010884838","0.297245369613677"
"Almost never or never","2013","Couple + C. GT 16 ","higher education","80","0.144593053070851","0.114189339535648","0.174996766606055"
"Almost never or never","2013","Couple + C. LE and GT 16","in school","18","","",""
"Almost never or never","2013","Couple + C. LE and GT 16","inadequately","27","","",""
"Almost never or never","2013","Couple + C. LE and GT 16","general elemantary","116","0.418044926634561","0.360881101453902","0.47520875181522"
"Almost never or never","2013","Couple + C. LE and GT 16","middle vocational","279","0.30611047360328","0.274585061440549","0.33763588576601"
"Almost never or never","2013","Couple + C. LE and GT 16","vocational + Abi","33","0.193949404747509","0.128219036113665","0.259679773381354"
"Almost never or never","2013","Couple + C. LE and GT 16","higher vocational","25","","",""
"Almost never or never","2013","Couple + C. LE and GT 16","higher education","44","0.128554610726473","0.0913555637544738","0.165753657698472"
"Several times a year","2013","1-pers.-HH","in school","1","","",""
"Several times a year","2013","1-pers.-HH","inadequately","4","","",""
"Several times a year","2013","1-pers.-HH","general elemantary","35","0.092350885121104","0.065571262917489","0.119130507324719"
"Several times a year","2013","1-pers.-HH","middle vocational","238","0.138459003004172","0.122472387842724","0.154445618165621"
"Several times a year","2013","1-pers.-HH","vocational + Abi","31","0.15397255816013","0.105273478799661","0.2026716375206"
"Several times a year","2013","1-pers.-HH","higher vocational","36","0.200482393891594","0.145542838194897","0.25542194958829"
"Several times a year","2013","1-pers.-HH","higher education","89","0.101382635168687","0.0805578507296599","0.122207419607714"
"Several times a year","2013","(Married) couple without C. ","in school","1","","",""
"Several times a year","2013","(Married) couple without C. ","inadequately","6","","",""
"Several times a year","2013","(Married) couple without C. ","general elemantary","59","0.108550392310499","0.0842015443206543","0.132899240300344"
"Several times a year","2013","(Married) couple without C. ","middle vocational","536","0.139894169060619","0.129039547431206","0.150748790690033"
"Several times a year","2013","(Married) couple without C. ","vocational + Abi","38","0.0878596153337412","0.0580738444474825","0.11764538622"
"Several times a year","2013","(Married) couple without C. ","higher vocational","93","0.154460051278558","0.125567492332122","0.183352610224994"
"Several times a year","2013","(Married) couple without C. ","higher education","242","0.125067347363505","0.110673849447826","0.139460845279184"
"Several times a year","2013","Single parent ","in school","10","","",""
"Several times a year","2013","Single parent ","inadequately","6","","",""
"Several times a year","2013","Single parent ","general elemantary","53","0.121887626064185","0.0897464759750193","0.154028776153352"
"Several times a year","2013","Single parent ","middle vocational","194","0.137523312816578","0.118552187911932","0.156494437721224"
"Several times a year","2013","Single parent ","vocational + Abi","32","0.132010273318542","0.086336381280753","0.177684165356331"
"Several times a year","2013","Single parent ","higher vocational","10","","",""
"Several times a year","2013","Single parent ","higher education","35","0.112547199429749","0.0804315580609592","0.144662840798538"
"Several times a year","2013","Couple + C. LE 16 ","in school","","","",""
"Several times a year","2013","Couple + C. LE 16 ","inadequately","7","","",""
"Several times a year","2013","Couple + C. LE 16 ","general elemantary","65","0.126400103892454","0.0963260708900726","0.156474136894835"
"Several times a year","2013","Couple + C. LE 16 ","middle vocational","552","0.220419026119591","0.205488192959102","0.23534985928008"
"Several times a year","2013","Couple + C. LE 16 ","vocational + Abi","117","0.182216519175081","0.153434443731694","0.210998594618469"
"Several times a year","2013","Couple + C. LE 16 ","higher vocational","94","0.205862366301849","0.168669766798786","0.243054965804913"
"Several times a year","2013","Couple + C. LE 16 ","higher education","280","0.159483617765027","0.142285542861877","0.176681692668178"
"Several times a year","2013","Couple + C. GT 16 ","in school","5","","",""
"Several times a year","2013","Couple + C. GT 16 ","inadequately","1","","",""
"Several times a year","2013","Couple + C. GT 16 ","general elemantary","46","0.187258860282751","0.14055228720284","0.233965433362663"
"Several times a year","2013","Couple + C. GT 16 ","middle vocational","226","0.159922546262936","0.140784081054115","0.179061011471756"
"Several times a year","2013","Couple + C. GT 16 ","vocational + Abi","24","","",""
"Several times a year","2013","Couple + C. GT 16 ","higher vocational","30","0.156997899663309","0.103097707166017","0.210898092160601"
"Several times a year","2013","Couple + C. GT 16 ","higher education","86","0.156993381518274","0.125543233364346","0.188443529672202"
"Several times a year","2013","Couple + C. LE and GT 16","in school","11","","",""
"Several times a year","2013","Couple + C. LE and GT 16","inadequately","6","","",""
"Several times a year","2013","Couple + C. LE and GT 16","general elemantary","39","0.136623105547935","0.096819046492134","0.176427164603736"
"Several times a year","2013","Couple + C. LE and GT 16","middle vocational","146","0.202278874803618","0.174801368028617","0.229756381578619"
"Several times a year","2013","Couple + C. LE and GT 16","vocational + Abi","20","","",""
"Several times a year","2013","Couple + C. LE and GT 16","higher vocational","26","","",""
"Several times a year","2013","Couple + C. LE and GT 16","higher education","33","0.100988317281112","0.067500554687028","0.134476079875196"
"At least once a month","2013","1-pers.-HH","in school","","","",""
"At least once a month","2013","1-pers.-HH","inadequately","2","","",""
"At least once a month","2013","1-pers.-HH","general elemantary","10","","",""
"At least once a month","2013","1-pers.-HH","middle vocational","57","0.0346135895805187","0.0261523916073914","0.043074787553646"
"At least once a month","2013","1-pers.-HH","vocational + Abi","24","","",""
"At least once a month","2013","1-pers.-HH","higher vocational","14","","",""
"At least once a month","2013","1-pers.-HH","higher education","52","0.0607350438016788","0.0442562637241861","0.0772138238791716"
"At least once a month","2013","(Married) couple without C. ","in school","","","",""
"At least once a month","2013","(Married) couple without C. ","inadequately","1","","",""
"At least once a month","2013","(Married) couple without C. ","general elemantary","23","","",""
"At least once a month","2013","(Married) couple without C. ","middle vocational","152","0.0415773297023592","0.0353306998464793","0.0478239595582392"
"At least once a month","2013","(Married) couple without C. ","vocational + Abi","26","","",""
"At least once a month","2013","(Married) couple without C. ","higher vocational","37","0.0932712108660547","0.0700211890365423","0.116521232695567"
"At least once a month","2013","(Married) couple without C. ","higher education","98","0.0583487719300405","0.0481495282984167","0.0685480155616643"
"At least once a month","2013","Single parent ","in school","6","","",""
"At least once a month","2013","Single parent ","inadequately","","","",""
"At least once a month","2013","Single parent ","general elemantary","17","","",""
"At least once a month","2013","Single parent ","middle vocational","58","0.0623255544518903","0.0490090464711319","0.0756420624326487"
"At least once a month","2013","Single parent ","vocational + Abi","7","","",""
"At least once a month","2013","Single parent ","higher vocational","2","","",""
"At least once a month","2013","Single parent ","higher education","23","","",""
"At least once a month","2013","Couple + C. LE 16 ","in school","","","",""
"At least once a month","2013","Couple + C. LE 16 ","inadequately","10","","",""
"At least once a month","2013","Couple + C. LE 16 ","general elemantary","18","","",""
"At least once a month","2013","Couple + C. LE 16 ","middle vocational","134","0.0474348095268032","0.0397784058812953","0.0550912131723112"
"At least once a month","2013","Couple + C. LE 16 ","vocational + Abi","28","","",""
"At least once a month","2013","Couple + C. LE 16 ","higher vocational","25","","",""
"At least once a month","2013","Couple + C. LE 16 ","higher education","124","0.068866863641332","0.0569719923010831","0.0807617349815808"
"At least once a month","2013","Couple + C. GT 16 ","in school","8","","",""
"At least once a month","2013","Couple + C. GT 16 ","inadequately","","","",""
"At least once a month","2013","Couple + C. GT 16 ","general elemantary","13","","",""
"At least once a month","2013","Couple + C. GT 16 ","middle vocational","93","0.0685500050408594","0.0553560162026783","0.0817439938790405"
"At least once a month","2013","Couple + C. GT 16 ","vocational + Abi","4","","",""
"At least once a month","2013","Couple + C. GT 16 ","higher vocational","9","","",""
