"m11104","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"At least once a month","2008","Couple + C. LE and GT 16","Urban Area","69","0.0729104112534339","0.0547807298882464","0.0910400926186213"
"At least once a month","2008","Couple + C. LE and GT 16","Rural Area","36","0.0753673490275525","0.049969304797913","0.100765393257192"
"At lease once a week","2008","1-pers.-HH","Urban Area","847","0.39971089989961","0.378685305325792","0.420736494473428"
"At lease once a week","2008","1-pers.-HH","Rural Area","309","0.340739894735172","0.310632754392542","0.370847035077802"
"At lease once a week","2008","(Married) couple without C. ","Urban Area","1964","0.398881510861834","0.384903180571689","0.412859841151978"
"At lease once a week","2008","(Married) couple without C. ","Rural Area","834","0.333903307381459","0.314786963399956","0.353019651362962"
"At lease once a week","2008","Single parent ","Urban Area","241","0.355086925849831","0.319250826083169","0.390923025616493"
"At lease once a week","2008","Single parent ","Rural Area","146","0.334197884660453","0.287971223237567","0.380424546083338"
"At lease once a week","2008","Couple + C. LE 16 ","Urban Area","928","0.427562580543521","0.406917851398485","0.448207309688558"
"At lease once a week","2008","Couple + C. LE 16 ","Rural Area","386","0.385249064900481","0.354980358390017","0.415517771410946"
"At lease once a week","2008","Couple + C. GT 16 ","Urban Area","983","0.44125069192631","0.419881164709276","0.462620219143345"
"At lease once a week","2008","Couple + C. GT 16 ","Rural Area","491","0.367182279508987","0.340795629827484","0.39356892919049"
"At lease once a week","2008","Couple + C. LE and GT 16","Urban Area","368","0.448475762009001","0.413795183350546","0.483156340667457"
"At lease once a week","2008","Couple + C. LE and GT 16","Rural Area","191","0.451258466445662","0.403382159732585","0.499134773158738"
"Almost never or never","2009","1-pers.-HH","Urban Area","848","0.428004337229198","0.406292474033963","0.449716200424433"
"Almost never or never","2009","1-pers.-HH","Rural Area","483","0.52660050999933","0.493834753882201","0.559366266116459"
"Almost never or never","2009","(Married) couple without C. ","Urban Area","1823","0.422141006989304","0.407517497424055","0.436764516554552"
"Almost never or never","2009","(Married) couple without C. ","Rural Area","1117","0.476953385979558","0.456388500096849","0.497518271862266"
"Almost never or never","2009","Single parent ","Urban Area","232","0.377031873086243","0.338914388144313","0.415149358028173"
"Almost never or never","2009","Single parent ","Rural Area","148","0.440997610658529","0.390269448085234","0.491725773231824"
"Almost never or never","2009","Couple + C. LE 16 ","Urban Area","522","0.269809339523696","0.249729391652664","0.289889287394729"
"Almost never or never","2009","Couple + C. LE 16 ","Rural Area","320","0.320293510631585","0.290900424293605","0.349686596969565"
"Almost never or never","2009","Couple + C. GT 16 ","Urban Area","542","0.269430071758181","0.249778573076134","0.289081570440228"
"Almost never or never","2009","Couple + C. GT 16 ","Rural Area","408","0.315312724484956","0.288946694225665","0.341678754744247"
"Almost never or never","2009","Couple + C. LE and GT 16","Urban Area","207","0.264275498000682","0.233330757188935","0.295220238812428"
"Almost never or never","2009","Couple + C. LE and GT 16","Rural Area","118","0.319460245543071","0.273536673763839","0.365383817322304"
"Several times a year","2009","1-pers.-HH","Urban Area","295","0.149280966802747","0.133643300719203","0.164918632886291"
"Several times a year","2009","1-pers.-HH","Rural Area","118","0.13096999568225","0.108830437182788","0.153109554181713"
"Several times a year","2009","(Married) couple without C. ","Urban Area","643","0.148601361036073","0.13806987215026","0.159132849921885"
"Several times a year","2009","(Married) couple without C. ","Rural Area","348","0.164941616478174","0.149660971639679","0.18022226131667"
"Several times a year","2009","Single parent ","Urban Area","133","0.225559853880962","0.192687778638293","0.25843192912363"
"Several times a year","2009","Single parent ","Rural Area","69","0.140228248539389","0.104752340333947","0.17570415674483"
"Several times a year","2009","Couple + C. LE 16 ","Urban Area","421","0.219630681993342","0.200901769838149","0.238359594148535"
"Several times a year","2009","Couple + C. LE 16 ","Rural Area","226","0.223732369875163","0.197479271727351","0.249985468022975"
"Several times a year","2009","Couple + C. GT 16 ","Urban Area","373","0.218892984119679","0.200577730472113","0.237208237767245"
"Several times a year","2009","Couple + C. GT 16 ","Rural Area","278","0.229966425123098","0.206087492120868","0.253845358125329"
"Several times a year","2009","Couple + C. LE and GT 16","Urban Area","160","0.2273141578812","0.197902770591353","0.256725545171047"
"Several times a year","2009","Couple + C. LE and GT 16","Rural Area","86","0.187992176425507","0.149510809301219","0.226473543549795"
"At least once a month","2009","1-pers.-HH","Urban Area","126","0.0668807989723423","0.0559186441775586","0.077842953767126"
"At least once a month","2009","1-pers.-HH","Rural Area","58","0.0725867307847762","0.0555600131103881","0.0896134484591643"
"At least once a month","2009","(Married) couple without C. ","Urban Area","280","0.0660698812438338","0.0587150813995757","0.0734246810880919"
"At least once a month","2009","(Married) couple without C. ","Rural Area","124","0.0575853555873203","0.0479936646221744","0.0671770465524662"
"At least once a month","2009","Single parent ","Urban Area","44","0.0757581365082662","0.0549463313849406","0.0965699416315918"
"At least once a month","2009","Single parent ","Rural Area","29","","",""
"At least once a month","2009","Couple + C. LE 16 ","Urban Area","161","0.0894652826713353","0.0765533432843151","0.102377222058356"
"At least once a month","2009","Couple + C. LE 16 ","Rural Area","99","0.0987557898544517","0.0799620617423795","0.117549517966524"
"At least once a month","2009","Couple + C. GT 16 ","Urban Area","188","0.0935808442154403","0.0806805455770945","0.106481142853786"
"At least once a month","2009","Couple + C. GT 16 ","Rural Area","103","0.116441522756973","0.0982403464570525","0.134642699056894"
"At least once a month","2009","Couple + C. LE and GT 16","Urban Area","66","0.07719050149","0.0584604595887333","0.0959205433912668"
"At least once a month","2009","Couple + C. LE and GT 16","Rural Area","34","0.135982725382051","0.102222636495878","0.169742814268224"
"At lease once a week","2009","1-pers.-HH","Urban Area","726","0.355833896995713","0.334825194387194","0.376842599604232"
"At lease once a week","2009","1-pers.-HH","Rural Area","233","0.269842763533644","0.240713517166467","0.29897200990082"
"At lease once a week","2009","(Married) couple without C. ","Urban Area","1636","0.36318775073079","0.34894862892895","0.37742687253263"
"At lease once a week","2009","(Married) couple without C. ","Rural Area","677","0.300519641954948","0.281642235299241","0.319397048610655"
"At lease once a week","2009","Single parent ","Urban Area","212","0.321650136524529","0.284911669392825","0.358388603656234"
"At lease once a week","2009","Single parent ","Rural Area","122","0.339117029038445","0.290748680222876","0.387485377854014"
"At lease once a week","2009","Couple + C. LE 16 ","Urban Area","773","0.421094695811626","0.398758479614157","0.443430912009095"
"At lease once a week","2009","Couple + C. LE 16 ","Rural Area","323","0.3572183296388","0.327032089545321","0.387404569732279"
"At lease once a week","2009","Couple + C. GT 16 ","Urban Area","855","0.4180960999067","0.396248414205272","0.439943785608128"
"At lease once a week","2009","Couple + C. GT 16 ","Rural Area","404","0.338279327634972","0.311431883353979","0.365126771915965"
"At lease once a week","2009","Couple + C. LE and GT 16","Urban Area","347","0.431219842628118","0.396464435793057","0.46597524946318"
"At lease once a week","2009","Couple + C. LE and GT 16","Rural Area","158","0.35656485264937","0.309388739756092","0.403740965542649"
"Almost never or never","2010","1-pers.-HH","Urban Area","","","",""
"Almost never or never","2010","1-pers.-HH","Rural Area","","","",""
"Almost never or never","2010","(Married) couple without C. ","Urban Area","","","",""
"Almost never or never","2010","(Married) couple without C. ","Rural Area","","","",""
"Almost never or never","2010","Single parent ","Urban Area","","","",""
"Almost never or never","2010","Single parent ","Rural Area","","","",""
"Almost never or never","2010","Couple + C. LE 16 ","Urban Area","","","",""
"Almost never or never","2010","Couple + C. LE 16 ","Rural Area","","","",""
"Almost never or never","2010","Couple + C. GT 16 ","Urban Area","","","",""
"Almost never or never","2010","Couple + C. GT 16 ","Rural Area","","","",""
"Almost never or never","2010","Couple + C. LE and GT 16","Urban Area","","","",""
"Almost never or never","2010","Couple + C. LE and GT 16","Rural Area","","","",""
"Several times a year","2010","1-pers.-HH","Urban Area","","","",""
"Several times a year","2010","1-pers.-HH","Rural Area","","","",""
"Several times a year","2010","(Married) couple without C. ","Urban Area","","","",""
"Several times a year","2010","(Married) couple without C. ","Rural Area","","","",""
"Several times a year","2010","Single parent ","Urban Area","","","",""
"Several times a year","2010","Single parent ","Rural Area","","","",""
"Several times a year","2010","Couple + C. LE 16 ","Urban Area","","","",""
"Several times a year","2010","Couple + C. LE 16 ","Rural Area","","","",""
"Several times a year","2010","Couple + C. GT 16 ","Urban Area","","","",""
"Several times a year","2010","Couple + C. GT 16 ","Rural Area","","","",""
"Several times a year","2010","Couple + C. LE and GT 16","Urban Area","","","",""
"Several times a year","2010","Couple + C. LE and GT 16","Rural Area","","","",""
"At least once a month","2010","1-pers.-HH","Urban Area","","","",""
"At least once a month","2010","1-pers.-HH","Rural Area","","","",""
"At least once a month","2010","(Married) couple without C. ","Urban Area","","","",""
"At least once a month","2010","(Married) couple without C. ","Rural Area","","","",""
"At least once a month","2010","Single parent ","Urban Area","","","",""
"At least once a month","2010","Single parent ","Rural Area","","","",""
"At least once a month","2010","Couple + C. LE 16 ","Urban Area","","","",""
"At least once a month","2010","Couple + C. LE 16 ","Rural Area","","","",""
"At least once a month","2010","Couple + C. GT 16 ","Urban Area","","","",""
"At least once a month","2010","Couple + C. GT 16 ","Rural Area","","","",""
"At least once a month","2010","Couple + C. LE and GT 16","Urban Area","","","",""
"At least once a month","2010","Couple + C. LE and GT 16","Rural Area","","","",""
"At lease once a week","2010","1-pers.-HH","Urban Area","","","",""
"At lease once a week","2010","1-pers.-HH","Rural Area","","","",""
"At lease once a week","2010","(Married) couple without C. ","Urban Area","","","",""
"At lease once a week","2010","(Married) couple without C. ","Rural Area","","","",""
"At lease once a week","2010","Single parent ","Urban Area","","","",""
"At lease once a week","2010","Single parent ","Rural Area","","","",""
"At lease once a week","2010","Couple + C. LE 16 ","Urban Area","","","",""
"At lease once a week","2010","Couple + C. LE 16 ","Rural Area","","","",""
"At lease once a week","2010","Couple + C. GT 16 ","Urban Area","","","",""
"At lease once a week","2010","Couple + C. GT 16 ","Rural Area","","","",""
"At lease once a week","2010","Couple + C. LE and GT 16","Urban Area","","","",""
"At lease once a week","2010","Couple + C. LE and GT 16","Rural Area","","","",""
"Almost never or never","2011","1-pers.-HH","Urban Area","1075","0.442971718249368","0.423326333785611","0.462617102713124"
