"m11104","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"At least once a month","2006","Thuringia","inadequately","","","",""
"At least once a month","2006","Thuringia","general elemantary","","","",""
"At least once a month","2006","Thuringia","middle vocational","","","",""
"At least once a month","2006","Thuringia","vocational + Abi","","","",""
"At least once a month","2006","Thuringia","higher vocational","","","",""
"At least once a month","2006","Thuringia","higher education","","","",""
"At lease once a week","2006","Schleswig-Holstein","in school","","","",""
"At lease once a week","2006","Schleswig-Holstein","inadequately","","","",""
"At lease once a week","2006","Schleswig-Holstein","general elemantary","","","",""
"At lease once a week","2006","Schleswig-Holstein","middle vocational","","","",""
"At lease once a week","2006","Schleswig-Holstein","vocational + Abi","","","",""
"At lease once a week","2006","Schleswig-Holstein","higher vocational","","","",""
"At lease once a week","2006","Schleswig-Holstein","higher education","","","",""
"At lease once a week","2006","Hamburg","in school","","","",""
"At lease once a week","2006","Hamburg","inadequately","","","",""
"At lease once a week","2006","Hamburg","general elemantary","","","",""
"At lease once a week","2006","Hamburg","middle vocational","","","",""
"At lease once a week","2006","Hamburg","vocational + Abi","","","",""
"At lease once a week","2006","Hamburg","higher vocational","","","",""
"At lease once a week","2006","Hamburg","higher education","","","",""
"At lease once a week","2006","Lower Saxony","in school","","","",""
"At lease once a week","2006","Lower Saxony","inadequately","","","",""
"At lease once a week","2006","Lower Saxony","general elemantary","","","",""
"At lease once a week","2006","Lower Saxony","middle vocational","","","",""
"At lease once a week","2006","Lower Saxony","vocational + Abi","","","",""
"At lease once a week","2006","Lower Saxony","higher vocational","","","",""
"At lease once a week","2006","Lower Saxony","higher education","","","",""
"At lease once a week","2006","Bremen","in school","","","",""
"At lease once a week","2006","Bremen","inadequately","","","",""
"At lease once a week","2006","Bremen","general elemantary","","","",""
"At lease once a week","2006","Bremen","middle vocational","","","",""
"At lease once a week","2006","Bremen","vocational + Abi","","","",""
"At lease once a week","2006","Bremen","higher vocational","","","",""
"At lease once a week","2006","Bremen","higher education","","","",""
"At lease once a week","2006","North Rhine-Westphalia","in school","","","",""
"At lease once a week","2006","North Rhine-Westphalia","inadequately","","","",""
"At lease once a week","2006","North Rhine-Westphalia","general elemantary","","","",""
"At lease once a week","2006","North Rhine-Westphalia","middle vocational","","","",""
"At lease once a week","2006","North Rhine-Westphalia","vocational + Abi","","","",""
"At lease once a week","2006","North Rhine-Westphalia","higher vocational","","","",""
"At lease once a week","2006","North Rhine-Westphalia","higher education","","","",""
"At lease once a week","2006","Hesse","in school","","","",""
"At lease once a week","2006","Hesse","inadequately","","","",""
"At lease once a week","2006","Hesse","general elemantary","","","",""
"At lease once a week","2006","Hesse","middle vocational","","","",""
"At lease once a week","2006","Hesse","vocational + Abi","","","",""
"At lease once a week","2006","Hesse","higher vocational","","","",""
"At lease once a week","2006","Hesse","higher education","","","",""
"At lease once a week","2006","Rhineland-Palatinate,Saarland","in school","","","",""
"At lease once a week","2006","Rhineland-Palatinate,Saarland","inadequately","","","",""
"At lease once a week","2006","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"At lease once a week","2006","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"At lease once a week","2006","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"At lease once a week","2006","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"At lease once a week","2006","Rhineland-Palatinate,Saarland","higher education","","","",""
"At lease once a week","2006","Baden-Württemberg","in school","","","",""
"At lease once a week","2006","Baden-Württemberg","inadequately","","","",""
"At lease once a week","2006","Baden-Württemberg","general elemantary","","","",""
"At lease once a week","2006","Baden-Württemberg","middle vocational","","","",""
"At lease once a week","2006","Baden-Württemberg","vocational + Abi","","","",""
"At lease once a week","2006","Baden-Württemberg","higher vocational","","","",""
"At lease once a week","2006","Baden-Württemberg","higher education","","","",""
"At lease once a week","2006","Bavaria","in school","","","",""
"At lease once a week","2006","Bavaria","inadequately","","","",""
"At lease once a week","2006","Bavaria","general elemantary","","","",""
"At lease once a week","2006","Bavaria","middle vocational","","","",""
"At lease once a week","2006","Bavaria","vocational + Abi","","","",""
"At lease once a week","2006","Bavaria","higher vocational","","","",""
"At lease once a week","2006","Bavaria","higher education","","","",""
"At lease once a week","2006","Berlin","in school","","","",""
"At lease once a week","2006","Berlin","inadequately","","","",""
"At lease once a week","2006","Berlin","general elemantary","","","",""
"At lease once a week","2006","Berlin","middle vocational","","","",""
"At lease once a week","2006","Berlin","vocational + Abi","","","",""
"At lease once a week","2006","Berlin","higher vocational","","","",""
"At lease once a week","2006","Berlin","higher education","","","",""
"At lease once a week","2006","Brandenburg","in school","","","",""
"At lease once a week","2006","Brandenburg","inadequately","","","",""
"At lease once a week","2006","Brandenburg","general elemantary","","","",""
"At lease once a week","2006","Brandenburg","middle vocational","","","",""
"At lease once a week","2006","Brandenburg","vocational + Abi","","","",""
"At lease once a week","2006","Brandenburg","higher vocational","","","",""
"At lease once a week","2006","Brandenburg","higher education","","","",""
"At lease once a week","2006","Mecklenburg-Western Pomerania","in school","","","",""
"At lease once a week","2006","Mecklenburg-Western Pomerania","inadequately","","","",""
"At lease once a week","2006","Mecklenburg-Western Pomerania","general elemantary","","","",""
"At lease once a week","2006","Mecklenburg-Western Pomerania","middle vocational","","","",""
"At lease once a week","2006","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"At lease once a week","2006","Mecklenburg-Western Pomerania","higher vocational","","","",""
"At lease once a week","2006","Mecklenburg-Western Pomerania","higher education","","","",""
"At lease once a week","2006","Saxony","in school","","","",""
"At lease once a week","2006","Saxony","inadequately","","","",""
"At lease once a week","2006","Saxony","general elemantary","","","",""
"At lease once a week","2006","Saxony","middle vocational","","","",""
"At lease once a week","2006","Saxony","vocational + Abi","","","",""
"At lease once a week","2006","Saxony","higher vocational","","","",""
"At lease once a week","2006","Saxony","higher education","","","",""
"At lease once a week","2006","Saxony-Anhalt","in school","","","",""
"At lease once a week","2006","Saxony-Anhalt","inadequately","","","",""
"At lease once a week","2006","Saxony-Anhalt","general elemantary","","","",""
"At lease once a week","2006","Saxony-Anhalt","middle vocational","","","",""
"At lease once a week","2006","Saxony-Anhalt","vocational + Abi","","","",""
"At lease once a week","2006","Saxony-Anhalt","higher vocational","","","",""
"At lease once a week","2006","Saxony-Anhalt","higher education","","","",""
"At lease once a week","2006","Thuringia","in school","","","",""
"At lease once a week","2006","Thuringia","inadequately","","","",""
"At lease once a week","2006","Thuringia","general elemantary","","","",""
"At lease once a week","2006","Thuringia","middle vocational","","","",""
"At lease once a week","2006","Thuringia","vocational + Abi","","","",""
"At lease once a week","2006","Thuringia","higher vocational","","","",""
"At lease once a week","2006","Thuringia","higher education","","","",""
"Almost never or never","2007","Schleswig-Holstein","in school","","","",""
"Almost never or never","2007","Schleswig-Holstein","inadequately","5","","",""
"Almost never or never","2007","Schleswig-Holstein","general elemantary","37","0.535915021054582","0.41559917089937","0.656230871209794"
"Almost never or never","2007","Schleswig-Holstein","middle vocational","135","0.329332658189266","0.278855260933974","0.379810055444559"
"Almost never or never","2007","Schleswig-Holstein","vocational + Abi","12","","",""
"Almost never or never","2007","Schleswig-Holstein","higher vocational","16","","",""
"Almost never or never","2007","Schleswig-Holstein","higher education","31","0.246493432684481","0.164834744375134","0.328152120993828"
"Almost never or never","2007","Hamburg","in school","","","",""
"Almost never or never","2007","Hamburg","inadequately","","","",""
"Almost never or never","2007","Hamburg","general elemantary","21","","",""
"Almost never or never","2007","Hamburg","middle vocational","66","0.533805886322409","0.447720722962089","0.619891049682729"
"Almost never or never","2007","Hamburg","vocational + Abi","4","","",""
"Almost never or never","2007","Hamburg","higher vocational","6","","",""
"Almost never or never","2007","Hamburg","higher education","17","","",""
"Almost never or never","2007","Lower Saxony","in school","3","","",""
"Almost never or never","2007","Lower Saxony","inadequately","18","","",""
"Almost never or never","2007","Lower Saxony","general elemantary","122","0.53725896947329","0.472396122858948","0.602121816087631"
"Almost never or never","2007","Lower Saxony","middle vocational","405","0.417370963772597","0.386417948531542","0.448323979013652"
"Almost never or never","2007","Lower Saxony","vocational + Abi","37","0.316943652168825","0.234039801908377","0.399847502429273"
"Almost never or never","2007","Lower Saxony","higher vocational","39","0.311742801763953","0.227449571970765","0.396036031557141"
"Almost never or never","2007","Lower Saxony","higher education","70","0.233129825714494","0.186212782206726","0.280046869222261"
"Almost never or never","2007","Bremen","in school","1","","",""
"Almost never or never","2007","Bremen","inadequately","","","",""
"Almost never or never","2007","Bremen","general elemantary","8","","",""
"Almost never or never","2007","Bremen","middle vocational","32","0.548243383500334","0.431659630557214","0.664827136443454"
"Almost never or never","2007","Bremen","vocational + Abi","2","","",""
"Almost never or never","2007","Bremen","higher vocational","2","","",""
"Almost never or never","2007","Bremen","higher education","7","","",""
"Almost never or never","2007","North Rhine-Westphalia","in school","4","","",""
"Almost never or never","2007","North Rhine-Westphalia","inadequately","56","0.763112067940183","0.662056728815819","0.864167407064546"
"Almost never or never","2007","North Rhine-Westphalia","general elemantary","347","0.72640092000499","0.687633960196266","0.765167879813713"
"Almost never or never","2007","North Rhine-Westphalia","middle vocational","907","0.455321078538988","0.433582457611003","0.477059699466973"
"Almost never or never","2007","North Rhine-Westphalia","vocational + Abi","106","0.304484371014646","0.254682332633003","0.354286409396288"
"Almost never or never","2007","North Rhine-Westphalia","higher vocational","101","0.343923533450789","0.289717795653167","0.39812927124841"
"Almost never or never","2007","North Rhine-Westphalia","higher education","182","0.232004823639049","0.203527142623469","0.260482504654628"
"Almost never or never","2007","Hesse","in school","3","","",""
"Almost never or never","2007","Hesse","inadequately","10","","",""
"Almost never or never","2007","Hesse","general elemantary","86","0.571997572302207","0.491462639827849","0.652532504776566"
"Almost never or never","2007","Hesse","middle vocational","263","0.433726750075438","0.395917570770989","0.471535929379886"
"Almost never or never","2007","Hesse","vocational + Abi","26","","",""
"Almost never or never","2007","Hesse","higher vocational","23","","",""
"Almost never or never","2007","Hesse","higher education","62","0.192741783618945","0.150183383347586","0.235300183890303"
"Almost never or never","2007","Rhineland-Palatinate,Saarland","in school","","","",""
"Almost never or never","2007","Rhineland-Palatinate,Saarland","inadequately","13","","",""
"Almost never or never","2007","Rhineland-Palatinate,Saarland","general elemantary","123","0.651688844016757","0.581893667313411","0.721484020720104"
"Almost never or never","2007","Rhineland-Palatinate,Saarland","middle vocational","276","0.436240995872883","0.396691622630216","0.47579036911555"
"Almost never or never","2007","Rhineland-Palatinate,Saarland","vocational + Abi","20","","",""
"Almost never or never","2007","Rhineland-Palatinate,Saarland","higher vocational","37","0.381800713955489","0.286580158905888","0.47702126900509"
"Almost never or never","2007","Rhineland-Palatinate,Saarland","higher education","43","0.227753648888377","0.167156835874555","0.288350461902198"
"Almost never or never","2007","Baden-Württemberg","in school","12","","",""
"Almost never or never","2007","Baden-Württemberg","inadequately","33","0.808494232003814","0.685000424727575","0.931988039280053"
"Almost never or never","2007","Baden-Württemberg","general elemantary","224","0.642196608368911","0.591393385007317","0.692999831730505"
"Almost never or never","2007","Baden-Württemberg","middle vocational","479","0.429187124217561","0.400910335795424","0.457463912639698"
"Almost never or never","2007","Baden-Württemberg","vocational + Abi","40","0.282463458117729","0.209686722564311","0.355240193671147"
"Almost never or never","2007","Baden-Württemberg","higher vocational","50","0.304838243434175","0.238503678055276","0.371172808813074"
"Almost never or never","2007","Baden-Württemberg","higher education","117","0.220911655452378","0.183951985965657","0.257871324939099"
"Almost never or never","2007","Bavaria","in school","1","","",""
"Almost never or never","2007","Bavaria","inadequately","15","","",""
"Almost never or never","2007","Bavaria","general elemantary","187","0.57503172575765","0.521615364568018","0.628448086947282"
"Almost never or never","2007","Bavaria","middle vocational","563","0.393953481109304","0.369721828849647","0.418185133368961"
"Almost never or never","2007","Bavaria","vocational + Abi","33","0.246569748290693","0.178273979441909","0.314865517139477"
"Almost never or never","2007","Bavaria","higher vocational","68","0.300797676849925","0.241657751601836","0.359937602098013"
"Almost never or never","2007","Bavaria","higher education","105","0.192213981338957","0.160090335809269","0.224337626868646"
"Almost never or never","2007","Berlin","in school","","","",""
"Almost never or never","2007","Berlin","inadequately","5","","",""
"Almost never or never","2007","Berlin","general elemantary","34","0.610219873583013","0.486816939530856","0.73362280763517"
"Almost never or never","2007","Berlin","middle vocational","124","0.441469608841333","0.385741798147282","0.497197419535385"
"Almost never or never","2007","Berlin","vocational + Abi","13","","",""
"Almost never or never","2007","Berlin","higher vocational","17","","",""
"Almost never or never","2007","Berlin","higher education","60","0.197307641287082","0.149301959241519","0.245313323332645"
"Almost never or never","2007","Brandenburg","in school","3","","",""
"Almost never or never","2007","Brandenburg","inadequately","","","",""
"Almost never or never","2007","Brandenburg","general elemantary","47","0.775543926565789","0.67332601931519","0.877761833816389"
"Almost never or never","2007","Brandenburg","middle vocational","202","0.510267884624232","0.46257316768069","0.557962601567774"
"Almost never or never","2007","Brandenburg","vocational + Abi","12","","",""
"Almost never or never","2007","Brandenburg","higher vocational","31","0.403842855455021","0.285467116855414","0.522218594054628"
"Almost never or never","2007","Brandenburg","higher education","80","0.387673611736532","0.326665208711618","0.448682014761445"
"Almost never or never","2007","Mecklenburg-Western Pomerania","in school","3","","",""
"Almost never or never","2007","Mecklenburg-Western Pomerania","inadequately","4","","",""
"Almost never or never","2007","Mecklenburg-Western Pomerania","general elemantary","21","","",""
"Almost never or never","2007","Mecklenburg-Western Pomerania","middle vocational","144","0.578763218964347","0.518396838891786","0.639129599036908"
"Almost never or never","2007","Mecklenburg-Western Pomerania","vocational + Abi","3","","",""
"Almost never or never","2007","Mecklenburg-Western Pomerania","higher vocational","22","","",""
"Almost never or never","2007","Mecklenburg-Western Pomerania","higher education","40","0.291060096744742","0.214148516008234","0.36797167748125"
"Almost never or never","2007","Saxony","in school","5","","",""
"Almost never or never","2007","Saxony","inadequately","3","","",""
"Almost never or never","2007","Saxony","general elemantary","55","0.599631431361938","0.500581005595668","0.698681857128207"
"Almost never or never","2007","Saxony","middle vocational","408","0.500199005439315","0.465871736180422","0.534526274698208"
"Almost never or never","2007","Saxony","vocational + Abi","14","","",""
"Almost never or never","2007","Saxony","higher vocational","52","0.376426552402445","0.292494655525514","0.460358449279376"
"Almost never or never","2007","Saxony","higher education","113","0.34248014073199","0.294768052313094","0.390192229150886"
"Almost never or never","2007","Saxony-Anhalt","in school","3","","",""
"Almost never or never","2007","Saxony-Anhalt","inadequately","6","","",""
"Almost never or never","2007","Saxony-Anhalt","general elemantary","39","0.779219633478805","0.668592571290863","0.889846695666748"
"Almost never or never","2007","Saxony-Anhalt","middle vocational","262","0.604138466015491","0.558182345631485","0.650094586399498"
"Almost never or never","2007","Saxony-Anhalt","vocational + Abi","9","","",""
"Almost never or never","2007","Saxony-Anhalt","higher vocational","44","0.411740602537386","0.305862699919824","0.517618505154948"
"Almost never or never","2007","Saxony-Anhalt","higher education","71","0.35053141194351","0.288186735042895","0.412876088844125"
"Almost never or never","2007","Thuringia","in school","2","","",""
"Almost never or never","2007","Thuringia","inadequately","2","","",""
"Almost never or never","2007","Thuringia","general elemantary","39","0.721449127613443","0.610752871162128","0.832145384064758"
"Almost never or never","2007","Thuringia","middle vocational","298","0.53081351153694","0.489294659947834","0.572332363126045"
"Almost never or never","2007","Thuringia","vocational + Abi","7","","",""
"Almost never or never","2007","Thuringia","higher vocational","36","0.544350765944384","0.418334325720755","0.670367206168014"
"Almost never or never","2007","Thuringia","higher education","64","0.401290980169641","0.330467579003321","0.472114381335961"
"Several times a year","2007","Schleswig-Holstein","in school","","","",""
"Several times a year","2007","Schleswig-Holstein","inadequately","","","",""
"Several times a year","2007","Schleswig-Holstein","general elemantary","13","","",""
"Several times a year","2007","Schleswig-Holstein","middle vocational","45","0.148046874363965","0.109902240909628","0.186191507818301"
"Several times a year","2007","Schleswig-Holstein","vocational + Abi","4","","",""
"Several times a year","2007","Schleswig-Holstein","higher vocational","12","","",""
"Several times a year","2007","Schleswig-Holstein","higher education","19","","",""
"Several times a year","2007","Hamburg","in school","1","","",""
"Several times a year","2007","Hamburg","inadequately","","","",""
"Several times a year","2007","Hamburg","general elemantary","5","","",""
"Several times a year","2007","Hamburg","middle vocational","11","","",""
"Several times a year","2007","Hamburg","vocational + Abi","4","","",""
"Several times a year","2007","Hamburg","higher vocational","4","","",""
"Several times a year","2007","Hamburg","higher education","17","","",""
"Several times a year","2007","Lower Saxony","in school","2","","",""
"Several times a year","2007","Lower Saxony","inadequately","3","","",""
"Several times a year","2007","Lower Saxony","general elemantary","35","0.229939296392837","0.17519936580513","0.284679226980543"
"Several times a year","2007","Lower Saxony","middle vocational","163","0.170405353442688","0.146804898721892","0.194005808163484"
"Several times a year","2007","Lower Saxony","vocational + Abi","29","","",""
"Several times a year","2007","Lower Saxony","higher vocational","21","","",""
"Several times a year","2007","Lower Saxony","higher education","53","0.166846055961637","0.125475496522255","0.208216615401019"
"Several times a year","2007","Bremen","in school","","","",""
"Several times a year","2007","Bremen","inadequately","","","",""
"Several times a year","2007","Bremen","general elemantary","3","","",""
"Several times a year","2007","Bremen","middle vocational","14","","",""
"Several times a year","2007","Bremen","vocational + Abi","2","","",""
"Several times a year","2007","Bremen","higher vocational","2","","",""
"Several times a year","2007","Bremen","higher education","6","","",""
"Several times a year","2007","North Rhine-Westphalia","in school","8","","",""
"Several times a year","2007","North Rhine-Westphalia","inadequately","5","","",""
"Several times a year","2007","North Rhine-Westphalia","general elemantary","54","0.0757492568962886","0.0527401200286898","0.0987583937638874"
"Several times a year","2007","North Rhine-Westphalia","middle vocational","339","0.185189303156709","0.16823268904873","0.202145917264689"
"Several times a year","2007","North Rhine-Westphalia","vocational + Abi","65","0.241778057483104","0.19544213801003","0.288113976956178"
"Several times a year","2007","North Rhine-Westphalia","higher vocational","57","0.221928845549919","0.174509711640398","0.269347979459441"
"Several times a year","2007","North Rhine-Westphalia","higher education","138","0.168612445255884","0.143353021391643","0.193871869120125"
"Several times a year","2007","Hesse","in school","3","","",""
"Several times a year","2007","Hesse","inadequately","1","","",""
"Several times a year","2007","Hesse","general elemantary","19","","",""
"Several times a year","2007","Hesse","middle vocational","110","0.155919158918396","0.128242230766931","0.183596087069861"
"Several times a year","2007","Hesse","vocational + Abi","13","","",""
"Several times a year","2007","Hesse","higher vocational","15","","",""
"Several times a year","2007","Hesse","higher education","46","0.179135227004337","0.137762187339635","0.220508266669038"
"Several times a year","2007","Rhineland-Palatinate,Saarland","in school","1","","",""
"Several times a year","2007","Rhineland-Palatinate,Saarland","inadequately","1","","",""
"Several times a year","2007","Rhineland-Palatinate,Saarland","general elemantary","22","","",""
"Several times a year","2007","Rhineland-Palatinate,Saarland","middle vocational","93","0.162546398366212","0.133122604148546","0.191970192583878"
"Several times a year","2007","Rhineland-Palatinate,Saarland","vocational + Abi","14","","",""
"Several times a year","2007","Rhineland-Palatinate,Saarland","higher vocational","23","","",""
"Several times a year","2007","Rhineland-Palatinate,Saarland","higher education","33","0.135824319643519","0.0863216103314551","0.185327028955583"
"Several times a year","2007","Baden-Württemberg","in school","5","","",""
"Several times a year","2007","Baden-Württemberg","inadequately","3","","",""
"Several times a year","2007","Baden-Württemberg","general elemantary","37","0.129941137455295","0.0943056513322228","0.165576623578367"
"Several times a year","2007","Baden-Württemberg","middle vocational","196","0.168723464499725","0.147328066842934","0.190118862156515"
"Several times a year","2007","Baden-Württemberg","vocational + Abi","24","","",""
"Several times a year","2007","Baden-Württemberg","higher vocational","40","0.20821586348432","0.149706882792011","0.26672484417663"
"Several times a year","2007","Baden-Württemberg","higher education","85","0.172964697736628","0.139269642682916","0.206659752790341"
"Several times a year","2007","Bavaria","in school","3","","",""
"Several times a year","2007","Bavaria","inadequately","6","","",""
"Several times a year","2007","Bavaria","general elemantary","45","0.132498425400307","0.095863894358407","0.169132956442208"
"Several times a year","2007","Bavaria","middle vocational","306","0.194534738808711","0.174904319937471","0.214165157679951"
"Several times a year","2007","Bavaria","vocational + Abi","34","0.230056095320255","0.163367926802287","0.296744263838223"
"Several times a year","2007","Bavaria","higher vocational","54","0.21614839039443","0.163067887204757","0.269228893584103"
"Several times a year","2007","Bavaria","higher education","103","0.220035667428218","0.186262788290375","0.253808546566061"
"Several times a year","2007","Berlin","in school","3","","",""
"Several times a year","2007","Berlin","inadequately","1","","",""
"Several times a year","2007","Berlin","general elemantary","16","","",""
"Several times a year","2007","Berlin","middle vocational","59","0.183233534584162","0.139817555423152","0.226649513745173"
"Several times a year","2007","Berlin","vocational + Abi","8","","",""
"Several times a year","2007","Berlin","higher vocational","12","","",""
"Several times a year","2007","Berlin","higher education","61","0.199025353652804","0.150862776867423","0.247187930438186"
"Several times a year","2007","Brandenburg","in school","2","","",""
"Several times a year","2007","Brandenburg","inadequately","","","",""
"Several times a year","2007","Brandenburg","general elemantary","6","","",""
"Several times a year","2007","Brandenburg","middle vocational","94","0.185941168028586","0.148821204645523","0.22306113141165"
"Several times a year","2007","Brandenburg","vocational + Abi","7","","",""
"Several times a year","2007","Brandenburg","higher vocational","17","","",""
"Several times a year","2007","Brandenburg","higher education","73","0.258366405571106","0.20355413819262","0.313178672949592"
"Several times a year","2007","Mecklenburg-Western Pomerania","in school","2","","",""
"Several times a year","2007","Mecklenburg-Western Pomerania","inadequately","1","","",""
"Several times a year","2007","Mecklenburg-Western Pomerania","general elemantary","5","","",""
"Several times a year","2007","Mecklenburg-Western Pomerania","middle vocational","42","0.152734211453218","0.108753775684138","0.196714647222297"
"Several times a year","2007","Mecklenburg-Western Pomerania","vocational + Abi","4","","",""
"Several times a year","2007","Mecklenburg-Western Pomerania","higher vocational","7","","",""
"Several times a year","2007","Mecklenburg-Western Pomerania","higher education","26","","",""
"Several times a year","2007","Saxony","in school","1","","",""
"Several times a year","2007","Saxony","inadequately","","","",""
"Several times a year","2007","Saxony","general elemantary","8","","",""
"Several times a year","2007","Saxony","middle vocational","172","0.216582541667658","0.188302657102152","0.244862426233164"
"Several times a year","2007","Saxony","vocational + Abi","15","","",""
"Several times a year","2007","Saxony","higher vocational","27","","",""
"Several times a year","2007","Saxony","higher education","62","0.179362387708137","0.140788120006272","0.217936655410003"
"Several times a year","2007","Saxony-Anhalt","in school","5","","",""
"Several times a year","2007","Saxony-Anhalt","inadequately","2","","",""
"Several times a year","2007","Saxony-Anhalt","general elemantary","5","","",""
"Several times a year","2007","Saxony-Anhalt","middle vocational","84","0.183285632198537","0.146927398953751","0.219643865443323"
"Several times a year","2007","Saxony-Anhalt","vocational + Abi","9","","",""
"Several times a year","2007","Saxony-Anhalt","higher vocational","17","","",""
"Several times a year","2007","Saxony-Anhalt","higher education","50","0.240007353943799","0.184202265421517","0.295812442466081"
"Several times a year","2007","Thuringia","in school","2","","",""
"Several times a year","2007","Thuringia","inadequately","1","","",""
"Several times a year","2007","Thuringia","general elemantary","7","","",""
"Several times a year","2007","Thuringia","middle vocational","115","0.203242386785608","0.169763434867061","0.236721338704155"
"Several times a year","2007","Thuringia","vocational + Abi","13","","",""
"Several times a year","2007","Thuringia","higher vocational","12","","",""
"Several times a year","2007","Thuringia","higher education","44","0.23455502233884","0.173331468319654","0.295778576358026"
"At least once a month","2007","Schleswig-Holstein","in school","","","",""
"At least once a month","2007","Schleswig-Holstein","inadequately","","","",""
"At least once a month","2007","Schleswig-Holstein","general elemantary","5","","",""
"At least once a month","2007","Schleswig-Holstein","middle vocational","25","","",""
"At least once a month","2007","Schleswig-Holstein","vocational + Abi","1","","",""
"At least once a month","2007","Schleswig-Holstein","higher vocational","3","","",""
"At least once a month","2007","Schleswig-Holstein","higher education","5","","",""
"At least once a month","2007","Hamburg","in school","1","","",""
"At least once a month","2007","Hamburg","inadequately","","","",""
"At least once a month","2007","Hamburg","general elemantary","1","","",""
"At least once a month","2007","Hamburg","middle vocational","6","","",""
"At least once a month","2007","Hamburg","vocational + Abi","1","","",""
"At least once a month","2007","Hamburg","higher vocational","5","","",""
"At least once a month","2007","Hamburg","higher education","3","","",""
"At least once a month","2007","Lower Saxony","in school","2","","",""
"At least once a month","2007","Lower Saxony","inadequately","","","",""
"At least once a month","2007","Lower Saxony","general elemantary","13","","",""
"At least once a month","2007","Lower Saxony","middle vocational","63","0.0883107094368886","0.0705002182582542","0.106121200615523"
"At least once a month","2007","Lower Saxony","vocational + Abi","5","","",""
"At least once a month","2007","Lower Saxony","higher vocational","5","","",""
"At least once a month","2007","Lower Saxony","higher education","17","","",""
"At least once a month","2007","Bremen","in school","","","",""
"At least once a month","2007","Bremen","inadequately","","","",""
"At least once a month","2007","Bremen","general elemantary","1","","",""
"At least once a month","2007","Bremen","middle vocational","4","","",""
"At least once a month","2007","Bremen","vocational + Abi","","","",""
"At least once a month","2007","Bremen","higher vocational","","","",""
"At least once a month","2007","Bremen","higher education","5","","",""
"At least once a month","2007","North Rhine-Westphalia","in school","4","","",""
"At least once a month","2007","North Rhine-Westphalia","inadequately","","","",""
"At least once a month","2007","North Rhine-Westphalia","general elemantary","21","","",""
"At least once a month","2007","North Rhine-Westphalia","middle vocational","132","0.0606329050848612","0.0502151369506959","0.0710506732190264"
"At least once a month","2007","North Rhine-Westphalia","vocational + Abi","27","","",""
"At least once a month","2007","North Rhine-Westphalia","higher vocational","16","","",""
"At least once a month","2007","North Rhine-Westphalia","higher education","64","0.0657560349638922","0.0490345505984493","0.082477519329335"
"At least once a month","2007","Hesse","in school","3","","",""
"At least once a month","2007","Hesse","inadequately","","","",""
"At least once a month","2007","Hesse","general elemantary","5","","",""
"At least once a month","2007","Hesse","middle vocational","47","0.0685240832900795","0.0492495639880244","0.0877986025921346"
"At least once a month","2007","Hesse","vocational + Abi","13","","",""
"At least once a month","2007","Hesse","higher vocational","6","","",""
"At least once a month","2007","Hesse","higher education","34","0.10124477934851","0.0686987393947268","0.133790819302294"
"At least once a month","2007","Rhineland-Palatinate,Saarland","in school","3","","",""
"At least once a month","2007","Rhineland-Palatinate,Saarland","inadequately","1","","",""
"At least once a month","2007","Rhineland-Palatinate,Saarland","general elemantary","7","","",""
"At least once a month","2007","Rhineland-Palatinate,Saarland","middle vocational","30","0.0607427004395963","0.0416938418019608","0.0797915590772318"
"At least once a month","2007","Rhineland-Palatinate,Saarland","vocational + Abi","9","","",""
"At least once a month","2007","Rhineland-Palatinate,Saarland","higher vocational","7","","",""
"At least once a month","2007","Rhineland-Palatinate,Saarland","higher education","22","","",""
"At least once a month","2007","Baden-Württemberg","in school","8","","",""
"At least once a month","2007","Baden-Württemberg","inadequately","2","","",""
"At least once a month","2007","Baden-Württemberg","general elemantary","21","","",""
"At least once a month","2007","Baden-Württemberg","middle vocational","98","0.0879003850642068","0.0717241896548163","0.104076580473597"
"At least once a month","2007","Baden-Württemberg","vocational + Abi","16","","",""
"At least once a month","2007","Baden-Württemberg","higher vocational","11","","",""
"At least once a month","2007","Baden-Württemberg","higher education","46","0.0908152925206336","0.0652158230837142","0.116414761957553"
"At least once a month","2007","Bavaria","in school","2","","",""
"At least once a month","2007","Bavaria","inadequately","2","","",""
"At least once a month","2007","Bavaria","general elemantary","17","","",""
"At least once a month","2007","Bavaria","middle vocational","136","0.0699658742629042","0.0573155938890317","0.0826161546367767"
"At least once a month","2007","Bavaria","vocational + Abi","19","","",""
"At least once a month","2007","Bavaria","higher vocational","20","","",""
"At least once a month","2007","Bavaria","higher education","74","0.0945538522489001","0.070700188216841","0.118407516280959"
"At least once a month","2007","Berlin","in school","1","","",""
"At least once a month","2007","Berlin","inadequately","","","",""
"At least once a month","2007","Berlin","general elemantary","3","","",""
"At least once a month","2007","Berlin","middle vocational","19","","",""
"At least once a month","2007","Berlin","vocational + Abi","4","","",""
"At least once a month","2007","Berlin","higher vocational","3","","",""
"At least once a month","2007","Berlin","higher education","33","0.138312569719642","0.0966686278502059","0.179956511589078"
"At least once a month","2007","Brandenburg","in school","2","","",""
