"m11104","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"At least once a month","2002","Rhineland-Palatinate,Saarland","Employed","","","","","3"
"At least once a month","2002","Baden-Württemberg","Not Employed","","","","","3"
"At least once a month","2002","Baden-Württemberg","Employed","","","","","3"
"At least once a month","2002","Bavaria","Employed","","","","","3"
"At least once a month","2002","Bavaria","Not Employed","","","","","3"
"At least once a month","2002","Berlin","Not Employed","","","","","3"
"At least once a month","2002","Berlin","Employed","","","","","3"
"At least once a month","2002","Brandenburg","Not Employed","","","","","3"
"At least once a month","2002","Brandenburg","Employed","","","","","3"
"At least once a month","2002","Mecklenburg-Western Pomerania","Not Employed","","","","","3"
"At least once a month","2002","Mecklenburg-Western Pomerania","Employed","","","","","3"
"At least once a month","2002","Saxony","Not Employed","","","","","3"
"At least once a month","2002","Saxony","Employed","","","","","3"
"At least once a month","2002","Saxony-Anhalt","Not Employed","","","","","3"
"At least once a month","2002","Saxony-Anhalt","Employed","","","","","3"
"At least once a month","2002","Thuringia","Not Employed","","","","","3"
"At least once a month","2002","Thuringia","Employed","","","","","3"
"Several times a year","2002","Schleswig-Holstein","Not Employed","","","","","2"
"Several times a year","2002","Schleswig-Holstein","Employed","","","","","2"
"Several times a year","2002","Hamburg","Not Employed","","","","","2"
"Several times a year","2002","Hamburg","Employed","","","","","2"
"Several times a year","2002","Lower Saxony","Not Employed","","","","","2"
"Several times a year","2002","Lower Saxony","Employed","","","","","2"
"Several times a year","2002","Bremen","Not Employed","","","","","2"
"Several times a year","2002","Bremen","Employed","","","","","2"
"Several times a year","2002","North Rhine-Westphalia","Not Employed","","","","","2"
"Several times a year","2002","North Rhine-Westphalia","Employed","","","","","2"
"Several times a year","2002","Hesse","Not Employed","","","","","2"
"Several times a year","2002","Hesse","Employed","","","","","2"
"Several times a year","2002","Rhineland-Palatinate,Saarland","Employed","","","","","2"
"Several times a year","2002","Rhineland-Palatinate,Saarland","Not Employed","","","","","2"
"Several times a year","2002","Baden-Württemberg","Not Employed","","","","","2"
"Several times a year","2002","Baden-Württemberg","Employed","","","","","2"
"Several times a year","2002","Bavaria","Not Employed","","","","","2"
"Several times a year","2002","Bavaria","Employed","","","","","2"
"Several times a year","2002","Berlin","Not Employed","","","","","2"
"Several times a year","2002","Berlin","Employed","","","","","2"
"Several times a year","2002","Brandenburg","Not Employed","","","","","2"
"Several times a year","2002","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"Several times a year","2002","Saxony-Anhalt","Employed","","","","","2"
"Several times a year","2002","Brandenburg","Employed","","","","","2"
"Several times a year","2002","Mecklenburg-Western Pomerania","Employed","","","","","2"
"Several times a year","2002","Saxony","Not Employed","","","","","2"
"Several times a year","2002","Saxony","Employed","","","","","2"
"Several times a year","2002","Saxony-Anhalt","Not Employed","","","","","2"
"Several times a year","2002","Thuringia","Not Employed","","","","","2"
"Several times a year","2002","Thuringia","Employed","","","","","2"
"Almost never or never","2003","Schleswig-Holstein","Not Employed","111","0.500904016189589","0.438800282339923","0.563007750039255","1"
"Almost never or never","2003","Schleswig-Holstein","Employed","110","0.239454738361085","0.198786799922633","0.280122676799537","1"
"Almost never or never","2003","Hamburg","Not Employed","58","0.606054308591888","0.513901163401314","0.698207453782462","1"
"Almost never or never","2003","Hamburg","Employed","57","0.326282995417024","0.259440421683277","0.393125569150771","1"
"Almost never or never","2003","Lower Saxony","Not Employed","328","0.489515755121939","0.452823210194654","0.526208300049223","1"
"Almost never or never","2003","Lower Saxony","Employed","340","0.294580561559617","0.268756367887238","0.320404755231997","1"
"Almost never or never","2003","Bremen","Not Employed","33","0.464376247921356","0.347543663469443","0.581208832373269","1"
"Almost never or never","2003","Bremen","Employed","22","","","","1"
"Almost never or never","2003","North Rhine-Westphalia","Not Employed","957","0.583399698282097","0.560308423563617","0.606490973000577","1"
"Almost never or never","2003","North Rhine-Westphalia","Employed","823","0.291142307849505","0.274570996105783","0.307713619593227","1"
"Almost never or never","2003","Hesse","Not Employed","275","0.601411060610055","0.55779225822467","0.645029862995441","1"
"Almost never or never","2003","Hesse","Employed","285","0.322352511157942","0.293585379627686","0.351119642688197","1"
"Almost never or never","2003","Rhineland-Palatinate,Saarland","Not Employed","310","0.603023032656368","0.561602536075553","0.644443529237182","1"
"Almost never or never","2003","Rhineland-Palatinate,Saarland","Employed","283","0.350770370875254","0.317804787348184","0.383735954402324","1"
"Almost never or never","2003","Baden-Württemberg","Not Employed","511","0.574577691912988","0.542366387557854","0.606788996268121","1"
"Almost never or never","2003","Bavaria","Not Employed","509","0.554661879330477","0.524470578767628","0.584853179893326","1"
"Almost never or never","2003","Baden-Württemberg","Employed","495","0.278424934342037","0.257672267690318","0.299177600993757","1"
"Almost never or never","2003","Bavaria","Employed","474","0.264479554385253","0.245566037215281","0.283393071555224","1"
"Almost never or never","2003","Berlin","Not Employed","141","0.498587860132922","0.442196458177727","0.554979262088118","1"
"Almost never or never","2003","Berlin","Employed","97","0.191102708320176","0.157471029185145","0.224734387455207","1"
"Almost never or never","2003","Brandenburg","Not Employed","225","0.601673807882164","0.553578075724769","0.649769540039559","1"
"Almost never or never","2003","Brandenburg","Employed","139","0.261150053423582","0.224339053853417","0.297961052993747","1"
"Almost never or never","2003","Mecklenburg-Western Pomerania","Not Employed","113","0.657904716535615","0.590269601638567","0.725539831432662","1"
"Almost never or never","2003","Mecklenburg-Western Pomerania","Employed","97","0.293343861443719","0.244733851399098","0.34195387148834","1"
"Almost never or never","2003","Saxony","Not Employed","365","0.589292818792862","0.550692799758481","0.627892837827242","1"
"Almost never or never","2003","Saxony","Employed","282","0.281997929994473","0.254024822954594","0.309971037034352","1"
"Almost never or never","2003","Thuringia","Employed","180","0.315218715632212","0.277177646099389","0.353259785165035","1"
"Almost never or never","2003","Saxony-Anhalt","Employed","174","0.355716835075167","0.31492146694212","0.396512203208215","1"
"Almost never or never","2003","Thuringia","Not Employed","235","0.653419661121463","0.605635533325886","0.701203788917039","1"
"Almost never or never","2003","Saxony-Anhalt","Not Employed","245","0.665747483518862","0.619634080381162","0.711860886656562","1"
"At lease once a week","2003","Schleswig-Holstein","Employed","153","0.369260526920305","0.323269897282762","0.415251156557848","4"
"At lease once a week","2003","Hamburg","Not Employed","38","0.260164337595819","0.177422011360647","0.342906663830992","4"
"At lease once a week","2003","Hamburg","Employed","84","0.402175196236014","0.332269624002391","0.472080768469638","4"
"At lease once a week","2003","Bremen","Not Employed","23","","","","4"
"At lease once a week","2003","Schleswig-Holstein","Not Employed","69","0.241314958854609","0.188168871113096","0.294461046596122","4"
"At lease once a week","2003","Lower Saxony","Employed","515","0.408198738577066","0.380355176905894","0.436042300248238","4"
"At lease once a week","2003","Lower Saxony","Not Employed","270","0.340651625435165","0.305864701400431","0.375438549469899","4"
"At lease once a week","2003","North Rhine-Westphalia","Not Employed","510","0.269219523141635","0.248444009896627","0.289995036386644","4"
"At lease once a week","2003","Bremen","Employed","54","0.420295728035593","0.324969981093482","0.515621474977705","4"
"At lease once a week","2003","North Rhine-Westphalia","Employed","1181","0.39876528066829","0.380904296142837","0.416626265193744","4"
"At lease once a week","2003","Hesse","Not Employed","141","0.268814461057697","0.229317332727466","0.308311589387928","4"
"At lease once a week","2003","Hesse","Employed","441","0.365863284631313","0.336216337600271","0.395510231662355","4"
"At lease once a week","2003","Rhineland-Palatinate,Saarland","Not Employed","146","0.251228657550733","0.214511006326862","0.287946308774604","4"
"At lease once a week","2003","Rhineland-Palatinate,Saarland","Employed","272","0.309442984736483","0.277509946403677","0.34137602306929","4"
"At lease once a week","2003","Baden-Württemberg","Employed","762","0.421200401594414","0.398339803568541","0.444060999620287","4"
"At lease once a week","2003","Baden-Württemberg","Not Employed","259","0.264257340730213","0.235529677537589","0.292985003922837","4"
"At lease once a week","2003","Bavaria","Not Employed","302","0.238715210259293","0.21281899188834","0.264611428630246","4"
"At lease once a week","2003","Saxony-Anhalt","Employed","149","0.278974986571225","0.24075609800216","0.31719387514029","4"
"At lease once a week","2003","Thuringia","Not Employed","86","0.172391768950018","0.134464089932562","0.210319447967474","4"
"At lease once a week","2003","Thuringia","Employed","168","0.311411581365436","0.273495974024854","0.349327188706019","4"
"At lease once a week","2003","Bavaria","Employed","895","0.390707559313963","0.369784861962631","0.411630256665295","4"
"At lease once a week","2003","Berlin","Not Employed","98","0.297620421690258","0.246054602512353","0.349186240868162","4"
"At lease once a week","2003","Berlin","Employed","232","0.446415146439899","0.40389154886488","0.488938744014917","4"
"At lease once a week","2003","Brandenburg","Not Employed","94","0.206112823031563","0.166371853835002","0.245853792228125","4"
"At lease once a week","2003","Brandenburg","Employed","173","0.324455565864916","0.285221889775749","0.363689241954084","4"
"At lease once a week","2003","Mecklenburg-Western Pomerania","Not Employed","45","0.176702560306486","0.122325341351283","0.23107977926169","4"
"At lease once a week","2003","Mecklenburg-Western Pomerania","Employed","132","0.411325343604631","0.358788552296969","0.463862134912294","4"
"At lease once a week","2003","Saxony","Not Employed","142","0.23073038660348","0.197674601080171","0.263786172126789","4"
"At lease once a week","2003","Saxony","Employed","352","0.354964305325379","0.325217583343023","0.384711027307736","4"
"At lease once a week","2003","Saxony-Anhalt","Not Employed","83","0.182635305799611","0.144866315926561","0.22040429567266","4"
"At least once a month","2003","Lower Saxony","Employed","91","0.0751589952876834","0.060223314015602","0.0900946765597649","3"
