"pli0081","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Never","1992","Brandenburg","Employed","","","",""
"Never","1992","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Never","1992","Mecklenburg-Western Pomerania","Employed","","","",""
"Never","1992","Saxony","Not Employed","","","",""
"Never","1992","Saxony","Employed","","","",""
"Never","1992","Saxony-Anhalt","Not Employed","","","",""
"Never","1992","Saxony-Anhalt","Employed","","","",""
"Never","1992","Thuringia","Not Employed","","","",""
"Never","1992","Thuringia","Employed","","","",""
"Daily","1993","Schleswig-Holstein","Not Employed","","","",""
"Daily","1993","Schleswig-Holstein","Employed","","","",""
"Daily","1993","Hamburg","Not Employed","","","",""
"Daily","1993","Hamburg","Employed","","","",""
"Daily","1993","Lower Saxony","Not Employed","","","",""
"Daily","1993","Lower Saxony","Employed","","","",""
"Daily","1993","Bremen","Not Employed","","","",""
"Daily","1993","Bremen","Employed","","","",""
"Daily","1993","North Rhine-Westphalia","Not Employed","","","",""
"Daily","1993","North Rhine-Westphalia","Employed","","","",""
"Daily","1993","Hesse","Not Employed","","","",""
"Daily","1993","Hesse","Employed","","","",""
"Daily","1993","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Daily","1993","Rhineland-Palatinate,Saarland","Employed","","","",""
"Daily","1993","Baden-Württemberg","Not Employed","","","",""
"Daily","1993","Baden-Württemberg","Employed","","","",""
"Daily","1993","Bavaria","Not Employed","","","",""
"Daily","1993","Bavaria","Employed","","","",""
"Daily","1993","Berlin","Not Employed","","","",""
"Daily","1993","Berlin","Employed","","","",""
"Daily","1993","Brandenburg","Not Employed","","","",""
"Daily","1993","Brandenburg","Employed","","","",""
"Daily","1993","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Daily","1993","Mecklenburg-Western Pomerania","Employed","","","",""
"Daily","1993","Saxony","Not Employed","","","",""
"Daily","1993","Saxony","Employed","","","",""
"Daily","1993","Saxony-Anhalt","Not Employed","","","",""
"Daily","1993","Saxony-Anhalt","Employed","","","",""
"Daily","1993","Thuringia","Not Employed","","","",""
"Daily","1993","Thuringia","Employed","","","",""
"Min 1x per week","1993","Schleswig-Holstein","Not Employed","","","",""
"Min 1x per week","1993","Schleswig-Holstein","Employed","","","",""
"Min 1x per week","1993","Hamburg","Not Employed","","","",""
"Min 1x per week","1993","Hamburg","Employed","","","",""
"Min 1x per week","1993","Lower Saxony","Not Employed","","","",""
"Min 1x per week","1993","Lower Saxony","Employed","","","",""
"Min 1x per week","1993","Bremen","Not Employed","","","",""
"Min 1x per week","1993","Bremen","Employed","","","",""
"Min 1x per week","1993","North Rhine-Westphalia","Not Employed","","","",""
"Min 1x per week","1993","North Rhine-Westphalia","Employed","","","",""
"Min 1x per week","1993","Hesse","Not Employed","","","",""
"Min 1x per week","1993","Hesse","Employed","","","",""
"Min 1x per week","1993","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Min 1x per week","1993","Rhineland-Palatinate,Saarland","Employed","","","",""
"Min 1x per week","1993","Baden-Württemberg","Not Employed","","","",""
"Min 1x per week","1993","Baden-Württemberg","Employed","","","",""
"Min 1x per week","1993","Bavaria","Not Employed","","","",""
"Min 1x per week","1993","Bavaria","Employed","","","",""
"Min 1x per week","1993","Berlin","Not Employed","","","",""
"Min 1x per week","1993","Berlin","Employed","","","",""
"Min 1x per week","1993","Brandenburg","Not Employed","","","",""
"Min 1x per week","1993","Brandenburg","Employed","","","",""
"Min 1x per week","1993","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Min 1x per week","1993","Mecklenburg-Western Pomerania","Employed","","","",""
"Min 1x per week","1993","Saxony","Not Employed","","","",""
"Min 1x per week","1993","Saxony","Employed","","","",""
"Min 1x per week","1993","Saxony-Anhalt","Not Employed","","","",""
"Min 1x per week","1993","Saxony-Anhalt","Employed","","","",""
"Min 1x per week","1993","Thuringia","Not Employed","","","",""
"Min 1x per week","1993","Thuringia","Employed","","","",""
"Min 1x per month","1993","Schleswig-Holstein","Not Employed","","","",""
"Min 1x per month","1993","Schleswig-Holstein","Employed","","","",""
"Min 1x per month","1993","Hamburg","Not Employed","","","",""
"Min 1x per month","1993","Hamburg","Employed","","","",""
"Min 1x per month","1993","Lower Saxony","Not Employed","","","",""
"Min 1x per month","1993","Lower Saxony","Employed","","","",""
"Min 1x per month","1993","Bremen","Not Employed","","","",""
"Min 1x per month","1993","Bremen","Employed","","","",""
"Min 1x per month","1993","North Rhine-Westphalia","Not Employed","","","",""
"Min 1x per month","1993","North Rhine-Westphalia","Employed","","","",""
"Min 1x per month","1993","Hesse","Not Employed","","","",""
"Min 1x per month","1993","Hesse","Employed","","","",""
"Min 1x per month","1993","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Min 1x per month","1993","Rhineland-Palatinate,Saarland","Employed","","","",""
"Min 1x per month","1993","Baden-Württemberg","Not Employed","","","",""
"Min 1x per month","1993","Baden-Württemberg","Employed","","","",""
"Min 1x per month","1993","Bavaria","Not Employed","","","",""
"Min 1x per month","1993","Bavaria","Employed","","","",""
"Min 1x per month","1993","Berlin","Not Employed","","","",""
"Min 1x per month","1993","Berlin","Employed","","","",""
"Min 1x per month","1993","Brandenburg","Not Employed","","","",""
"Min 1x per month","1993","Brandenburg","Employed","","","",""
"Min 1x per month","1993","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Min 1x per month","1993","Mecklenburg-Western Pomerania","Employed","","","",""
"Min 1x per month","1993","Saxony","Not Employed","","","",""
"Min 1x per month","1993","Saxony","Employed","","","",""
"Min 1x per month","1993","Saxony-Anhalt","Not Employed","","","",""
"Min 1x per month","1993","Saxony-Anhalt","Employed","","","",""
"Min 1x per month","1993","Thuringia","Not Employed","","","",""
"Min 1x per month","1993","Thuringia","Employed","","","",""
"Rarely","1993","Schleswig-Holstein","Not Employed","","","",""
"Rarely","1993","Schleswig-Holstein","Employed","","","",""
"Rarely","1993","Hamburg","Not Employed","","","",""
"Rarely","1993","Hamburg","Employed","","","",""
"Rarely","1993","Lower Saxony","Not Employed","","","",""
"Rarely","1993","Lower Saxony","Employed","","","",""
"Rarely","1993","Bremen","Not Employed","","","",""
"Rarely","1993","Bremen","Employed","","","",""
"Rarely","1993","North Rhine-Westphalia","Not Employed","","","",""
"Rarely","1993","North Rhine-Westphalia","Employed","","","",""
"Rarely","1993","Hesse","Not Employed","","","",""
"Rarely","1993","Hesse","Employed","","","",""
"Rarely","1993","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Rarely","1993","Rhineland-Palatinate,Saarland","Employed","","","",""
"Rarely","1993","Baden-Württemberg","Not Employed","","","",""
"Rarely","1993","Baden-Württemberg","Employed","","","",""
"Rarely","1993","Bavaria","Not Employed","","","",""
"Rarely","1993","Bavaria","Employed","","","",""
"Rarely","1993","Berlin","Not Employed","","","",""
"Rarely","1993","Berlin","Employed","","","",""
"Rarely","1993","Brandenburg","Not Employed","","","",""
"Rarely","1993","Brandenburg","Employed","","","",""
"Rarely","1993","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Rarely","1993","Mecklenburg-Western Pomerania","Employed","","","",""
"Rarely","1993","Saxony","Not Employed","","","",""
"Rarely","1993","Saxony","Employed","","","",""
"Rarely","1993","Saxony-Anhalt","Not Employed","","","",""
"Rarely","1993","Saxony-Anhalt","Employed","","","",""
"Rarely","1993","Thuringia","Not Employed","","","",""
"Rarely","1993","Thuringia","Employed","","","",""
"Never","1993","Schleswig-Holstein","Not Employed","","","",""
"Never","1993","Schleswig-Holstein","Employed","","","",""
"Never","1993","Hamburg","Not Employed","","","",""
"Never","1993","Hamburg","Employed","","","",""
"Never","1993","Lower Saxony","Not Employed","","","",""
"Never","1993","Lower Saxony","Employed","","","",""
"Never","1993","Bremen","Not Employed","","","",""
"Never","1993","Bremen","Employed","","","",""
"Never","1993","North Rhine-Westphalia","Not Employed","","","",""
"Never","1993","North Rhine-Westphalia","Employed","","","",""
"Never","1993","Hesse","Not Employed","","","",""
"Never","1993","Hesse","Employed","","","",""
"Never","1993","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Never","1993","Rhineland-Palatinate,Saarland","Employed","","","",""
"Never","1993","Baden-Württemberg","Not Employed","","","",""
"Never","1993","Baden-Württemberg","Employed","","","",""
"Never","1993","Bavaria","Not Employed","","","",""
"Never","1993","Bavaria","Employed","","","",""
"Never","1993","Berlin","Not Employed","","","",""
"Never","1993","Berlin","Employed","","","",""
"Never","1993","Brandenburg","Not Employed","","","",""
"Never","1993","Brandenburg","Employed","","","",""
"Never","1993","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Never","1993","Mecklenburg-Western Pomerania","Employed","","","",""
"Never","1993","Saxony","Not Employed","","","",""
"Never","1993","Saxony","Employed","","","",""
"Never","1993","Saxony-Anhalt","Not Employed","","","",""
"Never","1993","Saxony-Anhalt","Employed","","","",""
"Never","1993","Thuringia","Not Employed","","","",""
"Never","1993","Thuringia","Employed","","","",""
"Daily","1994","Schleswig-Holstein","Not Employed","","","",""
"Daily","1994","Schleswig-Holstein","Employed","","","",""
"Daily","1994","Hamburg","Not Employed","","","",""
"Daily","1994","Hamburg","Employed","","","",""
"Daily","1994","Lower Saxony","Not Employed","","","",""
"Daily","1994","Lower Saxony","Employed","","","",""
"Daily","1994","Bremen","Not Employed","","","",""
"Daily","1994","Bremen","Employed","","","",""
"Daily","1994","North Rhine-Westphalia","Not Employed","","","",""
"Daily","1994","North Rhine-Westphalia","Employed","","","",""
"Daily","1994","Hesse","Not Employed","","","",""
"Daily","1994","Hesse","Employed","","","",""
"Daily","1994","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Daily","1994","Rhineland-Palatinate,Saarland","Employed","","","",""
"Daily","1994","Baden-Württemberg","Not Employed","","","",""
"Daily","1994","Baden-Württemberg","Employed","","","",""
"Daily","1994","Bavaria","Not Employed","","","",""
"Daily","1994","Bavaria","Employed","","","",""
"Daily","1994","Berlin","Not Employed","","","",""
"Daily","1994","Berlin","Employed","","","",""
"Daily","1994","Brandenburg","Not Employed","","","",""
"Daily","1994","Brandenburg","Employed","","","",""
"Daily","1994","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Daily","1994","Mecklenburg-Western Pomerania","Employed","","","",""
"Daily","1994","Saxony","Not Employed","","","",""
"Daily","1994","Saxony","Employed","","","",""
"Daily","1994","Saxony-Anhalt","Not Employed","","","",""
"Daily","1994","Saxony-Anhalt","Employed","","","",""
"Daily","1994","Thuringia","Not Employed","","","",""
"Daily","1994","Thuringia","Employed","","","",""
"Min 1x per week","1994","Schleswig-Holstein","Not Employed","","","",""
"Min 1x per week","1994","Schleswig-Holstein","Employed","","","",""
"Min 1x per week","1994","Hamburg","Not Employed","","","",""
"Min 1x per week","1994","Hamburg","Employed","","","",""
"Min 1x per week","1994","Lower Saxony","Not Employed","","","",""
"Min 1x per week","1994","Lower Saxony","Employed","","","",""
"Min 1x per week","1994","Bremen","Not Employed","","","",""
"Min 1x per week","1994","Bremen","Employed","","","",""
"Min 1x per week","1994","North Rhine-Westphalia","Not Employed","","","",""
"Min 1x per week","1994","North Rhine-Westphalia","Employed","","","",""
"Min 1x per week","1994","Hesse","Not Employed","","","",""
"Min 1x per week","1994","Hesse","Employed","","","",""
"Min 1x per week","1994","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Min 1x per week","1994","Rhineland-Palatinate,Saarland","Employed","","","",""
"Min 1x per week","1994","Baden-Württemberg","Not Employed","","","",""
"Min 1x per week","1994","Baden-Württemberg","Employed","","","",""
"Min 1x per week","1994","Bavaria","Not Employed","","","",""
"Min 1x per week","1994","Bavaria","Employed","","","",""
"Min 1x per week","1994","Berlin","Not Employed","","","",""
"Min 1x per week","1994","Berlin","Employed","","","",""
"Min 1x per week","1994","Brandenburg","Not Employed","","","",""
"Min 1x per week","1994","Brandenburg","Employed","","","",""
"Min 1x per week","1994","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Min 1x per week","1994","Mecklenburg-Western Pomerania","Employed","","","",""
"Min 1x per week","1994","Saxony","Not Employed","","","",""
"Min 1x per week","1994","Saxony","Employed","","","",""
"Min 1x per week","1994","Saxony-Anhalt","Not Employed","","","",""
"Min 1x per week","1994","Saxony-Anhalt","Employed","","","",""
"Min 1x per week","1994","Thuringia","Not Employed","","","",""
"Min 1x per week","1994","Thuringia","Employed","","","",""
"Min 1x per month","1994","Schleswig-Holstein","Not Employed","","","",""
"Min 1x per month","1994","Schleswig-Holstein","Employed","","","",""
"Min 1x per month","1994","Hamburg","Not Employed","","","",""
"Min 1x per month","1994","Hamburg","Employed","","","",""
"Min 1x per month","1994","Lower Saxony","Not Employed","","","",""
"Min 1x per month","1994","Lower Saxony","Employed","","","",""
"Min 1x per month","1994","Bremen","Not Employed","","","",""
"Min 1x per month","1994","Bremen","Employed","","","",""
"Min 1x per month","1994","North Rhine-Westphalia","Not Employed","","","",""
"Min 1x per month","1994","North Rhine-Westphalia","Employed","","","",""
"Min 1x per month","1994","Hesse","Not Employed","","","",""
"Min 1x per month","1994","Hesse","Employed","","","",""
"Min 1x per month","1994","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Min 1x per month","1994","Rhineland-Palatinate,Saarland","Employed","","","",""
"Min 1x per month","1994","Baden-Württemberg","Not Employed","","","",""
"Min 1x per month","1994","Baden-Württemberg","Employed","","","",""
"Min 1x per month","1994","Bavaria","Not Employed","","","",""
"Min 1x per month","1994","Bavaria","Employed","","","",""
"Min 1x per month","1994","Berlin","Not Employed","","","",""
"Min 1x per month","1994","Berlin","Employed","","","",""
"Min 1x per month","1994","Brandenburg","Not Employed","","","",""
"Min 1x per month","1994","Brandenburg","Employed","","","",""
"Min 1x per month","1994","Mecklenburg-Western Pomerania","Not Employed","","","",""
