"plh0204_h","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"10 Very willing to take risks","2010","Not Working","Couple + C. GT 16 ","6","","","","10"
"10 Very willing to take risks","2010","Not Working","Couple + C. LE and GT 16","22","","","","10"
"10 Very willing to take risks","2010","Full Time","Single parent ","14","","","","10"
"10 Very willing to take risks","2010","Full Time","Couple + C. LE 16 ","68","0.0132918383424466","0.00949617958937027","0.017087497095523","10"
"10 Very willing to take risks","2010","Full Time","Couple + C. GT 16 ","11","","","","10"
"10 Very willing to take risks","2010","Part Time","Couple + C. GT 16 ","10","","","","10"
"10 Very willing to take risks","2010","Part Time","Couple + C. LE and GT 16","9","","","","10"
"10 Very willing to take risks","2010","Part Time","1-pers.-HH","6","","","","10"
"2","2010","Part Time","(Married) couple without C. ","134","0.13348974960834","0.112996252789576","0.153983246427104","2"
"2","2010","Not Working","(Married) couple without C. ","452","0.144931232762047","0.132678541659118","0.157183923864975","2"
"2","2010","Part Time","Single parent ","124","0.107027268234581","0.087222193497951","0.126832342971211","2"
"2","2010","Not Working","Single parent ","71","0.0860770066394158","0.0652247016401541","0.106929311638677","2"
"2","2010","Not Working","Couple + C. LE 16 ","232","0.153764375929524","0.136810390056225","0.170718361802822","2"
"2","2010","Full Time","1-pers.-HH","97","0.11227600979176","0.0920074636484232","0.132544555935096","2"
"2","2010","Full Time","(Married) couple without C. ","247","0.122391265823557","0.108340479491226","0.136442052155887","2"
"2","2010","Full Time","Single parent ","56","0.093634291977209","0.0711347148533652","0.116133869101053","2"
"2","2010","Full Time","Couple + C. LE 16 ","304","0.0885046038809555","0.0790909018867974","0.0979183058751136","2"
"2","2010","Full Time","Couple + C. GT 16 ","134","0.100639280740977","0.0844462907010905","0.116832270780864","2"
"2","2010","Full Time","Couple + C. LE and GT 16","61","0.109727420136297","0.0852630857878558","0.134191754484738","2"
"2","2010","Part Time","1-pers.-HH","53","0.11697982694297","0.0864239729632766","0.147535680922664","2"
"2","2010","Part Time","Couple + C. LE 16 ","359","0.147731342804014","0.133885670549688","0.16157701505834","2"
"2","2010","Part Time","Couple + C. GT 16 ","105","0.105968547114062","0.0846396702738881","0.127297423954237","2"
"2","2010","Part Time","Couple + C. LE and GT 16","54","0.0975469482955663","0.0717205845220494","0.123373312069083","2"
"2","2010","Not Working","1-pers.-HH","208","0.159863852016128","0.140584016242703","0.179143687789553","2"
"2","2010","Not Working","Couple + C. GT 16 ","91","0.131825191833284","0.107662050241321","0.155988333425246","2"
"2","2010","Not Working","Couple + C. LE and GT 16","57","0.0955031438235858","0.069237508040119","0.121768779607053","2"
"3","2010","Full Time","(Married) couple without C. ","348","0.16224919906615","0.146443138031339","0.178055260100961","3"
"3","2010","Full Time","1-pers.-HH","165","0.181399383890283","0.156659704209112","0.206139063571453","3"
"3","2010","Full Time","Couple + C. GT 16 ","197","0.132643696317802","0.114387159118748","0.150900233516857","3"
"3","2010","Part Time","Single parent ","110","0.134594720496256","0.11273050247654","0.156458938515972","3"
"3","2010","Part Time","Couple + C. LE 16 ","418","0.176996721652094","0.162104041595177","0.19188940170901","3"
"3","2010","Full Time","Single parent ","80","0.120891031947479","0.0957128971123596","0.146069166782598","3"
"3","2010","Full Time","Couple + C. LE 16 ","452","0.133141818033908","0.121881995577679","0.144401640490137","3"
"3","2010","Full Time","Couple + C. LE and GT 16","76","0.118499828994502","0.0932019341591364","0.143797723829869","3"
"3","2010","Part Time","1-pers.-HH","55","0.145026822832414","0.111549244309956","0.178504401354873","3"
"3","2010","Part Time","(Married) couple without C. ","180","0.184039819826844","0.160689349129373","0.207390290524314","3"
"3","2010","Part Time","Couple + C. GT 16 ","120","0.13512360198291","0.111434656570389","0.158812547395432","3"
"3","2010","Part Time","Couple + C. LE and GT 16","65","0.1273435210797","0.0983264083410988","0.156360633818301","3"
"3","2010","Not Working","1-pers.-HH","241","0.157475831868907","0.138313361453109","0.176638302284705","3"
"3","2010","Not Working","(Married) couple without C. ","525","0.168525585586289","0.155496697987205","0.181554473185372","3"
"3","2010","Not Working","Single parent ","70","0.102512177282528","0.0799615981374037","0.125062756427652","3"
"3","2010","Not Working","Couple + C. LE 16 ","256","0.14058158840059","0.124244868996593","0.156918307804588","3"
"3","2010","Not Working","Couple + C. GT 16 ","116","0.138457488186686","0.113788735941185","0.163126240432187","3"
"3","2010","Not Working","Couple + C. LE and GT 16","54","0.117958528648236","0.089132505653969","0.146784551642503","3"
"4","2010","Not Working","Single parent ","63","0.101050047784384","0.0786426353890348","0.123457460179734","4"
"4","2010","Full Time","Couple + C. LE and GT 16","53","0.0597354091655115","0.0411849235653343","0.0782858947656886","4"
"4","2010","Not Working","Couple + C. LE 16 ","163","0.0979365651250047","0.0839667945543153","0.111906335695694","4"
"4","2010","Part Time","Couple + C. LE 16 ","274","0.106527366583385","0.0944891905759474","0.118565542590822","4"
"4","2010","Part Time","Couple + C. GT 16 ","83","0.107553945264645","0.086085170616","0.12902271991329","4"
"4","2010","Not Working","(Married) couple without C. ","323","0.0952009483731629","0.0849857530354961","0.10541614371083","4"
"4","2010","Not Working","Couple + C. GT 16 ","68","0.0998207687140268","0.0784103306924256","0.121231206735628","4"
"4","2010","Part Time","Single parent ","91","0.104842201403661","0.0852163714266246","0.124468031380697","4"
"4","2010","Full Time","1-pers.-HH","86","0.0874457492106217","0.069309860898584","0.105581637522659","4"
"4","2010","Full Time","(Married) couple without C. ","227","0.119065543600998","0.105180738242379","0.132950348959617","4"
"4","2010","Full Time","Couple + C. GT 16 ","124","0.0891991398299146","0.0738576202660536","0.104540659393776","4"
"4","2010","Part Time","Couple + C. LE and GT 16","53","0.0909310345355179","0.0659046223408223","0.115957446730213","4"
"4","2010","Not Working","1-pers.-HH","116","0.0813975891472165","0.0670121567837772","0.0957830215106558","4"
"4","2010","Not Working","Couple + C. LE and GT 16","44","0.0886597878642106","0.0632571297319748","0.114062445996446","4"
"4","2010","Full Time","Single parent ","66","0.099166231962883","0.0760823209282282","0.122250142997538","4"
"4","2010","Full Time","Couple + C. LE 16 ","340","0.105508454931089","0.0953264799296034","0.115690429932576","4"
"4","2010","Part Time","1-pers.-HH","41","0.0870982785619515","0.0602899075786244","0.113906649545279","4"
"4","2010","Part Time","(Married) couple without C. ","105","0.0959784712143796","0.0782291578182404","0.113727784610519","4"
"5","2010","Full Time","1-pers.-HH","198","0.229773632752781","0.202765197676075","0.256782067829488","5"
"5","2010","Full Time","(Married) couple without C. ","410","0.193386470786084","0.176453984095493","0.210318957476676","5"
"5","2010","Full Time","Single parent ","148","0.221203270442865","0.189147000344252","0.253259540541477","5"
"5","2010","Full Time","Couple + C. LE 16 ","740","0.202357375367572","0.189041676327428","0.215673074407717","5"
"5","2010","Full Time","Couple + C. GT 16 ","269","0.209495102864426","0.187591500383424","0.231398705345428","5"
"5","2010","Full Time","Couple + C. LE and GT 16","141","0.19328308568114","0.162375019949557","0.224191151412722","5"
"5","2010","Part Time","(Married) couple without C. ","220","0.201796031566162","0.177612567535948","0.225979495596377","5"
"5","2010","Part Time","Single parent ","222","0.240428627430262","0.213051520682699","0.267805734177826","5"
"5","2010","Part Time","Couple + C. LE 16 ","513","0.188192144871028","0.172940494658877","0.20344379508318","5"
"5","2010","Part Time","Couple + C. GT 16 ","161","0.191242564891362","0.163990179588149","0.218494950194574","5"
"5","2010","Part Time","Couple + C. LE and GT 16","121","0.213308206782898","0.177650763216708","0.248965650349087","5"
"5","2010","Part Time","1-pers.-HH","95","0.223186943912395","0.183600519467046","0.262773368357745","5"
"5","2010","Not Working","Single parent ","156","0.227631850677373","0.196458435657899","0.258805265696847","5"
"5","2010","Not Working","Couple + C. LE 16 ","386","0.191006337481659","0.172530899258805","0.209481775704514","5"
"5","2010","Not Working","Couple + C. LE and GT 16","82","0.162494436603212","0.129526736463382","0.195462136743041","5"
"5","2010","Not Working","(Married) couple without C. ","617","0.178391206921102","0.165066145143931","0.191716268698273","5"
"5","2010","Not Working","Couple + C. GT 16 ","139","0.185389222161703","0.157632516507579","0.213145927815827","5"
"5","2010","Not Working","1-pers.-HH","274","0.206261723892224","0.184975366902508","0.227548080881941","5"
"6","2010","Full Time","1-pers.-HH","123","0.129500747084663","0.107945129355923","0.151056364813402","6"
"6","2010","Part Time","(Married) couple without C. ","114","0.0920555612857127","0.0746350896496055","0.10947603292182","6"
"6","2010","Part Time","Single parent ","94","0.123216923934117","0.102160169755227","0.144273678113007","6"
"6","2010","Part Time","Couple + C. LE 16 ","235","0.0912459884427182","0.0800097867491807","0.102482190136256","6"
"6","2010","Part Time","Couple + C. GT 16 ","94","0.127160540419898","0.104074658719067","0.150246422120729","6"
"6","2010","Part Time","Couple + C. LE and GT 16","58","0.140703144299921","0.11043626644991","0.170970022149933","6"
"6","2010","Not Working","1-pers.-HH","86","0.0558967298740583","0.0438114612114763","0.0679819985366402","6"
"6","2010","Not Working","(Married) couple without C. ","274","0.0824431556118926","0.0728702503078939","0.0920160609158913","6"
"6","2010","Not Working","Single parent ","59","0.0653606461076999","0.0469852847330809","0.083736007482319","6"
"6","2010","Full Time","(Married) couple without C. ","253","0.114275853079414","0.10063625960838","0.127915446550449","6"
"6","2010","Full Time","Single parent ","77","0.0952597842224358","0.072586110037404","0.117933458407468","6"
"6","2010","Full Time","Couple + C. LE 16 ","470","0.136482612230177","0.12510438817632","0.147860836284035","6"
"6","2010","Full Time","Couple + C. GT 16 ","175","0.116763919517211","0.0994789323141706","0.134048906720251","6"
"6","2010","Full Time","Couple + C. LE and GT 16","85","0.137378961724666","0.110433572681407","0.164324350767925","6"
"6","2010","Part Time","1-pers.-HH","38","0.102983903843995","0.0740878578809251","0.131879949807065","6"
"6","2010","Not Working","Couple + C. LE 16 ","150","0.0890952479834128","0.0757058190545585","0.102484676912267","6"
"6","2010","Not Working","Couple + C. GT 16 ","87","0.106352143280212","0.0843326695397804","0.128371617020644","6"
"6","2010","Not Working","Couple + C. LE and GT 16","54","0.107579734441609","0.0798895723033397","0.135269896579879","6"
"7","2010","Full Time","1-pers.-HH","117","0.114563021778849","0.0941154758362059","0.135010567721492","7"
"7","2010","Full Time","(Married) couple without C. ","250","0.113177252369129","0.0995949644216502","0.126759540316608","7"
"7","2010","Full Time","Single parent ","78","0.123160118984464","0.0977796084092623","0.148540629559665","7"
"7","2010","Full Time","Couple + C. LE 16 ","515","0.139926724170946","0.128428829255908","0.151424619085984","7"
"7","2010","Full Time","Couple + C. GT 16 ","180","0.136222779189988","0.117759787653443","0.154685770726533","7"
"7","2010","Full Time","Couple + C. LE and GT 16","101","0.160274118960177","0.131558724331473","0.188989513588881","7"
"7","2010","Part Time","1-pers.-HH","59","0.137562633744143","0.104815925583235","0.170309341905051","7"
"7","2010","Part Time","(Married) couple without C. ","97","0.088212266292579","0.0711232674739291","0.105301265111229","7"
"7","2010","Part Time","Couple + C. LE 16 ","244","0.103240375029168","0.091367598983689","0.115113151074648","7"
"7","2010","Part Time","Couple + C. GT 16 ","93","0.126590927946888","0.103549295823478","0.149632560070297","7"
"7","2010","Part Time","Single parent ","87","0.09214541890744","0.0736162821921579","0.110674555622722","7"
"7","2010","Part Time","Couple + C. LE and GT 16","49","0.108472637185006","0.0814036784936814","0.135541595876331","7"
"7","2010","Not Working","1-pers.-HH","87","0.0604867058039731","0.0479456301057509","0.0730277815021953","7"
"7","2010","Not Working","(Married) couple without C. ","216","0.0609660836117033","0.0526381978713359","0.0692939693520708","7"
"7","2010","Not Working","Couple + C. GT 16 ","90","0.137382478674288","0.112794353556547","0.161970603792029","7"
"7","2010","Not Working","Single parent ","77","0.122693270957736","0.0983015866026717","0.147084955312801","7"
"7","2010","Not Working","Couple + C. LE and GT 16","61","0.157732746124137","0.125159469821858","0.190306022426415","7"
"7","2010","Not Working","Couple + C. LE 16 ","130","0.0812514837763661","0.0684100866875827","0.0940928808651495","7"
"8","2010","Full Time","1-pers.-HH","70","0.057486927331872","0.0425428751872683","0.0724309794764757","8"
"8","2010","Full Time","(Married) couple without C. ","145","0.0675842568164011","0.0568220206482846","0.0783464929845177","8"
"8","2010","Full Time","Single parent ","69","0.137871338349347","0.111243973146079","0.164498703552615","8"
"8","2010","Full Time","Couple + C. LE 16 ","328","0.0978610411616738","0.0880131801626955","0.107708902160652","8"
"8","2010","Full Time","Couple + C. GT 16 ","111","0.0854142999879551","0.0703706290453567","0.100457970930554","8"
"8","2010","Full Time","Couple + C. LE and GT 16","55","0.131704216791026","0.105234578505898","0.158173855076153","8"
"8","2010","Part Time","1-pers.-HH","38","0.0908890445015021","0.0635604157738887","0.118217673229115","8"
