"plh0204_h","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"6","2015","lower secondary degree","West Germany","546","0.102018485915459","0.0938513678734618","0.110185603957455"
"6","2015","lower secondary degree","East Germany","115","0.0922560797930991","0.0753533025391294","0.109158857047069"
"6","2015","secondary school degree","West Germany","595","0.125649797727796","0.116327298494673","0.13497229696092"
"6","2015","secondary school degree","East Germany","294","0.130821245650384","0.117196424235329","0.144446067065439"
"6","2015","college entrance qualification","West Germany","866","0.164877067277606","0.155414261259723","0.174339873295489"
"6","2015","college entrance qualification","East Germany","191","0.15599384251869","0.136359891238113","0.175627793799267"
"6","2015","Other degree","West Germany","344","0.0818866947558943","0.0730991590756716","0.0906742304361171"
"6","2015","Other degree","East Germany","35","0.0902130173861299","0.0612941100456106","0.119131924726649"
"6","2015","no degree/no degree yet","West Germany","98","0.120794321658027","0.098988475242851","0.142600168073202"
"6","2015","no degree/no degree yet","East Germany","13","","",""
"7","2015","lower secondary degree","West Germany","684","0.122628569635309","0.113777754433378","0.131479384837241"
"7","2015","lower secondary degree","East Germany","121","0.109184958901719","0.090968914596185","0.127401003207253"
"7","2015","secondary school degree","West Germany","648","0.135423234995164","0.12579920154135","0.145047268448978"
"7","2015","secondary school degree","East Germany","342","0.141899313106577","0.127800050524735","0.15599857568842"
"7","2015","college entrance qualification","West Germany","945","0.157613678962981","0.14832150756923","0.166905850356731"
"7","2015","college entrance qualification","East Germany","192","0.135230245504181","0.116726129705956","0.153734361302407"
"7","2015","Other degree","West Germany","435","0.117128954023875","0.10682288469726","0.12743502335049"
"7","2015","Other degree","East Germany","50","0.145865104782206","0.110235061277888","0.181495148286525"
"7","2015","no degree/no degree yet","West Germany","100","0.113709759493106","0.0924679601959366","0.134951558790276"
"7","2015","no degree/no degree yet","East Germany","15","","",""
"8","2015","lower secondary degree","West Germany","514","0.0859430214479633","0.0783801339363537","0.0935059089595729"
"8","2015","lower secondary degree","East Germany","103","0.0841223890492894","0.0679097611170568","0.100335016981522"
"8","2015","secondary school degree","West Germany","477","0.0992711787753729","0.0908607648379803","0.107681592712765"
"8","2015","secondary school degree","East Germany","249","0.10246559497621","0.0902123331611372","0.114718856791282"
"8","2015","college entrance qualification","West Germany","534","0.0907499656675641","0.0834245967162744","0.0980753346188538"
"8","2015","college entrance qualification","East Germany","141","0.109719948536904","0.0928082475152342","0.126631649558573"
"8","2015","Other degree","West Germany","357","0.0896309636760806","0.0804761383620345","0.0987857889901267"
"8","2015","Other degree","East Germany","40","0.146143782477078","0.110485537832964","0.181802027121193"
"8","2015","no degree/no degree yet","West Germany","100","0.1185026632227","0.0968765234911182","0.140128802954283"
"8","2015","no degree/no degree yet","East Germany","18","","",""
"9","2015","lower secondary degree","West Germany","155","0.0229585172760451","0.0189171891115508","0.0269998454405393"
"9","2015","lower secondary degree","East Germany","29","","",""
"9","2015","secondary school degree","West Germany","157","0.0281878190858864","0.02353270146401","0.0328429367077627"
"9","2015","secondary school degree","East Germany","54","0.0256856316530125","0.0192937046568816","0.0320775586491434"
"9","2015","college entrance qualification","West Germany","142","0.023200040990472","0.0193610968040067","0.0270389851769374"
"9","2015","college entrance qualification","East Germany","34","0.0333981852505822","0.0236759436049135","0.043120426896251"
"9","2015","Other degree","West Germany","139","0.0319265539283859","0.026292221512927","0.0375608863438448"
"9","2015","Other degree","East Germany","11","","",""
"9","2015","no degree/no degree yet","West Germany","26","","",""
"9","2015","no degree/no degree yet","East Germany","8","","",""
"10 Very willing to take risks","2015","lower secondary degree","West Germany","140","0.0193816994737874","0.0156617107608871","0.0231016881866876"
"10 Very willing to take risks","2015","lower secondary degree","East Germany","26","","",""
"10 Very willing to take risks","2015","secondary school degree","West Germany","86","0.0150538716409525","0.0116290410421144","0.0184787022397907"
"10 Very willing to take risks","2015","secondary school degree","East Germany","38","0.0138592150177913","0.00913558466983213","0.0185828453657504"
"10 Very willing to take risks","2015","college entrance qualification","West Germany","64","0.0093363062780498","0.00688377093696902","0.0117888416191306"
"10 Very willing to take risks","2015","college entrance qualification","East Germany","6","","",""
"10 Very willing to take risks","2015","Other degree","West Germany","129","0.0295016986516169","0.024078778735252","0.0349246185679817"
"10 Very willing to take risks","2015","Other degree","East Germany","13","","",""
"10 Very willing to take risks","2015","no degree/no degree yet","West Germany","36","0.0358980064475281","0.0234499627797752","0.0483460501152811"
"10 Very willing to take risks","2015","no degree/no degree yet","East Germany","4","","",""
"0 Not at all Willing to take risks","2016","lower secondary degree","West Germany","300","0.0693686073623293","0.0622377450600036","0.0764994696646549"
"0 Not at all Willing to take risks","2016","lower secondary degree","East Germany","62","0.0709152147091496","0.055077230959322","0.0867531984589772"
"0 Not at all Willing to take risks","2016","secondary school degree","West Germany","144","0.0345584801995697","0.0291845162879137","0.0399324441112257"
"0 Not at all Willing to take risks","2016","secondary school degree","East Germany","57","0.023086586632866","0.0168352462850867","0.0293379269806454"
"0 Not at all Willing to take risks","2016","college entrance qualification","West Germany","108","0.0197364930422708","0.016076119407184","0.0233968666773576"
"0 Not at all Willing to take risks","2016","college entrance qualification","East Germany","24","","",""
"0 Not at all Willing to take risks","2016","Other degree","West Germany","633","0.0828993928173701","0.0751577335895119","0.0906410520452282"
"0 Not at all Willing to take risks","2016","Other degree","East Germany","100","0.0853626090389857","0.0646484255384428","0.106076792539529"
"0 Not at all Willing to take risks","2016","no degree/no degree yet","West Germany","423","0.0827589468451277","0.0706385439825914","0.094879349707664"
"0 Not at all Willing to take risks","2016","no degree/no degree yet","East Germany","60","0.0597231924068689","0.0358969441890917","0.0835494406246462"
"1","2016","lower secondary degree","West Germany","280","0.0639976292430661","0.0571286511605156","0.0708666073256165"
"1","2016","lower secondary degree","East Germany","48","0.04188360572475","0.0295231730066315","0.0542440384428685"
"1","2016","secondary school degree","West Germany","209","0.0506424602484705","0.0441914647037908","0.0570934557931503"
"1","2016","secondary school degree","East Germany","86","0.0474443371729983","0.0385951655522919","0.0562935087937047"
"1","2016","college entrance qualification","West Germany","188","0.0321247002296532","0.0274843767839963","0.0367650236753101"
"1","2016","college entrance qualification","East Germany","32","0.0166198758936602","0.00962179948982257","0.0236179522974978"
"1","2016","Other degree","West Germany","298","0.0780198181295027","0.0704895031022783","0.0855501331567271"
"1","2016","Other degree","East Germany","29","","",""
"1","2016","no degree/no degree yet","West Germany","100","0.054889798640547","0.0448700949212023","0.0649095023598917"
"1","2016","no degree/no degree yet","East Germany","25","","",""
"2","2016","lower secondary degree","West Germany","517","0.11546748140434","0.106498183235721","0.12443677957296"
"2","2016","lower secondary degree","East Germany","110","0.104674107747504","0.0857849447679178","0.12356327072709"
"2","2016","secondary school degree","West Germany","438","0.0980571154255225","0.0893076097515577","0.106806621099487"
"2","2016","secondary school degree","East Germany","201","0.0852957737011627","0.0736687289560923","0.096922818446233"
"2","2016","college entrance qualification","West Germany","518","0.0917670982142409","0.0841697659058885","0.0993644305225932"
"2","2016","college entrance qualification","East Germany","108","0.0963433607535237","0.0801917181491628","0.112495003357885"
"2","2016","Other degree","West Germany","467","0.112652544539292","0.103775523639702","0.121529565438882"
"2","2016","Other degree","East Germany","74","0.104971249416997","0.0822483796470544","0.12769411918694"
"2","2016","no degree/no degree yet","West Germany","149","0.0838102129412315","0.0716200634740648","0.0960003624083983"
"2","2016","no degree/no degree yet","East Germany","26","","",""
"3","2016","lower secondary degree","West Germany","524","0.121172486805167","0.112013961576461","0.130331012033873"
"3","2016","lower secondary degree","East Germany","96","0.100934631504316","0.0823472486933618","0.11952201431527"
"3","2016","secondary school degree","West Germany","534","0.118381455718471","0.10887679456821","0.127886116868731"
"3","2016","secondary school degree","East Germany","281","0.11419382304498","0.100954801069824","0.127432845020135"
