"plh0204_h","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"5","2018","secondary school degree","higher education","116","0.196139071378394","0.165206305564118","0.227071837192671"
"5","2018","college entrance qualification","in school","","","",""
"5","2018","college entrance qualification","inadequately","","","",""
"5","2018","college entrance qualification","general elemantary","","","",""
"5","2018","college entrance qualification","middle vocational","225","0.223054598697931","0.19929210419279","0.246817093203073"
"5","2018","college entrance qualification","vocational + Abi","274","0.168627172721042","0.150343560025727","0.186910785416356"
"5","2018","college entrance qualification","higher vocational","74","0.196221233650916","0.157919861696966","0.234522605604867"
"5","2018","college entrance qualification","higher education","735","0.161960633598229","0.151189324210761","0.172731942985696"
"5","2018","Other degree","in school","","","",""
"5","2018","Other degree","inadequately","12","","",""
"5","2018","Other degree","general elemantary","222","0.146341196923903","0.126770872799042","0.165911521048764"
"5","2018","Other degree","middle vocational","271","0.182168507086031","0.163039242180344","0.201297771991718"
"5","2018","Other degree","vocational + Abi","98","0.173661771075176","0.142858909779459","0.204464632370892"
"5","2018","Other degree","higher vocational","12","","",""
"5","2018","Other degree","higher education","243","0.168456686609851","0.150180445209428","0.186732928010275"
"5","2018","no degree/no degree yet","in school","61","0.123157850827293","0.0892589005608431","0.157056801093742"
"5","2018","no degree/no degree yet","inadequately","277","0.172370211052209","0.155562971515346","0.189177450589073"
"5","2018","no degree/no degree yet","general elemantary","","","",""
"5","2018","no degree/no degree yet","middle vocational","26","","",""
"5","2018","no degree/no degree yet","vocational + Abi","","","",""
"5","2018","no degree/no degree yet","higher vocational","1","","",""
"5","2018","no degree/no degree yet","higher education","3","","",""
"6","2018","lower secondary degree","in school","","","",""
"6","2018","lower secondary degree","inadequately","","","",""
"6","2018","lower secondary degree","general elemantary","102","0.0675205628682379","0.054492545836329","0.0805485799001468"
"6","2018","lower secondary degree","middle vocational","339","0.0875380049116976","0.0787019678181702","0.0963740420052249"
"6","2018","lower secondary degree","vocational + Abi","1","","",""
"6","2018","lower secondary degree","higher vocational","29","","",""
"6","2018","lower secondary degree","higher education","10","","",""
"6","2018","secondary school degree","in school","","","",""
"6","2018","secondary school degree","inadequately","","","",""
"6","2018","secondary school degree","general elemantary","87","0.0819720069817761","0.0631960573701837","0.100747956593368"
"6","2018","secondary school degree","middle vocational","428","0.0906631069273727","0.0828166189138704","0.098509594940875"
"6","2018","secondary school degree","vocational + Abi","","","",""
"6","2018","secondary school degree","higher vocational","62","0.0952559916048789","0.0729603494435599","0.117551633766198"
"6","2018","secondary school degree","higher education","73","0.116380222202093","0.091398720519924","0.141361723884263"
"6","2018","college entrance qualification","in school","","","",""
"6","2018","college entrance qualification","inadequately","","","",""
"6","2018","college entrance qualification","general elemantary","","","",""
"6","2018","college entrance qualification","middle vocational","143","0.132781578277994","0.113411813397791","0.152151343158196"
"6","2018","college entrance qualification","vocational + Abi","152","0.104554399230472","0.0896130065470828","0.11949579191386"
"6","2018","college entrance qualification","higher vocational","41","0.0991465331396671","0.070323551259534","0.1279695150198"
"6","2018","college entrance qualification","higher education","568","0.133653971845059","0.123705229443761","0.143602714246357"
"6","2018","Other degree","in school","","","",""
"6","2018","Other degree","inadequately","5","","",""
"6","2018","Other degree","general elemantary","71","0.0795438272353576","0.0645615663771069","0.0945260880936082"
"6","2018","Other degree","middle vocational","122","0.100668258031732","0.0857562559877886","0.115580260075676"
"6","2018","Other degree","vocational + Abi","40","0.0756775455562833","0.0541717607585025","0.0971833303540642"
"6","2018","Other degree","higher vocational","2","","",""
"6","2018","Other degree","higher education","145","0.114879486166325","0.0993082616710085","0.130450710661641"
"6","2018","no degree/no degree yet","in school","50","0.109068145837035","0.0769118734651957","0.141224418208875"
"6","2018","no degree/no degree yet","inadequately","91","0.0805609854269135","0.0684502344242101","0.0926717364296169"
"6","2018","no degree/no degree yet","general elemantary","","","",""
"6","2018","no degree/no degree yet","middle vocational","9","","",""
"6","2018","no degree/no degree yet","vocational + Abi","","","",""
"6","2018","no degree/no degree yet","higher vocational","2","","",""
"6","2018","no degree/no degree yet","higher education","2","","",""
"7","2018","lower secondary degree","in school","","","",""
"7","2018","lower secondary degree","inadequately","","","",""
"7","2018","lower secondary degree","general elemantary","139","0.0794798238208657","0.065435987386543","0.0935236602551883"
"7","2018","lower secondary degree","middle vocational","328","0.0798437718621443","0.0713694857374695","0.0883180579868191"
"7","2018","lower secondary degree","vocational + Abi","","","",""
"7","2018","lower secondary degree","higher vocational","39","0.127331035720151","0.0901637580159741","0.164498313424327"
"7","2018","lower secondary degree","higher education","14","","",""
"7","2018","secondary school degree","in school","","","",""
"7","2018","secondary school degree","inadequately","","","",""
"7","2018","secondary school degree","general elemantary","94","0.110022207509381","0.0886046014097186","0.131439813609043"
"7","2018","secondary school degree","middle vocational","538","0.0989893142013535","0.090828063111248","0.107150565291459"
"7","2018","secondary school degree","vocational + Abi","1","","",""
"7","2018","secondary school degree","higher vocational","75","0.109322436594664","0.0856236623437025","0.133021210845625"
"7","2018","secondary school degree","higher education","69","0.121625189908589","0.0961628718926541","0.147087507924524"
"7","2018","college entrance qualification","in school","","","",""
"7","2018","college entrance qualification","inadequately","","","",""
"7","2018","college entrance qualification","general elemantary","","","",""
"7","2018","college entrance qualification","middle vocational","152","0.10562520478948","0.0880809572528078","0.123169452326153"
"7","2018","college entrance qualification","vocational + Abi","191","0.122963690930342","0.1069276353494","0.138999746511283"
"7","2018","college entrance qualification","higher vocational","47","0.0880019567228554","0.0606797242110064","0.115324189234704"
"7","2018","college entrance qualification","higher education","548","0.113830045520995","0.104544262692932","0.123115828349058"
"7","2018","Other degree","in school","","","",""
"7","2018","Other degree","inadequately","4","","",""
"7","2018","Other degree","general elemantary","76","0.0658215974939949","0.0520915614926119","0.0795516334953779"
"7","2018","Other degree","middle vocational","127","0.0967833038657314","0.0821303252141149","0.111436282517348"
"7","2018","Other degree","vocational + Abi","77","0.101220378057241","0.0766947232770369","0.125746032837444"
"7","2018","Other degree","higher vocational","2","","",""
"7","2018","Other degree","higher education","176","0.146139253675926","0.128889722826708","0.163388784525145"
"7","2018","no degree/no degree yet","in school","67","0.22149358618691","0.178657856931251","0.264329315442569"
"7","2018","no degree/no degree yet","inadequately","84","0.0657992237657513","0.0547666275637984","0.0768318199677041"
"7","2018","no degree/no degree yet","general elemantary","","","",""
