"plh0204_h","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1","2016","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"1","2016","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"1","2016","lower secondary degree","(3a) lower tertiary education","3","","",""
"1","2016","lower secondary degree","(3b) higher tertiary education","","","",""
"1","2016","secondary school degree","(0) in school","","","",""
"1","2016","secondary school degree","(1a) inadequately completed","","","",""
"1","2016","secondary school degree","(1b) general elementary school","","","",""
"1","2016","secondary school degree","(1c) basic vocational qualification","","","",""
"1","2016","secondary school degree","(2b) intermediate general qualification","22","","",""
"1","2016","secondary school degree","(2a) intermediate vocational","246","0.0495089728473508","0.0436868915164379","0.0553310541782637"
"1","2016","secondary school degree","(2c_gen) general maturity certificate","","","",""
"1","2016","secondary school degree","(2c_voc) vocational maturity certificate","1","","",""
"1","2016","secondary school degree","(3a) lower tertiary education","19","","",""
"1","2016","secondary school degree","(3b) higher tertiary education","7","","",""
"1","2016","college entrance qualification","(0) in school","","","",""
"1","2016","college entrance qualification","(1a) inadequately completed","","","",""
"1","2016","college entrance qualification","(1b) general elementary school","","","",""
"1","2016","college entrance qualification","(1c) basic vocational qualification","","","",""
"1","2016","college entrance qualification","(2b) intermediate general qualification","","","",""
"1","2016","college entrance qualification","(2a) intermediate vocational","","","",""
"1","2016","college entrance qualification","(2c_gen) general maturity certificate","27","","",""
"1","2016","college entrance qualification","(2c_voc) vocational maturity certificate","63","0.0355221949785452","0.0269210526788324","0.0441233372782579"
"1","2016","college entrance qualification","(3a) lower tertiary education","37","0.0258848629849118","0.0170287592802632","0.0347409666895604"
"1","2016","college entrance qualification","(3b) higher tertiary education","93","0.0281694180020698","0.0220885228836297","0.03425031312051"
"1","2016","Other degree","(0) in school","","","",""
"1","2016","Other degree","(1a) inadequately completed","","","",""
"1","2016","Other degree","(1b) general elementary school","92","0.107698997739232","0.0911564027363993","0.124241592742065"
"1","2016","Other degree","(1c) basic vocational qualification","65","0.0812619197635922","0.0626395590751951","0.0998842804519893"
"1","2016","Other degree","(2b) intermediate general qualification","","","",""
"1","2016","Other degree","(2a) intermediate vocational","","","",""
"1","2016","Other degree","(2c_gen) general maturity certificate","46","0.066930586113667","0.0507999341363144","0.0830612380910195"
"1","2016","Other degree","(2c_voc) vocational maturity certificate","60","0.0727301684815683","0.0541321127772767","0.09132822418586"
"1","2016","Other degree","(3a) lower tertiary education","1","","",""
"1","2016","Other degree","(3b) higher tertiary education","63","0.044474237064833","0.0346488031020883","0.0542996710275778"
"1","2016","no degree/no degree yet","(0) in school","6","","",""
"1","2016","no degree/no degree yet","(1a) inadequately completed","116","0.069470499229855","0.0583024390882784","0.0806385593714317"
"1","2016","no degree/no degree yet","(1b) general elementary school","","","",""
"1","2016","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"1","2016","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"1","2016","no degree/no degree yet","(2a) intermediate vocational","","","",""
"1","2016","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"1","2016","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"1","2016","no degree/no degree yet","(3a) lower tertiary education","","","",""
"1","2016","no degree/no degree yet","(3b) higher tertiary education","3","","",""
"2","2016","lower secondary degree","(0) in school","","","",""
"2","2016","lower secondary degree","(1a) inadequately completed","","","",""
"2","2016","lower secondary degree","(1b) general elementary school","136","0.125826801327093","0.108366497453785","0.143287105200401"
"2","2016","lower secondary degree","(1c) basic vocational qualification","482","0.111947436177005","0.102580875096434","0.121313997257575"
"2","2016","lower secondary degree","(2b) intermediate general qualification","","","",""
"2","2016","lower secondary degree","(2a) intermediate vocational","","","",""
"2","2016","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"2","2016","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"2","2016","lower secondary degree","(3a) lower tertiary education","5","","",""
"2","2016","lower secondary degree","(3b) higher tertiary education","3","","",""
"2","2016","secondary school degree","(0) in school","","","",""
"2","2016","secondary school degree","(1a) inadequately completed","","","",""
"2","2016","secondary school degree","(1b) general elementary school","","","",""
"2","2016","secondary school degree","(1c) basic vocational qualification","","","",""
"2","2016","secondary school degree","(2b) intermediate general qualification","48","0.0760564547438446","0.0565986391675539","0.0955142703201353"
"2","2016","secondary school degree","(2a) intermediate vocational","545","0.0988546723766973","0.0908441964913507","0.106865148262044"
"2","2016","secondary school degree","(2c_gen) general maturity certificate","","","",""
"2","2016","secondary school degree","(2c_voc) vocational maturity certificate","2","","",""
"2","2016","secondary school degree","(3a) lower tertiary education","36","0.0801176382961353","0.0552006306874936","0.105034645904777"
"2","2016","secondary school degree","(3b) higher tertiary education","8","","",""
"2","2016","college entrance qualification","(0) in school","","","",""
"2","2016","college entrance qualification","(1a) inadequately completed","","","",""
"2","2016","college entrance qualification","(1b) general elementary school","","","",""
"2","2016","college entrance qualification","(1c) basic vocational qualification","","","",""
"2","2016","college entrance qualification","(2b) intermediate general qualification","","","",""
"2","2016","college entrance qualification","(2a) intermediate vocational","","","",""
"2","2016","college entrance qualification","(2c_gen) general maturity certificate","70","0.0661041166698566","0.0504761685906219","0.0817320647490913"
"2","2016","college entrance qualification","(2c_voc) vocational maturity certificate","197","0.0991398547414886","0.0852527106085764","0.113026998874401"
"2","2016","college entrance qualification","(3a) lower tertiary education","99","0.090598154122672","0.0745895965372237","0.10660671170812"
"2","2016","college entrance qualification","(3b) higher tertiary education","260","0.0980519784586702","0.0871224297299702","0.10898152718737"
"2","2016","Other degree","(0) in school","","","",""
"2","2016","Other degree","(1a) inadequately completed","","","",""
"2","2016","Other degree","(1b) general elementary school","105","0.11345099293568","0.0965272024312287","0.130374783440131"
"2","2016","Other degree","(1c) basic vocational qualification","87","0.0894217630608368","0.069973734503497","0.108869791618177"
"2","2016","Other degree","(2b) intermediate general qualification","","","",""
"2","2016","Other degree","(2a) intermediate vocational","","","",""
"2","2016","Other degree","(2c_gen) general maturity certificate","98","0.18657238098378","0.161426563174928","0.211718198792631"
"2","2016","Other degree","(2c_voc) vocational maturity certificate","90","0.141511134945471","0.116549684211146","0.166472585679795"
"2","2016","Other degree","(3a) lower tertiary education","","","",""
"2","2016","Other degree","(3b) higher tertiary education","161","0.0901880628171136","0.0765351086629371","0.10384101697129"
"2","2016","no degree/no degree yet","(0) in school","18","","",""
"2","2016","no degree/no degree yet","(1a) inadequately completed","156","0.0907770157542801","0.0781577055964429","0.103396325912117"
"2","2016","no degree/no degree yet","(1b) general elementary school","","","",""
"2","2016","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"2","2016","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"2","2016","no degree/no degree yet","(2a) intermediate vocational","","","",""
"2","2016","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"2","2016","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"2","2016","no degree/no degree yet","(3a) lower tertiary education","","","",""
"2","2016","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"3","2016","lower secondary degree","(0) in school","","","",""
"3","2016","lower secondary degree","(1a) inadequately completed","","","",""
"3","2016","lower secondary degree","(1b) general elementary school","139","0.113916226045925","0.0971900500527979","0.130642402039052"
"3","2016","lower secondary degree","(1c) basic vocational qualification","466","0.118651965668312","0.10904547099507","0.128258460341554"
"3","2016","lower secondary degree","(2b) intermediate general qualification","1","","",""
"3","2016","lower secondary degree","(2a) intermediate vocational","2","","",""
"3","2016","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"3","2016","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"3","2016","lower secondary degree","(3a) lower tertiary education","6","","",""
"3","2016","lower secondary degree","(3b) higher tertiary education","6","","",""
"3","2016","secondary school degree","(0) in school","","","",""
"3","2016","secondary school degree","(1a) inadequately completed","","","",""
"3","2016","secondary school degree","(1b) general elementary school","","","",""
"3","2016","secondary school degree","(1c) basic vocational qualification","","","",""
"3","2016","secondary school degree","(2b) intermediate general qualification","80","0.120919946567581","0.0969886343744218","0.14485125876074"
"3","2016","secondary school degree","(2a) intermediate vocational","657","0.117533439739428","0.108889889689219","0.126176989789637"
"3","2016","secondary school degree","(2c_gen) general maturity certificate","","","",""
"3","2016","secondary school degree","(2c_voc) vocational maturity certificate","3","","",""
"3","2016","secondary school degree","(3a) lower tertiary education","61","0.114221879499681","0.0850272616335841","0.143416497365779"
"3","2016","secondary school degree","(3b) higher tertiary education","14","","",""
"3","2016","college entrance qualification","(0) in school","","","",""
"3","2016","college entrance qualification","(1a) inadequately completed","","","",""
"3","2016","college entrance qualification","(1b) general elementary school","","","",""
"3","2016","college entrance qualification","(1c) basic vocational qualification","","","",""
"3","2016","college entrance qualification","(2b) intermediate general qualification","","","",""
"3","2016","college entrance qualification","(2a) intermediate vocational","","","",""
"3","2016","college entrance qualification","(2c_gen) general maturity certificate","122","0.117181613886918","0.0969512405087437","0.137411987265092"
"3","2016","college entrance qualification","(2c_voc) vocational maturity certificate","228","0.138819947969113","0.122753012982312","0.154886882955914"
"3","2016","college entrance qualification","(3a) lower tertiary education","180","0.138467973457256","0.119204926045466","0.157731020869046"
"3","2016","college entrance qualification","(3b) higher tertiary education","393","0.124621157682789","0.112482317084997","0.136759998280581"
"3","2016","Other degree","(0) in school","","","",""
"3","2016","Other degree","(1a) inadequately completed","","","",""
"3","2016","Other degree","(1b) general elementary school","101","0.115211846824569","0.0981741716200003","0.132249522029138"
"3","2016","Other degree","(1c) basic vocational qualification","88","0.103865220125584","0.0830722238537347","0.124658216397433"
"3","2016","Other degree","(2b) intermediate general qualification","","","",""
"3","2016","Other degree","(2a) intermediate vocational","","","",""
"3","2016","Other degree","(2c_gen) general maturity certificate","51","0.0897364106041164","0.0712883565206349","0.108184464687598"
"3","2016","Other degree","(2c_voc) vocational maturity certificate","76","0.116865123181184","0.0938579553321461","0.139872291030221"
"3","2016","Other degree","(3a) lower tertiary education","3","","",""
"3","2016","Other degree","(3b) higher tertiary education","148","0.0977440222611038","0.0835897914074941","0.111898253114714"
"3","2016","no degree/no degree yet","(0) in school","22","","",""
"3","2016","no degree/no degree yet","(1a) inadequately completed","110","0.0902459196193655","0.0776599043445432","0.102831934894188"
"3","2016","no degree/no degree yet","(1b) general elementary school","","","",""
"3","2016","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"3","2016","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"3","2016","no degree/no degree yet","(2a) intermediate vocational","","","",""
"3","2016","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"3","2016","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"3","2016","no degree/no degree yet","(3a) lower tertiary education","","","",""
"3","2016","no degree/no degree yet","(3b) higher tertiary education","","","",""
"4","2016","lower secondary degree","(0) in school","","","",""
"4","2016","lower secondary degree","(1a) inadequately completed","","","",""
"4","2016","lower secondary degree","(1b) general elementary school","98","0.071447791303275","0.057887655359466","0.085007927247084"
"4","2016","lower secondary degree","(1c) basic vocational qualification","362","0.0805399867329135","0.0724559931945993","0.0886239802712277"
"4","2016","lower secondary degree","(2b) intermediate general qualification","","","",""
"4","2016","lower secondary degree","(2a) intermediate vocational","1","","",""
"4","2016","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"4","2016","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"4","2016","lower secondary degree","(3a) lower tertiary education","9","","",""
"4","2016","lower secondary degree","(3b) higher tertiary education","5","","",""
"4","2016","secondary school degree","(0) in school","","","",""
"4","2016","secondary school degree","(1a) inadequately completed","","","",""
"4","2016","secondary school degree","(1b) general elementary school","","","",""
"4","2016","secondary school degree","(1c) basic vocational qualification","","","",""
"4","2016","secondary school degree","(2b) intermediate general qualification","52","0.084232888621419","0.0638466691946346","0.104619108048203"
"4","2016","secondary school degree","(2a) intermediate vocational","489","0.0924944030825112","0.0847186102333452","0.100270195931677"
"4","2016","secondary school degree","(2c_gen) general maturity certificate","","","",""
"4","2016","secondary school degree","(2c_voc) vocational maturity certificate","1","","",""
"4","2016","secondary school degree","(3a) lower tertiary education","45","0.113282536306326","0.0841928001237867","0.142372272488866"
"4","2016","secondary school degree","(3b) higher tertiary education","10","","",""
"4","2016","college entrance qualification","(0) in school","","","",""
"4","2016","college entrance qualification","(1a) inadequately completed","","","",""
"4","2016","college entrance qualification","(1b) general elementary school","","","",""
"4","2016","college entrance qualification","(1c) basic vocational qualification","","","",""
"4","2016","college entrance qualification","(2b) intermediate general qualification","","","",""
"4","2016","college entrance qualification","(2a) intermediate vocational","","","",""
"4","2016","college entrance qualification","(2c_gen) general maturity certificate","95","0.100448909296756","0.0815418491396254","0.119355969453886"
"4","2016","college entrance qualification","(2c_voc) vocational maturity certificate","187","0.10497489355441","0.0907312713037159","0.119218515805104"
"4","2016","college entrance qualification","(3a) lower tertiary education","129","0.109106671708545","0.0917185320603138","0.126494811356777"
"4","2016","college entrance qualification","(3b) higher tertiary education","311","0.120472810945617","0.108509470782089","0.132436151109145"
"4","2016","Other degree","(0) in school","","","",""
"4","2016","Other degree","(1a) inadequately completed","","","",""
"4","2016","Other degree","(1b) general elementary school","61","0.0656647871414757","0.0524469698332023","0.0788826044497491"
"4","2016","Other degree","(1c) basic vocational qualification","59","0.143403788820913","0.119516672537527","0.1672909051043"
"4","2016","Other degree","(2b) intermediate general qualification","","","",""
"4","2016","Other degree","(2a) intermediate vocational","","","",""
"4","2016","Other degree","(2c_gen) general maturity certificate","47","0.0726054975248015","0.0558560825747031","0.0893549124748999"
"4","2016","Other degree","(2c_voc) vocational maturity certificate","46","0.0768121444019952","0.0577414209505795","0.095882867853411"
"4","2016","Other degree","(3a) lower tertiary education","2","","",""
"4","2016","Other degree","(3b) higher tertiary education","109","0.0910246163256621","0.0773147955705082","0.104734437080816"
"4","2016","no degree/no degree yet","(0) in school","27","","",""
"4","2016","no degree/no degree yet","(1a) inadequately completed","104","0.106140083847272","0.0926104231472026","0.119669744547341"
"4","2016","no degree/no degree yet","(1b) general elementary school","","","",""
"4","2016","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"4","2016","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"4","2016","no degree/no degree yet","(2a) intermediate vocational","","","",""
"4","2016","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"4","2016","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"4","2016","no degree/no degree yet","(3a) lower tertiary education","","","",""
"4","2016","no degree/no degree yet","(3b) higher tertiary education","","","",""
"5","2016","lower secondary degree","(0) in school","","","",""
"5","2016","lower secondary degree","(1a) inadequately completed","","","",""
"5","2016","lower secondary degree","(1b) general elementary school","232","0.152399260606889","0.133477847428855","0.171320673784924"
"5","2016","lower secondary degree","(1c) basic vocational qualification","860","0.200813598897529","0.188912848135214","0.212714349659845"
"5","2016","lower secondary degree","(2b) intermediate general qualification","","","",""
"5","2016","lower secondary degree","(2a) intermediate vocational","1","","",""
"5","2016","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"5","2016","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"5","2016","lower secondary degree","(3a) lower tertiary education","16","","",""
"5","2016","lower secondary degree","(3b) higher tertiary education","5","","",""
"5","2016","secondary school degree","(0) in school","","","",""
"5","2016","secondary school degree","(1a) inadequately completed","","","",""
"5","2016","secondary school degree","(1b) general elementary school","","","",""
"5","2016","secondary school degree","(1c) basic vocational qualification","","","",""
"5","2016","secondary school degree","(2b) intermediate general qualification","134","0.159872605159182","0.132971945788525","0.186773264529838"
"5","2016","secondary school degree","(2a) intermediate vocational","1068","0.196993706981548","0.186319196944155","0.207668217018941"
"5","2016","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"5","2016","secondary school degree","(2c_voc) vocational maturity certificate","4","","",""
"5","2016","secondary school degree","(3a) lower tertiary education","100","0.196671541593398","0.160189174678468","0.233153908508328"
"5","2016","secondary school degree","(3b) higher tertiary education","26","","",""
"5","2016","college entrance qualification","(0) in school","","","",""
"5","2016","college entrance qualification","(1a) inadequately completed","","","",""
"5","2016","college entrance qualification","(1b) general elementary school","","","",""
"5","2016","college entrance qualification","(1c) basic vocational qualification","","","",""
"5","2016","college entrance qualification","(2b) intermediate general qualification","","","",""
"5","2016","college entrance qualification","(2a) intermediate vocational","","","",""
"5","2016","college entrance qualification","(2c_gen) general maturity certificate","149","0.159801585024047","0.136754290787332","0.182848879260761"
"5","2016","college entrance qualification","(2c_voc) vocational maturity certificate","363","0.202573491072763","0.183896936649009","0.221250045496517"
"5","2016","college entrance qualification","(3a) lower tertiary education","220","0.160037638140469","0.139589414236746","0.180485862044191"
"5","2016","college entrance qualification","(3b) higher tertiary education","507","0.178941172148665","0.164853943250006","0.193028401047323"
"5","2016","Other degree","(0) in school","","","",""
"5","2016","Other degree","(1a) inadequately completed","","","",""
"5","2016","Other degree","(1b) general elementary school","227","0.142179676334386","0.123543404245021","0.160815948423752"
"5","2016","Other degree","(1c) basic vocational qualification","139","0.176909677415264","0.150902400654895","0.202916954175634"
"5","2016","Other degree","(2b) intermediate general qualification","","","",""
"5","2016","Other degree","(2a) intermediate vocational","","","",""
"5","2016","Other degree","(2c_gen) general maturity certificate","140","0.0860559822486282","0.0679537154773315","0.104158249019925"
"5","2016","Other degree","(2c_voc) vocational maturity certificate","114","0.160405230288211","0.134123660194777","0.186686800381645"
"5","2016","Other degree","(3a) lower tertiary education","7","","",""
"5","2016","Other degree","(3b) higher tertiary education","290","0.149147664634273","0.1321686839761","0.166126645292445"
"5","2016","no degree/no degree yet","(0) in school","57","0.147708444538001","0.111158176945638","0.184258712130365"
"5","2016","no degree/no degree yet","(1a) inadequately completed","328","0.131198065424461","0.116368221981175","0.146027908867746"
"5","2016","no degree/no degree yet","(1b) general elementary school","","","",""
"5","2016","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"5","2016","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"5","2016","no degree/no degree yet","(2a) intermediate vocational","","","",""
"5","2016","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"5","2016","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"5","2016","no degree/no degree yet","(3a) lower tertiary education","","","",""
"5","2016","no degree/no degree yet","(3b) higher tertiary education","2","","",""
"6","2016","lower secondary degree","(0) in school","","","",""
"6","2016","lower secondary degree","(1a) inadequately completed","","","",""
"6","2016","lower secondary degree","(1b) general elementary school","111","0.06919481591009","0.0558340101051373","0.0825556217150427"
"6","2016","lower secondary degree","(1c) basic vocational qualification","528","0.113424392159698","0.104004089050158","0.122844695269238"
"6","2016","lower secondary degree","(2b) intermediate general qualification","","","",""
"6","2016","lower secondary degree","(2a) intermediate vocational","1","","",""
"6","2016","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"6","2016","lower secondary degree","(2c_voc) vocational maturity certificate","2","","",""
"6","2016","lower secondary degree","(3a) lower tertiary education","18","","",""
"6","2016","lower secondary degree","(3b) higher tertiary education","","","",""
"6","2016","secondary school degree","(0) in school","","","",""
"6","2016","secondary school degree","(1a) inadequately completed","","","",""
"6","2016","secondary school degree","(1b) general elementary school","","","",""
"6","2016","secondary school degree","(1c) basic vocational qualification","","","",""
"6","2016","secondary school degree","(2b) intermediate general qualification","72","0.0946804954343821","0.0731905889540901","0.116170401914674"
"6","2016","secondary school degree","(2a) intermediate vocational","655","0.12874996010717","0.119761045468762","0.137738874745577"
"6","2016","secondary school degree","(2c_gen) general maturity certificate","","","",""
"6","2016","secondary school degree","(2c_voc) vocational maturity certificate","5","","",""
"6","2016","secondary school degree","(3a) lower tertiary education","57","0.137762618177986","0.106129297247758","0.169395939108213"
"6","2016","secondary school degree","(3b) higher tertiary education","16","","",""
"6","2016","college entrance qualification","(0) in school","","","",""
"6","2016","college entrance qualification","(1a) inadequately completed","","","",""
"6","2016","college entrance qualification","(1b) general elementary school","","","",""
"6","2016","college entrance qualification","(1c) basic vocational qualification","","","",""
"6","2016","college entrance qualification","(2b) intermediate general qualification","","","",""
"6","2016","college entrance qualification","(2a) intermediate vocational","","","",""
"6","2016","college entrance qualification","(2c_gen) general maturity certificate","143","0.16184946098311","0.138683244037546","0.185015677928674"
"6","2016","college entrance qualification","(2c_voc) vocational maturity certificate","225","0.135333401607445","0.119437434431194","0.151229368783695"
"6","2016","college entrance qualification","(3a) lower tertiary education","193","0.172698351275995","0.151617378235347","0.193779324316643"
"6","2016","college entrance qualification","(3b) higher tertiary education","445","0.149711692274583","0.136598927871956","0.162824456677209"
"6","2016","Other degree","(0) in school","","","",""
"6","2016","Other degree","(1a) inadequately completed","","","",""
"6","2016","Other degree","(1b) general elementary school","108","0.0820479322549085","0.0674030481654935","0.0966928163443235"
"6","2016","Other degree","(1c) basic vocational qualification","81","0.0828973481329424","0.0641052777759005","0.101689418489984"
"6","2016","Other degree","(2b) intermediate general qualification","","","",""
"6","2016","Other degree","(2a) intermediate vocational","","","",""
"6","2016","Other degree","(2c_gen) general maturity certificate","70","0.0707565857764752","0.0542053353121684","0.087307836240782"
"6","2016","Other degree","(2c_voc) vocational maturity certificate","69","0.0876370375529177","0.0673865795656798","0.107887495540156"
"6","2016","Other degree","(3a) lower tertiary education","6","","",""
"6","2016","Other degree","(3b) higher tertiary education","168","0.103924216368334","0.089379440381558","0.11846899235511"
"6","2016","no degree/no degree yet","(0) in school","39","0.1894609136391","0.149092600627768","0.229829226650432"
"6","2016","no degree/no degree yet","(1a) inadequately completed","154","0.103982382423623","0.0905747956222636","0.117389969224983"
"6","2016","no degree/no degree yet","(1b) general elementary school","","","",""
"6","2016","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"6","2016","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"6","2016","no degree/no degree yet","(2a) intermediate vocational","","","",""
"6","2016","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"6","2016","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"6","2016","no degree/no degree yet","(3a) lower tertiary education","","","",""
"6","2016","no degree/no degree yet","(3b) higher tertiary education","","","",""
"7","2016","lower secondary degree","(0) in school","","","",""
"7","2016","lower secondary degree","(1a) inadequately completed","","","",""
"7","2016","lower secondary degree","(1b) general elementary school","170","0.122641278301558","0.105372030991308","0.139910525611808"
"7","2016","lower secondary degree","(1c) basic vocational qualification","507","0.111482009631148","0.102132490712642","0.120831528549654"
"7","2016","lower secondary degree","(2b) intermediate general qualification","","","",""
"7","2016","lower secondary degree","(2a) intermediate vocational","1","","",""
"7","2016","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"7","2016","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"7","2016","lower secondary degree","(3a) lower tertiary education","15","","",""
"7","2016","lower secondary degree","(3b) higher tertiary education","3","","",""
"7","2016","secondary school degree","(0) in school","","","",""
"7","2016","secondary school degree","(1a) inadequately completed","","","",""
"7","2016","secondary school degree","(1b) general elementary school","","","",""
"7","2016","secondary school degree","(1c) basic vocational qualification","","","",""
"7","2016","secondary school degree","(2b) intermediate general qualification","120","0.177263539228329","0.149232228459462","0.205294849997197"
"7","2016","secondary school degree","(2a) intermediate vocational","751","0.141474219205305","0.132120644426341","0.150827793984269"
"7","2016","secondary school degree","(2c_gen) general maturity certificate","","","",""
"7","2016","secondary school degree","(2c_voc) vocational maturity certificate","2","","",""
"7","2016","secondary school degree","(3a) lower tertiary education","82","0.191250865465473","0.155153601215124","0.227348129715822"
"7","2016","secondary school degree","(3b) higher tertiary education","25","","",""
"7","2016","college entrance qualification","(0) in school","","","",""
"7","2016","college entrance qualification","(1a) inadequately completed","","","",""
"7","2016","college entrance qualification","(1b) general elementary school","","","",""
"7","2016","college entrance qualification","(1c) basic vocational qualification","","","",""
"7","2016","college entrance qualification","(2b) intermediate general qualification","","","",""
"7","2016","college entrance qualification","(2a) intermediate vocational","","","",""
"7","2016","college entrance qualification","(2c_gen) general maturity certificate","167","0.175490922203096","0.151565284342847","0.199416560063345"
"7","2016","college entrance qualification","(2c_voc) vocational maturity certificate","254","0.144384770449978","0.128051992284367","0.16071754861559"
"7","2016","college entrance qualification","(3a) lower tertiary education","204","0.147639946304892","0.127855308889326","0.167424583720458"
"7","2016","college entrance qualification","(3b) higher tertiary education","457","0.166991596288995","0.153284189716976","0.180699002861015"
"7","2016","Other degree","(0) in school","","","",""
"7","2016","Other degree","(1a) inadequately completed","","","",""
"7","2016","Other degree","(1b) general elementary school","125","0.0701198672263101","0.0564936237980499","0.0837461106545703"
"7","2016","Other degree","(1c) basic vocational qualification","80","0.0850873479903776","0.0660714146295932","0.104103281351162"
"7","2016","Other degree","(2b) intermediate general qualification","","","",""
"7","2016","Other degree","(2a) intermediate vocational","","","",""
"7","2016","Other degree","(2c_gen) general maturity certificate","93","0.13864186380692","0.116335863455559","0.160947864158281"
"7","2016","Other degree","(2c_voc) vocational maturity certificate","83","0.124832187722412","0.101161213023089","0.148503162421735"
"7","2016","Other degree","(3a) lower tertiary education","4","","",""
"7","2016","Other degree","(3b) higher tertiary education","215","0.170379117831326","0.152459683031741","0.188298552630912"
"7","2016","no degree/no degree yet","(0) in school","76","0.17001230858039","0.131315975373121","0.20870864178766"
"7","2016","no degree/no degree yet","(1a) inadequately completed","161","0.122819896316716","0.108402354808835","0.137237437824598"
"7","2016","no degree/no degree yet","(1b) general elementary school","","","",""
"7","2016","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"7","2016","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"7","2016","no degree/no degree yet","(2a) intermediate vocational","","","",""
"7","2016","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"7","2016","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"7","2016","no degree/no degree yet","(3a) lower tertiary education","","","",""
"7","2016","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"8","2016","lower secondary degree","(0) in school","","","",""
"8","2016","lower secondary degree","(1a) inadequately completed","","","",""
"8","2016","lower secondary degree","(1b) general elementary school","175","0.111642107069897","0.0950624909490828","0.128221723190711"
"8","2016","lower secondary degree","(1c) basic vocational qualification","476","0.104594439777765","0.0955033080636085","0.113685571491922"
"8","2016","lower secondary degree","(2b) intermediate general qualification","","","",""
"8","2016","lower secondary degree","(2a) intermediate vocational","2","","",""
"8","2016","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"8","2016","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"8","2016","lower secondary degree","(3a) lower tertiary education","11","","",""
"8","2016","lower secondary degree","(3b) higher tertiary education","7","","",""
"8","2016","secondary school degree","(0) in school","","","",""
"8","2016","secondary school degree","(1a) inadequately completed","","","",""
"8","2016","secondary school degree","(1b) general elementary school","","","",""
"8","2016","secondary school degree","(1c) basic vocational qualification","","","",""
"8","2016","secondary school degree","(2b) intermediate general qualification","101","0.146921368979673","0.120935314719718","0.172907423239629"
"8","2016","secondary school degree","(2a) intermediate vocational","532","0.10027174822825","0.0922104076183301","0.10833308883817"
"8","2016","secondary school degree","(2c_gen) general maturity certificate","","","",""
"8","2016","secondary school degree","(2c_voc) vocational maturity certificate","1","","",""
"8","2016","secondary school degree","(3a) lower tertiary education","37","0.084865582834006","0.0592871511120618","0.11044401455595"
"8","2016","secondary school degree","(3b) higher tertiary education","15","","",""
"8","2016","college entrance qualification","(0) in school","","","",""
"8","2016","college entrance qualification","(1a) inadequately completed","","","",""
"8","2016","college entrance qualification","(1b) general elementary school","","","",""
"8","2016","college entrance qualification","(1c) basic vocational qualification","","","",""
"8","2016","college entrance qualification","(2b) intermediate general qualification","","","",""
"8","2016","college entrance qualification","(2a) intermediate vocational","","","",""
"8","2016","college entrance qualification","(2c_gen) general maturity certificate","120","0.123831571364094","0.103113564718415","0.144549578009773"
