"plh0204_h","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"10 Very willing to take risks","2008","16-34 y.","(0) in school","5","","",""
"10 Very willing to take risks","2008","16-34 y.","(1a) inadequately completed","2","","",""
"10 Very willing to take risks","2008","16-34 y.","(1b) general elementary school","16","","",""
"10 Very willing to take risks","2008","16-34 y.","(1c) basic vocational qualification","15","","",""
"10 Very willing to take risks","2008","16-34 y.","(2b) intermediate general qualification","8","","",""
"10 Very willing to take risks","2008","16-34 y.","(2a) intermediate vocational","8","","",""
"10 Very willing to take risks","2008","16-34 y.","(2c_gen) general maturity certificate","7","","",""
"10 Very willing to take risks","2008","16-34 y.","(2c_voc) vocational maturity certificate","5","","",""
"10 Very willing to take risks","2008","16-34 y.","(3a) lower tertiary education","1","","",""
"10 Very willing to take risks","2008","16-34 y.","(3b) higher tertiary education","1","","",""
"10 Very willing to take risks","2008","35-65 y.","(0) in school","","","",""
"10 Very willing to take risks","2008","35-65 y.","(1a) inadequately completed","1","","",""
"10 Very willing to take risks","2008","35-65 y.","(1b) general elementary school","7","","",""
"10 Very willing to take risks","2008","35-65 y.","(1c) basic vocational qualification","44","0.0140063011810956","0.00971066030161697","0.0183019420605741"
"10 Very willing to take risks","2008","35-65 y.","(2b) intermediate general qualification","1","","",""
"10 Very willing to take risks","2008","35-65 y.","(2a) intermediate vocational","31","0.0104908106513109","0.00696346097851456","0.0140181603241073"
"10 Very willing to take risks","2008","35-65 y.","(2c_gen) general maturity certificate","3","","",""
"10 Very willing to take risks","2008","35-65 y.","(2c_voc) vocational maturity certificate","5","","",""
"10 Very willing to take risks","2008","35-65 y.","(3a) lower tertiary education","9","","",""
"10 Very willing to take risks","2008","35-65 y.","(3b) higher tertiary education","9","","",""
"10 Very willing to take risks","2008","66 and older","(0) in school","","","",""
"10 Very willing to take risks","2008","66 and older","(1a) inadequately completed","","","",""
"10 Very willing to take risks","2008","66 and older","(1b) general elementary school","9","","",""
"10 Very willing to take risks","2008","66 and older","(1c) basic vocational qualification","13","","",""
"10 Very willing to take risks","2008","66 and older","(2b) intermediate general qualification","","","",""
"10 Very willing to take risks","2008","66 and older","(2a) intermediate vocational","5","","",""
"10 Very willing to take risks","2008","66 and older","(2c_gen) general maturity certificate","","","",""
"10 Very willing to take risks","2008","66 and older","(2c_voc) vocational maturity certificate","2","","",""
"10 Very willing to take risks","2008","66 and older","(3a) lower tertiary education","1","","",""
"10 Very willing to take risks","2008","66 and older","(3b) higher tertiary education","3","","",""
"0 Not at all Willing to take risks","2009","16-34 y.","(0) in school","11","","",""
"0 Not at all Willing to take risks","2009","16-34 y.","(1a) inadequately completed","1","","",""
"0 Not at all Willing to take risks","2009","16-34 y.","(1b) general elementary school","20","","",""
"0 Not at all Willing to take risks","2009","16-34 y.","(1c) basic vocational qualification","22","","",""
"0 Not at all Willing to take risks","2009","16-34 y.","(2b) intermediate general qualification","14","","",""
"0 Not at all Willing to take risks","2009","16-34 y.","(2a) intermediate vocational","31","0.0341462228716325","0.0216552259024528","0.0466372198408121"
"0 Not at all Willing to take risks","2009","16-34 y.","(2c_gen) general maturity certificate","16","","",""
"0 Not at all Willing to take risks","2009","16-34 y.","(2c_voc) vocational maturity certificate","9","","",""
"0 Not at all Willing to take risks","2009","16-34 y.","(3a) lower tertiary education","3","","",""
"0 Not at all Willing to take risks","2009","16-34 y.","(3b) higher tertiary education","9","","",""
"0 Not at all Willing to take risks","2009","35-65 y.","(0) in school","","","",""
"0 Not at all Willing to take risks","2009","35-65 y.","(1a) inadequately completed","19","","",""
"0 Not at all Willing to take risks","2009","35-65 y.","(1b) general elementary school","89","0.197708080557556","0.16314269369873","0.232273467416382"
"0 Not at all Willing to take risks","2009","35-65 y.","(1c) basic vocational qualification","285","0.110670205036441","0.0985716733427395","0.122768736730142"
"0 Not at all Willing to take risks","2009","35-65 y.","(2b) intermediate general qualification","12","","",""
"0 Not at all Willing to take risks","2009","35-65 y.","(2a) intermediate vocational","205","0.0712278009154987","0.0620832556784784","0.080372346152519"
"0 Not at all Willing to take risks","2009","35-65 y.","(2c_gen) general maturity certificate","15","","",""
"0 Not at all Willing to take risks","2009","35-65 y.","(2c_voc) vocational maturity certificate","35","0.0359615505653609","0.0230913163919869","0.0488317847387349"
"0 Not at all Willing to take risks","2009","35-65 y.","(3a) lower tertiary education","39","0.0303743646821822","0.0198425392707975","0.0409061900935669"
"0 Not at all Willing to take risks","2009","35-65 y.","(3b) higher tertiary education","74","0.040684162398729","0.0309888625725231","0.0503794622249349"
"0 Not at all Willing to take risks","2009","66 and older","(0) in school","","","",""
"0 Not at all Willing to take risks","2009","66 and older","(1a) inadequately completed","17","","",""
"0 Not at all Willing to take risks","2009","66 and older","(1b) general elementary school","166","0.288534076727024","0.253238373116053","0.323829780337995"
"0 Not at all Willing to take risks","2009","66 and older","(1c) basic vocational qualification","321","0.192462079359959","0.174584294591175","0.210339864128743"
"0 Not at all Willing to take risks","2009","66 and older","(2b) intermediate general qualification","6","","",""
"0 Not at all Willing to take risks","2009","66 and older","(2a) intermediate vocational","67","0.136221930641448","0.106990850925337","0.16545301035756"
"0 Not at all Willing to take risks","2009","66 and older","(2c_gen) general maturity certificate","4","","",""
"0 Not at all Willing to take risks","2009","66 and older","(2c_voc) vocational maturity certificate","23","","",""
"0 Not at all Willing to take risks","2009","66 and older","(3a) lower tertiary education","31","0.0948934097999318","0.0654272063960627","0.124359613203801"
"0 Not at all Willing to take risks","2009","66 and older","(3b) higher tertiary education","50","0.108533716184836","0.0813506215920055","0.135716810777666"
"1","2009","16-34 y.","(0) in school","11","","",""
"1","2009","16-34 y.","(1a) inadequately completed","2","","",""
"1","2009","16-34 y.","(1b) general elementary school","11","","",""
"1","2009","16-34 y.","(1c) basic vocational qualification","19","","",""
"1","2009","16-34 y.","(2b) intermediate general qualification","12","","",""
"1","2009","16-34 y.","(2a) intermediate vocational","30","0.0242742052745174","0.0136888246286243","0.0348595859204106"
"1","2009","16-34 y.","(2c_gen) general maturity certificate","19","","",""
"1","2009","16-34 y.","(2c_voc) vocational maturity certificate","17","","",""
"1","2009","16-34 y.","(3a) lower tertiary education","10","","",""
"1","2009","16-34 y.","(3b) higher tertiary education","16","","",""
"1","2009","35-65 y.","(0) in school","","","",""
"1","2009","35-65 y.","(1a) inadequately completed","9","","",""
"1","2009","35-65 y.","(1b) general elementary school","46","0.11186245922658","0.0845069188478708","0.139217999605289"
"1","2009","35-65 y.","(1c) basic vocational qualification","198","0.0716022175831195","0.0616592466082133","0.0815451885580257"
"1","2009","35-65 y.","(2b) intermediate general qualification","2","","",""
"1","2009","35-65 y.","(2a) intermediate vocational","218","0.0694825056121318","0.0604422075855683","0.0785228036386952"
"1","2009","35-65 y.","(2c_gen) general maturity certificate","8","","",""
"1","2009","35-65 y.","(2c_voc) vocational maturity certificate","68","0.0704750070760407","0.0527833641035452","0.0881666500485362"
"1","2009","35-65 y.","(3a) lower tertiary education","63","0.0607214661890406","0.0460654367567974","0.0753774956212838"
"1","2009","35-65 y.","(3b) higher tertiary education","84","0.0587098512710582","0.047173061091088","0.0702466414510285"
"1","2009","66 and older","(0) in school","","","",""
"1","2009","66 and older","(1a) inadequately completed","6","","",""
"1","2009","66 and older","(1b) general elementary school","107","0.186366273643983","0.156031247884177","0.216701299403788"
"1","2009","66 and older","(1c) basic vocational qualification","221","0.125813700789402","0.110774470085204","0.1408529314936"
"1","2009","66 and older","(2b) intermediate general qualification","5","","",""
"1","2009","66 and older","(2a) intermediate vocational","64","0.129558617453029","0.100941678799697","0.158175556106362"
"1","2009","66 and older","(2c_gen) general maturity certificate","2","","",""
"1","2009","66 and older","(2c_voc) vocational maturity certificate","12","","",""
"1","2009","66 and older","(3a) lower tertiary education","29","","",""
"1","2009","66 and older","(3b) higher tertiary education","38","0.096164662395844","0.0704004712421365","0.121928853549551"
"2","2009","16-34 y.","(0) in school","17","","",""
"2","2009","16-34 y.","(1a) inadequately completed","4","","",""
"2","2009","16-34 y.","(1b) general elementary school","16","","",""
"2","2009","16-34 y.","(1c) basic vocational qualification","46","0.102952387847149","0.0720289980091694","0.13387577768513"
"2","2009","16-34 y.","(2b) intermediate general qualification","25","","",""
"2","2009","16-34 y.","(2a) intermediate vocational","83","0.105387301935223","0.0842678935328227","0.126506710337623"
"2","2009","16-34 y.","(2c_gen) general maturity certificate","61","0.0776884126288968","0.0556164565404201","0.0997603687173735"
"2","2009","16-34 y.","(2c_voc) vocational maturity certificate","36","0.0844020075841865","0.0561148089230199","0.112689206245353"
"2","2009","16-34 y.","(3a) lower tertiary education","21","","",""
"2","2009","16-34 y.","(3b) higher tertiary education","48","0.14555772425536","0.108923914601794","0.182191533908926"
"2","2009","35-65 y.","(0) in school","","","",""
"2","2009","35-65 y.","(1a) inadequately completed","13","","",""
"2","2009","35-65 y.","(1b) general elementary school","82","0.139423946271942","0.109361361589771","0.169486530954112"
"2","2009","35-65 y.","(1c) basic vocational qualification","360","0.13815110002846","0.124844146891608","0.151458053165311"
"2","2009","35-65 y.","(2b) intermediate general qualification","15","","",""
"2","2009","35-65 y.","(2a) intermediate vocational","484","0.16433146131828","0.151156173064065","0.177506749572495"
"2","2009","35-65 y.","(2c_gen) general maturity certificate","16","","",""
"2","2009","35-65 y.","(2c_voc) vocational maturity certificate","101","0.113347228056657","0.0914342044492898","0.135260251664025"
"2","2009","35-65 y.","(3a) lower tertiary education","172","0.144595746250117","0.123012763361324","0.166178729138911"
"2","2009","35-65 y.","(3b) higher tertiary education","273","0.150926147748314","0.133358131505936","0.168494163990691"
"2","2009","66 and older","(0) in school","","","",""
"2","2009","66 and older","(1a) inadequately completed","10","","",""
"2","2009","66 and older","(1b) general elementary school","118","0.178814385262231","0.148962749803538","0.208666020720923"
"2","2009","66 and older","(1c) basic vocational qualification","331","0.170652974759116","0.153592750636297","0.187713198881936"
"2","2009","66 and older","(2b) intermediate general qualification","3","","",""
