"plh0204_h","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"8","2015","66 and older","1-pers.-HH","90","0.061341612111139","0.0486951695345238","0.0739880546877543","8"
"8","2015","66 and older","(Married) couple without C. ","267","0.0834883971526945","0.0738861920102562","0.0930906022951327","8"
"8","2015","16-34 y.","Single parent ","132","0.131134558151919","0.108280626599578","0.15398848970426","8"
"8","2015","66 and older","Couple + C. LE 16 ","","","","","8"
"8","2015","16-34 y.","Couple + C. LE 16 ","206","0.113564768741087","0.0991495837783079","0.127979953703866","8"
"8","2015","66 and older","Couple + C. LE and GT 16","","","","","8"
"8","2015","35-65 y.","Single parent ","134","0.113231862388473","0.0971152326170008","0.129348492159945","8"
"8","2015","35-65 y.","Couple + C. LE 16 ","472","0.0935560091546899","0.0854089260766328","0.101703092232747","8"
"8","2015","66 and older","Single parent ","3","","","","8"
"8","2015","66 and older","Couple + C. GT 16 ","15","","","","8"
"9","2015","16-34 y.","1-pers.-HH","41","0.0457284428880441","0.0313248244841421","0.060132061291946","9"
"9","2015","16-34 y.","(Married) couple without C. ","49","0.0417131363832974","0.0299408071084658","0.053485465658129","9"
"9","2015","16-34 y.","Single parent ","53","0.0858183302731154","0.0668542246109151","0.104782435935316","9"
"9","2015","16-34 y.","Couple + C. LE 16 ","67","0.024001474435676","0.0170477344726375","0.0309552143987144","9"
"9","2015","35-65 y.","Couple + C. GT 16 ","45","0.0243657805218995","0.0172152043080386","0.0315163567357604","9"
"9","2015","35-65 y.","Couple + C. LE and GT 16","45","0.0226600080189397","0.0151163783596554","0.0302036376782239","9"
"9","2015","66 and older","1-pers.-HH","10","","","","9"
"9","2015","66 and older","(Married) couple without C. ","52","0.0160817308255558","0.0117152169832738","0.0204482446678377","9"
"9","2015","66 and older","Single parent ","","","","","9"
"9","2015","66 and older","Couple + C. LE 16 ","","","","","9"
"9","2015","16-34 y.","Couple + C. LE and GT 16","43","0.0651312547403903","0.0472920921326994","0.0829704173480813","9"
"9","2015","35-65 y.","1-pers.-HH","35","0.0193066225518135","0.0124409212946241","0.026172323809003","9"
"9","2015","35-65 y.","Couple + C. LE 16 ","135","0.0233140877860215","0.0190924352141424","0.0275357403579005","9"
"9","2015","66 and older","Couple + C. LE and GT 16","","","","","9"
"9","2015","35-65 y.","(Married) couple without C. ","88","0.0280687881120734","0.0227104359330514","0.0334271402910954","9"
"9","2015","35-65 y.","Single parent ","45","0.0309604301026905","0.0221507708129848","0.0397700893923962","9"
"9","2015","66 and older","Couple + C. GT 16 ","5","","","","9"
"9","2015","16-34 y.","Couple + C. GT 16 ","51","0.0463199957784596","0.0331408760580741","0.059499115498845","9"
"0 Not at all Willing to take risks","2016","16-34 y.","1-pers.-HH","147","0.0250946735403771","0.0170467029341688","0.0331426441465854","0"
"0 Not at all Willing to take risks","2016","16-34 y.","(Married) couple without C. ","33","0.0221473996945024","0.0131028763557281","0.0311919230332768","0"
"0 Not at all Willing to take risks","2016","16-34 y.","Single parent ","46","0.0384964035579213","0.0258637445127293","0.0511290626031133","0"
"0 Not at all Willing to take risks","2016","16-34 y.","Couple + C. LE 16 ","307","0.042855263243451","0.0346927591922774","0.0510177672946246","0"
"0 Not at all Willing to take risks","2016","16-34 y.","Couple + C. GT 16 ","22","","","","0"
"0 Not at all Willing to take risks","2016","16-34 y.","Couple + C. LE and GT 16","34","0.0100158685684635","0.00295958868420686","0.0170721484527202","0"
"0 Not at all Willing to take risks","2016","35-65 y.","Couple + C. GT 16 ","92","0.0459427399173707","0.0359934611252624","0.055892018709479","0"
"0 Not at all Willing to take risks","2016","35-65 y.","Couple + C. LE and GT 16","144","0.0409612206278702","0.0315781019038135","0.0503443393519268","0"
"0 Not at all Willing to take risks","2016","66 and older","Single parent ","10","","","","0"
"0 Not at all Willing to take risks","2016","66 and older","Couple + C. LE and GT 16","","","","","0"
"0 Not at all Willing to take risks","2016","35-65 y.","Single parent ","102","0.0396509796147043","0.0298345464323258","0.0494674127970828","0"
"0 Not at all Willing to take risks","2016","35-65 y.","Couple + C. LE 16 ","368","0.0341540101145273","0.0292307237950246","0.0390772964340301","0"
"0 Not at all Willing to take risks","2016","66 and older","Couple + C. GT 16 ","21","","","","0"
"0 Not at all Willing to take risks","2016","66 and older","(Married) couple without C. ","171","0.0587642244568886","0.0504381829991729","0.0670902659146043","0"
"0 Not at all Willing to take risks","2016","66 and older","Couple + C. LE 16 ","","","","","0"
"0 Not at all Willing to take risks","2016","35-65 y.","(Married) couple without C. ","160","0.0364692143739863","0.0302050251042752","0.0427334036436975","0"
"0 Not at all Willing to take risks","2016","35-65 y.","1-pers.-HH","99","0.0314423840309511","0.0229990442911601","0.0398857237707421","0"
"0 Not at all Willing to take risks","2016","66 and older","1-pers.-HH","135","0.106378291396836","0.0899069517891417","0.122849631004531","0"
"1","2016","16-34 y.","Couple + C. LE and GT 16","19","","","","1"
"1","2016","35-65 y.","1-pers.-HH","84","0.0550858144164142","0.0440473192382981","0.0661243095945303","1"
"1","2016","35-65 y.","Couple + C. LE and GT 16","74","0.0538899483078472","0.0432002021112324","0.064579694504462","1"
"1","2016","66 and older","1-pers.-HH","120","0.095333744408623","0.079644823188974","0.111022665628272","1"
"1","2016","66 and older","(Married) couple without C. ","166","0.0665931349763804","0.0577667457069546","0.0754195242458062","1"
"1","2016","35-65 y.","Couple + C. LE 16 ","237","0.0470634630990521","0.0413229034839218","0.0528040227141824","1"
"1","2016","66 and older","Single parent ","14","","","","1"
"1","2016","16-34 y.","1-pers.-HH","46","0.0215505026721482","0.0140789253652836","0.0290220799790128","1"
"1","2016","16-34 y.","(Married) couple without C. ","20","","","","1"
"1","2016","16-34 y.","Single parent ","24","","","","1"
"1","2016","35-65 y.","(Married) couple without C. ","146","0.0347259671446351","0.0286077997338576","0.0408441345554125","1"
"1","2016","35-65 y.","Single parent ","84","0.0467689583920734","0.0361473534979931","0.0573905632861538","1"
"1","2016","35-65 y.","Couple + C. GT 16 ","94","0.0504964072870499","0.0400906311046673","0.0609021834694324","1"
"1","2016","66 and older","Couple + C. LE 16 ","1","","","","1"
"1","2016","66 and older","Couple + C. GT 16 ","12","","","","1"
"1","2016","16-34 y.","Couple + C. LE 16 ","120","0.0467993271725878","0.0382870747590813","0.0553115795860944","1"
"1","2016","66 and older","Couple + C. LE and GT 16","","","","","1"
"1","2016","16-34 y.","Couple + C. GT 16 ","23","","","","1"
"10 Very willing to take risks","2016","66 and older","(Married) couple without C. ","19","","","","10"
"10 Very willing to take risks","2016","66 and older","Couple + C. LE and GT 16","1","","","","10"
"10 Very willing to take risks","2016","66 and older","Single parent ","2","","","","10"
"10 Very willing to take risks","2016","66 and older","Couple + C. LE 16 ","","","","","10"
"10 Very willing to take risks","2016","66 and older","Couple + C. GT 16 ","1","","","","10"
"10 Very willing to take risks","2016","16-34 y.","1-pers.-HH","128","0.0416190746050069","0.0313429425819831","0.0518952066280308","10"
"10 Very willing to take risks","2016","16-34 y.","(Married) couple without C. ","33","0.013430376094364","0.00635587901551014","0.0205048731732179","10"
"10 Very willing to take risks","2016","16-34 y.","Single parent ","46","0.0352683432154309","0.0231566452217771","0.0473800412090846","10"
"10 Very willing to take risks","2016","16-34 y.","Couple + C. LE 16 ","160","0.0336413161958204","0.0263746002379729","0.040908032153668","10"
"10 Very willing to take risks","2016","16-34 y.","Couple + C. GT 16 ","18","","","","10"
"10 Very willing to take risks","2016","16-34 y.","Couple + C. LE and GT 16","55","0.051851545729414","0.0361393674620492","0.0675637239967788","10"
"10 Very willing to take risks","2016","35-65 y.","1-pers.-HH","57","0.0181649173946249","0.0117034703828662","0.0246263644063837","10"
"10 Very willing to take risks","2016","35-65 y.","(Married) couple without C. ","53","0.0145249620363018","0.0105269031469882","0.0185230209256153","10"
"10 Very willing to take risks","2016","35-65 y.","Single parent ","42","0.0250872215636416","0.017220000216732","0.0329544429105512","10"
"10 Very willing to take risks","2016","35-65 y.","Couple + C. LE 16 ","172","0.0153731603612634","0.012038145947664","0.0187081747748627","10"
"10 Very willing to take risks","2016","35-65 y.","Couple + C. GT 16 ","24","","","","10"
"10 Very willing to take risks","2016","35-65 y.","Couple + C. LE and GT 16","61","0.0187392487289711","0.0123196041505557","0.0251588933073865","10"
"10 Very willing to take risks","2016","66 and older","1-pers.-HH","20","","","","10"
"2","2016","16-34 y.","1-pers.-HH","73","0.0528244663564802","0.0413152122247344","0.0643337204882259","2"
"2","2016","16-34 y.","(Married) couple without C. ","69","0.0520507729054894","0.0383988526009664","0.0657026932100124","2"
"2","2016","35-65 y.","Couple + C. LE and GT 16","171","0.10431792658174","0.0898469081553348","0.118788945008145","2"
"2","2016","66 and older","1-pers.-HH","178","0.13711362566973","0.118737977198661","0.155489274140799","2"
"2","2016","66 and older","(Married) couple without C. ","350","0.119281218674481","0.107806619754427","0.130755817594535","2"
"2","2016","66 and older","Single parent ","8","","","","2"
"2","2016","16-34 y.","Couple + C. GT 16 ","63","0.0591811063673314","0.0439912810656995","0.0743709316689633","2"
"2","2016","16-34 y.","Couple + C. LE and GT 16","35","0.0459652226744468","0.0311258971882026","0.060804548160691","2"
"2","2016","35-65 y.","1-pers.-HH","164","0.11250401085711","0.097215647259446","0.127792374454773","2"
"2","2016","66 and older","Couple + C. LE 16 ","","","","","2"
"2","2016","66 and older","Couple + C. GT 16 ","30","0.202308678180098","0.146910294189547","0.257707062170648","2"
"2","2016","66 and older","Couple + C. LE and GT 16","1","","","","2"
"2","2016","35-65 y.","Couple + C. LE 16 ","505","0.102124452754524","0.093916152301168","0.110332753207881","2"
"2","2016","35-65 y.","Couple + C. GT 16 ","179","0.0979762580712504","0.0838487571944698","0.112103758948031","2"
"2","2016","16-34 y.","Couple + C. LE 16 ","212","0.0992407373976198","0.0871908808103926","0.111290593984847","2"
"2","2016","35-65 y.","(Married) couple without C. ","335","0.095520615213749","0.0856982345394323","0.105342995888066","2"
"2","2016","35-65 y.","Single parent ","166","0.109383975724116","0.0936827227867426","0.12508522866149","2"
"2","2016","16-34 y.","Single parent ","55","0.0649017888701709","0.048725973333106","0.0810776044072358","2"
"3","2016","35-65 y.","Couple + C. GT 16 ","216","0.13082876556546","0.114803684748996","0.146853846381924","3"
"3","2016","35-65 y.","Couple + C. LE and GT 16","206","0.125014080686929","0.10935657132254","0.140671590051319","3"
"3","2016","66 and older","1-pers.-HH","155","0.113810322559688","0.096844312051209","0.130776333068168","3"
"3","2016","66 and older","(Married) couple without C. ","373","0.117935752863846","0.106517341025891","0.129354164701802","3"
"3","2016","66 and older","Single parent ","9","","","","3"
"3","2016","66 and older","Couple + C. LE 16 ","1","","","","3"
"3","2016","16-34 y.","1-pers.-HH","102","0.103607663846621","0.0879271824028715","0.11928814529037","3"
"3","2016","16-34 y.","(Married) couple without C. ","116","0.14059904144328","0.119235329608246","0.161962753278314","3"
"3","2016","16-34 y.","Single parent ","71","0.0849974574786562","0.0666859812775271","0.103308933679785","3"
"3","2016","16-34 y.","Couple + C. LE and GT 16","47","0.0623360080150766","0.0452039125358216","0.0794681034943316","3"
"3","2016","35-65 y.","1-pers.-HH","183","0.123784429099081","0.107850154661186","0.139718703536975","3"
"3","2016","35-65 y.","(Married) couple without C. ","452","0.129324757308593","0.118111344677899","0.140538169939288","3"
"3","2016","35-65 y.","Single parent ","176","0.114820711955907","0.0987831648614296","0.130858259050385","3"
"3","2016","35-65 y.","Couple + C. LE 16 ","540","0.11669233008266","0.107989561039603","0.125395099125717","3"
"3","2016","66 and older","Couple + C. GT 16 ","21","","","","3"
"3","2016","66 and older","Couple + C. LE and GT 16","","","","","3"
"3","2016","16-34 y.","Couple + C. GT 16 ","94","0.0948631142432183","0.075999971785289","0.113726256701148","3"
"3","2016","16-34 y.","Couple + C. LE 16 ","192","0.10354804265529","0.09126893023976","0.11582715507082","3"
"4","2016","35-65 y.","Couple + C. LE 16 ","460","0.0968131180012993","0.0887975146924791","0.104828721310119","4"
"4","2016","16-34 y.","1-pers.-HH","115","0.116875927971154","0.100345359749066","0.133406496193243","4"
"4","2016","16-34 y.","(Married) couple without C. ","104","0.0924508990043451","0.074648511530523","0.110253286478167","4"
"4","2016","16-34 y.","Single parent ","58","0.0884335096088913","0.069790679347497","0.107076339870286","4"
"4","2016","16-34 y.","Couple + C. GT 16 ","87","0.102080556663657","0.0825911585699735","0.121569954757341","4"
"4","2016","16-34 y.","Couple + C. LE and GT 16","50","0.0538895985871053","0.0378888332393386","0.069890363934872","4"
"4","2016","35-65 y.","1-pers.-HH","150","0.0971360358010633","0.0828077198983787","0.111464351703748","4"
"4","2016","35-65 y.","(Married) couple without C. ","301","0.10198574163229","0.0918727367924301","0.11209874647215","4"
"4","2016","35-65 y.","Single parent ","127","0.0796857555999904","0.0660628224718705","0.0933086887281103","4"
"4","2016","35-65 y.","Couple + C. GT 16 ","140","0.0891299472683655","0.0755894076922055","0.102670486844526","4"
"4","2016","35-65 y.","Couple + C. LE and GT 16","133","0.086887017977864","0.0735523444609953","0.100221691494733","4"
"4","2016","66 and older","1-pers.-HH","116","0.0787255732179794","0.0643383167705089","0.09311282966545","4"
"4","2016","66 and older","(Married) couple without C. ","267","0.0933873515354728","0.0830861527500897","0.103688550320856","4"
"4","2016","66 and older","Single parent ","4","","","","4"
"4","2016","66 and older","Couple + C. LE and GT 16","","","","","4"
"4","2016","16-34 y.","Couple + C. LE 16 ","157","0.0930563225268339","0.0813479745828281","0.10476467047084","4"
"4","2016","66 and older","Couple + C. GT 16 ","14","","","","4"
"4","2016","66 and older","Couple + C. LE 16 ","2","","","","4"
"5","2016","35-65 y.","Couple + C. GT 16 ","308","0.183388346272859","0.164998013493661","0.201778679052056","5"
"5","2016","35-65 y.","Couple + C. LE and GT 16","307","0.139258128759395","0.122867733577239","0.15564852394155","5"
"5","2016","16-34 y.","Couple + C. LE and GT 16","144","0.207995825592595","0.179234531810768","0.236757119374421","5"
"5","2016","35-65 y.","1-pers.-HH","322","0.188196525693933","0.169285065883284","0.207107985504582","5"
"5","2016","35-65 y.","(Married) couple without C. ","652","0.189745957992592","0.176643108892653","0.20284880709253","5"
"5","2016","35-65 y.","Single parent ","321","0.211877008383041","0.191320416206957","0.232433600559125","5"
"5","2016","35-65 y.","Couple + C. LE 16 ","931","0.179435074081165","0.169033706474696","0.189836441687633","5"
"5","2016","66 and older","1-pers.-HH","263","0.189429279241775","0.16849564794962","0.21036291053393","5"
"5","2016","66 and older","(Married) couple without C. ","619","0.198347609043123","0.184230707605313","0.212464510480933","5"
"5","2016","66 and older","Single parent ","11","","","","5"
"5","2016","66 and older","Couple + C. LE 16 ","2","","","","5"
"5","2016","66 and older","Couple + C. GT 16 ","42","0.186482451323595","0.132770014752678","0.240194887894512","5"
"5","2016","66 and older","Couple + C. LE and GT 16","2","","","","5"
"5","2016","16-34 y.","1-pers.-HH","229","0.142275917695263","0.12430153912006","0.160250296270466","5"
"5","2016","16-34 y.","(Married) couple without C. ","180","0.182229323475896","0.158503979764523","0.205954667187269","5"
"5","2016","16-34 y.","Couple + C. GT 16 ","138","0.149427308537868","0.126477507301906","0.172377109773831","5"
"5","2016","16-34 y.","Single parent ","136","0.135214705867797","0.112761655491544","0.15766775624405","5"
"5","2016","16-34 y.","Couple + C. LE 16 ","419","0.170304418192582","0.155154689175434","0.18545414720973","5"
"6","2016","16-34 y.","Couple + C. GT 16 ","124","0.155971048669242","0.132614487997359","0.179327609341125","6"
"6","2016","16-34 y.","Couple + C. LE and GT 16","84","0.123201640080801","0.0999113186407666","0.146491961520836","6"
"6","2016","35-65 y.","1-pers.-HH","159","0.109393106247038","0.0942911988139986","0.124495013680078","6"
"6","2016","35-65 y.","Couple + C. LE 16 ","626","0.126212315068705","0.117210416237071","0.135214213900338","6"
"6","2016","35-65 y.","Couple + C. GT 16 ","188","0.116997645350017","0.101723200816845","0.132272089883188","6"
"6","2016","66 and older","(Married) couple without C. ","417","0.122429184933914","0.110824952570412","0.134033417297416","6"
"6","2016","66 and older","Single parent ","5","","","","6"
"6","2016","66 and older","Couple + C. LE 16 ","","","","","6"
"6","2016","66 and older","Couple + C. GT 16 ","23","","","","6"
"6","2016","66 and older","Couple + C. LE and GT 16","","","","","6"
"6","2016","16-34 y.","1-pers.-HH","156","0.146473268211401","0.128280359744095","0.164666176678707","6"
"6","2016","16-34 y.","(Married) couple without C. ","159","0.19160686735211","0.167418616855863","0.215795117848356","6"
"6","2016","35-65 y.","(Married) couple without C. ","438","0.131401539677198","0.120111937868733","0.142691141485662","6"
"6","2016","35-65 y.","Single parent ","160","0.11494366666839","0.0988986495134643","0.130988683823315","6"
"6","2016","35-65 y.","Couple + C. LE and GT 16","203","0.14280308845112","0.12623960107187","0.159366575830369","6"
"6","2016","66 and older","1-pers.-HH","117","0.0887645209813101","0.0735709248405431","0.103958117122077","6"
"6","2016","16-34 y.","Single parent ","116","0.149124056967682","0.125734811239531","0.172513302695832","6"
"6","2016","16-34 y.","Couple + C. LE 16 ","207","0.123238081826005","0.109990219001422","0.136485944650589","6"
"7","2016","66 and older","(Married) couple without C. ","352","0.103004882030291","0.0922437788438929","0.113765985216688","7"
"7","2016","66 and older","Single parent ","5","","","","7"
"7","2016","66 and older","Couple + C. LE 16 ","1","","","","7"
"7","2016","16-34 y.","(Married) couple without C. ","138","0.133812408171149","0.112888549067073","0.154736267275225","7"
"7","2016","16-34 y.","Single parent ","149","0.170664748823661","0.145961946973571","0.19536755067375","7"
"7","2016","16-34 y.","Couple + C. LE and GT 16","136","0.199185106343151","0.170883448567547","0.227486764118756","7"
"7","2016","35-65 y.","1-pers.-HH","218","0.143932490647247","0.126948989378631","0.160915991915863","7"
"7","2016","35-65 y.","(Married) couple without C. ","493","0.142419827893284","0.130741209611285","0.154098446175284","7"
"7","2016","16-34 y.","1-pers.-HH","219","0.174803714933408","0.155261744768614","0.194345685098202","7"
"7","2016","16-34 y.","Couple + C. LE 16 ","255","0.145218068798988","0.131018651795503","0.159417485802473","7"
"7","2016","16-34 y.","Couple + C. GT 16 ","179","0.19379187881011","0.168347046394715","0.219236711225504","7"
"7","2016","66 and older","Couple + C. LE and GT 16","","","","","7"
"7","2016","35-65 y.","Couple + C. GT 16 ","251","0.15166137120475","0.134615545447105","0.168707196962395","7"
"7","2016","35-65 y.","Couple + C. LE and GT 16","208","0.132541990107464","0.116489453957925","0.148594526257004","7"
"7","2016","66 and older","1-pers.-HH","128","0.0992847216392987","0.0833089980757299","0.115260445202868","7"
"7","2016","66 and older","Couple + C. GT 16 ","20","","","","7"
"7","2016","35-65 y.","Single parent ","165","0.137360023977535","0.120043641320096","0.154676406634975","7"
"7","2016","35-65 y.","Couple + C. LE 16 ","712","0.147212790898687","0.137608320694458","0.156817261102916","7"
"8","2016","66 and older","(Married) couple without C. ","267","0.0918072262007728","0.0815846511973989","0.102029801204147","8"
"8","2016","66 and older","Single parent ","6","","","","8"
"8","2016","16-34 y.","1-pers.-HH","182","0.139181055234845","0.121371201393194","0.156990909076496","8"
"8","2016","16-34 y.","(Married) couple without C. ","121","0.111166812302802","0.091847782081226","0.130485842524377","8"
"8","2016","16-34 y.","Single parent ","138","0.149153539592098","0.125762387147793","0.172544692036403","8"
"8","2016","16-34 y.","Couple + C. LE and GT 16","117","0.161296335998488","0.135232766439195","0.187359905557781","8"
"8","2016","35-65 y.","1-pers.-HH","150","0.0877921616461269","0.0741001086453246","0.101484214646929","8"
"8","2016","35-65 y.","(Married) couple without C. ","330","0.0946975978451142","0.0849131755762702","0.104482020113958","8"
"8","2016","35-65 y.","Single parent ","131","0.0945420631466354","0.0798237213897011","0.10926040490357","8"
"8","2016","35-65 y.","Couple + C. LE and GT 16","165","0.135012844561676","0.11883446369666","0.151191225426691","8"
"8","2016","66 and older","1-pers.-HH","97","0.0659763818008054","0.0527146959001324","0.0792380677014784","8"
"8","2016","66 and older","Couple + C. LE 16 ","","","","","8"
"8","2016","66 and older","Couple + C. GT 16 ","15","","","","8"
"8","2016","66 and older","Couple + C. LE and GT 16","","","","","8"
"8","2016","16-34 y.","Couple + C. LE 16 ","246","0.107690552325852","0.0951971977389842","0.12018390691272","8"
"8","2016","16-34 y.","Couple + C. GT 16 ","140","0.144333133819244","0.121710477270828","0.16695579036766","8"
"8","2016","35-65 y.","Couple + C. LE 16 ","529","0.110053470872292","0.10157018445128","0.118536757293304","8"
"8","2016","35-65 y.","Couple + C. GT 16 ","159","0.0962605516698431","0.0822439824140949","0.110277120925591","8"
"9","2016","16-34 y.","1-pers.-HH","54","0.0356937349332962","0.0261478130505102","0.0452396568160821","9"
"9","2016","16-34 y.","(Married) couple without C. ","44","0.0431312029968449","0.0306455978428718","0.0556168081508179","9"
"9","2016","16-34 y.","Single parent ","52","0.0643619287215044","0.0482488805103763","0.0804749769326325","9"
"9","2016","16-34 y.","Couple + C. LE 16 ","90","0.0344078696649693","0.0270617454165127","0.0417539939134258","9"
"9","2016","35-65 y.","Couple + C. LE and GT 16","42","0.0205745052091241","0.0138541367564619","0.0272948736617863","9"
"9","2016","66 and older","1-pers.-HH","17","","","","9"
"9","2016","66 and older","(Married) couple without C. ","64","0.0227597914618242","0.017479989236832","0.0280395936868165","9"
"9","2016","66 and older","Single parent ","","","","","9"
"9","2016","66 and older","Couple + C. LE 16 ","","","","","9"
"9","2016","66 and older","Couple + C. GT 16 ","3","","","","9"
"9","2016","66 and older","Couple + C. LE and GT 16","","","","","9"
"9","2016","16-34 y.","Couple + C. GT 16 ","39","0.0280086474176959","0.0173871562372635","0.0386301385981284","9"
"9","2016","35-65 y.","(Married) couple without C. ","80","0.0291838188822571","0.0235590014148467","0.0348086363496676","9"
"9","2016","35-65 y.","Single parent ","44","0.0258796349739652","0.0178923792385627","0.0338668907093677","9"
"9","2016","35-65 y.","1-pers.-HH","55","0.0325681241664107","0.0239799593691572","0.0411562889636641","9"
"9","2016","35-65 y.","Couple + C. LE 16 ","148","0.0248658146658251","0.0206448293759185","0.0290867999557317","9"
"9","2016","35-65 y.","Couple + C. GT 16 ","50","0.0243545140419148","0.0170291082394103","0.0316799198444194","9"
"9","2016","16-34 y.","Couple + C. LE and GT 16","44","0.0696463658574172","0.0516082724053968","0.0876844593094376","9"
"0 Not at all Willing to take risks","2017","16-34 y.","1-pers.-HH","214","0.0281672369626343","0.0204155369304062","0.0359189369948624","0"
"0 Not at all Willing to take risks","2017","16-34 y.","(Married) couple without C. ","48","0.0206510538035171","0.0126413610212023","0.028660746585832","0"
"0 Not at all Willing to take risks","2017","16-34 y.","Single parent ","48","0.0050698197494286","0.000620953933285243","0.00951868556557197","0"
"0 Not at all Willing to take risks","2017","16-34 y.","Couple + C. LE 16 ","462","0.0598250970097308","0.0506362931615503","0.0690139008579112","0"
"0 Not at all Willing to take risks","2017","16-34 y.","Couple + C. GT 16 ","21","","","","0"
"0 Not at all Willing to take risks","2017","16-34 y.","Couple + C. LE and GT 16","38","0.013377732540015","0.00569047983392332","0.0210649852461066","0"
"0 Not at all Willing to take risks","2017","35-65 y.","Couple + C. LE and GT 16","229","0.0433726884130743","0.0344321211874508","0.0523132556386978","0"
"0 Not at all Willing to take risks","2017","35-65 y.","Couple + C. LE 16 ","486","0.0310482777079595","0.0264985636405541","0.035597991775365","0"
"0 Not at all Willing to take risks","2017","35-65 y.","1-pers.-HH","124","0.0299619678598622","0.0222699251177036","0.0376540106020207","0"
"0 Not at all Willing to take risks","2017","66 and older","1-pers.-HH","98","0.0724012334532757","0.0587332540556409","0.0860692128509106","0"
"0 Not at all Willing to take risks","2017","66 and older","Single parent ","12","","","","0"
"0 Not at all Willing to take risks","2017","66 and older","Couple + C. LE 16 ","","","","","0"
"0 Not at all Willing to take risks","2017","66 and older","Couple + C. GT 16 ","12","","","","0"
"0 Not at all Willing to take risks","2017","35-65 y.","(Married) couple without C. ","197","0.0406087915307921","0.0344650293644043","0.04675255369718","0"
"0 Not at all Willing to take risks","2017","35-65 y.","Single parent ","139","0.0611179444967713","0.0492308509341787","0.0730050380593638","0"
"0 Not at all Willing to take risks","2017","66 and older","(Married) couple without C. ","128","0.0428833953447201","0.0359469514538953","0.0498198392355448","0"
"0 Not at all Willing to take risks","2017","35-65 y.","Couple + C. GT 16 ","90","0.0368863146729258","0.0286891333898903","0.0450834959559613","0"
"0 Not at all Willing to take risks","2017","66 and older","Couple + C. LE and GT 16","1","","","","0"
"1","2017","16-34 y.","1-pers.-HH","48","0.0166909587294602","0.0106886998256173","0.022693217633303","1"
"1","2017","16-34 y.","(Married) couple without C. ","39","0.0303580079219036","0.020694865912044","0.0400211499317633","1"
"1","2017","16-34 y.","Single parent ","36","0.0377351857139835","0.0257986777011003","0.0496716937268667","1"
"1","2017","16-34 y.","Couple + C. LE 16 ","122","0.0545265567827111","0.0457294137663884","0.0633236997990338","1"
"1","2017","16-34 y.","Couple + C. GT 16 ","27","","","","1"
"1","2017","16-34 y.","Couple + C. LE and GT 16","22","","","","1"
"1","2017","35-65 y.","1-pers.-HH","87","0.049072575153925","0.0393259278301609","0.0588192224776891","1"
"1","2017","35-65 y.","(Married) couple without C. ","170","0.0357022565733733","0.0299268853608515","0.0414776277858951","1"
"1","2017","35-65 y.","Single parent ","97","0.0515018725336738","0.0405341730913192","0.0624695719760284","1"
"1","2017","35-65 y.","Couple + C. LE 16 ","263","0.0453140493225885","0.0398582174406294","0.0507698812045476","1"
"1","2017","35-65 y.","Couple + C. GT 16 ","94","0.0519899291948354","0.0423347749151879","0.0616450834744829","1"
"1","2017","35-65 y.","Couple + C. LE and GT 16","91","0.0465863534389318","0.0373360590440458","0.0558366478338177","1"
"1","2017","66 and older","1-pers.-HH","124","0.103398175975789","0.0873395826675398","0.119456769284039","1"
"1","2017","66 and older","(Married) couple without C. ","182","0.0649610876462933","0.0565228576885698","0.0733993176040168","1"
"1","2017","66 and older","Single parent ","12","","","","1"
"1","2017","66 and older","Couple + C. LE 16 ","1","","","","1"
"1","2017","66 and older","Couple + C. GT 16 ","10","","","","1"
"1","2017","66 and older","Couple + C. LE and GT 16","","","","","1"
"10 Very willing to take risks","2017","16-34 y.","1-pers.-HH","144","0.0313910730487875","0.0232213679315593","0.0395607781660156","10"
"10 Very willing to take risks","2017","16-34 y.","(Married) couple without C. ","32","0.0189549560542336","0.0112745906188021","0.0266353214896652","10"
"10 Very willing to take risks","2017","16-34 y.","Single parent ","51","0.0463152890364755","0.0331502744511261","0.0594803036218249","10"
"10 Very willing to take risks","2017","16-34 y.","Couple + C. LE 16 ","141","0.0270011676977694","0.0207211570412995","0.0332811783542394","10"
"10 Very willing to take risks","2017","16-34 y.","Couple + C. GT 16 ","29","","","","10"
"10 Very willing to take risks","2017","16-34 y.","Couple + C. LE and GT 16","56","0.0434884559503061","0.0298414761344687","0.0571354357661435","10"
"10 Very willing to take risks","2017","35-65 y.","1-pers.-HH","59","0.020797789888131","0.0143589603658205","0.0272366194104415","10"
"10 Very willing to take risks","2017","35-65 y.","(Married) couple without C. ","61","0.0136088825990546","0.0100025788337409","0.0172151863643683","10"
"10 Very willing to take risks","2017","35-65 y.","Single parent ","52","0.0331110220645908","0.0242320970153969","0.0419899471137847","10"
"10 Very willing to take risks","2017","35-65 y.","Couple + C. LE 16 ","147","0.0116910797216505","0.00887147684027438","0.0145106826030267","10"
"10 Very willing to take risks","2017","35-65 y.","Couple + C. GT 16 ","41","0.0207143650352086","0.014520187712134","0.0269085423582831","10"
"10 Very willing to take risks","2017","35-65 y.","Couple + C. LE and GT 16","59","0.0230405951218781","0.0164553701066352","0.0296258201371209","10"
"10 Very willing to take risks","2017","66 and older","1-pers.-HH","15","","","","10"
"10 Very willing to take risks","2017","66 and older","(Married) couple without C. ","14","","","","10"
"10 Very willing to take risks","2017","66 and older","Single parent ","1","","","","10"
