"plh0204_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"2","2015","Single parent ","(2c_voc) vocational maturity certificate","18","","",""
"2","2015","Single parent ","(3a) lower tertiary education","11","","",""
"2","2015","Single parent ","(3b) higher tertiary education","29","","",""
"2","2015","Couple + C. LE 16 ","(0) in school","","","",""
"2","2015","Couple + C. LE 16 ","(1a) inadequately completed","32","0.122921873075224","0.0763562806786911","0.169487465471756"
"2","2015","Couple + C. LE 16 ","(1b) general elementary school","53","0.118437246456034","0.0908496699377426","0.146024822974325"
"2","2015","Couple + C. LE 16 ","(1c) basic vocational qualification","103","0.0860083336909004","0.0686567543920083","0.103359912989792"
"2","2015","Couple + C. LE 16 ","(2b) intermediate general qualification","10","","",""
"2","2015","Couple + C. LE 16 ","(2a) intermediate vocational","173","0.100636836389959","0.0859047970164541","0.115368875763464"
"2","2015","Couple + C. LE 16 ","(2c_gen) general maturity certificate","38","0.13770900652373","0.10160776260277","0.17381025044469"
"2","2015","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","101","0.102106673999993","0.0824121901484436","0.121801157851543"
"2","2015","Couple + C. LE 16 ","(3a) lower tertiary education","44","0.0887749707257144","0.063694094462082","0.113855846989347"
"2","2015","Couple + C. LE 16 ","(3b) higher tertiary education","148","0.0824065982829067","0.06844416563163","0.0963690309341833"
"2","2015","Couple + C. GT 16 ","(0) in school","3","","",""
"2","2015","Couple + C. GT 16 ","(1a) inadequately completed","7","","",""
"2","2015","Couple + C. GT 16 ","(1b) general elementary school","13","","",""
"2","2015","Couple + C. GT 16 ","(1c) basic vocational qualification","52","0.0845271864124914","0.0616705199791884","0.107383852845794"
"2","2015","Couple + C. GT 16 ","(2b) intermediate general qualification","6","","",""
"2","2015","Couple + C. GT 16 ","(2a) intermediate vocational","79","0.114619055210511","0.0904070495965063","0.138831060824515"
"2","2015","Couple + C. GT 16 ","(2c_gen) general maturity certificate","25","","",""
"2","2015","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","26","","",""
"2","2015","Couple + C. GT 16 ","(3a) lower tertiary education","19","","",""
"2","2015","Couple + C. GT 16 ","(3b) higher tertiary education","37","0.104651251416063","0.0720181711371707","0.137284331694955"
"2","2015","Couple + C. LE and GT 16","(0) in school","10","","",""
"2","2015","Couple + C. LE and GT 16","(1a) inadequately completed","16","","",""
"2","2015","Couple + C. LE and GT 16","(1b) general elementary school","20","","",""
"2","2015","Couple + C. LE and GT 16","(1c) basic vocational qualification","33","0.0828217040468371","0.052624129135342","0.113019278958332"
"2","2015","Couple + C. LE and GT 16","(2b) intermediate general qualification","11","","",""
"2","2015","Couple + C. LE and GT 16","(2a) intermediate vocational","28","","",""
"2","2015","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","15","","",""
"2","2015","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","20","","",""
"2","2015","Couple + C. LE and GT 16","(3a) lower tertiary education","10","","",""
"2","2015","Couple + C. LE and GT 16","(3b) higher tertiary education","18","","",""
"3","2015","1-pers.-HH","(0) in school","1","","",""
"3","2015","1-pers.-HH","(1a) inadequately completed","10","","",""
"3","2015","1-pers.-HH","(1b) general elementary school","56","0.165419021136386","0.128637302155091","0.202200740117681"
"3","2015","1-pers.-HH","(1c) basic vocational qualification","118","0.12377106345847","0.102673683548192","0.144868443368747"
"3","2015","1-pers.-HH","(2b) intermediate general qualification","7","","",""
"3","2015","1-pers.-HH","(2a) intermediate vocational","85","0.128146781291195","0.103899547511502","0.152394015070887"
"3","2015","1-pers.-HH","(2c_gen) general maturity certificate","25","","",""
"3","2015","1-pers.-HH","(2c_voc) vocational maturity certificate","44","0.142348615993382","0.103006401877133","0.181690830109631"
"3","2015","1-pers.-HH","(3a) lower tertiary education","37","0.126296134691535","0.0887068014958338","0.163885467887235"
"3","2015","1-pers.-HH","(3b) higher tertiary education","78","0.128441093244567","0.10218946982633","0.154692716662804"
"3","2015","(Married) couple without C. ","(0) in school","","","",""
"3","2015","(Married) couple without C. ","(1a) inadequately completed","15","","",""
"3","2015","(Married) couple without C. ","(1b) general elementary school","56","0.126065308166451","0.0981214909162289","0.154009125416673"
"3","2015","(Married) couple without C. ","(1c) basic vocational qualification","294","0.13410221682663","0.119968544386016","0.148235889267243"
"3","2015","(Married) couple without C. ","(2b) intermediate general qualification","17","","",""
"3","2015","(Married) couple without C. ","(2a) intermediate vocational","209","0.115664098063385","0.100671210191458","0.130656985935312"
"3","2015","(Married) couple without C. ","(2c_gen) general maturity certificate","26","","",""
"3","2015","(Married) couple without C. ","(2c_voc) vocational maturity certificate","77","0.137521821565339","0.110478257058646","0.164565386072033"
"3","2015","(Married) couple without C. ","(3a) lower tertiary education","95","0.15164336076422","0.125713191401044","0.177573530127396"
"3","2015","(Married) couple without C. ","(3b) higher tertiary education","193","0.1404519601384","0.122909502184159","0.15799441809264"
"3","2015","Single parent ","(0) in school","7","","",""
"3","2015","Single parent ","(1a) inadequately completed","7","","",""
"3","2015","Single parent ","(1b) general elementary school","22","","",""
"3","2015","Single parent ","(1c) basic vocational qualification","35","0.115914239632338","0.0831627805947321","0.148665698669943"
"3","2015","Single parent ","(2b) intermediate general qualification","12","","",""
"3","2015","Single parent ","(2a) intermediate vocational","83","0.150780815051982","0.121010423877867","0.180551206226097"
"3","2015","Single parent ","(2c_gen) general maturity certificate","21","","",""
"3","2015","Single parent ","(2c_voc) vocational maturity certificate","27","","",""
"3","2015","Single parent ","(3a) lower tertiary education","19","","",""
"3","2015","Single parent ","(3b) higher tertiary education","25","","",""
"3","2015","Couple + C. LE 16 ","(0) in school","","","",""
"3","2015","Couple + C. LE 16 ","(1a) inadequately completed","17","","",""
"3","2015","Couple + C. LE 16 ","(1b) general elementary school","52","0.113174443763545","0.0861263870895863","0.140222500437503"
"3","2015","Couple + C. LE 16 ","(1c) basic vocational qualification","88","0.0980201963043401","0.0796186713421358","0.116421721266544"
"3","2015","Couple + C. LE 16 ","(2b) intermediate general qualification","15","","",""
"3","2015","Couple + C. LE 16 ","(2a) intermediate vocational","195","0.133962942667115","0.117283658326702","0.150642227007528"
"3","2015","Couple + C. LE 16 ","(2c_gen) general maturity certificate","38","0.147952752188293","0.110755793537252","0.185149710839333"
"3","2015","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","125","0.146975271966983","0.123944520247599","0.170006023686367"
"3","2015","Couple + C. LE 16 ","(3a) lower tertiary education","61","0.131482389097076","0.101682975052379","0.161281803141774"
"3","2015","Couple + C. LE 16 ","(3b) higher tertiary education","191","0.115668889968013","0.0994294633000619","0.131908316635965"
"3","2015","Couple + C. GT 16 ","(0) in school","7","","",""
"3","2015","Couple + C. GT 16 ","(1a) inadequately completed","5","","",""
"3","2015","Couple + C. GT 16 ","(1b) general elementary school","18","","",""
"3","2015","Couple + C. GT 16 ","(1c) basic vocational qualification","72","0.136236614494698","0.108050431025532","0.164422797963864"
"3","2015","Couple + C. GT 16 ","(2b) intermediate general qualification","11","","",""
"3","2015","Couple + C. GT 16 ","(2a) intermediate vocational","89","0.128581042328561","0.103139745719421","0.154022338937702"
"3","2015","Couple + C. GT 16 ","(2c_gen) general maturity certificate","28","","",""
"3","2015","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","35","0.168031352393636","0.123183556703598","0.212879148083675"
"3","2015","Couple + C. GT 16 ","(3a) lower tertiary education","25","","",""
"3","2015","Couple + C. GT 16 ","(3b) higher tertiary education","47","0.146995179616674","0.109245173163454","0.184745186069894"
"3","2015","Couple + C. LE and GT 16","(0) in school","12","","",""
"3","2015","Couple + C. LE and GT 16","(1a) inadequately completed","8","","",""
"3","2015","Couple + C. LE and GT 16","(1b) general elementary school","20","","",""
"3","2015","Couple + C. LE and GT 16","(1c) basic vocational qualification","31","0.130035668407191","0.0931841766809323","0.166887160133449"
"3","2015","Couple + C. LE and GT 16","(2b) intermediate general qualification","8","","",""
"3","2015","Couple + C. LE and GT 16","(2a) intermediate vocational","52","0.132738646407713","0.0991510638562351","0.166326228959191"
"3","2015","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","37","0.146359912598888","0.100974258170321","0.191745567027455"
"3","2015","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","37","0.145630709123678","0.0996428525211562","0.191618565726199"
"3","2015","Couple + C. LE and GT 16","(3a) lower tertiary education","14","","",""
"3","2015","Couple + C. LE and GT 16","(3b) higher tertiary education","32","0.114124057453234","0.0722980260120701","0.155950088894398"
"4","2015","1-pers.-HH","(0) in school","","","",""
"4","2015","1-pers.-HH","(1a) inadequately completed","4","","",""
"4","2015","1-pers.-HH","(1b) general elementary school","22","","",""
"4","2015","1-pers.-HH","(1c) basic vocational qualification","91","0.0962503403976034","0.0773558415602345","0.115144839234972"
"4","2015","1-pers.-HH","(2b) intermediate general qualification","6","","",""
"4","2015","1-pers.-HH","(2a) intermediate vocational","68","0.0958498875162678","0.0744947321672649","0.117205042865271"
"4","2015","1-pers.-HH","(2c_gen) general maturity certificate","21","","",""
"4","2015","1-pers.-HH","(2c_voc) vocational maturity certificate","22","","",""
"4","2015","1-pers.-HH","(3a) lower tertiary education","35","0.103852495880383","0.0693313118810836","0.138373679879683"
"4","2015","1-pers.-HH","(3b) higher tertiary education","76","0.115690425049158","0.0905943000852974","0.140786550013019"
"4","2015","(Married) couple without C. ","(0) in school","","","",""
"4","2015","(Married) couple without C. ","(1a) inadequately completed","6","","",""
"4","2015","(Married) couple without C. ","(1b) general elementary school","57","0.111514321707652","0.085014741925344","0.13801390148996"
"4","2015","(Married) couple without C. ","(1c) basic vocational qualification","228","0.102364933927755","0.0897922140451166","0.114937653810393"
"4","2015","(Married) couple without C. ","(2b) intermediate general qualification","11","","",""
"4","2015","(Married) couple without C. ","(2a) intermediate vocational","199","0.118967007659491","0.103789979782391","0.134144035536592"
"4","2015","(Married) couple without C. ","(2c_gen) general maturity certificate","32","0.113728760362385","0.072963651040912","0.154493869683858"
"4","2015","(Married) couple without C. ","(2c_voc) vocational maturity certificate","66","0.110617504457644","0.0859877385150806","0.135247270400208"
"4","2015","(Married) couple without C. ","(3a) lower tertiary education","88","0.118364573552916","0.0950106525496282","0.141718494556203"
"4","2015","(Married) couple without C. ","(3b) higher tertiary education","171","0.116151897286947","0.0999750667514441","0.13232872782245"
"4","2015","Single parent ","(0) in school","3","","",""
"4","2015","Single parent ","(1a) inadequately completed","1","","",""
"4","2015","Single parent ","(1b) general elementary school","13","","",""
"4","2015","Single parent ","(1c) basic vocational qualification","42","0.101927547390508","0.0709735648320029","0.132881529949013"
"4","2015","Single parent ","(2b) intermediate general qualification","12","","",""
"4","2015","Single parent ","(2a) intermediate vocational","47","0.0826143583864964","0.0597106747690341","0.105518042003959"
"4","2015","Single parent ","(2c_gen) general maturity certificate","15","","",""
"4","2015","Single parent ","(2c_voc) vocational maturity certificate","16","","",""
"4","2015","Single parent ","(3a) lower tertiary education","9","","",""
"4","2015","Single parent ","(3b) higher tertiary education","23","","",""
"4","2015","Couple + C. LE 16 ","(0) in school","","","",""
"4","2015","Couple + C. LE 16 ","(1a) inadequately completed","13","","",""
"4","2015","Couple + C. LE 16 ","(1b) general elementary school","25","","",""
"4","2015","Couple + C. LE 16 ","(1c) basic vocational qualification","82","0.0721872875158334","0.0561711368545931","0.0882034381770737"
"4","2015","Couple + C. LE 16 ","(2b) intermediate general qualification","9","","",""
"4","2015","Couple + C. LE 16 ","(2a) intermediate vocational","166","0.113176773002913","0.0976631219673114","0.128690424038514"
"4","2015","Couple + C. LE 16 ","(2c_gen) general maturity certificate","30","0.0879140807625748","0.0582479324132016","0.117580229111948"
"4","2015","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","77","0.118401176375193","0.0973866949958962","0.139415657754489"
"4","2015","Couple + C. LE 16 ","(3a) lower tertiary education","59","0.10449046880695","0.077515679470984","0.131465258142916"
"4","2015","Couple + C. LE 16 ","(3b) higher tertiary education","157","0.132077113962202","0.114885790484222","0.149268437440181"
"4","2015","Couple + C. GT 16 ","(0) in school","7","","",""
"4","2015","Couple + C. GT 16 ","(1a) inadequately completed","4","","",""
"4","2015","Couple + C. GT 16 ","(1b) general elementary school","15","","",""
"4","2015","Couple + C. GT 16 ","(1c) basic vocational qualification","54","0.0970397007325746","0.0727176040745394","0.12136179739061"
"4","2015","Couple + C. GT 16 ","(2b) intermediate general qualification","9","","",""
"4","2015","Couple + C. GT 16 ","(2a) intermediate vocational","55","0.0888699192897193","0.0672424923425901","0.110497346236849"
"4","2015","Couple + C. GT 16 ","(2c_gen) general maturity certificate","22","","",""
"4","2015","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","27","","",""
"4","2015","Couple + C. GT 16 ","(3a) lower tertiary education","14","","",""
"4","2015","Couple + C. GT 16 ","(3b) higher tertiary education","37","0.0858345880598018","0.0559715974845244","0.115697578635079"
"4","2015","Couple + C. LE and GT 16","(0) in school","14","","",""
"4","2015","Couple + C. LE and GT 16","(1a) inadequately completed","3","","",""
"4","2015","Couple + C. LE and GT 16","(1b) general elementary school","11","","",""
"4","2015","Couple + C. LE and GT 16","(1c) basic vocational qualification","26","","",""
"4","2015","Couple + C. LE and GT 16","(2b) intermediate general qualification","9","","",""
"4","2015","Couple + C. LE and GT 16","(2a) intermediate vocational","47","0.13155110673481","0.098091221763799","0.165010991705821"
"4","2015","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","21","","",""
"4","2015","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","24","","",""
"4","2015","Couple + C. LE and GT 16","(3a) lower tertiary education","12","","",""
"4","2015","Couple + C. LE and GT 16","(3b) higher tertiary education","28","","",""
"5","2015","1-pers.-HH","(0) in school","4","","",""
"5","2015","1-pers.-HH","(1a) inadequately completed","13","","",""
"5","2015","1-pers.-HH","(1b) general elementary school","56","0.161749516905322","0.125298180125553","0.19820085368509"
"5","2015","1-pers.-HH","(1c) basic vocational qualification","195","0.221489761978195","0.194887463680523","0.248092060275868"
"5","2015","1-pers.-HH","(2b) intermediate general qualification","15","","",""
"5","2015","1-pers.-HH","(2a) intermediate vocational","145","0.190953208033882","0.16244059890374","0.219465817164023"
"5","2015","1-pers.-HH","(2c_gen) general maturity certificate","36","0.143001486003825","0.0944845458828703","0.191518426124781"
"5","2015","1-pers.-HH","(2c_voc) vocational maturity certificate","58","0.183788883923592","0.140178726980986","0.227399040866198"
"5","2015","1-pers.-HH","(3a) lower tertiary education","65","0.190686078835412","0.146232629725045","0.23513952794578"
"5","2015","1-pers.-HH","(3b) higher tertiary education","107","0.162753288492419","0.133790030846641","0.191716546138196"
"5","2015","(Married) couple without C. ","(0) in school","1","","",""
"5","2015","(Married) couple without C. ","(1a) inadequately completed","18","","",""
"5","2015","(Married) couple without C. ","(1b) general elementary school","108","0.203022283187868","0.169157882747327","0.236886683628409"
"5","2015","(Married) couple without C. ","(1c) basic vocational qualification","445","0.204505801367771","0.187776605956968","0.221234996778574"
"5","2015","(Married) couple without C. ","(2b) intermediate general qualification","23","","",""
"5","2015","(Married) couple without C. ","(2a) intermediate vocational","361","0.206594094728629","0.187614626376528","0.22557356308073"
"5","2015","(Married) couple without C. ","(2c_gen) general maturity certificate","42","0.181077006436164","0.131631899984441","0.230522112887886"
"5","2015","(Married) couple without C. ","(2c_voc) vocational maturity certificate","122","0.207230288213194","0.175402665016612","0.239057911409776"
"5","2015","(Married) couple without C. ","(3a) lower tertiary education","142","0.163199709228413","0.13648348849498","0.189915929961846"
"5","2015","(Married) couple without C. ","(3b) higher tertiary education","283","0.183739425384186","0.164186711193225","0.203292139575147"
"5","2015","Single parent ","(0) in school","25","","",""
"5","2015","Single parent ","(1a) inadequately completed","13","","",""
"5","2015","Single parent ","(1b) general elementary school","48","0.198324695870384","0.147015908619329","0.249633483121438"
"5","2015","Single parent ","(1c) basic vocational qualification","81","0.218080568213773","0.175832724591941","0.260328411835606"
"5","2015","Single parent ","(2b) intermediate general qualification","33","0.103936894795377","0.0549354231052283","0.152938366485525"
"5","2015","Single parent ","(2a) intermediate vocational","107","0.200795454795091","0.167467588448694","0.234123321141488"
"5","2015","Single parent ","(2c_gen) general maturity certificate","32","0.217975230678131","0.159113772551688","0.276836688804575"
"5","2015","Single parent ","(2c_voc) vocational maturity certificate","47","0.195931201993719","0.143362840607879","0.248499563379558"
"5","2015","Single parent ","(3a) lower tertiary education","26","","",""
"5","2015","Single parent ","(3b) higher tertiary education","40","0.153766050298378","0.107045731055467","0.20048636954129"
"5","2015","Couple + C. LE 16 ","(0) in school","","","",""
"5","2015","Couple + C. LE 16 ","(1a) inadequately completed","28","","",""
"5","2015","Couple + C. LE 16 ","(1b) general elementary school","78","0.140834779049548","0.111136171597006","0.170533386502089"
"5","2015","Couple + C. LE 16 ","(1c) basic vocational qualification","171","0.161590041708091","0.138811121408915","0.184368962007267"
"5","2015","Couple + C. LE 16 ","(2b) intermediate general qualification","13","","",""
"5","2015","Couple + C. LE 16 ","(2a) intermediate vocational","294","0.18766741136181","0.168547837650195","0.206786985073425"
"5","2015","Couple + C. LE 16 ","(2c_gen) general maturity certificate","64","0.204583977372722","0.162322269358221","0.246845685387223"
"5","2015","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","163","0.156078731140332","0.132472427132032","0.179685035148631"
"5","2015","Couple + C. LE 16 ","(3a) lower tertiary education","104","0.262626002971179","0.223820136248129","0.301431869694229"
"5","2015","Couple + C. LE 16 ","(3b) higher tertiary education","286","0.188527955200738","0.168667938156774","0.208387972244702"
"5","2015","Couple + C. GT 16 ","(0) in school","18","","",""
"5","2015","Couple + C. GT 16 ","(1a) inadequately completed","9","","",""
"5","2015","Couple + C. GT 16 ","(1b) general elementary school","39","0.197943269751848","0.142996100946102","0.252890438557593"
"5","2015","Couple + C. GT 16 ","(1c) basic vocational qualification","100","0.189104349582466","0.156928857148014","0.221279842016918"
"5","2015","Couple + C. GT 16 ","(2b) intermediate general qualification","26","","",""
"5","2015","Couple + C. GT 16 ","(2a) intermediate vocational","127","0.208352075488073","0.177484521058022","0.239219629918124"
"5","2015","Couple + C. GT 16 ","(2c_gen) general maturity certificate","50","0.180732860169733","0.135661527019903","0.225804193319563"
"5","2015","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","51","0.204763478980857","0.156361082082606","0.253165875879108"
"5","2015","Couple + C. GT 16 ","(3a) lower tertiary education","33","0.19848454304013","0.14131738736395","0.255651698716311"
"5","2015","Couple + C. GT 16 ","(3b) higher tertiary education","54","0.145622683511328","0.108019110680239","0.183226256342417"
"5","2015","Couple + C. LE and GT 16","(0) in school","15","","",""
"5","2015","Couple + C. LE and GT 16","(1a) inadequately completed","10","","",""
"5","2015","Couple + C. LE and GT 16","(1b) general elementary school","38","0.199410185316176","0.147546978533802","0.25127339209855"
"5","2015","Couple + C. LE and GT 16","(1c) basic vocational qualification","64","0.188632368160321","0.145768629387348","0.231496106933294"
"5","2015","Couple + C. LE and GT 16","(2b) intermediate general qualification","29","","",""
"5","2015","Couple + C. LE and GT 16","(2a) intermediate vocational","70","0.136233522274132","0.102275278408059","0.170191766140206"
"5","2015","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","40","0.178783648693497","0.129583906996789","0.227983390390205"
"5","2015","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","23","","",""
"5","2015","Couple + C. LE and GT 16","(3a) lower tertiary education","18","","",""
"5","2015","Couple + C. LE and GT 16","(3b) higher tertiary education","40","0.177774706205053","0.127482347444907","0.228067064965199"
"6","2015","1-pers.-HH","(0) in school","1","","",""
"6","2015","1-pers.-HH","(1a) inadequately completed","5","","",""
"6","2015","1-pers.-HH","(1b) general elementary school","29","","",""
"6","2015","1-pers.-HH","(1c) basic vocational qualification","81","0.0879594623019482","0.0698143976251495","0.106104526978747"
"6","2015","1-pers.-HH","(2b) intermediate general qualification","9","","",""
"6","2015","1-pers.-HH","(2a) intermediate vocational","96","0.128143232731073","0.103896285329262","0.152390180132884"
"6","2015","1-pers.-HH","(2c_gen) general maturity certificate","28","","",""
"6","2015","1-pers.-HH","(2c_voc) vocational maturity certificate","40","0.180144795749575","0.136872870742868","0.223416720756282"
"6","2015","1-pers.-HH","(3a) lower tertiary education","43","0.140681493195565","0.101337083761885","0.180025902629245"
"6","2015","1-pers.-HH","(3b) higher tertiary education","98","0.159163068479534","0.130459701926729","0.18786643503234"
"6","2015","(Married) couple without C. ","(0) in school","","","",""
"6","2015","(Married) couple without C. ","(1a) inadequately completed","9","","",""
"6","2015","(Married) couple without C. ","(1b) general elementary school","47","0.0950793338170422","0.0703850311896776","0.119773636444407"
"6","2015","(Married) couple without C. ","(1c) basic vocational qualification","247","0.110114988144583","0.0971314250215878","0.123098551267578"
"6","2015","(Married) couple without C. ","(2b) intermediate general qualification","14","","",""
"6","2015","(Married) couple without C. ","(2a) intermediate vocational","214","0.124063092136838","0.108609299145209","0.139516885128467"
"6","2015","(Married) couple without C. ","(2c_gen) general maturity certificate","30","0.207513133052019","0.155442967177899","0.259583298926138"
"6","2015","(Married) couple without C. ","(2c_voc) vocational maturity certificate","77","0.146045005847928","0.118314045216707","0.173775966479149"
"6","2015","(Married) couple without C. ","(3a) lower tertiary education","91","0.127288879265572","0.103193436678007","0.151384321853138"
"6","2015","(Married) couple without C. ","(3b) higher tertiary education","216","0.164689992191507","0.145963824347035","0.183416160035978"
"6","2015","Single parent ","(0) in school","26","","",""
"6","2015","Single parent ","(1a) inadequately completed","5","","",""
"6","2015","Single parent ","(1b) general elementary school","23","","",""
"6","2015","Single parent ","(1c) basic vocational qualification","34","0.0993685037020558","0.0687620508768278","0.129974956527284"
"6","2015","Single parent ","(2b) intermediate general qualification","19","","",""
"6","2015","Single parent ","(2a) intermediate vocational","54","0.109375083970168","0.0834088946301478","0.135341273310189"
"6","2015","Single parent ","(2c_gen) general maturity certificate","21","","",""
"6","2015","Single parent ","(2c_voc) vocational maturity certificate","29","","",""
"6","2015","Single parent ","(3a) lower tertiary education","15","","",""
"6","2015","Single parent ","(3b) higher tertiary education","27","","",""
"6","2015","Couple + C. LE 16 ","(0) in school","","","",""
"6","2015","Couple + C. LE 16 ","(1a) inadequately completed","18","","",""
"6","2015","Couple + C. LE 16 ","(1b) general elementary school","49","0.10415661794139","0.0780769376541687","0.130236298228611"
"6","2015","Couple + C. LE 16 ","(1c) basic vocational qualification","111","0.126257529390936","0.105702505256107","0.146812553525764"
"6","2015","Couple + C. LE 16 ","(2b) intermediate general qualification","7","","",""
"6","2015","Couple + C. LE 16 ","(2a) intermediate vocational","209","0.118286338734221","0.102472113688103","0.134100563780339"
"6","2015","Couple + C. LE 16 ","(2c_gen) general maturity certificate","36","0.0808485994828026","0.0522895436129988","0.109407655352606"
"6","2015","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","120","0.125118884593656","0.103598941432488","0.146638827754825"
"6","2015","Couple + C. LE 16 ","(3a) lower tertiary education","73","0.122129506206163","0.0932552940471814","0.151003718365144"
"6","2015","Couple + C. LE 16 ","(3b) higher tertiary education","200","0.143122001940101","0.125340532249877","0.160903471630324"
"6","2015","Couple + C. GT 16 ","(0) in school","18","","",""
"6","2015","Couple + C. GT 16 ","(1a) inadequately completed","5","","",""
"6","2015","Couple + C. GT 16 ","(1b) general elementary school","20","","",""
"6","2015","Couple + C. GT 16 ","(1c) basic vocational qualification","58","0.104446493570327","0.079316946590756","0.129576040549898"
"6","2015","Couple + C. GT 16 ","(2b) intermediate general qualification","18","","",""
"6","2015","Couple + C. GT 16 ","(2a) intermediate vocational","85","0.118358773045257","0.093806967218127","0.142910578872386"
"6","2015","Couple + C. GT 16 ","(2c_gen) general maturity certificate","39","0.189238230715696","0.143358575481802","0.235117885949589"
"6","2015","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","32","0.118780004646607","0.0799733415044642","0.15758666778875"
"6","2015","Couple + C. GT 16 ","(3a) lower tertiary education","30","0.197735243291116","0.14064943087018","0.254821055712053"
"6","2015","Couple + C. GT 16 ","(3b) higher tertiary education","51","0.207105691689171","0.16390473064138","0.250306652736962"
"6","2015","Couple + C. LE and GT 16","(0) in school","16","","",""
"6","2015","Couple + C. LE and GT 16","(1a) inadequately completed","3","","",""
"6","2015","Couple + C. LE and GT 16","(1b) general elementary school","22","","",""
"6","2015","Couple + C. LE and GT 16","(1c) basic vocational qualification","34","0.100832762609404","0.0678418619485466","0.133823663270261"
"6","2015","Couple + C. LE and GT 16","(2b) intermediate general qualification","14","","",""
"6","2015","Couple + C. LE and GT 16","(2a) intermediate vocational","49","0.172575467642268","0.135167959120119","0.209982976164417"
"6","2015","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","27","","",""
"6","2015","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","27","","",""
"6","2015","Couple + C. LE and GT 16","(3a) lower tertiary education","14","","",""
"6","2015","Couple + C. LE and GT 16","(3b) higher tertiary education","29","","",""
"7","2015","1-pers.-HH","(0) in school","","","",""
"7","2015","1-pers.-HH","(1a) inadequately completed","8","","",""
"7","2015","1-pers.-HH","(1b) general elementary school","26","","",""
"7","2015","1-pers.-HH","(1c) basic vocational qualification","104","0.125864758070007","0.104615119178346","0.147114396961667"
"7","2015","1-pers.-HH","(2b) intermediate general qualification","9","","",""
"7","2015","1-pers.-HH","(2a) intermediate vocational","97","0.138240441233477","0.113202577511022","0.163278304955932"
"7","2015","1-pers.-HH","(2c_gen) general maturity certificate","27","","",""
"7","2015","1-pers.-HH","(2c_voc) vocational maturity certificate","42","0.114476358659212","0.0786267218479361","0.150325995470489"
"7","2015","1-pers.-HH","(3a) lower tertiary education","54","0.218147834850858","0.171414665103079","0.264881004598637"
"7","2015","1-pers.-HH","(3b) higher tertiary education","93","0.158746134373395","0.130073281127241","0.187418987619548"
"7","2015","(Married) couple without C. ","(0) in school","1","","",""
"7","2015","(Married) couple without C. ","(1a) inadequately completed","7","","",""
"7","2015","(Married) couple without C. ","(1b) general elementary school","38","0.0732077349199962","0.051278769994226","0.0951366998457665"
"7","2015","(Married) couple without C. ","(1c) basic vocational qualification","270","0.118228873646848","0.104836935264782","0.131620812028913"
"7","2015","(Married) couple without C. ","(2b) intermediate general qualification","11","","",""
"7","2015","(Married) couple without C. ","(2a) intermediate vocational","249","0.133094951349065","0.117171253295001","0.149018649403128"
"7","2015","(Married) couple without C. ","(2c_gen) general maturity certificate","28","","",""
"7","2015","(Married) couple without C. ","(2c_voc) vocational maturity certificate","84","0.133064270057256","0.106393948811124","0.159734591303388"
"7","2015","(Married) couple without C. ","(3a) lower tertiary education","119","0.134758649678883","0.110072612429615","0.159444686928152"
"7","2015","(Married) couple without C. ","(3b) higher tertiary education","230","0.152304094012675","0.134162840327514","0.170445347697836"
"7","2015","Single parent ","(0) in school","16","","",""
"7","2015","Single parent ","(1a) inadequately completed","9","","",""
"7","2015","Single parent ","(1b) general elementary school","25","","",""
"7","2015","Single parent ","(1c) basic vocational qualification","40","0.12070980443498","0.087378489480167","0.154041119389792"
"7","2015","Single parent ","(2b) intermediate general qualification","23","","",""
"7","2015","Single parent ","(2a) intermediate vocational","71","0.122830057262364","0.095521686068834","0.150138428455895"
"7","2015","Single parent ","(2c_gen) general maturity certificate","29","","",""
"7","2015","Single parent ","(2c_voc) vocational maturity certificate","31","0.203585202634656","0.150255544681638","0.256914860587674"
"7","2015","Single parent ","(3a) lower tertiary education","15","","",""
"7","2015","Single parent ","(3b) higher tertiary education","31","0.0890854716088029","0.0521900390814119","0.125980904136194"
"7","2015","Couple + C. LE 16 ","(0) in school","","","",""
"7","2015","Couple + C. LE 16 ","(1a) inadequately completed","11","","",""
"7","2015","Couple + C. LE 16 ","(1b) general elementary school","60","0.0959637347389398","0.0708165553163227","0.121110914161557"
