"plh0204_h","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"7","2005","(Married) couple without C. ","no migration background","","","","","7"
"8","2005","Single parent ","indirect migration background","","","","","8"
"8","2005","Couple + C. LE 16 ","no migration background","","","","","8"
"8","2005","1-pers.-HH","no migration background","","","","","8"
"8","2005","1-pers.-HH","direct migration background","","","","","8"
"8","2005","1-pers.-HH","indirect migration background","","","","","8"
"8","2005","(Married) couple without C. ","no migration background","","","","","8"
"8","2005","(Married) couple without C. ","direct migration background","","","","","8"
"8","2005","(Married) couple without C. ","indirect migration background","","","","","8"
"8","2005","Single parent ","no migration background","","","","","8"
"8","2005","Single parent ","direct migration background","","","","","8"
"8","2005","Couple + C. LE 16 ","direct migration background","","","","","8"
"8","2005","Couple + C. LE 16 ","indirect migration background","","","","","8"
"8","2005","Couple + C. GT 16 ","no migration background","","","","","8"
"8","2005","Couple + C. GT 16 ","direct migration background","","","","","8"
"8","2005","Couple + C. GT 16 ","indirect migration background","","","","","8"
"8","2005","Couple + C. LE and GT 16","no migration background","","","","","8"
"8","2005","Couple + C. LE and GT 16","direct migration background","","","","","8"
"8","2005","Couple + C. LE and GT 16","indirect migration background","","","","","8"
"9","2005","Single parent ","direct migration background","","","","","9"
"9","2005","Single parent ","indirect migration background","","","","","9"
"9","2005","Couple + C. LE 16 ","no migration background","","","","","9"
"9","2005","Couple + C. LE 16 ","direct migration background","","","","","9"
"9","2005","1-pers.-HH","no migration background","","","","","9"
"9","2005","1-pers.-HH","direct migration background","","","","","9"
"9","2005","1-pers.-HH","indirect migration background","","","","","9"
"9","2005","(Married) couple without C. ","no migration background","","","","","9"
"9","2005","(Married) couple without C. ","direct migration background","","","","","9"
"9","2005","(Married) couple without C. ","indirect migration background","","","","","9"
"9","2005","Single parent ","no migration background","","","","","9"
"9","2005","Couple + C. LE 16 ","indirect migration background","","","","","9"
"9","2005","Couple + C. GT 16 ","no migration background","","","","","9"
"9","2005","Couple + C. GT 16 ","direct migration background","","","","","9"
"9","2005","Couple + C. GT 16 ","indirect migration background","","","","","9"
"9","2005","Couple + C. LE and GT 16","no migration background","","","","","9"
"9","2005","Couple + C. LE and GT 16","direct migration background","","","","","9"
"9","2005","Couple + C. LE and GT 16","indirect migration background","","","","","9"
"0 Not at all Willing to take risks","2006","1-pers.-HH","no migration background","211","0.0817325933616723","0.0719277178827359","0.0915374688406087","0"
"0 Not at all Willing to take risks","2006","1-pers.-HH","direct migration background","26","","","","0"
"0 Not at all Willing to take risks","2006","1-pers.-HH","indirect migration background","1","","","","0"
"0 Not at all Willing to take risks","2006","(Married) couple without C. ","no migration background","342","0.05271521263659","0.0474724553241683","0.0579579699490118","0"
"0 Not at all Willing to take risks","2006","(Married) couple without C. ","direct migration background","90","0.127329809610858","0.103296366859528","0.151363252362188","0"
"0 Not at all Willing to take risks","2006","(Married) couple without C. ","indirect migration background","4","","","","0"
"0 Not at all Willing to take risks","2006","Single parent ","no migration background","36","0.0499546944505377","0.0360870009649047","0.0638223879361707","0"
"0 Not at all Willing to take risks","2006","Single parent ","direct migration background","12","","","","0"
"0 Not at all Willing to take risks","2006","Single parent ","indirect migration background","2","","","","0"
"0 Not at all Willing to take risks","2006","Couple + C. LE 16 ","no migration background","75","0.028941381157312","0.0231110906600204","0.0347716716546036","0"
"0 Not at all Willing to take risks","2006","Couple + C. LE 16 ","direct migration background","36","0.0666964476908982","0.045692000354194","0.0877008950276025","0"
"0 Not at all Willing to take risks","2006","Couple + C. LE 16 ","indirect migration background","7","","","","0"
"0 Not at all Willing to take risks","2006","Couple + C. GT 16 ","no migration background","102","0.0359919618509872","0.0294443817898537","0.0425395419121206","0"
"0 Not at all Willing to take risks","2006","Couple + C. GT 16 ","direct migration background","29","","","","0"
"0 Not at all Willing to take risks","2006","Couple + C. GT 16 ","indirect migration background","8","","","","0"
"0 Not at all Willing to take risks","2006","Couple + C. LE and GT 16","no migration background","36","0.0411315699135055","0.0295318888373047","0.0527312509897062","0"
"0 Not at all Willing to take risks","2006","Couple + C. LE and GT 16","direct migration background","15","","","","0"
"0 Not at all Willing to take risks","2006","Couple + C. LE and GT 16","indirect migration background","2","","","","0"
"1","2006","1-pers.-HH","direct migration background","20","","","","1"
"1","2006","Single parent ","direct migration background","9","","","","1"
"1","2006","1-pers.-HH","no migration background","169","0.0581400802405243","0.0497649642663123","0.0665151962147362","1"
"1","2006","1-pers.-HH","indirect migration background","5","","","","1"
"1","2006","(Married) couple without C. ","no migration background","289","0.0446683474678225","0.0398218441054591","0.0495148508301859","1"
"1","2006","Single parent ","no migration background","32","0.0320847068949244","0.0208668050325432","0.0433026087573057","1"
"1","2006","(Married) couple without C. ","direct migration background","47","0.0566792744835924","0.0400080422547579","0.0733505067124268","1"
"1","2006","(Married) couple without C. ","indirect migration background","1","","","","1"
"1","2006","Single parent ","indirect migration background","2","","","","1"
"1","2006","Couple + C. LE 16 ","no migration background","88","0.026132326618082","0.0205841936876669","0.031680459548497","1"
"1","2006","Couple + C. LE 16 ","direct migration background","26","","","","1"
"1","2006","Couple + C. LE 16 ","indirect migration background","5","","","","1"
"1","2006","Couple + C. GT 16 ","no migration background","71","0.0255299626010318","0.0199856582269992","0.0310742669750645","1"
"1","2006","Couple + C. GT 16 ","direct migration background","14","","","","1"
"1","2006","Couple + C. GT 16 ","indirect migration background","4","","","","1"
"1","2006","Couple + C. LE and GT 16","no migration background","25","","","","1"
"1","2006","Couple + C. LE and GT 16","direct migration background","16","","","","1"
"1","2006","Couple + C. LE and GT 16","indirect migration background","1","","","","1"
"10 Very willing to take risks","2006","1-pers.-HH","no migration background","47","0.0183429212452548","0.0135403478555834","0.0231454946349262","10"
"10 Very willing to take risks","2006","Single parent ","direct migration background","1","","","","10"
"10 Very willing to take risks","2006","(Married) couple without C. ","direct migration background","11","","","","10"
"10 Very willing to take risks","2006","Couple + C. LE 16 ","no migration background","38","0.0135211428475706","0.00950454422062691","0.0175377414745142","10"
"10 Very willing to take risks","2006","Couple + C. LE 16 ","direct migration background","19","","","","10"
"10 Very willing to take risks","2006","1-pers.-HH","direct migration background","3","","","","10"
"10 Very willing to take risks","2006","1-pers.-HH","indirect migration background","6","","","","10"
"10 Very willing to take risks","2006","(Married) couple without C. ","no migration background","67","0.010669048003472","0.00825867017044741","0.0130794258364966","10"
"10 Very willing to take risks","2006","(Married) couple without C. ","indirect migration background","3","","","","10"
"10 Very willing to take risks","2006","Couple + C. LE 16 ","indirect migration background","1","","","","10"
"10 Very willing to take risks","2006","Single parent ","indirect migration background","1","","","","10"
"10 Very willing to take risks","2006","Single parent ","no migration background","12","","","","10"
"10 Very willing to take risks","2006","Couple + C. GT 16 ","no migration background","36","0.0109279055302683","0.00727347112962164","0.0145823399309149","10"
"10 Very willing to take risks","2006","Couple + C. GT 16 ","direct migration background","10","","","","10"
"10 Very willing to take risks","2006","Couple + C. GT 16 ","indirect migration background","4","","","","10"
"10 Very willing to take risks","2006","Couple + C. LE and GT 16","no migration background","17","","","","10"
"10 Very willing to take risks","2006","Couple + C. LE and GT 16","direct migration background","2","","","","10"
"10 Very willing to take risks","2006","Couple + C. LE and GT 16","indirect migration background","4","","","","10"
