"plh0204_h","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"4","2015","(3a) lower tertiary education","222","0.104524290800976","0.0909731060326276","0.118075475569325"
"4","2015","(3b) higher tertiary education","500","0.115300749435187","0.105958771971383","0.124642726898992"
"5","2015","(0) in school","63","0.248495234536618","0.205046093569082","0.291944375504154"
"5","2015","(1a) inadequately completed","98","0.172605295035769","0.14208604414232","0.203124545929218"
"5","2015","(1b) general elementary school","396","0.182244499600027","0.166360136909135","0.198128862290919"
"5","2015","(1c) basic vocational qualification","1090","0.203844210421862","0.193280731387002","0.214407689456722"
"5","2015","(2b) intermediate general qualification","149","0.16026919944213","0.134306760729273","0.186231638154987"
"5","2015","(2a) intermediate vocational","1129","0.198499520196416","0.18824054919983","0.208758491193002"
"5","2015","(2c_gen) general maturity certificate","274","0.179378480266121","0.160418392182254","0.198338568349987"
"5","2015","(2c_voc) vocational maturity certificate","475","0.182804773794542","0.167973866222314","0.19763568136677"
"5","2015","(3a) lower tertiary education","394","0.194025440361652","0.176509568759206","0.211541311964098"
"5","2015","(3b) higher tertiary education","816","0.175133415663325","0.164016065503313","0.186250765823336"
"6","2015","(0) in school","64","0.168315044725774","0.130696916381269","0.205933173070279"
"6","2015","(1a) inadequately completed","47","0.0963384051827643","0.0725101039020077","0.120166706463521"
"6","2015","(1b) general elementary school","195","0.0766895261203263","0.0657405690929304","0.0876384831477222"
"6","2015","(1c) basic vocational qualification","579","0.103249289260723","0.095270478669183","0.111228099852262"
"6","2015","(2b) intermediate general qualification","89","0.143137630522125","0.118352976766623","0.167922284277628"
"6","2015","(2a) intermediate vocational","722","0.124146830605506","0.115665662932508","0.132627998278503"
"6","2015","(2c_gen) general maturity certificate","190","0.151651176288447","0.133925865757767","0.169376486819127"
"6","2015","(2c_voc) vocational maturity certificate","334","0.145535164510719","0.132003783611521","0.159066545409916"
"6","2015","(3a) lower tertiary education","267","0.139464578382441","0.1241198896844","0.154809267080483"
"6","2015","(3b) higher tertiary education","626","0.158870622258268","0.148178150308261","0.169563094208274"
"7","2015","(0) in school","64","0.162241931281529","0.125174101836884","0.199309760726174"
"7","2015","(1a) inadequately completed","51","0.0854076375570152","0.0628365449123918","0.107978730201639"
"7","2015","(1b) general elementary school","217","0.0771356558926321","0.0661575512819398","0.0881137605033244"
"7","2015","(1c) basic vocational qualification","722","0.129452896404148","0.120650300229814","0.138255492578483"
"7","2015","(2b) intermediate general qualification","105","0.157884813752541","0.132079666701824","0.183689960803257"
"7","2015","(2a) intermediate vocational","796","0.136089216136589","0.127270233614883","0.144908198658294"
"7","2015","(2c_gen) general maturity certificate","220","0.147225543078302","0.12971529076999","0.164735795386614"
"7","2015","(2c_voc) vocational maturity certificate","369","0.138779600656575","0.125513874672277","0.152045326640874"
"7","2015","(3a) lower tertiary education","316","0.161099091858601","0.144815746814497","0.177382436902705"
"7","2015","(3b) higher tertiary education","686","0.15516951668468","0.144579103312752","0.165759930056608"
"8","2015","(0) in school","61","0.151045358516233","0.115041236201975","0.18704948083049"
"8","2015","(1a) inadequately completed","55","0.10385394741699","0.0792167475956259","0.128491147238353"
"8","2015","(1b) general elementary school","228","0.0996786478089586","0.087352405890161","0.112004889727756"
"8","2015","(1c) basic vocational qualification","499","0.0790882884696849","0.0720117016052032","0.0861648753341666"
"8","2015","(2b) intermediate general qualification","113","0.127887140954106","0.104252435556007","0.151521846352206"
"8","2015","(2a) intermediate vocational","548","0.096059427201622","0.0884804235859893","0.103638430817255"
"8","2015","(2c_gen) general maturity certificate","168","0.0970529525524498","0.0824237973688025","0.111682107736097"
"8","2015","(2c_voc) vocational maturity certificate","235","0.0895926290285474","0.0786337767076489","0.100551481349446"
"8","2015","(3a) lower tertiary education","189","0.0950196795533756","0.0820309074876831","0.108008451619068"
"8","2015","(3b) higher tertiary education","448","0.10355861004881","0.0946465320860477","0.112470688011573"
"9","2015","(0) in school","19","","",""
"9","2015","(1a) inadequately completed","15","","",""
"9","2015","(1b) general elementary school","78","0.0278130182810362","0.0210470523858484","0.0345789841762239"
"9","2015","(1c) basic vocational qualification","163","0.0218260263771632","0.0179946559315376","0.0256573968227888"
"9","2015","(2b) intermediate general qualification","38","0.0342889147816222","0.0214108416365689","0.0471669879266756"
"9","2015","(2a) intermediate vocational","162","0.0283989108710795","0.0241265589721526","0.0326712627700064"
"9","2015","(2c_gen) general maturity certificate","66","0.0348171320868532","0.0257580325911029","0.0438762315826036"
"9","2015","(2c_voc) vocational maturity certificate","81","0.028839084852445","0.0224174236847485","0.0352607460201414"
"9","2015","(3a) lower tertiary education","35","0.0306770441588007","0.023038989673981","0.0383150986436205"
"9","2015","(3b) higher tertiary education","100","0.0178275279487929","0.0139570520954969","0.0216980038020889"
"10 Very willing to take risks","2015","(0) in school","14","","",""
"10 Very willing to take risks","2015","(1a) inadequately completed","26","","",""
"10 Very willing to take risks","2015","(1b) general elementary school","117","0.0347027656665436","0.0271719257158852","0.042233605617202"
"10 Very willing to take risks","2015","(1c) basic vocational qualification","110","0.0154538523516578","0.0122194415905951","0.0186882631127205"
"10 Very willing to take risks","2015","(2b) intermediate general qualification","26","","",""
"10 Very willing to take risks","2015","(2a) intermediate vocational","97","0.0141382686896612","0.0111017336440264","0.017174803735296"
"10 Very willing to take risks","2015","(2c_gen) general maturity certificate","42","0.0201484944060167","0.0132048869410482","0.0270921018709851"
"10 Very willing to take risks","2015","(2c_voc) vocational maturity certificate","44","0.0108528915612431","0.00687718588177141","0.0148285972407147"
"10 Very willing to take risks","2015","(3a) lower tertiary education","12","","",""
"10 Very willing to take risks","2015","(3b) higher tertiary education","55","0.0132135159071868","0.00987352170723226","0.0165535101071413"
"0 Not at all Willing to take risks","2016","(0) in school","10","","",""
"0 Not at all Willing to take risks","2016","(1a) inadequately completed","473","0.105785449488084","0.0922757311353096","0.119295167840858"
"0 Not at all Willing to take risks","2016","(1b) general elementary school","365","0.10586296076498","0.0943325843150314","0.117393337214928"
"0 Not at all Willing to take risks","2016","(1c) basic vocational qualification","322","0.0617879984085124","0.0552312915624298","0.068344705254595"
"0 Not at all Willing to take risks","2016","(2b) intermediate general qualification","24","","",""
"0 Not at all Willing to take risks","2016","(2a) intermediate vocational","166","0.031756052959209","0.0270542853686935","0.0364578205497246"
"0 Not at all Willing to take risks","2016","(2c_gen) general maturity certificate","167","0.0319525288789627","0.0240423454572748","0.0398627123006507"
"0 Not at all Willing to take risks","2016","(2c_voc) vocational maturity certificate","118","0.0368210634236649","0.0295174244671043","0.0441247023802255"
"0 Not at all Willing to take risks","2016","(3a) lower tertiary education","36","0.0204931966406847","0.0140125202659063","0.0269738730154632"
"0 Not at all Willing to take risks","2016","(3b) higher tertiary education","239","0.0255875103924964","0.0211325908058459","0.0300424299791469"
"1","2016","(0) in school","6","","",""
"1","2016","(1a) inadequately completed","116","0.069470499229855","0.0583024390882784","0.0806385593714317"
"1","2016","(1b) general elementary school","177","0.0805335453282527","0.0703352923812128","0.0907317982752927"
"1","2016","(1c) basic vocational qualification","301","0.0611789518981464","0.0546525226195504","0.0677053811767423"
"1","2016","(2b) intermediate general qualification","22","","",""
"1","2016","(2a) intermediate vocational","248","0.0494170171203626","0.0436055098528427","0.0552285243878824"
"1","2016","(2c_gen) general maturity certificate","74","0.0376610399022518","0.0290986342971826","0.0462234455073211"
"1","2016","(2c_voc) vocational maturity certificate","125","0.0437512061286576","0.0358185594750395","0.0516838527822757"
"1","2016","(3a) lower tertiary education","60","0.0327522039538381","0.0246107702287518","0.0408936376789245"
"1","2016","(3b) higher tertiary education","170","0.0320333933118603","0.0270653417701478","0.0370014448535727"
"2","2016","(0) in school","18","","",""
"2","2016","(1a) inadequately completed","156","0.0907770157542801","0.0781577055964429","0.103396325912117"
"2","2016","(1b) general elementary school","241","0.122559836895659","0.110269826008769","0.134849847782548"
"2","2016","(1c) basic vocational qualification","569","0.109558576824131","0.101052896039753","0.118064257608508"
"2","2016","(2b) intermediate general qualification","48","0.0759915677561162","0.0565549965119275","0.0954281390003049"
"2","2016","(2a) intermediate vocational","545","0.0985945033381545","0.0906009117241022","0.106588094952207"
"2","2016","(2c_gen) general maturity certificate","168","0.0911109724150003","0.0781682278590758","0.104053716970925"
"2","2016","(2c_voc) vocational maturity certificate","290","0.107110600685151","0.0951169138340681","0.119104287536234"
"2","2016","(3a) lower tertiary education","143","0.0846631852439157","0.0719296346140903","0.097396735873741"
"2","2016","(3b) higher tertiary education","440","0.0921818695037191","0.0840202449252365","0.100343494082202"
"3","2016","(0) in school","22","","",""
"3","2016","(1a) inadequately completed","110","0.0902459196193655","0.0776599043445432","0.102831934894188"
"3","2016","(1b) general elementary school","240","0.114258243865415","0.102335759612218","0.126180728118612"
"3","2016","(1c) basic vocational qualification","554","0.117083823610752","0.108328113052542","0.125839534168962"
"3","2016","(2b) intermediate general qualification","81","0.121669927050256","0.0976915665468902","0.145648287553621"
"3","2016","(2a) intermediate vocational","659","0.117677134767229","0.109037103508511","0.126317166025948"
"3","2016","(2c_gen) general maturity certificate","173","0.110990644826093","0.0968626033407803","0.125118686311406"
"3","2016","(2c_voc) vocational maturity certificate","307","0.132635619511279","0.119481295914688","0.145789943107871"
"3","2016","(3a) lower tertiary education","253","0.130380115953123","0.114977937008631","0.145782294897614"
