"plh0204_h","year","education","sex","n","percent","lower_confidence","upper_confidence"
"1","2019","Other degree","Male","126","0.0422849538860005","0.0340909501054631","0.0504789576665378"
"1","2019","Other degree","Female","177","0.0914656002475107","0.0791333748455791","0.103797825649442"
"1","2019","no degree/no degree yet","Male","83","0.0408512323567982","0.0296188096973572","0.0520836550162391"
"1","2019","no degree/no degree yet","Female","83","0.0509440947726475","0.0374168953491726","0.0644712941961224"
"2","2019","lower secondary degree","Male","202","0.0823516003480922","0.0721566104312151","0.0925465902649693"
"2","2019","lower secondary degree","Female","292","0.126235299042372","0.113449783429527","0.139020814655217"
"2","2019","secondary school degree","Male","217","0.0700764502667736","0.0612620048398482","0.078890895693699"
"2","2019","secondary school degree","Female","467","0.106675556476982","0.0973968266283245","0.11595428632564"
"2","2019","college entrance qualification","Male","238","0.0682503512607654","0.0607104184043105","0.0757902841172203"
"2","2019","college entrance qualification","Female","410","0.101858954411909","0.0927974963332624","0.110920412490555"
"2","2019","Other degree","Male","182","0.0770363449203744","0.0661789606627801","0.0878937291779687"
"2","2019","Other degree","Female","263","0.128846521792799","0.114513902708737","0.143179140876861"
"2","2019","no degree/no degree yet","Male","88","0.0726397740537301","0.0579119243312187","0.0873676237762416"
"2","2019","no degree/no degree yet","Female","69","0.0870118337199058","0.0696723243497916","0.10435134309002"
"3","2019","lower secondary degree","Male","274","0.112599545133175","0.100876491153857","0.124322599112494"
"3","2019","lower secondary degree","Female","309","0.12678769899792","0.113978290521417","0.139597107474424"
"3","2019","secondary school degree","Male","286","0.0945558087149275","0.084452577939406","0.104659039490449"
"3","2019","secondary school degree","Female","577","0.142132295746134","0.13163667793724","0.152627913555028"
"3","2019","college entrance qualification","Male","456","0.11996800474805","0.110252902781657","0.129683106714444"
"3","2019","college entrance qualification","Female","680","0.160438935578274","0.149443631680594","0.171434239475954"
"3","2019","Other degree","Male","180","0.109958125875318","0.0972200462752959","0.12269620547534"
"3","2019","Other degree","Female","217","0.122521087084604","0.108494059961939","0.136548114207268"
"3","2019","no degree/no degree yet","Male","83","0.0931865133448346","0.0766910930455454","0.109681933644124"
"3","2019","no degree/no degree yet","Female","73","0.0809764016351221","0.0641938636624779","0.0977589396077663"
"4","2019","lower secondary degree","Male","218","0.0820694213133687","0.0718903483465259","0.0922484942802116"
"4","2019","lower secondary degree","Female","248","0.0891261831648315","0.078157301385922","0.100095064943741"
"4","2019","secondary school degree","Male","282","0.0946319182290519","0.0845250469504511","0.104738789507653"
"4","2019","secondary school degree","Female","374","0.0946414200120084","0.0858430464388847","0.103439793585132"
"4","2019","college entrance qualification","Male","408","0.0967244607844431","0.0878866703806089","0.105562251188277"
"4","2019","college entrance qualification","Female","493","0.12260789298215","0.112781768025066","0.132434017939235"
"4","2019","Other degree","Male","148","0.0821327629954434","0.0709529838381073","0.0933125421527795"
"4","2019","Other degree","Female","131","0.0601026211553032","0.0499347789626148","0.0702704633479917"
"4","2019","no degree/no degree yet","Male","69","0.0567583880504656","0.0436287010952179","0.0698880750057132"
"4","2019","no degree/no degree yet","Female","78","0.0834517038340543","0.0664375501576613","0.100465857510447"
"5","2019","lower secondary degree","Male","550","0.218262858298265","0.202943770135485","0.233581946461045"
"5","2019","lower secondary degree","Female","524","0.18739156159655","0.172368921198167","0.202414201994933"
"5","2019","secondary school degree","Male","580","0.170414497702291","0.157431673714207","0.183397321690375"
"5","2019","secondary school degree","Female","893","0.22238402680761","0.209884722412751","0.234883331202469"
"5","2019","college entrance qualification","Male","664","0.175508840913748","0.164134979957022","0.186882701870474"
"5","2019","college entrance qualification","Female","756","0.176005553093032","0.164596449220602","0.187414656965463"
"5","2019","Other degree","Male","372","0.136527732270316","0.122547328666159","0.150508135874473"
"5","2019","Other degree","Female","310","0.16698083841615","0.151025622486009","0.182936054346291"
"5","2019","no degree/no degree yet","Male","175","0.174894434514303","0.153338313042559","0.196450555986048"
"5","2019","no degree/no degree yet","Female","133","0.167742843726301","0.144756714728212","0.19072897272439"
"6","2019","lower secondary degree","Male","320","0.111975308769648","0.100280684364432","0.123669933174864"
"6","2019","lower secondary degree","Female","251","0.0926722096950413","0.0815090417597859","0.103835377630297"
"6","2019","secondary school degree","Male","431","0.143647877341656","0.131537403980771","0.15575835070254"
"6","2019","secondary school degree","Female","520","0.115386479351489","0.105783506285097","0.124989452417882"
"6","2019","college entrance qualification","Male","670","0.158957655170637","0.148025266355577","0.169890043985697"
"6","2019","college entrance qualification","Female","584","0.141409573846095","0.130970580181748","0.151848567510442"
"6","2019","Other degree","Male","180","0.108051293416659","0.095410626169321","0.120691960663996"
"6","2019","Other degree","Female","154","0.102475577193112","0.0895015382891564","0.115449616097068"
"6","2019","no degree/no degree yet","Male","87","0.101030975993756","0.083929739728395","0.118132212259118"
"6","2019","no degree/no degree yet","Female","66","0.0935076699670262","0.0755966320005004","0.111418707933552"
"7","2019","lower secondary degree","Male","397","0.13636341481992","0.123636384665395","0.149090444974444"
"7","2019","lower secondary degree","Female","262","0.101288700719204","0.0896736477805581","0.112903753657851"
"7","2019","secondary school degree","Male","542","0.171995719020334","0.158965238456006","0.185026199584663"
"7","2019","secondary school degree","Female","507","0.114143910326813","0.104586077638747","0.123701743014879"
"7","2019","college entrance qualification","Male","816","0.188852752442839","0.177150298972363","0.200555205913315"
"7","2019","college entrance qualification","Female","586","0.129721761778355","0.119655651415631","0.139787872141079"
"7","2019","Other degree","Male","282","0.136059227450552","0.122099046111511","0.150019408789593"
"7","2019","Other degree","Female","228","0.117336191334463","0.103568677383762","0.131103705285165"
"7","2019","no degree/no degree yet","Male","104","0.119992763329001","0.101553289750081","0.138432236907921"
"7","2019","no degree/no degree yet","Female","85","0.111304555614588","0.091956023757375","0.130653087471801"
"8","2019","lower secondary degree","Male","402","0.125473149444112","0.113188165398033","0.137758133490192"
"8","2019","lower secondary degree","Female","233","0.08086762077038","0.0703720283269974","0.0913632132137626"
"8","2019","secondary school degree","Male","491","0.137807983138265","0.125905858056974","0.149710108219557"
"8","2019","secondary school degree","Female","369","0.0785262110419622","0.0704408339865415","0.086611588097383"
"8","2019","college entrance qualification","Male","609","0.118286699178752","0.108630703410954","0.127942694946551"
"8","2019","college entrance qualification","Female","367","0.0796847444169747","0.0715717325897414","0.0877977562442081"
"8","2019","Other degree","Male","234","0.128405407468578","0.114783623312924","0.142027191624232"
"8","2019","Other degree","Female","187","0.090436468686886","0.0781668747701291","0.102706062603643"
"8","2019","no degree/no degree yet","Male","120","0.122765969907256","0.104144043578316","0.141387896236196"
"8","2019","no degree/no degree yet","Female","90","0.114636100804723","0.0950369760410526","0.134235225568394"
"9","2019","lower secondary degree","Male","130","0.041601543668012","0.0341962821744659","0.0490068051615581"
"9","2019","lower secondary degree","Female","81","0.0282773341926798","0.021895860383395","0.0346588080019645"
"9","2019","secondary school degree","Male","180","0.0504155185666657","0.0428605224303245","0.0579705147030069"
"9","2019","secondary school degree","Female","125","0.0207754619045174","0.0164883190894718","0.0250626047195631"
"9","2019","college entrance qualification","Male","216","0.0352101114439927","0.0296993008374087","0.0407209220505768"
"9","2019","college entrance qualification","Female","109","0.0195753091407405","0.0154249312477531","0.0237256870337279"
"9","2019","Other degree","Male","157","0.0405803104861537","0.0325460285016826","0.0486145924706248"
"9","2019","Other degree","Female","76","0.0231633880174673","0.0167283091017761","0.0295984669331586"
"9","2019","no degree/no degree yet","Male","71","0.0680127551522979","0.0537261830417175","0.0822993272628783"
"9","2019","no degree/no degree yet","Female","51","0.0426833224240034","0.030247572189401","0.0551190726586058"
"10 Very willing to take risks","2019","lower secondary degree","Male","116","0.0257386052798686","0.0198658368698328","0.0316113736899044"
"10 Very willing to take risks","2019","lower secondary degree","Female","54","0.0165101885640098","0.0116045952450365","0.0214157818829831"
"10 Very willing to take risks","2019","secondary school degree","Male","108","0.0287672387034346","0.0229956407170779","0.0345388366897912"
"10 Very willing to take risks","2019","secondary school degree","Female","75","0.0177902559887909","0.0138170170697105","0.0217634949078714"
"10 Very willing to take risks","2019","college entrance qualification","Male","119","0.0139779756408434","0.0104677837250238","0.017488167556663"
"10 Very willing to take risks","2019","college entrance qualification","Female","44","0.00570705397058554","0.00345027318527949","0.0079638347558916"
"10 Very willing to take risks","2019","Other degree","Male","123","0.0551464425940352","0.0458519416379852","0.0644409435500852"
"10 Very willing to take risks","2019","Other degree","Female","67","0.0231537530963845","0.0167199809415208","0.0295875252512481"
